NQUEST;Y;YL;YL1;YL2;YT;YTP;YTP1;YTP2;YTA;YTA1;YTA11;YTA12;YTA2;YTA3;YTA31;YTA32;YTA4;YTA5;YM;YC;YCA;YCA1;YCA2;YCF;YCF1;YCF2;YCF3;YCF4;CLY;CLY2
60078;20.801.549.435;0;0;0;14800;9600;9600;0;5200;0;0;0;0;0;0;0;0;5200;0;60.015.494.351;6000;0;6000;15.494.351.361;15.494.351.361;0;0;0;4;2
91071;44.079.052.186;37700;37700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.790.521.856;6000;0;6000;37.905.218.558;19.506.327.814;0;35.954.585.777;0;8;4
91079;42.433.181.061;34000;34000;0;1500;0;0;0;1500;0;0;0;1000;0;0;0;500;0;0;69.331.810.615;6855;0;6855;78.181.061.461;78.181.061.461;0;0;0;8;4
91081;53.904.994.105;39.517.241.379;39517.24;0;24.827.586.207;0;0;0;24.827.586.207;24.827.586.207;24.827.586.207;0;0;0;0;0;0;0;0;11.904.994.105;12000;7200;4800;-9.500.589.501;557.796.649;0;78.849.880.766;17.943.374.227;9;5
91095;46.012.571.639;30150;30000;150;-5000;0;0;0;-5000;0;0;0;0;-5000;0;5000;0;0;0;20.862.571.639;20500;6500;14000;36.257.163.913;77.471.756.805;0;35.482.446.345;0;8;4
111052;2.635.309.887;0;0;0;22150;22150;22150;0;0;0;0;0;0;0;0;0;0;0;0;42.030.988.703;4200;0;4200;30.988.702.722;30.988.702.722;0;0;0;5;3
145007;95.854.871.356;16800;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25000;54.054.871.356;54000;4000;50000;54.871.356.099;54.871.356.099;0;0;0;10;5
178001;16.902.479.096;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;24.790.962.178;0;0;0;24.790.962.178;24.790.962.178;0;0;0;3;2
213440;28.004.734.042;0;0;0;20800;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;72.047.340.418;7200;0;7200;47.340.418.434;47.340.418.434;0;0;0;5;3
224048;8307;0;0;0;8307;8307;8307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
230029;3.014.670.814;0;0;0;24050;24050;24050;0;0;0;0;0;0;0;0;0;0;0;0;60.967.081.399;3600;0;3600;24.967.081.399;11.426.623.057;0;23.824.419.093;0;6;3
230037;40.589.089.821;0;0;0;36400;36400;36400;0;0;0;0;0;0;0;0;0;0;0;0;41.890.898.213;4500;0;4500;-3.109.101.787;30.988.702.722;0;0;31.400.904.897;7;4
237003;53.474.790.962;0;0;0;46150;46150;46150;0;0;0;0;0;0;0;0;0;0;0;0;73.247.909.622;7300;0;7300;24.790.962.178;24.790.962.178;0;0;0;9;5
244013;27.894.977.863;0;0;0;22490;22490;22490;0;0;0;0;0;0;0;0;0;0;0;0;54.049.778.632;5400;0;5400;4.977.863.157;4.977.863.157;0;0;0;5;3
244058;18.604.951.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15000;36.049.519.686;3600;0;3600;49.519.686.344;49.519.686.344;0;0;0;3;2
250005;14.988.309.887;0;0;0;12588;12588;12588;0;0;0;0;0;0;0;0;0;0;0;0;2.400.309.887;2400;0;2400;0.3098870272;0.3098870272;0;0;0;2;1
250010;20800;0;0;0;20800;6600;6600;0;14200;7000;0;7000;0;0;0;0;0;7200;0;0;0;0;0;0;0;0;0;0;4;2
250039;96.006.197.741;0;0;0;7200;7200;7200;0;0;0;0;0;0;0;0;0;0;0;0;24.006.197.741;2400;0;2400;0.6197740544;0.6197740544;0;0;0;1;1
282083;13.197.254.293;0;0;0;13195;13195;13195;0;0;0;0;0;0;0;0;0;0;0;0;22.542.930.221;0;0;0;22.542.930.221;22.542.930.221;0;0;0;2;1
282089;29.611.367.671;0;0;0;18200;18200;18200;0;0;0;0;0;0;0;0;0;0;0;0;11.411.367.671;11400;0;11400;1.136.767.096;1.136.767.096;0;0;0;6;3
284086;27.020.142.657;0;0;0;22800;22800;22800;0;0;0;0;0;0;0;0;0;0;0;0;42.201.426.568;4200;0;4200;20.142.656.769;20.142.656.769;0;0;0;5;3
310002;16.601.549.435;0;0;0;11200;11200;11200;0;0;0;0;0;0;0;0;0;0;0;0;54.015.494.351;5400;0;5400;15.494.351.361;15.494.351.361;0;0;0;3;2
310005;15.995.494.351;0;0;0;11180;11180;11180;0;0;0;0;0;0;0;0;0;0;0;0;48.154.943.514;4800;0;4800;15.494.351.361;15.494.351.361;0;0;0;2;1
321009;25.925.003.665;0;0;0;20800;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;51.250.036.646;4800;0;4800;32.500.366.462;92.966.108.166;46.617.328.155;26.908.972.565;0;5;3
333081;4.800.989.882;0;0;0;39910;39910;39910;0;0;0;0;0;0;0;0;0;0;0;0;80.998.988.195;7200;0;7200;89.989.881.951;85.528.819.513;0;814.37;0;8;4
365034;17.407.747.176;0;0;0;14400;14400;14400;0;0;0;0;0;0;0;0;0;0;0;0;30.077.471.757;3000;0;3000;77.471.756.805;77.471.756.805;0;0;0;3;2
387029;40.489.649.435;0;0;0;32500;32500;32500;0;0;0;0;0;0;0;0;0;0;0;0;79.896.494.351;7200;0;7200;78.964.943.514;15.494.351.361;0;788.1;0;7;4
389084;15.601.549.435;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;2;1
500001;27.706.758.764;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;10.806.758.764;10600;2400;8200;20.675.876.363;15.869.664.462;48.062.119.007;0;0;5;3
500090;27.628.510.624;0;0;0;16380;16380;16380;0;0;0;0;0;0;0;0;0;0;0;0;11.248.510.624;10800;0;10800;44.851.062.368;46.483.054.083;25.482.954.398;18.903.277.429;0;5;3
500176;24.139.832.903;0;0;0;23400;21000;21000;0;2400;0;0;0;0;0;0;0;2400;0;0;73.983.290.322;900;0;900;-1.601.670.968;13.232.712.635;0;0;16.149.036.804;5;3
500669;44.453.309.508;14000;14000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25000;54.533.095.082;5400;0;5400;53.309.508.226;53.309.508.226;0;0;0;8;4
500674;28.168.470.692;0;0;0;23658;23658;23508;150;0;0;0;0;0;0;0;0;0;0;0;45.104.706.923;4300;0;4300;21.047.069.232;21.047.069.232;0;0;0;6;3
500726;49.698.899.862;42000;42000;0;2700;0;0;0;2700;2700;2700;0;0;0;0;0;0;0;0;49.988.998.621;4800;0;4800;19.889.986.206;29.452.379.949;0;16.944.748.211;0;8;4
501068;20.548.805.435;0;0;0;16250;16250;16250;0;0;0;0;0;0;0;0;0;0;0;0;42.988.054.352;4800;0;4800;-5.011.945.648;12.199.136.001;0;0;50.241.447.836;4;2
501082;25.823.540.958;0;0;0;18850;18850;18850;0;0;0;0;0;0;0;0;0;0;0;0;69.735.409.584;6900;0;6900;73.540.958.402;73.540.958.402;0;0;0;5;3
501694;27.344.516.925;0;0;0;27300;27300;27300;0;0;0;0;0;0;0;0;0;0;0;0;44.516.925.016;0;0;0;44.516.925.016;44.516.925.016;0;0;0;5;3
502060;60.092.966.108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;92.966.108.166;0;0;0;92.966.108.166;92.966.108.166;0;0;0;1;1
502355;45.495.819.244;39000;39000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.958.192.436;6000;0;6000;49.581.924.355;49.581.924.355;0;0;0;8;4
502364;26.532.391.049;0;0;0;22800;22800;22800;0;0;0;0;0;0;0;0;0;0;0;0;37.323.910.485;3600;0;3600;13.239.104.855;92.966.108.166;0;39.424.940.383;0;5;3
503560;35.875.570.897;13000;13000;0;18200;18200;18200;0;0;0;0;0;0;0;0;0;0;0;0;46.755.708.971;6000;0;6000;-1.324.429.103;21.323.964.144;0;0;1.345.753.067;7;4
503561;55.681.912.087;0;0;0;38285;38285;38285;0;0;0;0;0;0;0;0;0;0;0;0;17.396.912.087;17200;0;17200;1.969.120.866;1.890.310.866;0;7.881;0;9;5
503593;25.306.197.741;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;84.061.977.405;8400;0;8400;61.977.405.444;61.977.405.444;0;0;0;5;3
503674;86.218.011.431;0;0;0;67106;67106;67106;0;0;0;0;0;0;0;0;0;0;0;0;19.112.011.431;8900;0;8900;10.212.011.431;77.471.756.805;0;10.134.539.674;0;10;5
503788;36.949.472.568;0;0;0;23392;23392;23392;0;0;0;0;0;0;0;0;0;0;0;0;13.557.472.568;13400;0;13400;15.747.256.816;15.747.256.816;0;0;0;7;4
503931;65.218.471.621;0;0;0;50500;52000;52000;0;-1500;0;0;0;0;-1500;0;1500;0;0;0;14.718.471.621;10500;0;10500;42.184.716.213;79.021.191.941;0;34.282.597.019;0;9;5
504157;21.709.916.385;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;48.099.163.849;4800;0;4800;99.163.848.711;99.163.848.711;0;0;0;4;2
504363;16.253.718.644;0;0;0;16250;16250;16250;0;0;0;0;0;0;0;0;0;0;0;0;37.186.443.267;0;0;0;37.186.443.267;37.186.443.267;0;0;0;3;2
504395;8.379.940.497;0;0;0;22800;20800;20800;0;2000;0;0;0;0;0;0;0;2000;0;42000;1.899.940.497;18000;0;18000;9.994.049.703;94.515.543.302;0;904.889.427;0;10;5
504453;76.590.052.329;68740.68;68740.68;0;2259.32;0;0;0;2259.32;2259.32;2259.32;0;0;0;0;0;0;0;0;55.900.523.288;7000;0;7000;-1.409.947.671;557.796.649;0;86.730.880.766;28.350.531.279;10;5
504584;11.354.819.091;0;0;0;7150;7150;7150;0;0;0;0;0;0;0;0;0;0;0;0;42.048.190.909;4200;0;4200;48.190.909.407;48.190.909.407;0;0;0;1;1
504730;47.680.988.703;0;0;0;20150;20150;20150;0;0;0;0;0;0;0;0;0;0;0;15000;12.530.988.703;12500;0;12500;30.988.702.722;30.988.702.722;0;0;0;8;4
504792;55.423.605.498;0;0;0;37050;37050;37050;0;0;0;0;0;0;0;0;0;0;0;0;18.373.605.498;18000;0;18000;37.360.549.808;15.494.351.361;13.985.198.447;78.81;0;9;5
504889;62.648.729.008;0;0;0;29900;29900;29900;0;0;0;0;0;0;0;0;0;0;0;0;32.748.729.008;32640;9840;22800;10.872.900.767;15.494.351.361;93.234.656.311;0;0;9;5
504921;39.015.494.351;33000;33000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.154.943.514;6000;0;6000;15.494.351.361;15.494.351.361;0;0;0;7;4
504937;36.809.296.611;32000;32000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.092.966.108;4800;0;4800;92.966.108.166;92.966.108.166;0;0;0;7;4
505022;20.415.494.351;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;48.154.943.514;4800;0;4800;15.494.351.361;15.494.351.361;0;0;0;4;2
505167;18.152.838.514;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;25.528.385.143;2400;0;2400;15.283.851.429;92.966.108.166;46.617.328.155;9.692.457.532;0;3;2
505228;31.198.721.551;0;0;0;26000;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;51.987.215.512;5150;0;5150;487.215.512;92.966.108.166;0;39.424.940.383;0;6;3
505390;12.461.903.091;25000;25000;0;700;0;0;0;700;0;0;0;0;0;0;0;700;0;80000;18.919.030.914;18600;0;18600;31.903.091.448;24.790.962.178;0;29.423.995.231;0;10;5
505517;40.950.544.078;0;0;0;34800;34800;34800;0;0;0;0;0;0;0;0;0;0;0;0;61.505.440.782;6000;0;6000;15.054.407.823;15.054.407.823;0;0;0;7;4
505525;45.732.802.918;1500;1500;0;24600;24600;24600;0;0;0;0;0;0;0;0;0;0;0;10000;96.328.029.184;9600;0;9600;3.280.291.839;3.280.291.839;0;0;0;8;4
505534;3.053.519.574;6000;6000;0;18200;18200;18200;0;0;0;0;0;0;0;0;0;0;0;0;63.351.957.402;6000;0;6000;3.351.957.402;21.692.091.905;0;11.827.482.115;0;6;3
505594;26.009.379.507;0;0;0;26000;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;93.795.070.863;0;0;0;93.795.070.863;93.795.070.863;0;0;0;5;3
505606;70.744.990.721;14000;14000;0;34800;34800;34800;0;0;0;0;0;0;0;0;0;0;0;12000;9.944.990.721;9600;0;9600;34.499.072.103;34.499.072.103;0;0;0;10;5
505681;16.011.692.092;0;0;0;8190;8190;8190;0;0;0;0;0;0;0;0;0;0;0;0;78.216.920.919;7800;0;7800;21.692.091.905;21.692.091.905;0;0;0;2;1
505771;54.265.076.276;0;0;0;28600;28600;28600;0;0;0;0;0;0;0;0;0;0;0;0;25.665.076.276;25600;16000;9600;65.076.275.716;65.076.275.716;0;0;0;9;5
505806;19.676.634.029;0;0;0;16250;16250;16250;0;0;0;0;0;0;0;0;0;0;0;0;34.266.340.288;3600;0;3600;-1.733.659.712;24.790.962.178;0;0;17.584.506.742;3;2
505818;10.239.059.626;27300;27300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;15.090.596.264;14500;0;14500;59.059.626.395;20.173.645.472;0;38.885.980.923;0;10;5
505839;5.364.726.497;37.090.305.648;37090.31;0;54.769.435.216;0;0;0;54.769.435.216;54.769.435.216;54.769.435.216;0;0;0;0;0;0;0;0;1.600.926.497;17736;8136;9600;-172.673.503;28.930.611.504;0;38.671.781.134;17.943.374.227;9;5
506100;71.771.486.834;0;0;0;7150;7150;7150;0;0;0;0;0;0;0;0;0;0;0;0;271.486.834;0;0;0;271.486.834;15.494.351.361;11.654.332.039;0;0;1;1
506107;42.830.988.703;29800;29800;0;13000;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;30.988.702.722;0;0;0;30.988.702.722;30.988.702.722;0;0;0;8;4
506112;15.900.988.703;0;0;0;12870;12870;12870;0;0;0;0;0;0;0;0;0;0;0;0;30.309.887.027;3000;0;3000;30.988.702.722;30.988.702.722;0;0;0;2;1
506402;15.530.988.703;0;0;0;11900;11900;11900;0;0;0;0;0;0;0;0;0;0;0;0;36.309.887.027;3600;0;3600;30.988.702.722;30.988.702.722;0;0;0;2;1
506418;15.398.317.803;0;0;0;10510;10510;10510;0;0;0;0;0;0;0;0;0;0;0;0;48.883.178.028;4800;0;4800;88.317.802.758;88.317.802.758;0;0;0;2;1
506565;61.189.449.162;0;0;0;50050;50050;50050;0;0;0;0;0;0;0;0;0;0;0;0;11.139.449.162;11000;2000;9000;13.944.916.225;13.944.916.225;0;0;0;9;5
506628;32.032.538.138;38000;38000;0;-6000;0;0;0;-6000;0;0;0;0;-6000;0;6000;0;0;0;32.538.137.858;0;0;0;32.538.137.858;32.538.137.858;0;0;0;6;3
506736;44.422.670.146;0;0;0;35250;42250;42250;0;-7000;0;0;0;0;-7000;0;7000;0;0;0;91.726.701.464;9000;0;9000;17.267.014.644;17.267.014.644;0;0;0;8;4
506738;52.227.889.832;32000;32000;0;1400;0;0;0;1400;0;0;0;1400;0;0;0;0;0;14000;48.278.898.324;4800;0;4800;2.788.983.245;2.788.983.245;0;0;0;9;5
506758;53.515.494.351;23800;23800;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;63.154.943.514;6300;100;6200;15.494.351.361;15.494.351.361;0;0;0;9;5
506767;44.269.774.054;0;0;0;24850;24850;24850;0;0;0;0;0;0;0;0;0;0;0;0;19.419.774.054;18800;0;18800;61.977.405.444;61.977.405.444;0;0;0;8;4
506799;68.369.937.836;0;0;0;44200;44200;44200;0;0;0;0;0;0;0;0;0;0;0;0;24.169.937.836;24000;0;24000;16.993.783.577;15.680.283.577;0;13.135;0;9;5
507182;32.023.089.665;0;0;0;23210;23210;23210;0;0;0;0;0;0;0;0;0;0;0;0;88.130.896.647;8400;0;8400;41.308.966.471;86.768.367.622;32.632.129.709;0;0;6;3
507282;55.385.522.522;95.366.972.477;9.536.697;0;28.233.027.523;0;0;0;28.233.027.523;28.233.027.523;36.330.275.229;2460;0;0;0;0;0;0;27500;15.525.522.522;15400;3400;12000;12.552.252.233;26.960.171.368;0;98.562.350.957;0;9;5
507303;37.365.494.351;0;0;0;25350;25350;25350;0;0;0;0;0;0;0;0;0;0;0;0;12.015.494.351;12000;0;12000;15.494.351.361;15.494.351.361;0;0;0;7;4
507316;32.406.197.741;0;0;0;24000;24000;24000;0;0;0;0;0;0;0;0;0;0;0;0;84.061.977.405;8400;0;8400;61.977.405.444;61.977.405.444;0;0;0;6;3
507319;21.456.140.962;0;0;0;11700;11700;11700;0;0;0;0;0;0;0;0;0;0;0;0;97.561.409.622;9600;0;9600;15.614.096.218;24.790.962.178;0;131.35;0;4;2
507336;48.296.483.054;0;0;0;42250;42250;42250;0;0;0;0;0;0;0;0;0;0;0;0;60.464.830.541;6000;0;6000;46.483.054.083;46.483.054.083;0;0;0;8;4
507419;33.607.744.788;0;0;0;21190;21190;21190;0;0;0;0;0;0;0;0;0;0;0;7000;54.177.447.879;5400;0;5400;17.744.787.896;17.744.787.896;0;0;0;6;3
507444;18.714.479.096;10200;10200;0;7840;3640;3640;0;4200;4200;4200;0;0;0;0;0;0;0;0;67.447.909.622;672;0;672;24.790.962.178;24.790.962.178;0;0;0;3;2
507640;19.503.640.843;0;0;0;11000;11000;11000;0;0;0;0;0;0;0;0;0;0;0;0;85.036.408.429;8400;0;8400;10.364.084.294;24.790.962.178;0;78.849.880.766;0;3;2
507644;22.642.395.481;0;0;0;17130;17130;17130;0;0;0;0;0;0;0;0;0;0;0;0;55.123.954.811;5500;0;5500;12.395.481.089;12.395.481.089;0;0;0;4;2
507728;31.372.680.795;0;0;0;26520;26520;26520;0;0;0;0;0;0;0;0;0;0;0;0;48.526.807.946;4800;0;4800;52.680.794.628;52.680.794.628;0;0;0;6;3
507863;22.702.966.108;0;0;0;17810;17810;17810;0;0;0;0;0;0;0;0;0;0;0;0;48.929.661.082;4800;0;4800;92.966.108.166;92.966.108.166;0;0;0;4;2
507905;50.015.494.351;25000;25000;0;20800;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;42.154.943.514;4200;0;4200;15.494.351.361;15.494.351.361;0;0;0;8;4
507908;20.330.988.703;0;0;0;14300;14300;14300;0;0;0;0;0;0;0;0;0;0;0;0;60.309.887.027;6000;0;6000;30.988.702.722;30.988.702.722;0;0;0;4;2
507913;15.198.296.611;2500;2500;0;6689;6689;6539;150;0;0;0;0;0;0;0;0;0;0;0;60.092.966.108;6000;0;6000;92.966.108.166;92.966.108.166;0;0;0;2;1
507924;17.861.977.405;0;0;0;13000;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;48.619.774.054;4800;0;4800;61.977.405.444;61.977.405.444;0;0;0;3;2
508861;29.423.954.811;0;0;0;22100;22100;22100;0;0;0;0;0;0;0;0;0;0;0;0;73.239.548.109;7200;0;7200;12.395.481.089;12.395.481.089;0;0;0;6;3
509054;15.799.296.611;0;0;0;13390;13390;13390;0;0;0;0;0;0;0;0;0;0;0;0;24.092.966.108;2400;0;2400;92.966.108.166;92.966.108.166;0;0;0;2;1
509057;12.092.169.209;0;0;0;12090;12090;12090;0;0;0;0;0;0;0;0;0;0;0;0;21.692.091.905;0;0;0;21.692.091.905;21.692.091.905;0;0;0;2;1
509071;30.606.197.741;0;0;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;72.061.977.405;7200;0;7200;61.977.405.444;61.977.405.444;0;0;0;6;3
509123;1.368.309.887;0;0;0;8280;8280;8280;0;0;0;0;0;0;0;0;0;0;0;0;54.030.988.703;5400;0;5400;30.988.702.722;30.988.702.722;0;0;0;2;1
509550;27.274.790.962;0;0;0;18850;18850;18850;0;0;0;0;0;0;0;0;0;0;0;0;84.247.909.622;8400;0;8400;24.790.962.178;24.790.962.178;0;0;0;5;3
509601;36.309.296.611;30300;30300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.092.966.108;6000;0;6000;92.966.108.166;92.966.108.166;0;0;0;7;4
509689;15.607.747.176;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77.471.756.805;0;0;0;77.471.756.805;77.471.756.805;0;0;0;2;1
509717;13200;0;0;0;9600;9600;9600;0;0;0;0;0;0;0;0;0;0;0;0;3600;3600;0;3600;0;0;0;0;0;2;1
509806;19.601.549.435;16000;16000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.015.494.351;3600;0;3600;15.494.351.361;15.494.351.361;0;0;0;3;2
509869;16.804.648.305;0;0;0;10800;10800;10800;0;0;0;0;0;0;0;0;0;0;0;0;60.046.483.054;6000;0;6000;46.483.054.083;46.483.054.083;0;0;0;3;2
509889;33.613.944.916;23000;23000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.613.944.916;10600;0;10600;13.944.916.225;13.944.916.225;0;0;0;6;3
510109;11.416.230.527;0;0;0;7800;7800;7800;0;0;0;0;0;0;0;0;0;0;0;0;36.162.305.271;3600;0;3600;16.230.527.072;16.230.527.072;0;0;0;1;1
510329;6000;0;0;0;6000;0;0;0;6000;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;0;0;0;1;1
510345;26.023.241.527;20000;20000;0;600;0;0;0;600;0;0;0;0;600;600;0;0;0;0;5.423.241.527;5400;0;5400;23.241.527.042;23.241.527.042;0;0;0;5;3
510432;9000;6000;6000;0;3000;0;0;0;3000;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;1;1
510433;34.884.212.372;21000;21000;0;500;16900;16900;0;-16400;3600;0;3600;0;-20000;0;20000;0;0;6000;73.842.123.722;7300;0;7300;84.212.372.239;30.988.702.722;0;53.223.669.517;0;7;4
511074;13.377.186.443;0;0;0;9140;9140;9140;0;0;0;0;0;0;0;0;0;0;0;0;42.371.864.433;4200;0;4200;37.186.443.267;37.186.443.267;0;0;0;2;1
511136;68.055.810.965;800;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.055.810.965;6000;0;6000;55.810.964.797;55.810.964.797;0;0;0;1;1
511160;26.081.565.132;0;0;0;18850;18850;18850;0;0;0;0;0;0;0;0;0;0;0;0;7.231.565.132;7200;0;7200;31.565.132.036;31.565.132.036;0;0;0;5;3
511260;31.523.077.932;0;0;0;25090;25090;25090;0;0;0;0;0;0;0;0;0;0;0;0;64.330.779.317;6400;0;6400;33.077.931.702;33.077.931.702;0;0;0;6;3
511352;20.116.142.657;10700;10700;0;6396;6396;6396;0;0;0;0;0;0;0;0;0;0;0;0;30.201.426.568;3000;0;3000;20.142.656.769;20.142.656.769;0;0;0;4;2
511365;24.030.988.703;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.309.887.027;3000;0;3000;30.988.702.722;30.988.702.722;0;0;0;5;3
511424;22.930.988.703;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;60.309.887.027;6000;0;6000;30.988.702.722;30.988.702.722;0;0;0;4;2
511474;20.765.577.966;5000;5000;0;11760;11760;11760;0;0;0;0;0;0;0;0;0;0;0;0;40.055.779.665;4000;0;4000;557.796.649;557.796.649;0;0;0;4;2
511494;72.013.523.409;0;0;0;6000;6000;6000;0;0;0;0;0;0;0;0;0;0;0;0;12.013.523.409;1200;0;1200;13.523.409.164;13.523.409.164;0;0;0;1;1
511495;15.000.619.774;0;0;0;12600;12600;12600;0;0;0;0;0;0;0;0;0;0;0;0;24.006.197.741;2400;0;2400;0.6197740544;0.6197740544;0;0;0;2;1
511501;15.000.619.774;0;0;0;10200;10200;10200;0;0;0;0;0;0;0;0;0;0;0;0;48.006.197.741;4800;0;4800;0.6197740544;0.6197740544;0;0;0;2;1
511629;25.515.494.351;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;60.154.943.514;6000;0;6000;15.494.351.361;15.494.351.361;0;0;0;5;3
511757;30.256.480.427;0;0;0;25500;25500;25500;0;0;0;0;0;0;0;0;0;0;0;0;47.564.804.272;4800;0;4800;-4.351.957.276;23.229.779.369;0;0;66.749.352.124;6;3
512211;10780;0;0;0;5980;5980;5980;0;0;0;0;0;0;0;0;0;0;0;0;4800;4800;0;4800;0;0;0;0;0;1;1
512368;16630;0;0;0;13130;13130;13130;0;0;0;0;0;0;0;0;0;0;0;0;3500;3500;0;3500;0;0;0;0;0;3;2
512372;11160;0;0;0;9360;9360;9360;0;0;0;0;0;0;0;0;0;0;0;0;1800;1800;0;1800;0;0;0;0;0;1;1
512452;54.861.977.405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50000;48.619.774.054;4800;0;4800;61.977.405.444;61.977.405.444;0;0;0;9;5
512457;23.337.186.443;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;38.371.864.433;3800;0;3800;37.186.443.267;37.186.443.267;0;0;0;4;2
512517;43.485.124.239;37500;36000;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;57.851.242.394;6200;0;6200;-4.148.757.606;15.494.351.361;0;0.2708695217;43.064.098.145;8;4
512784;24.890.018.242;19300;19300;0;1160;0;0;0;1160;0;0;0;660;0;0;0;500;0;0;44.300.182.424;5040;0;5040;-6.099.817.576;0.0929661082;0;0;61.007.472.372;5;3
512843;2.050.158.036;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;36.015.803.605;3600;0;3600;1.580.360.474;1.580.360.474;0;0;0;4;2
512887;22.257.839.631;17000;17000;0;100;0;0;0;100;0;0;0;0;0;0;0;100;0;0;51.578.396.313;5400;0;5400;-2.421.603.687;44.933.618.947;0;0;28.709.398.763;4;2
512921;57.300.609.843;0;0;0;49400;49400;49400;0;0;0;0;0;0;0;0;0;0;0;0;79.006.098.433;7200;0;7200;70.060.984.334;43.660.439.515;0;65.694.940.383;0;9;5
512963;29.960.676.406;0;0;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;65.606.764.063;6000;0;6000;5.606.764.063;13.944.916.225;54.673.149.008;0;0;6;3
513131;27.621.648.988;0;0;0;21600;21600;21600;0;0;0;0;0;0;0;0;0;0;0;0;60.216.489.882;6000;0;6000;21.648.988.212;21.648.988.212;0;0;0;5;3
513369;28.009.296.611;0;0;0;20800;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;72.092.966.108;7200;0;7200;92.966.108.166;92.966.108.166;0;0;0;6;3
513377;17.105.449.713;13500;13500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.054.497.131;3600;0;3600;54.497.131.291;54.497.131.291;0;0;0;3;2
513384;36.672.626.174;0;0;0;24700;24700;24700;0;0;0;0;0;0;0;0;0;0;0;0;11.972.626.174;10800;0;10800;11.726.261.737;91.112.962.619;11.767.962.212;10.458.352.553;0;7;4
513406;46.332.391.049;11000;11000;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;28000;61.323.910.485;6000;0;6000;13.239.104.855;92.966.108.166;0;39.424.940.383;0;8;4
610980;36.340.981.832;0;0;0;25740;25740;25740;0;0;0;0;0;0;0;0;0;0;0;0;10.600.981.832;10500;0;10500;10.098.183.199;77.471.756.805;93.234.656.311;0;0;7;4
611412;12.958.052.785;113200;113200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.380.527.848;14600;0;14600;17.805.278.483;11.987.761.364;12.591.781.729;10.838.519.925;62.801.809.795;10;5
611441;4.901.331.552;0;0;0;39000;39000;39000;0;0;0;0;0;0;0;0;0;0;0;0;1.001.331.552;9200;0;9200;81.331.551.972;17.449.671.415;0;63.881.880.557;0;8;4
