NQUEST;NCOMP;nord;SEX;PARENT;NASC;ANASC;CIT;ANINGR;MOTIV;STACIV;STUDIO;TIPOLAU;VOTOEDU;SUEDU;SELODE;ANNOEDU;TIPODIP;UNIVER;PRESNORD;NORDP;MOTENT;ANNOENUS;B01;APQUAL2;ASNONOC2;NACE2;NESPLAV;EXLAV;ETALAV;DISLAV;DISANN1;DISANN2;CONTRIB;ACONTRIB;FCONTRIB;OCCNOW;PROBLAV1;CERC2;PROBLAV2;SALMIN;SMARTW;SMARTWA;SMARTWB;ETAPEN;COPPU;PREVCOM;COPPIP;b22;b23a;b23b;b24;b25a;b25b;b25c;ATTIVP;ISCO;NACE;ETALAV2;MISCOVID1;MISCOVID2;MISCOVIDV1;ETA;NASCREG;NASCAREA;IREG;PARENTP;smartwa1;CLETA5;QUAL;Q;SETT;CFRED;PERC;PERL;NPERL;NPERC;AREA3;AREA5;ACOM4C;ACOM5;PESOFIT2;PESOFIT
512843;3;1;1;1;1;1959;1;;;1;3;;;;;;;;1;2;;;2;15;1;15;4;1;17;1;1;;1;34;2;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;61;20;3;20;;;4;6;3;5;1;1;0;0;1;3;5;0;1;82.451.018.628;20.315.455.676
512843;3;2;2;2;1;1965;1;;;1;5;;58;60;;1985;4;2;1;1;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;55;20;3;20;;;4;7;3;5;0;0;0;0;1;3;5;0;1;82.451.018.628;20.315.455.676
512843;3;3;2;6;1;2005;1;;;2;3;;;;;;;;2;5;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;15;20;3;20;;;1;7;3;5;0;0;0;0;1;3;5;0;1;82.451.018.628;20.315.455.676
512887;2;1;1;1;1;1966;1;;;1;3;;;;;;;;1;1;;;1;1;;;3;1;15;2;;;1;36;14;1;70;2;;;2;;;61;90;2;;1;2;2;2;2;2;2;;9611;19;43;1;2;100;54;20;3;20;;;3;1;1;4;1;1;1;1;1;3;5;0;1;13.042.027.854;32.134.804.785
512887;2;2;2;2;1;1962;1;;;1;3;;;;;;;;2;2;;;2;12;1;9;2;1;14;;;10;1;20;0;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;58;20;3;20;;;4;7;3;5;0;0;0;1;1;3;5;0;1;13.042.027.854;32.134.804.785
512921;2;1;1;1;1;1947;1;;;1;5;;50;60;;1967;3;2;1;2;;;2;15;2;13;1;;21;2;;;1;42;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;73;6;1;6;;;5;6;3;5;1;1;0;0;2;1;2;0;2;47.862.621.988;11.793.074.139
512921;2;2;2;2;1;1953;1;;;1;7;9;100;110;0;1979;3;;1;1;;;2;15;3;16;1;;29;2;;;1;35;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;67;6;1;6;;;5;6;3;5;0;1;0;0;2;1;2;0;2;47.862.621.988;11.793.074.139
512963;2;1;1;1;1;1941;1;;;1;3;;;;;;;;1;1;;;2;15;4;3;5;1;14;1;1;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;1;1;1;;;5;6;3;5;1;1;0;0;2;1;1;2;3;20.557.478.159;0.5065244109
512963;2;2;2;2;1;1944;1;;;1;3;;;;;;;;1;2;;;2;15;1;3;3;1;14;2;;;2;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;1;1;1;;;5;6;3;5;0;1;0;0;2;1;1;2;3;20.557.478.159;0.5065244109
513131;2;1;2;1;1;1938;1;;;1;2;;;;;;;;1;1;;;2;15;1;3;1;;15;2;;;1;15;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;82;1;1;3;;;5;6;3;5;0;1;0;0;2;1;1;2;3;20.557.478.159;0.5065244109
513131;2;2;1;2;1;1935;1;;;1;2;;;;;;;;2;2;;;2;15;1;3;1;;15;2;;;1;35;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;85;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;2;3;20.557.478.159;0.5065244109
513369;1;1;2;1;1;1935;1;;;4;2;;;;;;;;1;1;;;2;15;1;3;1;;16;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;85;1;1;1;;;5;6;3;5;1;1;0;0;1;1;1;1;3;80.129.230.172;19.743.380.385
513377;1;1;2;1;1;1957;1;;;2;5;;52;60;;1976;2;2;1;1;;;1;1;;;5;1;20;1;1;;1;32;0;1;100;2;;;2;;;66;65;2;;1;2;2;2;2;2;2;;5312;16;40;2;2;;63;1;1;1;;;4;1;1;3;1;1;1;1;1;1;1;1;3;7.484.276.353;1.844.082.548
513384;2;1;1;1;1;1937;1;;;1;3;;;;;;;;1;1;;;2;15;1;4;4;1;16;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;83;1;1;1;;;5;6;3;5;1;1;0;0;2;1;1;1;3;31.767.539.736;0.7827338657
513384;2;2;2;2;1;1944;1;;;1;3;;;;;;;;1;2;;;2;15;8;19;2;3;17;2;;;1;32;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;3;1;1;;;5;6;3;5;0;1;0;0;2;1;1;1;3;31.767.539.736;0.7827338657
513406;3;1;1;1;2;1956;1;1957;1;1;7;6;100;110;0;1980;2;;1;1;;;1;6;;;3;3;25;2;;;1;38;0;1;90;2;;;1;16;0;67;80;;;2;1;2;2;2;2;2;;3311;11;46;1;2;1200;64;;;6;;;4;4;2;4;1;1;1;2;2;1;2;2;4;11.239.137.872;0.276925878
513406;3;2;2;2;1;1958;1;;;1;3;;;;;;;;2;2;;;2;13;;;2;3;25;2;;;1;30;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;62;6;1;6;;;4;7;3;5;0;0;0;2;2;1;2;2;4;11.239.137.872;0.276925878
513406;3;3;2;6;1;1988;1;;;2;6;10;100;110;0;2010;1;;2;3;;;1;1;;;3;1;26;2;;;1;5;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;5223;7;28;2;2;;32;6;1;6;;;1;1;1;4;0;1;1;2;2;1;2;2;4;11.239.137.872;0.276925878
610980;1;1;2;1;1;1935;1;;;4;5;;52;60;;1954;1;2;1;1;;;2;15;2;19;2;1;18;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;85;3;1;3;;;5;6;3;5;1;1;0;0;1;1;1;2;4;53.178.282.107;13.102.822.149
611412;4;1;1;1;1;1959;1;;;1;8;3;108;110;0;1985;3;;1;1;;;1;4;;;1;;25;2;;;1;39;2;1;100;2;;;2;;;64;90;2;;1;2;2;2;2;2;2;;2250;17;;2;2;;61;3;1;3;;;4;3;1;3;1;1;1;3;3;1;1;2;4;16.460.264.211;0.4055714211
611412;4;2;2;2;1;1959;1;;;1;8;3;110;110;0;1984;3;;2;2;;;1;4;;;1;;24;2;;;1;39;3;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2250;17;;2;2;;61;3;1;3;;;4;3;1;3;0;1;1;3;3;1;1;2;4;16.460.264.211;0.4055714211
611412;4;3;1;6;1;1994;1;;;2;7;3;110;110;1;2019;3;;2;3;;;1;2;;;1;;26;2;;;2;;;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2310;13;;2;2;;26;3;1;3;;;1;2;1;4;0;1;1;3;3;1;1;2;4;16.460.264.211;0.4055714211
611412;4;4;2;6;1;1997;1;;;2;5;;98;100;;2015;3;1;2;4;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;3;1;3;;;1;7;3;5;0;0;0;3;3;1;1;2;4;16.460.264.211;0.4055714211
611441;2;1;1;1;1;1957;1;;;1;3;;;;;;;;1;1;;;2;15;1;8;3;1;15;2;;;1;44;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;63;16;3;3;;;4;6;3;5;0;1;0;0;2;1;1;2;4;2.056.866.216;0.5067999782
611441;2;2;2;3;1;1960;1;;;1;5;;55;60;;1978;1;2;1;2;;;2;15;2;3;1;;18;2;;;1;41;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;60;3;1;3;;;4;6;3;5;1;1;0;0;2;1;1;2;4;2.056.866.216;0.5067999782
611453;1;1;1;1;1;1939;1;;;4;5;;58;60;;1958;2;2;1;1;;;2;15;4;3;1;;19;2;;;1;36;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;81;3;1;3;;;5;6;3;5;1;1;0;0;1;1;1;2;4;2.307.540.702;0.5685647265
611512;2;1;1;1;1;1936;1;;;1;2;;;;;;;;1;2;;;2;15;1;3;4;1;15;2;;;1;36;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;84;9;2;9;;;5;6;3;5;1;1;0;0;2;2;3;1;3;21.518.501.165;0.5302034637
611512;2;2;2;2;1;1936;1;;;1;2;;;;;;;;2;1;;;2;13;;;1;;16;2;;;2;;;2;;2;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;84;9;2;9;;;5;7;3;5;0;1;0;0;2;2;3;1;3;21.518.501.165;0.5302034637
611614;4;1;2;1;1;1968;1;;;1;5;;48;60;;1987;2;2;1;1;;;1;2;;;3;1;20;2;;;1;23;0;1;100;2;;;2;;;67;70;2;;1;2;2;2;2;2;2;;3343;7;30;2;2;;52;9;2;9;;;3;2;1;4;0;1;1;4;4;2;3;2;4;44.794.843.977;0.1103719132
611614;4;2;1;2;1;1967;1;;;1;3;;;;;;;;2;2;;;1;1;;;3;1;15;2;;;1;38;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;7231;19;23;2;2;;53;9;2;9;;;3;1;1;4;1;1;1;4;4;2;3;2;4;44.794.843.977;0.1103719132
611614;4;3;1;6;1;1992;1;;;2;5;;74;100;;2011;2;2;2;3;;;1;2;;;5;1;20;2;;;1;6;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;2;5411;15;28;2;2;;28;9;2;9;;;1;2;1;3;0;1;1;4;4;2;3;2;4;44.794.843.977;0.1103719132
611614;4;4;1;6;1;1994;1;;;2;5;;70;100;;2013;2;2;2;4;;;1;1;;;3;1;20;2;;;1;5;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;8322;19;23;2;2;;26;9;2;9;;;1;1;1;4;0;1;1;4;4;2;3;2;4;44.794.843.977;0.1103719132
611774;1;1;1;1;1;1950;1;;;3;7;6;90;100;0;1974;2;;1;1;;;2;15;5;15;1;;22;2;;;1;40;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;9;2;9;;;5;6;3;5;1;1;0;0;1;2;3;2;4;18.540.799.483;0.0456834611
613825;1;1;2;1;1;1942;1;;;4;2;;;;;;;;1;1;;;2;16;;;1;;16;2;;;2;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;78;13;3;3;;;5;6;3;5;1;1;0;0;1;1;1;2;3;51.853.398.557;1.277.637.848
614660;1;1;2;1;1;1955;1;;;4;3;;;;;;;;1;1;;;1;1;;;1;;52;2;;;1;14;0;1;100;2;;;2;;;67;50;3;;1;2;2;1;2;2;2;;5153;19;;2;2;;65;19;3;19;;;5;1;1;4;1;1;1;1;1;3;5;3;5;75.231.783.721;18.536.677.812
614683;2;1;1;1;1;1954;1;;;1;7;9;110;110;0;1979;3;;1;1;;;2;15;2;15;1;;26;2;;;1;36;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;66;9;2;19;;;5;6;3;5;1;1;0;0;2;3;5;3;5;5.108.643.352;0.1258740272
614683;2;2;2;2;1;1954;1;;;1;7;3;110;110;0;1983;3;;2;2;;;2;15;2;15;1;;30;2;;;1;26;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;66;19;3;19;;;5;6;3;5;0;1;0;0;2;3;5;3;5;5.108.643.352;0.1258740272
614783;1;1;2;1;1;1941;1;;;3;7;9;110;110;0;1963;3;;1;1;;;2;15;3;16;1;;22;2;;;1;38;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;15;3;19;;;5;6;3;5;1;1;0;0;1;3;5;3;5;16.936.948.367;0.4173166439
615399;4;1;1;1;1;1960;1;;;1;3;;;;;;;;1;1;;;2;15;1;7;2;1;16;2;;;1;42;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;60;9;2;9;;;4;6;3;5;1;1;0;1;2;2;3;2;5;3.744.542.944;0.9226337949
615399;4;2;2;2;1;1966;1;;;1;3;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;54;9;2;9;;;3;7;3;5;0;0;0;1;2;2;3;2;5;3.744.542.944;0.9226337949
615399;4;3;1;6;1;1986;1;;;2;5;;92;100;;2005;2;2;2;3;;;1;1;;;1;;20;2;;;2;;;1;;2;;;2;;;;;2;;1;2;2;2;1;2;2;;5246;9;;2;2;;34;9;2;9;;;1;1;1;4;0;1;1;1;2;2;3;2;5;3.744.542.944;0.9226337949
615399;4;4;2;6;1;1994;1;;;2;5;;85;100;;2018;1;1;1;4;;;2;17;;;0;;;;;;;;;1;50;2;;;2;;;;;;;2;2;2;2;2;2;2;;0;;;;;;26;9;2;9;;;1;7;3;5;0;0;0;1;2;2;3;2;5;3.744.542.944;0.9226337949
616016;1;1;1;1;1;1935;1;;;4;3;;;;;;;;1;2;;;2;15;8;7;1;;16;2;;;1;40;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;85;1;1;1;;;5;6;3;5;1;1;0;0;1;1;1;2;4;34.088.535.064;0.8399218526
617023;2;1;1;1;1;1958;1;;;1;5;;43;60;;1977;2;2;1;1;;;2;15;2;19;1;;20;2;;;1;39;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;62;3;1;3;;;4;6;3;5;1;1;0;1;2;1;1;2;4;19.230.996.482;0.473840667
617023;2;2;2;2;1;1962;1;;;1;4;;;;;;;;2;2;;;1;2;;;2;1;17;2;;;1;40;0;1;;2;;;1;0;0;;;1;;1;2;2;2;2;2;2;;4312;7;17;2;2;;58;20;3;3;;;4;2;1;4;0;1;1;1;2;1;1;2;4;19.230.996.482;0.473840667
617231;5;1;2;1;1;1942;1;;;4;2;;;;;;;;1;1;;;2;15;1;3;1;;15;2;;;1;20;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;78;11;2;11;;;5;6;3;5;0;1;0;4;5;2;3;0;2;98.101.328.946;24.171.601.917
617231;5;2;2;6;1;1963;1;;;1;3;;;;;;;;2;;2;2020;1;1;;;2;1;16;2;;;1;32;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;6113;1;54;2;2;;57;11;2;11;;;4;1;1;1;0;1;1;4;5;2;3;0;2;98.101.328.946;24.171.601.917
617231;5;3;1;8;1;1964;1;;;1;3;;;;;;;;2;;2;2020;1;1;;;2;1;16;1;2;;1;35;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;8322;7;52;2;2;;56;11;2;11;;;4;1;1;4;1;1;1;4;5;2;3;0;2;98.101.328.946;24.171.601.917
617231;5;4;2;9;1;2001;1;;;2;5;;10;10;;2020;4;2;2;;2;2020;1;2;;;1;;19;2;;;1;1;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2320;19;;2;2;;19;11;2;11;;;1;2;1;4;0;1;1;4;5;2;3;0;2;98.101.328.946;24.171.601.917
617231;5;5;1;9;1;1999;1;;;2;5;;40;60;;2018;2;2;2;;2;2020;1;2;;;1;;21;2;;;1;2;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;3423;19;;2;2;;21;11;2;11;;;1;2;1;4;0;1;1;4;5;2;3;0;2;98.101.328.946;24.171.601.917
617398;3;1;1;1;1;1941;1;;;1;8;1;110;110;0;1965;3;;1;1;;;2;15;5;16;1;;28;2;;;2;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;3;1;3;;;5;6;3;5;1;1;0;1;2;1;1;3;5;19.625.553.874;0.4835623337
617398;3;2;2;2;2;1963;1;1963;1;1;7;1;110;110;0;1987;3;;2;2;;;1;5;;;1;;27;2;;;2;;;1;;2;;;1;0;20;;;2;;1;2;2;2;2;2;2;;2310;16;;2;2;;57;;;3;;;4;3;1;3;0;1;1;1;2;1;1;3;5;19.625.553.874;0.4835623337
617398;3;3;1;6;1;1997;1;;;2;6;4;109;110;0;2019;3;;2;3;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;3;1;3;;;1;7;3;5;0;0;0;1;2;1;1;3;5;19.625.553.874;0.4835623337
617902;2;1;2;1;1;1947;1;;;1;6;9;100;110;0;1968;3;;1;1;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;73;3;1;3;;;5;7;3;5;0;0;0;0;1;1;1;3;5;80.817.125.807;0.199128739
617902;2;2;1;2;1;1949;1;;;1;7;3;107;110;0;1972;3;;2;2;;;2;15;5;17;1;;28;2;;;2;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;71;3;1;3;;;5;6;3;5;1;1;0;0;1;1;1;3;5;80.817.125.807;0.199128739
620481;2;1;1;1;1;1957;1;;;1;3;;;;;;;;1;1;;;2;15;2;5;8;1;20;2;;;1;41;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;63;9;2;8;;;4;6;3;5;0;1;0;1;2;1;2;1;3;42.617.615.582;0.105007348
620481;2;2;2;2;1;1958;1;;;1;5;;51;60;;1976;4;1;1;2;;;1;6;;;4;3;20;2;;;1;25;0;1;100;2;;;1;0;5;67;50;;;2;1;2;2;2;2;2;;2166;18;26;1;2;4400;62;8;1;8;;;4;4;2;4;1;1;1;1;2;1;2;1;3;42.617.615.582;0.105007348
620805;2;1;1;1;1;1951;1;;;1;5;;40;60;;1971;2;2;1;1;;;2;15;3;15;2;1;21;2;;;1;40;4;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;69;5;1;5;;;5;6;3;5;1;1;0;0;2;1;2;1;3;84.865.605.917;0.2091039606
620805;2;2;2;2;1;1949;1;;;1;4;;;;;;;;1;2;;;2;15;1;15;1;;20;2;;;1;27;2;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;71;5;1;5;;;5;6;3;5;0;1;0;0;2;1;2;1;3;84.865.605.917;0.2091039606
620829;3;1;2;1;1;1968;1;;;3;7;1;105;110;0;1993;2;;1;1;;;1;3;;;1;;25;2;;;1;28;0;1;100;2;;;2;;;65;70;2;;1;2;2;2;2;2;2;;2330;16;;2;2;;52;3;1;5;;;3;2;1;3;1;1;1;1;1;1;2;1;3;495.255.938;12.202.820.807
620829;3;2;1;6;1;1998;1;;;2;5;;80;100;;2017;3;1;2;2;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;22;5;1;5;;;1;7;3;5;0;0;0;1;1;1;2;1;3;495.255.938;12.202.820.807
620829;3;3;2;6;1;2000;1;;;2;5;;100;100;;2019;2;1;1;3;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;20;5;1;5;;;1;7;3;5;0;0;0;1;1;1;2;1;3;495.255.938;12.202.820.807
620858;3;1;1;1;1;1958;1;;;1;3;;;;;;;;1;1;;;2;15;2;15;2;1;15;2;;;1;38;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;62;5;1;5;;;4;6;3;5;1;1;0;0;2;1;2;1;3;11.497.892.727;0.2833014485
620858;3;2;2;2;1;1958;1;;;1;4;;;;;;;;1;2;;;2;15;2;13;1;;17;2;;;1;42;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;62;5;1;5;;;4;6;3;5;0;1;0;0;2;1;2;1;3;11.497.892.727;0.2833014485
620858;3;3;1;6;1;1993;1;;;2;5;;66;100;;2013;3;1;2;4;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;27;5;1;5;;;1;7;3;5;0;0;0;0;2;1;2;1;3;11.497.892.727;0.2833014485
621762;1;1;1;1;1;1967;1;;;2;5;;36;60;;1991;1;1;1;1;;;2;12;2;9;3;1;18;;;20;1;8;1;2;;1;20;8;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;53;12;2;12;;;3;7;3;5;1;1;0;0;1;2;3;0;1;23.766.594.381;58.559.518.458
621766;1;1;2;1;1;1954;1;;;2;5;;54;60;;1973;5;2;1;1;;;2;15;2;17;2;1;19;2;;;1;41;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;66;12;2;12;;;5;6;3;5;1;1;0;0;1;2;3;0;1;13.096.657.657;3.226.940.947
621773;3;1;2;1;1;1961;1;;;1;3;;;;;;;;1;1;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;59;12;2;12;;;4;7;3;5;0;0;0;2;2;2;3;0;1;12.877.808.066;31.730.176.695
621773;3;2;1;2;1;1960;1;;;1;3;;;;;;;;2;2;;;1;1;;;2;1;18;2;;;1;35;1;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;4321;10;27;2;2;;60;12;2;12;;;4;1;1;4;1;1;1;2;2;2;3;0;1;12.877.808.066;31.730.176.695
621773;3;3;2;6;1;1995;1;;;2;5;;86;100;;2013;1;2;1;4;;;1;1;;;1;;20;2;;;1;6;0;1;100;2;;;2;;;60;80;2;;1;2;2;2;1;2;2;;5246;7;;2;2;;25;12;2;12;;;1;1;1;4;0;1;1;2;2;2;3;0;1;12.877.808.066;31.730.176.695
622306;1;1;2;1;1;1953;1;;;4;2;;;;;;;;1;1;;;2;15;1;3;2;3;15;2;;;1;21;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;67;17;3;1;;;5;6;3;5;1;1;0;0;1;1;1;1;3;80.129.230.172;19.743.380.385
622915;2;1;1;1;1;1939;1;;;1;5;;50;60;;1960;1;2;1;1;;;1;6;;;3;3;20;2;;;1;28;1;1;80;2;;;2;;;83;80;;;2;1;2;1;2;2;2;;4311;19;50;1;2;1000;81;16;3;16;;;5;4;2;4;1;1;1;1;2;3;4;0;2;99.644.514.953;24.551.834.054
622915;2;2;2;2;1;1941;1;;;1;3;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;16;3;16;;;5;7;3;5;0;1;0;1;2;3;4;0;2;99.644.514.953;24.551.834.054
623305;3;1;1;1;1;1960;1;;;1;3;;;;;;;;1;1;;;2;12;1;6;1;;18;;;2;1;38;5;1;80;2;;;2;;;;;;;2;2;2;2;1;2;2;;0;;;;;;60;16;3;16;;;4;7;3;5;1;1;0;0;1;3;4;2;4;19.241.819.923;0.4741073504
623305;3;2;2;2;1;1967;1;;;1;3;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;53;16;3;16;;;3;7;3;5;0;0;0;0;1;3;4;2;4;19.241.819.923;0.4741073504
623305;3;3;1;6;1;2004;1;;;2;3;;;;;;;;2;5;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;16;16;3;16;;;1;7;3;5;0;0;0;0;1;3;4;2;4;19.241.819.923;0.4741073504
623606;2;1;1;1;1;1950;1;;;1;2;;;;;;;;1;2;;;2;15;7;6;1;;12;2;;;1;31;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;18;3;3;;;5;6;3;5;0;1;0;0;2;1;1;1;3;49.351.777.764;12.159.993.538
623606;2;2;2;2;1;1957;1;;;1;2;;;;;;;;1;1;;;2;15;1;1;1;;14;2;;;1;42;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;63;18;3;3;;;4;6;3;5;1;1;0;0;2;1;1;1;3;49.351.777.764;12.159.993.538
623614;3;1;2;1;1;1958;1;;;1;3;;;;;;;;1;1;;;2;13;;;1;;26;1;2;;1;5;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;62;19;3;19;;;4;7;3;5;0;0;0;0;1;3;5;2;4;13.255.120.656;0.3265985316
623614;3;2;1;2;1;1952;1;;;1;2;;;;;;;;2;2;;;2;15;20;6;1;;20;1;6;;1;22;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;68;19;3;19;;;5;6;3;5;1;1;0;0;1;3;5;2;4;13.255.120.656;0.3265985316
623614;3;3;2;6;2;2001;1;2004;4;2;4;;;;;;;;2;3;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;19;;;19;;;1;7;3;5;0;0;0;0;1;3;5;2;4;13.255.120.656;0.3265985316
623619;3;1;2;1;1;1934;1;;;4;1;;;;;;;;1;1;;;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;86;19;3;19;;;5;6;3;5;1;1;0;0;1;3;5;2;4;21.219.713.656;0.5228415117
623619;3;2;1;6;1;1959;1;;;2;2;;;;;;;;1;2;;;2;12;1;6;1;;15;;;15;2;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;61;19;3;19;;;4;7;3;5;0;0;0;0;1;3;5;2;4;21.219.713.656;0.5228415117
623619;3;3;1;6;1;1969;1;;;2;3;;;;;;;;1;3;;;2;12;1;9;1;;15;;;15;2;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;51;19;3;19;;;3;7;3;5;0;0;0;0;1;3;5;2;4;21.219.713.656;0.5228415117
624781;4;1;1;1;1;1958;1;;;1;5;;42;60;;1977;2;2;1;1;;;1;8;;;1;;20;1;1;;1;33;0;1;90;2;;;2;;;70;60;;;2;1;2;2;2;2;2;;1420;7;;1;2;600;62;16;3;16;;;4;5;2;4;1;1;1;1;1;3;4;0;2;54.182.258.491;13.350.196.142
624781;4;2;2;2;2;1971;1;1975;1;1;5;;42;60;;1989;1;2;2;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;49;;;16;;;3;7;3;5;0;0;0;1;1;3;4;0;2;54.182.258.491;13.350.196.142
624781;4;3;1;6;1;1999;1;;;2;5;;76;100;;2018;2;1;2;3;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;21;16;3;16;;;1;7;3;5;0;0;0;1;1;3;4;0;2;54.182.258.491;13.350.196.142
624781;4;4;1;6;1;2003;1;;;2;3;;;;;;;;2;4;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;17;16;3;16;;;1;7;3;5;0;0;0;1;1;3;4;0;2;54.182.258.491;13.350.196.142
625193;2;1;1;1;1;1940;1;;;1;7;9;110;110;1;1971;3;;1;1;;;2;15;2;16;1;;22;2;;;1;37;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;80;20;3;20;;;5;6;3;5;1;1;0;0;2;3;5;1;3;16.124.172.962;0.0397290327
