NQUEST;NCOMP;nord;SEX;PARENT;NASC;ANASC;CIT;ANINGR;MOTIV;STACIV;STUDIO;TIPOLAU;VOTOEDU;SUEDU;SELODE;ANNOEDU;TIPODIP;UNIVER;PRESNORD;NORDP;MOTENT;ANNOENUS;B01;APQUAL2;ASNONOC2;NACE2;NESPLAV;EXLAV;ETALAV;DISLAV;DISANN1;DISANN2;CONTRIB;ACONTRIB;FCONTRIB;OCCNOW;PROBLAV1;CERC2;PROBLAV2;SALMIN;SMARTW;SMARTWA;SMARTWB;ETAPEN;COPPU;PREVCOM;COPPIP;b22;b23a;b23b;b24;b25a;b25b;b25c;ATTIVP;ISCO;NACE;ETALAV2;MISCOVID1;MISCOVID2;MISCOVIDV1;ETA;NASCREG;NASCAREA;IREG;PARENTP;smartwa1;CLETA5;QUAL;Q;SETT;CFRED;PERC;PERL;NPERL;NPERC;AREA3;AREA5;ACOM4C;ACOM5;PESOFIT2;PESOFIT
934268;4;3;2;6;1;1987;1;;;2;5;;60;100;;2006;1;2;2;;;;2;16;;;1;;20;2;;;1;5;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;33;4;1;4;;;1;6;3;5;0;1;0;2;3;1;2;2;4;14.208.232.169;0.3500826499
934268;4;4;1;6;1;1991;1;;;2;7;3;105;110;0;2016;3;;2;;;;1;2;;;1;;25;2;;;1;5;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2262;17;;2;2;;29;4;1;4;;;1;2;1;3;0;1;1;2;3;1;2;2;4;14.208.232.169;0.3500826499
934276;4;1;1;1;2;1959;2;1990;3;1;7;6;95;100;0;1984;3;;1;;;;1;6;;;1;;24;2;;;1;39;0;1;0;1;50;250;1;0;15;67;10;;;2;1;2;2;2;2;2;;2411;13;;2;2;;61;;;4;;;4;4;2;4;1;1;1;2;2;1;2;2;4;0.8901179363;0.0002193199
934276;4;2;2;2;2;1974;2;2000;2;1;7;6;92;100;0;1998;3;;2;;;;1;5;;;2;1;24;2;;;1;25;0;1;;2;;;1;0;5;;;2;;1;2;2;2;2;2;2;;1219;10;43;2;2;;46;;;4;;;3;3;1;4;0;1;1;2;2;1;2;2;4;0.8901179363;0.0002193199
934276;4;3;2;6;1;2007;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;13;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;0.8901179363;0.0002193199
934276;4;4;1;6;1;2010;1;;;2;2;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;10;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;0.8901179363;0.0002193199
934277;6;1;1;1;1;1961;1;;;1;7;4;90;110;0;1987;3;;1;;;;1;6;;;1;;26;2;;;1;34;0;1;100;2;;;1;0;6;80;20;;;2;1;2;2;2;2;2;;2144;6;;2;2;;59;4;1;4;;;4;4;2;4;0;1;1;4;4;1;2;2;4;13.875.633.255;0.3418876044
934277;6;2;2;2;1;1965;1;;;1;7;8;100;110;0;1991;3;;2;;;;1;9;;;1;;26;2;;;1;25;0;1;;2;;;1;0;6;;;;;2;1;2;2;2;2;2;;1120;7;;2;2;;55;4;1;4;;;4;4;2;4;1;1;1;4;4;1;2;2;4;13.875.633.255;0.3418876044
934277;6;3;2;6;1;1994;1;;;2;7;6;107;110;0;2019;3;;2;;;;1;2;;;1;;26;2;;;1;1;0;1;;2;;;1;0;6;;;2;;1;2;2;2;2;2;2;;4110;7;;2;2;;26;4;1;4;;;1;2;1;4;0;1;1;4;4;1;2;2;4;13.875.633.255;0.3418876044
934277;6;4;1;6;1;1996;1;;;2;6;10;90;100;0;2020;3;;2;;;;1;2;;;1;;24;2;;;1;1;0;1;;2;;;1;0;6;;;2;;1;2;2;2;2;2;2;;3343;7;;2;2;;24;4;1;4;;;1;2;1;4;0;1;1;4;4;1;2;2;4;13.875.633.255;0.3418876044
934277;6;5;2;6;1;1997;1;;;2;5;;90;100;;2015;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;4;1;4;;;1;7;3;5;0;0;0;4;4;1;2;2;4;13.875.633.255;0.3418876044
934277;6;6;1;6;1;2000;1;;;2;5;;70;100;;2020;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;20;4;1;4;;;1;7;3;5;0;0;0;4;4;1;2;2;4;13.875.633.255;0.3418876044
934278;4;1;1;1;1;1963;1;;;1;7;3;103;110;0;1990;3;;1;;;;1;6;;;1;;27;2;;;1;31;0;1;100;2;;;2;;;70;50;;;2;1;2;2;2;2;2;;2212;17;;2;2;;57;4;1;4;;;4;4;2;3;1;1;1;2;2;1;2;2;4;73.817.891.746;0.1818830298
934278;4;2;2;2;1;1963;1;;;1;7;3;107;110;0;1990;3;;2;;;;1;6;;;2;3;27;2;;;1;31;0;1;;2;;;2;;;;;;;2;1;2;2;2;2;2;;2211;17;31;2;2;;57;4;1;4;;;4;4;2;3;0;1;1;2;2;1;2;2;4;73.817.891.746;0.1818830298
934278;4;3;1;6;1;2000;1;;;2;5;;85;100;;2019;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;20;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;73.817.891.746;0.1818830298
934278;4;4;1;6;1;2002;1;;;2;5;;87;100;;2020;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;18;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;73.817.891.746;0.1818830298
934280;4;1;1;1;1;1968;1;;;1;7;6;80;100;0;1993;2;;1;;;;1;6;;;1;;24;2;;;1;27;2;1;100;2;;;1;0;0;62;30;;;2;1;2;2;2;2;1;;2423;14;;2;2;;52;4;1;4;;;3;4;2;4;1;1;1;3;3;1;2;2;4;20.474.324.909;0.5044755627
934280;4;2;2;2;1;1970;1;;;1;3;;;;;;;;2;;;;1;2;;;2;1;14;2;;;1;35;0;1;;2;;;1;0;0;;;1;;1;2;2;2;2;2;1;;4120;14;35;2;2;;50;4;1;4;;;3;2;1;4;0;1;1;3;3;1;2;2;4;20.474.324.909;0.5044755627
934280;4;3;2;6;1;1997;1;;;2;6;2;80;100;0;2019;1;;2;;;;2;17;;;2;1;20;2;;;1;3;0;1;;2;;;1;0;0;;;;;1;2;2;2;2;2;2;;3422;;20;2;2;;23;4;1;4;;;1;7;3;5;0;1;1;3;3;1;2;2;4;20.474.324.909;0.5044755627
934280;4;4;1;6;1;2001;1;;;2;5;;81;100;;2020;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;19;4;1;4;;;1;7;3;5;0;0;0;3;3;1;2;2;4;20.474.324.909;0.5044755627
934282;4;1;2;1;1;1972;1;;;1;7;10;100;110;0;1995;2;;1;;;;1;3;;;2;1;23;2;;;1;27;0;1;100;2;;;1;0;0;67;50;1;70;1;2;2;2;2;2;2;;2320;16;24;2;2;;48;4;1;4;;;3;2;1;3;0;1;1;2;2;1;2;2;4;11.722.127.215;0.288826457
934282;4;2;1;2;1;1972;1;;;1;7;6;100;110;0;1997;2;;2;;;;1;9;;;2;3;26;2;;;1;25;0;1;;2;;;1;0;0;;;;;2;1;2;2;2;2;2;;2411;14;27;2;2;;48;4;1;4;;;3;4;2;4;1;1;1;2;2;1;2;2;4;11.722.127.215;0.288826457
934282;4;3;1;6;1;2002;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;18;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;11.722.127.215;0.288826457
934282;4;4;1;6;1;2004;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;16;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;11.722.127.215;0.288826457
934287;1;1;2;1;2;1965;2;1985;3;3;8;3;108;110;0;1997;3;;1;;;;1;6;;;1;;15;2;;;1;20;0;1;100;2;;;2;;;70;50;;;2;1;2;2;2;2;2;;2211;17;;2;2;;55;;;4;;;4;4;2;3;1;1;1;1;1;1;2;2;4;81.556.454.809;0.2009504031
934289;1;1;2;1;1;1951;1;;;2;8;3;110;110;1;1976;3;;1;;;;2;15;6;17;1;;24;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;69;4;1;4;;;5;6;3;5;1;1;0;0;1;1;2;2;4;69.410.972.051;0.1710246337
934293;1;1;1;1;1;1962;1;;;4;7;10;108;110;0;1985;2;;1;;;;1;9;;;1;;24;2;;;1;30;0;1;100;2;;;1;0;0;80;50;;;2;1;2;2;2;2;2;;1330;10;;2;2;;58;4;1;4;;;4;4;2;4;1;1;1;1;1;1;2;2;4;70.580.502.776;0.17390629
934294;4;1;1;1;1;1982;1;;;1;8;3;110;110;0;2006;3;;1;;;;1;5;;;1;;24;2;;;1;11;2;1;100;2;;;2;;;65;60;2;;1;2;2;2;2;2;2;;2212;17;;2;2;;38;3;1;4;;;2;3;1;3;1;1;1;2;2;1;2;2;4;37.063.103.008;0.913213492
934294;4;2;2;2;1;1982;1;;;1;7;3;110;110;0;2008;3;;1;;;;1;2;;;1;;22;2;;;1;16;0;1;100;2;;;2;;;60;90;2;;1;2;2;2;2;2;2;;3211;17;;2;2;;38;16;3;4;;;2;2;1;3;0;1;1;2;2;1;2;2;4;37.063.103.008;0.913213492
934294;4;3;2;6;1;2013;1;;;2;1;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;7;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;37.063.103.008;0.913213492
934294;4;4;2;6;1;2015;1;;;2;1;;;;;;;;;;;;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;5;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;37.063.103.008;0.913213492
934295;5;1;2;1;1;1973;1;;;1;7;8;100;110;0;2003;3;;1;;;;1;6;;;1;;27;2;;;1;20;0;1;100;2;;;2;;;70;50;;;2;1;2;2;2;2;2;;2611;13;;2;2;;47;4;1;4;;;3;4;2;4;0;1;1;2;2;1;2;2;4;20.514.763.027;0.5054719346
934295;5;2;1;2;1;1969;1;;;1;7;8;105;110;0;1996;3;;2;;;;1;6;;;2;3;25;2;;;1;22;0;1;;2;;;2;;;;;;;2;1;2;2;2;2;2;;2611;13;26;2;2;;51;4;1;4;;;3;4;2;4;1;1;1;2;2;1;2;2;4;20.514.763.027;0.5054719346
934295;5;3;2;6;1;2006;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;14;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;20.514.763.027;0.5054719346
934295;5;4;1;6;1;2007;1;;;2;2;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;13;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;20.514.763.027;0.5054719346
934295;5;5;1;6;1;2009;1;;;2;2;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;11;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;20.514.763.027;0.5054719346
934296;4;1;2;1;1;1970;1;;;1;7;6;96;110;0;1996;3;;1;;;;1;6;;;1;;26;2;;;1;25;0;1;100;2;;;1;1;1;70;75;;;2;1;2;2;2;2;2;;2423;13;;2;2;;50;5;1;4;;;3;4;2;4;0;1;1;2;2;1;2;2;4;18.174.650.506;0.4478129111
934296;4;2;1;2;1;1970;1;;;1;7;4;104;110;0;2001;3;;1;;;;1;5;;;1;;30;2;;;1;22;1;1;100;2;;;2;;;70;50;2;;1;1;2;2;2;2;2;1;1321;6;30;2;2;;50;4;1;4;;;3;3;1;4;1;1;1;2;2;1;2;2;4;18.174.650.506;0.4478129111
934296;4;3;1;7;2;1999;1;2002;1;2;5;;75;100;;2018;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;21;;;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;18.174.650.506;0.4478129111
934296;4;4;1;7;1;2007;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;13;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;18.174.650.506;0.4478129111
934301;1;1;2;1;1;1935;1;;;4;2;;;;;;;;1;;;;2;15;1;1;2;1;16;2;;;1;15;0;2;;;;;;;;;;;;2;2;2;1;2;1;2;;0;;;;;;85;5;1;4;;;5;6;3;5;1;1;0;0;1;1;2;2;4;18.968.924.014;0.4673833525
934306;1;1;1;1;1;1939;1;;;4;5;;6;10;;1959;2;2;1;;;;2;15;5;15;2;1;20;2;;;1;38;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;81;8;1;4;;;5;6;3;5;1;1;0;0;1;1;2;2;4;13.339.247.442;0.3286713672
934307;2;1;1;1;1;1941;1;;;1;7;6;100;110;0;1967;3;;1;;;;2;15;6;13;1;;25;2;;;1;42;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;6;1;4;;;5;6;3;5;1;1;0;0;1;1;2;2;4;40.981.492.252;0.1009760344
934307;2;2;2;2;1;1945;1;;;1;5;;45;60;;1970;1;2;2;;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;75;4;1;4;;;5;7;3;5;0;0;0;0;1;1;2;2;4;40.981.492.252;0.1009760344
934308;1;1;1;1;1;1947;1;;;2;7;4;87;110;0;1972;2;;1;;;;2;15;6;19;3;3;27;2;;;1;36;6;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;73;4;1;4;;;5;6;3;5;1;1;0;0;1;1;2;2;4;51.073.289.305;0.1258416406
934312;3;1;1;1;1;1970;1;;;1;5;;47;60;;1989;1;2;1;;;;1;8;;;2;3;15;2;;;1;33;0;1;100;2;;;2;;;65;60;;;2;1;2;2;2;2;2;;7411;13;19;2;2;;50;4;1;4;;;3;5;2;4;1;1;1;3;3;1;2;2;4;14.518.001.173;0.3577151796
934312;3;2;2;2;1;1969;1;;;1;7;9;110;110;1;1996;3;;1;;;;1;3;;;1;;27;2;;;1;25;0;1;100;2;;;1;0;0;67;60;2;;1;2;2;2;2;2;2;;2330;16;;2;2;;51;4;1;4;;;3;2;1;3;0;1;1;3;3;1;2;2;4;14.518.001.173;0.3577151796
934312;3;3;2;6;1;1998;1;;;2;5;;80;100;;2017;3;2;2;;;;1;20;;;4;2;19;2;;;1;1;0;1;;2;;;2;;;;;;;2;2;1;2;2;2;2;;4222;7;22;1;2;4000;22;4;1;4;;;1;5;2;4;0;1;1;3;3;1;2;2;4;14.518.001.173;0.3577151796
934315;3;1;1;1;1;1963;1;;;2;5;;43;60;;1982;2;2;1;;;;1;6;;;5;3;19;2;;;1;39;1;1;100;2;;;2;;;65;30;;;1;1;2;2;2;2;2;6;3123;6;34;2;2;;57;4;1;4;;;4;4;2;4;1;1;1;2;2;1;2;2;4;92.093.392.663;0.2269128105
934315;3;2;2;3;1;1969;1;;;2;5;;58;60;;1987;5;2;2;;;;1;3;;;1;;18;2;;;1;34;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2341;16;;2;2;;51;4;1;4;;;3;2;1;3;0;1;1;2;2;1;2;2;4;92.093.392.663;0.2269128105
934315;3;3;2;6;1;2006;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;14;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;92.093.392.663;0.2269128105
934316;3;1;2;1;1;1967;1;;;1;7;1;93;110;0;1993;3;;1;;;;1;2;;;2;1;24;2;;;1;30;0;1;100;2;;;1;0;10;60;50;2;;1;2;2;2;2;2;2;;2521;17;29;2;2;;53;4;1;4;;;3;2;1;3;0;1;1;2;2;1;2;2;4;71.294.913.288;0.1756665563
934316;3;2;1;2;1;1965;1;;;1;7;4;105;110;0;1990;2;;2;;;;1;6;;;2;3;26;2;;;1;32;0;1;;2;;;1;5;0;;;;;2;1;2;2;2;2;2;;2151;13;28;2;2;;55;4;1;4;;;4;4;2;4;1;1;1;2;2;1;2;2;4;71.294.913.288;0.1756665563
934316;3;3;2;6;1;2004;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;16;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;71.294.913.288;0.1756665563
934324;4;1;1;1;1;1968;1;;;1;7;5;99;110;0;1998;2;;1;;;;1;4;;;4;3;25;2;;;1;25;0;1;100;2;;;1;5;10;67;50;2;;1;1;2;2;1;2;2;1;1221;7;51;2;2;;52;4;1;4;;;3;3;1;4;1;1;1;2;2;1;2;2;4;96.675.010.352;0.2382016524
934324;4;2;2;2;1;1969;1;;;1;3;;;;;;;;1;;;;2;13;;;2;1;17;2;;;1;20;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;51;4;1;4;;;3;7;3;5;0;1;1;2;2;1;2;2;4;96.675.010.352;0.2382016524
934324;4;3;2;6;1;2002;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;18;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;96.675.010.352;0.2382016524
934324;4;4;2;6;1;2006;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;14;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;96.675.010.352;0.2382016524
934327;2;1;2;1;1;1978;1;;;2;7;8;100;110;0;2002;3;;1;;;;1;6;;;1;;24;2;;;1;16;0;1;100;2;;;1;0;3;68;60;;;2;1;2;2;2;2;2;;2611;13;;2;2;;42;4;1;4;;;2;4;2;4;0;1;1;2;2;1;2;2;4;25.590.752.228;0.0630541382
934327;2;2;1;3;1;1975;1;;;2;7;8;100;110;0;2002;3;;2;;;;1;6;;;1;;27;2;;;1;15;0;1;;2;;;1;0;3;;;;;2;1;2;2;2;2;2;;2611;13;;2;2;;45;4;1;4;;;3;4;2;4;1;1;1;2;2;1;2;2;4;25.590.752.228;0.0630541382
934329;5;1;2;1;1;1984;1;;;1;6;3;101;110;0;2006;1;;1;;;;1;2;;;1;;22;2;;;1;14;0;1;100;2;;;2;;;67;30;2;;1;2;2;2;2;2;2;;2221;17;;2;2;;36;4;1;4;;;2;2;1;3;0;1;1;2;2;1;2;2;4;35.285.184.372;0.8694066017
934329;5;2;1;2;1;1986;1;;;1;6;6;100;110;0;2008;3;;2;;;;1;9;;;1;;23;2;;;1;12;0;1;;2;;;1;0;0;;;;;1;1;2;2;2;2;2;6;1221;3;30;2;2;;34;4;1;4;;;1;4;2;2;1;1;1;2;2;1;2;2;4;35.285.184.372;0.8694066017
934329;5;3;1;6;1;2014;1;;;2;1;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;6;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;35.285.184.372;0.8694066017
934329;5;4;2;6;1;2017;1;;;2;1;;;;;;;;;;;;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;3;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;35.285.184.372;0.8694066017
934329;5;5;1;6;1;2020;1;;;2;1;;;;;;;;;;;;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;0;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;4;35.285.184.372;0.8694066017
934334;1;1;2;1;1;1980;1;;;2;4;;;;;;;;1;;;;1;6;;;1;;26;2;;;1;15;0;1;100;2;;;1;20;20;70;40;;;2;1;2;2;2;2;2;;2651;18;;1;1;600;40;4;1;4;;;2;4;2;4;1;1;1;1;1;1;2;2;4;90.727.340.135;22.354.693.584
934336;2;1;1;1;1;1991;1;;;1;5;;67;100;;2011;6;2;1;;;;1;2;;;7;1;20;2;;;1;7;0;1;90;2;;;2;;;70;40;2;;1;2;2;2;2;2;2;;7115;7;24;2;2;;29;4;1;4;;;1;2;1;4;1;1;1;2;2;1;2;2;4;0.8901179363;0.0002193199
934336;2;2;2;2;1;1995;1;;;1;5;;78;100;;2014;6;2;1;;;;1;2;;;2;1;19;2;;;1;7;0;1;99;2;;;2;;;60;40;2;;1;2;2;2;2;2;2;;5223;7;23;2;2;;25;4;1;4;;;1;2;1;4;0;1;1;2;2;1;2;2;4;0.8901179363;0.0002193199
934350;4;1;1;1;1;1964;1;;;1;5;;56;60;;1983;3;1;1;;;;1;6;;;1;;24;2;;;1;33;0;1;90;2;;;1;0;7;68;40;;;2;1;2;2;2;2;2;;2421;19;;2;2;;56;4;1;4;;;4;4;2;4;1;1;1;2;2;1;2;1;3;19.281.535.267;0.4750859136
934350;4;2;2;2;1;1966;1;;;1;5;;37;60;;1985;1;2;1;;;;1;1;;;1;;19;1;7;;1;23;0;1;100;2;;;2;;;60;60;1;60;1;2;2;2;1;2;2;;7532;19;;2;2;;54;4;1;4;;;3;1;1;4;0;1;1;2;2;1;2;1;3;19.281.535.267;0.4750859136
934350;4;3;1;6;1;2001;1;;;2;5;;72;100;;2019;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;19;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;1;3;19.281.535.267;0.4750859136
934350;4;4;1;6;1;2003;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;17;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;1;3;19.281.535.267;0.4750859136
934357;4;1;1;1;1;1969;1;;;1;7;6;108;110;0;1994;3;;1;;;;1;6;;;2;3;25;2;;;1;25;0;1;100;2;;;1;0;5;68;70;;;2;1;2;2;2;2;2;;2411;14;25;2;2;;51;4;1;4;;;3;4;2;4;0;1;1;2;2;1;2;0;2;82.322.758.697;20.283.853.169
934357;4;2;2;2;1;1971;1;;;1;7;10;104;110;0;1997;4;;1;;;;1;2;;;3;1;26;2;;;1;22;0;1;100;2;;;2;;;67;75;1;78;1;2;2;2;2;2;2;;4110;11;26;2;2;;49;4;1;4;;;3;2;1;4;1;1;1;2;2;1;2;0;2;82.322.758.697;20.283.853.169
934357;4;3;1;6;1;2003;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;17;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;0;2;82.322.758.697;20.283.853.169
934357;4;4;2;6;1;2006;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;14;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;0;2;82.322.758.697;20.283.853.169
934358;2;1;1;1;1;1943;1;;;1;3;;;;;;;;1;;;;2;15;2;11;1;;14;2;;;1;43;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;77;4;1;4;;;5;6;3;5;1;1;0;0;2;1;2;0;2;86.304.607.096;2.126.495.766
934358;2;2;2;2;1;1950;1;;;1;3;;;;;;;;1;;;;2;15;1;7;3;1;14;2;;;1;42;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;4;1;4;;;5;6;3;5;0;1;0;0;2;1;2;0;2;86.304.607.096;2.126.495.766
934363;2;1;1;1;1;1982;1;;;1;5;;10;10;;2001;2;2;1;;;;1;2;;;1;;18;2;;;1;22;5;1;100;2;;;2;;;55;80;3;;1;2;2;2;2;2;2;;310;15;;2;2;;38;15;3;4;;;2;2;1;3;1;1;1;2;2;1;2;0;2;26.376.902.986;64.991.168.382
934363;2;2;2;2;1;1989;1;;;1;5;;86;100;;2012;3;2;1;;;;1;2;;;1;;19;2;;;1;12;0;1;100;2;;;1;0;4;65;70;1;75;1;2;2;2;2;2;2;;4120;15;;2;2;;31;4;1;4;;;1;2;1;3;0;1;1;2;2;1;2;0;2;26.376.902.986;64.991.168.382
934365;3;1;1;1;1;1968;1;;;1;5;;50;60;;1987;2;2;1;;;;1;8;;;1;;20;2;;;1;31;0;1;100;2;;;2;;;65;80;;;2;1;2;2;2;1;2;;7221;3;;2;2;;52;4;1;4;;;3;5;2;2;1;1;1;2;2;1;2;0;2;1.400.994.662;34.519.700.825
934365;3;2;2;2;1;1977;1;;;1;5;;48;60;;1996;2;2;1;;;;1;2;;;1;;20;2;;;1;24;0;1;100;2;;;1;0;8;65;70;1;75;1;2;2;2;2;2;2;;4311;8;;2;2;;43;4;1;4;;;2;2;1;4;0;1;1;2;2;1;2;0;2;1.400.994.662;34.519.700.825
934365;3;3;1;6;1;2012;1;;;2;1;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;8;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;0;2;1.400.994.662;34.519.700.825
934368;1;1;1;1;2;1972;2;2012;3;2;3;;;;;;;;1;;;;2;12;1;3;1;;17;;;15;2;;;2;;1;10;400;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;48;;;4;;;3;7;3;5;1;1;0;0;1;1;2;0;2;26.376.902.986;64.991.168.382
934377;2;1;1;1;1;1954;1;;;1;8;3;110;110;0;1983;3;;1;;;;1;6;;;1;;29;2;;;1;37;0;1;100;2;;;2;;;69;80;;;2;1;2;2;2;2;2;;2212;17;;2;2;;66;4;1;4;;;5;4;2;3;1;1;1;2;2;1;2;2;3;57.437.527.848;0.1415227575
934377;2;2;2;2;1;1959;1;;;1;8;3;110;110;1;1984;3;;1;;;;1;6;;;1;;25;2;;;1;37;0;1;100;2;;;2;;;66;80;;;2;1;2;2;2;2;2;;2267;17;;2;2;;61;4;1;4;;;4;4;2;3;0;1;1;2;2;1;2;2;3;57.437.527.848;0.1415227575
934389;4;1;1;1;1;1972;1;;;1;8;3;110;110;0;1998;3;;1;;;;1;4;;;1;;27;2;;;1;21;0;1;100;2;;;2;;;65;80;3;;1;2;2;2;2;2;2;;2212;17;;2;2;;48;4;1;4;;;3;3;1;3;1;1;1;2;2;1;2;2;3;34.569.053.609;0.8517615525
934389;4;2;2;2;1;1985;1;;;1;4;;;;;;;;1;;;;1;7;;;1;;16;2;;;1;20;0;1;100;2;;;2;;;65;70;;;2;1;2;2;2;2;2;;5113;9;;2;2;;35;4;1;4;;;2;4;2;4;0;1;1;2;2;1;2;2;3;34.569.053.609;0.8517615525
934389;4;3;1;6;1;2014;1;;;2;1;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;6;4;1;4;;;1;7;3;5;0;0;0;2;2;1;2;2;3;34.569.053.609;0.8517615525
