NQUEST,NORD,NORDP,NESPLAV,EXLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,ETALAV2,LAVFATT1,LAVFATT2,LAVFATT3,LAVFATT4,LAVFATT5,LAVFATT6,LAVFATT7,ETAPEN,COPPU,PREVCOM,ANPREVCOM,MPREVCOM1,MPREVCOM,COPPIP,DOCSEZB,ETA,maxan
681368,1,1,1,,26,1,23,,,7,1,5,6,2,3,4,65,60,2,,,,,2,49,28
681368,2,2,1,,26,1,24,,,,,,,,,,,,2,,,,,2,50,29
681368,3,3,0,,,,,,,,,,,,,,,,,,,,,2,22,
681368,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
681368,5,5,0,,,,,,,,,,,,,,,,,,,,,2,19,
681368,6,6,,,,,,,,,,,,,,,,,,,,,,2,14,
681371,1,2,2,1,16,1,28,,,,,,,,,,,,,,,,,2,50,39
681371,2,1,1,,16,1,32,,,,,,,,,,,,,,,,,2,53,42
681371,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
681379,1,2,0,,,,,,,,,,,,,,,,,,,,,2,51,
681379,2,1,1,,18,1,34,,,,,,,,,,,,2,,,,,2,54,41
681379,3,3,1,,29,1,1,,,,,,,,,,,,,,,,,2,32,8
681380,1,1,2,3,14,1,38,,34,1,5,3,2,4,7,6,70,70,,,,,,2,53,44
681380,2,2,0,,,,,,,,,,,,,,,,,,,,,2,53,
681387,1,1,6,1,19,1,30,,40,1,2,3,4,5,6,7,65,50,2,,,,,2,49,35
681387,2,2,0,,,,,,,,,,,,,,,,,,,,,2,77,
681394,1,1,2,3,19,1,13,,20,3,6,5,1,2,7,4,65,60,,,,,,2,39,25
681394,2,2,6,3,17,1,12,,22,5,6,3,2,1,4,7,65,50,,,,,,2,36,24
681394,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
681403,1,1,0,,,,,,,,,,,,,,,,,,,,,2,22,
681403,2,2,6,1,15,1,4,,,,,,,,,,,,,,,,,2,26,16
681403,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
681430,1,1,1,,14,1,40,,,,,,,,,,,,,,,,,2,62,53
681431,1,1,4,1,19,1,25,,40,1,4,3,5,6,7,2,60,70,2,,,,,2,50,36
681431,2,2,1,,12,1,50,,,,,,,,,,,,,,,,,2,84,77
681433,1,1,3,1,20,1,40,,,,,,,,,,,,,,,,,2,71,56
681433,2,2,3,1,15,1,50,,,,,,,,,,,,,,,,,2,80,70
681435,1,1,2,3,12,1,50,,,,,,,,,,,,,,,,,2,67,60
681435,2,2,0,,,,,,,,,,,,,,,,,,,,,2,67,
681435,3,3,1,,15,1,10,,,1,2,3,4,6,7,5,60,70,,,,,,2,40,30
681436,1,1,1,,14,1,25,,,1,3,4,6,7,5,2,70,80,,,,,,2,41,32
681436,2,2,0,,,,,,,,,,,,,,,,,,,,,2,29,
681436,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
681436,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
681438,1,1,1,,20,1,11,,,2,1,3,5,6,7,4,60,70,2,,,,,2,39,24
681438,2,2,4,1,19,1,15,,30,1,2,3,5,6,7,4,65,80,2,,,,,2,38,24
681438,3,4,,,,,,,,,,,,,,,,,,,,,,2,10,
681438,4,3,,,,,,,,,,,,,,,,,,,,,,2,6,
681441,1,1,2,1,22,1,24,,35,4,2,7,3,5,6,1,65,80,1,2008,1,,80,2,45,28
681441,2,2,2,1,27,1,15,,32,1,4,2,5,3,6,7,60,80,2,,,,,2,44,22
681441,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
681477,1,1,4,1,19,1,30,,36,7,6,1,2,4,3,5,63,70,,,,,,2,50,36
681477,2,2,3,1,19,1,13,,49,4,6,3,2,1,5,7,65,40,2,,,,,2,50,36
681477,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
681477,4,4,0,,,,,,,,,,,,,,,,,,,,,2,21,
681499,1,1,7,3,15,1,37,,,,,,,,,,,,,,,,,1,69,59
681520,1,2,0,,,,,,,,,,,,,,,,,,,,,2,29,
681520,2,1,1,,19,1,12,,,,,,,,,,,,3,,,,,2,31,17
681520,3,3,,,,,,,,,,,,,,,,,,,,,,2,4,
681528,1,1,0,,,,,,,,,,,,,,,,,,,,,2,76,
681571,1,1,1,,22,1,39,,,2,6,1,3,4,5,7,60,70,2,,,,,2,59,42
681571,2,2,1,,18,1,37,,,,,,,,,,,,,,,,,2,64,51
681571,3,3,3,1,18,1,2,,20,,,,,,,,,,2,,,,,2,20,7
681575,1,1,2,1,16,1,29,,21,4,7,3,5,2,6,1,60,40,1,2007,1,,60,2,45,34
681575,2,2,3,1,21,1,15,,23,,,,,,,,,,1,2007,1,,,2,36,20
681575,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
681575,4,4,,,,,,,,,,,,,,,,,,,,,,2,7,
681596,1,1,1,,24,1,15,,,5,1,4,3,2,6,7,60,75,2,,,,,2,39,20
681596,2,2,0,,,,,,,,,,,,,,,,,,,,,2,41,
681596,3,3,,,,,,,,,,,,,,,,,,,,,,2,4,
681613,1,1,1,,23,1,16,,,,,,,,,,,,,,,,,2,84,66
681640,1,3,1,,23,2,,,,4,1,3,7,5,2,6,99,,2,,,,,2,24,6
681640,2,10,0,,,,,,,,,,,,,,,,,,,,,2,24,
681658,1,1,1,,18,1,21,,,,,,,,,,,,,,,,,2,70,57
681668,1,1,3,3,14,1,25,,,,,,,,,,,,,,,,,2,70,61
681668,2,2,1,,19,1,35,,,,,,,,,,,,2,,,,,2,61,47
681668,3,3,0,,,,,,,,,,,,,,,,,,,,,2,23,
681673,1,1,4,3,15,1,22,,,,,,,,,,,,,,,,,1,80,70
681673,2,2,1,,24,1,8,,,,,,,,,,,,,,,,,1,40,21
681711,1,1,1,,17,2,,,,,,,,,,,,,,,,,,2,66,54
681711,2,2,2,3,19,1,17,,,,,,,,,,,,,,,,,2,72,58
681713,1,1,1,,24,1,2,,,,,,,,,,,,,,,,,2,51,32
681713,2,2,1,,28,1,26,,,,,,,,,,,,,,,,,2,54,31
681713,3,3,0,,,,,,,,,,,,,,,,,,,,,2,23,
681713,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
681713,5,5,,,,,,,,,,,,,,,,,,,,,,2,14,
681748,1,1,3,1,18,1,16,,,,,,,,,,,,,,,,,2,65,52
681748,2,2,5,1,19,1,5,,23,,,,,,,,,,3,,,,,2,28,14
681781,1,2,1,,15,1,15,,,,,,,,,,,,,,,,,2,48,38
681781,2,1,1,,14,1,18,,,,,,,,,,,,2,,,,,2,54,45
681781,3,3,1,,19,2,,,,,,,,,,,,,,,,,,2,28,14
681781,4,4,1,,17,1,10,,,,,,,,,,,,2,,,,,2,27,15
681790,1,1,1,,27,1,33,,,1,3,2,4,5,6,7,65,80,2,,,,,2,59,37
681790,2,2,0,,,,,,,,,,,,,,,,,,,,,2,53,
681790,3,3,0,,,,,,,,,,,,,,,,,,,,,2,31,
681790,4,4,0,,,,,,,,,,,,,,,,,,,,,2,28,
681804,1,1,1,,35,1,11,,,4,1,3,5,2,7,6,65,70,2,,,,,2,46,16
681804,2,2,0,,,,,,,,,,,,,,,,,,,,,2,24,
681804,3,3,0,,,,,,,,,,,,,,,,,,,,,2,18,
681804,4,98,1,,17,1,40,,,,,,,,,,,,,,,,,2,76,64
681819,1,1,1,,18,1,9,,,,,,,,,,,,,,,,,2,82,69
681822,1,1,1,,36,1,5,,,4,1,5,3,2,6,7,65,60,2,,,,,2,41,10
681822,2,2,0,,,,,,,,,,,,,,,,,,,,,2,36,
681822,3,3,,,,,,,,,,,,,,,,,,,,,,2,4,
681832,1,1,1,,20,1,37,,,,,,,,,,,,,,,,,2,72,57
681832,2,2,0,,,,,,,,,,,,,,,,,,,,,2,72,
681844,1,2,3,1,18,1,23,,42,5,2,1,3,4,7,6,65,60,2,,,,,2,44,31
681844,2,1,3,2,20,1,25,,37,,,,,,,,,,,,,,,2,46,31
681844,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
681844,4,4,,,,,,,,,,,,,,,,,,,,,,2,6,
681845,1,1,9,3,21,1,40,,,,,,,,,,,,,,,,,2,81,65
681845,2,2,1,,20,1,40,,,,,,,,,,,,,,,,,2,71,56
681863,1,1,0,,,,,,,,,,,,,,,,,,,,,2,79,
681867,1,1,0,,,,,,,,,,,,,,,,,,,,,2,73,
681875,1,1,1,,14,1,26,,,1,6,7,2,3,4,5,70,70,2,,,,,2,46,37
681875,2,2,2,3,14,1,8,,39,,,,,,,,,,2,,,,,2,42,33
681875,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
681887,1,1,2,3,10,1,35,,23,1,2,7,4,3,5,6,70,50,,,,,,2,68,63
681887,2,2,1,,26,1,32,,,,,,,,,,,,,,,,,2,61,40
681897,1,2,1,,15,1,5,,,,,,,,,,,,,,,,,2,56,46
681897,2,1,1,,14,1,38,,,,,,,,,,,,,,,,,2,57,48
681897,3,3,1,,18,1,12,,,,,,,,,,,,2,,,,,2,30,17
681897,4,4,1,,25,1,2,,,,,,,,,,,,2,,,,,2,28,8
681929,1,1,4,1,20,1,15,,,,,,,,,,,,,,,,,2,68,53
681932,1,1,1,,27,1,28,,,1,4,5,6,2,3,7,60,70,2,,,,,2,51,29
681932,2,2,0,,,,,,,,,,,,,,,,,,,,,2,19,
681932,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
681933,1,1,1,,18,1,35,,,,,,,,,,,,,,,,,2,75,62
681933,2,2,1,,18,1,35,,,,,,,,,,,,,,,,,2,71,58
681975,1,1,1,,19,1,16,,,1,2,3,5,4,6,7,65,60,2,,,,,2,35,21
682000,1,1,1,,29,1,35,,,,,,,,,,,,,,,,,2,74,50
682000,2,2,1,,30,1,35,,,,,,,,,,,,,,,,,2,68,43
682000,3,3,0,,,,,,,,,,,,,,,,,,,,,2,35,
682006,1,1,1,,20,1,40,,,,,,,,,,,,,,,,,2,74,59
682020,1,1,0,,,,,,,,,,,,,,,,,,,,,2,83,
682020,2,2,0,,,,,,,,,,,,,,,,,,,,,2,90,
682022,1,1,1,,13,1,30,,,,,,,,,,,,,,,,,2,68,60
682086,1,1,1,,22,1,7,,,1,3,2,4,6,7,5,65,50,2,,,,,2,49,32
682117,1,1,1,,12,1,10,,,,,,,,,,,,,,,,,2,76,69
682118,1,2,1,,20,1,15,,,,,,,,,,,,,,,,,2,79,64
682121,1,1,1,,19,1,35,,,1,4,5,7,3,6,2,55,100,,,,,,2,49,35
682121,2,2,2,1,20,2,,,,,,,,,,,,,,,,,,2,48,33
682121,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
682121,4,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
682125,1,1,3,1,18,1,35,,,,,,,,,,,,,,,,,2,65,52
682125,2,2,0,,,,,,,,,,,,,,,,,,,,,2,67,
682154,1,1,2,1,16,1,15,,,,,,,,,,,,,,,,,2,85,74
682154,2,2,1,,14,1,25,,,,,,,,,,,,,,,,,2,85,76
682165,1,1,1,,15,1,40,,,,,,,,,,,,,,,,,2,62,52
682165,2,2,1,,16,1,31,,,,,,,,,,,,2,,,,,2,47,36
682165,3,3,1,,17,1,10,,,,,,,,,,,,2,,,,,2,27,15
682169,1,1,1,,20,1,35,,,,,,,,,,,,,,,,,2,87,72
682169,2,2,0,,,,,,,,,,,,,,,,,,,,,2,84,
682170,1,1,3,3,22,1,33,,52,3,1,2,4,6,5,7,65,70,2,,,,,2,59,42
682170,2,2,1,,25,1,32,,,,,,,,,,,,,,,,,2,57,37
682170,3,3,0,,,,,,,,,,,,,,,,,,,,,2,23,
682191,1,1,3,1,20,1,24,,,,,,,,,,,,,,,,,2,79,64
682191,2,2,2,1,19,1,10,,,,,,,,,,,,,,,,,2,71,57
682192,1,1,2,1,15,1,20,,,,,,,,,,,,,,,,,2,67,57
682192,2,2,2,1,29,1,35,,,,,,,,,,,,,,,,,2,69,45
682201,1,1,0,,,,,,,,,,,,,,,,,,,,,2,50,
682201,2,2,1,,18,1,25,,,,,,,,,,,,,,,,,2,54,41
682201,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
682204,1,1,1,,23,1,20,,,4,1,7,5,2,3,6,65,60,2,,,,,2,45,27
682204,2,2,0,,,,,,,,,,,,,,,,,,,,,2,40,
682204,3,3,,,,,,,,,,,,,,,,,,,,,,2,13,
682204,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
682210,1,1,1,,28,1,35,,,2,1,3,5,7,4,6,63,80,2,,,,,1,63,40
682240,1,1,2,1,14,1,37,,,,,,,,,,,,,,,,,2,64,55
682240,2,2,1,,18,1,38,,,,,,,,,,,,,,,,,2,63,50
682259,1,1,3,1,17,1,37,,,,,,,,,,,,,,,,,2,63,51
682259,2,2,1,,15,1,36,,,1,2,5,4,3,6,7,57,60,2,,,,,2,53,43
682259,3,3,3,3,20,1,7,,26,,,,,,,,,,,,,,,2,31,16
682263,1,2,2,1,27,1,22,,40,1,5,7,2,4,3,6,65,70,2,,,,,2,51,29
682263,2,1,1,,27,1,22,,,,,,,,,,,,2,,,,,2,50,28
682263,3,3,0,,,,,,,,,,,,,,,,,,,,,2,20,
682263,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
682263,5,5,,,,,,,,,,,,,,,,,,,,,,2,10,
682269,1,1,1,,16,1,36,,,1,5,3,4,2,7,6,62,60,3,,,,,2,60,49
682269,2,2,1,,30,1,30,,,,,,,,,,,,,,,,,2,72,47
682272,1,1,2,3,14,1,27,,20,1,2,4,3,5,6,7,65,70,,,,,,2,44,35
682272,2,2,0,,,,,,,,,,,,,,,,,,,,,2,42,
682272,3,3,1,,19,1,1,,,,,,,,,,,,2,,,,,2,20,6
682272,4,4,0,,,,,,,,,,,,,,,,,,,,,2,16,
682272,5,5,,,,,,,,,,,,,,,,,,,,,,2,8,
682275,1,2,0,,,,,,,,,,,,,,,,,,,,,2,40,
682275,2,1,1,,15,1,32,,,,,,,,,,,,,,,,,2,49,39
682275,3,3,,,,,,,,,,,,,,,,,,,,,,2,13,
682275,4,4,,,,,,,,,,,,,,,,,,,,,,2,12,
682280,1,1,1,,22,1,12,,,1,5,7,3,2,6,4,65,70,,,,,,2,38,21
682280,2,2,1,,31,1,5,,,,,,,,,,,,,,,,,2,36,10
682280,3,3,,,,,,,,,,,,,,,,,,,,,,2,10,
682281,1,1,3,1,18,2,,,,,,,,,,,,,,,,,,2,57,44
682281,2,2,2,3,16,1,40,,,,,,,,,,,,,,,,,2,65,54
682282,1,1,1,,16,1,40,,,,,,,,,,,,,,,,,2,80,69
682282,2,2,1,,14,1,40,,,,,,,,,,,,,,,,,2,78,69
682285,1,1,0,,,,,,,,,,,,,,,,,,,,,2,80,
682297,1,1,5,1,17,1,35,,,,,,,,,,,,,,,,,2,69,57
682297,2,2,3,3,14,1,35,,,,,,,,,,,,,,,,,2,74,65
682298,1,1,2,1,24,1,11,,32,2,6,7,4,1,5,3,65,80,2,,,,,2,35,16
682298,2,2,1,,28,1,12,,,,,,,,,,,,2,,,,,2,40,17
682298,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
682298,4,4,,,,,,,,,,,,,,,,,,,,,,2,6,
682298,5,5,,,,,,,,,,,,,,,,,,,,,,2,2,
682311,1,1,1,,17,1,10,,,,,,,,,,,,,,,,,2,73,61
682311,2,2,2,3,15,1,35,,,,,,,,,,,,,,,,,2,71,61
682359,1,1,1,,28,1,24,,,4,7,1,3,2,6,5,65,80,,,,,,2,49,26
682359,2,2,1,,19,2,,,,,,,,,,,,,,,,,,2,39,25
682359,3,3,,,,,,,,,,,,,,,,,,,,,,2,14,
682359,4,4,,,,,,,,,,,,,,,,,,,,,,2,11,
682360,1,1,1,,14,1,20,,,,,,,,,,,,,,,,,2,83,74
682360,2,2,0,,,,,,,,,,,,,,,,,,,,,2,48,
682363,1,1,1,,25,1,40,,,,,,,,,,,,,,,,,2,72,52
682363,2,2,1,,26,1,1,,,,,,,,,,,,2,,,,,2,31,10
682398,1,1,4,1,17,1,15,,,,,,,,,,,,,,,,,2,82,70
682400,1,1,3,1,20,1,28,,34,1,4,3,2,6,7,5,58,55,2,,,,,2,49,34
682400,2,2,3,3,17,1,25,,33,,,,,,,,,,,,,,,2,45,33
682400,3,3,0,,,,,,,,,,,,,,,,,,,,,2,15,
682408,1,1,3,1,18,1,11,,25,1,4,3,2,6,5,7,65,60,1,2008,1,,65,1,32,19
682413,1,1,10,1,20,1,22,,27,5,7,1,4,2,3,6,65,80,2,,,,,2,42,27
682413,2,2,2,1,16,2,,,,,,,,,,,,,,,,,,2,40,29
682413,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
682413,4,4,,,,,,,,,,,,,,,,,,,,,,2,13,
682457,1,1,0,,,,,,,,,,,,,,,,,,,,,2,54,
682457,2,2,2,1,24,1,35,,,,,,,,,,,,,,,,,2,61,42
682457,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
682486,1,1,0,,,,,,,,,,,,,,,,,,,,,1,82,
682491,1,1,4,1,19,1,39,,,,,,,,,,,,,,,,,1,75,61
682491,2,2,1,,19,1,40,,,,,,,,,,,,,,,,,1,76,62
682496,1,1,2,3,21,1,16,,37,5,1,3,6,2,4,7,60,50,,,,,,2,55,39
682496,2,2,1,,12,1,36,,,,,,,,,,,,,,,,,2,86,79
682496,3,3,0,,,,,,,,,,,,,,,,,,,,,2,81,
682503,1,1,1,,18,1,15,,,,,,,,,,,,,,,,,2,83,70
682507,1,1,1,,22,2,,,,1,3,5,2,4,7,6,62,50,,,,,,2,44,27
682507,2,10,2,1,15,1,28,,42,,,,,,,,,,2,,,,,2,43,33
682525,1,1,1,,25,1,35,,,,,,,,,,,,,,,,,2,88,68
682525,2,2,0,,,,,,,,,,,,,,,,,,,,,2,88,
682532,1,1,1,,23,1,22,,,,,,,,,,,,,,,,,2,63,45
682532,2,2,8,1,21,1,1,,,,,,,,,,,,,,,,,2,34,18
682532,3,2,1,,24,1,1,,,,,,,,,,,,2,,,,,2,25,6
682532,4,98,0,,,,,,,,,,,,,,,,,,,,,2,23,
682571,1,1,1,,30,1,22,,,1,7,5,4,2,6,3,65,75,2,,,,,2,53,28
682572,1,1,1,,16,1,32,,,7,2,1,5,3,4,6,67,75,2,,,,,2,64,53
682572,2,2,1,,20,1,20,,,,,,,,,,,,2,,,,,2,60,45
682572,3,3,1,,22,1,13,,,,,,,,,,,,2,,,,,2,34,17
682593,1,1,0,,,,,,,,,,,,,,,,,,,,,2,79,
682594,1,1,0,,,,,,,,,,,,,,,,,,,,,2,80,
682594,2,2,1,,23,1,24,,,,,,,,,,,,2,,,,,2,54,36
682608,1,1,2,3,12,1,12,,,,,,,,,,,,,,,,,2,87,80
682609,1,1,2,3,18,1,14,,37,4,3,1,7,2,5,6,60,60,2,,,,,2,43,30
682625,1,1,5,1,15,1,35,,,,,,,,,,,,,,,,,2,63,53
682633,1,1,1,,20,1,35,,,,,,,,,,,,,,,,,1,76,61
682704,1,1,3,1,20,1,22,,44,4,1,3,7,5,2,6,65,60,2,,,,,1,55,40
682704,2,2,1,,27,1,8,,,,,,,,,,,,,,,,,1,47,25
682704,3,3,0,,,,,,,,,,,,,,,,,,,,,1,24,
682706,1,1,2,1,17,1,28,,30,1,4,3,2,7,6,5,65,80,2,,,,,2,56,44
682715,1,1,2,1,23,1,40,,,,,,,,,,,,,,,,,2,72,54
682715,2,2,2,1,25,1,40,,,,,,,,,,,,,,,,,2,67,47
682732,1,2,1,,40,2,,,,5,2,4,3,6,1,7,60,100,,,,,,2,55,20
682732,2,1,3,3,21,1,30,,,,,,,,,,,,,,,,,2,59,43
682732,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
682737,1,1,1,,21,1,37,,,,,,,,,,,,,,,,,2,61,45
682737,2,2,1,,19,1,36,,,,,,,,,,,,2,,,,,2,56,42
682737,3,3,0,,,,,,,,,,,,,,,,,,,,,2,26,
682737,4,10,0,,,,,,,,,,,,,,,,,,,,,2,41,
682743,1,1,0,,,,,,,,,,,,,,,,,,,,,2,75,
682743,2,2,2,1,14,1,37,,,,,,,,,,,,,,,,,2,79,70
682776,1,1,4,1,14,1,35,,,,,,,,,,,,,,,,,2,80,71
682779,1,1,2,1,20,1,3,,,,,,,,,,,,,,,,,2,45,30
682779,2,2,1,,19,1,30,,,,,,,,,,,,2,,,,,2,49,35
682779,3,3,,,,,,,,,,,,,,,,,,,,,,2,11,
682782,1,1,1,,18,1,36,,,,,,,,,,,,,,,,,2,63,50
682782,2,2,1,,14,1,40,,,,,,,,,,,,,,,,,2,86,77
682783,1,1,1,,16,1,37,,,,,,,,,,,,,,,,,2,72,61
682783,2,2,0,,,,,,,,,,,,,,,,,,,,,2,71,
682791,1,1,1,,29,1,20,,,1,5,6,4,3,2,7,70,80,2,,,,,2,56,32
682791,2,2,1,,42,1,10,,,,,,,,,,,,2,,,,,2,51,14
682791,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
682791,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
682794,1,1,2,1,45,1,20,,,,,,,,,,,,,,,,,2,80,40
682812,1,1,1,,14,1,37,,,1,3,2,5,6,4,7,65,80,,,,,,1,58,49
682812,2,2,0,,,,,,,,,,,,,,,,,,,,,1,58,
682829,1,1,2,3,17,1,33,,,,,,,,,,,,,,,,,2,66,54
682879,1,1,1,,20,1,23,,,1,7,4,2,3,6,5,65,80,,,,,,2,43,28
682884,1,1,1,,23,1,6,,,5,4,1,3,2,6,7,60,50,1,2007,1,,80,2,30,12
682884,2,2,2,1,20,1,20,,30,,,,,,,,,,1,2007,1,,,2,40,25
682884,3,10,,,,,,,,,,,,,,,,,,,,,,2,0,
682897,1,1,2,1,15,1,31,,27,4,2,5,6,1,3,7,60,60,2,,,,,2,47,37
682897,2,2,1,,18,1,38,,,,,,,,,,,,,,,,,2,56,43
682897,3,3,1,,16,1,1,,,,,,,,,,,,2,,,,,2,18,7
682897,4,4,,,,,,,,,,,,,,,,,,,,,,2,13,
682900,1,1,2,1,25,1,23,,25,1,4,5,3,2,6,7,65,70,3,,,,,2,48,28
682900,2,2,1,,18,1,,3,,,,,,,,,,,2,,,,,2,19,6
682900,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
682906,1,1,5,3,14,1,36,,,,,,,,,,,,,,,,,2,77,68
682906,2,2,1,,34,1,15,,,,,,,,,,,,,,,,,2,74,45
682918,1,2,1,,14,1,10,,,,,,,,,,,,,,,,,2,48,39
682918,2,1,2,3,14,1,30,,30,,,,,,,,,,,,,,,2,52,43
682918,3,3,1,,19,1,4,,,,,,,,,,,,3,,,,,2,23,9
682918,4,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
682969,1,1,2,1,20,1,37,,24,3,2,4,1,5,6,7,62,80,2,,,,,2,59,44
682972,1,1,1,,25,1,16,,,2,4,1,3,6,5,7,65,70,2,,,,,2,41,21
682972,2,2,1,,21,1,14,,,3,5,4,1,2,6,7,60,80,,,,,,2,43,27
682972,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
682972,4,4,,,,,,,,,,,,,,,,,,,,,,2,14,
682972,5,5,,,,,,,,,,,,,,,,,,,,,,2,9,
682982,1,1,1,,20,1,16,,,1,4,5,6,2,3,7,60,60,,,,,,2,43,28
682982,2,2,1,,27,1,12,,,,,,,,,,,,,,,,,2,42,20
682982,3,4,,,,,,,,,,,,,,,,,,,,,,2,7,
682982,4,3,,,,,,,,,,,,,,,,,,,,,,2,10,
682995,1,1,1,,28,1,26,,,,,,,,,,,,,,,,,2,64,41
682995,2,2,1,,27,1,5,,,,,,,,,,,,,,,,,2,72,50
682995,3,3,2,1,38,1,2,,40,,,,,,,,,,2,,,,,2,43,10
683031,1,1,2,1,16,1,42,,,,,,,,,,,,,,,,,2,69,58
683031,2,2,2,1,18,1,22,,,,,,,,,,,,,,,,,2,64,51
683033,1,1,1,,26,1,16,,,6,5,3,2,4,1,7,70,40,1,2007,,6,55,2,44,23
683033,2,2,0,,,,,,,,,,,,,,,,,,,,,2,43,
683033,3,3,,,,,,,,,,,,,,,,,,,,,,2,13,
683033,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
683034,1,1,4,1,19,1,32,,38,1,3,7,6,2,5,4,61,70,2,,,,,2,51,37
683034,2,2,0,,,,,,,,,,,,,,,,,,,,,2,26,
683034,3,3,0,,,,,,,,,,,,,,,,,,,,,2,21,
683042,1,1,1,,18,1,35,,,,,,,,,,,,,,,,,2,76,63
683042,2,2,0,,,,,,,,,,,,,,,,,,,,,2,73,
683043,1,1,0,,,,,,,,,,,,,,,,,,,,,2,61,
683043,2,2,0,,,,,,,,,,,,,,,,,,,,,2,37,
683044,1,1,1,,21,1,30,,,,,,,,,,,,,,,,,2,70,54
683044,2,2,1,,20,1,42,,,,,,,,,,,,,,,,,2,68,53
683052,1,1,1,,18,1,15,,,,,,,,,,,,,,,,,2,74,61
683075,1,1,0,,,,,,,,,,,,,,,,,,,,,2,47,
683075,2,2,6,1,14,1,26,,39,,,,,,,,,,2,,,,,2,50,41
683075,3,3,2,1,18,1,4,,18,,,,,,,,,,2,,,,,2,24,11
683075,4,4,,,,,,,,,,,,,,,,,,,,,,2,14,
683081,1,1,0,,,,,,,,,,,,,,,,,,,,,2,89,
683117,1,1,2,1,17,1,23,,,,,,,,,,,,,,,,,2,83,71
683119,1,2,2,1,20,1,20,,20,1,5,3,4,2,6,7,65,80,1,2007,1,,83,2,41,26
683119,2,1,2,1,20,1,20,,33,1,3,2,5,4,6,7,65,70,2,,,,,2,41,26
683119,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
683120,1,1,3,1,15,1,35,,41,1,3,5,4,2,6,7,65,70,1,2007,,2,78,2,54,44
683120,2,2,3,1,17,1,30,,43,1,5,6,3,2,7,4,60,60,1,2007,,3,70,2,54,42
683120,3,3,0,,,,,,,,,,,,,,,,,,,,,2,18,
683121,1,1,4,1,14,1,35,,,,,,,,,,,,,,,,,2,71,62
683121,2,2,1,,14,1,18,,,,,,,,,,,,,,,,,2,68,59
683143,1,1,1,,16,1,20,,,4,1,3,2,5,6,7,70,50,2,,,,,2,52,41
683143,2,2,0,,,,,,,,,,,,,,,,,,,,,2,45,
683143,3,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
683143,4,5,0,,,,,,,,,,,,,,,,,,,,,2,16,
683145,1,1,1,,27,1,35,,,,,,,,,,,,,,,,,2,70,48
683145,2,2,1,,28,1,10,,,,,,,,,,,,1,2008,1,,,2,40,17
683147,1,1,1,,15,1,40,,,,,,,,,,,,,,,,,2,85,75
683159,1,1,1,,30,1,14,,,1,5,7,6,3,4,2,60,70,2,,,,,2,44,19
683159,2,2,1,,20,1,23,,,,,,,,,,,,,,,,,2,43,28
683159,3,3,,,,,,,,,,,,,,,,,,,,,,2,6,
683164,1,1,1,,20,1,24,,,1,2,5,7,3,4,6,55,70,,,,,,2,44,29
683164,2,2,3,3,23,1,9,,29,1,5,2,7,3,4,6,65,20,,,,,,2,32,14
683164,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
683171,1,1,2,1,22,1,36,,24,1,7,4,5,2,3,6,63,70,,,,,,1,58,41
683171,2,2,1,,50,1,6,,,,,,,,,,,,2,,,,,1,56,11
683171,3,4,3,1,23,1,,8,,,,,,,,,,,,,,,,1,26,8
683177,1,2,0,,,,,,,,,,,,,,,,,,,,,2,54,
683177,2,1,4,1,14,1,25,,39,,,,,,,,,,2,,,,,2,63,54
683177,3,3,2,1,20,1,1,,24,,,,,,,,,,,,,,,2,25,10
683177,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
683192,1,1,2,1,18,1,40,,,,,,,,,,,,,,,,,2,63,50
