NQUEST,NORD,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,MOTIV,ANNOENUS,TIPOLAU,TIPODIP,NASCREG,NASCAREA,IREG,NCOMP,ETA,CLETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
721777,3,2,6,1989,1,,1,2,5,82,100,2,2008,1,3,,17,,,,,,3,6,1,6,4,21,1,1,7,3,,5,0,0,2,1,2,0,0.5575293826
721777,4,1,6,1995,1,,1,2,3,,,,,,4,,17,,,,,,,6,1,6,4,15,1,1,7,3,,5,0,0,2,1,2,0,0.5575293826
721804,1,2,1,1966,1,,2,1,4,,,,,,1,,13,,,,,,,12,2,12,3,44,3,2,7,3,,5,0,0,1,2,3,2,0.2119918008
721804,2,1,2,1960,1,,2,1,3,,,,,,2,,1,,3,,,,,12,2,12,3,50,3,3,1,1,3,2,1,1,1,2,3,2,0.2119918008
721804,3,1,6,1990,1,,2,2,5,80,100,2,2009,2,3,,11,,,,,,2,12,2,12,3,20,1,1,7,3,,5,0,0,1,2,3,2,0.2119918008
721806,1,1,1,1936,1,,3,1,2,,,,,,1,,15,1,6,,,,,11,2,12,2,74,5,5,6,3,6,5,1,1,1,2,3,2,0.1774138563
721806,2,2,2,1948,1,,2,1,2,,,,,,2,,13,,,,,,,12,2,12,2,62,4,4,7,3,,5,0,0,1,2,3,2,0.1774138563
721843,1,1,1,1949,1,,2,1,3,,,,,,1,,15,1,15,,,,,12,2,12,3,61,4,4,6,3,15,5,1,1,3,2,3,2,0.1794489435
721843,2,2,2,1947,1,,2,1,5,36,60,2,1967,2,2,,15,2,7,,,,2,1,1,12,3,63,4,4,6,3,7,5,0,1,3,2,3,2,0.1794489435
721843,3,2,6,1976,1,,2,2,5,53,60,2,1996,2,3,,2,,1,,,,2,12,2,12,3,34,2,1,2,1,1,1,0,1,3,2,3,2,0.1794489435
721862,1,1,1,1939,1,,2,1,3,,,,,,1,,15,2,4,,,,,9,2,12,2,71,5,5,6,3,4,5,1,1,1,2,3,2,0.1833187312
721862,2,2,2,1945,1,,2,1,3,,,,,,2,,13,,,,,,,12,2,12,2,65,4,5,7,3,,5,0,0,1,2,3,2,0.1833187312
721871,1,1,1,1962,1,,2,1,5,39,60,2,1981,2,1,,2,,17,,,,2,12,2,12,4,48,3,3,2,1,17,3,0,1,2,2,3,2,0.2175466651
721871,2,2,2,1962,1,,2,1,5,44,60,2,1982,2,2,,2,,15,,,,2,12,2,12,4,48,3,3,2,1,15,3,1,1,2,2,3,2,0.2175466651
721871,3,1,6,1990,1,,1,2,5,73,100,2,2009,1,3,,17,,,,,,3,12,2,12,4,20,1,1,7,3,,5,0,0,2,2,3,2,0.2175466651
721871,4,2,6,1999,1,,1,2,2,,,,,,4,,17,,,,,,,12,2,12,4,11,1,1,7,3,,5,0,0,2,2,3,2,0.2175466651
721872,1,2,1,1936,1,,2,2,2,,,,,,1,,15,1,7,,,,,12,2,12,1,74,5,5,6,3,7,5,1,1,1,2,3,2,0.1991642208
722003,1,1,1,1941,1,,2,4,3,,,,,,1,,15,2,3,,,,,15,3,3,1,69,5,5,6,3,3,5,1,1,1,1,1,2,0.5125664869
722007,1,2,1,1957,1,,2,3,5,48,60,2,1976,2,1,,1,,7,,,,1,,,3,1,53,4,3,1,1,7,4,1,1,1,1,1,2,0.7747424621
722013,1,1,1,1973,1,,1,2,5,50,60,2,1992,2,1,,2,,3,,,,1,16,3,3,1,37,2,2,2,1,3,2,1,1,1,1,1,2,1.1199092462
722021,1,1,1,1973,1,,2,3,5,60,60,2,1992,2,1,,2,,15,,,,3,16,3,3,2,37,2,2,2,1,15,3,1,1,1,1,1,2,1.079093422
722021,2,2,7,2001,1,,1,2,1,,,,,,2,,17,,,,,,,3,1,3,2,9,1,1,7,3,,5,0,0,1,1,1,2,1.079093422
722041,1,2,1,1942,1,,3,2,3,,,,,,1,,15,2,15,,,,,3,1,3,2,68,5,5,6,3,15,5,1,1,2,1,1,2,0.5181931097
722041,2,1,3,1944,1,,2,2,3,,,,,,2,,15,1,1,,,,,3,1,3,2,66,5,5,6,3,1,5,0,1,2,1,1,2,0.5181931097
722056,1,2,1,1934,1,,3,4,5,8,10,2,1953,2,1,,15,3,16,,,,5,10,2,3,1,76,5,5,6,3,16,5,1,1,1,1,1,2,0.4903216389
722075,1,2,1,1961,1,,2,3,5,37,60,2,1980,1,1,,4,,11,,,,3,3,1,3,1,49,3,3,3,1,11,4,1,1,1,1,1,2,0.57277933
722104,1,2,1,1939,1,,3,4,2,,,,,,1,,16,,,,,,,5,1,5,1,71,5,5,6,3,,5,1,1,1,1,2,1,0.2970150731
722116,1,2,1,1958,2,2003,2,3,3,,,,,,1,,1,,3,3,,,,,,5,2,52,4,3,1,1,3,2,1,1,2,1,2,1,0.3684732303
722116,2,2,15,1961,2,2004,2,3,3,,,,,,2,,1,,20,,,,,,,5,2,49,3,3,1,1,20,4,0,1,2,1,2,1,0.3684732303
722139,1,2,1,1951,1,,2,3,2,,,,,,1,,1,,3,,,,,5,1,5,1,59,4,4,1,1,3,2,1,1,1,1,2,1,0.4121568976
722141,1,1,1,1970,2,1999,2,1,5,7,10,2,1989,2,1,,1,,3,3,,,2,,,5,4,40,2,2,1,1,3,2,1,1,2,1,2,1,0.608281307
722141,2,2,2,1972,2,2002,2,1,5,7,10,2,1988,2,2,,1,,3,2,,,3,,,5,4,38,2,2,1,1,3,2,0,1,2,1,2,1,0.608281307
722141,3,1,6,1998,2,2002,1,2,2,,,,,,3,,17,,,,,,,,,5,4,12,1,1,7,3,,5,0,0,2,1,2,1,0.608281307
722141,4,2,6,2003,2,2003,1,2,1,,,,,,4,,17,,,,,,,5,1,5,4,7,1,1,7,3,,5,0,0,2,1,2,1,0.608281307
722145,1,1,1,1939,1,,2,1,3,,,,,,1,,8,,7,,,,,,,5,2,71,5,5,5,2,7,4,1,1,1,1,2,1,0.2733845775
722145,2,2,2,1938,1,,2,1,2,,,,,,2,,13,,,,,,,5,1,5,2,72,5,5,7,3,,5,0,0,1,1,2,1,0.2733845775
722146,1,1,1,1970,2,2003,2,1,7,9,10,2,1995,,1,,5,,16,3,,4,3,,,5,2,40,2,2,3,1,16,3,1,1,2,1,2,1,0.393580382
722146,2,2,2,1977,2,1999,1,1,7,110,110,1,2000,,2,,2,,13,4,,10,3,,,5,2,33,2,1,2,1,13,4,0,1,2,1,2,1,0.393580382
722212,1,2,1,1972,1,,1,3,8,110,110,2,1999,,1,,3,,16,,,1,3,8,1,8,2,38,2,2,2,1,16,3,1,1,1,1,2,1,0.5205319167
722212,2,1,7,2001,1,,1,2,1,,,,,,2,,17,,,,,,,8,1,8,2,9,1,1,7,3,,5,0,0,1,1,2,1,0.5205319167
722258,1,2,1,1964,1,,3,1,5,48,60,2,1983,2,1,,2,,17,,,,2,8,1,8,4,46,3,3,2,1,17,3,0,1,2,1,2,1,0.279162863
722258,2,1,2,1962,1,,2,1,5,42,60,2,1981,2,2,,4,,3,,,,2,8,1,8,4,48,3,3,3,1,3,2,1,1,2,1,2,1,0.279162863
722258,3,2,6,1993,1,,2,2,3,,,,,,3,,17,,,,,,,8,1,8,4,17,1,1,7,3,,5,0,0,2,1,2,1,0.279162863
722258,4,2,6,1997,1,,2,2,2,,,,,,4,,17,,,,,,,8,1,8,4,13,1,1,7,3,,5,0,0,2,1,2,1,0.279162863
722259,1,2,1,1947,1,,3,1,2,,,,,,2,,15,1,6,,,,,15,3,8,2,63,4,4,6,3,6,5,0,1,2,1,2,1,0.2106698524
722259,2,1,2,1938,1,,3,1,2,,,,,,1,,16,,,,,,,15,3,8,2,72,5,5,6,3,,5,1,1,2,1,2,1,0.2106698524
722310,1,1,1,1949,1,,2,1,5,52,60,2,1969,2,1,,8,,3,,,,2,3,1,3,2,61,4,4,5,2,3,2,1,1,2,1,1,1,0.9472319536
722310,2,2,2,1946,1,,2,1,5,48,60,2,1966,2,2,,15,8,3,,,,2,3,1,3,2,64,4,4,6,3,3,5,0,1,2,1,1,1,0.9472319536
722321,1,2,1,1969,1,,3,3,5,56,60,2,1988,2,1,,2,,7,,,,1,3,1,3,2,41,3,2,2,1,7,4,1,1,1,1,1,1,1.2349380591
722321,2,2,7,2006,1,,2,2,1,,,,,,2,,18,,,,,,,3,1,3,2,4,1,1,7,3,,5,0,0,1,1,1,1,1.2349380591
722324,1,1,1,1939,1,,3,1,3,,,,,,1,,15,5,6,,,,,15,3,3,2,71,5,5,6,3,6,5,1,1,1,1,1,1,0.8484637045
722324,2,2,2,1942,1,,2,1,3,,,,,,2,,13,,,,,,,15,3,3,2,68,5,5,7,3,,5,0,0,1,1,1,1,0.8484637045
722331,1,1,1,1946,1,,3,1,5,48,60,2,1982,2,1,,15,2,6,,,,2,5,1,3,2,64,4,4,6,3,6,5,1,1,2,1,1,1,0.6857525564
722331,2,2,2,1946,1,,2,1,3,,,,,,2,,15,2,14,,,,,3,1,3,2,64,4,4,6,3,14,5,0,1,2,1,1,1,0.6857525564
722353,1,1,1,1946,1,,2,1,5,54,60,2,1975,2,1,,2,,7,,,,2,3,1,3,3,64,4,4,2,1,7,4,1,1,3,1,1,1,1.2012247237
722353,2,2,2,1950,1,,2,1,5,48,60,2,1969,2,2,,15,4,3,,,,2,3,1,3,3,60,4,4,6,3,3,5,0,1,3,1,1,1,1.2012247237
722353,3,1,6,1982,1,,2,2,7,96,110,2,2007,,,2,6,,11,,2009,10,2,3,1,3,3,28,1,1,4,2,11,4,0,1,3,1,1,1,1.2012247237
722364,1,2,1,1969,1,,3,3,5,59,60,2,1988,2,1,,2,,14,,,,2,3,1,3,2,41,3,2,2,1,14,4,1,1,1,1,1,1,1.9085107097
722364,2,2,7,1997,1,,2,2,2,,,,,,2,,17,,,,,,,3,1,3,2,13,1,1,7,3,,5,0,0,1,1,1,1,1.9085107097
722365,1,1,1,1959,1,,2,1,5,56,60,2,1979,2,1,,2,,3,,,,2,3,1,3,3,51,4,3,2,1,3,2,1,1,2,1,1,1,0.9622694777
722365,2,2,2,1961,1,,2,1,4,,,,,,2,,13,,,,,,,8,1,3,3,49,3,3,7,3,,5,0,0,2,1,1,1,0.9622694777
722365,3,2,6,1990,1,,2,2,5,61,100,2,2008,2,3,,2,,19,,,,1,3,1,3,3,20,1,1,2,1,19,4,0,1,2,1,1,1,0.9622694777
722378,1,1,1,1950,1,,2,1,5,48,60,2,1969,2,1,,15,2,11,,,,2,3,1,3,2,60,4,4,6,3,11,5,0,1,2,1,1,1,0.6857525564
722378,2,2,2,1949,1,,2,1,4,,,,,,2,,15,2,11,,,,,3,1,3,2,61,4,4,6,3,11,5,1,1,2,1,1,1,0.6857525564
722447,1,1,1,1967,1,,2,1,3,,,,,,1,,1,,3,,,,,18,3,18,4,43,3,2,1,1,3,2,1,1,1,3,4,2,0.6895432627
722447,2,2,2,1968,1,,2,1,5,7,10,2,1988,2,2,,13,,,,,,1,18,3,18,4,42,3,2,7,3,,5,0,0,1,3,4,2,0.6895432627
722447,3,1,6,2003,1,,2,2,1,,,,,,3,,17,,,,,,,18,3,18,4,7,1,1,7,3,,5,0,0,1,3,4,2,0.6895432627
722447,4,1,6,2006,1,,2,2,1,,,,,,4,,18,,,,,,,18,3,18,4,4,1,1,7,3,,5,0,0,1,3,4,2,0.6895432627
722505,1,1,1,1945,1,,3,2,5,7,10,2,1964,2,1,,15,2,3,,,,2,3,1,3,1,65,4,5,6,3,3,5,1,1,1,1,1,2,0.2627973155
722509,1,1,1,1962,1,,1,1,5,46,60,2,1982,1,1,,2,,14,,,,3,15,3,3,4,48,3,3,2,1,14,4,1,1,2,1,1,2,0.3236747711
722509,2,2,2,1968,1,,1,1,5,60,60,2,1987,1,2,,2,,14,,,,2,3,1,3,4,42,3,2,2,1,14,4,0,1,2,1,1,2,0.3236747711
722509,3,1,6,1994,1,,1,2,3,,,,,,3,,17,,,,,,,3,1,3,4,16,1,1,7,3,,5,0,0,2,1,1,2,0.3236747711
722509,4,2,6,1999,1,,1,2,2,,,,,,4,,17,,,,,,,3,1,3,4,11,1,1,7,3,,5,0,0,2,1,1,2,0.3236747711
722518,1,2,1,1970,1,,1,1,5,48,60,2,1989,2,1,,8,,3,,,,2,3,1,3,4,40,2,2,5,2,3,2,0,1,2,1,1,2,0.4117983361
722518,2,1,2,1970,1,,1,1,7,102,110,2,1994,,2,,4,,4,,,6,2,3,1,3,4,40,2,2,3,1,4,2,1,1,2,1,1,2,0.4117983361
722518,3,2,6,2003,1,,1,2,1,,,,,,3,,17,,,,,,,3,1,3,4,7,1,1,7,3,,5,0,0,2,1,1,2,0.4117983361
722518,4,1,6,2006,1,,1,2,1,,,,,,4,,18,,,,,,,3,1,3,4,4,1,1,7,3,,5,0,0,2,1,1,2,0.4117983361
722601,1,1,1,1966,1,,2,1,3,,,,,,1,,7,,19,,,,,18,3,18,3,44,3,2,4,2,19,4,1,1,1,3,4,2,0.3816444379
722601,2,2,2,1969,1,,2,1,3,,,,,,2,,13,,,,,,,18,3,18,3,41,3,2,7,3,,5,0,0,1,3,4,2,0.3816444379
722601,3,1,6,1998,1,,2,2,2,,,,,,3,,17,,,,,,,18,3,18,3,12,1,1,7,3,,5,0,0,1,3,4,2,0.3816444379
722608,1,1,1,1975,1,,2,1,3,,,,,,1,,1,1,2,,,,,18,3,18,3,35,2,2,1,1,2,2,1,1,1,3,4,2,0.419397775
722608,2,2,2,1979,1,,2,1,3,,,,,,2,,13,,,,,,,18,3,18,3,31,2,1,7,3,,5,0,0,1,3,4,2,0.419397775
722608,3,2,6,2006,1,,2,2,1,,,,,,3,,18,,,,,,,18,3,18,3,4,1,1,7,3,,5,0,0,1,3,4,2,0.419397775
722647,1,1,1,1923,1,,3,4,1,,,,,,1,,15,1,6,,,,,18,3,18,1,87,5,5,6,3,6,5,1,1,1,3,4,2,0.240515395
722678,1,1,1,1930,1,,2,1,7,108,110,2,1955,,1,,15,6,17,,,3,3,18,3,18,2,80,5,5,6,3,17,5,1,1,1,3,4,2,0.3125356805
722678,2,2,2,1936,1,,2,1,7,106,110,2,1958,,2,,13,,,,,10,3,18,3,18,2,74,5,5,7,3,,5,0,0,1,3,4,2,0.3125356805
722704,1,2,1,1969,1,,1,1,6,103,110,2,1994,,2,,2,,17,,,3,2,7,1,1,5,41,3,2,2,1,17,3,0,1,2,1,1,2,0.2808973947
722704,2,1,2,1966,1,,1,1,5,36,60,2,1988,2,1,,2,,15,,,,2,1,1,1,5,44,3,2,2,1,15,3,1,1,2,1,1,2,0.2808973947
722704,3,1,6,2001,1,,1,2,1,,,,,,3,,17,,,,,,,1,1,1,5,9,1,1,7,3,,5,0,0,2,1,1,2,0.2808973947
722704,4,2,6,2004,1,,1,2,1,,,,,,4,,17,,,,,,,1,1,1,5,6,1,1,7,3,,5,0,0,2,1,1,2,0.2808973947
722704,5,1,6,2006,1,,1,2,1,,,,,,5,,18,,,,,,,1,1,1,5,4,1,1,7,3,,5,0,0,2,1,1,2,0.2808973947
722720,1,2,1,1947,1,,1,1,7,110,110,1,1971,,1,,15,3,16,,,9,3,1,1,1,2,63,4,4,6,3,16,5,0,1,2,1,1,2,0.1595859656
722720,2,1,2,1947,1,,1,1,5,50,60,2,1966,2,2,,15,2,19,,,,3,1,1,1,2,63,4,4,6,3,19,5,1,1,2,1,1,2,0.1595859656
722743,1,2,1,1964,1,,1,1,3,,,,,,1,,1,,19,,,,,18,3,1,3,46,3,3,1,1,19,4,0,1,2,1,1,2,0.2847161349
722743,2,1,2,1949,1,,1,1,2,,,,,,2,,15,1,19,,,,,18,3,1,3,61,4,4,6,3,19,5,1,1,2,1,1,2,0.2847161349
722743,3,1,6,1996,1,,1,2,3,,,,,,3,,17,,,,,,,18,3,1,3,14,1,1,7,3,,5,0,0,2,1,1,2,0.2847161349
722807,1,2,1,1964,1,,1,1,5,46,60,2,1984,2,1,,2,,7,,,,5,7,1,7,3,46,3,3,2,1,7,4,0,1,2,1,1,0,0.8597638844
722807,2,1,2,1967,1,,3,1,3,,,,,,,2,2,,19,,2009,,,7,1,7,3,43,3,2,2,1,19,4,1,1,2,1,1,0,0.8597638844
722807,3,2,6,2009,1,,1,2,1,,,,,,,1,18,,,,2009,,,7,1,7,3,1,1,1,7,3,,5,0,0,2,1,1,0,0.8597638844
722853,1,1,1,1964,1,,2,3,5,40,60,2,1983,2,1,,8,,13,,,,2,7,1,7,4,46,3,3,5,2,13,4,1,1,2,1,1,2,0.2399856341
722853,2,2,3,1971,1,,1,3,5,60,60,2,1990,2,,2,6,,17,,2009,,3,7,1,7,4,39,2,2,4,2,17,3,0,1,2,1,1,2,0.2399856341
722853,3,2,7,2002,1,,1,2,1,,,,,,,2,17,,,,2009,,,1,1,7,4,8,1,1,7,3,,5,0,0,2,1,1,2,0.2399856341
722853,4,2,7,2003,1,,1,2,1,,,,,,,2,17,,,,2009,,,1,1,7,4,7,1,1,7,3,,5,0,0,2,1,1,2,0.2399856341
722875,1,2,1,1966,1,,1,2,7,70,100,2,1992,,1,,6,,13,,,2,3,7,1,7,1,44,3,2,4,2,13,4,1,1,1,1,1,0,0.8891952736
723200,1,1,1,1938,1,,3,1,2,,,,,,1,,15,2,15,,,,,18,3,18,2,72,5,5,6,3,15,5,1,1,2,3,4,0,1.2444973364
723200,2,2,2,1940,1,,4,1,1,,,,,,2,,15,1,1,,,,,18,3,18,2,70,5,5,6,3,1,5,0,1,2,3,4,0,1.2444973364
723204,1,1,1,1930,1,,2,4,1,,,,,,1,,15,2,19,,,,,18,3,18,1,80,5,5,6,3,19,5,1,1,1,3,4,0,1.23818262
723207,1,2,1,1973,1,,3,1,3,,,,,,2,,1,,1,,,,,18,3,18,3,37,2,2,1,1,1,1,0,1,2,3,4,0,2.6434660144
723207,2,1,2,1966,1,,2,1,3,,,,,,1,,1,,1,,,,,18,3,18,3,44,3,2,1,1,1,1,1,1,2,3,4,0,2.6434660144
723207,3,2,6,1995,1,,1,2,3,,,,,,3,,17,,,,,,,,,18,3,15,1,1,7,3,,5,0,0,2,3,4,0,2.6434660144
723448,1,2,1,1939,1,,3,4,5,8,10,2,1958,1,2,,6,,13,,,,2,9,2,9,1,71,5,5,4,2,13,4,1,1,1,2,3,2,0.3625525914
723463,1,1,1,1974,1,,1,2,5,58,60,2,1993,2,1,,2,,11,,,,3,9,2,9,1,36,2,2,2,1,11,4,1,1,1,2,3,2,0.3879131062
723480,1,2,1,1931,1,,5,2,3,,,,,,1,,15,1,7,,,,,9,2,9,2,79,5,5,6,3,7,5,0,1,2,2,3,2,0.2820692312
723480,2,2,4,1908,1,,4,4,2,,,,,,2,,16,,,,,,,9,2,9,2,102,5,5,6,3,,5,1,1,2,2,3,2,0.2820692312
723492,1,2,1,1943,1,,3,2,3,,,,,,1,,15,1,2,,,,,9,2,9,1,67,5,5,6,3,2,5,1,1,1,2,3,2,0.2804294085
723504,1,2,1,1975,1,,1,1,5,40,60,2,1994,1,2,,2,,17,,,,3,9,2,9,4,35,2,2,2,1,17,3,1,1,2,2,3,2,0.3758272235
723504,2,1,2,1973,1,,1,1,5,36,60,2,1993,1,1,,1,,19,,,,3,9,2,9,4,37,2,2,1,1,19,4,0,1,2,2,3,2,0.3758272235
723504,3,2,6,2001,1,,2,2,1,,,,,,3,,17,,,,,,,9,2,9,4,9,1,1,7,3,,5,0,0,2,2,3,2,0.3758272235
723504,4,2,6,2006,1,,1,2,1,,,,,,4,,18,,,,,,,9,2,9,4,4,1,1,7,3,,5,0,0,2,2,3,2,0.3758272235
723506,1,2,1,1988,1,,1,2,5,90,100,2,2007,1,1,,2,,3,,,,5,9,2,9,4,22,1,1,2,1,3,2,0,1,3,2,3,2,0.3041247404
723506,2,1,4,1953,1,,2,1,5,50,60,2,1971,2,2,,6,,6,,,,2,20,3,9,4,57,4,4,4,2,6,4,1,1,3,2,3,2,0.3041247404
723506,3,2,5,1957,1,,2,1,5,59,60,2,1975,2,3,,2,,15,,,,5,9,2,9,4,53,4,3,2,1,15,3,0,1,3,2,3,2,0.3041247404
723506,4,1,11,1993,1,,1,2,3,,,,,,4,,17,,,,,,,9,2,9,4,17,1,1,7,3,,5,0,0,3,2,3,2,0.3041247404
723507,1,2,1,1938,1,,2,1,4,,,,,,2,,15,9,9,,,,,9,2,9,2,72,5,5,6,3,9,5,1,1,2,2,3,2,0.2773912023
723507,2,1,2,1937,1,,2,1,4,,,,,,1,,15,10,9,,,,,9,2,9,2,73,5,5,6,3,9,5,0,1,2,2,3,2,0.2773912023
723535,1,1,1,1945,1,,2,3,3,,,,,,1,,15,2,2,,,,,9,2,9,1,65,4,5,6,3,2,5,1,1,1,2,3,2,0.2759836889
723536,1,1,1,1946,1,,2,1,3,,,,,,1,,15,1,10,,,,,9,2,9,3,64,4,4,6,3,10,5,1,1,3,2,3,2,0.2643721161
723536,2,2,2,1975,2,2000,2,1,5,50,60,2,1993,2,2,,1,,19,2,,,3,,,9,3,35,2,2,1,1,19,4,0,1,3,2,3,2,0.2643721161
723536,3,2,4,1918,1,,4,4,2,,,,,,3,,15,1,3,,,,,9,2,9,3,92,5,5,6,3,3,5,0,1,3,2,3,2,0.2643721161
723629,1,2,1,1958,2,1984,2,2,6,80,110,2,1980,,1,,7,,17,3,,3,3,,,9,1,52,4,3,4,2,17,3,1,1,1,2,3,2,0.3066114621
723666,1,2,1,1941,1,,3,1,5,70,100,2,1960,2,1,,15,2,3,,,,2,9,2,9,2,69,5,5,6,3,3,5,0,1,2,2,3,2,0.2596278255
723666,2,1,2,1938,1,,3,1,5,80,100,2,1957,1,2,,15,2,8,,,,3,9,2,9,2,72,5,5,6,3,8,5,1,1,2,2,3,2,0.2596278255
723745,1,1,1,1926,1,,2,1,2,,,,,,1,,15,1,8,,,,,6,1,9,2,84,5,5,6,3,8,5,1,1,1,2,3,2,0.2773912023
723745,2,2,2,1928,1,,2,1,2,,,,,,2,,13,,,,,,,9,2,9,2,82,5,5,7,3,,5,0,0,1,2,3,2,0.2773912023
723934,1,2,1,1942,1,,2,2,7,110,110,2,1975,,1,,6,,17,,,3,3,9,2,9,1,68,5,5,4,2,17,3,1,1,1,2,3,2,0.3625525914
723986,1,2,1,1942,1,,2,1,2,,,,,,2,,15,20,19,,,,,9,2,9,2,68,5,5,6,3,19,5,0,1,2,2,3,2,0.2596278255
723986,2,1,2,1938,1,,2,1,4,,,,,,1,,15,2,3,,,,,9,2,9,2,72,5,5,6,3,3,5,1,1,2,2,3,2,0.2596278255
724042,1,1,1,1944,1,,2,4,2,,,,,,1,,15,8,7,,,,,9,2,9,1,66,5,5,6,3,7,5,1,1,1,2,3,2,0.2743792448
724103,1,2,1,1930,1,,4,4,1,,,,,,1,,16,,,,,,,20,3,20,1,80,5,5,6,3,,5,1,1,1,3,5,0,0.5750124756
724108,1,2,1,1948,1,,2,1,3,,,,,,1,,15,1,1,,,,,20,3,20,3,62,4,4,6,3,1,5,0,1,2,3,5,0,0.5198709892
724108,2,1,2,1940,1,,2,1,2,,,,,,2,,8,,1,,,,,20,3,20,3,70,5,5,5,2,1,1,1,1,2,3,5,0,0.5198709892
724108,3,2,6,1980,1,,1,2,5,100,100,2,1999,2,4,,12,20,15,,,,10,20,3,20,3,30,1,1,7,3,15,5,0,0,2,3,5,0,0.5198709892
724132,1,2,1,1966,1,,2,3,3,,,,,,1,,1,,17,,,,,20,3,20,3,44,3,2,1,1,17,3,1,1,3,3,5,0,1.1627662533
724132,2,1,7,1989,1,,1,2,3,,,,,,2,,12,20,9,,,,,20,3,20,3,21,1,1,7,3,9,5,0,1,3,3,5,0,1.1627662533
724132,3,2,7,1990,1,,1,2,3,,,,,,3,,17,,,,,,,20,3,20,3,20,1,1,7,3,,5,0,1,3,3,5,0,1.1627662533
724209,1,2,1,1967,1,,3,1,3,,,,,,1,,13,,,,,,,17,3,17,5,43,3,2,7,3,,5,0,0,1,3,4,0,1.4290741573
724209,2,1,2,1965,1,,2,1,2,,,,,,2,,1,,6,,,,,17,3,17,5,45,3,3,1,1,6,4,1,1,1,3,4,0,1.4290741573
724209,3,1,6,1990,1,,2,2,5,40,60,2,2009,2,3,,11,,,,,,2,17,3,17,5,20,1,1,7,3,,5,0,0,1,3,4,0,1.4290741573
724209,4,1,6,1996,1,,2,2,3,,,,,,4,,17,,,,,,,17,3,17,5,14,1,1,7,3,,5,0,0,1,3,4,0,1.4290741573
724209,5,2,6,1999,1,,2,2,2,,,,,,5,,17,,,,,,,17,3,17,5,11,1,1,7,3,,5,0,0,1,3,4,0,1.4290741573
724210,1,1,1,1946,1,,1,1,4,,,,,,1,,15,2,16,,,,,17,3,17,2,64,4,4,6,3,16,5,1,1,2,3,4,2,0.223047473
724210,2,2,2,1950,1,,2,1,4,,,,,,2,,1,,19,,,,,17,3,17,2,60,4,4,1,1,19,4,0,1,2,3,4,2,0.223047473
724211,1,2,1,1944,1,,5,4,2,,,,,,1,,15,8,1,,,,,17,3,17,1,66,5,5,6,3,1,5,1,1,1,3,4,0,1.308382801
724213,1,1,1,1970,1,,1,2,5,38,60,2,1990,2,1,,2,,3,,,,2,17,3,17,1,40,2,2,2,1,3,2,1,1,1,3,4,0,2.3463227382
724307,1,2,1,1952,1,,2,1,2,,,,,,1,,16,,,,,,,9,2,8,3,58,4,4,6,3,,5,0,1,3,1,2,2,0.4503001249
724307,2,1,2,1944,1,,2,1,2,,,,,,2,,15,1,3,,,,,8,1,8,3,66,5,5,6,3,3,5,0,1,3,1,2,2,0.4503001249
724307,3,2,6,1973,1,,2,2,3,,,,,,3,,1,,19,,,,,8,1,8,3,37,2,2,1,1,19,4,1,1,3,1,2,2,0.4503001249
724333,1,1,1,1950,1,,2,1,3,,,,,,1,,1,,3,,,,,8,1,8,2,60,4,4,1,1,3,2,1,1,1,1,2,2,0.399477719
724333,2,2,2,1952,1,,2,1,3,,,,,,2,,13,,,,,,,8,1,8,2,58,4,4,7,3,,5,0,0,1,1,2,2,0.399477719
724353,1,2,1,1984,1,,2,2,5,60,100,2,2003,2,1,,2,,3,,,,2,8,1,8,1,26,1,1,2,1,3,2,1,1,1,1,2,2,0.8861627509
724509,1,1,1,1946,1,,2,1,3,,,,,,1,,15,10,7,,,,,13,3,13,3,64,4,4,6,3,7,5,0,1,2,3,4,0,1.0304688739
724509,2,2,2,1954,1,,2,1,3,,,,,,2,,13,,,,,,,13,3,13,3,56,4,4,7,3,,5,0,0,2,3,4,0,1.0304688739
724509,3,2,6,1977,1,,2,2,7,106,110,2,2002,,3,,2,,3,,,6,2,13,3,13,3,33,2,1,2,1,3,2,1,1,2,3,4,0,1.0304688739
724523,1,1,1,1957,1,,2,2,5,41,60,2,1976,1,1,,12,1,14,,,,2,13,3,13,1,53,4,3,7,3,14,5,1,1,1,3,4,0,1.0649497298
724537,1,1,1,1949,1,,2,1,3,,,,,,1,,1,,3,,,,,13,3,13,3,61,4,4,1,1,3,2,0,1,2,3,4,0,1.1789675712
724537,2,2,2,1951,1,,2,1,5,49,60,2,1970,2,2,,15,3,16,,,,5,13,3,13,3,59,4,4,6,3,16,5,1,1,2,3,4,0,1.1789675712
724537,3,1,6,1975,1,,2,2,7,105,110,2,2002,,3,,11,,,,,8,3,13,3,13,3,35,2,2,7,3,,5,0,0,2,3,4,0,1.1789675712
724543,1,1,1,1988,1,,1,2,5,79,100,2,2007,1,4,,17,,,,,,3,13,3,13,4,22,1,1,7,3,,5,0,0,2,3,4,0,1.2191272148
724543,2,1,4,1952,1,,1,1,4,,,,,,1,,2,,17,,,,,13,3,13,4,58,4,4,2,1,17,3,1,1,2,3,4,0,1.2191272148
