NQUEST,NORD,INTPER,CASD,CASV,MOBD,MOBV,DISD,DISV,LIQD,LIQV,ACED,ACEV,ARED,AREV,APRD,APRV,ACOD,ACOV,AUSD,AUSV,AELD,AELV,AIPD,AIPV,BORSAD,BORSAV,RRD,RRV,ROD,ROV,ALIMD,ALIMV,ALTRED,ALTREV
676282,4,4,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,1,50,2,0,2,0
676819,2,1,2,0,2,0,1,3000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
676844,2,1,2,0,2,0,1,11000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
676944,2,1,2,0,2,0,2,0,2,0,2,0,1,5000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
676981,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,2000,2,0,2,0
677079,2,1,2,0,2,0,1,8100,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
677112,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,1,6000,2,0
677489,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,2,0,1,500,2,0,2,0
677548,1,1,2,0,2,0,2,0,2,0,1,3600,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
677772,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
677775,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,2,0
677775,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0,2,0
677964,1,1,2,0,1,7900,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
677973,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,3328
678098,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4680
678104,1,1,2,0,2,0,2,0,2,0,1,260,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
678132,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,250,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
678264,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,270,2,0,2,0,2,0,2,0,2,0,2,0,2,0
678284,2,1,2,0,2,0,2,0,2,0,1,4800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
680258,3,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
680498,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1100,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
680746,1,1,1,3750,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
680840,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
680840,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,800,2,0,2,0
680840,5,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1200,2,0,2,0
680880,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,700
680938,2,1,2,0,1,10000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
681158,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30000
681175,1,1,1,5970,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
681329,1,1,2,0,2,0,1,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
681329,3,1,2,0,2,0,2,0,2,0,1,2400,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
681329,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,1,500,2,0,2,0
681329,5,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,60,2,0,1,150,2,0,2,0
681368,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5000
681379,2,1,2,0,1,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
681387,1,1,2,0,2,0,1,1300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
681387,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,2,0,2,0,2,0,2,0,2,0,2,0
682121,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,210,2,0,2,0,2,0,2,0
682204,1,1,1,1000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
682298,3,1,2,0,2,0,2,0,2,0,2,0,2,0,1,960,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
682298,4,1,2,0,2,0,2,0,2,0,2,0,2,0,1,960,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
682298,5,1,2,0,2,0,2,0,2,0,2,0,2,0,1,960,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
682491,2,2,2,0,1,5800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
682625,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,190,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
682791,2,1,2,0,2,0,1,5000,1,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
683117,1,1,2,0,2,0,2,0,2,0,2,0,2,0,1,250,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
683143,3,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0
683143,4,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0
683446,1,1,2,0,1,4000,2,0,1,30000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
683671,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,800,2,0,2,0,2,0
683675,1,1,2,0,2,0,1,400,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
683737,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
683869,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,2,0,2,0,2,0
683896,3,1,2,0,2,0,1,6000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
683897,3,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,2,0,1,5000,2,0
683897,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
683897,5,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
683980,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
684005,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,6000,2,0,2,0,2,0,2,0,2,0,2,0,2,0
684064,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,12000,2,0,2,0,2,0
684213,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5000,1,1000,2,0,2,0
684456,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
684491,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,480,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
684557,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,12000
684642,1,1,1,9600,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
684642,3,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
684671,1,1,2,0,2,0,1,4400,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
684689,2,1,2,0,2,0,1,6000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
684886,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,1,1000,1,4800,2,0
684886,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,1,1000,2,0,2,0
684992,1,1,1,1000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685024,1,1,2,0,2,0,1,750,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685052,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,240,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685132,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,1,18000,2,0
685296,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,400,2,0,2,0,2,0,2,0
685323,1,1,2,0,2,0,2,0,2,0,2,0,1,450,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685368,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1800,2,0,2,0,2,0,2,0
685517,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1500,2,0,2,0
685528,2,1,1,5000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685537,3,1,2,0,2,0,1,6000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685542,1,1,1,750,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685560,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,2000
685591,1,1,1,7300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685591,2,1,1,3900,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685630,1,1,1,5000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685905,2,2,2,0,2,0,1,1600,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
685905,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4000,2,0,2,0,2,0,2,0
686006,2,1,1,400,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
686559,1,1,2,0,2,0,2,0,2,0,1,5000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
686571,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5000
686806,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0,2,0,2,0,2,0,2,0,1,300,2,0,2,0
687022,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
687165,2,1,2,0,2,0,2,0,2,0,2,0,1,3000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
687165,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,3500,2,0,2,0,2,0,2,0
687322,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,2400,2,0,2,0,2,0
687322,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,2,0,2,0,2,0,2,0,2,0
687327,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,2000
687327,3,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
687327,4,4,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
687508,1,1,1,1200,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
687683,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,460,2,0,2,0,2,0,2,0,2,0,2,0,2,0
687841,1,1,2,0,2,0,2,0,2,0,1,500,1,1500,2,0,1,650,2,0,2,0,1,750,2,0,2,0,2,0,2,0,2,0
687915,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,400,2,0,2,0,2,0
688009,1,1,1,600,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
688142,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1800,2,0
688159,1,1,2,0,2,0,2,0,2,0,1,600,2,0,2,0,1,1200,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
688159,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
688159,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,250,2,0,2,0
688159,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,2,0
688226,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0,2,0
688226,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
688226,6,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,2,0
688228,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,1,700,2,0,2,0
688228,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1500,1,1500,1,7000,1,800
688276,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
688276,2,1,2,0,2,0,2,0,2,0,2,0,2,0,1,700,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
700037,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,2400,2,0,2,0,2,0
700213,1,1,2,0,2,0,2,0,1,49000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
700235,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,4950,2,0
701059,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
701059,3,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
701240,2,1,2,0,2,0,1,3000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
701361,3,1,2,0,2,0,2,0,2,0,2,0,1,300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
701361,4,1,2,0,2,0,2,0,2,0,2,0,1,300,1,960,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
703830,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1200,2,0,2,0,2,0,2,0
704310,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,7000,2,0,2,0,1,7400
704702,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0
704702,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,350,2,0
705774,3,1,1,3000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
705821,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,7200,2,0,2,0,2,0
706234,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,400,2,0,2,0
706501,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
706973,2,1,2,0,2,0,1,300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
707106,1,1,2,0,2,0,2,0,2,0,1,6000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,6000,2,0,2,0,2,0
709426,3,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1500
709442,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,12000
709947,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,3600,2,0,2,0,2,0,2,0,2,0,2,0,2,0
709953,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5000,2,0,2,0,2,0
710247,1,1,1,8100,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
710413,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50000
710844,1,1,2,0,1,11000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
711312,1,1,1,2500,2,0,2,0,1,15000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
711417,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1400
711832,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,3300
712244,2,1,2,0,2,0,2,0,1,1000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
712525,3,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,150,2,0,1,100,2,0,2,0
712964,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
712964,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
712965,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,450,2,0,2,0,2,0,2,0,2,0,1,1500,2,0,2,0
713222,2,2,2,0,2,0,1,6000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
713247,1,1,2,0,2,0,1,2500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
713359,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0
713359,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0
713844,1,1,2,0,2,0,2,0,2,0,2,0,1,1900,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0
714265,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
714602,1,1,2,0,2,0,1,4000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
715014,2,1,1,1200,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
715065,1,1,2,0,2,0,2,0,1,4000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,400
715065,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,400
715500,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,2000,1,6000,2,0
715565,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1200,2,0,2,0
716305,2,2,2,0,2,0,2,0,2,0,1,9120,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
717316,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,3600,1,500,2,0,2,0
717316,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
717316,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1500,2,0,2,0
717317,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,130,2,0,1,500,2,0,2,0
717317,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,130,2,0,1,600,2,0,2,0
718645,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1600
718674,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20000,2,0,2,0,2,0,2,0
719613,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,6000,2,0,2,0,2,0
719656,1,1,1,7000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
719840,1,1,1,9000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
719840,4,1,2,0,2,0,2,0,2,0,1,1500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
720404,2,2,2,0,2,0,2,0,1,300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
720416,3,1,2,0,2,0,1,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
720503,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0
721521,4,4,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,548,2,0,2,0,2,0,2,0
722608,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
722807,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0,2,0
722853,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,10000,2,0,2,0,2,0
722853,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1000,2,0,2,0
723207,1,1,2,0,2,0,1,1500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
723207,2,1,2,0,2,0,1,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
724132,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,1,2100,2,0
724132,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,1,100,1,2100,2,0
724132,3,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,1,100,1,2100,2,0
724523,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,840,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,800
725619,2,1,2,0,2,0,1,800,1,2000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,1,300,2,0,2,0
725619,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,1,150,2,0,2,0
725619,4,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,1,600,2,0,2,0
725643,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,2,0,2,0
725726,1,1,2,0,2,0,1,4900,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
