NQUEST,Y,CN,CD1,CD2,CD,C,S
685742,15536.988495,13800,0,0,0,13800,1736.988495
685747,26015.69885,24850,0,0,0,24850,1165.6988495
685769,15957.996165,14400,0,0,0,14400,1557.996165
685780,67585.307283,50400,0,0,0,50400,17185.307283
685793,19831.324513,21000,0,500,500,21500,-1668.675487
685805,15987.004572,15600,0,0,0,15600,387.00457193
685812,29231.660275,26400,0,0,0,26400,2831.660275
685816,19341.660275,17500,0,100,100,17600,1741.660275
685836,78173.825512,64000,25000,0,25000,89000,-10826.17449
685854,44789.217498,21600,0,0,0,21600,23189.217498
685873,33637.99233,27600,0,0,0,27600,6037.99233
685874,11310,12240,0,0,0,12240,-930
685890,31000,18000,0,0,0,18000,13000
685891,23825.928399,28800,0,0,0,28800,-4974.071601
685895,24188.64877,20500,0,0,0,20500,3688.64877
685902,62500,34800,7000,0,7000,41800,20700
685903,18400,17400,0,1000,1000,18400,0
685905,40131.720563,30600,0,1500,1500,32100,8031.7205626
685906,23099.008468,20400,0,3000,3000,23400,-300.9915318
685908,16630.615165,16200,0,0,0,16200,430.61516534
685930,40028.609718,26400,0,0,0,26400,13628.609718
685931,18281.660275,21166,0,200,200,21366,-3084.339725
685942,25938.204719,24000,0,0,0,24000,1938.2047194
685956,67896.221333,32400,0,0,0,32400,35496.221333
685965,18200,12600,0,1000,1000,13600,4600
685969,14331.660275,14040,0,0,0,14040,291.66027502
685970,22800,15000,0,0,0,15000,7800
686006,37260.352479,24500,0,0,0,24500,12760.352479
686009,46113.996108,24000,0,0,0,24000,22113.996108
686014,20437.612785,16800,0,0,0,16800,3637.6127851
686019,43307.093486,28800,0,400,400,29200,14107.093486
686032,67672.114029,39900,0,0,0,39900,27772.114029
686073,25630,24000,0,0,0,24000,1630
686091,32311.375521,25800,2600,0,2600,28400,3911.3755206
686092,27728.821583,18000,0,2000,2000,20000,7728.821583
686094,28280.45417,16200,0,0,0,16200,12080.45417
686103,33794.980825,38400,0,0,0,38400,-4605.019175
686133,34634.857884,24000,0,0,0,24000,10634.857884
686134,59617.910937,27600,18000,0,18000,45600,14017.910937
686135,25976.622995,15600,0,300,300,15900,10076.622995
686172,165422.20635,69600,0,300,300,69900,95522.206346
686173,70437.52075,24000,0,0,0,24000,46437.52075
686178,29566.667437,21900,0,0,0,21900,7666.6674369
686183,19100,20400,0,200,200,20600,-1500
686184,12801.66411,11400,0,0,0,11400,1401.66411
686185,31358.256558,22200,0,0,0,22200,9158.2565577
686190,32167.086988,16800,0,0,0,16800,15367.086988
686233,20759.058755,15600,0,0,0,15600,5159.058755
686234,28253.351085,19200,0,0,0,19200,9053.3510847
686235,20972.848511,20400,0,0,0,20400,572.84851061
686237,19007.818152,18000,0,0,0,18000,1007.8181519
686253,11000,13800,0,0,0,13800,-2800
686259,33794.001202,22800,0,600,600,23400,10394.001202
686286,22338.55037,13200,0,0,0,13200,9138.5503701
686289,25263.559892,16230,0,0,0,16230,9033.5598915
686293,7850,7850,0,0,0,7850,0
686304,61027.243261,31800,0,2000,2000,33800,27227.243261
686314,23676.617866,21600,0,0,0,21600,2076.6178655
686318,12000,24000,0,0,0,24000,-12000
686325,30426.599772,28800,0,0,0,28800,1626.5997724
686373,14000,15000,0,0,0,15000,-1000
686374,13018.996165,9600,0,0,0,9600,3418.996165
686391,37552.189338,31200,12600,0,12600,43800,-6247.810662
686397,30058.229002,24000,0,0,0,24000,6058.2290025
686423,28411.521278,30000,0,0,0,30000,-1588.478722
686429,13915.6411,13800,0,0,0,13800,115.64110007
686433,19750,20400,0,1000,1000,21400,-1650
686492,40031.660275,26400,0,0,0,26400,13631.660275
686494,49467.148951,33000,0,1400,1400,34400,15067.148951
686495,22309.344469,18000,0,0,0,18000,4309.3444693
686500,33419.136129,37200,0,0,0,37200,-3780.863871
686501,20514.574009,14400,0,0,0,14400,6114.5740093
686508,7150,6300,0,0,0,6300,850
686522,12000,10200,0,0,0,10200,1800
686528,34009.498083,29040,0,1300,1300,30340,3669.4980825
686534,13000,15000,0,0,0,15000,-2000
686538,19635.39199,19200,0,650,650,19850,-214.6080101
686543,63465.348674,52800,0,0,0,52800,10665.348674
686558,25057.347091,19800,0,0,0,19800,5257.347091
686559,28270.224404,28800,0,500,500,29300,-1029.775596
686571,25005.32822,13200,0,0,0,13200,11805.32822
686579,12210,11400,0,0,0,11400,810
686601,10490,9960,0,0,0,9960,530
686602,21600,18000,0,0,0,18000,3600
686634,31010.159254,24000,3500,0,3500,27500,3510.1592539
686645,27110.226294,15840,0,0,0,15840,11270.226294
686657,47212.553388,38100,0,0,0,38100,9112.5533875
686658,13350,9600,0,0,0,9600,3750
686661,46493.24385,28200,0,0,0,28200,18293.24385
686694,15300,14400,0,2000,2000,16400,-1100
686713,22448.882925,20520,0,975,975,21495,953.88292488
686714,21018.115987,15000,3000,0,3000,18000,3018.1159868
686715,30025.620403,24060,5500,700,6200,30260,-234.3795973
686717,25519.941432,18000,0,0,0,18000,7519.9414322
686730,50031.660275,31200,0,0,0,31200,18831.660275
686741,24345.417659,13200,0,0,0,13200,11145.417659
686742,32243.236481,22800,0,0,0,22800,9443.2364812
686744,17238.607114,12000,0,0,0,12000,5238.6071144
686747,14531.417231,10800,0,0,0,10800,3731.4172305
686748,16532.329727,12600,0,0,0,12600,3932.329727
686750,15532.283521,12600,0,0,0,12600,2932.2835206
686757,49594.980825,32400,0,2000,2000,34400,15194.980825
686760,17320,6000,0,0,0,6000,11320
686763,30239.269,43000,0,0,0,43000,-12760.731
686806,3540,3708,0,0,0,3708,-168
686810,10408.237104,9600,0,0,0,9600,808.23710448
686829,13190,12000,0,0,0,12000,1190
686831,10960,12000,0,0,0,12000,-1040
686862,33165.437341,18000,0,0,0,18000,15165.437341
686863,13717.138426,12600,0,0,0,12600,1117.1384261
686866,15278.403371,13200,0,0,0,13200,2078.4033714
686870,10200,9600,0,0,0,9600,600
686887,20770.566639,19800,0,0,0,19800,970.5666393
686893,13790,12600,0,0,0,12600,1190
686898,10980,10200,0,0,0,10200,780
686911,15647.976406,12336,0,0,0,12336,3311.9764058
686913,15178.323231,13425,0,0,0,13425,1753.3232308
686920,17560.601632,14400,0,0,0,14400,3160.6016325
686940,51218.988472,45500,0,1000,1000,46500,4718.9884721
686954,26845.070522,19200,0,0,0,19200,7645.0705223
686979,7800,7680,0,500,500,8180,-380
686991,22561.420737,15600,0,0,0,15600,6961.4207369
686992,24114.561058,18000,0,0,0,18000,6114.5610575
686993,29697.223072,22800,0,1000,1000,23800,5897.2230716
686995,24215.342121,19200,0,700,700,19900,4315.3421214
686996,27467.114445,19200,0,600,600,19800,7667.114445
687000,22326.905994,18000,0,0,0,18000,4326.9059941
687005,16935.198683,17400,0,0,0,17400,-464.8013173
687007,20895.737444,16800,0,0,0,16800,4095.7374438
687012,21463.400391,39600,0,500,500,40100,-18636.59961
687018,25590.606502,22200,0,0,0,22200,3390.6065021
687021,33091.648146,24000,0,650,650,24650,8441.6481458
687022,40372.570129,20984.403151,0,700,700,21684.403151,18688.166978
687024,90765.858193,64800,0,2000,2000,66800,23965.858193
687030,38334.959866,24000,0,0,0,24000,14334.959866
687033,13900,13200,0,0,0,13200,700
687039,30350.815624,24000,0,1250,1250,25250,5100.8156243
687043,21750,17400,0,500,500,17900,3850
687056,37075.799458,25100,0,0,0,25100,11975.799458
687063,30899.505696,21600,0,0,0,21600,9299.5056963
687070,36827.011443,24000,0,0,0,24000,12827.011443
687075,15070.329135,10800,0,300,300,11100,3970.3291353
687076,47242.365529,32200,20000,300,20300,52500,-5257.634471
687089,14314.563727,13800,0,0,0,13800,514.56372651
687099,49302.790152,32400,0,800,800,33200,16102.790152
687104,20174.704972,19200,0,620,620,19820,354.70497185
687108,35495.32822,21000,0,1200,1200,22200,13295.32822
687112,36031.660275,25200,0,2000,2000,27200,8831.660275
687132,24743.416535,19200,0,1200,1200,20400,4343.4165354
687134,37405.844039,28200,0,0,0,28200,9205.8440389
687135,24911.184376,22800,0,2000,2000,24800,111.18437599
687147,31352.332529,25200,0,1050,1050,26250,5102.3325288
687148,49991.165971,26400,0,1250,1250,27650,22341.165971
687157,5741,5400,0,0,0,5400,341
687164,31707.268471,20500,0,1500,1500,22000,9707.268471
687165,31042.314446,22200,0,1300,1300,23500,7542.3144458
687168,21697.373305,16650,12000,700,12700,29350,-7652.626695
687174,57830.238574,49200,0,0,0,49200,8630.2385737
687188,26737.348499,19200,0,0,0,19200,7537.3484993
687189,35446.717796,16800,0,0,0,16800,18646.717796
687213,33685.495569,20400,0,0,0,20400,13285.495569
687218,37004.400642,11640,0,0,0,11640,25364.400642
687223,21612.66411,28800,0,500,500,29300,-7687.33589
687248,29775.435554,16431.805959,0,0,0,16431.805959,13343.629595
687250,79637.980867,57400,0,1000,1000,58400,21237.980867
687256,32026.620141,20400,0,0,0,20400,11626.620141
687263,26365.225085,21000,8100,800,8900,29900,-3534.774915
687281,33304.079329,30000,0,0,0,30000,3304.079329
687287,38083.441471,28800,0,3000,3000,31800,6283.4414713
687291,33403.599326,19800,11000,1500,12500,32300,1103.599326
687303,15450.394036,13200,0,0,0,13200,2250.3940357
687304,25870.657115,20400,0,0,0,20400,5470.6571155
687305,27448.681875,14400,0,0,0,14400,13048.681875
687321,36289.600437,30000,0,15000,15000,45000,-8710.399563
687322,14465.385754,10956,0,200,200,11156,3309.3857543
687324,19298.741189,18000,0,1500,1500,19500,-201.2588109
687327,56260.186402,38400,0,600,600,39000,17260.186402
687328,29559.308337,19200,0,1200,1200,20400,9159.308337
687336,16046.389645,18000,0,0,0,18000,-1953.610355
687353,35948.365832,22800,2000,200,2200,25000,10948.365832
687356,15314.906601,12000,0,300,300,12300,3014.9066011
687361,14908.301375,13200,0,0,0,13200,1708.3013751
687383,16508.266307,20400,0,0,0,20400,-3891.733693
687404,86996.127365,42000,0,1500,1500,43500,43496.127365
687417,18469.652605,15000,0,150,150,15150,3319.652605
687462,22568.013576,15600,0,0,0,15600,6968.0135759
687463,32703.822388,19200,0,0,0,19200,13503.822388
687471,23069.012953,18000,0,2300,2300,20300,2769.0129531
687491,16581.762505,14400,0,0,0,14400,2181.7625049
687497,54101.349435,34800,3000,2300,5300,40100,14001.349435
687508,32225.32822,20400,0,0,0,20400,11825.32822
687512,22697.384711,16200,0,0,0,16200,6497.3847114
687556,20158.688562,18000,0,0,0,18000,2158.6885623
687564,3000,3636,0,4000,4000,7636,-4636
687569,65352.375267,43900,0,2000,2000,45900,19452.375267
687576,41263.32055,37200,0,2000,2000,39200,2063.32055
687582,102495.76828,50400,0,120,120,50520,51975.768278
687600,33450.666723,22800,0,0,0,22800,10650.666723
687630,9360,7452,0,0,0,7452,1908
687644,12631.660275,12000,0,0,0,12000,631.66027502
687683,13733.32822,18600,0,0,0,18600,-4866.67178
687685,49740.61809,26400,0,0,0,26400,23340.61809
687699,54498.779777,43794.348462,0,4000,4000,47794.348462,6704.4313151
687831,11400,10200,0,0,0,10200,1200
687833,9012.5110023,9000,0,0,0,9000,12.511002252
687841,9180,6000,0,0,0,6000,3180
687845,13440.444684,12600,0,0,0,12600,840.44468392
687846,20622.120782,12000,0,0,0,12000,8622.1207823
687847,23496.836159,15600,0,0,0,15600,7896.8361589
687849,9160,8640,0,0,0,8640,520
687851,18259.755775,16200,0,0,0,16200,2059.7557747
687876,12386.660053,13080,0,0,0,13080,-693.3399469
687878,13005.727699,12000,0,0,0,12000,1005.7276988
687882,42400,24000,0,0,0,24000,18400
687883,12000,16800,0,0,0,16800,-4800
687888,62512.688215,25200,0,0,0,25200,37312.688215
687892,22478.727283,16800,0,0,0,16800,5678.7272832
687893,28385.736869,18000,0,0,0,18000,10385.736869
687894,38405.567431,21300,0,0,0,21300,17105.567431
687897,33745.622119,20200,0,0,0,20200,13545.622119
687900,15668.919476,13800,0,200,200,14000,1668.9194759
687915,14110.795398,11400,0,0,0,11400,2710.795398
687916,28394.980825,23400,0,800,800,24200,4194.9808251
687917,32715.830138,13560,0,0,0,13560,19155.830138
687933,15625.914151,14400,0,0,0,14400,1225.9141514
687934,3000,9480,0,0,0,9480,-6480
687938,6840,6168,0,0,0,6168,672
687939,14178.110199,18000,0,0,0,18000,-3821.889801
687953,40423.31863,24596.075369,6000,1600,7600,32196.075369,8227.2432607
687961,38044.1191,25200,0,250,250,25450,12594.1191
687971,24498.38134,16740,11270,0,11270,28010,-3511.61866
687981,56300,28800,0,0,0,28800,27500
687986,10000,11100,1000,4000,5000,16100,-6100
687987,12000,15600,0,0,0,15600,-3600
687988,12012.66411,10200,0,0,0,10200,1812.66411
687990,52362.453397,21600,0,0,0,21600,30762.453397
687992,41387.647938,28200,0,500,500,28700,12687.647938
687993,27245.3367,23400,0,1000,1000,24400,2845.3367004
688003,33562.914394,16800,0,0,0,16800,16762.914394
688009,4800,10800,0,0,0,10800,-6000
688018,71910.49156,54000,0,0,0,54000,17910.49156
688022,21741.660275,14400,0,500,500,14900,6841.660275
688086,60388.64877,28800,0,0,0,28800,31588.64877
688089,30675.29261,20400,14000,40000,54000,74400,-43724.70739
688097,26416.377698,18000,0,0,0,18000,8416.3776984
688104,18319.639943,13200,0,0,0,13200,5119.6399432
688111,24916.960055,18800,20000,0,20000,38800,-13883.03994
688123,45470,19200,0,0,0,19200,26270
688127,40253.822468,31200,0,0,0,31200,9053.8224675
688128,21200,19200,0,0,0,19200,2000
688139,23011.772997,22800,0,5000,5000,27800,-4788.227003
688142,15806.332055,14400,12000,500,12500,26900,-11093.66794
688149,27739.948675,26400,0,0,0,26400,1339.9486752
688157,3019.6293705,15000,0,0,0,15000,-11980.37063
688159,1800,17400,0,350,350,17750,-15950
688162,28163.32055,19200,0,0,0,19200,8963.32055
688172,52266.60275,40800,0,0,0,40800,11466.60275
688179,47896.558558,36000,600,500,1100,37100,10796.558558
688194,83950.779524,59040,0,1000,1000,60040,23910.779524
688204,36224.061809,15000,0,100,100,15100,21124.061809
688210,25517.476244,18400,0,0,0,18400,7117.476244
688212,26750,24000,0,0,0,24000,2750
688214,31742.849694,13200,0,0,0,13200,18542.849694
688219,292258.71603,184000,0,2000,2000,186000,106258.71603
688226,13150,12600,-3000,0,-3000,9600,3550
688228,19900,22800,0,0,0,22800,-2900
688231,42216.174834,23735,0,600,600,24335,17881.174834
688233,14447.293194,11160,0,300,300,11460,2987.293194
688250,15000,16200,0,0,0,16200,-1200
688264,33410.790961,19200,0,0,0,19200,14210.790961
688275,20507.277327,18000,0,0,0,18000,2507.277327
688276,5703.8370155,9900,0,0,0,9900,-4196.162985
688277,74690.713192,35300,0,0,0,35300,39390.713192
688287,44181.553914,42400,0,0,0,42400,1781.5539135
688296,42210.643729,26400,0,1600,1600,28000,14210.643729
688323,42371.359969,13200,0,400,400,13600,28771.359969
688338,16018.996165,12600,0,0,0,12600,3418.996165
688344,16812.100457,15600,0,0,0,15600,1212.1004572
688360,60819.569682,39120,0,1340,1340,40460,20359.569682
688385,41109.353484,19800,35000,2500,37500,57300,-16190.64652
688390,60278.49613,38100,10000,500,10500,48600,11678.49613
700037,13100,10200,0,0,0,10200,2900
700073,8788,7824,0,0,0,7824,964
700201,52721.660275,28300,9000,0,9000,37300,15421.660275
700213,38993.75568,28200,0,2300,2300,30500,8493.7556796
700221,20905.735294,17400,0,350,350,17750,3155.7352941
700234,26512.122799,22560,0,550,550,23110,3402.1227991
700235,27090.726994,26400,0,4500,4500,30900,-3809.273006
700403,81756.609079,48000,0,1250,1250,49250,32506.609079
700410,38349.094462,24000,13000,0,13000,37000,1349.0944616
700531,28628.494248,20300,0,2500,2500,22800,5828.4942475
700622,36144.688032,25800,0,2400,2400,28200,7944.6880324
700624,27225.32822,22800,0,0,0,22800,4425.32822
700643,31420.792073,20400,0,0,0,20400,11020.792073
700651,16202.450053,18000,0,610,610,18610,-2407.549947
700714,20010.154137,20160,0,0,0,20160,-149.8458635
700715,21249.938549,18600,0,300,300,18900,2349.9385487
700719,18000,19020,0,0,0,19020,-1020
700729,20737.89624,18024,0,290,290,18314,2423.8962397
700730,16626.501835,15000,0,0,0,15000,1626.5018353
700738,21783.18094,19200,0,0,0,19200,2583.1809399
700740,23312.66411,21600,0,0,0,21600,1712.66411
700752,41217.838675,25200,0,0,0,25200,16017.838675
700818,17220.919016,15600,0,1780,1780,17380,-159.080984
700839,9994.477074,9360,0,0,0,9360,634.47707401
700913,29634.793066,21600,0,1200,1200,22800,6834.7930661
700950,54207.834391,32400,0,5000,5000,37400,16807.834391
701002,16835.779317,16800,0,0,0,16800,35.779316512
701012,30058.987453,27600,0,0,0,27600,2458.9874532
701035,11079.039918,16610,5000,0,5000,21610,-10530.96008
701037,8409.1629031,10800,0,0,0,10800,-2390.837097
701059,37008.62554,28200,0,4000,4000,32200,4808.6255396
701105,15460,13200,0,0,0,13200,2260
701111,21518.874956,19200,0,0,0,19200,2318.8749555
701229,13086.6411,10560,0,0,0,10560,2526.6411001
701240,12769.505917,16560,0,0,0,16560,-3790.494083
701324,73545.590796,31200,0,800,800,32000,41545.590796
701361,48905.699158,19800,0,400,400,20200,28705.699158
701401,12750,9120,0,0,0,9120,3630
701514,30022.162193,22800,0,0,0,22800,7222.1621925
701527,5400,9240,0,0,0,9240,-3840
701531,4800,10800,0,0,0,10800,-6000
701536,19223.332055,14400,0,1120,1120,15520,3703.332055
701553,19798.390169,16144,0,499,499,16643,3155.3901686
701579,86131.323956,50600,0,12000,12000,62600,23531.323956
701604,44025.32822,39600,-3000,0,-3000,36600,7425.32822
701620,16031.660275,13800,0,300,300,14100,1931.660275
701638,40638.64877,20400,0,300,300,20700,19938.64877
701647,22758.486578,20400,0,500,500,20900,1858.4865775
701653,16582.162193,14400,0,1700,1700,16100,482.16219251
701727,18168.54408,15000,0,0,0,15000,3168.5440803
701800,39318.996165,30000,30000,0,30000,60000,-20681.00383
701809,76063.32055,50400,0,0,0,50400,25663.32055
702150,38008.188142,19200,0,0,0,19200,18808.188142
702428,25000,24000,0,0,0,24000,1000
702432,25183.810553,24600,0,1700,1700,26300,-1116.189447
702613,94467.277313,45600,0,0,0,45600,48867.277313
702643,13919.6345,16800,0,0,0,16800,-2880.3655
702656,182468.77773,102000,0,0,0,102000,80468.777725
702723,13969.77363,11500,0,2000,2000,13500,469.77362998
702771,8067.32822,7200,0,0,0,7200,867.32822001
702827,47869.953668,26400,0,0,0,26400,21469.953668
702853,33567.114445,21000,0,0,0,21000,12567.114445
703258,44449.309033,37200,0,1000,1000,38200,6249.309033
703808,58251.559375,37000,0,0,0,37000,21251.559375
703830,45692.938324,24000,0,0,0,24000,21692.938324
703837,20218.263025,18000,0,0,0,18000,2218.2630252
703917,10530,10044,0,0,0,10044,486
704018,10400,9600,0,0,0,9600,800
704118,32035.296454,28200,0,0,0,28200,3835.2964538
704132,29276.899136,15600,0,0,0,15600,13676.899136
704160,33802.643591,42000,0,0,0,42000,-8197.356409
704305,18890.912887,15000,0,0,0,15000,3890.9128868
704310,20456.835754,20400,0,0,0,20400,56.835753519
704345,54531.660275,28800,0,0,0,28800,25731.660275
704365,44063.508666,30000,8000,600,8600,38600,5463.5086657
704372,43966.317165,26160,0,490,490,26650,17316.317165
704516,31538.758666,20400,0,800,800,21200,10338.758666
704670,35711.402644,22200,0,0,0,22200,13511.402644
704702,10050,21600,0,0,0,21600,-11550
704743,59827.99233,44400,0,0,0,44400,15427.99233
704752,74600,48600,0,0,0,48600,26000
704766,7540,13200,0,480,480,13680,-6140
704806,31031.660275,30000,0,0,0,30000,1031.660275
704825,16388.996165,14400,0,0,0,14400,1988.996165
704832,23689.250931,20484,0,7000,7000,27484,-3794.749069
704836,22599.299591,15600,0,0,0,15600,6999.2995913
704900,40569.429006,39600,0,600,600,40200,369.42900555
704911,32247.640944,26400,0,0,0,26400,5847.6409439
704927,21103.166028,17100,0,0,0,17100,4003.1660275
705115,34847.560116,26400,0,0,0,26400,8447.5601161
705116,24015.830138,24600,0,4000,4000,28600,-4584.169862
705124,21569.830138,8160,0,0,0,8160,13409.830138
705140,60045.590796,48000,0,3000,3000,51000,9045.590796
705176,25438.038799,20400,0,860,860,21260,4178.0387991
705205,33031.660275,25200,0,0,0,25200,7831.660275
705210,17705.87529,18720,0,0,0,18720,-1014.12471
705215,18661.93251,17520,0,320,320,17840,821.93251049
705222,13384.302605,12600,0,0,0,12600,784.30260475
705238,30648.494762,21120,0,0,0,21120,9528.494762
705244,37924.798369,28800,0,650,650,29450,8474.7983695
705513,18768.263025,13200,0,0,0,13200,5568.2630252
705637,34699.808251,20400,0,0,0,20400,14299.808251
705774,27781.57498,24100,0,300,300,24400,3381.57498
705777,32580,30000,0,0,0,30000,2580
705821,7200,14400,0,0,0,14400,-7200
705976,83766.4877,76200,0,0,0,76200,7566.4877005
706104,63686.443212,57600,0,0,0,57600,6086.4432122
706224,17000,19560,0,0,0,19560,-2560
706234,17650,14400,0,0,0,14400,3250
706258,74212.896455,50400,0,0,0,50400,23812.896455
706325,7474.2883325,12960,0,0,0,12960,-5485.711667
706327,7540,9600,0,0,0,9600,-2060
706329,7150,15000,0,0,0,15000,-7850
706336,17560,25200,0,0,0,25200,-7640
706339,7300,13200,0,400,400,13600,-6300
706407,43299.285201,43200,0,30,30,43230,69.285201338
706422,26369.315333,16800,14500,0,14500,31300,-4930.684667
706436,34800,25200,0,0,0,25200,9600
706448,36161.964129,24600,0,0,0,24600,11561.964129
706456,98063.97699,43200,0,0,0,43200,54863.97699
706460,21316.530331,13200,0,1000,1000,14200,7116.5303307
706501,19877.434443,20940,10000,0,10000,30940,-11062.56556
706522,27111.531459,13200,0,0,0,13200,13911.531459
706524,32374.351977,23880,0,550,550,24430,7944.3519772
706539,15954.228846,16980,0,658,658,17638,-1683.771154
706552,26237.99233,18240,0,800,800,19040,7197.99233
706628,33507.084221,18000,0,0,0,18000,15507.084221
706629,39981.660275,23400,0,0,0,23400,16581.660275
706634,66181.989322,42000,15000,2000,17000,59000,7181.9893221
706649,48198.037016,31200,20000,0,20000,51200,-3001.962984
706656,9100,13200,0,0,0,13200,-4100
706727,104443.20649,75600,0,0,0,75600,28843.206494
706822,60789.96165,25800,0,0,0,25800,34989.96165
706832,66329.9233,54350,1500,500,2000,56350,9979.9233002
706900,29212.66411,22800,0,0,0,22800,6412.66411
706921,12809.861003,14400,0,0,0,14400,-1590.138997
706926,43094.980825,24000,0,0,0,24000,19094.980825
706973,30386.115948,24000,0,0,0,24000,6386.115948
707041,13402.711644,12600,0,430,430,13030,372.7116437
707104,16508.32055,16620,0,1600,1600,18220,-1711.67945
707106,25954.432439,24800,0,0,0,24800,1154.4324385
707130,33153.57409,28600,0,300,300,28900,4253.5740903
707232,38254.366887,31000,0,0,0,31000,7254.3668868
707253,24661.399701,24000,0,0,0,24000,661.39970096
707307,35968.981782,18800,11900,0,11900,30700,5268.9817822
707312,58893.90029,35400,0,0,0,35400,23493.90029
707344,15995.954318,14720,0,0,0,14720,1275.9543183
707509,44024.007133,34800,0,1000,1000,35800,8224.0071328
707523,17235.871738,15600,0,0,0,15600,1635.8717382
707537,18210.945664,16800,0,0,0,16800,1410.9456637
707541,14303.987653,16992,0,2000,2000,18992,-4688.012347
707554,38484.950573,30800,0,780,780,31580,6904.950573
707601,35636.140264,39000,0,0,0,39000,-3363.859736
707646,16600,8400,0,0,0,8400,8200
707663,52647.506619,25200,0,500,500,25700,26947.506619
707771,12480,10896,0,0,0,10896,1584
707811,28195.065644,26400,0,0,0,26400,1795.065644
707857,34742.133965,30000,0,2000,2000,32000,2742.1339651
707900,27658.996165,21600,0,0,0,21600,6058.996165
707916,34189.96165,26400,0,0,0,26400,7789.9616501
707938,31075.98466,24000,0,2000,2000,26000,5075.98466
707961,19831.660275,16800,0,0,0,16800,3031.660275
707963,86500.386235,49200,0,3000,3000,52200,34300.386235
708009,168041.20592,79450,0,3000,3000,82450,85591.205923
708023,27510.49935,20400,0,0,0,20400,7110.4993501
708030,52243.130558,42000,0,0,0,42000,10243.130558
708043,30441.521278,31200,0,500,500,31700,-1258.478722
708044,146244.32439,42000,0,0,0,42000,104244.32439
708090,20699.444275,21600,0,0,0,21600,-900.5557251
708219,47400,38400,0,0,0,38400,9000
708447,34221.186807,26400,0,0,0,26400,7821.1868072
708521,102272.25062,67800,9500,0,9500,77300,24972.250616
708522,18018.996165,14400,0,60,60,14460,3558.996165
708700,33527.760292,24000,0,0,0,24000,9527.7602921
708747,23556.987255,21600,0,0,0,21600,1956.9872546
709002,27219.352186,22800,0,1000,1000,23800,3419.3521857
709310,13981.262576,12600,0,0,0,12600,1381.262576
709407,5007.598466,9600,0,0,0,9600,-4592.401534
709420,49131.660275,24200,0,1500,1500,25700,23431.660275
709421,22168.486437,19200,0,8300,8300,27500,-5331.513563
709422,15606.332055,23640,0,200,200,23840,-8233.667945
709423,28361.149974,20400,0,0,0,20400,7961.149974
709426,77437.99233,46400,0,11000,11000,57400,20037.99233
709438,30633.246014,22800,0,1000,1000,23800,6833.2460138
709442,40912.450789,31200,13500,1000,14500,45700,-4787.549211
709449,77864.713071,36000,500,5000,5500,41500,36364.713071
709460,20471.667503,16800,0,200,200,17000,3471.6675032
709464,47871.497956,28800,20000,1000,21000,49800,-1928.502044
709470,30663.32055,24000,0,0,0,24000,6663.32055
709504,26879.161138,18000,0,2500,2500,20500,6379.1611378
709508,22874.687007,15600,0,2000,2000,17600,5274.6870075
709519,17267.727085,16980,0,1000,1000,17980,-712.272915
709520,19866.501834,12000,0,600,600,12600,7266.5018342
709524,42228.517089,19200,11000,1000,12000,31200,11028.517089
709553,24118.175827,15600,0,600,600,16200,7918.1758271
709803,52828.43656,28800,0,0,0,28800,24028.43656
709830,66761.198663,20400,0,0,0,20400,46361.198663
709947,14198.251287,10800,0,0,0,10800,3398.2512874
709950,52763.32055,35600,12000,0,12000,47600,5163.32055
709953,25437.99233,19800,0,2000,2000,21800,3637.99233
710026,37145.31288,24000,14000,0,14000,38000,-854.6871199
710064,148724.06479,77400,0,10000,10000,87400,61324.064787
710165,6871.332055,12600,0,1000,1000,13600,-6728.667945
710170,65563.32055,26400,0,0,0,26400,39163.32055
710247,30737.975136,19800,0,0,0,19800,10937.975136
710303,43175.98466,30000,0,600,600,30600,12575.98466
710308,14581.660275,13200,0,0,0,13200,1381.660275
710413,52767.778797,22800,0,1400,1400,24200,28567.778797
710415,27390.458833,26520,0,1500,1500,28020,-629.5411671
710440,24207.608749,16140,6000,0,6000,22140,2067.6087488
710507,37100,24000,0,0,0,24000,13100
710547,19560.728829,20700,0,250,250,20950,-1389.271171
710556,24981.660275,23400,0,0,0,23400,1581.660275
710606,28680.926044,22800,0,0,0,22800,5880.926044
710624,42659.609524,38400,14000,0,14000,52400,-9740.390476
710844,28092.232508,22800,0,4000,4000,26800,1292.2325075
710872,23941.563843,18950,8000,0,8000,26950,-3008.436157
710905,7300,7680,0,800,800,8480,-1180
710944,45000,39600,0,0,0,39600,5400
711014,31116.982901,20400,0,1500,1500,21900,9216.9829011
711022,39151.660275,21600,0,0,0,21600,17551.660275
711024,47344.105418,34000,0,960,960,34960,12384.105418
711107,64394.399141,26400,0,0,0,26400,37994.399141
711111,17858.301375,16800,0,0,0,16800,1058.3013751
711112,37518.996165,33600,0,0,0,33600,3918.996165
711153,44772.406959,27600,0,0,0,27600,17172.406959
711312,56888.309153,46200.332732,0,0,0,46200.332732,10687.976421
711402,23894.960061,21600,0,0,0,21600,2294.9600609
711417,17223.510574,18240,0,2700,2700,20940,-3716.489426
711432,60012.006745,42000,0,1000,1000,43000,17012.006745
711434,21631.660275,16800,0,1500,1500,18300,3331.660275
711467,22451.634274,20640,0,2900,2900,23540,-1088.365726
711479,23025.32822,14400,0,3000,3000,17400,5625.32822
711528,33106.709399,23640,0,960,960,24600,8506.7093995
