NQUEST,ANABIT,GODABIT,UNIPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS,IMPACQ,FITTONOP,TFITTONOP,TFITTO,TIPOAFF,DFITTOM,TFITTOM,PROPRIET,TFITIMP,UBIC1,SUPAB,ANCOSTR,BAGNI,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,MANSTR2,TMANSTR2,ENERGIA,TENERGIA,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,CHIFINCONS,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,MUTUOE,FMUTRIF,MUTUORIF,REAPMUT,MUTUORIC,DOCSEZD,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,QUOPRO
615399,1967,1,1,2001,0,1,0,0,0,0,0,0,0,5,30000,,,,,,,,750,2,130,1925,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,2,2,2,,2,,1,1,,,,,2,0,,1,1,0,,0,,100
615505,1990,4,,,,,,,,,,,,,,,,,,,,8,500,3,75,1950,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
615662,1981,1,1,1981,1,1,0,0,0,0,0,0,0,7,50000,,,,,,,,700,3,130,1981,2,280000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
615751,1970,1,1,1967,1,0,0,0,0,0,0,0,0,2,8500,,,,,,,,1200,5,100,1967,2,850000,1,1,1,1,2,,2,,2,,1,1500,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
615986,1976,2,,,,,,,,,,,,,,,,128,6,1,500,8,,2,80,1976,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
616016,1971,1,1,1970,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,600,4,107,1970,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
616032,1997,1,1,1960,1,1,0,0,0,0,0,0,0,1,3000,,,,,,,,600,2,90,1940,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
616078,1986,1,1,1986,1,1,0,0,0,0,0,0,0,1,48000,,,,,,,,600,2,100,1975,1,200000,2,,2,,2,,2,,2,,1,1800,2,,2,,2,,,,,,1,4000,2,,2,,,,,2,2,0,,0,,0,,0,,100
616111,1959,1,1,1959,1,0,0,0,0,0,0,0,0,5,750,,,,,,,,700,6,76,1957,1,110000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
616191,1999,1,1,1999,1,0,0,0,0,0,0,0,0,2,105000,,,,,,,,500,3,65,1999,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
616313,1986,1,1,1985,1,0,0,0,0,0,0,0,0,6,,,,,,,,,600,3,125,1965,1,170000,1,3,1,2,2,,2,,2,,1,1000,1,250,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
616381,1973,1,1,1980,1,1,0,0,0,0,0,0,0,3,21000,,,,,,,,400,2,100,1973,2,80000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
617019,1980,1,1,1980,1,1,0,0,0,0,0,0,0,1,75000,,,,,,,,400,2,85,1900,1,156000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,2,2,2,,2,,2,,,,,1,2,1,1,0,,0,,0,,100
617023,1993,1,1,1993,1,1,0,0,0,0,0,0,0,2,150000,,,,,,,,700,3,200,1993,2,400000,1,1,2,,2,,2,,2,,1,1800,2,,2,,2,,2,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
617089,1990,2,,,,,,,,,,,,,,,,200,6,2,,4,,3,90,1900,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
617231,1977,1,1,1977,1,1,0,0,0,0,0,0,0,7,5000,,,,,,,,450,2,120,1975,1,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
617398,1986,2,,,,,,,,,,,,,,,,1200,2,1,2000,6,,4,80,1700,1,600000,1,1,2,,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
617436,2000,2,,,,,,,,,,,,,,,,110,6,1,600,8,,3,35,1980,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,
617637,1958,1,1,1998,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,1200,2,70,1957,1,280000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
617902,1987,1,1,1987,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,2000,4,140,1963,2,750000,1,5,2,,2,,2,,2,,2,,1,10000,1,15000,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
618079,1986,2,,,,,,,,,,,,,,,,350,7,1,700,98,,3,92,1986,1,220000,2,,2,,2,,2,,2,,,,,,,,,,,,2,2,2,,2,,2,,,,,2,2,1,,0,1,0,,0,,
618164,2006,1,1,1987,0,1,0,0,0,0,0,0,0,6,,,,,,,,,450,4,65,1930,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,2,,1,1,,,,,2,0,,1,,0,,0,1,100
618272,1975,1,1,1969,1,0,0,0,0,0,0,0,0,1,1700,,,,,,,,400,6,90,1960,1,60000,2,,2,,2,,2,,2,,1,12000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
618755,1972,1,1,1972,1,1,0,0,0,0,0,0,0,2,9000,,,,,,,,1000,2,200,1972,2,250000,1,1,1,2,2,,2,,2,,2,,1,8000,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
619038,1950,2,,,,,,,,,,,,,,,,260,1,2,,4,,4,70,1900,1,180000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
619060,1960,1,1,1991,1,0,0,0,0,0,0,0,0,2,1250,,,,,,,,200,4,50,1900,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
619170,1950,1,1,1950,1,0,0,0,0,0,0,0,0,1,500,,,,,,,,200,4,50,1900,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
619396,1979,1,1,1980,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,300,4,60,1900,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
619456,1991,2,,,,,,,,,,,,,,,,550,4,2,,3,,5,75,1967,1,155000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,
619457,1986,1,1,2005,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,600,4,70,1940,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
619807,2010,2,,,,,,,,,,,,,,,,400,1,2,,1,,3,60,1970,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
620179,1981,1,1,1981,1,0,0,0,0,0,0,0,0,1,25000,,,,,,,,500,2,75,1981,1,90000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620481,1988,1,1,2007,0,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,3,98,1964,2,280000,1,3,2,,2,,2,,2,,1,10000,2,,2,,2,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620503,1987,1,1,1985,1,1,0,0,0,0,0,0,0,1,24000,,,,,,,,1000,2,160,1960,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620593,2003,1,1,2003,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,150,3,110,1982,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620649,1982,1,1,1982,1,1,0,0,0,0,0,0,0,7,30000,,,,,,,,1000,2,94,1982,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620805,1995,1,1,1995,1,1,0,0,0,0,0,0,0,7,90000,,,,,,,,500,1,166,1995,2,300000,1,2,2,,1,1,2,,2,,1,2000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620829,1995,1,1,1995,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,600,3,75,1995,1,160000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620858,2003,1,1,2003,1,1,0,0,0,0,0,0,0,2,360000,,,,,,,,500,2,100,2002,2,380000,1,1,2,,2,,2,,2,,2,,1,8000,1,5000,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
620862,1989,1,1,1976,0,1,0,0,0,0,0,0,0,4,,,,,,,,,3000,5,350,1870,2,1000000,2,,2,,1,1,1,1,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
621685,1989,1,1,1989,1,0,0,0,0,0,0,0,0,6,,,,,,,,,1500,4,110,1850,2,600000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
621735,1979,1,1,1978,0,1,0,0,0,0,0,0,0,4,,,,,,,,,400,3,66,1979,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
621762,1979,1,1,1979,1,0,0,0,0,0,0,0,0,5,60000,,,,,,,,350,4,140,1920,2,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
621766,1968,1,1,1968,1,1,0,0,0,0,0,0,0,4,,,,,,,,,200,4,90,1900,1,70000,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
621773,1989,1,1,1988,0,1,0,0,0,0,0,0,0,1,28000,,,,,,,,400,4,180,1900,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
621999,1925,1,1,1970,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,3,60,1890,1,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622031,1930,1,1,1965,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,3,90,1930,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622034,1992,1,1,2005,1,0,0,0,0,0,0,0,0,2,70000,,,,,,,,600,4,110,1970,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622063,1980,1,1,1980,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,450,4,70,1979,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622071,1998,1,1,1998,1,0,0,0,0,0,0,0,0,6,,,,,,,,,700,4,150,1970,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622228,1975,1,1,1975,1,1,0,0,0,0,0,0,0,5,25000,,,,,,,,400,6,200,1952,2,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622306,1982,1,1,1980,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,450,2,90,1980,1,140000,2,,2,,2,,2,,2,,1,780,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622707,1988,2,,,,,,,,,,,,,,,,222,6,1,450,7,,2,70,1987,2,60000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,1,2,2,3,1,,2,0,,0,,0,,0,,
622717,1969,1,1,1969,1,0,0,0,0,0,0,0,0,1,12000,,,,,,,,650,2,70,1964,1,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
622915,1991,2,,,,,,,,,,,,,,,,200,6,2,,7,,2,70,1980,1,90000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
623250,2006,1,1,2006,1,1,0,0,0,0,0,0,0,8,0,,,,,,,,400,4,90,1995,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
623277,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,400,6,120,1987,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
623281,1980,2,,,,,,,,,,,,,,,,100,6,2,,7,,2,100,1976,1,100000,2,,1,1,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
623300,1988,5,,,,,,,,,,,,,,,,,,,,1,300,2,120,1970,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
623305,1997,1,1,1997,1,1,0,0,0,0,0,0,0,2,55000,,,,,,,,300,3,80,1970,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
623310,1999,2,,,,,,,,,,,,,,,,100,6,2,,7,,2,100,1985,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
623606,1989,1,1,1989,1,1,0,0,0,0,0,0,0,2,20000,,,,,,,,700,2,95,1965,2,200000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
623614,1978,1,1,1978,0,1,0,0,0,0,0,0,0,7,5000,,,,,,,,400,2,150,1974,2,150000,1,1,1,1,2,,2,,2,,2,,2,,,,2,,2,,4,2,2,,2,,1,1,,,,,2,1,1,1,1,0,,0,,100
623619,1991,2,,,,,,,,,,,,,,,,80,6,1,200,7,,2,90,1989,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
623961,1978,1,1,1978,1,0,0,0,0,0,0,0,0,1,12000,,,,,,,,400,3,88,1960,1,130000,1,3,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
624017,1948,1,1,1948,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,400,3,65,1940,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
624389,1990,2,,,,,,,,,,,,,,,,485,1,2,,4,,3,60,1989,1,86000,2,,2,,2,,2,,2,,,,,,,,,,,,2,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,
624400,1999,2,,,,,,,,,,,,,,,,176,6,1,260,6,,3,55,1965,1,68000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
624422,1968,1,1,1968,1,1,0,0,0,0,0,0,0,7,7000,,,,,,,,250,6,75,1968,1,50000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
624744,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,135000,,,,,,,,700,4,120,1973,2,200000,2,,2,,2,,2,,2,,1,17000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
624781,1997,5,,,,,,,,,,,,,,,,,,,,3,400,2,90,1970,1,110000,1,1,1,1,1,1,2,,2,,2,,2,,,,,,2,,,,2,,2,,1,1,,,,,2,0,,0,,0,,0,,
624804,1994,1,1,1985,0,1,0,0,0,0,0,0,0,7,100000,,,,,,,,300,2,400,1985,2,500000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
625193,1972,1,1,1972,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,4,80,1960,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625304,1961,1,1,1961,1,1,0,0,0,0,0,0,0,2,3000,,,,,,,,500,2,85,1961,1,160000,2,,2,,2,,2,,2,,1,890,2,,2,,2,,,,,,1,3000,2,,2,,,,,2,2,0,,0,,0,,0,,100
625509,1962,2,,,,,,,,,,,,,,,,14,6,1,120,7,,2,60,1950,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
625513,1950,1,1,1934,1,0,0,0,0,0,0,0,0,4,,,,,,,,,250,2,75,1890,1,20000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625536,1990,2,,,,,,,,,,,,,,,,400,4,2,,4,,4,80,1954,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
625538,1968,1,1,1962,1,0,0,0,0,0,0,0,0,2,1300,,,,,,,,500,4,95,1962,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625641,1980,1,1,1980,1,1,0,0,0,0,0,0,0,7,50000,,,,,,,,600,6,135,1980,2,300000,1,1,2,,1,2,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625651,1984,1,1,1984,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,800,2,200,1965,2,350000,1,1,2,,2,,2,,2,,2,,1,60000,1,24000,2,,1,1,4,2,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,100
625694,1983,1,1,1982,1,0,0,0,0,0,0,0,0,7,30000,,,,,,,,600,1,130,1983,2,500000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625803,1983,1,1,1983,1,1,0,0,0,0,0,0,0,7,45000,,,,,,,,700,1,140,1983,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625837,1991,1,1,1991,0,1,0,0,0,0,0,0,0,6,,,,,,,,,500,3,92,1975,1,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625926,2009,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,4,60,1848,1,100000,1,2,2,,2,,2,,2,,2,,2,,,,2,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
625983,1985,1,1,1985,1,1,0,0,0,0,0,0,0,2,50000,,,,,,,,600,2,98,1985,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626001,1980,2,,,,,,,,,,,,,,,,30,6,1,200,8,,2,65,1953,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
626030,1974,2,,,,,,,,,,,,,,,,58,6,1,300,8,,3,90,1960,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
626162,1984,1,1,1984,1,1,0,0,0,0,0,0,0,7,47000,,,,,,,,300,3,110,1980,2,150000,2,,1,1,1,2,2,,2,,1,1000,2,,2,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
626178,1980,4,,,,,,,,,,,,,,,,,,,,1,350,4,85,1950,2,130000,1,1,2,,2,,2,,2,,2,,2,,,,,,2,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
626189,1996,1,1,1996,1,0,0,0,0,0,0,0,0,3,2500,,,,,,,,200,3,70,1950,1,100000,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626240,1961,1,1,1961,0,1,0,0,0,0,0,0,0,7,3000,,,,,,,,400,2,100,1961,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626259,1991,1,1,1999,1,1,0,0,0,0,0,0,0,1,170000,,,,,,,,700,6,120,1991,2,300000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,1,3000,2,,2,,,,,2,2,0,,0,,0,,0,,100
626288,1988,1,1,1987,1,0,0,0,0,0,0,0,0,2,20000,,,,,,,,400,6,90,1987,1,200000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626310,1996,1,1,1996,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,400,3,100,1985,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626312,1967,1,2,2003,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,600,2,140,1967,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,60
626361,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,500,4,100,1981,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626449,1984,1,1,1986,1,0,0,0,0,0,0,0,0,6,,,,,,,,,2000,1,130,1928,2,500000,1,1,2,,1,1,2,,2,,1,20000,2,,2,,2,,1,1,,2,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
626550,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,600,3,80,1999,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626641,1970,1,1,1972,1,0,0,0,0,0,0,0,0,2,10000,,,,,,,,200,3,80,1950,1,70000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
626680,1980,2,,,,,,,,,,,,,,,,63,1,1,300,7,,3,95,1980,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
626688,2001,2,,,,,,,,,,,,,,,,397,1,1,700,4,,3,85,1920,1,85000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
626851,1991,1,1,1991,1,1,0,0,0,0,0,0,0,7,150000,,,,,,,,1000,6,240,1991,2,500000,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
626868,1963,1,1,1990,1,1,0,0,0,0,0,0,0,3,15000,,,,,,,,400,2,80,1960,1,60000,2,,2,,2,,2,,2,,1,700,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
626892,1970,1,1,1970,1,1,0,0,0,0,0,0,0,1,10000,,,,,,,,700,4,90,1969,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
627067,1980,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,4,135,1950,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
627096,1991,1,1,1991,1,1,0,0,0,0,0,0,0,1,57000,,,,,,,,400,2,90,1974,1,160000,2,,2,,2,,2,,2,,1,1670,2,,2,,2,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
627314,2009,2,,,,,,,,,,,,,,,,500,4,2,,4,,2,100,2005,2,22000,1,1,2,,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
627375,1980,1,2,2004,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,300,3,120,1979,2,120000,2,,1,1,2,,2,,2,,1,250,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,17
627479,1985,1,1,1985,1,0,0,0,0,0,0,0,0,6,,,,,,,,,200,3,163,1960,1,60000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
627797,1981,1,1,1981,1,1,0,0,0,0,0,0,0,1,45000,,,,,,,,700,3,90,1972,1,140000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
627842,1991,1,1,1991,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,400,3,100,1980,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
627845,1980,1,1,1980,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,500,3,85,1970,1,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
628091,1965,1,1,1965,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,400,4,80,1965,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
628193,1972,2,,,,,,,,,,,,,,,,50,4,2,,4,,3,80,1930,1,25000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,1,500,2,,,,,1,2,0,,0,,0,,0,,
628262,1994,1,1,1994,0,1,0,0,0,0,0,0,0,6,,,,,,,,,280,1,130,1990,1,100000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
628418,1985,1,1,1980,1,1,0,0,0,0,0,0,0,7,35000,,,,,,,,600,1,100,1980,2,150000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
629455,1993,1,1,1992,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,400,3,120,1980,2,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
