NQUEST,CHKCC,CHKTIPO,PINT1,PINT11,PINT2,PINT21,PBORS1,PBORS11,PBORS2,PBORS21,PCAS1,PCAS11,PCAS2,PCAS21,ASPASS,ASPTAX
173,3,1,80,,80,,50,,50,,50,,40,,3,3
465,2,1,100,,100,,50,,0,,0,,,,2,3
632,3,2,80,,50,,0,,,,0,,,,1,3
633,,,,1,,,,1,,,,1,,,4,2
923,4,3,,1,,,,1,,,,1,,,1,2
2274,,,,1,,,,1,,,,2,,,1,4
3717,3,2,30,,50,,,1,,,3,,3,,2,2
4732,,,,1,,,,1,,,10,,10,,1,3
5416,3,1,,1,,,,1,,,,1,,,1,3
7165,3,3,50,,0,,,1,,,10,,,1,2,3
7886,3,1,5,,,1,10,,10,,10,,,1,2,2
11972,3,3,,1,,,,1,,,,1,,,1,2
20223,2,2,10,,0,,,1,,,,1,,,1,3
20297,3,1,,1,,,,1,,,50,,,1,4,3
21384,4,1,50,,50,,,1,,,,1,,,1,1
21461,4,1,,1,,,,1,,,,1,,,1,3
22099,3,2,99,,99,,,1,,,,1,,,2,3
22168,,,100,,100,,,1,,,,1,,,1,2
22169,,,,1,,,0,,,,,1,,,1,4
22173,,,,1,,,0,,,,1,,,1,1,3
22266,4,1,,1,,,,1,,,10,,10,,1,3
22279,4,1,50,,,1,,1,,,0,,,,2,2
22286,3,1,,1,,,50,,0,,0,,,,2,2
22996,3,2,20,,10,,10,,2,,0,,,,1,3
23193,3,1,,1,,,,1,,,,1,,,2,3
23370,2,1,10,,5,,,1,,,0,,,,2,1
23821,4,2,5,,4,,5,,5,,5,,5,,2,3
23865,3,1,90,,,1,60,,7,,,1,,,2,2
24010,3,1,,1,,,,1,,,0,,,,2,2
24147,2,2,80,,,1,80,,0,,20,,0,,1,3
24194,3,1,,1,,,,1,,,,1,,,1,2
24195,3,2,30,,30,,0,,,,0,,,,2,3
24202,,,,1,,,,1,,,,1,,,2,3
24326,6,6,,1,,,,1,,,,1,,,4,4
24382,,,0,,,,6,,0,,3,,0,,1,3
24760,,,,1,,,,1,,,10,,,1,3,3
24764,3,1,20,,10,,,1,,,50,,60,,3,3
24924,3,1,0,,,,,1,,,80,,,1,1,3
24984,3,3,0,,,,10,,,1,40,,5,,1,1
25007,5,5,,1,,,,1,,,,1,,,3,3
25138,3,2,,1,,,,1,,,,1,,,2,3
25148,3,1,80,,80,,,1,,,,1,,,2,1
25435,3,2,0,,,,5,,0,,0,,,,1,3
25930,3,1,70,,0,,70,,10,,70,,35,,1,2
26048,1,1,50,,50,,30,,15,,0,,,,1,2
26163,3,1,0,,,,0,,,,0,,,,1,3
26281,4,1,20,,,1,,1,,,70,,,1,1,3
26349,3,1,0,,,,,1,,,0,,,,1,3
26499,,,,1,,,,1,,,,1,,,4,4
26684,,,,1,,,,1,,,,1,,,4,2
27114,,,0,,,,,1,,,,1,,,1,1
27157,,,,1,,,,1,,,,1,,,1,3
27224,1,1,10,,30,,10,,0,,0,,,,1,3
27238,2,3,,1,,,,1,,,,1,,,1,3
27509,4,3,,1,,,,1,,,,1,,,1,3
27739,4,3,0,,,,0,,,,15,,,1,2,3
27742,4,4,,1,,,10,,,1,,1,,,2,3
27881,4,1,,1,,,,1,,,,1,,,1,3
27912,1,2,,1,,,,1,,,30,,10,,1,2
28346,,,,1,,,,1,,,,1,,,1,3
28362,1,3,50,,0,,50,,0,,0,,,,1,3
28441,2,1,0,,,,20,,0,,,1,,,1,2
28802,2,1,15,,15,,15,,15,,15,,15,,2,2
28859,4,3,60,,30,,20,,1,,1,,1,,2,2
28920,2,1,10,,0,,0,,,,0,,,,1,3
29006,1,1,90,,80,,,1,,,10,,5,,1,3
29280,1,2,100,,100,,80,,80,,70,,30,,1,3
29288,4,1,70,,60,,20,,0,,90,,30,,1,3
29680,1,3,100,,50,,,1,,,60,,,1,1,3
29742,4,1,99,,80,,10,,5,,1,,0,,2,3
29774,,,,1,,,,1,,,,1,,,3,4
29823,6,2,90,,,1,,1,,,20,,,1,1,2
31066,2,2,0,,,,0,,,,20,,10,,2,2
31092,2,1,10,,10,,10,,5,,40,,20,,2,3
31093,3,2,5,,5,,10,,2,,5,,2,,2,2
31120,1,1,5,,0,,5,,0,,20,,0,,1,3
31122,3,3,0,,,,5,,2,,0,,,,2,2
31137,2,1,15,,2,,30,,20,,10,,10,,2,2
31145,1,2,2,,1,,2,,,1,,1,,,2,2
31161,1,1,70,,60,,5,,1,,1,,1,,3,3
31220,2,2,,1,,,2,,2,,1,,2,,1,2
31221,3,2,1,,1,,0,,,,1,,0,,2,3
31246,3,1,0,,,,0,,,,40,,10,,1,3
31281,1,1,20,,10,,,1,,,1,,1,,2,2
31403,6,4,0,,,,,1,,,,1,,,4,4
31441,3,1,5,,0,,10,,0,,30,,5,,1,3
31561,3,2,90,,20,,0,,,,0,,,,1,3
31671,3,1,,1,,,,1,,,30,,,1,2,3
31724,2,1,30,,10,,10,,10,,30,,20,,2,3
31735,3,1,35,,30,,25,,0,,40,,0,,1,2
31785,2,2,0,,,,,1,,,,1,,,2,2
31798,3,3,20,,10,,0,,,,0,,,,1,3
31799,3,1,0,,,,10,,10,,10,,0,,2,3
31860,3,3,50,,50,,20,,0,,70,,40,,3,3
31868,,,,1,,,,1,,,50,,20,,2,2
31912,3,1,,1,,,,1,,,,1,,,1,3
32001,2,1,30,,40,,30,,15,,10,,5,,2,2
32028,2,1,15,,15,,20,,10,,20,,25,,2,2
32033,3,1,25,,25,,10,,5,,20,,25,,2,2
32034,3,3,,1,,,,1,,,,1,,,2,2
32041,2,2,10,,10,,,1,,,15,,,1,2,2
32057,2,2,15,,15,,10,,5,,20,,15,,2,2
32198,3,2,5,,2,,10,,4,,0,,,,2,2
32209,3,1,,1,,,,1,,,5,,,1,1,3
32210,,,,1,,,,1,,,20,,10,,1,2
32229,5,4,,1,,,,1,,,,1,,,1,3
32288,3,3,,1,,,,1,,,,1,,,2,3
32318,4,1,,1,,,,1,,,,1,,,2,4
32320,3,2,90,,,1,,1,,,0,,,,2,2
32438,,,,1,,,,1,,,,1,,,1,3
32703,5,1,100,,90,,,1,,,100,,0,,1,2
32709,1,1,90,,80,,60,,50,,70,,50,,2,1
32713,5,1,50,,80,,40,,20,,0,,,,1,3
32729,2,1,0,,,,0,,,,10,,1,,2,3
32742,2,1,10,,5,,0,,,,10,,0,,1,3
32764,3,2,,1,,,,1,,,,1,,,1,1
32765,3,2,70,,30,,30,,0,,30,,0,,1,3
32772,3,2,30,,10,,30,,0,,0,,,,1,2
32810,,,,1,,,,1,,,,1,,,4,4
32861,3,3,,1,,,,1,,,50,,50,,2,2
32887,1,2,30,,0,,50,,5,,10,,0,,1,2
32982,3,2,,1,,,,1,,,,1,,,1,3
33036,,,,1,,,,1,,,,1,,,2,2
33275,3,2,10,,40,,,1,,,0,,,,1,3
33335,1,1,1,,0,,50,,0,,50,,25,,1,2
33336,3,1,80,,80,,10,,,1,0,,,,2,3
33455,4,1,30,,30,,,1,,,50,,50,,2,2
33479,4,2,10,,,1,5,,0,,0,,,,2,2
33751,2,3,70,,30,,50,,60,,50,,,1,2,2
33777,1,1,80,,70,,0,,,,10,,5,,2,3
33778,3,1,80,,,1,,1,,,,1,,,1,3
33814,1,1,30,,10,,0,,,,0,,,,1,3
33839,2,2,20,,30,,2,,2,,5,,5,,2,3
33983,1,3,10,,20,,30,,10,,15,,5,,2,2
33994,3,3,90,,90,,50,,50,,0,,,,2,3
34198,3,2,30,,,1,0,,,,0,,,,1,2
34230,3,1,,1,,,,1,,,,1,,,1,2
34252,,,,1,,,,1,,,,1,,,2,2
34269,4,2,,1,,,,1,,,0,,,,1,3
34377,5,4,,1,,,,1,,,0,,,,1,3
34732,4,4,60,,1,,,1,,,,1,,,2,3
34793,3,2,,1,,,,1,,,,1,,,4,4
34800,3,3,,1,,,,1,,,,1,,,4,4
34833,3,1,,1,,,,1,,,,1,,,4,4
35022,3,3,60,,10,,30,,10,,70,,0,,1,3
35032,1,1,50,,0,,10,,0,,0,,,,3,3
35106,4,1,100,,,1,0,,,,,1,,,1,3
35326,3,3,,1,,,,1,,,,1,,,2,2
35346,,,,1,,,,1,,,,1,,,3,3
35349,,,,1,,,,1,,,,1,,,1,1
35366,3,3,,1,,,,1,,,,1,,,2,1
35370,,,,1,,,,1,,,,1,,,2,3
35371,3,3,,1,,,,1,,,,1,,,1,3
35458,2,1,0,,,,0,,,,5,,0,,1,3
35518,,,0,,,,,1,,,20,,20,,1,2
35588,3,1,,1,,,,1,,,,1,,,1,3
35600,3,1,,1,,,,1,,,,1,,,2,2
35640,1,2,90,,50,,50,,0,,,1,,,2,2
35718,6,3,,1,,,,1,,,,1,,,1,2
36010,6,7,,2,,,,2,,,,2,,,4,4
36067,3,3,0,,,,0,,,,70,,60,,2,2
36311,2,2,15,,15,,20,,20,,50,,50,,1,2
36321,2,1,30,,30,,15,,15,,5,,5,,1,3
36333,3,1,50,,70,,2,,,1,,1,,,1,1
36378,1,3,0,,,,20,,10,,0,,,,2,2
36403,4,3,70,,,1,,1,,,60,,50,,2,3
36409,3,1,50,,50,,10,,0,,20,,20,,2,3
36415,3,1,60,,40,,,1,,,100,,80,,2,2
36450,3,3,1,,1,,,1,,,10,,,1,1,3
36524,3,2,70,,50,,10,,10,,60,,30,,2,2
36596,,,,1,,,,1,,,,1,,,2,2
36849,,,,1,,,,1,,,,1,,,2,2
36891,3,2,,2,,,,2,,,,2,,,1,3
37001,3,2,,1,,,,1,,,,1,,,1,3
37459,2,3,,1,,,,1,,,,1,,,1,3
37521,3,1,30,,,1,,1,,,30,,0,,2,4
37665,1,1,80,,0,,0,,,,20,,0,,3,2
37721,3,1,10,,,1,5,,0,,5,,0,,1,2
37810,,,,1,,,,1,,,,1,,,2,3
38014,4,2,0,,,,0,,,,50,,0,,2,3
38106,3,1,,1,,,0,,,,10,,10,,1,3
38118,3,1,,1,,,,1,,,10,,,1,1,3
38121,3,1,,1,,,0,,,,30,,50,,1,3
38169,4,3,0,,,,0,,,,100,,0,,2,3
38177,4,2,5,,0,,,1,,,0,,,,2,3
38183,4,3,0,,,,,1,,,100,,,1,2,2
38261,3,3,90,,100,,,1,,,90,,50,,1,3
38272,3,1,10,,10,,5,,3,,0,,,,1,3
38319,4,3,,1,,,20,,,1,0,,,,2,3
38362,4,3,,1,,,,1,,,,1,,,1,3
38481,5,4,,1,,,,1,,,,1,,,2,4
38489,2,3,100,,1,,50,,1,,50,,1,,1,3
38495,3,2,10,,10,,20,,0,,50,,50,,1,2
38496,4,3,,1,,,,1,,,,1,,,3,3
38797,3,3,0,,,,0,,,,,1,,,2,2
38871,,,,1,,,,1,,,,1,,,1,2
38885,3,3,,1,,,,1,,,,1,,,2,2
38903,,,,1,,,,1,,,,1,,,2,2
38909,3,4,,1,,,,1,,,,1,,,1,3
38939,5,4,,1,,,,1,,,0,,,,1,3
38940,3,3,30,,20,,,1,,,0,,,,2,2
38967,4,1,90,,90,,5,,5,,0,,,,2,2
38977,3,2,,1,,,,1,,,,1,,,2,2
38992,1,1,60,,20,,20,,0,,0,,,,3,2
38995,2,1,55,,55,,10,,0,,10,,0,,2,3
39055,4,1,10,,,1,10,,10,,10,,5,,2,3
39056,2,2,20,,0,,25,,0,,0,,,,1,2
39057,4,2,30,,,1,20,,20,,25,,30,,2,2
39060,3,1,50,,,1,,1,,,20,,30,,2,3
39095,3,3,10,,3,,3,,1,,3,,0,,1,3
39218,3,1,5,,2,,,1,,,40,,40,,1,3
39227,5,4,99,,50,,,1,,,0,,,,2,5
39259,4,4,10,,5,,5,,2,,10,,5,,2,2
39317,2,1,10,,0,,0,,,,,1,,,2,3
39318,3,2,4,,,2,2,,10,,5,,0,,2,2
39351,3,5,5,,5,,30,,4,,20,,5,,2,2
39441,2,2,20,,,2,,1,,,10,,0,,1,3
39486,2,2,50,,20,,1,,1,,0,,,,3,3
39491,3,3,80,,50,,50,,,1,20,,50,,2,2
39542,,,,1,,,,1,,,,1,,,1,3
39581,3,2,0,,,,0,,,,0,,,,2,3
39697,1,1,40,,20,,70,,50,,60,,60,,2,3
50135,4,2,30,,,1,,1,,,5,,0,,2,3
50232,,,,1,,,,1,,,,1,,,2,2
50274,3,2,,1,,,,1,,,,1,,,1,3
50281,3,3,,1,,,,1,,,,1,,,1,3
51351,3,1,1,,2,,4,,0,,60,,60,,2,3
51444,1,2,50,,90,,0,,,,2,,0,,2,3
51467,,,,2,,,,2,,,10,,0,,2,3
51544,1,1,20,,20,,,1,,,30,,20,,1,2
51719,1,1,20,,5,,10,,0,,30,,30,,1,3
51733,3,2,80,,90,,50,,50,,90,,90,,2,3
51792,4,3,,1,,,,1,,,,1,,,2,2
51900,3,1,80,,80,,60,,20,,80,,80,,2,1
52400,,,100,,,1,,1,,,0,,,,1,3
52455,3,1,40,,50,,50,,10,,60,,30,,2,2
52700,2,2,10,,30,,10,,15,,5,,5,,1,3
52718,4,3,,1,,,,1,,,,1,,,4,4
52733,2,2,30,,,1,10,,1,,0,,,,3,3
52985,1,2,,1,,,,1,,,90,,80,,1,3
53008,4,3,0,,,,0,,,,0,,,,2,2
53028,4,4,0,,,,,1,,,,1,,,1,3
53081,3,3,,1,,,,1,,,60,,50,,1,3
53085,3,1,20,,10,,,1,,,,1,,,1,3
53086,2,1,30,,20,,40,,10,,50,,60,,1,3
53108,3,1,5,,10,,20,,3,,50,,20,,1,3
53109,4,3,,1,,,,1,,,,1,,,1,3
53202,3,3,,1,,,,1,,,,1,,,4,4
53234,4,1,,1,,,,1,,,,1,,,2,2
53380,,,,1,,,,1,,,0,,,,3,3
53520,2,2,1,,0,,20,,1,,0,,,,1,3
53564,2,1,100,,10,,5,,1,,10,,1,,1,2
53596,3,2,0,,,,0,,,,30,,0,,1,3
53666,1,3,,1,,,,1,,,0,,,,1,3
53741,3,1,0,,,,0,,,,10,,0,,2,3
53871,3,3,20,,10,,10,,3,,0,,,,2,2
53997,4,1,70,,50,,80,,40,,10,,0,,1,3
54279,1,1,0,,,,,1,,,,1,,,2,2
54694,3,2,,1,,,30,,,1,50,,,1,1,3
54949,2,1,5,,5,,10,,0,,20,,20,,2,2
55094,2,2,0,,,,0,,,,,1,,,2,2
55104,3,3,,1,,,,1,,,,1,,,2,2
55300,,,,1,,,,1,,,,1,,,4,4
55308,,,,1,,,,1,,,,1,,,2,2
55333,1,1,0,,,,0,,,,30,,10,,1,2
55430,2,1,2,,5,,10,,1,,10,,10,,1,3
56251,5,5,,1,,,,1,,,,1,,,1,3
56465,,,10,,5,,10,,0,,0,,,,2,3
56529,1,1,50,,20,,50,,20,,0,,,,1,2
56603,4,2,0,,,,50,,30,,50,,0,,1,3
56610,4,1,,1,,,,1,,,20,,50,,3,2
56624,1,2,100,,40,,10,,10,,50,,30,,1,3
56656,4,3,0,,,,70,,70,,0,,,,2,3
56658,4,3,60,,40,,,1,,,50,,50,,2,2
56677,3,2,0,,,,0,,,,0,,,,1,2
56686,1,1,10,,0,,0,,,,0,,,,2,3
56701,4,3,0,,,,0,,,,0,,,,2,3
56926,,,,1,,,,1,,,,1,,,1,3
57027,2,2,,1,,,,1,,,,1,,,2,2
57042,,,,1,,,,1,,,,1,,,1,1
57086,3,1,3,,1,,2,,1,,0,,,,1,3
57232,,,,1,,,,1,,,0,,,,2,2
57374,3,1,5,,5,,2,,2,,10,,10,,1,3
57547,4,1,,1,,,,1,,,0,,,,1,2
57615,3,2,10,,10,,20,,20,,80,,50,,1,3
57779,4,2,20,,,1,10,,0,,20,,20,,1,3
57911,3,2,0,,,,1,,0,,30,,50,,1,3
57962,4,3,10,,5,,,1,,,0,,,,2,2
58053,4,3,50,,30,,50,,40,,50,,50,,4,2
58055,3,3,50,,60,,60,,,1,,1,,,2,2
58366,3,1,,1,,,,1,,,,2,,,1,3
91008,2,4,10,,5,,10,,2,,30,,5,,2,3
91010,4,3,,1,,,,1,,,,1,,,4,4
91043,3,2,99,,99,,10,,2,,5,,5,,2,3
91067,3,1,,1,,,,1,,,90,,,1,2,2
91068,2,2,20,,20,,3,,4,,15,,15,,2,3
91071,1,1,0,,,,50,,10,,0,,,,1,3
91074,3,1,1,,1,,5,,2,,20,,1,,1,3
91095,2,2,90,,30,,20,,0,,0,,,,2,3
104002,4,1,0,,,,,1,,,0,,,,1,3
138091,4,3,,1,,,,1,,,0,,,,2,2
145007,3,1,100,,80,,30,,0,,80,,60,,1,1
145012,3,3,,2,,,,2,,,,2,,,2,2
176019,3,3,10,,4,,5,,2,,20,,10,,2,2
176057,1,1,40,,0,,,1,,,,1,,,2,2
176061,3,3,10,,10,,15,,10,,20,,5,,2,2
188054,3,2,30,,10,,0,,,,15,,0,,2,3
193026,2,1,1,,0,,0,,,,0,,,,2,2
215018,3,3,,1,,,,1,,,,1,,,2,3
217081,4,2,50,,0,,0,,,,0,,,,2,2
224028,3,1,10,,10,,5,,3,,15,,15,,2,2
224048,3,2,1,,1,,1,,1,,20,,10,,2,2
230037,3,2,50,,0,,0,,,,60,,50,,1,3
237003,3,1,,1,,,,1,,,,1,,,2,3
238055,3,1,,1,,,,1,,,,1,,,1,3
243067,3,2,0,,,,20,,0,,0,,,,1,1
244013,2,2,,1,,,,1,,,,1,,,2,2
244058,3,1,,1,,,,1,,,,1,,,2,2
250010,,,,1,,,,1,,,,1,,,2,2
250056,4,2,10,,30,,,1,,,,1,,,2,2
256015,3,2,10,,,1,10,,50,,0,,,,1,3
282083,,,1,,1,,0,,,,0,,,,1,3
282089,2,3,3,,,1,,1,,,,1,,,4,1
294039,1,3,0,,,,0,,,,20,,0,,1,3
310005,4,1,5,,,1,,1,,,20,,10,,2,2
310051,4,2,10,,5,,,1,,,30,,,1,2,2
332080,3,1,10,,,1,,1,,,0,,,,1,3
350035,3,1,0,,,,0,,,,0,,,,2,2
389045,4,5,50,,40,,40,,30,,20,,40,,1,3
389084,4,1,10,,20,,10,,10,,,1,,,1,1
500001,3,3,10,,10,,10,,,1,10,,10,,2,2
500004,,,,1,,,,1,,,,1,,,2,2
500026,3,3,4,,3,,5,,2,,10,,5,,2,2
500090,2,2,0,,,,5,,0,,0,,,,2,3
500328,2,1,30,,10,,20,,10,,50,,0,,1,3
500388,2,1,60,,60,,30,,0,,20,,0,,2,3
500477,3,2,20,,10,,50,,10,,20,,10,,2,3
500573,4,2,10,,10,,5,,1,,10,,1,,2,3
500576,1,1,0,,,,0,,,,30,,20,,2,3
500586,4,3,5,,2,,20,,5,,0,,,,2,2
500620,3,3,10,,5,,10,,5,,10,,5,,2,2
500669,3,2,4,,2,,10,,3,,0,,,,1,3
500682,2,1,10,,0,,5,,0,,40,,10,,2,3
500751,2,1,,1,,,,1,,,,1,,,1,3
501048,3,1,,1,,,,1,,,20,,10,,1,2
501059,2,1,50,,10,,10,,5,,30,,0,,2,3
501082,3,1,35,,15,,10,,0,,,1,,,1,2
501374,2,1,10,,0,,5,,10,,10,,0,,2,2
501485,4,3,10,,5,,5,,3,,10,,5,,2,2
501569,3,2,,1,,,,1,,,,1,,,2,2
501627,3,1,0,,,,,1,,,0,,,,2,3
501664,3,1,10,,0,,5,,0,,80,,80,,1,3
501978,1,1,20,,20,,20,,0,,50,,30,,1,3
502144,3,2,5,,2,,10,,4,,2,,2,,2,2
502157,3,2,,1,,,,1,,,,1,,,2,3
502383,,,,1,,,,1,,,20,,20,,3,3
503431,4,1,100,,50,,,1,,,0,,,,1,3
503560,3,3,,2,,,,2,,,,2,,,2,2
503593,1,4,1,,1,,2,,,1,,1,,,2,2
503804,3,7,0,,,,10,,0,,10,,0,,2,2
503959,1,3,,1,,,,1,,,,1,,,1,3
504091,4,1,0,,,,,1,,,,1,,,2,3
504112,5,3,,1,,,,1,,,,1,,,2,3
504138,3,3,10,,4,,20,,10,,2,,1,,2,2
504157,3,2,5,,2,,20,,10,,2,,1,,1,3
504359,4,1,100,,100,,,1,,,,1,,,2,2
504363,2,1,99,,90,,50,,10,,0,,,,2,2
504483,4,2,50,,50,,0,,,,0,,,,1,3
504551,4,3,,1,,,,1,,,,1,,,4,4
504719,2,1,50,,0,,40,,0,,10,,0,,1,3
504743,,,,1,,,,1,,,,1,,,4,4
504872,1,6,,1,,,,1,,,,1,,,1,3
504889,2,1,100,,75,,60,,10,,20,,0,,3,3
505167,,,,1,,,,1,,,,1,,,4,4
505238,5,4,,1,,,,1,,,,1,,,1,4
505243,2,1,80,,40,,,1,,,0,,,,1,3
505334,2,3,,1,,,,1,,,,1,,,4,4
505390,1,1,100,,0,,100,,5,,20,,0,,2,2
505417,3,1,,1,,,,1,,,,1,,,4,3
505421,4,3,,1,,,,1,,,,1,,,2,3
505424,1,1,100,,50,,50,,20,,0,,,,2,3
505425,3,1,,1,,,,1,,,,2,,,1,3
505436,1,1,100,,100,,60,,40,,30,,0,,1,3
505442,5,4,,1,,,,1,,,0,,,,1,3
505453,1,1,80,,70,,,1,,,50,,20,,1,3
505454,,,,1,,,,1,,,,1,,,1,4
505469,1,1,60,,50,,0,,,,40,,20,,1,3
505477,1,3,90,,90,,65,,55,,30,,5,,1,2
505517,2,2,50,,30,,70,,50,,5,,0,,2,2
505534,1,2,30,,,1,0,,,,0,,,,1,3
505548,5,4,50,,,1,,1,,,20,,0,,2,3
505566,1,1,10,,0,,0,,,,0,,,,2,3
505576,5,4,,1,,,0,,,,0,,,,2,3
505594,3,1,1,,,1,10,,,1,30,,10,,2,3
505606,4,2,5,,1,,10,,5,,10,,,2,2,3
505672,1,1,30,,20,,,1,,,30,,10,,1,3
505681,3,3,,1,,,,1,,,,1,,,1,3
505768,2,3,30,,40,,40,,0,,70,,10,,2,1
505771,3,1,50,,10,,20,,0,,0,,,,3,2
505798,1,1,100,,55,,50,,5,,20,,5,,1,3
505818,1,4,30,,50,,70,,70,,0,,,,2,2
505839,4,1,40,,50,,5,,3,,10,,20,,1,3
505850,3,3,,1,,,,1,,,,1,,,1,3
505979,4,3,30,,5,,3,,,1,0,,,,2,2
506007,4,3,,1,,,,1,,,,1,,,2,2
506025,4,3,20,,10,,,1,,,0,,,,2,2
506107,2,3,70,,0,,0,,,,10,,0,,1,3
506126,2,2,,1,,,,1,,,,1,,,2,2
506153,3,1,,1,,,20,,0,,0,,,,2,2
506184,4,2,40,,0,,50,,20,,60,,30,,1,3
506385,4,4,80,,,1,,1,,,,1,,,2,3
506389,3,1,,1,,,,1,,,0,,,,3,3
506402,4,1,10,,,1,,1,,,0,,,,2,3
506410,3,2,90,,20,,0,,,,30,,,1,1,3
506418,4,1,60,,30,,0,,,,,1,,,1,3
506458,2,2,2,,1,,2,,0,,1,,0,,2,2
506492,3,2,100,,20,,,2,,,,2,,,1,3
506512,,,,1,,,10,,0,,100,,70,,2,2
506520,3,2,100,,80,,,1,,,15,,25,,2,2
506527,3,2,90,,,1,90,,0,,0,,,,2,2
506613,4,3,,1,,,,1,,,0,,,,1,3
506619,1,1,,1,,,,1,,,,1,,,2,1
506628,3,3,90,,60,,20,,,1,10,,,1,1,3
506680,,,,1,,,,1,,,,1,,,2,2
506736,3,1,80,,100,,0,,,,0,,,,1,3
506738,3,1,10,,10,,,1,,,0,,,,2,3
506767,3,2,0,,,,40,,0,,0,,,,1,2
506772,3,2,60,,50,,10,,0,,0,,,,2,3
506798,4,3,,1,,,,1,,,,1,,,3,3
506849,1,1,60,,0,,0,,,,0,,,,2,3
506894,3,3,0,,,,0,,,,10,,50,,1,2
506979,4,2,0,,,,1,,0,,80,,30,,2,3
506997,4,1,50,,50,,40,,10,,10,,2,,1,3
507147,3,1,5,,5,,5,,5,,10,,0,,2,2
507151,2,2,0,,,,10,,0,,,1,,,2,2
507157,3,3,,1,,,,1,,,,1,,,2,2
507168,4,2,,1,,,,1,,,8,,,1,1,2
507172,3,2,,1,,,,1,,,,1,,,1,3
507175,3,3,,1,,,,1,,,,1,,,1,3
507185,4,3,,1,,,,1,,,,1,,,1,3
507190,3,1,70,,50,,5,,1,,0,,,,1,3
507287,3,2,70,,,1,35,,,1,55,,,1,1,3
507304,1,2,80,,50,,60,,15,,30,,10,,1,2
507316,3,1,0,,,,0,,,,5,,,1,1,2
507319,4,2,5,,,1,,1,,,5,,,1,2,2
507329,3,2,0,,,,5,,,1,10,,,1,2,2
507336,2,1,10,,,1,5,,,1,,1,,,3,3
507359,1,1,0,,,,,1,,,5,,0,,1,3
507360,1,1,80,,30,,,1,,,80,,80,,2,3
507425,2,1,90,,90,,50,,20,,60,,30,,1,1
507444,5,4,0,,,,5,,0,,0,,,,3,3
507477,,,0,,,,10,,0,,0,,,,1,1
507509,4,1,,1,,,,1,,,50,,20,,4,2
507542,3,3,0,,,,0,,,,15,,15,,1,3
507557,3,3,,1,,,,1,,,20,,30,,2,3
507573,2,1,10,,10,,5,,0,,10,,20,,1,3
507640,4,2,10,,20,,0,,,,5,,0,,2,3
507663,3,2,50,,35,,30,,0,,45,,40,,1,2
507680,,,0,,,,5,,0,,0,,,,2,2
507691,3,2,0,,,,50,,1,,10,,0,,2,2
507724,5,4,0,,,,0,,,,0,,,,1,3
507839,2,1,100,,0,,10,,0,,0,,,,1,3
507843,4,3,50,,60,,0,,,,0,,,,3,1
507908,3,1,,1,,,,1,,,50,,,1,2,2
507912,5,1,,1,,,,1,,,,1,,,4,4
507913,3,1,100,,,1,0,,,,12,,10,,1,3
507924,,,1,,,1,5,,,1,1,,,1,1,3
507998,2,1,,1,,,,1,,,,1,,,2,2
508046,,,,1,,,,2,,,20,,,1,2,2
508152,3,1,,1,,,,1,,,,1,,,2,2
508861,1,1,100,,100,,10,,10,,50,,50,,1,3
508984,,,,1,,,,1,,,,1,,,1,3
509064,3,3,,1,,,,1,,,20,,,1,1,3
509068,3,3,7,,8,,20,,10,,70,,30,,1,3
509108,,,,1,,,,1,,,60,,,1,1,3
509123,,,,1,,,,1,,,,1,,,2,3
509366,4,1,,1,,,,1,,,,1,,,1,3
509512,4,3,,1,,,,1,,,0,,,,1,3
509516,,,,1,,,,1,,,,1,,,1,3
509601,2,5,,1,,,,1,,,,1,,,2,2
509689,5,3,80,,,1,,1,,,0,,,,3,3
509712,,,,1,,,,1,,,,1,,,4,4
509717,,,,1,,,,1,,,,1,,,4,4
509720,,,,1,,,,1,,,,1,,,2,2
509806,5,3,100,,100,,60,,20,,20,,10,,2,2
509869,3,2,80,,89,,30,,10,,1,,0,,1,3
509871,3,2,80,,85,,5,,1,,0,,,,1,3
510039,4,4,,1,,,,1,,,,1,,,2,2
510071,1,1,10,,10,,0,,,,0,,,,1,1
510109,3,1,0,,,,50,,50,,10,,10,,1,3
510112,,,,1,,,,1,,,,1,,,1,2
510181,,,,1,,,,1,,,,1,,,4,4
510210,,,,1,,,,1,,,,1,,,4,4
510220,4,2,,1,,,,1,,,10,,,1,1,1
510224,,,,1,,,,1,,,,1,,,2,2
510345,2,2,30,,30,,1,,1,,5,,5,,1,3
510432,,,,1,,,,1,,,,1,,,1,3
510634,3,1,40,,40,,5,,4,,4,,3,,1,3
510984,5,6,,1,,,,1,,,,1,,,4,4
511059,,,,1,,,,1,,,,1,,,1,3
511098,,,50,,,1,,1,,,,1,,,1,3
511136,,,,1,,,,1,,,,1,,,2,2
511147,3,3,20,,0,,20,,0,,30,,0,,2,3
511160,3,2,70,,20,,10,,0,,80,,20,,1,3
511170,3,3,0,,,,,1,,,0,,,,1,3
511260,2,1,0,,,,,1,,,,1,,,2,3
511307,3,3,,1,,,,2,,,,2,,,1,3
511354,,,,1,,,,1,,,,1,,,1,3
511355,,,,1,,,,1,,,,1,,,1,1
511356,3,2,,1,,,,1,,,,1,,,3,3
511365,3,2,,1,,,,1,,,,1,,,3,3
511416,,,,1,,,,1,,,,1,,,1,3
511431,2,1,100,,,1,,1,,,,1,,,2,3
511443,3,2,100,,100,,10,,10,,0,,,,2,3
