NQUEST,CHKCC,CHKTIPO,PINT1,PINT11,PINT2,PINT21,PBORS1,PBORS11,PBORS2,PBORS21,PCAS1,PCAS11,PCAS2,PCAS21,ASPASS,ASPTAX
859908,2,3,0,,,,0,,,,,1,,,2,2
859913,2,3,,1,,,,1,,,,1,,,1,2
859922,,,,1,,,,1,,,,1,,,2,2
859932,2,2,,1,,,,1,,,,1,,,2,3
859941,3,2,,1,,,,1,,,,1,,,1,2
859944,,,,1,,,,1,,,,1,,,2,2
859946,3,2,,1,,,,1,,,0,,,,1,2
859949,3,2,,1,,,,1,,,0,,,,1,3
859983,3,3,70,,70,,80,,10,,0,,,,3,1
859985,1,1,,1,,,,1,,,,1,,,2,3
860011,1,2,100,,60,,20,,2,,0,,,,1,3
860059,1,1,30,,0,,,1,,,0,,,,1,3
860092,3,1,60,,,1,60,,,1,,1,,,2,1
860093,4,2,85,,20,,30,,0,,5,,0,,1,2
860094,2,2,30,,,1,30,,0,,0,,,,2,2
860095,2,2,20,,0,,5,,0,,40,,40,,1,3
860110,,,,1,,,,1,,,,1,,,2,2
860127,1,3,100,,0,,65,,5,,30,,0,,1,3
860133,2,2,,1,,,,1,,,0,,,,2,3
860160,1,1,50,,0,,0,,,,0,,,,2,4
860164,2,2,80,,80,,50,,20,,50,,10,,1,3
860167,1,1,0,,,,0,,,,50,,0,,1,3
860174,2,2,0,,,,60,,10,,30,,5,,2,3
860178,,,,1,,,,1,,,,1,,,2,2
860179,2,1,5,,0,,3,,0,,6,,0,,1,3
860191,3,1,0,,,,20,,0,,10,,0,,1,3
860209,1,1,60,,5,,1,,1,,20,,2,,1,1
860224,3,2,2,,0,,,1,,,30,,30,,1,3
860227,1,1,20,,15,,10,,5,,50,,50,,1,3
860228,2,3,0,,,,,1,,,0,,,,2,3
860249,1,2,100,,50,,80,,10,,50,,0,,1,2
860265,3,3,,1,,,,1,,,,1,,,4,4
860287,2,1,80,,50,,20,,10,,20,,5,,1,3
860297,3,1,,1,,,1,,1,,0,,,,3,2
860300,,,,1,,,,1,,,,1,,,2,4
860328,3,4,,1,,,,1,,,,1,,,2,2
860331,3,3,,1,,,,1,,,,1,,,2,2
860332,2,3,99,,99,,0,,,,0,,,,1,2
860345,,,100,,100,,100,,0,,0,,,,1,3
860349,3,3,100,,100,,100,,,1,,1,,,2,2
860360,3,1,80,,80,,0,,,,10,,100,,3,3
860370,2,2,,1,,,,1,,,,1,,,2,3
860376,,,60,,,1,2,,1,,0,,,,1,3
860379,4,1,70,,50,,20,,10,,30,,10,,2,3
860383,1,1,30,,20,,2,,1,,,1,,,1,3
860385,3,3,,2,,,,2,,,,2,,,4,3
860461,4,3,,1,,,,1,,,,1,,,3,3
860470,3,2,80,,70,,50,,10,,70,,50,,2,3
860483,3,1,,1,,,,1,,,,1,,,1,3
860484,,,,1,,,,1,,,50,,,1,1,3
860488,,,,1,,,,1,,,,1,,,1,3
860489,3,3,10,,20,,10,,1,,1,,1,,2,2
860493,,,1,,1,,1,,1,,1,,1,,1,3
860506,,,,1,,,,1,,,,1,,,1,3
860508,2,1,,1,,,,1,,,,1,,,1,3
860525,5,2,0,,,,0,,,,0,,,,3,2
860546,3,3,,1,,,,1,,,20,,20,,2,2
860572,1,1,10,,5,,10,,0,,40,,10,,1,3
860594,3,3,10,,,1,5,,4,,0,,,,2,2
860659,,,,1,,,,1,,,,1,,,2,2
860670,3,1,100,,,1,,1,,,,1,,,1,2
860671,3,1,100,,,2,,2,,,,2,,,1,3
860677,,,,2,,,,2,,,,2,,,5,5
860679,,,,2,,,,2,,,,2,,,1,2
860687,,,,1,,,,1,,,,1,,,5,5
860688,3,1,100,,,1,,2,,,,2,,,1,3
860698,2,1,80,,60,,60,,50,,1,,1,,2,3
860732,4,3,35,,30,,30,,20,,60,,30,,1,3
860745,1,3,40,,0,,1,,,1,60,,0,,2,3
860761,2,1,30,,,1,,1,,,30,,100,,2,3
860774,,,,1,,,,1,,,,1,,,5,3
860776,,,,1,,,,1,,,30,,100,,2,3
860781,,,,1,,,,1,,,,1,,,4,3
860783,,,,1,,,,2,,,,2,,,4,4
860787,,,,1,,,,1,,,20,,,1,2,3
860796,3,1,100,,,1,50,,,1,,1,,,2,2
860799,3,2,100,,0,,100,,100,,,2,,,1,3
860800,2,2,100,,50,,,2,,,,1,,,1,3
860804,2,1,100,,,1,,1,,,,1,,,1,2
860820,,,,1,,,,1,,,,1,,,2,2
860821,1,1,100,,,2,30,,,1,,1,,,1,2
860827,2,1,100,,,1,30,,,1,,1,,,1,2
860842,2,1,80,,,1,5,,,1,0,,,,1,2
860876,2,1,50,,50,,,1,,,,1,,,1,1
860884,6,6,50,,50,,50,,50,,50,,50,,2,2
860905,6,6,30,,50,,50,,10,,10,,50,,2,2
861001,3,1,50,,10,,30,,10,,0,,,,2,1
861017,3,1,,1,,,,1,,,15,,15,,2,3
861018,,,50,,50,,,1,,,0,,,,2,3
861027,3,1,,1,,,30,,20,,0,,,,2,3
861052,1,2,,1,,,,1,,,,1,,,2,2
861057,4,1,,1,,,,1,,,,1,,,2,2
861069,,,,1,,,,1,,,,1,,,2,2
861097,7,7,,1,,,,1,,,,1,,,2,2
861105,2,1,,1,,,,1,,,,1,,,2,3
861116,3,1,,1,,,,1,,,,1,,,4,2
861129,3,3,90,,,1,10,,,1,0,,,,2,3
861141,6,3,,1,,,,1,,,,1,,,4,4
861155,,,,1,,,,1,,,,1,,,1,1
861165,3,3,30,,20,,,1,,,25,,25,,1,3
861168,,,,1,,,,1,,,,1,,,1,1
861176,1,1,,1,,,,1,,,,1,,,1,1
861177,5,5,,1,,,,1,,,1,,0,,1,3
861178,4,1,,1,,,,1,,,,1,,,4,4
861189,4,3,20,,,1,10,,2,,35,,1,,1,3
861191,,,,1,,,,1,,,,1,,,1,3
861194,3,1,,1,,,,1,,,,1,,,4,4
861204,,,,1,,,,1,,,,1,,,4,4
861207,2,1,90,,91,,10,,5,,5,,3,,3,3
861232,1,1,,1,,,,1,,,,1,,,1,3
861235,3,1,45,,40,,34,,20,,,1,,,1,1
861243,,,,1,,,,1,,,,1,,,4,4
861245,3,1,25,,10,,,1,,,0,,,,2,2
861256,,,,1,,,,1,,,,1,,,1,3
861260,1,1,10,,5,,3,,0,,10,,2,,1,3
861269,3,1,40,,10,,10,,10,,15,,0,,1,3
861272,,,,1,,,,1,,,,1,,,4,4
861276,,,,1,,,,1,,,,1,,,4,4
861281,3,3,,1,,,,1,,,50,,10,,2,3
861289,5,4,,1,,,40,,,1,45,,,1,1,3
861310,,,,1,,,,1,,,,1,,,4,4
861313,5,4,,1,,,,1,,,,1,,,4,2
861315,6,4,,1,,,,1,,,,1,,,4,5
861320,1,1,30,,20,,10,,3,,0,,,,1,2
861343,4,1,50,,40,,10,,10,,1,,,1,3,3
861349,5,4,,1,,,,1,,,,1,,,2,1
861380,1,1,40,,10,,20,,3,,10,,0,,1,3
861399,,,,1,,,,1,,,,1,,,2,1
861412,1,1,40,,20,,30,,5,,20,,0,,1,3
861413,5,5,50,,,1,20,,10,,10,,10,,1,3
861427,3,1,,1,,,,1,,,,1,,,2,1
861435,4,1,,1,,,20,,6,,,1,,,1,1
861436,1,1,,1,,,,1,,,,1,,,1,3
861445,4,2,45,,45,,15,,5,,10,,0,,1,3
861468,1,1,0,,,,,1,,,80,,20,,1,3
861469,3,1,0,,,,0,,,,10,,0,,1,3
861471,1,1,50,,40,,50,,10,,70,,50,,2,2
861473,2,1,1,,0,,,1,,,50,,50,,1,3
861475,1,1,0,,,,5,,0,,80,,60,,1,3
861477,1,1,,1,,,60,,40,,50,,10,,1,3
861479,1,1,10,,5,,20,,15,,100,,80,,1,3
861498,3,1,40,,10,,10,,0,,50,,20,,2,3
861508,2,3,70,,,1,,1,,,0,,,,3,3
861510,6,4,,1,,,,1,,,,1,,,4,4
861514,1,1,80,,50,,50,,0,,0,,,,3,3
861516,2,1,50,,50,,10,,10,,10,,0,,2,2
861519,3,1,50,,0,,10,,0,,50,,20,,2,3
861580,,,,1,,,,1,,,,1,,,2,4
861581,3,1,40,,30,,,1,,,30,,,1,1,3
861584,3,3,40,,,1,30,,,1,50,,,1,1,3
861587,,,,1,,,,1,,,,1,,,2,4
861698,3,2,0,,,,0,,,,30,,20,,2,3
861707,2,1,30,,20,,20,,0,,,1,,,2,1
861717,3,1,,1,,,10,,,1,10,,,1,4,3
861731,1,1,,1,,,,1,,,20,,0,,1,2
861738,1,3,3,,1,,10,,,1,,1,,,2,2
861741,1,1,1,,1,,1,,1,,2,,1,,2,3
861751,2,1,,1,,,,1,,,,1,,,1,1
861772,1,1,5,,3,,1,,0,,3,,0,,1,3
861775,4,1,1,,,1,5,,,1,10,,,1,2,3
861778,2,1,2,,0,,1,,0,,,1,,,2,3
861808,,,,1,,,,1,,,,1,,,4,4
861829,,,,1,,,,1,,,0,,,,4,2
861831,,,,1,,,,1,,,,1,,,1,3
861833,2,1,,1,,,,1,,,,1,,,2,3
861850,2,1,0,,,,0,,,,1,,0,,3,3
861867,2,1,,1,,,,1,,,20,,0,,2,2
861878,3,1,,1,,,,1,,,,1,,,2,2
861979,,,,1,,,,1,,,,1,,,4,4
862003,2,3,60,,50,,,2,,,10,,0,,1,3
862023,1,2,100,,,1,,1,,,,1,,,1,3
862026,2,3,70,,70,,,1,,,50,,,1,1,2
862062,3,2,,1,,,,1,,,,1,,,2,2
862075,3,1,,1,,,,1,,,,1,,,1,3
862077,3,2,,1,,,,1,,,,1,,,1,3
862080,2,2,,1,,,,1,,,,1,,,2,2
862093,4,3,100,,33,,0,,,,50,,0,,2,2
862095,2,2,1,,,1,1,,,1,0,,,,1,3
862113,3,1,0,,,,,1,,,25,,0,,2,2
862127,1,3,30,,70,,30,,1,,20,,10,,1,3
862132,5,1,0,,,,,1,,,0,,,,1,3
862160,,,,1,,,,1,,,,1,,,1,4
862161,,,60,,50,,40,,20,,0,,,,1,1
862162,,,,1,,,,1,,,,1,,,1,2
862168,3,4,,1,,,,1,,,,1,,,1,3
862175,,,,1,,,,1,,,,1,,,1,3
862177,4,4,,1,,,,1,,,,1,,,1,3
862188,5,4,20,,10,,0,,,,0,,,,1,3
862212,4,2,0,,,,0,,,,10,,,1,2,2
862224,,,,1,,,,1,,,,1,,,4,4
862225,4,2,,1,,,,1,,,,1,,,2,2
862251,4,2,,1,,,,1,,,,1,,,2,2
862279,,,,1,,,,1,,,,1,,,4,4
862295,,,,1,,,,1,,,,1,,,2,2
862310,4,2,,2,,,5,,0,,10,,10,,2,2
862312,3,2,40,,10,,,1,,,50,,20,,2,2
862323,,,,1,,,,1,,,,1,,,4,4
862335,,,,1,,,,1,,,,1,,,4,4
862338,4,2,,1,,,5,,0,,,1,,,2,2
862344,,,,1,,,,1,,,,1,,,4,4
862382,4,2,,1,,,,1,,,,1,,,2,2
862398,,,,1,,,,1,,,,1,,,2,2
862422,,,,1,,,,1,,,,1,,,2,2
862446,,,,1,,,,1,,,,1,,,4,4
862455,3,2,0,,,,10,,,1,0,,,,2,2
862462,3,2,,1,,,,1,,,,1,,,2,2
862466,4,3,,1,,,,1,,,,1,,,2,2
862470,,,,1,,,,1,,,,1,,,4,4
862478,4,2,,1,,,10,,0,,,1,,,2,2
862506,1,1,0,,,,0,,,,15,,10,,3,2
862507,2,1,0,,,,50,,50,,70,,50,,2,3
862511,1,1,30,,10,,20,,0,,0,,,,1,3
862513,4,3,,1,,,,1,,,0,,,,1,2
862523,,,0,,,,0,,,,50,,50,,2,3
862527,5,3,0,,,,0,,,,20,,10,,1,3
862545,3,2,0,,,,0,,,,0,,,,1,3
862549,4,3,60,,60,,40,,10,,50,,20,,1,3
862554,4,1,0,,,,,1,,,0,,,,1,3
862601,2,3,50,,80,,,1,,,10,,5,,2,2
862605,3,1,80,,80,,,1,,,100,,0,,2,2
862636,3,1,50,,50,,,1,,,0,,,,2,2
862646,3,1,10,,0,,10,,0,,20,,5,,1,3
862652,3,2,,1,,,,1,,,,1,,,2,2
862658,3,1,,1,,,,1,,,20,,0,,1,3
862659,4,3,10,,2,,10,,2,,10,,5,,2,3
862660,4,3,10,,5,,20,,5,,5,,2,,2,3
862665,4,3,5,,,1,10,,5,,10,,5,,2,2
862676,1,1,50,,20,,20,,5,,20,,20,,2,3
862679,1,1,30,,10,,0,,,,40,,20,,2,3
862686,2,1,80,,,1,,1,,,,1,,,2,3
862692,3,3,,2,,,,2,,,,2,,,1,3
862725,,,,2,,,,2,,,0,,,,3,5
862726,,,,1,,,,1,,,,1,,,1,2
862752,2,3,,1,,,10,,10,,30,,,1,1,3
862824,4,2,,1,,,,1,,,,1,,,4,4
862826,,,,1,,,,1,,,30,,10,,2,2
862834,5,1,,1,,,,1,,,0,,,,1,3
862851,3,1,,1,,,,1,,,70,,,1,1,2
862875,3,2,10,,10,,5,,,1,40,,30,,2,2
862877,,,,1,,,,1,,,10,,5,,1,3
862890,2,2,4,,0,,10,,1,,10,,10,,2,2
862903,3,2,10,,10,,10,,2,,1,,1,,2,2
862915,2,2,,1,,,,1,,,,1,,,1,1
862916,3,2,50,,50,,20,,10,,0,,,,1,1
862919,3,1,,1,,,,1,,,,1,,,1,4
862926,4,1,0,,,,5,,0,,10,,5,,1,3
862968,3,2,70,,,1,,1,,,0,,,,1,2
862976,2,1,60,,10,,2,,0,,20,,30,,1,3
862979,3,2,10,,5,,10,,0,,0,,,,1,3
862995,,,,1,,,,1,,,0,,,,1,2
863000,,,100,,,1,20,,,1,10,,0,,1,3
863003,,,,1,,,0,,,,0,,,,1,2
863005,7,5,80,,10,,0,,,,0,,,,1,3
863020,3,2,50,,20,,10,,0,,0,,,,2,2
863025,1,1,70,,30,,5,,0,,0,,,,2,2
863043,3,3,50,,5,,0,,,,0,,,,2,2
863045,1,1,70,,30,,35,,30,,0,,,,2,2
863055,3,1,0,,,,10,,0,,1,,1,,3,2
863058,4,3,80,,50,,80,,50,,20,,20,,1,3
863078,3,2,100,,70,,60,,0,,100,,100,,1,3
863085,4,4,10,,,1,,1,,,10,,,1,1,2
863087,,,10,,,1,,1,,,,1,,,2,4
863099,2,1,,1,,,0,,,,0,,,,2,3
863102,,,,1,,,,1,,,0,,,,1,3
863133,4,2,,1,,,,1,,,10,,,1,1,3
863157,2,2,60,,,1,2,,0,,0,,,,1,3
863176,4,2,0,,,,0,,,,0,,,,2,3
863182,1,2,95,,80,,50,,10,,70,,10,,2,3
863183,4,2,,1,,,0,,,,10,,0,,1,3
863188,,,,2,,,,2,,,,2,,,4,4
863201,,,,1,,,,1,,,,1,,,2,2
863216,4,2,,1,,,,1,,,,1,,,4,2
863291,1,1,90,,10,,10,,0,,50,,0,,1,3
863298,3,3,80,,80,,10,,10,,0,,,,2,2
863308,1,2,80,,70,,20,,10,,50,,30,,2,2
863328,3,1,80,,50,,20,,30,,0,,,,2,2
863330,3,2,10,,10,,0,,,,5,,0,,2,2
863333,3,1,,1,,,,1,,,1,,1,,2,2
863334,3,1,1,,1,,,1,,,1,,1,,2,3
863340,3,1,90,,90,,,1,,,90,,100,,1,3
863378,,,,1,,,,1,,,,1,,,2,3
863379,1,1,,1,,,0,,,,0,,,,2,2
863384,3,1,50,,0,,0,,,,,1,,,1,3
863387,3,2,80,,80,,60,,60,,0,,,,1,2
863388,4,1,0,,,,0,,,,0,,,,2,1
863436,6,6,,1,,,,1,,,,1,,,4,4
863446,7,7,,1,,,,1,,,,1,,,4,4
863447,,,,1,,,,1,,,,1,,,4,4
863451,6,6,,1,,,,1,,,,1,,,4,4
863455,6,6,,1,,,,1,,,,1,,,4,4
863458,6,6,,1,,,,1,,,,1,,,2,2
863461,,,,2,,,,1,,,,2,,,4,4
863463,7,6,,1,,,,1,,,,1,,,4,4
863474,6,1,,1,,,5,,,1,30,,10,,1,3
863515,,,,1,,,,1,,,,1,,,1,3
863542,,,,1,,,,1,,,,1,,,1,3
863543,3,3,10,,2,,60,,60,,0,,,,1,1
863548,3,3,30,,50,,40,,0,,0,,,,1,3
863563,3,4,5,,3,,10,,5,,10,,5,,2,2
863568,3,3,5,,2,,10,,5,,10,,5,,2,3
863584,4,3,2,,1,,10,,2,,10,,5,,2,2
863594,3,1,,1,,,,1,,,40,,20,,2,2
863606,2,1,100,,1,,20,,2,,1,,0,,2,3
863614,,,,1,,,,1,,,,1,,,1,3
863620,3,1,40,,,1,1,,1,,1,,2,,3,3
863637,,,,1,,,,1,,,,1,,,1,4
863639,3,1,45,,40,,35,,,1,0,,,,1,3
863642,3,1,70,,50,,20,,10,,10,,,1,2,2
863644,,,,1,,,,1,,,,1,,,4,3
863645,,,40,,3,,,1,,,1,,1,,2,2
863653,2,3,70,,,1,,1,,,20,,20,,2,2
863654,3,2,50,,50,,0,,,,50,,10,,2,2
863675,5,2,80,,80,,,1,,,50,,50,,2,2
863681,3,3,60,,,1,20,,0,,10,,0,,1,3
863692,1,1,100,,80,,20,,0,,60,,80,,1,3
863694,3,3,,1,,,,1,,,,1,,,1,1
863695,3,2,,1,,,,1,,,,1,,,1,3
863705,3,1,100,,70,,,1,,,0,,,,1,3
863715,4,1,50,,60,,,1,,,20,,10,,1,3
863718,,,,1,,,,1,,,,1,,,3,3
863719,3,3,30,,,1,20,,10,,20,,10,,2,3
863734,1,1,0,,,,0,,,,,1,,,2,2
863738,1,3,10,,0,,0,,,,,1,,,2,3
863757,,,,1,,,,1,,,0,,,,3,3
863817,4,1,10,,20,,30,,5,,30,,70,,2,3
863821,2,1,,1,,,,1,,,20,,5,,2,3
863826,2,1,40,,10,,20,,10,,20,,10,,1,2
863829,4,3,0,,,,5,,0,,10,,5,,2,3
863830,3,1,,1,,,,1,,,,1,,,2,2
863846,4,3,0,,,,1,,0,,0,,,,2,2
863859,3,3,10,,5,,0,,,,0,,,,2,2
863860,2,1,30,,5,,10,,5,,10,,0,,4,3
863863,3,1,1,,90,,20,,20,,,1,,,2,2
863867,3,1,,1,,,,2,,,,1,,,2,3
863876,3,1,0,,,,0,,,,0,,,,2,2
863893,,,,1,,,,1,,,,1,,,2,2
863906,3,1,100,,98,,,1,,,,1,,,2,3
863954,3,2,0,,,,,1,,,,1,,,2,3
863981,4,2,0,,,,5,,0,,5,,2,,1,3
863982,2,1,2,,,1,,1,,,10,,,1,1,3
863984,4,2,,1,,,10,,,1,,1,,,1,1
863990,,,,1,,,,1,,,,1,,,2,2
863993,4,1,,1,,,,1,,,20,,10,,1,3
864008,2,1,20,,20,,10,,0,,40,,20,,2,2
864020,3,3,10,,2,,10,,5,,0,,,,2,2
864038,3,1,0,,,,0,,,,20,,0,,2,3
864040,2,1,30,,15,,15,,0,,40,,20,,1,2
864051,,,,1,,,,1,,,,1,,,4,4
864084,3,3,,1,,,,1,,,,1,,,1,1
864085,,,,1,,,,1,,,,1,,,4,4
864109,5,4,0,,,,0,,,,0,,,,1,3
864121,1,3,0,,,,20,,0,,0,,,,3,3
864133,5,4,,1,,,,1,,,,1,,,1,1
864138,5,2,4,,,1,,1,,,,1,,,2,3
864143,5,4,,1,,,,1,,,,1,,,2,2
864162,,,,1,,,,1,,,,2,,,3,3
864163,5,4,,1,,,,1,,,,1,,,3,4
864170,,,,1,,,,1,,,,1,,,2,2
864174,4,1,,1,,,,1,,,,1,,,1,3
864200,3,3,,1,,,,1,,,,1,,,2,2
864202,3,1,60,,30,,20,,0,,0,,,,1,3
864203,4,1,70,,60,,60,,10,,,1,,,1,3
864206,3,1,,1,,,,1,,,,1,,,1,3
864207,,,,1,,,,1,,,,1,,,4,4
864210,4,2,,1,,,,1,,,,1,,,1,3
864213,3,2,,1,,,,1,,,0,,,,1,3
864216,2,1,,1,,,,1,,,,1,,,2,2
864220,2,3,,1,,,,1,,,0,,,,2,3
864231,1,1,,1,,,30,,30,,0,,,,2,3
864232,3,1,8,,7,,40,,40,,0,,,,1,3
864249,1,2,5,,7,,5,,3,,50,,40,,2,3
864268,,,,1,,,,1,,,,1,,,2,1
864271,2,3,10,,15,,15,,5,,10,,5,,2,2
864272,3,2,25,,25,,25,,25,,25,,25,,2,2
864287,,,,1,,,,1,,,,1,,,4,4
864298,3,2,10,,10,,10,,10,,10,,10,,2,2
864331,3,4,,1,,,,1,,,,1,,,1,3
864337,3,4,,1,,,,1,,,,1,,,1,3
864347,7,1,,1,,,,1,,,,1,,,2,4
864351,4,2,,2,,,,1,,,5,,10,,2,2
864372,4,1,,1,,,,1,,,,1,,,2,4
864373,4,3,,2,,,,2,,,,2,,,2,2
864374,4,2,,2,,,,2,,,,2,,,1,1
864382,4,1,,1,,,,1,,,,1,,,1,3
864387,4,3,,2,,,,1,,,,1,,,2,2
864391,3,1,,1,,,,1,,,0,,,,1,3
864396,1,1,30,,50,,10,,5,,10,,5,,2,2
864409,1,4,,1,,,30,,5,,5,,0,,1,3
864415,2,2,,1,,,,1,,,,1,,,2,2
864418,3,7,,1,,,,1,,,,1,,,4,4
864420,2,1,,1,,,,1,,,,1,,,2,3
864426,1,1,,1,,,20,,10,,30,,10,,1,3
864434,1,3,,1,,,,1,,,,1,,,1,3
864441,3,3,60,,30,,10,,3,,30,,1,,2,2
864445,2,1,,1,,,,1,,,,1,,,2,2
864470,,,,1,,,,1,,,5,,0,,1,3
864486,3,1,100,,20,,0,,,,50,,15,,1,2
864491,2,1,60,,20,,20,,0,,30,,10,,1,3
864498,1,1,100,,100,,0,,,,0,,,,3,3
864506,4,1,,1,,,,1,,,,1,,,2,2
864517,3,1,50,,40,,20,,0,,0,,,,1,3
864520,1,1,80,,30,,,1,,,50,,10,,2,3
864531,4,3,,1,,,,1,,,0,,,,2,3
864532,4,1,0,,,,,1,,,,1,,,1,3
864533,3,1,30,,80,,5,,5,,30,,10,,1,3
864539,1,1,0,,,,70,,50,,30,,10,,1,3
864561,1,1,,1,,,,1,,,,1,,,1,3
864569,3,4,,1,,,,1,,,,1,,,2,3
864588,3,1,80,,70,,,1,,,0,,,,3,3
864595,3,1,,1,,,,1,,,0,,,,2,2
864606,2,1,,1,,,,1,,,,1,,,1,2
864608,2,1,,1,,,,1,,,,1,,,1,3
864611,2,1,20,,20,,10,,0,,10,,10,,2,2
864633,5,4,,1,,,,1,,,,2,,,1,4
864659,2,1,,1,,,,1,,,,1,,,1,3
864661,,,,1,,,,1,,,,1,,,2,4
864666,4,2,40,,40,,,1,,,0,,,,1,1
864671,,,,1,,,,1,,,0,,,,5,5
864698,4,3,,1,,,,1,,,,1,,,4,4
864706,3,2,0,,,,,1,,,20,,20,,1,3
864709,3,2,,1,,,,1,,,,1,,,2,3
864710,3,3,0,,,,0,,,,0,,,,2,3
864712,,,,1,,,,1,,,,1,,,2,4
864716,2,2,0,,,,,1,,,15,,,1,2,3
864722,4,2,,1,,,,1,,,,1,,,2,3
864726,,,,1,,,,1,,,,1,,,2,2
864754,,,30,,30,,,1,,,10,,1,,1,2
864780,2,3,2,,10,,3,,20,,0,,,,1,2
864807,1,1,,1,,,30,,10,,0,,,,3,3
864814,3,1,,1,,,,1,,,50,,,1,2,3
864816,1,2,,1,,,10,,20,,0,,,,1,2
864826,3,2,50,,,1,40,,10,,0,,,,2,2
864829,1,1,40,,20,,25,,10,,0,,,,2,3
864851,2,2,100,,,1,,1,,,,1,,,1,3
864855,1,2,100,,,1,,1,,,,1,,,2,1
864867,,,,1,,,,1,,,,1,,,5,5
864877,,,,1,,,,1,,,,1,,,2,2
864891,4,3,,1,,,,1,,,,1,,,1,2
864940,2,1,90,,90,,,1,,,10,,,1,1,3
864993,1,1,2,,0,,0,,,,20,,20,,1,3
865030,2,2,8,,,1,,1,,,0,,,,3,3
865032,1,2,100,,100,,50,,30,,50,,10,,3,3
865042,7,7,,1,,,,1,,,,1,,,1,3
865125,1,1,50,,,1,,2,,,10,,5,,2,3
865131,2,3,,1,,,,1,,,5,,0,,2,3
865135,1,2,,1,,,,1,,,,1,,,4,3
865142,3,1,80,,80,,30,,30,,10,,0,,1,3
865143,1,2,80,,,1,30,,,1,10,,0,,2,3
865159,1,1,100,,100,,,1,,,0,,,,1,3
865169,4,1,0,,,,0,,,,0,,,,2,2
865170,3,1,100,,50,,0,,,,70,,0,,1,3
865202,1,1,70,,50,,50,,30,,0,,,,2,3
865204,4,3,,1,,,,1,,,100,,50,,2,2
865208,4,2,0,,,,50,,0,,0,,,,1,3
865212,4,3,0,,,,0,,,,0,,,,2,2
865262,3,2,,1,,,,1,,,,1,,,1,3
865265,1,1,,1,,,,1,,,0,,,,2,3
865289,3,3,100,,100,,,1,,,,1,,,2,3
865291,3,1,,1,,,,1,,,,1,,,2,3
865306,3,3,,1,,,,1,,,,1,,,2,2
865314,,,,1,,,,1,,,,1,,,4,4
865316,3,1,,1,,,,1,,,,1,,,1,2
865323,2,1,,1,,,,1,,,,1,,,1,2
865334,3,1,,1,,,,1,,,,1,,,1,2
865357,4,2,5,,0,,,1,,,,1,,,1,3
865385,4,1,95,,40,,15,,0,,60,,,1,1,3
865387,1,1,5,,0,,10,,0,,70,,50,,1,3
865397,1,1,100,,40,,40,,0,,0,,,,2,4
865399,3,1,0,,,,0,,,,10,,40,,2,1
865443,1,1,10,,0,,10,,,1,,1,,,2,3
865465,1,1,45,,20,,30,,10,,30,,30,,1,3
865472,3,3,10,,4,,5,,2,,10,,5,,2,2
865481,,,,1,,,,1,,,,1,,,1,3
865484,,,,1,,,,1,,,,1,,,4,4
865488,3,1,10,,10,,,1,,,,1,,,1,3
865494,4,4,10,,10,,5,,,1,,1,,,1,3
865496,4,2,10,,10,,,1,,,,1,,,1,3
865498,4,4,10,,20,,,1,,,,1,,,1,3
865500,5,2,,1,,,,1,,,,1,,,3,1
865504,2,2,,1,,,,1,,,,1,,,2,2
865506,3,2,10,,20,,,1,,,,1,,,3,1
865513,4,4,20,,20,,,1,,,,1,,,2,2
865517,,,,1,,,,1,,,,1,,,1,3
865521,4,3,20,,10,,,1,,,,1,,,1,2
865526,4,2,,1,,,40,,20,,45,,25,,1,3
865535,3,2,30,,,1,25,,15,,45,,20,,1,3
865540,2,3,80,,65,,55,,,1,,1,,,1,3
865544,3,2,50,,30,,30,,10,,40,,20,,1,3
865552,3,3,65,,55,,20,,10,,60,,45,,1,3
865559,3,1,60,,55,,25,,10,,55,,,1,1,3
865571,1,1,100,,100,,10,,0,,0,,,,1,3
865575,1,5,80,,80,,40,,30,,5,,2,,2,2
865576,1,1,10,,5,,10,,0,,10,,9,,1,3
865581,3,2,100,,100,,60,,50,,0,,,,2,3
865600,4,2,40,,40,,20,,10,,40,,10,,2,2
865608,2,1,10,,30,,1,,0,,0,,,,1,3
865623,,,,1,,,,1,,,,1,,,4,4
865661,2,2,5,,5,,80,,70,,,1,,,2,3
865670,,,,1,,,,1,,,,1,,,2,2
865672,4,4,,1,,,,1,,,,1,,,2,2
865673,2,3,,1,,,,1,,,,1,,,2,2
865680,3,3,90,,60,,,1,,,0,,,,2,2
865689,3,3,90,,80,,5,,1,,20,,10,,2,3
865695,2,2,,1,,,,1,,,,1,,,1,3
865701,,,,1,,,,1,,,,1,,,2,2
865702,,,50,,50,,30,,20,,,1,,,2,2
865709,1,1,,1,,,,1,,,,1,,,3,3
865712,3,2,,1,,,0,,,,10,,10,,1,3
865738,1,1,,1,,,,1,,,,1,,,2,3
865764,3,1,,1,,,,1,,,,1,,,2,3
865768,1,1,,1,,,,1,,,,1,,,2,2
865780,5,2,,1,,,,1,,,,1,,,2,3
865787,4,1,,1,,,,1,,,,1,,,2,3
865791,1,1,,1,,,,1,,,,1,,,2,2
865806,5,2,20,,5,,0,,,,20,,5,,1,3
865811,3,3,90,,0,,50,,0,,0,,,,2,2
865827,1,1,10,,0,,5,,0,,3,,0,,2,1
865830,3,1,,1,,,,1,,,0,,,,1,3
865849,2,1,100,,0,,0,,,,80,,80,,2,2
