NQUEST,NORD,INTPER,ATTIVP,PARTIME,CONTRATT,TUTTANNO,MESILAV,PUBBLICO,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,OREDES
860292,1,1,1,1,1,1,12,1,,36,1,6,25000,2,0,36
860297,2,2,1,1,1,2,2,2,2,50,2,,2800,2,0,
860352,1,1,1,1,1,1,12,1,,36,2,,10000,2,0,72
860352,2,1,1,1,1,1,12,2,1,40,2,,10000,2,0,
860353,1,1,1,2,2,1,12,2,2,36,2,,11000,2,0,60
860360,1,1,1,1,2,2,3,2,2,35,2,,3600,2,0,40
860370,2,2,1,1,1,1,12,1,,18,2,,18000,2,0,18
860383,1,1,1,1,1,1,12,1,,30,2,,18200,2,0,40
860383,2,1,1,1,1,1,12,1,,35,2,,15800,2,0,
860385,1,1,1,1,2,2,9,2,3,40,2,,13000,2,0,40
860385,2,2,1,1,3,2,10,2,4,35,2,,10000,2,0,
860399,1,1,1,1,1,1,12,2,5,32,1,4,24700,2,0,38
860399,2,1,1,2,1,1,12,2,6,30,2,,11000,2,0,
860470,1,1,1,1,1,2,8,2,7,40,2,,40000,2,0,50
860471,1,1,1,2,1,1,12,2,1,18,2,,4200,2,0,24
860489,3,1,1,2,2,2,9,2,1,40,2,,22000,2,0,
860499,3,3,1,1,2,1,12,2,1,50,2,,10000,2,0,40
860503,1,1,1,1,1,1,12,2,5,24,1,1,23000,2,0,30
860503,2,1,1,1,2,1,12,2,6,56,1,20,25000,2,0,
860506,1,1,1,1,1,1,12,2,1,40,2,,20000,2,0,40
860512,2,1,1,1,1,1,12,2,1,50,2,,12000,2,0,
860525,1,1,1,2,1,1,12,2,7,30,2,,20000,2,0,30
860539,2,1,1,1,1,1,12,2,2,40,2,,17000,2,0,
860551,1,1,1,2,2,2,7,2,6,25,1,2,5300,2,0,40
860572,2,1,1,1,1,1,12,2,4,40,1,3,20020,2,0,
860573,2,1,1,1,1,1,12,2,6,40,2,,17766,2,0,
860573,3,1,1,1,1,1,12,2,1,45,2,,16772,2,0,
860649,2,2,1,1,1,1,12,2,4,40,2,,15000,2,0,40
860688,1,1,1,1,1,1,12,1,,25,2,,18000,2,0,25
860690,1,1,1,1,1,1,12,1,,30,2,,18000,2,0,30
860698,2,1,1,2,1,1,12,1,,32,2,,15600,2,0,
860702,2,1,1,2,2,1,12,1,,20,1,2,7800,2,0,20
860704,1,1,1,1,1,1,12,2,3,40,1,2,23400,1,,40
860704,2,1,1,2,1,1,12,2,2,26,1,4,10400,2,0,
860726,1,1,1,2,1,1,12,2,1,30,1,0,9100,1,,30
860730,2,1,1,1,1,1,12,1,,40,2,,20800,2,0,
860731,1,1,1,1,1,1,12,2,2,43,1,3,13650,2,0,40
860731,2,1,1,1,1,1,12,2,2,45,1,5,16000,1,,
860731,3,1,1,1,1,1,12,2,1,36,1,2,10000,2,0,
860737,1,1,1,1,1,1,12,2,5,40,1,0,35000,1,,36
860737,3,1,1,1,1,1,12,1,,36,1,2,18200,1,,
860745,1,1,2,1,1,1,12,2,2,40,2,,20000,2,0,50
860758,1,1,1,1,1,1,12,2,7,40,2,,30000,1,,40
860758,2,2,1,2,1,1,12,1,,18,2,,16000,2,0,18
860776,2,2,1,2,2,3,,2,1,40,2,,5000,2,0,30
860776,3,1,1,1,2,2,10,2,1,40,2,,7500,2,0,
860787,2,1,1,2,2,2,7,2,1,40,2,,6000,2,0,
860796,1,1,1,1,1,1,12,2,4,40,2,,16000,2,0,40
860799,1,1,1,1,1,1,12,2,1,40,2,,9600,2,0,40
860799,3,1,1,1,1,1,12,2,1,40,2,,10200,2,0,
860799,4,1,1,1,1,1,12,2,1,40,2,,10200,2,0,
860804,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0,40
860804,3,1,1,2,2,2,7,2,2,30,2,,10000,2,0,
860804,4,1,1,1,1,1,12,2,4,40,2,,15000,2,0,
860821,1,1,1,1,1,1,12,2,7,38,2,,30000,1,120,38
860823,1,1,1,1,1,1,12,2,4,40,2,,14300,2,0,40
860823,2,1,1,1,1,1,12,2,4,40,2,,15600,2,0,
860826,2,1,1,1,1,1,12,2,4,40,2,,16900,2,0,
860827,2,1,1,1,1,1,12,2,4,40,2,,15000,2,0,
860833,2,1,1,1,1,1,12,2,4,40,2,,20000,2,0,
860851,1,1,1,1,1,1,12,2,7,47,2,,32000,1,1000,45
860851,2,1,1,1,1,1,12,2,1,42,2,,15000,2,0,40
860876,2,1,1,1,1,1,12,1,,40,2,,20000,2,0,
860884,1,1,1,2,1,1,12,2,2,20,2,,12000,2,0,25
860884,2,1,1,1,1,1,12,2,2,40,2,,22000,2,0,
860885,2,1,1,1,1,1,12,1,,19,1,0,20000,2,0,
860893,3,1,1,2,2,1,12,2,4,20,2,,15000,2,0,
860900,2,1,1,1,1,1,12,1,,36,2,,21000,2,0,
860905,2,1,1,1,1,1,12,2,1,40,2,,15000,2,0,
860922,1,1,1,2,1,1,12,2,3,25,1,5,9230,2,0,25
860922,2,1,1,1,1,1,12,2,2,44,1,4,19500,2,0,
860977,2,1,1,1,1,1,12,2,5,40,2,,15000,2,0,40
860985,2,1,1,1,1,1,12,2,2,40,2,,19000,2,0,
860985,3,1,1,1,1,1,12,2,3,35,2,,2000,2,0,
860985,4,1,1,1,1,2,2,2,2,40,2,,1000,2,0,
861001,1,1,1,1,1,1,12,2,2,40,2,,18000,2,0,40
861008,1,1,1,1,1,1,12,2,2,40,1,2,14000,2,0,45
861052,1,1,1,1,1,1,12,2,2,45,1,0,15000,2,0,40
861057,1,1,1,1,2,1,12,2,2,50,1,10,15000,2,0,50
861061,1,1,1,1,1,1,12,1,,37,2,,22000,2,0,36
861061,2,2,1,1,1,1,12,2,7,40,2,,22000,2,0,30
861069,1,1,1,1,2,2,6,2,2,40,2,,11000,2,0,40
861114,1,1,1,2,2,2,11,1,,30,2,,9000,2,0,30
861114,2,1,1,1,1,1,12,2,7,40,2,,22000,2,0,
861116,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,40
861119,1,1,1,1,1,2,9,2,1,40,2,,10000,2,0,40
861129,2,1,1,1,1,1,12,2,3,40,2,,24000,2,0,
861135,3,1,1,1,1,1,12,1,,40,2,,25000,2,0,
861135,4,1,1,2,2,1,12,1,,20,2,,12000,2,0,
861136,1,1,1,1,1,1,12,2,6,40,2,,22000,1,,40
861141,2,1,1,1,1,1,12,2,2,40,2,,15600,2,0,
861155,1,1,1,1,2,1,12,2,3,50,2,,26000,2,0,60
861165,1,1,1,1,1,1,12,2,5,40,2,,16900,1,120,45
861165,2,1,1,1,1,1,12,1,,40,2,,23000,2,0,
861176,1,1,1,1,1,1,12,1,,32,2,,16500,2,0,40
861201,1,1,1,1,1,1,12,1,,50,2,,41000,2,0,50
861201,2,1,1,1,1,1,12,2,4,40,2,,16250,2,0,
861207,2,1,1,1,2,1,12,2,2,44,1,12,22500,2,0,
861225,2,1,1,1,3,1,12,2,1,14,2,,3850,2,0,
861225,3,1,1,1,1,1,12,2,6,45,1,4,23000,2,0,
861243,1,1,1,1,2,1,12,2,2,44,1,5,21000,2,0,50
861244,1,1,1,1,1,1,12,2,5,32,2,,20000,2,0,25
861244,2,1,1,1,2,1,12,2,5,32,2,,18000,2,0,
861245,2,1,1,1,1,1,12,2,3,40,2,,10400,2,0,
861245,3,1,1,1,1,1,12,2,2,9,2,,20000,2,0,
861251,1,1,1,1,1,1,12,2,1,45,1,10,23500,2,0,55
861260,4,1,1,1,2,1,12,2,2,40,2,,6500,2,0,
861267,1,1,1,1,1,1,12,2,3,45,1,5,23550,1,125,50
861268,2,1,1,1,1,1,12,2,3,32,2,,16000,2,0,
861272,2,1,1,1,1,1,12,2,6,40,2,,17000,2,0,
861281,2,1,1,1,1,1,12,1,,30,2,,15500,2,0,
861289,4,1,1,1,1,1,12,2,4,40,1,3,15600,1,200,
861295,2,2,1,1,1,1,12,1,,50,1,10,17000,2,0,55
861300,2,1,1,1,1,1,12,1,,36,2,,13000,2,0,
861310,1,1,1,1,1,1,12,2,1,40,2,,11000,2,0,45
861315,3,1,1,1,2,1,12,2,2,50,2,,13000,2,0,
861315,4,1,1,1,1,1,12,2,2,50,2,,13000,2,0,
861315,5,1,1,1,1,1,12,2,1,50,2,,13000,2,0,
861320,1,1,1,1,1,1,12,1,,24,2,,40000,2,0,30
861321,2,1,1,1,3,1,12,2,1,45,2,,20000,2,0,
861329,2,1,1,1,1,2,3,2,7,40,2,,7200,2,0,38
861339,2,1,1,1,1,1,12,2,1,42,2,,23000,2,0,
861343,1,1,1,1,2,1,12,2,1,42,2,,12500,2,0,45
861343,3,3,1,1,2,1,12,2,2,30,1,4,8800,2,0,40
861345,1,1,1,1,1,1,12,1,,19,1,1,22750,2,0,22
861349,2,2,1,1,1,1,12,1,,45,1,5,25000,1,192,45
861361,1,1,1,1,1,1,12,2,7,36,2,,19000,2,0,50
861371,1,1,1,2,2,2,6,2,3,22,2,,5500,2,0,27
861371,2,1,1,1,1,1,12,2,5,45,1,10,32000,2,0,
861390,1,1,1,1,1,1,12,2,3,40,2,,12000,2,0,45
861399,3,3,1,2,2,1,12,2,1,24,2,,7200,2,0,24
861404,1,1,1,1,1,1,12,2,5,40,1,1,18000,1,150,0
861404,2,1,1,2,1,1,12,2,6,30,2,,19000,2,0,
861410,2,1,1,1,1,1,12,2,5,36,2,,18000,2,0,
861412,1,1,1,1,2,1,12,1,,36,2,,16000,2,0,50
861417,2,1,1,1,1,1,12,1,,33,2,,30000,2,0,
861419,2,2,1,1,1,1,12,1,,30,2,,12500,2,0,35
861421,1,1,1,1,1,1,12,2,4,37,1,2,18635,2,0,40
861427,3,1,2,2,2,2,6,2,2,8,2,,6500,2,0,
861435,1,1,1,1,1,1,12,2,1,60,2,,39000,2,0,60
861436,2,1,1,1,1,1,12,2,1,36,2,,17000,2,0,
861440,1,1,1,1,1,1,12,2,3,36,2,,12000,2,0,45
861445,1,1,1,1,1,1,12,1,,36,2,,19000,1,120,30
861445,2,1,1,1,1,1,12,1,,36,1,0,15000,1,120,
861446,1,1,1,1,1,1,12,2,1,30,2,,11000,2,0,35
861447,1,1,1,2,2,2,7,2,3,8,2,,16000,2,0,
861461,1,1,1,1,1,1,12,1,,29,2,,24700,2,0,40
861461,1,1,2,2,2,3,,2,1,1,2,,200,2,0,10
861469,1,1,1,1,1,1,12,2,2,40,1,8,17000,2,0,48
861469,3,3,1,2,2,1,12,2,3,25,1,2,7850,2,0,
861469,4,4,1,1,1,1,12,2,4,40,1,1,15000,1,1100,40
861473,1,1,2,2,2,3,,2,5,2,2,,500,2,0,30
861473,2,1,1,2,2,3,,2,1,5,2,,2000,2,0,
861475,2,1,1,1,1,1,12,2,2,40,2,,16400,2,0,40
861475,3,3,1,1,1,1,12,2,2,40,2,,13000,2,0,40
861476,3,3,1,1,1,1,12,2,5,60,2,,18000,2,0,40
861477,1,1,1,1,1,1,12,1,,36,1,2,22000,2,0,36
861479,2,1,1,1,1,1,12,1,,36,2,,23400,2,0,
861482,1,1,1,1,1,2,8,2,2,30,2,,7600,2,0,50
861488,1,1,2,1,1,1,12,2,4,40,1,1,10400,2,0,40
861488,4,1,1,1,1,1,12,2,4,40,1,1,10400,2,0,
861489,1,1,1,1,2,2,10,1,,34,2,,12500,2,0,34
861489,2,2,1,1,1,1,12,2,1,45,2,,15400,2,0,36
861498,1,1,1,1,1,1,12,2,4,40,2,,19000,2,0,45
861519,1,1,1,1,1,1,12,1,,36,2,,24000,2,0,36
861519,2,1,1,1,1,1,12,1,,36,2,,29000,2,0,
861525,1,1,1,1,1,1,12,1,,38,2,,18000,2,0,45
861526,1,1,1,1,1,2,2,2,7,40,2,,3600,2,0,40
861580,1,1,1,1,1,1,12,2,1,40,2,,12000,2,0,40
861581,2,1,1,1,1,1,12,1,,35,2,,20000,2,0,
861584,2,1,1,1,1,1,12,1,,30,2,,15000,2,0,
861584,4,1,1,1,2,1,12,2,2,40,2,,12000,2,0,
861587,1,1,1,1,1,1,12,2,1,40,2,,12000,2,0,40
861597,2,1,1,1,1,1,12,2,1,45,2,,15000,2,0,
861698,1,1,1,1,1,1,12,2,1,40,2,,14840,2,0,50
861698,2,1,1,1,2,1,12,2,1,40,1,3,14420,2,0,
861714,2,1,1,1,1,1,12,2,1,40,2,,15000,2,0,
861731,1,1,1,1,1,1,12,2,1,8,1,2,14000,2,0,8
861738,1,1,1,1,1,1,12,1,,36,2,,18000,2,0,20
861738,2,1,1,1,1,1,12,1,,36,2,,23000,2,0,
861741,1,1,1,1,1,1,12,1,,36,2,,16000,2,0,20
861752,4,1,1,2,1,1,12,2,2,25,2,,8000,2,0,
861778,1,1,1,1,1,1,12,1,,35,2,,16000,2,0,25
861808,1,1,1,1,2,1,12,2,1,40,2,,12000,2,0,20
861810,3,1,1,1,2,1,12,1,,35,2,,11000,2,0,
861813,1,1,1,1,1,1,12,1,,40,2,,13000,2,0,30
861829,1,1,1,1,2,1,12,2,1,30,2,,10000,2,0,60
861833,1,1,1,1,1,1,12,2,6,46,2,,18000,2,0,30
861833,2,1,1,1,1,1,12,2,4,35,2,,14000,2,0,
861850,3,1,1,1,2,2,6,2,2,35,2,,7000,2,0,
861850,4,1,1,1,2,2,5,2,2,30,2,,6500,2,0,
861858,1,1,1,1,1,1,12,1,,45,1,5,19180,1,720,50
861858,2,1,1,1,1,1,12,2,2,40,2,,17220,2,0,
861878,2,1,1,1,1,1,12,2,2,40,2,,11960,2,0,
861878,3,1,1,1,1,1,12,2,6,40,1,6,16100,2,0,
861878,4,1,1,1,1,1,12,2,2,45,1,5,17220,2,0,
861949,1,1,1,1,1,1,12,2,6,38,2,,18000,2,0,38
861954,1,1,1,1,1,1,12,2,4,40,2,,17000,2,0,50
861962,1,1,1,1,1,1,12,2,7,40,2,,16500,2,0,36
861962,2,2,1,1,1,1,12,1,,36,1,1,17000,2,0,36
861992,1,1,1,1,1,1,12,1,,8,2,,21000,2,0,8
862003,1,1,2,2,1,1,12,2,2,18,2,,3000,2,0,18
862003,2,2,1,2,1,1,12,2,1,20,2,,10000,2,0,20
862003,3,1,1,1,1,1,12,2,7,40,2,,14000,2,0,
862009,1,1,1,1,1,1,12,2,3,40,2,,15000,2,0,45
862023,1,1,1,1,2,2,11,1,,20,2,,14300,2,0,20
862023,2,1,1,1,1,1,12,2,7,40,2,,12600,2,0,
862026,3,1,1,1,1,1,12,2,4,40,2,,16900,2,0,
862053,2,2,1,2,2,2,10,2,2,30,2,,5500,2,0,30
862062,1,1,2,2,2,2,6,2,2,30,2,,4200,2,0,30
862080,2,2,1,1,1,1,12,1,,36,2,,17000,2,0,40
862080,3,1,1,2,2,2,2,2,1,35,2,,1600,2,0,
862093,1,1,2,2,1,1,12,1,,9,2,,10400,2,0,9
862095,1,1,1,1,1,1,12,1,,24,2,,20800,2,0,24
862100,1,1,1,1,1,1,12,1,,36,1,1,16900,1,483,42
862100,2,2,1,1,1,1,12,1,,36,2,,21000,1,500,30
862111,1,1,1,1,1,1,12,1,,50,2,,80000,2,0,48
862111,2,1,1,1,1,1,12,1,,32,2,,25000,2,0,
862127,1,1,1,1,1,1,12,2,2,40,2,,18000,2,0,20
862127,3,1,1,1,1,1,12,2,2,40,2,,8000,2,0,
862146,1,1,1,1,1,1,12,2,5,40,1,3,17000,2,0,48
862146,3,1,1,2,1,1,12,2,1,26,2,,9600,2,0,
862147,2,1,1,2,2,2,7,2,1,12,2,,5000,2,0,
862150,1,1,1,1,1,1,12,2,6,36,2,,16000,2,0,48
862150,2,1,1,1,1,1,12,2,2,26,2,,11000,2,0,
862161,1,1,1,2,2,2,6,2,3,30,2,,4000,2,0,60
862162,2,1,1,1,1,1,12,2,5,36,2,,12000,2,0,
862174,2,1,1,1,1,1,12,2,3,48,2,,17000,2,0,
862177,2,1,1,1,1,1,12,2,3,46,2,,17590,2,0,
862201,1,1,1,2,1,1,12,2,1,30,2,,9000,2,0,45
862212,1,1,1,1,1,1,12,1,,40,1,0,16000,2,0,40
862212,2,1,1,1,1,1,12,2,6,40,2,,12000,2,0,
862225,1,1,1,1,1,1,12,2,7,18,2,,24000,2,0,18
862264,1,1,1,1,1,1,12,2,7,40,2,,12000,2,0,40
862279,2,1,1,1,2,1,12,1,,18,2,,13000,2,0,
862280,1,1,1,1,1,1,12,2,7,40,2,,16000,2,0,40
862295,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
862302,1,1,1,1,1,1,12,2,1,50,2,,20000,2,0,50
862303,2,1,1,1,1,1,12,2,1,45,2,,9000,2,0,
862312,2,1,1,1,1,1,12,1,,40,2,,14560,2,0,
862323,2,1,1,1,1,1,12,2,7,40,2,,13000,2,0,
862329,3,1,1,1,1,1,12,1,,40,2,,17000,2,0,
862335,5,1,1,2,2,3,,2,1,10,2,,5000,2,0,
862358,2,1,1,2,1,1,12,2,1,40,2,,9000,2,0,
862382,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0,
862387,2,1,1,1,1,1,12,2,1,40,2,,20000,2,0,
862398,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0,
862422,1,1,1,2,2,3,,2,1,3,2,,4000,2,0,20
862438,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
862445,1,1,1,1,2,2,6,2,7,18,2,,6000,2,0,18
862445,2,1,1,1,1,1,12,2,7,18,2,,17000,2,0,18
862446,1,1,1,1,1,1,12,2,7,30,2,,8000,2,0,30
862455,1,1,1,2,2,1,12,1,,12,2,,12000,2,0,18
862462,1,1,1,2,2,3,,2,1,20,2,,6000,2,0,40
862462,2,1,1,1,1,1,12,2,7,20,2,,11000,2,0,
862470,1,1,1,2,2,3,,2,7,10,2,,3000,2,0,40
862478,1,1,1,2,1,1,12,2,1,40,2,,6500,2,0,40
862478,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0,
862501,1,1,1,2,2,1,12,2,2,25,2,,9100,2,0,25
862511,2,2,1,1,1,1,12,1,,36,2,,20500,2,0,36
862513,3,1,1,1,1,1,12,1,,21,2,,18500,2,0,
862525,1,1,1,2,2,1,12,2,2,24,2,,2600,2,0,36
862525,2,1,1,1,1,1,12,2,5,48,2,,14000,2,0,
862527,1,1,1,1,1,1,12,2,2,40,1,0,26000,2,0,50
862527,2,2,1,1,2,2,6,2,1,40,1,0,8000,2,0,20
862527,3,1,1,1,2,2,4,2,1,40,1,0,4800,2,0,
862531,1,1,1,1,1,1,12,2,5,70,2,,14300,1,,70
862531,2,2,1,1,1,1,12,2,2,40,1,1,15600,2,0,
862545,3,3,1,1,1,1,12,2,2,40,2,,13000,2,0,40
862545,4,4,1,1,1,1,12,2,7,40,2,,13000,2,0,40
862549,1,1,1,1,1,1,12,2,7,40,1,1,30000,2,0,30
862549,2,1,1,1,1,1,12,1,,36,2,,18000,2,0,
862549,3,3,1,2,1,1,12,2,7,30,1,2,13000,2,0,
862578,1,1,1,1,1,1,12,2,2,40,2,,15600,2,0,45
862580,2,1,1,2,1,2,6,2,6,20,2,,15000,2,0,
862583,1,1,1,1,1,1,12,2,4,40,2,,15000,2,0,40
862583,2,1,1,1,2,2,6,2,7,44,1,4,7000,2,0,
862590,2,1,1,1,1,1,12,1,,36,2,,19000,2,0,
862601,1,1,1,1,2,2,6,2,2,47,2,,9000,2,0,20
862601,2,1,1,1,1,1,12,1,,46,2,,23000,2,0,
862605,2,2,1,1,1,1,12,2,1,47,2,,15000,2,0,
862609,1,1,1,1,1,1,12,2,2,47,2,,19000,2,0,
862616,1,1,2,2,2,1,12,2,4,25,2,,10000,2,0,20
862617,1,1,1,1,1,1,12,2,6,39,2,,26000,2,0,50
862636,2,1,1,1,1,1,12,2,6,50,2,,40000,2,0,
862646,1,1,1,1,1,1,12,2,2,44,2,,17752,2,0,50
862646,2,1,1,1,1,1,12,2,4,45,1,5,18060,2,0,
862658,1,1,1,1,1,1,12,2,5,40,2,,17066,2,0,46
862658,2,1,1,1,1,1,12,2,1,45,1,5,16870,2,0,
862659,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0,40
862659,2,1,1,1,1,1,12,2,2,40,2,,15000,2,0,
862665,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0,40
862674,1,1,1,1,1,1,12,2,7,40,2,,40000,2,0,40
862739,1,1,1,1,1,1,12,2,1,32,2,,15000,2,0,32
862745,3,3,1,1,1,1,12,2,5,40,2,,20000,1,,30
862752,1,1,1,1,1,1,12,2,6,45,1,10,25000,1,,45
862753,2,1,1,1,1,1,12,1,,36,2,,16000,2,0,
862757,2,1,1,1,1,1,12,2,1,40,2,,15000,2,0,
862759,1,1,1,1,1,1,12,2,2,40,2,,17000,2,0,40
862759,2,1,1,1,1,1,12,2,2,36,2,,13000,2,0,
862767,1,1,1,1,1,1,12,2,7,45,2,,35000,1,2500,40
862767,2,1,1,1,1,1,12,2,5,36,2,,17000,2,0,
862821,1,1,1,1,2,1,12,2,1,60,2,,9850,1,,60
862824,1,1,1,1,2,1,12,2,1,60,2,,9750,1,,50
862826,1,1,1,1,2,1,12,2,1,60,2,,9880,1,,60
862827,1,1,1,1,1,1,12,2,4,40,2,,17000,2,0,25
862830,1,1,1,1,1,1,12,1,,26,2,,33000,2,0,26
862834,1,1,1,2,1,1,12,1,,25,1,20,13000,2,0,36
862853,1,1,1,1,1,1,12,1,,38,2,,20000,1,500,36
862855,1,1,1,1,1,1,12,2,4,40,2,,12500,2,0,40
862874,3,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
862875,2,1,1,1,1,1,12,2,5,40,2,,13000,2,0,
862875,3,1,1,1,3,1,12,2,1,40,2,,9000,2,0,
862884,1,1,1,1,1,1,12,2,2,40,2,,19500,2,0,45
862890,1,1,1,1,1,1,12,2,2,40,2,,18900,2,0,40
862896,1,1,1,2,1,1,12,2,2,20,2,,9100,2,0,20
862896,2,1,1,1,1,1,12,1,,40,2,,21000,2,0,
862896,3,1,1,2,3,1,12,2,2,20,2,,7000,2,0,30
862903,1,1,1,1,1,1,12,2,1,40,2,,11000,2,0,40
862903,2,1,1,1,1,1,12,2,1,40,2,,11000,2,0,
862908,2,1,1,1,1,1,12,2,3,40,2,,23500,2,0,
862915,2,1,1,1,1,1,12,2,3,40,2,,18200,2,0,
862916,1,1,1,2,2,1,12,2,2,20,2,,7200,2,0,25
862918,1,1,1,1,1,1,12,2,6,40,2,,14000,2,0,50
862919,1,1,1,1,1,1,12,2,1,40,1,10,18000,2,0,50
862926,1,1,1,1,1,1,12,2,7,40,1,10,14400,2,0,40
862926,2,1,1,1,1,1,12,1,,36,2,,14000,2,0,
862966,2,1,1,1,1,2,6,2,2,60,2,,8100,2,0,
862968,3,1,1,1,2,2,6,2,1,30,2,,3600,2,0,
862975,1,1,1,1,1,1,12,2,6,39,2,,17000,1,1100,45
862976,2,1,1,1,1,1,12,1,,36,1,3,14000,1,1000,
862976,3,1,1,1,2,1,12,2,2,40,2,,15000,2,0,
862979,1,1,1,1,1,2,8,2,2,40,2,,8000,2,0,48
862979,2,1,1,2,1,1,12,2,7,30,1,20,8500,2,0,
863000,4,1,1,1,1,1,12,2,4,48,2,,15000,2,0,
863008,1,1,1,1,2,2,8,2,1,40,2,,9000,2,0,40
863025,1,1,1,1,1,1,12,2,4,39,2,,21000,2,0,36
863027,2,1,1,1,1,1,12,1,,35,2,,20000,2,0,
863043,2,1,1,1,1,1,12,1,,40,2,,19500,2,0,
863044,1,1,1,1,1,1,12,2,3,40,2,,18200,2,0,40
863044,2,1,1,1,2,2,5,2,6,40,2,,8000,2,0,40
863045,2,1,1,2,2,2,5,2,2,30,2,,3600,2,0,
863054,1,1,1,1,1,2,4,2,4,30,2,,3600,2,0,40
863054,1,1,1,1,2,2,8,2,5,50,1,6,8000,2,0,40
863055,1,1,1,1,1,1,12,2,2,40,1,8,15000,2,0,56
863055,3,1,1,1,1,1,12,2,2,40,1,8,15000,2,0,
863058,1,1,1,1,1,1,12,1,,36,1,0,21000,1,,36
863058,2,1,1,1,2,2,10,1,,18,2,,14000,2,0,18
863062,1,1,2,1,1,2,4,2,2,40,2,,6240,2,0,50
863064,2,1,1,1,1,1,12,2,7,45,1,5,23000,2,0,
863071,1,1,1,1,1,1,12,1,,36,1,4,20000,2,0,51
863078,1,1,2,2,1,1,12,1,,18,1,3,12000,2,0,12
863087,3,1,1,1,1,2,1,2,2,4,2,,600,2,0,
863133,2,2,1,1,1,1,12,2,5,36,1,5,16000,2,0,
863147,1,1,1,2,1,1,12,2,2,20,2,,3600,2,0,20
863183,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0,40
863189,1,1,1,1,1,1,12,1,,40,1,3,17550,2,0,40
863189,4,2,1,1,2,2,9,2,1,36,2,,8450,2,0,
863191,1,1,1,1,1,1,12,1,,40,2,,25000,2,0,40
863217,1,1,1,1,1,1,12,2,1,40,1,4,16900,2,0,40
863223,1,1,1,2,1,1,12,2,1,32,2,,13000,2,0,40
863223,3,1,1,1,1,1,12,2,2,40,1,3,13000,2,0,
863236,1,1,1,1,1,1,12,2,7,40,2,,16000,2,0,45
863239,1,1,1,1,1,1,12,1,,36,2,,24000,2,0,36
863239,2,1,1,1,1,1,12,2,6,36,2,,19000,2,0,
863248,2,1,1,1,1,1,12,1,,40,2,,23000,2,0,
863248,3,3,1,1,1,1,12,2,1,40,2,,10500,2,0,
863274,1,1,1,1,1,1,12,1,,50,1,5,20000,1,140,100
863291,1,1,1,1,1,1,12,2,5,40,2,,27300,2,0,40
863291,2,1,1,1,1,1,12,2,5,40,2,,22800,2,0,
863298,1,1,1,1,1,1,12,2,2,55,1,15,21000,2,0,50
863298,2,1,1,1,1,1,12,2,7,35,2,,12000,2,0,
863304,1,1,1,1,1,1,12,1,,35,2,,20800,2,0,30
863304,2,1,1,1,1,1,12,2,7,40,2,,32500,2,0,
863304,3,1,1,1,2,1,12,1,,40,2,,14300,2,0,
863311,1,1,1,2,2,2,10,2,1,30,2,,8500,2,0,40
863313,1,1,1,1,1,1,12,1,,35,2,,22100,2,0,40
863320,1,1,1,1,1,1,12,1,,35,2,,23400,2,0,35
863320,2,1,1,1,1,1,12,1,,35,2,,22100,2,0,35
863331,3,3,1,1,1,1,12,2,7,40,2,,17000,2,0,40
863333,1,1,1,1,1,1,12,2,2,25,2,,15600,2,0,40
863333,2,2,1,1,2,1,12,2,6,40,2,,9000,2,0,40
863334,1,1,1,1,1,1,12,2,4,40,1,5,15000,2,0,40
863387,3,3,1,1,2,2,6,2,2,36,2,,2700,2,0,36
863387,3,3,1,2,2,2,1,2,2,5,2,,600,2,0,30
863397,4,1,1,2,2,3,,2,1,30,2,,900,2,0,
863402,2,1,1,1,1,1,12,1,,36,2,,17000,2,0,
863425,2,1,1,1,1,1,12,2,2,42,2,,16000,2,0,
863431,2,1,1,1,1,1,12,1,,30,2,,18000,2,0,
863436,1,1,1,1,1,1,12,1,,50,2,,20000,2,0,40
863436,2,1,1,1,1,1,12,1,,50,2,,20000,2,0,40
863446,2,1,1,1,1,1,12,1,,40,1,2,23000,2,0,
863447,3,1,1,2,2,2,8,2,1,30,2,,7500,2,0,
863451,1,1,1,1,1,1,12,2,1,24,2,,8000,2,0,48
863451,2,1,1,1,1,1,12,1,,48,2,,24000,2,0,
863455,1,1,1,1,1,1,12,1,,40,2,,24000,2,0,45
863455,2,1,1,1,1,1,12,1,,40,2,,20000,2,0,
863463,1,1,1,1,1,1,12,1,,30,2,,16000,2,0,30
863463,2,1,1,1,1,1,12,1,,35,2,,20000,2,0,
863470,3,3,2,2,2,2,9,2,3,5,2,,2400,1,150,40
863472,2,1,1,1,1,1,12,2,5,40,1,5,20000,2,0,
863474,3,1,1,1,1,1,12,1,,40,2,,18000,2,0,
863494,1,1,1,1,1,1,12,2,4,40,2,,20000,2,0,40
