NQUEST,NORD,INTPER,ATTIVP,PARTIME,CONTRATT,TUTTANNO,MESILAV,PUBBLICO,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,OREDES
676941,2,1,1,2,1,1,12,2,1,22,2,,8840,2,0,
676981,1,1,1,1,1,1,12,1,,36,2,,15600,2,0,36
676981,2,1,1,1,1,1,12,1,,40,2,,18200,1,150,
677079,2,1,1,1,1,2,3,2,1,40,2,,3950,2,0,
677185,1,1,1,1,1,1,12,2,4,40,2,,16500,2,0,30
677185,2,1,1,1,1,1,12,2,4,40,2,,18500,2,0,
677195,2,1,1,1,1,1,12,1,,20,2,,26000,2,0,
677195,3,1,1,1,1,1,12,2,7,40,2,,25500,2,0,
677230,2,1,1,1,2,2,10,2,5,40,2,,10000,2,0,
677230,3,1,1,1,2,1,12,2,4,40,2,,4000,2,0,
677230,3,1,1,2,3,3,,2,1,8,2,,600,2,0,
677277,2,2,1,1,2,1,12,1,,36,2,,14500,2,0,36
677280,1,1,2,1,1,2,10,2,5,18,2,,15500,2,0,24
677280,2,1,1,1,2,1,12,1,,18,2,,17200,2,0,
677307,1,1,1,1,1,1,12,2,3,40,2,,16500,2,0,40
677307,2,1,1,1,1,1,12,2,4,40,2,,15500,2,0,
677341,3,1,1,1,1,1,12,2,6,40,1,3,20000,2,0,
677346,1,1,1,1,1,1,12,2,4,40,2,,17000,2,0,40
677386,1,1,1,2,1,1,12,1,,30,2,,13500,2,0,30
677386,2,1,1,1,1,1,12,2,5,40,2,,12000,2,0,
677440,2,1,1,1,1,1,12,2,1,60,2,,10000,2,0,
677475,1,1,1,1,1,1,12,1,,40,2,,16000,2,0,40
677475,2,2,1,1,1,1,12,1,,36,2,,19000,2,0,36
677489,1,1,1,1,1,1,12,1,,36,1,2,20000,2,0,36
677655,1,1,1,1,1,1,12,2,1,42,2,,6000,2,0,84
677722,1,1,1,1,1,1,12,1,,40,1,4,18200,2,0,40
677722,2,2,1,2,1,1,12,2,6,25,1,7,9000,2,0,
677763,1,1,1,1,1,1,12,2,3,40,2,,17000,2,0,40
677763,2,1,1,1,1,1,12,2,7,40,2,,12000,2,0,
677766,3,1,1,1,1,1,12,1,,40,2,,13500,2,0,
677772,2,1,1,1,1,1,12,2,2,60,2,,20000,2,0,
677775,2,1,1,1,1,1,12,1,,40,2,,19500,2,0,
677826,2,1,1,1,1,1,12,2,6,40,1,0,20325,2,0,
677881,1,1,1,2,1,1,12,1,,30,2,,15000,2,0,30
677941,1,1,1,1,1,1,12,2,6,2,2,,15500,2,0,36
677964,1,1,1,1,1,2,3,2,4,46,1,5,3500,2,0,
677964,2,1,1,2,2,1,12,2,1,24,2,,7800,2,0,
677988,1,1,1,1,1,1,12,2,3,40,2,,16500,2,0,30
677988,2,2,1,1,1,1,12,2,3,40,2,,15000,2,0,
678001,1,1,1,1,1,1,12,2,5,36,2,,15000,2,0,36
678005,1,1,1,1,1,1,12,2,6,36,2,,20000,2,0,38
678104,2,1,1,1,2,1,12,2,3,39,1,3,16000,2,0,
678109,3,3,1,1,1,1,12,2,3,40,1,5,19000,2,0,
678138,4,4,1,1,2,1,12,1,,36,2,,8500,2,0,40
678142,2,1,1,1,1,1,12,1,,35,2,,20000,2,0,
678160,1,1,1,1,1,1,12,2,5,38,1,2,30000,1,1200,38
678198,1,1,1,1,1,1,12,1,,40,1,5,17486,1,660,50
678304,1,1,1,1,1,1,12,1,,36,2,,23000,2,0,36
678382,1,1,1,1,1,1,12,2,4,40,2,,21000,2,0,40
678382,2,1,1,1,1,1,12,1,,40,2,,15000,2,0,
680026,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,40
680026,2,1,1,1,1,1,12,2,2,30,2,,8000,2,0,
680060,3,1,1,1,1,1,12,2,1,40,1,1,13000,2,0,
680060,4,1,1,1,2,1,12,2,1,41,1,1,15600,2,0,
680083,2,1,1,1,1,1,12,1,,40,2,,19000,2,0,
680144,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0,40
680144,2,1,1,1,1,1,12,1,,40,2,,15000,2,0,
680244,1,1,1,1,1,1,12,2,5,40,2,,15000,2,0,60
680244,2,1,1,1,1,1,12,2,5,40,2,,18000,2,0,
680257,1,1,1,1,2,1,12,1,,40,1,5,18046,1,660,46
680257,2,1,1,1,1,1,12,1,,45,1,5,18326,2,0,
680257,3,1,1,1,2,1,12,2,4,40,1,5,7224,2,0,
680261,3,1,1,1,1,1,12,2,4,40,2,,19404,2,0,
680272,1,1,1,1,1,1,12,1,,36,2,,17000,2,0,36
680272,3,1,1,1,1,1,12,2,6,40,2,,16000,2,0,
680274,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0,40
680341,1,1,1,1,1,1,12,1,,26,1,0,39000,1,,26
680386,1,1,1,1,1,1,12,2,6,40,2,,15000,2,0,40
680386,2,1,1,1,1,1,12,2,6,40,2,,13000,2,0,
680430,2,1,1,1,1,1,12,2,7,8,2,,13000,2,0,
680430,3,1,1,1,1,1,12,2,2,8,2,,5000,2,0,
680498,1,1,1,1,1,1,12,2,2,40,1,5,25000,2,0,45
680537,1,1,1,2,1,1,12,2,2,20,2,,8400,2,0,20
680537,2,1,1,1,1,1,12,2,2,40,2,,21000,2,0,
680567,1,1,1,1,1,1,12,2,2,45,1,6,17000,2,0,55
680587,1,1,1,1,1,1,12,1,,36,2,,25000,1,480,72
680601,1,1,1,1,1,1,12,2,6,50,2,,27000,1,1200,40
680601,2,1,1,1,1,1,12,1,,24,2,,19000,2,0,24
680651,1,1,1,2,2,2,6,2,2,25,2,,1200,2,0,25
680686,3,3,1,1,1,1,12,2,6,40,2,,18900,2,0,
680732,1,1,1,2,1,1,12,2,1,22,1,4,6300,2,0,32
680732,2,1,1,1,1,2,7,2,6,40,2,,8400,1,1400,
680736,2,1,1,2,1,1,12,2,1,30,2,,11000,2,0,
680746,1,1,1,1,1,1,12,2,2,40,2,,12774,2,0,80
680746,2,1,1,2,1,1,12,2,2,20,2,,8450,2,0,
680746,2,1,1,2,1,1,12,2,4,20,2,,10400,2,0,
680774,1,1,1,1,1,1,12,2,5,38,2,,14400,2,0,30
680774,2,1,1,1,1,1,12,2,5,38,2,,17000,2,0,
680839,1,1,1,1,2,1,12,2,2,48,2,,12000,2,0,50
680839,2,1,1,1,2,1,12,2,2,48,2,,11200,2,0,
680840,1,1,1,1,2,1,12,2,6,40,1,2,18900,2,0,50
680868,2,2,1,2,1,1,12,2,2,20,2,,8400,2,0,30
680870,1,1,1,1,1,1,12,2,6,44,1,3,24660,1,1600,38
680870,2,1,1,1,1,1,12,2,7,38,2,,13000,2,0,
680870,3,3,1,1,2,2,4,2,2,40,1,2,4500,1,400,40
680880,1,1,1,1,1,1,12,2,2,45,1,5,20280,1,700,50
680880,2,1,1,1,1,1,12,2,4,40,1,6,14430,2,0,
680889,2,1,1,1,1,1,12,1,,40,2,,16000,2,0,
680896,1,1,1,1,1,1,12,1,,40,1,2,20000,2,0,40
680904,1,1,1,2,1,1,12,2,4,24,2,,7384,2,0,24
680904,2,1,1,1,1,1,12,2,6,40,1,6,18967,2,0,
680913,1,1,1,1,1,1,12,2,4,45,1,5,18872,2,0,45
680913,2,1,1,1,1,1,12,1,,40,1,6,19544,2,0,
680914,2,1,1,1,1,1,12,2,4,40,1,5,20000,2,0,
680916,1,1,1,1,1,1,12,1,,40,1,6,14952,2,0,45
680920,1,1,1,1,1,1,12,2,2,33,2,,13540,2,0,40
680920,2,2,1,1,1,1,12,1,,37,2,,14500,2,0,45
680933,3,1,1,1,1,1,12,2,4,40,2,,14000,2,0,
680938,2,1,1,1,1,1,12,2,6,8,2,,10000,2,0,
680971,1,1,1,1,1,1,12,2,7,40,1,10,30000,1,2000,40
680971,2,2,1,1,1,1,12,1,,40,1,5,20000,2,0,
680981,1,1,1,1,1,1,12,2,2,40,2,,21000,2,0,40
680981,2,2,1,1,1,1,12,2,2,40,2,,13000,2,0,40
680982,1,1,1,1,1,1,12,2,2,36,1,0,14000,2,0,50
680997,1,1,1,1,1,1,12,1,,36,1,3,27000,2,0,40
680997,3,1,1,1,1,2,6,2,1,40,2,,3000,2,0,
681012,1,1,1,2,1,1,12,2,1,20,1,1,8000,2,0,30
681012,2,1,1,1,1,1,12,2,7,40,1,2,19000,2,0,
681012,3,1,1,1,1,1,12,1,,40,2,,16500,2,0,
681099,1,1,1,1,2,2,6,2,5,47,2,,7000,2,0,50
681158,1,1,1,1,1,1,12,2,5,42,1,6,18200,2,0,42
681175,1,1,1,1,1,1,12,2,6,40,2,,8520,2,0,50
681192,2,1,1,1,1,1,12,2,1,40,2,,12000,2,0,
681197,1,1,1,1,1,1,12,1,,35,2,,18000,2,0,40
681200,1,1,1,1,1,1,12,2,6,40,2,,16000,2,0,40
681200,2,1,1,1,1,1,12,2,7,40,1,5,18500,2,0,
681244,1,1,1,1,1,1,12,2,2,45,1,5,21500,2,0,45
681266,1,1,1,1,3,2,8,2,2,50,1,10,7600,2,0,40
681268,2,1,1,1,1,1,12,2,6,26,2,,19000,2,0,
681329,1,1,1,1,2,2,4,2,2,40,2,,3600,2,0,36
681349,3,2,1,1,1,1,12,1,,40,2,,20000,2,0,
681366,1,1,1,1,1,1,12,2,7,40,2,,15372,2,0,46
681368,1,1,1,1,1,1,12,1,,55,1,10,32200,2,0,55
681368,2,1,1,1,1,1,12,1,,58,1,10,34832,2,0,
681379,2,1,1,1,1,1,12,2,6,40,2,,16000,2,0,
681387,1,1,1,1,2,2,10,2,3,40,2,,13000,2,0,40
681403,2,2,1,1,2,3,,2,1,24,2,,5500,2,0,
681431,1,1,1,1,1,1,12,1,,30,2,,12000,1,,30
681438,1,1,1,1,1,1,12,2,2,38,2,,19000,2,0,35
681438,2,2,1,1,1,1,12,2,1,30,2,,12000,2,0,25
681441,1,1,1,1,1,1,12,2,3,40,2,,24000,2,0,40
681441,2,1,1,1,1,1,12,1,,38,2,,15000,2,0,45
681477,1,1,1,1,1,1,12,1,,36,1,3,22000,1,210,50
681477,2,2,1,1,2,1,12,2,2,20,2,,7000,2,0,30
681520,2,1,1,1,1,1,12,2,2,45,2,,12100,2,0,
681571,1,1,1,1,1,1,12,1,,24,2,,23000,2,0,24
681571,3,1,1,2,2,1,12,2,7,28,2,,9000,2,0,
681575,1,1,1,1,1,1,12,2,7,40,2,,18000,2,0,40
681575,2,1,1,1,1,1,12,2,7,40,2,,18000,2,0,
681596,1,1,1,1,1,1,12,2,5,40,2,,40000,2,0,50
681640,1,1,1,1,2,1,12,2,5,40,2,,13000,2,0,40
681668,2,1,1,1,1,2,8,1,,36,2,,14000,2,0,
681673,2,1,1,2,2,1,12,1,,24,2,,11000,2,0,
681713,2,1,1,1,1,1,12,1,,60,2,,,2,0,
681748,2,1,1,1,2,1,12,2,1,48,2,,10800,2,0,
681781,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0,
681781,4,1,1,1,1,1,12,2,1,40,2,,14000,2,0,
681790,1,1,1,1,1,1,12,1,,36,2,,21000,2,0,40
681804,1,1,1,1,1,1,12,2,2,40,2,,8000,2,0,40
681822,1,1,1,1,1,1,12,2,2,42,2,,20400,2,0,45
681844,1,1,1,2,1,1,12,2,4,20,2,,11000,2,0,20
681875,1,1,1,1,1,1,12,2,2,40,2,,17000,2,0,40
681875,2,1,1,2,1,1,12,2,1,24,2,,5000,2,0,
681897,3,1,1,1,1,1,12,2,5,40,2,,18000,2,0,
681897,4,1,1,1,1,1,12,2,5,40,2,,19000,2,0,
681932,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,40
681975,1,1,1,1,1,1,12,2,1,40,2,,15600,2,0,36
682086,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0,40
682121,1,1,1,1,1,1,12,1,,38,1,3,26000,2,0,38
682165,2,1,1,1,1,1,12,2,4,40,2,,13000,2,0,
682165,3,1,1,1,1,1,12,2,4,40,2,,13000,2,0,
682170,1,1,1,1,1,1,12,2,1,40,2,,23000,2,0,30
682170,2,1,1,1,1,1,12,1,,36,2,,19500,2,0,
682204,1,1,1,1,1,3,,2,6,40,2,,25000,1,1000,40
682210,1,1,1,1,1,2,8,1,,24,2,,13000,2,0,24
682259,2,2,1,2,1,1,12,2,2,20,1,2,7800,2,0,40
682263,1,1,1,2,2,2,3,1,,12,2,,4000,2,0,40
682263,2,1,1,1,1,1,12,2,5,40,2,,40000,2,0,
682269,1,1,1,1,1,1,12,2,2,45,1,5,16380,2,0,45
682272,3,1,1,1,2,1,12,2,2,45,1,5,11765,2,0,
682275,2,1,1,1,1,1,12,1,,45,1,5,21084,1,2200,
682298,1,1,1,1,1,1,12,2,5,36,1,5,15400,2,0,45
682298,2,1,1,2,1,1,12,2,6,20,1,10,7200,2,0,
682359,1,1,1,1,1,1,12,1,,36,1,20,21000,1,400,36
682363,2,1,1,1,2,1,12,2,2,36,2,,21000,2,0,
682400,1,1,1,1,1,1,12,2,3,40,1,6,21000,1,,46
682408,1,1,1,1,1,1,12,2,2,40,2,,19532,2,0,30
682413,1,1,1,1,1,1,12,2,4,40,2,,17000,2,0,50
682507,1,1,1,1,1,1,12,2,7,36,1,1,19000,2,0,36
682507,2,1,1,2,1,1,12,2,6,30,1,3,11000,2,0,
682532,3,1,1,1,2,3,,1,,36,2,,6000,2,0,
682571,1,1,1,1,1,1,12,2,3,42,2,,14000,2,0,50
682572,1,1,1,1,1,1,12,2,3,40,2,,16000,2,0,60
682572,2,1,1,2,1,2,6,2,4,4,2,,4000,2,0,
682572,3,1,1,1,1,1,12,2,1,40,2,,8000,2,0,
682594,2,1,1,1,1,1,12,2,4,40,2,,19000,2,0,
682609,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,45
682704,1,1,1,1,1,1,12,1,,36,2,,16250,2,0,36
682704,2,1,1,2,2,1,12,1,,24,2,,11000,2,0,
682706,1,1,1,1,1,1,12,2,1,40,2,,14000,2,0,50
682737,2,1,1,1,1,1,12,2,5,37,2,,30000,1,1200,
682779,2,1,1,1,1,1,12,2,5,40,2,,25000,2,0,
682791,1,1,1,1,1,1,12,1,,42,2,,87000,1,7400,42
682791,2,1,1,2,1,2,3,2,4,24,2,,1800,2,0,
682879,1,1,1,1,1,1,12,1,,40,2,,18000,2,0,50
682884,1,1,1,1,1,1,12,2,2,40,2,,17000,2,0,24
682884,2,1,1,1,1,1,12,2,2,40,2,,17000,2,0,
682897,1,1,1,1,1,1,12,2,7,36,2,,15000,2,0,36
682897,3,1,1,1,1,2,10,2,2,40,2,,8000,2,0,
682900,1,1,1,1,1,1,12,1,,36,2,,21000,2,0,40
682900,2,1,1,1,2,2,3,2,1,40,2,,2400,2,0,
682918,3,1,1,1,1,1,12,2,3,40,2,,16000,2,0,
682969,1,1,1,1,1,1,12,2,7,35,1,0,19500,1,800,35
682972,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0,40
682995,3,1,1,2,1,1,12,2,1,28,2,,7800,2,0,
683033,1,1,1,1,1,1,12,2,5,50,2,,40000,2,0,50
683034,1,1,1,1,1,1,12,2,6,40,2,,16000,2,0,30
683075,2,1,1,1,1,1,12,2,6,40,1,4,19400,2,0,
683075,3,1,1,1,3,1,12,2,1,44,2,,9500,2,0,
683119,1,1,1,1,1,1,12,2,6,40,1,2,16000,2,0,40
683119,2,2,1,2,1,1,12,2,4,25,2,,13000,2,0,25
683120,1,1,1,1,1,1,12,2,4,40,1,0,22000,2,0,40
683120,2,2,1,2,1,1,12,1,,28,2,,14000,2,0,28
683143,1,1,1,1,1,1,12,2,3,30,2,,19000,2,0,40
683145,2,1,1,1,1,1,12,2,6,36,2,,15000,2,0,
683159,1,1,1,1,1,1,12,1,,35,2,,20000,2,0,35
683159,2,1,1,1,1,1,12,1,,40,2,,15000,2,0,
683164,1,1,1,1,1,1,12,1,,38,1,2,24000,2,0,40
683171,1,1,1,1,1,1,12,1,,36,1,1,22000,1,1000,30
683171,2,1,1,1,1,1,12,1,,36,2,,14000,1,500,
683177,2,1,1,1,1,1,12,1,,42,1,2,19400,2,0,
683177,3,1,1,1,1,1,12,2,7,48,2,,18000,2,0,
683201,1,1,1,2,1,1,12,2,1,30,1,1,11200,2,0,40
683201,2,2,1,1,1,1,12,1,,40,2,,20300,2,0,
683206,1,1,1,1,1,1,12,2,4,40,2,,15000,2,0,35
683247,1,1,1,1,1,1,12,2,6,38,2,,16000,2,0,40
683249,1,1,1,1,1,1,12,2,6,36,2,,19500,2,0,36
683249,2,2,1,1,1,1,12,2,7,36,2,,16800,2,0,36
683250,2,1,1,1,1,1,12,1,,24,2,,20000,2,0,
683306,2,1,1,1,1,1,12,2,2,45,2,,12000,2,0,
683317,1,1,1,2,1,1,12,2,1,30,2,,14000,2,0,30
683339,2,2,1,1,1,1,12,1,,36,2,,16500,2,0,35
683343,1,1,1,1,1,1,12,2,5,40,2,,39500,2,0,40
683343,2,2,1,1,1,1,12,1,,36,2,,21400,2,0,36
683345,1,1,1,1,1,1,12,1,,36,2,,26200,2,0,36
683349,1,1,1,1,1,1,12,2,4,50,1,10,43000,1,1100,40
683349,2,2,1,1,1,1,12,2,3,33,2,,22000,1,1200,33
683352,1,1,1,1,1,1,12,2,6,45,1,6,21000,2,0,50
683352,2,2,1,2,2,2,8,2,1,20,2,,4300,2,0,
683352,3,2,1,2,2,3,,2,2,25,2,,4000,2,0,
683358,1,1,1,2,1,2,10,2,7,32,1,2,12600,2,0,30
683358,2,1,1,1,1,1,12,2,7,40,2,,15000,2,0,
683377,2,1,1,1,1,1,12,2,5,40,2,,22000,2,0,
683446,1,1,1,1,1,2,7,2,7,40,2,,8500,2,0,40
683453,1,1,1,1,1,1,12,2,4,40,1,5,17360,2,0,50
683453,5,1,1,2,1,1,12,2,2,24,2,,9750,2,0,40
683472,2,1,1,1,1,1,12,1,,36,2,,20000,2,0,
683530,2,1,1,1,1,1,12,1,,30,2,,21000,2,0,
683530,3,1,1,1,2,1,12,2,7,40,2,,17500,1,,
683569,1,1,1,1,1,2,6,2,6,42,2,,6200,2,0,40
683653,1,1,1,1,1,1,12,2,2,36,2,,29000,2,0,7
683661,1,1,1,1,1,1,12,1,,40,2,,32500,2,0,40
683661,2,1,1,1,1,1,12,1,,40,2,,23500,2,0,
683664,1,1,1,1,1,1,12,2,7,36,2,,37000,1,,30
683664,2,1,1,1,1,1,12,1,,36,2,,20000,2,0,
683665,2,1,1,1,1,1,12,2,5,40,2,,18500,2,0,
683665,3,1,1,1,1,1,12,2,2,36,2,,12500,2,0,
683669,1,1,1,1,1,1,12,1,,24,2,,20000,2,0,10
683673,1,1,1,2,3,2,8,2,2,48,2,,9000,2,0,60
683675,4,1,1,1,1,1,12,2,2,42,2,,13000,2,0,
683696,2,1,1,1,1,1,12,1,,36,2,,16000,2,0,
683727,3,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
683767,1,1,1,1,1,1,12,2,2,36,2,,16500,2,0,30
683785,1,1,1,1,1,1,12,1,,45,1,15,15000,1,500,24
683785,2,2,1,1,2,1,12,2,4,30,2,,10000,2,0,30
683812,1,1,1,2,3,1,12,2,4,12,2,,3000,2,0,22
683812,2,2,1,1,1,1,12,2,7,40,2,,35000,1,1555,
683812,3,3,1,2,1,1,12,2,6,30,2,,3000,1,,
683861,2,1,1,1,1,2,8,2,2,50,2,,20000,2,0,
683866,1,1,1,1,1,1,12,2,3,45,2,,23000,2,0,60
683866,2,1,1,2,1,1,12,2,2,30,2,,9000,2,0,
683866,3,1,1,2,1,1,12,2,2,20,2,,6500,2,0,
683896,3,1,1,2,2,2,5,2,2,40,1,10,6000,2,0,
683896,4,1,1,1,2,1,12,2,2,40,2,,7000,2,0,
683896,4,1,2,2,2,2,4,2,1,20,2,,3000,2,0,
683904,1,1,1,1,2,1,12,2,3,40,2,,16406,2,0,50
683970,1,1,1,1,1,1,12,1,,40,2,,23000,2,0,50
683970,2,1,1,1,1,1,12,1,,38,2,,16000,2,0,
683980,1,1,1,1,1,1,12,2,3,44,1,4,16900,1,,40
683980,2,1,1,1,1,1,12,2,4,45,1,5,19500,2,0,
684000,1,1,1,1,1,1,12,2,3,35,2,,15000,2,0,35
684000,3,2,1,1,1,1,12,2,3,35,2,,15000,2,0,
684063,1,1,1,1,1,1,12,2,7,36,2,,18000,1,1000,50
684063,3,1,1,1,1,1,12,2,4,40,1,2,13000,2,0,
684086,1,1,1,1,1,1,12,2,5,40,2,,13000,2,0,40
684130,1,1,1,1,1,1,12,2,7,40,1,2,24000,2,0,60
684130,2,1,1,1,1,1,12,2,1,40,1,0,16000,2,0,
684192,1,1,1,1,1,1,12,2,7,40,1,3,20000,2,0,40
684192,2,2,1,2,1,2,8,2,5,25,2,,6500,2,0,25
684217,1,1,1,1,1,1,12,1,,40,1,3,28600,2,0,45
684217,3,1,1,1,1,1,12,2,2,38,2,,12350,2,0,
684229,1,1,1,1,1,1,12,2,3,40,2,,32000,2,0,30
684229,2,1,1,1,1,1,12,2,6,40,2,,26000,2,0,
684234,2,1,1,1,1,1,12,2,7,40,2,,22000,1,1200,
684240,1,1,1,1,1,1,12,2,2,40,2,,22000,2,0,48
684240,2,1,1,1,2,2,9,1,,40,1,2,12000,2,0,
684279,1,1,1,1,1,1,12,2,3,40,2,,15000,2,0,35
684279,2,1,1,1,1,1,12,2,4,40,2,,16000,2,0,
684280,1,1,1,1,1,1,12,2,2,40,2,,14500,2,0,35
684280,2,1,1,1,1,1,12,2,2,40,2,,13500,2,0,
684290,1,1,1,1,1,1,12,2,6,40,1,4,15000,2,0,40
684290,4,1,1,1,1,1,12,2,6,40,2,,16000,2,0,
684293,2,1,1,1,1,1,12,2,6,40,2,,21000,2,0,
684326,1,1,1,2,1,1,12,2,7,30,2,,16500,1,480,30
684326,2,1,1,1,1,1,12,2,7,40,2,,25000,1,600,
684328,1,1,1,1,1,1,12,2,2,45,1,5,17000,2,0,45
684330,1,1,1,1,1,1,12,2,1,40,2,,23000,2,0,60
684333,1,1,1,1,1,1,12,2,7,45,2,,33000,1,1200,45
684333,2,2,1,2,1,1,12,2,7,28,2,,14000,1,1200,28
684351,2,1,1,1,1,1,12,2,7,50,2,,40000,2,0,
684359,2,1,1,1,1,1,12,1,,36,2,,17000,2,0,
684359,3,1,1,1,1,1,12,2,3,40,2,,15000,2,0,
684407,1,1,1,1,1,1,12,2,7,40,2,,48000,2,0,32
684423,1,1,1,1,1,1,12,2,2,40,2,,30000,2,0,40
684423,2,1,1,1,1,1,12,2,7,38,2,,18000,2,0,
684437,1,1,1,1,1,1,12,2,2,42,1,2,15600,1,,40
684442,1,1,1,1,1,1,12,2,2,46,1,6,22000,1,,46
684507,1,1,1,1,1,1,12,2,3,40,2,,22500,2,0,40
684507,2,1,1,2,1,1,12,2,1,24,2,,11000,2,0,24
684524,2,1,1,2,2,2,7,2,1,20,2,,4550,2,0,
684525,1,1,1,1,1,1,12,1,,20,2,,22340,2,0,20
684525,2,1,1,1,2,1,12,1,,24,2,,8900,2,0,
684559,1,1,1,1,1,1,12,2,3,45,2,,20000,2,0,40
684559,2,1,1,2,1,1,12,2,1,24,2,,9000,2,0,
684608,1,1,1,1,1,1,12,2,1,55,1,10,23500,2,0,60
684609,1,1,1,1,1,1,12,2,7,39,2,,21000,1,1500,39
684630,1,1,1,2,2,3,,2,1,40,2,,3500,2,0,50
684630,2,2,1,1,1,1,12,2,1,40,2,,17500,2,0,0
684638,1,1,1,1,1,1,12,2,4,36,2,,14500,2,0,30
684642,1,1,1,1,1,1,12,2,6,10,2,,9600,2,0,40
684649,1,1,1,1,1,1,12,1,,36,1,1,25000,1,130,50
684649,2,1,1,1,1,1,12,1,,36,2,,19000,2,0,
684663,1,1,1,1,2,2,1,1,,36,2,,500,2,0,40
684671,1,1,1,1,2,2,6,2,2,42,2,,8000,2,0,42
684675,2,1,1,1,1,1,12,1,,36,2,,18500,2,0,
684675,4,1,1,2,1,1,12,2,7,24,2,,9000,2,0,
684689,2,1,1,1,2,2,5,2,1,60,2,,6500,2,0,
684722,1,1,1,1,1,1,12,2,4,40,2,,14300,2,0,40
684722,2,1,1,1,1,1,12,1,,40,2,,18200,2,0,
684722,3,1,1,1,1,1,12,2,4,40,2,,12000,2,0,
684740,2,1,1,1,1,1,12,2,2,40,2,,19500,2,0,
684784,3,1,1,1,1,1,12,2,7,36,2,,18000,2,0,
684793,1,1,1,1,1,1,12,2,2,40,2,,17000,2,0,40
684803,1,1,1,1,1,1,12,2,2,40,2,,19600,2,0,40
684819,1,1,1,2,2,1,12,2,1,40,2,,9000,2,0,40
684856,2,1,1,1,1,1,12,2,4,45,1,5,19000,2,0,
684856,3,3,1,2,2,2,11,1,,25,2,,7000,2,0,
684866,1,1,1,2,1,1,12,2,1,40,2,,8000,2,0,40
684885,2,1,1,1,1,1,12,2,7,42,1,6,26000,2,0,
684973,1,1,1,1,1,1,12,1,,40,2,,16500,2,0,40
684973,2,2,1,1,1,1,12,1,,40,2,,14500,2,0,40
684992,1,1,1,1,1,2,10,2,2,45,2,,13000,2,0,45
685002,1,1,1,1,1,1,12,1,,36,2,,28000,2,0,36
685016,2,1,2,2,2,3,,2,1,3,2,,100,2,0,
685026,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,50
685026,3,1,1,1,1,1,12,2,1,36,2,,13000,2,0,
685058,1,1,1,1,1,1,12,2,2,40,1,1,13000,2,0,35
685068,1,1,1,1,1,1,12,1,,40,2,,20000,2,0,40
685068,2,1,1,1,1,1,12,1,,40,2,,24000,2,0,
685096,1,1,1,1,1,1,12,2,7,40,2,,21000,2,0,36
685097,1,1,1,1,1,1,12,2,7,40,2,,31000,2,0,30
685103,1,1,1,1,1,1,12,1,,36,2,,32200,2,0,35
685124,2,1,1,1,1,1,12,1,,40,2,,15400,2,0,
685129,1,1,1,1,1,1,12,2,3,40,2,,17000,2,0,50
685129,2,2,1,2,2,1,12,2,1,25,2,,7500,2,0,40
685164,1,1,1,1,1,1,12,1,,38,2,,25000,2,0,24
685164,2,1,1,1,1,1,12,1,,36,2,,45000,2,0,
685192,3,1,1,1,1,1,12,2,1,35,2,,8000,2,0,
685196,1,1,1,1,1,1,12,2,6,43,2,,24000,2,0,80
685196,2,2,1,1,1,1,12,2,6,40,2,,14000,2,0,40
685200,1,1,1,1,1,1,12,1,,35,2,,19000,2,0,40
685201,2,1,1,1,1,1,12,1,,35,2,,20000,2,0,
685206,2,1,1,1,1,1,12,2,2,36,2,,18000,2,0,
685258,1,1,1,1,1,1,12,2,7,38,1,4,25000,2,0,38
685296,1,1,1,1,1,1,12,2,6,40,2,,17000,2,0,40
685299,1,1,1,2,1,1,12,2,2,30,2,,8000,2,0,30
685299,2,1,1,1,1,1,12,2,2,40,2,,20000,1,3000,
685300,1,1,1,1,1,1,12,1,,36,2,,25000,2,0,36
685301,2,1,1,1,1,1,12,2,2,36,2,,19000,2,0,
685357,1,1,1,1,1,1,12,2,1,45,2,,15600,2,0,45
685367,2,1,1,1,1,1,12,2,4,70,2,,20000,2,0,
685368,2,1,1,1,1,1,12,2,2,50,2,,17000,2,0,
685394,1,1,1,1,1,1,12,1,,35,2,,20000,2,0,36
685487,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0,45
685517,2,1,1,1,1,1,12,1,,40,1,6,40000,2,0,
685528,2,1,1,1,1,1,12,2,2,40,2,,9000,2,0,
685537,3,1,1,1,1,2,6,2,1,40,2,,6000,2,0,
685543,1,1,1,2,2,1,12,2,1,20,2,,6500,2,0,25
685543,2,1,1,1,1,1,12,2,4,48,1,10,23600,1,150,
685546,1,1,1,1,1,1,12,2,7,37,2,,30000,1,1000,30
685546,2,2,1,1,1,1,12,2,7,37,1,2,30000,1,1000,30
685591,1,1,1,1,1,2,2,2,5,40,2,,2200,2,0,40
