NQUEST,QUEST,NQUESTP,CONTINT,NOPCF,STUPCF,CONPCF,SETPCF,ANAPCF,CITPCF,NOMCF,STUMCF,CONMCF,SETMCF,ANAMCF,CITMCF,VITGEN,NGEN,VITF,NFRAT,NSORE,FIGLI,NFIGLI,PRIMOGE,PRIMOSEX,PRIMOANASC,NFIGLINOIT,PARNOIT,ANCONV,CAPI
806116,3,,3,1,2,1,1,1921,,1,2,9,,1924,,2,,1,0,1,1,1,2,1,1978,,2,,0
806171,3,,4,1,1,9,,1905,,1,1,9,,1915,,2,,1,1,0,2,,,,,,,,1
806185,3,,3,1,2,8,1,1912,,1,2,8,1,1913,,2,,1,1,1,2,,,,,,,1976,1
806206,3,,1,1,2,9,,1911,,1,2,9,,1912,,2,,1,0,2,1,2,2,2,1972,,,,1
806219,3,,1,1,2,8,4,1948,,1,2,9,,1950,,1,2,1,2,0,2,,,,,,2,,1
806223,3,,1,1,2,1,2,1930,,1,2,1,2,1933,,1,4,1,1,3,2,,,,,,,1998,1
806237,3,,1,1,1,1,1,1911,,2,,,,,,2,,1,4,7,1,3,2,1,1968,,,1976,1
806256,3,,3,1,3,1,2,1943,,1,3,9,,1947,,1,2,1,0,1,2,,,,,,2,,1
806261,3,,1,2,,,,,,2,,,,,,2,,1,2,0,1,2,2,2,1969,,,1967,1
806282,3,,2,1,4,2,3,1933,,1,2,1,2,1936,,1,2,1,0,1,2,,,,,,2,,1
806284,3,,2,1,3,2,3,1943,1,1,2,9,,1943,2,1,3,1,4,2,1,2,2,2,1987,1,,2006,1
806289,3,,2,2,,,,,,2,,,,,,2,,1,3,6,1,3,2,2,1959,,,1958,1
806318,3,,2,1,2,8,4,1932,,1,2,9,,1932,,1,4,1,1,1,2,,,,,,,1987,1
806333,3,,2,1,2,7,4,1908,,1,2,9,,1915,,1,1,1,0,1,2,,,,,,,1970,1
806339,3,,3,1,2,9,,,,1,1,9,,1924,,2,,1,0,2,1,1,2,2,1980,,2,,1
806427,3,,2,2,,,,,,2,,,,,,2,,1,2,2,1,4,2,2,1961,,,1960,1
806430,3,,4,1,5,4,3,1919,,1,4,3,3,1909,,1,1,1,4,3,2,,,,,,,1976,1
806443,3,,1,1,2,8,4,1947,,1,3,8,4,1954,,1,3,1,1,3,2,,,,,,,2001,1
806447,3,,2,1,4,4,3,1899,,1,2,9,,1914,,2,,1,1,0,2,,,,,,,1985,1
806473,3,,1,1,2,1,2,1924,,1,2,1,2,1926,,1,2,1,5,2,2,,,,,,,1983,1
806522,3,,3,1,2,1,4,1931,,1,2,9,,1934,,1,3,1,2,3,2,,,,,,,2006,1
806531,3,,2,1,2,9,,1881,,1,2,9,,1892,,2,,1,1,1,2,,,,,,,,1
806532,3,,2,1,4,9,,1909,,1,3,9,,1926,,2,,1,1,1,1,5,2,2,1962,,,1961,1
806537,3,,2,1,4,5,2,1932,,1,3,9,,1937,,1,2,1,2,3,2,,,,,,,1997,1
806540,3,,2,1,3,9,,1923,,1,3,3,3,1929,,1,2,1,4,2,2,,,,,,,1988,1
806557,3,,1,1,2,1,4,1913,,1,2,9,,1914,,2,,2,,,2,,,,,,2,,1
806560,3,,1,1,5,6,4,1952,,1,5,6,4,1954,,1,2,2,,,2,,,,,,2,,1
806563,3,,1,1,3,8,4,1936,,1,3,8,4,1943,,1,2,1,0,2,2,,,,,,,2000,1
806570,3,,1,1,2,7,4,1921,,1,2,8,4,1924,,2,,1,0,1,2,,,,,,,,1
806578,3,,2,1,2,1,3,1895,,1,2,9,,1895,,2,,1,2,0,2,,,,,,,1969,1
806583,3,,2,1,2,1,4,1927,,1,2,9,,1931,,1,3,1,5,2,2,,,,,,,1990,1
806586,3,,2,1,2,1,4,1906,,1,2,9,,1910,,2,,1,2,0,1,3,2,2,1960,,,,1
806591,3,,3,1,2,1,4,1931,,1,2,9,,1944,,1,4,1,2,2,2,,,,,,,1999,1
806601,3,,1,1,2,1,1,1937,2,1,2,9,,1936,2,1,2,1,2,4,2,,,,,,,1996,1
806628,3,,3,1,2,1,5,1930,,1,2,9,,1942,,3,,2,,,2,,,,,,,1986,0
806629,3,,1,1,2,1,1,1923,,1,2,1,1,1933,,3,,1,1,3,2,,,,,,,1983,0
806642,3,,3,1,2,10,,1910,,2,,,,,,2,,1,0,1,1,2,2,1,1983,,,1978,0
806650,3,,2,1,2,8,1,1923,,1,2,8,1,1931,,2,,2,,,2,,,,,,,1983,0
806661,3,,3,1,3,1,5,1921,,1,3,1,5,1931,,2,,1,4,0,1,2,2,2,1984,,,2010,0
806700,3,,1,2,,,,,,2,,,,,,2,,1,3,0,1,2,2,1,1957,,,1956,0
806729,3,,1,1,1,1,1,1910,,1,1,1,1,1919,,1,1,1,3,1,1,2,2,1,1976,,,1974,0
806860,3,,3,1,3,1,2,1949,,1,3,9,,1952,,1,1,1,2,0,1,1,2,2,2001,,2,,1
806983,3,,3,1,3,2,4,1946,2,1,3,9,,1954,2,1,4,1,3,2,2,,,,,,,2001,1
806993,3,,1,1,3,1,4,1950,2,1,2,9,,1960,2,1,2,1,1,3,1,1,2,1,1998,1,1,,1
807050,3,,2,1,2,2,3,1913,,1,2,9,,1921,,2,,1,5,2,1,3,2,1,1972,,,1971,1
807051,3,,1,1,2,1,1,1925,,1,2,9,,1933,,1,1,1,2,1,2,,,,,,,1992,1
807054,3,,1,1,2,1,1,1909,,1,1,9,,1913,,2,,1,3,1,2,,,,,,,1982,1
807066,3,,1,1,2,6,4,1906,,1,3,8,4,1915,,1,1,1,2,1,1,1,2,1,1978,,,1976,1
807096,3,,1,2,,,,,,2,,,,,,2,,1,3,4,2,,,,,,,1965,1
807097,3,,3,1,1,1,1,1912,,1,1,9,,1913,,2,,1,0,2,1,1,2,1,1979,,,1974,1
807103,3,,2,1,2,8,1,1941,,1,4,3,3,1944,,1,2,1,1,0,2,,,,,,2,,1
807111,3,,1,2,,,,,,2,,,,,,2,,1,1,0,1,4,2,2,1948,0,,,1
807118,3,,2,1,1,1,1,1880,,1,1,1,1,1882,,2,,1,0,1,1,2,2,2,1944,,,,1
807128,3,,3,1,2,8,1,1922,,1,3,8,1,1935,,1,3,1,0,2,2,,,,,,,1991,1
807142,3,,3,1,3,9,,,,1,3,2,4,,,1,2,1,0,0,2,,,,,,,2004,1
807146,3,,3,1,2,1,2,1938,,1,2,9,,1940,,1,3,1,0,3,2,,,,,,,1985,1
807165,3,,2,1,3,2,3,1913,,1,2,1,1,1923,,2,,1,0,1,1,2,2,1,1972,,,1971,1
807196,3,,2,2,,,,,,2,,,,,,2,,2,,,1,2,2,2,1960,,,,1
807229,3,,3,1,2,1,2,1928,,1,2,9,,1938,,1,2,2,,,2,,,,,,2,,1
807255,3,,1,2,,,,,,1,2,9,,1945,2,1,3,1,0,5,2,,,,,,,1993,1
807288,3,,2,1,3,4,3,1927,,1,3,9,,1933,,1,2,1,0,1,2,,,,,,2,,1
807289,3,,2,1,4,2,2,1922,1,1,2,8,4,1935,,1,1,1,1,3,2,,,,,,,1988,1
807303,3,,2,1,3,1,4,1926,,1,3,2,4,1927,,1,1,2,,,2,,,,,,,1986,1
807332,3,,1,1,2,10,,1890,,1,2,9,,1888,,2,,1,1,0,1,3,2,1,1963,,,1960,0
807404,3,,2,1,4,8,1,1903,,1,4,9,,1911,,2,,1,0,1,1,1,2,2,1968,,2,,1
807441,3,,2,1,2,1,1,1909,,1,3,1,3,1915,,1,1,1,1,2,2,,,,,,,1983,1
807449,3,,3,1,1,1,1,1904,,1,1,1,1,1914,,1,1,1,5,2,1,2,2,1,1975,0,,1988,1
807466,3,,2,1,1,9,,1903,,1,1,9,,1912,,2,,1,2,1,2,,,,,,,,1
807474,3,,2,1,1,9,,1909,,1,1,9,,1914,,2,,1,2,1,2,,,,,,,1965,1
807537,3,,1,1,2,1,1,1912,,1,2,9,,1911,,2,,1,3,1,1,2,2,1,1972,,,1970,1
807538,3,,1,1,2,8,1,1912,,1,2,9,,1917,,1,1,1,1,2,1,1,2,2,1984,,,1982,1
807541,3,,2,1,1,1,4,1905,,1,1,9,,1909,,1,1,1,0,1,1,1,2,1,1973,,,1971,1
807598,3,,1,1,2,8,1,1910,,1,2,9,,1911,,2,,1,4,1,1,3,2,2,1967,,,1966,1
807600,3,,1,1,2,1,2,1917,,1,2,1,1,,,1,1,1,1,1,2,,,,,,2,,1
807625,3,,3,1,2,8,4,1933,,1,4,8,4,1944,,2,,1,2,0,1,2,2,2,1997,,2,,0
807648,3,,3,1,2,1,4,1901,,1,2,1,4,1905,,2,,1,1,1,1,2,2,1,1975,,,,0
807674,3,,1,1,4,2,4,1943,,1,4,2,4,1944,,1,3,1,1,1,2,,,,,,,2002,0
807692,3,,4,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,2,,1
807703,3,,2,1,2,2,4,1934,,1,2,9,,1937,,1,3,1,0,1,2,,,,,,,2009,1
807761,3,,1,1,1,10,,1884,,2,,,,,,2,,2,,,2,,,,,,,1938,1
807792,3,,3,1,1,1,2,1936,,1,1,9,,1938,,1,2,1,2,2,2,,,,,,,1980,0
807849,3,,1,1,1,1,1,1916,,1,1,9,,1918,,2,,1,0,1,1,3,2,1,1963,,,,0
807955,3,,1,1,2,1,3,1914,,1,2,9,,1925,,2,,1,0,1,1,2,2,1,1969,,,,1
807960,3,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,1,1954,,2,,1
807962,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
807963,3,,2,1,1,9,,1909,,1,1,9,,1909,,1,1,1,1,2,1,1,1,,,,,1967,1
807965,3,,1,1,2,1,2,1933,,1,2,9,,1936,,1,3,1,1,3,2,,,,,,,1992,1
807968,3,,1,1,1,9,,1901,,1,1,9,,1908,,2,,1,0,2,1,1,2,1,1969,,,1960,1
807986,3,,1,1,1,9,,1896,,1,1,9,,1902,,2,,1,2,0,1,2,2,2,1962,,,1960,1
808002,3,,1,2,,,,,,2,,,,,,2,,1,0,1,1,1,2,1,1955,,,,1
808098,3,,1,1,2,2,3,1905,,1,2,9,,1911,,2,,1,0,2,1,2,2,2,1962,,,1961,1
808122,3,,1,2,,,,,,2,,,,,,2,,1,1,0,1,1,2,1,1946,,,,1
808165,3,,3,2,,,,,,2,,,,,,2,,1,2,2,1,3,2,1,1960,,,,1
808169,3,,4,1,1,1,1,1913,,1,1,9,,1922,,1,1,1,3,1,1,2,2,2,1972,,,1971,1
808182,3,,4,2,,,,,,2,,,,,,1,1,1,1,4,2,,,,,,,1978,1
808184,3,,3,2,,,,,,2,,,,,,2,,1,4,2,1,1,1,,,,,1961,1
808203,3,,3,1,1,9,,1918,,1,1,9,,1921,,1,1,1,4,2,1,2,2,2,1965,,,1964,1
808309,3,,1,1,2,9,,1920,,1,2,9,,1923,,2,,1,0,3,1,2,2,2,1973,,,1972,1
808310,3,,1,1,2,8,4,1939,,1,3,9,,,,2,,1,0,1,2,,,,,,2,,1
808313,3,,1,1,2,1,1,1935,,1,1,1,1,1933,,1,2,1,4,4,2,,,,,,,1987,1
808314,3,,2,1,2,1,1,1939,,1,1,1,1,1943,,1,4,1,2,5,2,,,,,,,1993,1
808316,3,,1,1,1,1,1,1948,,1,2,9,,1952,,1,2,1,2,1,2,,,,,,2,,1
808318,3,,2,1,2,8,4,1939,,1,1,1,1,1941,,1,4,1,2,5,2,,,,,,,1996,1
808319,3,,2,2,,,,,,2,,,,,,2,,1,0,1,1,4,2,2,1952,,,,1
808379,3,,2,1,2,7,5,1907,,1,2,9,,1910,,2,,1,1,0,2,,,,,,,1963,0
808450,3,,2,1,2,8,4,1912,,1,2,8,4,1911,,2,,1,1,1,2,,,,,,2,,1
808488,3,,2,1,2,1,1,1889,,1,2,9,,1895,,2,,2,,,2,,,,,,2,,0
808573,3,,4,1,1,8,4,1906,,1,1,1,4,1906,,2,,1,1,3,1,1,2,1,1972,,2,,0
808595,3,,1,1,4,3,3,1937,,1,5,4,3,1935,,2,,1,2,0,2,,,,,,,1997,1
808643,3,,3,1,2,8,4,1905,,1,2,9,,1904,,2,,1,1,0,1,3,2,2,1959,,,1958,1
808712,3,,3,1,2,1,4,1918,,1,2,9,,1926,,2,,1,0,1,2,,,,,,2,,0
808715,3,,2,2,,,,,,2,,,,,,1,2,1,1,1,2,,,,,,,1996,1
808765,3,,2,1,3,6,4,1924,,1,4,3,3,1928,,1,2,2,,,1,1,2,1,1980,,2,,1
808821,3,,2,1,2,2,3,1911,,1,2,9,,1910,,2,,2,,,1,2,2,1,1966,,,,1
808824,3,,2,2,,,,,,2,,,,,,1,2,1,1,2,2,,,,,,2,,1
808870,3,,4,2,,,,,,2,,,,,,1,2,1,2,1,2,,,,,,2,,1
808884,3,,2,1,2,8,4,1911,,1,2,8,4,1916,,2,,2,,,2,,,,,,2,,0
808888,3,,3,2,,,,,,2,,,,,,1,2,1,3,1,2,,,,,,2,,1
808890,3,,2,1,2,8,1,1885,,1,2,1,2,1909,,2,,1,1,3,1,3,2,1,1952,,,,1
808947,3,,2,1,2,1,2,1915,,1,2,9,,1916,,2,,2,,,1,1,2,1,1964,,,,1
809038,3,,3,2,,,,,,2,,,,,,1,2,1,3,2,2,,,,,,2,,1
809042,3,,3,1,3,4,4,1942,,1,2,9,,1939,,1,2,1,2,0,2,,,,,,,1987,1
809043,3,,2,1,2,1,2,1933,,1,2,9,,1934,,2,,2,,,2,,,,,,2,,1
809129,3,,2,1,2,8,1,1905,,1,2,9,,1919,,2,,2,,,2,,,,,,,1967,1
809204,3,,3,1,1,8,1,1910,,1,1,9,,1912,,2,,1,1,3,1,1,2,1,1973,,,1972,1
809233,3,,3,2,,,,,,2,,,,,,2,,1,4,4,1,1,2,2,1978,,,1976,1
809254,3,,3,1,2,1,4,1936,,1,1,9,,1940,,1,4,1,5,5,2,,,,,,,1995,1
809268,3,,2,1,2,1,4,1930,,1,2,9,,1928,,1,2,1,6,3,2,,,,,,,,1
809285,3,,2,1,2,1,2,1907,,1,2,1,2,1919,,1,1,1,0,1,1,1,2,2,1975,,,1969,0
809289,3,,1,1,1,1,1,1889,,1,1,9,,1900,,2,,1,2,3,2,,,,,,,1959,0
809319,3,,2,1,2,8,4,1939,,1,2,9,,1940,,1,1,1,0,1,1,1,2,2,1987,,2,,0
809351,3,,1,2,,,,,,2,,,,,,1,3,1,3,3,2,,,,,,,1987,1
809382,3,,1,1,1,9,,1898,,1,1,9,,1900,,2,,1,3,1,2,,,,,,2,,1
809405,3,,4,1,2,8,1,1935,,1,2,9,,1936,,1,4,1,2,1,2,,,,,,,1999,1
809446,3,,1,2,,,,,,2,,,,,,1,1,1,1,2,1,1,2,2,1967,,,1964,1
809448,3,,1,2,,,,,,2,,,,,,1,2,1,0,1,2,,,,,,2,,1
809488,3,,4,1,2,6,4,1935,2,1,2,9,,1938,2,1,3,1,2,2,2,,,,,,,1997,1
809567,3,,4,1,2,1,2,1952,,1,3,1,1,1960,,1,4,1,1,2,2,,,,,,,1997,1
809568,3,,1,1,3,8,4,1895,,1,1,9,,1910,,2,,1,1,0,1,2,2,1,1952,,,,1
809617,3,,1,1,1,1,1,1921,,1,1,1,1,1921,,1,2,1,3,2,1,1,2,1,1972,,,1971,0
809628,3,,1,1,2,1,1,1912,,1,2,1,1,1914,,2,,1,5,6,1,3,2,1,1969,,,1968,0
809644,3,,4,1,2,8,1,1906,,1,2,8,1,1911,,2,,1,3,2,2,,,,,,,1976,0
809747,3,,1,2,,,,,,2,,,,,,1,2,1,1,2,1,2,2,1,1975,,,1972,1
809786,3,,4,2,,,,,,2,,,,,,3,,2,,,2,,,,,,2,,1
809823,3,,3,2,,,,,,2,,,,,,1,2,2,,,1,1,2,1,1977,,,1976,1
809825,3,,2,1,2,8,1,1929,,1,2,9,,1928,,2,,1,0,1,1,2,2,2,1971,,,1970,1
809835,3,,2,1,2,2,3,1918,,1,2,9,,1924,,1,2,1,7,5,2,,,,,,,1982,1
809897,3,,2,2,,,,,,2,,,,,,1,2,1,2,1,2,,,,,,,1989,1
809918,3,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1987,1
810027,3,,1,1,4,2,2,,,1,4,3,3,,,2,,2,,,2,,,,,,2,,1
810029,3,,1,2,,,,,,2,,,,,,2,,1,0,1,1,1,2,1,1947,,,,1
810039,3,,1,1,3,8,4,1908,,1,2,1,2,1915,,2,,1,1,0,1,1,2,2,1969,,,,1
810042,3,,1,1,2,1,2,1890,,1,2,9,,1899,,2,,2,,,1,1,2,1,1967,,,,1
810082,3,,1,1,3,8,4,1944,,1,3,8,4,1947,,1,2,1,1,0,2,,,,,,2,,1
810086,3,,1,1,2,1,2,,,1,1,1,3,,,2,,2,,,2,,,,,,2,,1
810091,3,,3,1,2,8,4,1927,,1,2,9,,1923,,2,,1,2,1,2,,,,,,2,,1
810099,3,,1,1,2,1,1,1910,,1,1,1,1,1909,,2,,1,1,0,1,3,2,1,1957,,,1957,1
810104,3,,1,1,1,8,1,1925,,1,2,1,1,,,2,,1,1,1,1,2,2,1,1980,,,,1
810122,3,,1,1,1,1,2,1941,,1,1,9,,1945,,1,4,1,1,1,2,,,,,,,1989,1
810150,3,,1,1,2,8,1,1915,,1,2,8,1,1914,,2,,1,1,1,1,2,2,2,1965,,,1964,1
810161,3,,1,2,,,,,,2,,,,,,2,,1,2,0,1,2,2,2,1970,,,1969,1
810167,3,,1,1,1,1,2,1926,,1,1,9,,1923,,2,,1,4,1,1,1,2,1,1985,,,1983,1
810180,3,,1,2,,,,,,1,1,8,1,1908,,2,,1,1,4,1,2,2,2,1961,,,1960,1
810183,3,,1,1,1,1,1,1928,,1,1,1,1,,,1,2,1,2,0,1,1,2,2,1988,,,1982,1
810186,3,,1,1,2,1,1,1935,,1,2,1,1,1940,,1,1,2,,,2,,,,,,,1980,1
810365,3,,2,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,,,1
810455,3,,1,2,,,,,,2,,,,,,2,,1,0,2,2,,,,,,,1985,1
810508,3,,1,1,2,8,4,1912,,1,2,8,4,1913,,2,,2,,,1,2,2,1,1975,,,1974,1
810555,3,,3,1,2,1,2,1950,2,1,3,1,4,1951,2,2,,1,1,0,2,,,,,,2,,0
810572,3,,2,1,2,2,4,1926,1,1,2,9,,1931,,3,,2,,,1,1,2,1,1982,0,,2004,1
810778,3,,2,1,2,1,4,1924,,1,2,9,,1921,,2,,1,0,1,1,1,2,1,1977,,,1974,1
810818,3,,2,1,3,1,3,1930,,1,3,9,,1927,,1,3,1,0,1,2,,,,,,,1997,1
810835,3,,2,1,5,4,4,1901,,1,3,9,,1905,,2,,1,0,1,1,2,2,1,1967,,,1965,1
810855,3,,2,1,2,1,2,1935,,1,2,9,,1937,,1,2,2,,,2,,,,,,2,,1
810980,3,,2,1,2,9,,1919,,1,2,9,,1920,,2,,1,2,0,2,,,,,,,1976,1
811035,3,,1,1,2,8,4,1909,,1,2,9,,1910,,2,,1,0,3,1,3,2,2,1968,,,1966,1
811075,3,,1,1,1,8,4,1884,,1,1,9,,1893,,2,,1,0,4,2,,,,,,,1971,1
811149,3,,2,1,2,1,2,1912,,1,2,1,2,1915,,2,,1,3,2,2,,,,,,,1952,0
811158,3,,2,1,3,1,2,1939,,1,4,2,3,1940,,1,4,1,0,2,2,,,,,,,1997,0
811168,3,,2,1,2,8,1,1915,,1,2,8,1,1920,,2,,2,,,1,1,2,1,1978,,,1970,0
811169,3,,2,1,4,2,2,1940,,1,4,2,2,1945,,1,2,2,,,2,,,,,,2,,0
811187,3,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1998,1
811239,3,,1,2,,,,,,2,,,,,,2,,1,1,0,1,3,2,1,1958,,,1957,1
811242,3,,2,1,1,1,1,1937,,1,2,9,,1946,,1,1,1,2,0,2,,,,,,2,,1
811259,3,,1,1,1,1,1,1900,,1,1,9,,1901,,2,,1,1,0,2,,,,,,2,,1
811277,3,,2,1,2,7,4,,,1,2,9,,,,1,2,1,2,1,2,,,,,,2,,1
811294,3,,2,1,1,1,1,,,1,1,9,,1945,2,1,3,1,6,9,2,,,,,,,1998,0
811357,3,,2,1,2,8,2,1940,,1,2,9,,1942,,1,2,1,3,3,2,,,,,,,2002,0
811447,3,,2,1,4,5,4,1940,,1,5,3,3,1948,,1,4,1,1,1,2,,,,,,,2002,1
811449,3,,2,1,2,1,1,1903,,1,2,1,3,1912,,2,,1,1,1,2,,,,,,2,,1
811506,3,,2,2,,,,,,1,2,9,,1920,,2,,1,0,1,1,4,2,1,1960,,,,0
811534,3,,3,1,2,1,2,1942,,1,3,9,,1953,,1,4,1,0,3,2,,,,,,,2000,0
811573,3,,1,1,2,1,4,1913,,1,2,9,,1917,,2,,1,4,4,1,3,2,2,1967,,,1966,1
811580,3,,1,1,1,1,4,1920,,1,1,9,,1925,,2,,1,3,5,1,1,2,1,1977,,,1976,1
811583,3,,1,1,4,2,3,1918,,1,2,9,,1922,,2,,1,6,1,1,3,2,2,1966,,,,1
811608,3,,1,1,2,1,2,1946,,1,3,1,2,1947,,1,2,1,1,1,2,,,,,,,2008,1
811659,3,,3,2,,,,,,2,,,,,,1,1,1,1,4,2,,,,,,,1989,1
811700,3,,2,1,2,9,,1893,,1,2,9,,1894,,2,,1,1,0,2,,,,,,,,1
811746,3,,1,1,2,8,4,1905,,1,2,9,,1907,,2,,1,1,1,1,1,2,1,1978,,,1977,0
811784,3,,2,1,1,1,1,1903,,1,1,9,,1907,,2,,1,1,5,2,,,,,,2,,1
811793,3,,2,1,2,1,4,1925,,1,2,9,,1929,,1,2,1,3,3,2,,,,,,,1986,1
811794,3,,1,1,1,1,1,1901,,1,1,9,,1903,,2,,1,3,6,1,1,2,1,1972,,,1970,1
811798,3,,1,1,2,1,2,1944,,1,2,9,,1946,,1,2,1,0,1,2,,,,,,2,,1
811805,3,,2,1,2,8,4,1920,,1,2,8,4,1928,,1,1,1,4,1,1,2,2,1,1986,,,2004,1
811807,3,,1,1,1,1,1,1904,,1,1,9,,1906,,1,1,1,1,4,1,2,2,1,1964,,,1964,1
811809,3,,1,1,1,1,1,1905,,1,1,9,,1906,,2,,1,5,1,2,,,,,,,1979,1
811828,3,,2,1,2,1,4,1924,,1,2,9,,1925,,1,3,1,4,1,1,1,2,1,1972,,,1970,1
811852,3,,1,1,1,1,1,1902,,1,1,1,1,1904,,2,,1,3,0,1,1,1,,,,,1954,1
811858,3,,1,1,1,1,1,1915,,1,1,9,,1922,,1,3,1,1,1,2,,,,,,,1980,1
811903,3,,1,1,1,8,4,1918,,1,1,9,,1928,,1,2,2,,,2,,,,,,,1980,1
811904,3,,1,1,3,7,4,1953,,1,4,7,4,1962,,1,2,2,,,2,,,,,,2,,1
811917,3,,1,1,1,8,4,1904,,1,1,9,,1910,,2,,1,1,1,1,2,2,2,1962,,,1959,1
811927,3,,1,1,2,8,4,1903,,1,2,9,,1906,,2,,1,0,2,1,1,2,1,1954,,,,1
811930,3,,2,1,2,1,2,1930,,1,2,9,,1934,,1,2,1,1,0,2,,,,,,,1986,1
811946,3,,1,1,2,1,2,1941,,1,3,9,,1949,,1,4,2,,,2,,,,,,,2000,1
811947,3,,2,1,2,1,2,1940,,1,2,9,,1943,,1,2,1,0,1,2,,,,,,2,,1
811952,3,,2,1,3,1,2,1954,,1,3,9,,1961,,1,2,2,,,2,,,,,,2,,1
811986,3,,2,1,2,8,1,1922,,1,2,9,,1927,,1,1,1,1,2,2,,,,,,,1985,1
811991,3,,1,1,2,8,1,1912,,1,1,8,1,,,1,1,1,1,0,1,2,2,1,1962,,,,1
812006,3,,1,1,4,3,3,1920,,1,4,3,3,1930,,1,2,1,2,1,2,,,,,,2,,1
812015,3,,1,1,2,8,4,1936,,1,2,8,4,1940,,1,1,1,1,4,2,,,,,,2,,1
812034,3,,1,1,2,2,3,1910,,1,2,9,,1912,,1,1,1,0,2,2,,,,,,,1977,1
812035,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
812043,3,,1,1,4,2,3,1920,,1,3,2,4,1924,,1,3,1,3,1,2,,,,,,,1979,1
812105,3,,2,1,2,1,2,1902,,1,2,1,2,1904,,2,,1,1,1,1,2,2,1,1957,,,1955,1
812107,3,,2,1,2,1,1,1948,2,1,2,9,,1950,2,1,2,1,2,0,1,2,2,1,1998,2,1,,1
812121,3,,2,1,3,1,2,,,1,3,1,2,,,2,,1,1,0,2,,,,,,2,,1
812124,3,,1,1,2,1,1,1916,,1,2,9,,1921,,1,2,1,1,1,2,,,,,,,1977,1
812147,3,,4,1,2,2,2,1934,,1,2,9,,1936,,1,2,1,1,2,2,,,,,,,2004,1
812151,3,,2,1,4,3,3,1949,,1,4,2,4,1951,,1,2,2,,,2,,,,,,2,,1
812155,3,,2,1,2,1,1,1902,,1,2,1,1,1907,,2,,1,2,0,1,2,2,2,1960,,,,1
812157,3,,2,1,2,9,,1947,,1,2,9,,1948,,1,4,1,2,2,2,,,,,,,2007,1
812170,3,,1,1,1,1,1,1896,,1,1,1,1,1900,,2,,1,2,0,1,1,2,2,1961,,,,1
812321,3,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1949,,,,1
812325,3,,1,1,3,1,2,1937,,1,3,9,,1939,,1,4,1,1,2,2,,,,,,,1999,1
812343,3,,1,1,2,1,1,1894,,1,2,9,,1896,,2,,2,,,2,,,,,,,,1
812351,3,,2,1,2,1,2,1913,,1,2,9,,1920,,2,,1,1,1,2,,,,,,2,,1
812390,3,,2,1,4,2,3,1891,,1,4,3,3,1894,,2,,1,1,0,1,1,2,2,1954,,,,1
812424,3,,3,1,1,1,4,1908,,1,1,9,,1915,,2,,2,,,1,1,2,1,1974,,,,1
812450,3,,1,1,1,8,1,1932,,1,1,9,,1930,,1,3,1,4,6,2,,,,,,,2002,1
812503,3,,1,2,,,,,,2,,,,,,2,,1,2,2,2,,,,,,,1979,1
812567,3,,2,1,2,9,,1906,,1,2,9,,1909,,2,,1,1,5,1,2,2,2,1956,,,,1
812587,3,,4,1,1,1,1,1933,,1,1,1,1,1936,,1,2,1,5,1,1,1,2,1,1988,,,1988,1
812628,3,,2,2,,,,,,2,,,,,,2,,1,2,1,1,1,2,2,1975,,,1974,1
812637,3,,1,1,5,6,4,1945,,1,5,2,3,1945,,1,2,1,1,0,1,2,2,2,1996,,2,,1
812654,3,,3,2,,,,,,1,2,1,2,1916,,2,,1,3,3,1,3,2,2,1969,,,1968,1
812681,3,,1,1,2,1,2,1920,,1,2,9,,1925,,1,1,1,2,0,2,,,,,,,1974,1
812717,3,,1,1,2,1,1,1926,,1,2,9,,1923,,1,1,1,3,0,1,2,2,2,1975,,,1973,1
812740,3,,1,1,2,1,1,1927,2,1,2,9,,1928,2,2,,1,2,0,2,,,,,,,1974,1
812750,3,,1,1,2,1,1,1898,,1,2,9,,1900,,2,,1,2,0,2,,,,,,,,1
812753,3,,2,1,2,1,2,1901,,1,2,9,,1905,,2,,1,5,3,1,1,2,1,1972,,,1970,1
812770,3,,1,1,2,1,1,1906,,1,2,9,,1907,,2,,2,,,1,1,2,2,1963,,,,1
812777,3,,1,2,,,,,,2,,,,,,2,,1,1,2,1,3,2,1,1954,,,1953,1
812794,3,,2,1,3,1,1,1952,,1,3,9,,1958,,1,3,1,2,1,2,,,,,,,2007,1
812848,3,,2,1,3,2,2,1915,,1,3,9,,1914,,1,2,1,0,1,1,1,2,1,1980,,,1979,1
812849,3,,2,1,2,8,1,1902,,1,2,9,,1910,,2,,2,,,2,,,,,,,1964,1
812851,3,,1,1,1,8,1,1891,,1,1,9,,1895,,2,,1,2,2,2,,,,,,,1956,1
812863,3,,1,1,2,1,2,1939,,1,2,9,,1940,,1,4,1,5,2,2,,,,,,,1991,1
812865,3,,1,1,4,1,2,1955,,1,4,9,,1954,,1,4,1,0,2,2,,,,,,,2007,1
