NQUEST,YCF4,YCF,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YCA,YCA1,YCA2,YCF1,YCF2,YCF3,YC
178058,0,231.12000762,23331.120008,10000,10000,0,5900,0,0,0,5900,5900,0,0,0,0,0,0,0,7200,0,7200,231.12000762,0,0,7431.1200076
188054,0,238.18400195,34838.184002,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,9600,0,9600,25.738721837,159.34678818,53.098491935,9838.184002
193016,0,3.799233002,12393.799233,0,0,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,4200,0,4200,3.799233002,0,0,4203.799233
193026,0,1087.3511175,61456.351118,0,0,0,28769,28769,28769,0,0,0,0,0,0,0,0,0,0,31600,11400,20200,31.660275017,0,1055.6908425,32687.351118
193082,0,56.988495031,42956.988495,10500,10500,0,0,0,0,0,0,0,0,0,0,0,24000,0,24000,8400,0,8400,56.988495031,0,0,8456.988495
213440,0,138.08894999,47138.08895,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,38000,0,9000,0,9000,79.150687543,0,58.938262449,9138.08895
215011,0,6.9652605037,17156.965261,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,7400,0,7400,6.9652605037,0,0,7406.9652605
215018,0,7.5984660041,18102.598466,0,0,0,14495,14495,14495,0,0,0,0,0,0,0,0,0,0,3600,0,3600,7.5984660041,0,0,3607.598466
216022,177.33951097,-46.44220671,39373.557793,0,0,0,22620,22620,22620,0,0,0,0,0,0,0,0,0,0,16800,0,16800,25.328220014,0,105.56908425,16753.557793
217081,1019.7021881,-951.4509007,31548.549099,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,0,11500,50.656440027,0,17.594847375,10548.549099
224028,0,415.21749753,42415.217498,40000,39000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,63.320550034,351.8969475,0,2415.2174975
224048,0,94.980825051,13769.980825,0,0,0,13675,13675,13675,0,0,0,0,0,0,0,0,0,0,0,0,0,94.980825051,0,0,94.980825051
230003,0,20.258756195,32840.258756,18000,18000,0,14820,14820,14820,0,0,0,0,0,0,0,0,0,0,0,0,0,20.258756195,0,0,20.258756195
230029,0,174.60751941,43114.607519,0,0,0,21340,21340,21190,150,0,0,0,0,0,0,0,0,0,21600,0,21600,86.633282533,0,87.974236874,21774.607519
230030,0,63.320550034,18263.32055,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,6500,0,6500,63.320550034,0,0,6563.32055
230037,0,869.72109101,53009.721091,0,0,0,36140,36140,36140,0,0,0,0,0,0,0,0,0,0,16000,0,16000,2.1545185938,0,867.56657242,16869.721091
230039,0,144.40197367,6544.4019737,4000,4000,0,2400,0,0,0,2400,2400,0,0,0,0,0,0,0,0,0,0,144.40197367,0,0,144.40197367
230043,0,0,11960,0,0,0,11960,11960,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230048,0,18.99616501,16393.996165,0,0,0,11375,11375,11375,0,0,0,0,0,0,0,0,0,0,5000,0,5000,18.99616501,0,0,5018.996165
237003,2660.0926645,-2642.623137,60557.376863,25000,25000,0,31300,31300,31300,0,0,0,0,0,0,0,0,0,0,6900,0,6900,17.469527574,0,0,4257.3768631
238055,0,273.22382702,54785.223827,13846,13846,0,32266,32266,32266,0,0,0,0,0,0,0,0,0,0,8400,0,8400,273.22382702,0,0,8673.223827
243067,0,89.375554509,60089.375555,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,30000,18000,12000,0,12000,18.99616501,0,70.379389499,12089.375555
244013,0,43.775979677,27853.77598,0,0,0,23010,23010,23010,0,0,0,0,0,0,0,0,0,0,4800,0,4800,43.775979677,0,0,4843.7759797
244058,0,64.839607705,28664.839608,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,3600,0,3600,64.839607705,0,0,3664.8396077
244064,0,0,27000,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250005,0,0,10050,0,0,0,5850,5850,5850,0,0,0,0,0,0,0,0,0,0,4200,0,4200,0,0,0,4200
250010,0,0,5400,0,0,0,5400,5400,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250037,0,0,8640,0,0,0,6480,6480,6480,0,0,0,0,0,0,0,0,0,0,2160,0,2160,0,0,0,2160
250039,0,0,8400,0,0,0,5400,5400,5400,0,0,0,0,0,0,0,0,0,0,3000,0,3000,0,0,0,3000
250056,0,31.660275017,15531.660275,0,0,0,6900,7200,7200,0,-300,0,0,-300,0,300,5000,5000,0,3600,0,3600,31.660275017,0,0,3631.660275
256015,0,6.3320550034,20806.332055,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,1800,6.3320550034,0,0,1806.332055
279054,0,0,15600,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282083,0,0,11445,8000,8000,0,3445,3445,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282089,0,0,42080,17000,17000,0,7280,7280,7280,0,0,0,0,0,0,0,0,0,0,17800,0,17800,0,0,0,17800
284086,0,62.404135818,20601.404136,0,0,0,16939,16939,16939,0,0,0,0,0,0,0,0,0,0,3600,0,3600,62.404135818,0,0,3662.4041358
294039,0,44.324385024,34164.324385,0,0,0,16120,16120,16120,0,0,0,0,0,0,0,0,0,0,18000,0,18000,44.324385024,0,0,18044.324385
310002,0,21.063696658,16001.063697,0,0,0,11180,11180,11180,0,0,0,0,0,0,0,0,0,0,4800,0,4800,21.063696658,0,0,4821.0636967
310005,0,585.43913305,26445.439133,0,0,0,21060,21060,21060,0,0,0,0,0,0,0,0,0,0,4800,0,4800,139.57751813,272.17754322,173.6840717,5385.4391331
310051,0,747.92814435,20737.928144,0,0,0,11590,21190,21190,0,-9600,0,0,-9600,0,9600,0,0,0,8400,0,8400,79.503474783,0,668.42466957,9147.9281444
310066,0,286.95621421,26666.956214,0,0,0,9880,9880,9880,0,0,0,0,0,0,0,0,0,0,16500,3600,12900,33.032196034,0,253.92401818,16786.956214
321009,0,19.637038867,32419.637039,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,9000,0,9000,19.637038867,0,0,9019.6370389
330057,0,132.92170555,21796.921706,0,0,0,16614,16614,16614,0,0,0,0,0,0,0,0,0,0,5050,0,5050,132.92170555,0,0,5182.9217055
332080,0,282.29126874,52702.291269,16000,16000,0,23420,23920,23920,0,-500,0,0,-500,0,500,7000,7000,0,6000,0,6000,282.29126874,0,0,6282.2912687
333081,0,802.67571477,73752.675715,0,0,0,43550,43550,43550,0,0,0,0,0,0,0,15000,15000,0,14400,0,14400,314.45037313,0,488.22534164,15202.675715
350035,0,4785.3804756,54725.380476,0,0,0,17940,17940,17940,0,0,0,0,0,0,0,20000,20000,0,12000,0,12000,1266.4110007,0,3518.969475,16785.380476
350068,0,30.406146028,15630.406146,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.406146028,0,0,30.406146028
355063,0,42.923067388,25772.923067,17050,16800,250,8680,8680,8680,0,0,0,0,0,0,0,0,0,0,0,0,0,25.328220014,0,17.594847375,42.923067388
365034,0,0,20160,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4560,0,4560,0,0,0,4560
387029,0,1319.6135531,43969.613553,0,0,0,31850,31850,31850,0,0,0,0,0,0,0,0,0,0,10800,0,10800,0,0,1319.6135531,12119.613553
389029,886.69755484,-844.2448819,29425.755118,0,0,0,20670,20670,20670,0,0,0,0,0,0,0,0,0,0,9600,0,9600,42.452672947,0,0,8755.7551181
389045,0,22.162192512,19222.162193,19200,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.162192512,0,0,22.162192512
389084,0,12.664110007,16012.66411,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.664110007,0,0,12.664110007
500001,0,99.867606885,22089.867607,0,0,0,15990,15990,15990,0,0,0,0,0,0,0,0,0,0,6000,0,6000,99.867606885,0,0,6099.8676069
500004,0,56.881432546,10027.881433,0,0,0,9971,9971,9971,0,0,0,0,0,0,0,0,0,0,0,0,0,56.881432546,0,0,56.881432546
500026,0,674.1762346,44774.176235,14500,14500,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,9600,0,9600,29.900710651,327.20888643,317.06663752,10274.176235
500088,0,0,16900,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500090,0,772.11314443,20562.113144,0,0,0,10790,10790,10790,0,0,0,0,0,0,0,0,0,0,9000,0,9000,14.733448066,579.42996294,177.94973342,9772.1131444
500160,0,44.324385024,42269.324385,17000,17000,0,19825,19825,19825,0,0,0,0,0,0,0,0,0,0,5400,0,5400,44.324385024,0,0,5444.324385
500176,1596.0555987,-1577.059434,20942.940566,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,4320,0,4320,18.99616501,0,0,2742.9405663
500180,0,69.685465522,33269.685466,14300,14300,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,7200,0,7200,69.685465522,0,0,7269.6854655
500328,0,1018.3730456,25968.373046,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,4800,0,4800,50.656440027,967.71660561,0,5818.3730456
500356,0,0,9600,0,0,0,4800,4800,4800,0,0,0,0,0,0,0,0,0,0,4800,0,4800,0,0,0,4800
500388,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,0,0,0,0,0,0
500412,0,18.99616501,15878.996165,0,0,0,15860,15860,15860,0,0,0,0,0,0,0,0,0,0,0,0,0,18.99616501,0,0,18.99616501
500477,0,1835.4693975,50035.469398,13000,13000,0,-2000,0,0,0,-2000,0,0,-2000,0,2000,30000,30000,0,7200,0,7200,75.984660041,0,1759.4847375,9035.4693975
500573,0,72.818632539,39972.818633,31500,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,8400,72.818632539,0,0,8472.8186325
500575,0,107.64493506,28317.644935,0,0,0,28210,28210,28210,0,0,0,0,0,0,0,0,0,0,0,0,0,107.64493506,0,0,107.64493506
500576,0,15.834715822,19475.834716,0,0,0,13940,12740,12740,0,1200,1200,0,0,0,0,0,0,0,5520,0,5520,15.834715822,0,0,5535.8347158
500584,0,358.59789723,48358.597897,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,38.213728084,320.38416914,0,6358.5978972
500586,0,31.660275017,34671.660275,12000,12000,0,16640,16640,16640,0,0,0,0,0,0,0,0,0,0,6000,0,6000,31.660275017,0,0,6031.660275
500594,0,560.26960988,12780.26961,0,0,0,12220,12220,12220,0,0,0,0,0,0,0,0,0,0,0,0,0,32.424188638,527.84542124,0,560.26960988
500620,0,19.56473233,22689.564732,0,0,0,15470,15470,15470,0,0,0,0,0,0,0,0,0,0,7200,0,7200,19.56473233,0,0,7219.5647323
500669,0,25.328220014,34225.32822,7000,7000,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,7200,0,7200,25.328220014,0,0,7225.32822
500674,0,503.86626758,40745.866268,0,0,0,34242,34242,34242,0,0,0,0,0,0,0,0,0,0,6000,0,6000,151.96932008,351.8969475,0,6503.8662676
500682,0,422.74687852,40586.746879,18564,18564,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6000,0,6000,168.26433918,254.48253934,0,6422.7468785
500726,0,242.79844351,41342.798444,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,31.660275017,211.1381685,0,6242.7984435
500751,0,152.59088253,34352.590883,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,27600,0,6600,0,6600,152.59088253,0,0,6752.5908825
500784,0,658.8408496,51458.84085,0,0,0,0,0,0,0,0,0,0,0,0,0,43000,43000,0,7800,0,7800,255.42683196,0,403.41401765,8458.8408496
501048,0,112.89307635,16349.893076,0,0,0,16237,16237,16237,0,0,0,0,0,0,0,0,0,0,0,0,0,112.89307635,0,0,112.89307635
501059,0,129.18020997,43701.18021,18172,18172,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,5400,0,5400,129.18020997,0,0,5529.18021
501068,0,364.4788575,17041.478858,0,0,0,16677,14677,14677,0,2000,0,0,2000,2000,0,0,0,0,0,0,0,70.259423717,294.21943379,0,364.4788575
501082,0,292.36327087,40544.363271,33292,33292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,0,6960,90.533965444,201.82930543,0,7252.3632709
501374,0,932.90678702,32314.906787,0,0,0,23582,23582,23582,0,0,0,0,0,0,0,0,0,0,7800,0,7800,543.49226088,0,389.41452614,8732.906787
501444,0,337.42825517,42358.428255,19966,19306,660,16055,16055,16055,0,0,0,0,0,0,0,0,0,0,6000,0,6000,158.06697509,179.36128008,0,6337.4282552
501485,0,545.03549757,54045.035498,9000,9000,0,32500,32500,32500,0,0,0,0,0,0,0,2400,2400,0,9600,0,9600,30.351072863,0,514.68442471,10145.035498
501492,0,39.6887564,26811.688756,20052,19152,900,1200,0,0,0,1200,0,0,1200,1200,0,0,0,0,5520,0,5520,39.6887564,0,0,5559.6887564
501569,0,19.022637617,53319.022638,46100,43900,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,7200,19.022637617,0,0,7219.0226376
501627,0,3.1660275017,14886.166028,0,0,0,7683,7683,7683,0,0,0,0,0,0,0,0,0,0,7200,0,7200,3.1660275017,0,0,7203.1660275
501664,0,390.56381069,45590.563811,36200,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,9000,126.64110007,0,263.92271062,9390.5638107
501694,0,18.011964678,30018.011965,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.011964678,0,0,18.011964678
501697,0,95.906692358,21595.906692,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,7200,0,7200,95.906692358,0,0,7295.9066924
501723,0,31.660275017,50631.660275,13000,13000,0,0,0,0,0,0,0,0,0,0,0,28000,28000,0,9600,0,9600,31.660275017,0,0,9631.660275
501777,0,630.23819898,61330.238199,16100,16100,0,0,0,0,0,0,0,0,0,0,0,29000,0,29000,15600,0,15600,44.324385024,0,585.91381396,16230.238199
501816,0,126.5112502,34686.51125,18000,18000,0,6960,6960,6960,0,0,0,0,0,0,0,0,0,0,9600,0,9600,126.5112502,0,0,9726.5112502
501874,0,2753.6300468,48353.630047,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,6600,0,6600,358.50750878,2395.122538,0,9353.6300468
501978,0,2528.2033687,159328.20337,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,110000,0,46800,0,46800,1124.4263517,468.62596276,935.15105417,49328.203369
502025,0,145.95618482,75514.956185,0,0,0,26169,26169,26169,0,0,0,0,0,0,0,37200,0,37200,12000,0,12000,145.95618482,0,0,12145.956185
502060,0,31.660275017,24531.660275,18000,18000,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,31.660275017,0,0,31.660275017
502144,0,473.40663233,48163.406632,18000,18000,0,22490,22490,22490,0,0,0,0,0,0,0,0,0,0,7200,0,7200,17.079249546,456.32738278,0,7673.4066323
502157,0,63.320550034,25863.32055,7800,7800,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,63.320550034,0,0,63.320550034
502248,0,35.459508019,10235.459508,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,2400,0,2400,35.459508019,0,0,2435.459508
502355,0,591.16597128,47791.165971,40000,39000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,7200,63.320550034,0,527.84542124,7791.1659713
502360,0,25.147238089,15325.147238,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,3600,0,3600,25.147238089,0,0,3625.1472381
502364,0,565.83775126,24515.837751,0,0,0,17750,17750,17250,500,0,0,0,0,0,0,0,0,0,6200,0,6200,37.99233002,0,527.84542124,6765.8377513
502366,0,0,8250,0,0,0,5850,5850,5850,0,0,0,0,0,0,0,0,0,0,2400,0,2400,0,0,0,2400
502383,0,50.656440027,16390.65644,0,0,0,12740,12740,12740,0,0,0,0,0,0,0,0,0,0,3600,0,3600,50.656440027,0,0,3650.65644
502386,0,77.33980609,10773.339806,0,0,0,7696,7696,7696,0,0,0,0,0,0,0,0,0,0,3000,0,3000,77.33980609,0,0,3077.3398061
502711,0,832.87732388,62778.767259,52345.889935,51744,601.9,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,9600,360.44024613,472.43707775,0,10432.877324
502772,0,539.67855446,48513.678554,0,0,0,7774,7774,7774,0,0,0,0,0,0,0,33000,33000,0,7200,0,7200,539.67855446,0,0,7739.6785545
503308,0,172.41905402,44912.419054,15000,15000,0,29740,25740,25740,0,4000,4000,0,0,0,0,0,0,0,0,0,0,31.660275017,0,140.758779,172.41905402
503431,0,453.20982755,37557.209828,0,0,0,28704,28704,28704,0,0,0,0,0,0,0,0,0,0,8400,0,8400,101.31288005,0,351.8969475,8853.2098276
503487,0,2646.9161721,46651.157485,60604.241313,60000,604.2,-25000,0,0,0,-25000,0,0,-25000,0,25000,0,0,0,8400,0,8400,419.09167183,0,2227.8245003,11046.916172
503560,0,59.092337918,40990.092338,21600,21600,0,19331,19331,19331,0,0,0,0,0,0,0,0,0,0,0,0,0,59.092337918,0,0,59.092337918
503561,0,374.92191331,70374.921913,0,0,0,38000,38000,38000,0,0,0,0,0,0,0,0,0,0,32000,0,32000,266.89711822,0,108.02479509,32374.921913
503593,0,92.511806628,29992.511807,21000,21000,0,0,0,0,0,0,0,0,0,0,0,500,500,0,8400,0,8400,92.511806628,0,0,8492.5118066
503674,0,822.2966143,89460.296614,53844,53844,0,25194,25194,25194,0,0,0,0,0,0,0,0,0,0,9600,0,9600,554.61369724,267.68291705,0,10422.296614
503703,0,383.55722251,59583.557223,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,13200,31.660275017,351.8969475,0,13583.557223
503757,0,576.92642925,30976.926429,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,5400,208.45286964,0,368.47355962,5976.9264293
503788,0,700.81838771,37850.818388,0,0,0,27950,27950,27950,0,0,0,0,0,0,0,0,0,0,9200,0,9200,105.1047463,311.82084345,283.89279796,9900.8183877
503804,0,581.54615341,47041.546153,0,0,0,31460,31460,31460,0,0,0,0,0,0,0,0,0,0,15000,1800,13200,297.57729482,0,283.96885858,15581.546153
503850,0,1122.3109311,73622.310931,24000,24000,0,-4000,0,0,0,-4000,0,0,-4000,0,4000,35000,35000,0,17500,0,17500,797.30689999,0,325.00403115,18622.310931
503931,0,1913.2517301,83313.25173,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400,4000,12400,558.00769804,0,1355.244032,18313.25173
503950,0,9.4980825051,29809.498083,29800,29800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4980825051,0,0,9.4980825051
503959,0,6.3320550034,14306.332055,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3320550034,0,0,6.3320550034
503981,0,358.90353567,44558.903536,6000,6000,0,31000,31000,31000,0,0,0,0,0,0,0,0,0,0,7200,0,7200,94.980825051,263.92271062,0,7558.9035357
504091,0,50.656440027,19850.65644,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4200,0,4200,50.656440027,0,0,4250.65644
504110,0,666.66857308,115412.66857,33026,33026,0,0,0,0,0,0,0,0,0,0,0,75000,75000,0,6720,0,6720,413.90792127,0,252.76065181,7386.6685731
504112,0,50.350733499,15315.350733,0,0,0,10465,10465,10465,0,0,0,0,0,0,0,0,0,0,4800,0,4800,50.350733499,0,0,4850.3507335
504125,0,729.12211501,35914.122115,0,0,0,29185,29185,29185,0,0,0,0,0,0,0,0,0,0,6000,0,6000,25.328220014,0,703.79389499,6729.122115
504129,0,110.54618514,17478.546185,6240,6240,0,11128,11128,11128,0,0,0,0,0,0,0,0,0,0,0,0,0,110.54618514,0,0,110.54618514
504138,0,31.660275017,44231.660275,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,37000,0,7200,0,7200,31.660275017,0,0,7231.660275
504157,709.35804387,-677.6977689,30122.302231,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,4800,31.660275017,0,0,4122.3022311
504359,0,316.60275017,70116.60275,10000,10000,0,13200,13200,13200,0,0,0,0,0,0,0,25000,25000,0,21600,0,21600,316.60275017,0,0,21916.60275
504363,0,12.030904506,19577.030905,0,0,0,19565,19565,19565,0,0,0,0,0,0,0,0,0,0,0,0,0,12.030904506,0,0,12.030904506
504380,0,180.4635676,34680.463568,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,0,7200,0,7200,180.4635676,0,0,7380.4635676
504395,3103.4414419,-3072.414372,50527.585628,34000,34000,0,5200,5200,5200,0,0,0,0,0,0,0,0,0,0,14400,0,14400,31.027069517,0,0,11327.585628
504453,0,1928.6855127,49228.685513,42500,42500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,4800,186.7956226,651.00935287,1090.8805372,6728.6855127
504483,4433.4877742,-4275.186399,66073.813601,46500,46500,0,17849,17849,17849,0,0,0,0,0,0,0,0,0,0,6000,0,6000,158.30137509,0,0,1724.8136009
504490,0,1995.2243415,44195.224342,42000,42000,0,-8000,0,0,0,-8000,0,0,-8000,0,8000,0,0,0,8200,0,8200,94.980825051,0,1900.2435165,10195.224342
504541,0,66.849969767,18666.84997,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,3600,31.660275017,0,35.18969475,3666.8499698
504551,0,289.25093064,16529.250931,0,0,0,11440,11440,11440,0,0,0,0,0,0,0,0,0,0,4800,0,4800,25.328220014,263.92271062,0,5089.2509306
504578,0,0,16080,0,0,0,12480,12480,12480,0,0,0,0,0,0,0,0,0,0,3600,0,3600,0,0,0,3600
504584,0,6.3320550034,41206.332055,24000,24000,0,5200,5200,5200,0,0,0,0,0,0,0,0,0,0,12000,0,12000,6.3320550034,0,0,12006.332055
504719,0,2269.2332426,33389.233243,0,0,0,23920,23920,23920,0,0,0,0,0,0,0,0,0,0,7200,0,7200,67.671336857,0,2201.5619058,9469.2332426
504730,0,1886.1258375,51276.50759,0,0,0,17290,17290,17290,0,0,0,0,0,0,0,0,0,0,32100.381753,5700.3817528,26400,126.64110007,0,1759.4847375,33986.50759
504743,0,0,12600,0,0,0,6600,6600,6600,0,0,0,0,0,0,0,0,0,0,6000,0,6000,0,0,0,6000
504792,0,604.24864824,59574.248648,0,0,0,34970,34970,34970,0,0,0,0,0,0,0,0,0,0,24000,0,24000,69.004840541,0,535.2438077,24604.248648
504821,3990.1389968,-3990.138997,50395.861003,17186,16250,936,0,0,0,0,0,0,0,0,0,0,30000,30000,0,7200,0,7200,0,0,0,3209.8610032
504872,0,18.99616501,15068.996165,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,0,0,6600,0,6600,18.99616501,0,0,6618.996165
504885,0,6.3320550034,6506.332055,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3320550034,0,0,6.3320550034
504886,0,216.00591773,42216.005918,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,116.90725593,26.340087057,72.758574746,6216.0059177
504889,0,512.58874307,56746.582627,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,26333.993884,14333.993884,12000,12.630449479,186.48958313,313.46871047,26846.582627
504921,0,37.99233002,41037.99233,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,11000,37.99233002,0,0,11037.99233
504937,0,31.660275017,27831.660275,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,7800,31.660275017,0,0,7831.660275
504956,0,25.418914605,38405.418915,25180,25180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,13200,25.418914605,0,0,13225.418915
504965,0,18.99616501,18268.996165,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,0,7200,0,7200,18.99616501,0,0,7218.996165
504988,0,1505.4168219,51305.416822,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,10800,0,10800,1102.9992009,402.41762102,0,12305.416822
505022,0,0,15900,8000,8000,0,600,0,0,0,600,600,0,0,0,0,0,0,0,7300,0,7300,0,0,0,7300
505167,0,104.08963024,25604.08963,0,0,0,21300,21300,21300,0,0,0,0,0,0,0,0,0,0,4200,0,4200,104.08963024,0,0,4304.0896302
505228,665.02316613,-620.6987811,51809.301219,27000,27000,0,17030,17030,17030,0,0,0,0,0,0,0,0,0,0,8400,0,8400,44.324385024,0,0,7779.3012189
505238,0,0,13390,0,0,0,13390,13390,13390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505243,0,91.402684515,68461.402685,0,0,0,32370,32370,32370,0,0,0,0,0,0,0,30000,30000,0,6000,0,6000,91.402684515,0,0,6091.4026845
505285,0,3193.033953,19913.033953,0,0,0,8320,8320,8320,0,0,0,0,0,0,0,0,0,0,8400,0,8400,25.961425514,0,3167.0725275,11593.033953
505307,0,17.235665152,22977.235665,0,0,0,14560,14560,14560,0,0,0,0,0,0,0,0,0,0,8400,0,8400,17.235665152,0,0,8417.2356652
505322,0,1539.93123,39739.93123,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,9600,0,9600,9.1795084349,0,1530.7517216,11139.93123
505334,0,14.369999428,19424.369999,12000,12000,0,7410,7410,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,14.369999428,0,0,14.369999428
505390,0,303.70028869,102003.70029,84760,83000,1760,-460,0,0,0,-460,0,0,-460,0,460,0,0,0,17400,0,17400,27.015213326,0,276.68507537,17703.700289
505407,0,1038.0437438,21377.043744,0,0,0,11739,11739,11739,0,0,0,0,0,0,0,0,0,0,8600,0,8600,158.30137509,0,879.74236874,9638.0437438
505416,0,557.2208403,22057.22084,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,7200,0,7200,557.2208403,0,0,7757.2208403
505417,0,6.3320550034,8006.332055,12000,12000,0,-4000,0,0,0,-4000,0,0,-4000,0,4000,0,0,0,0,0,0,6.3320550034,0,0,6.3320550034
505418,0,924.06675376,38115.066754,0,0,0,28691,28691,28691,0,0,0,0,0,0,0,0,0,0,8500,0,8500,44.324385024,0,879.74236874,9424.0667538
505421,0,29.127453016,9269.127453,0,0,0,9240,6240,6240,0,3000,2000,0,1000,1000,0,0,0,0,0,0,0,29.127453016,0,0,29.127453016
505424,4344.8180187,-3638.221488,43501.778512,32540,31700,840,2600,0,0,0,2600,0,0,2600,3600,1000,0,0,0,12000,0,12000,37.99233002,0,668.60420024,8361.7785115
505425,0,614.50099583,26864.500996,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,0,4800,0,4800,157.03496408,457.46603174,0,5414.5009958
505430,0,177.2975401,40177.29754,34000,26000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,177.2975401,0,0,6177.2975401
505433,2660.0926645,-2501.791289,70636.208711,0,0,0,34918,34918,34918,0,0,0,0,0,0,0,4620,4620,0,33600,0,33600,158.30137509,0,0,31098.208711
505436,620.68828839,1426.5073412,68226.507341,51000,48000,3000,5000,0,0,0,5000,0,0,5000,5000,0,0,0,0,10800,0,10800,126.64110007,175.94847375,1744.6060557,12226.507341
505439,0,44.957590524,81794.957591,22000,22000,0,17550,17550,17550,0,0,0,0,0,0,0,20000,20000,0,22200,0,22200,44.957590524,0,0,22244.957591
