NQUEST,YCF4,YCF,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YCA,YCA1,YCA2,YCF1,YCF2,YCF3,YC
851393,0,474.90412526,65274.904125,0,0,0,-4000,0,0,0,-4000,0,0,-4000,0,4000,22000,22000,0,46800,0,46800,474.90412526,0,0,47274.904125
851399,0,1343.90784,68243.90784,49500,46000,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,17400,0,17400,145.64359713,0,1198.2642429,18743.90784
851414,0,1100.0152275,51950.015228,0,0,0,31850,31850,31850,0,0,0,0,0,0,0,0,0,0,19000,0,19000,44.324385024,0,1055.6908425,20100.015228
851448,0,0,9750,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851476,0,0,6500,0,0,0,6500,0,0,0,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851482,0,235.78944832,35286.789448,0,0,0,30251,30251,30251,0,0,0,0,0,0,0,0,0,0,4800,0,4800,46.703545409,189.08590291,0,5035.7894483
851493,0,33.050279575,39703.05028,0,0,0,33670,33670,33670,0,0,0,0,0,0,0,0,0,0,6000,0,6000,33.050279575,0,0,6033.0502796
851497,0,0,22280,15680,15680,0,3000,0,0,0,3000,0,0,3000,3000,0,0,0,0,3600,0,3600,0,0,0,3600
851503,0,147.54108489,21171.541085,0,0,0,16224,16224,16224,0,0,0,0,0,0,0,0,0,0,4800,0,4800,147.54108489,0,0,4947.5410849
851504,0,31.660275017,28631.660275,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,31.660275017,0,0,31.660275017
851514,0,18.98412211,23818.984122,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,4800,18.98412211,0,0,4818.9841221
851517,0,641.21010312,30436.210103,0,0,0,26195,26195,26195,0,0,0,0,0,0,0,0,0,0,3600,0,3600,336.79091686,0,304.41918626,4241.2101031
851522,0,35.666507176,33535.666507,23500,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,35.666507176,0,0,10035.666507
851526,0,65.667088203,14155.667088,0,0,0,6890,6890,6890,0,0,0,0,0,0,0,0,0,0,7200,0,7200,65.667088203,0,0,7265.6670882
851527,0,17.722347878,12972.722348,0,0,0,6955,6955,6955,0,0,0,0,0,0,0,0,0,0,6000,0,6000,17.722347878,0,0,6017.7223479
851530,0,826.87557247,55026.875572,21000,21000,0,9200,10400,10400,0,-1200,0,0,-1200,0,1200,0,0,0,24000,0,24000,121.11768445,0,705.75788802,24826.875572
851542,0,17.957518146,27217.957518,0,0,0,18800,20800,20800,0,-2000,0,0,-2000,0,2000,0,0,0,8400,0,8400,17.957518146,0,0,8417.9575181
851544,0,0,10871,0,0,0,6071,6071,6071,0,0,0,0,0,0,0,0,0,0,4800,0,4800,0,0,0,4800
851552,0,9.0128284233,25409.012828,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,7200,0,7200,9.0128284233,0,0,7209.0128284
851562,0,883.16435305,44063.164353,6560,6560,0,22020,22020,22020,0,0,0,0,0,0,0,0,0,0,14600,5000,9600,126.66047522,0,756.50387783,15483.164353
851575,0,0,12400,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,3300,0,3300,0,0,0,3300
851576,0,0,58500,6300,6000,300,18400,19500,19500,0,-1100,0,0,-1100,0,1100,5000,5000,0,28800,21600,7200,0,0,0,28800
851577,0,31.660275017,13531.660275,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,1800,0,1800,31.660275017,0,0,1831.660275
851579,0,6.3320550034,13206.332055,0,0,0,11400,11400,11400,0,0,0,0,0,0,0,0,0,0,1800,0,1800,6.3320550034,0,0,1806.332055
851580,0,0,6560,0,0,0,5460,5460,5460,0,0,0,0,0,0,0,0,0,0,1100,0,1100,0,0,0,1100
851582,0,25.328220014,10169.32822,0,0,0,8944,8944,8944,0,0,0,0,0,0,0,0,0,0,1200,0,1200,25.328220014,0,0,1225.32822
851584,0,69.652605037,2169.652605,7000,7000,0,-6500,0,0,0,-6500,2500,0,-9000,0,9000,160,160,0,1440,0,1440,69.652605037,0,0,1509.652605
851585,0,12.664110007,2412.66411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,2400,12.664110007,0,0,2412.66411
851586,0,31.660275017,19131.660275,10000,10000,0,5000,0,0,0,5000,5000,0,0,0,0,0,0,0,4100,0,4100,31.660275017,0,0,4131.660275
851587,0,6.3320550034,40006.332055,19000,19000,0,14400,15600,15600,0,-1200,0,0,-1200,0,1200,0,0,0,6600,0,6600,6.3320550034,0,0,6606.332055
851605,0,0,9000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1200,0,1200,0,0,0,1200
851620,0,0,5800,0,0,0,5200,5200,5200,0,0,0,0,0,0,0,0,0,0,600,0,600,0,0,0,600
851623,4433.4877742,-4414.491609,23185.508391,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,3600,18.99616501,0,0,-814.4916092
851627,0,1048.5275004,32248.5275,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,7800,3000,4800,379.9233002,0,668.60420024,8848.5275004
851648,0,63.320550034,19563.32055,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,63.320550034,0,0,63.320550034
851665,0,0,25190,0,0,0,11790,11790,11790,0,0,0,0,0,0,0,0,0,0,13400,0,13400,0,0,0,13400
851670,3768.4646081,-3730.472278,29869.527722,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,3600,37.99233002,0,0,-130.4722781
851672,0,3.1660275017,23993.166028,0,0,0,18590,18590,18590,0,0,0,0,0,0,0,0,0,0,5400,0,5400,3.1660275017,0,0,5403.1660275
851673,0,170.96548509,36670.965485,30500,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,170.96548509,0,0,6170.9654851
851682,0,12.664110007,19512.66411,16500,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,12.664110007,0,0,3012.66411
851684,0,465.87393756,23015.873938,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,2400,0,2400,113.97699006,0,351.8969475,2865.8739376
851690,0,17.72975401,19517.729754,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.72975401,0,0,17.72975401
851692,0,126.64110007,31936.6411,2800,2800,0,19410,13910,13910,0,5500,5500,0,0,0,0,0,0,0,9600,4200,5400,126.64110007,0,0,9726.6411001
851693,0,63.320550034,29613.32055,0,0,0,18850,18850,18850,0,0,0,0,0,0,0,0,0,0,10700,3600,7100,63.320550034,0,0,10763.32055
851699,0,6.3320550034,29406.332055,18000,18000,0,9000,0,0,0,9000,9000,0,0,0,0,0,0,0,2400,0,2400,6.3320550034,0,0,2406.332055
851701,0,189.9616501,16009.96165,0,0,0,12220,12220,12220,0,0,0,0,0,0,0,0,0,0,3600,0,3600,189.9616501,0,0,3789.9616501
851703,0,13.930521007,30013.930521,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,13.930521007,0,0,10013.930521
851704,0,49.390029027,39049.390029,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,49.390029027,0,0,6049.390029
851705,0,63.320550034,49253.32055,25000,25000,0,13390,13390,13390,0,0,0,0,0,0,0,0,0,0,10800,0,10800,63.320550034,0,0,10863.32055
851718,0,0,11090,0,0,0,6890,6890,6890,0,0,0,0,0,0,0,0,0,0,4200,0,4200,0,0,0,4200
851721,0,44.586869916,20904.58687,0,0,0,16510,16510,16510,0,0,0,0,0,0,0,0,0,0,4350,0,4350,44.586869916,0,0,4394.5868699
851724,0,0,23650,14000,14000,0,4550,4550,4550,0,0,0,0,0,0,0,0,0,0,5100,0,5100,0,0,0,5100
851735,0,0,8710,0,0,0,8710,8710,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851754,0,434.27752097,60434.277521,36000,36000,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,6000,0,6000,434.27752097,0,0,6434.277521
851759,0,215.53041114,75415.530411,38000,38000,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,7200,0,7200,215.53041114,0,0,7415.5304111
851760,0,31.660275017,19031.660275,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,6000,0,6000,31.660275017,0,0,6031.660275
851761,0,0,19700,20000,20000,0,-300,0,0,0,-300,0,0,-300,0,300,0,0,0,0,0,0,0,0,0,0
851764,2216.7438871,-2206.324086,62693.675914,44500,44500,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4800,0,4800,10.419800836,0,0,2593.6759137
851769,0,17.959558759,15917.959559,0,0,0,15900,16900,16900,0,-1000,0,0,-1000,0,1000,0,0,0,0,0,0,17.959558759,0,0,17.959558759
851770,0,37.172134116,26537.172134,0,0,0,22900,29900,29900,0,-7000,0,0,-7000,0,7000,0,0,0,3600,0,3600,37.172134116,0,0,3637.1721341
851794,0,439.22911632,57139.229116,20000,20000,0,18700,19500,19500,0,-800,0,0,-800,0,800,0,0,0,18000,0,18000,439.22911632,0,0,18439.229116
851800,0,18.99616501,18618.996165,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,3600,18.99616501,0,0,3618.996165
851803,0,0,42200,25000,25000,0,0,0,0,0,0,0,0,0,0,0,13000,13000,0,4200,0,4200,0,0,0,4200
851806,0,25.328220014,11425.32822,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,2400,25.328220014,0,0,2425.32822
851807,0,0,25000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,13000,13000,0,0,0,0,0,0,0,0
851812,0,8.9069423868,24128.906942,15000,15000,0,6720,6720,6720,0,0,0,0,0,0,0,0,0,0,2400,0,2400,8.9069423868,0,0,2408.9069424
851819,0,6.3320550034,12756.332055,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,3000,0,3000,6.3320550034,0,0,3006.332055
851823,0,87.202128133,34487.202128,23000,23000,0,8400,8400,8400,0,0,0,0,0,0,0,0,0,0,3000,0,3000,87.202128133,0,0,3087.2021281
851827,0,0,17000,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851829,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851831,0,0,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851834,0,37.99233002,26637.99233,13000,13000,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,3600,0,3600,37.99233002,0,0,3637.99233
851836,0,9.5069675502,8409.5069676,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,2400,0,2400,9.5069675502,0,0,2409.5069676
851842,0,0,8000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851844,753.69292161,-752.4265106,51271.573489,40000,39000,1000,3324,3324,3324,0,0,0,0,0,0,0,0,0,0,8700,0,8700,1.2664110007,0,0,7947.5734894
851846,0,25.328220014,23535.32822,0,0,0,13910,13910,13910,0,0,0,0,0,0,0,0,0,0,9600,0,9600,25.328220014,0,0,9625.32822
851847,0,0,26790,9000,9000,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,8950,0,8950,0,0,0,8950
851848,0,12.664110007,24012.66411,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,18000,0,18000,12.664110007,0,0,18012.66411
851850,0,12.664110007,28592.66411,0,0,0,18980,18980,18980,0,0,0,0,0,0,0,0,0,0,9600,0,9600,12.664110007,0,0,9612.66411
851854,0,42.818564822,18802.818565,0,0,0,11560,11960,11960,0,-400,0,0,-400,0,400,0,0,0,7200,0,7200,42.818564822,0,0,7242.8185648
851859,0,572.16980627,31053.169806,20881,20881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,9600,44.324385024,0,527.84542124,10172.169806
851861,0,6.3320550034,38006.332055,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,12000,0,12000,6.3320550034,0,0,12006.332055
851862,0,1340.6333176,118542.96348,43000,43000,0,0,0,0,0,0,0,0,0,0,0,53902.33016,53902.33016,0,20300,0,20300,284.94247515,1055.6908425,0,21640.633318
851863,8645.3011597,-8645.30116,120554.69884,45600,45600,0,-400,0,0,0,-400,0,0,-400,0,400,72000,72000,0,12000,0,12000,0,0,0,3354.6988403
851865,0,957.07609513,53857.076095,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,25000,25000,0,8400,0,8400,253.28220014,0,703.79389499,9357.0760951
851866,0,253.28220014,54978.2822,0,0,0,40300,40300,40300,0,0,0,0,0,0,0,0,0,0,14425,0,14425,253.28220014,0,0,14678.2822
851867,354.67902194,-342.0149119,43657.985088,35600,35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,8400,12.664110007,0,0,8057.9850881
851872,57.635341065,-57.63534106,30042.364659,19500,19500,0,4600,0,0,0,4600,0,0,4600,4600,0,0,0,0,6000,0,6000,0,0,0,5942.3646589
851874,0,244.76274771,43350.762748,11900,11900,0,19206,18655,18655,0,551,651,0,-100,0,100,0,0,0,12000,6000,6000,63.320550034,0,181.44219768,12244.762748
851878,0,6.3320550034,30276.332055,0,0,0,20670,20670,20670,0,0,0,0,0,0,0,0,0,0,9600,0,9600,6.3320550034,0,0,9606.332055
851880,0,396.22133252,9766.2213325,3500,3500,0,2870,25870,25870,0,-23000,0,0,-23000,0,23000,0,0,0,3000,0,3000,44.324385024,0,351.8969475,3396.2213325
851885,0,183.6295951,38483.629595,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,13600,0,13600,183.6295951,0,0,13783.629595
851886,0,31.660275017,13031.660275,8000,8000,0,-1000,0,0,0,-1000,0,0,-1000,0,1000,0,0,0,6000,0,6000,31.660275017,0,0,6031.660275
851903,0,0,15010,0,0,0,10450,8450,8450,0,2000,2000,0,0,0,0,0,0,0,4560,0,4560,0,0,0,4560
851907,0,39.995081487,33889.995081,0,0,0,26650,26650,26650,0,0,0,0,0,0,0,0,0,0,7200,0,7200,39.995081487,0,0,7239.9950815
851911,0,33.49924149,42033.499241,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.49924149,0,0,33.49924149
851918,0,0,10500,0,0,0,10500,0,0,0,10500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851923,0,29.92145932,15909.921459,0,0,0,9880,9880,9880,0,0,0,0,0,0,0,0,0,0,6000,0,6000,29.92145932,0,0,6029.9214593
851934,0,215.28987012,32715.28987,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,15600,0,15600,215.28987012,0,0,15815.28987
851937,1773.3951097,-1431.359637,34168.640363,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,9600,0,9600,25.328220014,0,316.70725275,8168.6403631
851940,0,0,2000,0,0,0,800,0,0,0,800,800,0,0,0,0,0,0,0,1200,0,1200,0,0,0,1200
851944,0,3.1660275017,21003.166028,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1660275017,0,0,3.1660275017
851960,0,0,6000,8000,8000,0,-2000,0,0,0,-2000,0,0,-2000,0,2000,0,0,0,0,0,0,0,0,0,0
851963,0,63.320550034,41063.32055,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,63.320550034,0,0,6063.32055
851965,0,0,11000,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851968,0,126.64110007,44926.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,4800,0,4800,126.64110007,0,0,4926.6411001
851969,0,158.30137509,38358.301375,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,9600,0,9600,158.30137509,0,0,9758.3013751
851980,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,18000,0,18000,0,0,0,18000
851982,0,13.236372309,26413.236372,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,5400,13.236372309,0,0,5413.2363723
851985,0,37.543212373,28837.543212,0,0,0,22800,22800,22800,0,0,0,0,0,0,0,0,0,0,6000,0,6000,37.543212373,0,0,6037.5432124
851986,0,177.15242124,24727.152421,0,0,0,14950,14950,14950,0,0,0,0,0,0,0,0,0,0,9600,0,9600,177.15242124,0,0,9777.1524212
851989,5719.1992287,-5710.048817,24169.951183,12600,12600,0,8880,8880,8880,0,0,0,0,0,0,0,0,0,0,8400,0,8400,9.1504121538,0,0,2689.9511834
851993,0,8.7269378294,13496.726938,0,0,0,7488,7488,7488,0,0,0,0,0,0,0,0,0,0,6000,0,6000,8.7269378294,0,0,6008.7269378
852003,0,28.810092998,16888.810093,8000,8000,0,2860,2860,2860,0,0,0,0,0,0,0,0,0,0,6000,0,6000,28.810092998,0,0,6028.810093
852004,5098.5109403,-5098.51094,901.48905967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,0,0,0,901.48905967
852014,0,124.31828591,43177.318286,2200,2200,0,15353,15353,15353,0,0,0,0,0,0,0,10000,10000,0,15500,0,15500,124.31828591,0,0,15624.318286
852017,0,46.06819663,39846.068197,20000,20000,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,12000,0,12000,46.06819663,0,0,12046.068197
852020,0,82.159780101,44482.15978,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,14400,0,14400,82.159780101,0,0,14482.15978
852021,3103.4414419,-3094.257331,40505.742669,22000,22000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6000,0,6000,9.1841106016,0,0,2905.7426687
852030,665.02316613,478.30567387,77558.305674,20000,20000,0,7280,7280,7280,0,0,0,0,0,0,0,18000,0,18000,31800,0,31800,191.96984914,0,951.35899086,32278.305674
852032,0,204.83361403,18554.833614,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,6000,0,6000,204.83361403,0,0,6204.833614
852035,0,249.12956726,34249.129567,0,0,0,23800,23800,23800,0,0,0,0,0,0,0,0,0,0,10200,0,10200,101.45603818,0,147.67352908,10449.129567
852039,0,79.837498502,32079.837499,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,79.837498502,0,0,6079.8374985
852041,0,70.120081534,39570.120082,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,9600,0,9600,44.819034157,25.301047377,0,9670.1200815
852045,0,38.860938608,16488.860939,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,0,5400,0,5400,38.860938608,0,0,5438.8609386
852058,0,861.47167633,34561.471676,29500,29500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,4200,69.06042498,398.97714814,393.43410321,5061.4716763
852064,0,20607.139684,95907.139684,0,0,0,53300,53300,53300,0,0,0,0,0,0,0,0,0,0,22000,18400,3600,309.34399133,0,20297.795692,42607.139684
852070,2660.0926645,-2637.297267,22512.702733,18300,18200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,6850,0,6850,22.795398012,0,0,4212.7027335
852073,177.33951097,-177.339511,20972.660489,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,3600,0,3600,0,0,0,3422.660489
852074,0,50.656440027,12865.65644,0,0,0,7440,7440,7440,0,0,0,0,0,0,0,0,0,0,5375,0,5375,50.656440027,0,0,5425.65644
852081,0,6.3320550034,17956.332055,0,0,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,0,4300,0,4300,6.3320550034,0,0,4306.332055
852087,0,2384.8742098,63784.87421,10400,10400,0,29250,29250,29250,0,0,0,0,0,0,0,0,0,0,21750,3600,18150,431.84615123,0,1953.0280586,24134.87421
852094,0,12.664110007,26512.66411,30400,30400,0,-7500,0,0,0,-7500,0,0,-7500,0,7500,0,0,0,3600,0,3600,12.664110007,0,0,3612.66411
852095,0,63.320550034,51633.32055,29070,29000,70,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,12100,0,12100,63.320550034,0,0,12163.32055
852096,0,107.64493506,17802.644935,0,0,0,13195,13195,13195,0,0,0,0,0,0,0,0,0,0,4500,0,4500,107.64493506,0,0,4607.6449351
852099,0,19.31276776,41059.312768,33600,33600,0,2040,2040,2040,0,0,0,0,0,0,0,0,0,0,5400,0,5400,19.31276776,0,0,5419.3127678
852100,0,0,18200,0,0,0,14600,12350,12350,0,2250,2250,0,0,0,0,0,0,0,3600,0,3600,0,0,0,3600
852103,0,126.64110007,45626.6411,16900,16900,0,24400,24400,24400,0,0,0,0,0,0,0,0,0,0,4200,0,4200,126.64110007,0,0,4326.6411001
852109,0,12.664110007,10702.66411,0,0,0,10010,10010,10010,0,0,0,0,0,0,0,0,0,0,680,0,680,12.664110007,0,0,692.66411001
852110,4300.483141,-4300.483141,6659.516859,0,0,0,160,0,0,0,160,0,160,0,0,0,6000,6000,0,4800,0,4800,0,0,0,499.51685902
852114,0,4553.3792965,101153.3793,0,0,0,54600,54600,54600,0,0,0,0,0,0,0,0,0,0,42000,24000,18000,506.56440027,1759.4847375,2287.3301587,46553.379296
852115,0,837.44158324,65887.441583,51800,50600,1200,8450,8450,8450,0,0,0,0,0,0,0,0,0,0,4800,0,4800,221.62192512,0,615.81965812,5637.4415832
852120,0,270.9292988,55070.929299,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,4800,0,4800,94.980825051,175.94847375,0,5070.9292988
852128,0,63.320550034,25063.32055,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,0,0,63.320550034,0,0,63.320550034
852129,0,18.99616501,13418.996165,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,3000,0,3000,18.99616501,0,0,3018.996165
852130,0,295.58298564,38895.582986,33800,33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,4800,31.660275017,263.92271062,0,5095.5829856
852133,0,31.660275017,33031.660275,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,18000,0,18000,31.660275017,0,0,18031.660275
852134,0,18.99616501,7018.996165,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.99616501,0,0,18.99616501
852136,0,456.37585505,51856.375855,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,5400,104.47890756,351.8969475,0,5856.3758551
852137,0,0,22300,0,0,0,4300,0,0,0,4300,7300,0,-3000,0,3000,12000,12000,0,6000,0,6000,0,0,0,6000
852139,0,35.459508019,37735.459508,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,19700,0,19700,35.459508019,0,0,19735.459508
852140,0,9.4980825051,21209.498083,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,7200,9.4980825051,0,0,7209.4980825
852144,0,379.9233002,31244.9233,0,0,0,26065,26065,26065,0,0,0,0,0,0,0,0,0,0,4800,0,4800,379.9233002,0,0,5179.9233002
852147,0,126.64110007,25106.6411,0,0,0,18980,18980,18980,0,0,0,0,0,0,0,0,0,0,6000,0,6000,126.64110007,0,0,6126.6411001
852151,0,158.30137509,21234.301375,0,0,0,16276,16276,16276,0,0,0,0,0,0,0,0,0,0,4800,0,4800,158.30137509,0,0,4958.3013751
852152,0,0,14000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0,0,0,0,0
852153,1330.0463323,-1304.718112,19695.281888,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,25.328220014,0,0,4695.2818878
852156,0,8.2316715044,21508.231672,21500,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2316715044,0,0,8.2316715044
852159,0,379.9233002,34839.9233,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,8460,0,8460,379.9233002,0,0,8839.9233002
852168,0,158.30137509,22408.301375,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,6000,0,6000,158.30137509,0,0,6158.3013751
852173,886.69755484,-874.0334448,34245.966555,16000,16000,0,3120,3120,3120,0,0,0,0,0,0,0,0,0,0,16000,0,16000,12.664110007,0,0,15125.966555
852175,0,9.4980825051,30209.498083,17000,17000,0,6000,0,0,0,6000,0,0,6000,6000,0,0,0,0,7200,0,7200,9.4980825051,0,0,7209.4980825
852182,0,0,8400,0,0,0,8400,0,0,0,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852202,0,559.50569626,30519.505696,0,0,0,19760,19760,19760,0,0,0,0,0,0,0,0,0,0,10200,0,10200,31.660275017,527.84542124,0,10759.505696
852204,0,406.62194707,28909.621947,0,0,0,22503,22503,22503,0,0,0,0,0,0,0,0,0,0,6000,0,6000,229.21355372,177.40839335,0,6406.6219471
852220,0,20.742302887,23670.742303,0,0,0,18850,18850,18850,0,0,0,0,0,0,0,0,0,0,4800,0,4800,20.742302887,0,0,4820.7423029
852222,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,0,0,0,0,0,0,0
852223,0,150.10383763,40450.103838,24000,24000,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,7200,0,7200,150.10383763,0,0,7350.1038376
852225,0,44.135067044,13084.135067,0,0,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,4200,0,4200,44.135067044,0,0,4244.135067
852226,0,209.80396787,228409.80397,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,220000,0,8200,0,8200,209.80396787,0,0,8409.8039679
852228,0,45.340671382,19045.340671,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,45.340671382,0,0,3045.3406714
852232,0,65.251431517,16065.251432,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.251431517,0,0,65.251431517
852233,0,49.127530156,12329.12753,0,0,0,9880,9880,9880,0,0,0,0,0,0,0,0,0,0,2400,0,2400,49.127530156,0,0,2449.1275302
852242,0,93.459643481,34093.459643,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,93.459643481,0,0,6093.4596435
852246,0,230.47325728,43510.473257,14000,14000,0,22880,22880,22880,0,0,0,0,0,0,0,0,0,0,6400,0,6400,230.47325728,0,0,6630.4732573
852254,0,0,14000,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852261,0,61.473113648,17661.473114,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,3600,61.473113648,0,0,3661.4731136
852262,0,61.479391862,71061.479392,11000,11000,0,0,0,0,0,0,0,0,0,0,0,60000,0,60000,0,0,0,61.479391862,0,0,61.479391862
852267,0,0,9360,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852283,0,0,14030,0,0,0,9230,9100,9100,0,130,0,130,0,0,0,0,0,0,4800,0,4800,0,0,0,4800
852284,0,69.591085542,39669.591086,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,29600,0,29600,69.591085542,0,0,29669.591086
852285,0,0,9360,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852287,0,150.22819358,57350.228194,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,7200,150.22819358,0,0,7350.2281936
852289,0,0,11830,11700,11700,0,130,0,0,0,130,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
