NQUEST,NORD,YCF4,YCF,Y,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YMA1,YMA2,YC
826115,3,0,0,9000,9000,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826118,1,3990.1389968,-3597.447084,16402.552916,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,6000,6000,75.984660041,316.70725275,0,0,0,2402.552916
826118,2,0,0,14500,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826132,1,0,12.664110007,13262.66411,0,0,8450,0,0,0,0,0,0,8450,0,0,8450,0,0,4800,4800,12.664110007,0,0,0,0,4812.66411
826135,1,0,1005.784504,178405.7845,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,77400,77400,308.00352961,0,697.78097437,60000,40000,78405.784504
826152,1,53.20185329,-46.86979829,17943.130202,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,7200,7200,6.3320550034,0,0,0,0,7153.1302017
826210,1,0,0,24000,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000
826214,1,0,0,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,7200,7200,0,0,0,12500,0,7200
826214,2,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,12500,0,0
826216,1,1086.2045047,-814.3008176,49185.699182,26000,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,24000,24000,94.980825051,0,176.92286204,0,0,23185.699182
826216,2,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,35000,0,0
826224,1,0,0,13000,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826224,2,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826234,1,0,15.830137509,14015.830138,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,15.830137509,0,0,0,0,15.830137509
826242,1,0,5.0656440027,11005.065644,14000,0,0,0,0,0,0,3000,14000,0,-3000,-3000,-3000,0,0,0,0,5.0656440027,0,0,0,0,5.0656440027
826242,2,0,0,13000,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826248,1,0,4501.6418703,49821.64187,0,0,29120,0,0,0,0,0,0,29120,0,0,29120,0,9000,7200,16200,126.64110007,0,4375.0007702,0,0,20701.64187
826248,2,0,0,17160,0,0,17160,0,0,0,0,0,0,17160,0,0,17160,0,0,0,0,0,0,0,0,0,0
826262,1,0,340.37592561,19650.375926,0,0,13910,0,0,0,0,0,0,13910,0,0,13910,0,0,5400,5400,183.73154112,156.64438449,0,0,0,5740.3759256
826266,1,0,2056.9361268,36046.936127,0,0,15990,0,0,0,0,0,0,15990,0,0,15990,0,0,18000,18000,506.56440027,432.57202513,1117.7997014,0,0,20056.936127
826266,2,0,0,10790,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,0,0,0,0,0,0,0,0
826307,1,0,465.51895908,16165.518959,0,0,12350,0,0,0,0,4500,0,12350,-4500,-4500,7850,0,3650,4200,7850,70.650605196,271.12324425,123.74510963,0,0,8315.5189591
826347,1,0,137.20516744,21537.205167,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,8400,8400,137.20516744,0,0,13000,0,8537.2051674
826362,1,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,0,0,0,0,0,1800
826362,2,0,0,11700,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0
826362,4,0,0,15000,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826362,5,0,0,9386,0,0,9386,0,0,0,0,0,0,9386,0,0,9386,0,0,0,0,0,0,0,0,0,0
826365,1,0,16.058176111,12716.058176,11700,0,0,0,0,0,0,2000,11700,0,-2000,-2000,-2000,0,0,3000,3000,16.058176111,0,0,0,0,3016.0581761
826365,2,0,0,7200,0,0,0,0,7200,0,0,0,0,0,0,7200,7200,0,0,0,0,0,0,0,0,0,0
826412,1,0,60.345759266,32960.345759,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,15900,15900,60.345759266,0,0,0,0,15960.345759
826412,2,0,0,20000,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826416,1,0,92.381677569,4892.3816776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,92.381677569,0,0,0,0,4892.3816776
826416,2,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0
826416,3,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,18000,0,0
826427,1,0,161.45071943,15990.450719,0,0,13429,0,0,0,0,0,0,13429,0,0,13429,0,0,2400,2400,161.45071943,0,0,0,0,2561.4507194
826427,2,0,0,12155,0,0,12155,0,0,0,0,0,0,12155,0,0,12155,0,0,0,0,0,0,0,0,0,0
826456,1,0,45.954336571,29045.954337,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,6000,0,6000,45.954336571,0,0,23000,0,6045.9543366
826456,2,0,0,13000,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826489,1,0,491.67466626,24091.674666,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,15600,15600,491.67466626,0,0,8000,0,16091.674666
826489,2,0,0,20000,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826489,3,0,0,7000,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826489,4,0,0,3600,3600,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826507,1,0,122.40188645,12719.401886,0,0,12597,0,0,0,0,0,0,12597,0,0,12597,0,0,0,0,122.40188645,0,0,0,0,122.40188645
826507,2,0,0,9477,0,0,9477,0,0,0,0,0,0,9477,0,0,9477,0,0,0,0,0,0,0,0,0,0
826509,1,0,44.188950953,16942.188951,16898,0,0,0,0,0,0,0,16898,0,0,0,0,0,0,0,0,44.188950953,0,0,0,0,44.188950953
826509,2,0,0,14170,14170,0,0,0,0,0,0,0,14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826516,1,0,383.55722251,26583.557223,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,7200,7200,31.660275017,351.8969475,0,0,0,7583.5572225
826559,1,0,20.262576011,14230.262576,13910,0,0,0,0,0,0,4500,13910,0,-4500,-4500,-4500,0,0,4800,4800,20.262576011,0,0,0,0,4820.262576
826565,1,0,0,13300,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,4200,4200,0,0,0,0,0,4200
826570,1,0,0,1550,0,0,0,0,1550,0,0,0,0,0,0,1550,1550,0,0,0,0,0,0,0,0,0,0
826570,2,0,0,15526,15526,0,0,0,0,0,0,0,15526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826574,1,0,647.47993314,30647.479933,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,31.660275017,615.81965812,0,30000,0,647.47993314
826584,1,0,81.366040259,13848.36604,13767,0,0,0,0,0,0,0,13767,0,0,0,0,0,0,0,0,81.366040259,0,0,0,0,81.366040259
826584,2,0,0,13975,13975,0,0,0,0,0,0,0,13975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826595,1,0,34.65092641,9641.6509264,9607,0,0,0,0,0,0,0,9607,0,0,0,0,0,0,0,0,34.65092641,0,0,0,0,34.65092641
826595,2,0,0,14826,14826,0,0,0,0,0,0,0,14826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826605,1,0,143.23393018,19407.23393,0,0,12064,0,0,0,0,0,0,12064,0,0,12064,0,0,7200,7200,143.23393018,0,0,0,0,7343.2339302
826605,2,0,0,12038,0,0,12038,0,0,0,0,0,0,12038,0,0,12038,0,0,0,0,0,0,0,0,0,0
826622,1,0,31.660275017,18031.660275,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,6000,6000,31.660275017,0,0,0,0,6031.660275
826622,2,0,0,15470,0,0,15470,0,0,0,0,0,0,15470,0,0,15470,0,0,0,0,0,0,0,0,0,0
826687,1,0,468.89455459,33246.894555,0,0,16458,0,0,0,0,0,0,16458,0,0,16458,0,0,16320,16320,306.87553735,0,162.01901724,0,0,16788.894555
826687,2,0,0,7748,0,0,7748,0,0,0,0,0,0,7748,0,0,7748,0,0,0,0,0,0,0,0,0,0
826687,3,0,0,19474,19474,0,0,0,0,0,0,0,19474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826693,1,0,0,14840,0,0,8840,0,0,0,0,0,0,8840,0,0,8840,0,0,6000,6000,0,0,0,0,0,6000
826693,2,0,0,7280,0,0,7280,0,0,0,0,0,0,7280,0,0,7280,0,0,0,0,0,0,0,0,0,0
826696,1,0,17.092376335,7217.0923763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,17.092376335,0,0,0,0,7217.0923763
826696,2,0,0,20000,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826729,1,0,1087.3511175,77087.351118,0,0,52000,0,0,0,0,0,0,52000,0,0,52000,0,0,24000,24000,31.660275017,527.84542124,527.84542124,0,0,25087.351118
826744,1,0,6.3320550034,31006.332055,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,12000,12000,6.3320550034,0,0,0,0,12006.332055
826744,2,0,0,15000,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826757,1,0,2689.8835462,29189.883546,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,7000,7000,50.656440027,2639.2271062,0,0,0,9689.8835462
826757,2,0,0,9750,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0
826877,1,0,207.60874877,23207.608749,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,31.660275017,175.94847375,0,23000,0,207.60874877
826892,1,0,25.328220014,19025.32822,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,6000,6000,25.328220014,0,0,0,0,6025.32822
826892,2,0,0,16000,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826929,1,0,10.620770729,13074.620771,0,0,9464,0,0,0,0,0,0,9464,0,0,9464,0,0,3600,3600,10.620770729,0,0,0,0,3610.6207707
826955,1,0,207.60874877,11907.608749,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,31.660275017,175.94847375,0,0,0,207.60874877
826959,1,0,32.782489038,6260.782489,0,0,0,0,1548,0,0,0,0,0,0,1548,1548,0,0,4680,4680,32.782489038,0,0,0,0,4712.782489
826959,2,0,0,16874,0,0,16874,0,0,0,0,0,0,16874,0,0,16874,0,0,0,0,0,0,0,0,0,0
826971,1,0,0,10500,10500,0,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826979,1,0,312.67486426,29299.674864,0,0,18187,0,0,0,0,0,0,18187,0,0,18187,0,0,10800,10800,142.28660448,0,170.38825978,0,0,11112.674864
826996,1,0,403.48167507,26633.481675,19630,0,0,0,0,0,0,0,19630,0,0,0,0,0,0,6600,6600,25.328220014,378.15345506,0,0,0,7003.4816751
827006,1,0,424.33938397,22893.339384,0,0,17069,0,0,0,0,0,0,17069,0,0,17069,0,0,5400,5400,25.328220014,399.01116396,0,0,0,5824.339384
827036,1,0,203.13385686,26603.133857,0,0,0,0,0,0,0,0,0,0,0,0,0,20400,0,6000,6000,203.13385686,0,0,0,20400,6203.1338569
827036,2,0,0,8840,0,0,8840,0,0,0,0,0,0,8840,0,0,8840,0,0,0,0,0,0,0,0,0,0
827046,1,0,563.70964917,18742.709649,0,0,12779,0,0,0,0,0,0,12779,0,0,12779,0,0,5400,5400,88.648770048,475.06087912,0,0,0,5963.7096492
827046,2,0,0,5746,0,0,5746,0,0,0,0,0,0,5746,0,0,5746,0,0,0,0,0,0,0,0,0,0
827084,1,0,0,42325,21000,0,10725,0,0,0,0,0,21000,10725,0,0,10725,0,0,10600,10600,0,0,0,0,0,10600
827084,2,0,0,17709.38822,0,0,0,0,0,0,0,0,0,0,0,0,0,17709.38822,0,0,0,0,0,0,17709.38822,0,0
827084,3,0,0,450,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827084,4,0,0,3380,0,0,3380,0,0,0,0,0,0,3380,0,0,3380,0,0,0,0,0,0,0,0,0,0
827084,5,0,0,23000,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827098,1,0,0,24400,18600,0,0,0,5800,0,0,0,18600,0,0,5800,5800,0,0,0,0,0,0,0,0,0,0
827146,1,0,41.158357522,17581.158358,0,0,11540,0,0,0,0,0,0,11540,0,0,11540,0,0,6000,6000,41.158357522,0,0,0,0,6041.1583575
827168,1,0,80.761913155,13820.761913,0,0,15600,0,0,0,0,6000,0,15600,-6000,-6000,9600,0,0,4140,4140,80.761913155,0,0,0,0,4220.7619132
827168,2,0,0,23400,23400,0,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827171,1,0,37.349538336,29437.349538,0,0,24000,0,0,0,0,0,0,24000,0,0,24000,0,0,5400,5400,37.349538336,0,0,0,0,5437.3495383
827188,1,390.14692413,-366.3583722,19943.641628,0,0,15990,0,0,0,0,0,0,15990,0,0,15990,0,0,4320,4320,23.788551928,0,0,0,0,3953.6416278
827188,3,0,0,10000,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827228,1,0,0,10150,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,3000,3000,0,0,0,0,0,3000
827252,1,665.02316613,-659.0179941,37944.877923,26000,603.9,0,0,0,0,0,0,26603.895917,0,0,0,0,0,0,12000,12000,6.0051720668,0,0,0,0,11340.982006
827252,2,0,0,12000,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827289,1,0,31.660275017,28831.660275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,7200,28800,31.660275017,0,0,0,0,28831.660275
827329,1,186.20648652,-17.52830303,25050.471697,18368,700,0,0,0,0,0,0,19068,0,0,0,0,0,0,6000,6000,168.67818348,0,0,0,0,5982.471697
827329,2,0,0,20056,19166,890,0,0,0,0,0,0,20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827345,1,0,0,7990,0,0,5590,0,0,0,0,0,0,5590,0,0,5590,0,0,2400,2400,0,0,0,0,0,2400
827369,1,3480.2879027,-3372.061125,19399.938875,16772,0,0,0,0,0,0,0,16772,0,0,0,0,0,0,6000,6000,108.22677739,0,0,0,0,2627.9388746
827369,2,0,0,15372,15372,0,0,0,0,0,0,0,15372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827375,1,0,18.3530597,22428.35306,0,0,15210,0,0,0,0,0,0,15210,0,0,15210,0,0,7200,7200,18.3530597,0,0,0,0,7218.3530597
827375,2,0,0,8190,0,0,8190,0,0,0,0,0,0,8190,0,0,8190,0,0,0,0,0,0,0,0,0,0
827386,1,0,0,12757,0,0,11557,0,1200,0,0,0,0,11557,0,1200,12757,0,0,0,0,0,0,0,0,0,0
827398,1,0,12.664110007,4212.66411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,12.664110007,0,0,0,0,4212.66411
827398,2,0,0,12649,0,0,12649,0,0,0,0,0,0,12649,0,0,12649,0,0,0,0,0,0,0,0,0,0
827400,1,0,118.3100933,18525.310093,0,0,14807,0,0,0,0,0,0,14807,0,0,14807,0,0,3600,3600,118.3100933,0,0,0,0,3718.3100933
827407,1,0,16.463343009,16.463343009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.463343009,0,0,0,0,16.463343009
827407,2,0,0,18006,17346,660,0,0,0,0,0,0,18006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827413,1,0,911.40264376,25511.402644,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,9600,9600,31.660275017,351.8969475,527.84542124,0,0,10511.402644
827413,2,0,0,46000,46000,0,0,0,0,0,0,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827428,1,0,39.891946521,7239.8919465,0,0,0,0,0,0,20400,20400,0,0,0,0,0,0,0,7200,7200,39.891946521,0,0,0,0,7239.8919465
827436,1,8866.9755484,-8816.319108,17322.686277,18000,589,0,0,0,0,0,0,18589.005386,0,0,0,0,350,0,7200,7200,50.656440027,0,0,350,0,-1616.319108
827436,2,0,0,22596.292257,22000,596.3,0,0,0,0,0,0,22596.292257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827447,1,0,37.99233002,6017.99233,0,0,5980,0,0,0,0,0,0,5980,0,0,5980,0,0,0,0,37.99233002,0,0,0,0,37.99233002
827449,1,0,63.320550034,16858.636492,8000,595.3,0,0,2200,0,0,0,8595.3159419,0,0,2200,2200,0,0,6000,6000,63.320550034,0,0,0,0,6063.32055
827457,1,1551.720721,-1412.415511,42081.95599,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,4694.3715009,10800,15494.371501,139.30521007,0,0,28000,0,14081.95599
827457,2,0,0,19000,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827482,1,4167.4785077,-4167.478508,24932.521492,19500,0,0,0,0,0,1200,0,19500,0,1200,1200,1200,0,0,8400,8400,0,0,0,0,0,4232.5214923
827486,1,0,37.99233002,13827.99233,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,3000,3000,37.99233002,0,0,0,0,3037.99233
827517,1,0,38.355722251,21538.355722,15500,0,0,0,0,0,0,0,15500,0,0,0,0,0,0,6000,6000,3.1660275017,0,35.18969475,0,0,6038.3557223
827578,1,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,6000,6000,0,0,0,12000,0,6000
827615,1,0,1.9756469089,13601.975647,9000,0,0,0,1000,0,0,0,9000,0,0,1000,1000,0,0,3600,3600,1.9756469089,0,0,0,0,3601.9756469
827618,1,0,239.81187655,43739.811877,0,0,35100,0,0,0,0,0,0,35100,0,0,35100,0,0,8400,8400,82.316715044,0,157.4951615,0,0,8639.8118765
827639,1,0,12.664110007,21282.66411,0,0,12870,0,0,0,0,0,0,12870,0,0,12870,0,0,8400,8400,12.664110007,0,0,0,0,8412.66411
827647,1,0,958.78907603,30358.789076,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,6000,6000,381.44642008,0,577.34265595,0,0,6958.789076
827647,2,0,0,24000,24000,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827647,3,0,0,15600,15600,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827689,1,0,0,16490,0,0,6890,0,0,0,0,0,0,6890,0,0,6890,0,0,9600,9600,0,0,0,0,0,9600
827773,1,0,41.158357522,20541.158358,19500,1000,0,0,0,0,0,0,20500,0,0,0,0,0,0,0,0,41.158357522,0,0,0,0,41.158357522
827781,1,0,158.30137509,15758.301375,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,158.30137509,0,0,0,0,158.30137509
827781,2,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,5000,0,0
827847,1,0,12.664110007,11712.66411,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,12.664110007,0,0,0,0,12.664110007
827847,2,0,0,8580,0,0,8580,0,0,0,0,0,0,8580,0,0,8580,0,0,0,0,0,0,0,0,0,0
827870,1,22.167438871,12.658863648,20012.658864,9000,0,0,0,2000,0,0,0,9000,0,0,2000,2000,0,0,9000,9000,34.826302519,0,0,0,0,9012.6588636
827874,1,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,4800,4800,0,0,0,20000,0,4800
827874,2,0,0,8900,7000,0,0,0,1900,0,0,0,7000,0,0,1900,1900,0,0,0,0,0,0,0,0,0,0
827874,3,0,0,3000,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827874,4,0,0,8000,8000,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827875,1,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,1000
827875,2,0,0,7150,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,0,0,0,0,0,0,0,0
827875,3,0,0,5980,0,0,5980,0,0,0,0,0,0,5980,0,0,5980,0,0,0,0,0,0,0,0,0,0
827880,1,0,0,19500,9000,0,0,0,4500,0,0,0,9000,0,0,4500,4500,0,0,6000,6000,0,0,0,0,0,6000
827880,2,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,25000,0,0
827887,1,0,846.56870442,46146.568704,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,11400,22200,33600,110.4915559,736.07714852,0,0,0,34446.568704
828117,1,0,91.181592049,15681.181592,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,4800,4800,91.181592049,0,0,0,0,4891.181592
828121,1,0,43.691179523,13183.69118,0,0,10140,0,0,0,0,0,0,10140,0,0,10140,0,0,3000,3000,43.691179523,0,0,0,0,3043.6911795
828159,1,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,2400
828159,2,0,0,3800,0,0,0,0,1800,0,2000,0,0,0,2000,3800,3800,0,0,0,0,0,0,0,0,0,0
828169,1,0,189.9616501,6189.9616501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,189.9616501,0,0,0,0,6189.9616501
828169,2,0,0,21500,21500,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828183,1,0,61.420933533,11121.420934,0,0,8060,0,0,0,0,0,0,8060,0,0,8060,0,0,3000,3000,61.420933533,0,0,0,0,3061.4209335
828184,1,0,30.393864016,3630.393864,0,0,3600,0,0,0,0,0,0,3600,0,0,3600,0,0,0,0,30.393864016,0,0,0,0,30.393864016
828184,2,0,0,3600,0,0,3600,0,0,0,0,0,0,3600,0,0,3600,0,0,0,0,0,0,0,0,0,0
850009,1,0,126.64110007,23226.6411,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,3600,3600,126.64110007,0,0,0,0,3726.6411001
850009,2,0,0,11430,0,0,1430,0,0,0,10000,0,0,1430,10000,10000,11430,0,0,0,0,0,0,0,0,0,0
850010,1,0,31.660275017,26031.660275,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,31.660275017,0,0,0,0,6031.660275
850010,2,0,0,20000,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850011,1,0,31.672899813,50031.6729,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,31.672899813,0,0,50000,0,31.672899813
850012,1,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,12000
850013,1,0,53.822467529,12253.822468,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,4200,4200,53.822467529,0,0,8000,0,4253.8224675
850013,2,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,35000,0,0
850016,1,0,189.9616501,35189.96165,20000,3000,0,0,0,0,0,0,23000,0,0,0,0,0,0,12000,12000,189.9616501,0,0,0,0,12189.96165
850016,2,0,0,20000,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850019,1,0,62.135981998,35062.135982,35000,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,62.135981998,0,0,0,0,62.135981998
850019,2,0,0,15000,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850024,1,0,68.16188088,24868.161881,19000,0,0,0,0,0,0,200,19000,0,-200,-200,-200,0,0,6000,6000,68.16188088,0,0,0,0,6068.1618809
850025,1,3546.7902194,-3502.465834,7497.5341657,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,6000,6000,44.324385024,0,0,0,0,2497.5341657
850027,1,0,12.664110007,29372.66411,22400,0,0,0,0,0,0,0,22400,0,0,0,0,0,0,6960,6960,12.664110007,0,0,0,0,6972.66411
850030,1,0,131.95002344,15131.950023,13000,0,0,0,0,0,0,0,13000,0,0,0,0,2000,0,0,0,131.95002344,0,0,2000,0,131.95002344
850035,1,0,31.660275017,26031.660275,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,31.660275017,0,0,0,0,6031.660275
850035,2,0,0,20000,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850036,1,0,6.3320550034,17606.332055,16500,1100,0,0,0,0,0,0,17600,0,0,0,0,0,0,0,0,6.3320550034,0,0,0,0,6.3320550034
851008,1,0,0,14450,0,0,8450,0,0,0,0,0,0,8450,0,0,8450,0,0,6000,6000,0,0,0,0,0,6000
851008,2,0,0,3000,0,0,0,0,3000,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0
851012,1,0,6.3320550034,2506.332055,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,6.3320550034,0,0,2500,0,6.3320550034
851012,2,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,2500,0,0
851015,1,620.68828839,-620.6882884,16579.311712,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,4200,4200,0,0,0,0,0,3579.3117116
851017,1,0,0,10800,6000,0,0,0,4800,0,0,0,6000,0,0,4800,4800,0,0,0,0,0,0,0,0,0,0
851025,1,0,0.9498082505,6100.9498083,0,0,0,0,0,0,0,0,0,0,0,0,0,500,400,5200,5600,0.9498082505,0,0,500,0,5600.9498083
851025,2,0,0,2500,2500,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851025,3,0,0,1200,0,0,0,0,0,1200,0,0,0,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0
851025,4,0,0,120,0,0,0,0,0,120,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0
851025,5,0,0,120,0,0,0,0,0,120,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0
851025,6,0,0,120,0,0,0,0,0,120,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0
851032,1,0,0,9528,0,0,5928,0,0,0,0,0,0,5928,0,0,5928,0,0,3600,3600,0,0,0,0,0,3600
851032,5,0,0,5200,5200,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851037,1,0,24.558742938,21224.558743,13000,0,0,0,0,0,1000,0,13000,0,1000,1000,1000,0,0,7200,7200,24.558742938,0,0,0,0,7224.5587429
851037,2,0,0,16000,15000,0,0,0,0,0,1000,0,15000,0,1000,1000,1000,0,0,0,0,0,0,0,0,0,0
851043,1,0,6.3320550034,26506.332055,16000,0,0,0,11000,0,0,500,16000,0,-500,10500,10500,0,0,0,0,6.3320550034,0,0,0,0,6.3320550034
