NQUEST,NORD,YCF4,YCF,Y,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YMA1,YMA2,YC
505810,1,0,4011.5206989,74411.520699,0,0,2400,0,0,0,0,0,0,2400,0,0,2400,50000,0,18000,18000,316.60275017,0,3694.9179487,0,50000,22011.520699
505810,2,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,25000,0
505810,3,0,0,22000,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505818,1,4876.8365516,-4765.641296,65634.358704,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,20400,20400,12.664110007,0,98.531145299,0,50000,15634.358704
505818,2,0,0,13600,13600,0,0,0,0,0,0,0,13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505818,3,0,0,4000,4000,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505820,1,6650.2316613,-6593.243166,25356.756834,12500,0,11050,0,0,0,0,0,12500,11050,0,0,11050,0,0,8400,8400,56.988495031,0,0,0,0,1806.7568337
505820,2,0,0,9750,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0
505820,3,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,18000,0,0
505833,1,0,31.660275017,12641.660275,0,0,8710,300,0,0,0,0,0,9010,0,0,9010,0,0,3600,3600,31.660275017,0,0,0,0,3631.660275
505839,1,0,423.98879557,29173.988796,16650,2000,0,0,0,500,0,0,18650,0,0,500,500,0,0,9600,9600,142.47123758,0,281.517558,0,0,10023.988796
505839,2,0,0,15400,15000,400,0,0,0,0,0,0,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505850,1,0,220.14460881,23620.144609,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,7800,7800,70.975560563,149.16904824,0,0,0,8020.1446088
505881,1,0,246.66519263,36046.665193,0,0,28600,0,0,0,0,0,0,28600,0,0,28600,0,0,7200,7200,246.66519263,0,0,0,0,7446.6651926
505881,3,0,0,25000,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505979,1,0,2202.8330903,33552.83309,0,0,25350,0,0,0,0,0,0,25350,0,0,25350,0,0,6000,6000,126.64110007,1671.5105006,404.68148962,0,0,8202.8330903
506007,1,0,745.99017792,17915.990178,0,0,6370,0,0,0,0,0,0,6370,0,0,6370,0,8400,2400,10800,94.980825051,527.84542124,123.16393162,0,0,11545.990178
506007,2,0,0,6500,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0
506025,1,0,1713.7067835,29513.706784,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,9600,9600,94.980825051,1090.8805372,527.84542124,0,0,11313.706784
506025,2,0,0,19500,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,0,0,0,0,0,0,0,0
506100,1,0,641.82241131,6881.8224113,0,0,6240,0,0,0,0,0,0,6240,0,0,6240,0,0,0,0,113.97699006,0,527.84542124,0,0,641.82241131
506100,2,0,0,5460,0,0,5460,0,0,0,0,0,0,5460,0,0,5460,0,0,0,0,0,0,0,0,0,0
506107,1,0,12.664110007,19512.66411,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,12.664110007,0,0,0,0,12.664110007
506107,2,0,0,17050,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,6000,0,0,0,0,0,0,0,6000,0
506112,1,0,107.64493506,15667.644935,0,0,11960,0,0,0,0,0,0,11960,0,0,11960,0,0,3600,3600,107.64493506,0,0,0,0,3707.6449351
506112,2,0,0,5850,0,0,5850,0,0,0,0,0,0,5850,0,0,5850,0,0,0,0,0,0,0,0,0,0
506126,1,0,100.63834688,23500.638347,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,12.664110007,0,87.974236874,0,0,100.63834688
506126,2,0,0,17000,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506152,1,1330.0463323,-1317.382222,14232.617778,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,8400,8400,12.664110007,0,0,0,0,7082.6177777
506152,2,0,0,15200,14000,1200,0,0,0,0,0,0,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506153,1,0,1963.4595639,19463.459564,0,0,16900,0,0,0,0,3000,0,16900,-3000,-3000,13900,0,0,3600,3600,379.9233002,0,1583.5362637,0,0,5563.4595639
506153,2,0,0,11700,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0
506184,1,0,876.21294901,30176.212949,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,7200,7200,31.660275017,844.55267399,0,0,0,8076.212949
506184,2,0,0,12350,0,0,12350,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,0,0
506184,3,0,0,15000,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506195,1,0,31.660275017,17981.660275,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,10800,10800,31.660275017,0,0,0,0,10831.660275
506374,1,0,377.22516751,14757.225168,0,0,5980,0,0,0,0,0,0,5980,0,0,5980,0,0,8400,8400,25.328220014,0,351.8969475,0,0,8777.2251675
506385,1,0,258.8114832,40758.811483,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,7000,19200,26200,64.869876489,0,193.94160671,0,0,26458.811483
506385,3,0,0,16000,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506389,1,0,18.344724358,15068.344724,6000,0,11050,0,0,0,0,2000,6000,11050,-2000,-2000,9050,0,0,0,0,18.344724358,0,0,0,0,18.344724358
506389,2,0,0,3000,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
