NQUEST,TIPOIMM,QUOPRO,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,ANPOSS,SUPAB,ANCOSTR,SUPTE,SUPTM,USOIMM,VALABIT,AFFITTO,AFFEFF,AFFIMP,POSS,IMMDOVE,IMMREG,IMMEST,PRO7,PRO8,PRO9,quo
674686,1,50,0,1,0,0,0,0,2000,62,1930,,,4,80000,1,4560,0,1,1,,,0,0,0,0.5
674686,1,50,0,1,0,0,0,0,1980,60,1930,,,14,80000,2,,3600,1,1,,,0,0,0,0.5
674686,1,50,0,1,0,0,0,0,2009,200,1900,,,3,150000,2,,5400,3,1,,,0,0,0,0.5
674686,7,50,0,1,0,0,0,0,,,,2,,11,500,2,,100,3,1,,,0,0,0,0.5
674686,8,100,0,1,0,0,0,0,,,,,530,3,50000,2,,5000,1,1,,,0,0,0,1
674728,7,100,0,1,0,0,0,0,,,,,2000,12,30000,2,,3000,3,1,,,0,0,0,1
674747,1,33,1,0,0,0,0,0,2000,90,2000,,,3,500000,2,,4800,4,1,,,0,0,0,0.33
674747,1,33,1,0,0,0,0,0,1991,100,1991,,,3,500000,2,,6000,4,1,,,0,0,0,0.33
674747,1,33,1,0,0,0,0,0,1995,100,1995,,,3,500000,2,,6000,4,1,,,0,0,0,0.33
674747,1,33,1,0,0,0,0,0,1960,80,1960,,,1,300000,2,,6000,3,1,,,0,0,0,0.33
674747,1,33,1,0,0,0,0,0,1970,600,1500,,,3,1000000,2,,300,3,1,,,0,0,0,0.33
674747,2,33,1,0,0,0,0,0,1952,60,1300,,,4,150000,1,3600,0,4,1,,,0,0,0,0.33
674747,4,33,1,0,0,0,0,0,1952,130,1300,,,4,800000,1,23000,0,4,1,,,0,0,0,0.33
674747,7,33,1,0,0,0,0,0,,,,5,,11,500000,2,,300,3,1,,,0,0,0,0.33
674800,7,100,1,1,0,0,0,0,,,,30,,9,35000,2,,1200,98,1,,,0,0,0,1
675086,1,66,1,1,0,0,0,0,1978,40,1970,,,1,200000,2,,6000,1,1,,,0,0,0,0.66
675086,7,66,1,1,0,0,0,0,,,,,1000,11,5000,2,,300,3,1,,,0,0,0,0.66
675086,7,66,1,1,0,0,0,0,,,,,1500,11,5000,2,,300,3,1,,,0,0,0,0.66
675113,7,100,0,1,0,0,0,0,,,,,200,9,2000,2,,100,5,1,,,0,0,0,1
675290,1,33,0,1,0,0,0,0,1981,100,1975,,,2,250000,2,,8400,3,1,,,0,0,0,0.33
675290,8,33,0,1,0,0,0,0,,,,1,,11,3000,2,,50,3,2,3,,0,0,0,0.33
675290,8,33,0,1,0,0,0,0,,,,1,,3,5000,2,,100,3,1,,,0,0,0,0.33
675290,8,33,0,1,0,0,0,0,,,,,100,11,1500,2,,50,3,1,,,0,0,0,0.33
675333,7,100,1,1,0,0,0,0,,,,,2000,9,15000,2,,1800,3,1,,,0,0,0,1
675404,4,50,1,0,0,0,0,0,2007,170,1200,,,2,400000,2,,30000,1,1,,,0,0,0,0.5
675480,7,100,1,0,0,0,0,0,,,,25,,3,25000,2,,500,3,1,,,0,0,0,1
675482,1,100,1,1,0,0,0,0,1977,100,1800,,,1,50000,2,,3600,2,1,,,0,0,0,1
675678,1,100,1,1,0,0,0,0,2005,120,1970,,,4,220000,1,5000,0,1,1,,,0,0,0,1
675678,6,100,1,1,0,0,0,0,2005,8,1970,,,4,60000,1,7200,0,1,1,,,0,0,0,1
675695,1,22,1,0,0,0,0,0,2003,80,1970,,,4,120000,1,3600,0,3,1,,,0,0,0,0.22
675739,1,33,1,0,0,0,0,0,1993,100,1968,,,4,220000,1,4200,0,3,1,,,0,0,0,0.33
675746,1,100,1,0,0,0,0,0,1985,120,1985,,,1,80000,2,,2000,1,2,1,,0,0,0,1
675905,7,100,1,1,0,0,0,0,,,,,1300,,100000,2,,5000,1,1,,,0,0,0,1
675905,7,100,1,1,0,0,0,0,,,,,700,10,70000,2,,3500,1,1,,,0,0,0,1
675906,1,100,1,1,0,0,0,0,1982,60,1800,,,,15000,2,,2000,1,1,,,0,0,0,1
675913,8,100,1,0,0,0,0,0,,,,,900,11,5000,2,,300,3,1,,,0,0,0,1
676000,1,100,0,1,0,0,0,0,1997,100,1900,,,8,200000,2,,9600,3,2,,234,0,0,0,1
676034,7,100,1,0,0,0,0,0,,,,,2700,9,10000,2,,200,3,1,,,0,0,0,1
676060,7,100,1,0,0,0,0,0,,,,2,,9,100000,2,,9000,3,1,,,0,0,0,1
676193,1,100,0,1,0,0,0,0,2009,90,1948,,,6,130000,1,14400,0,2,1,,,0,0,0,1
676282,4,100,1,1,0,0,0,0,2005,19,1960,,,,90000,2,,6000,1,1,,,0,0,0,1
676303,1,100,1,1,0,0,0,0,1994,35,1700,,,1,50000,2,,600,1,1,,,0,0,0,1
676470,1,25,1,0,0,0,0,0,1989,100,1920,,,1,100000,2,,3000,3,2,1,,0,0,0,0.25
676470,1,50,1,0,0,0,0,0,2004,85,1956,,,14,300000,2,,14000,3,1,,,0,0,0,0.5
676470,6,100,1,0,0,0,0,0,2005,15,1980,,,3,90000,2,,4000,3,1,,,0,0,0,1
676500,1,100,0,1,0,0,0,0,1970,75,1970,,,8,140000,2,,4800,6,1,,,0,0,0,1
676500,1,100,1,1,0,0,0,0,1970,160,1970,,,8,400000,2,,6000,3,1,,,0,0,0,1
676500,4,100,1,0,0,0,0,0,2005,160,1848,,,2,550000,2,,24000,3,1,,,0,0,0,1
676500,7,100,1,0,0,0,0,0,,,,1,,9,20000,2,,1000,3,1,,,0,0,0,1
676500,8,100,1,0,0,0,0,0,,,,,2000,8,10000,2,,1000,3,1,,,0,0,0,1
676500,8,100,1,0,0,0,0,0,,,,,2000,11,5000,2,,1000,3,1,,,0,0,0,1
676500,8,100,1,0,0,0,0,0,,,,,3000,8,5000,2,,500,3,1,,,0,0,0,1
676807,4,100,1,0,0,0,0,0,1979,55,1960,,,2,50000,2,,3600,3,1,,,0,0,0,1
676819,7,100,0,1,0,0,0,0,,,,1,,9,10000,2,,400,3,1,,,0,0,0,1
676819,7,100,0,1,0,0,0,0,,,,1,,9,10000,2,,300,3,1,,,0,0,0,1
676819,7,100,0,1,0,0,0,0,,,,2,,9,15000,2,,1000,3,1,,,0,0,0,1
676944,1,100,1,0,0,0,0,0,2009,110,1970,,,4,70000,1,2400,0,3,1,,,0,0,0,1
676944,3,100,0,1,0,0,0,0,2003,130,2003,,,2,30000,2,,3000,6,1,,,0,0,0,1
676944,3,100,0,1,0,0,0,0,2007,70,2007,,,2,20000,2,,2400,6,1,,,0,0,0,1
676944,7,100,0,1,0,0,0,0,,,,14,,2,10000,2,,1000,3,1,,,0,0,0,1
676944,7,100,1,0,0,0,0,0,,,,30,,2,30000,2,,1500,3,1,,,0,0,0,1
677079,1,100,1,0,0,0,0,0,1982,90,1981,,,8,200000,2,,3600,5,1,,,0,0,0,1
677079,4,100,0,0,1,0,0,0,1987,45,1987,,,2,10000,2,,1200,6,1,,,0,0,0,1
677079,7,50,0,1,0,0,0,0,,,,1,,9,20000,2,,300,5,1,,,0,0,0,0.5
677127,1,100,1,0,0,0,0,0,2007,110,1960,,,1,150000,2,,3000,3,2,13,,0,0,0,1
677127,1,100,1,0,0,0,0,0,2007,110,1960,,,4,150000,1,4200,0,3,2,13,,0,0,0,1
677127,7,100,1,1,0,0,0,0,,,,1,,11,6000,2,,100,1,2,15,,0,0,0,1
677130,1,100,0,1,0,0,0,0,1990,40,1900,,,1,70000,2,,2400,1,1,,,0,0,0,1
677130,1,100,1,0,0,0,0,0,1977,75,1976,,,4,130000,1,3000,0,6,1,,,0,0,0,1
677130,1,100,1,0,0,0,0,0,1977,90,1976,,,4,170000,1,3600,0,6,1,,,0,0,0,1
677130,1,100,1,0,0,0,0,0,1977,120,1976,,,4,250000,1,4800,0,6,1,,,0,0,0,1
677130,7,100,0,1,0,0,0,0,,,,,3000,9,10000,2,,1200,3,1,,,0,0,0,1
677130,8,100,1,0,0,0,0,0,,,,,3000,3,30000,2,,600,1,1,,,0,0,0,1
677195,1,100,0,1,0,0,0,0,1975,105,1975,,,14,250000,2,,5400,2,1,,,0,0,0,1
677195,1,100,1,0,0,0,0,0,2006,60,2000,,,8,50000,2,,1200,1,2,,244,0,0,0,1
677195,1,100,1,0,0,0,0,0,2006,60,2000,,,8,50000,2,,1200,1,2,,244,0,0,0,1
677230,1,50,1,0,0,0,0,0,1969,300,1890,,,8,50000,2,,600,3,1,,,0,0,0,0.5
677230,7,100,1,0,0,0,0,0,,,,,3000,9,10000,2,,600,4,1,,,0,0,0,1
677280,1,10,1,0,0,0,0,0,1995,85,1965,,,14,120000,2,,5400,3,1,,,0,0,0,0.1
677280,1,50,1,0,0,0,0,0,1992,80,1800,,,1,80000,2,,3000,5,1,,,0,0,0,0.5
677474,1,100,1,0,0,0,0,0,1976,60,1970,,,2,50000,2,,2400,1,1,,,0,0,0,1
677474,6,100,1,0,0,0,0,0,1986,30,1970,,,3,15000,2,,1200,1,1,,,0,0,0,1
677489,1,100,1,0,0,0,0,0,2008,70,2001,,,13,85000,2,,3600,3,1,,,0,0,0,1
677489,7,100,1,0,0,0,0,0,,,,1,,13,25000,2,,1000,1,1,,,0,0,0,1
677570,1,100,1,0,0,0,0,0,1956,70,1956,,,4,140000,1,6000,0,3,1,,,0,0,0,1
677655,6,100,1,0,0,0,0,0,1989,40,1960,,,3,50000,2,,1800,1,1,,,0,0,0,1
677709,1,100,1,0,0,0,0,0,1971,120,1971,,,1,130000,2,,3500,1,1,,,0,0,0,1
677881,1,30,1,0,0,0,0,0,1998,70,1900,,,4,80000,1,3000,0,3,1,,,0,0,0,0.3
677964,1,100,1,1,0,0,0,0,2010,100,1930,,,1,25000,2,,4800,1,2,,254,0,0,0,1
678132,1,100,1,0,0,0,0,0,2005,60,1967,,,,30000,2,,1200,6,1,,,0,0,0,1
678132,7,100,1,0,0,0,0,0,,,,,1000,9,10000,2,,500,3,1,,,0,0,0,1
678214,1,100,1,1,0,0,0,0,1991,100,1991,,,4,150000,1,6000,0,1,1,,,0,0,0,1
680311,7,100,1,1,0,0,0,0,,,,,4000,9,80000,2,,1000,2,1,,,0,0,0,1
680407,1,100,1,0,0,0,0,0,1994,42,1979,,,1,250000,2,,5000,1,2,4,,0,0,0,1
680407,1,100,1,0,0,0,0,0,2002,60,1980,,,4,200000,1,6000,0,1,1,,,0,0,0,1
680437,1,100,1,0,0,0,0,0,1964,80,1930,,,4,100000,1,3000,0,3,1,,,0,0,0,1
680437,1,100,1,0,0,0,0,0,1964,55,1930,,,4,55000,1,3500,0,3,1,,,0,0,0,1
680595,1,33,1,0,0,0,0,0,1985,45,1914,,,14,150000,2,,4000,3,1,,,0,0,0,0.33
680595,6,100,1,0,0,0,0,0,1985,15,1980,,,3,10000,2,,500,3,1,,,0,0,0,1
680601,6,100,1,1,0,0,0,0,2000,15,1995,,,3,20000,2,,1000,1,1,,,0,0,0,1
680607,1,100,1,0,0,0,0,0,2007,200,1800,,,8,60000,2,,3000,3,1,,,0,0,0,1
680607,8,24,1,0,0,0,0,0,,,,,3790,,,2,0,100,1,1,,,0,0,0,0.24
680612,1,50,1,0,0,0,0,0,1970,80,1970,,,1,300000,2,,5000,1,2,8,,0,0,0,0.5
680736,1,100,0,1,0,0,0,0,2005,70,1970,,,14,80000,2,,4800,1,1,,,0,0,0,1
680746,7,33,0,1,0,0,0,0,,,,1,,11,1000,2,,100,3,1,,,0,0,0,0.33
680938,6,100,1,1,0,0,0,0,2008,30,1982,,,3,25000,2,,1800,1,1,,,0,0,0,1
680971,6,100,1,1,0,0,0,0,2003,17,2000,,,8,45000,2,,2400,1,1,,,0,0,0,1
680997,1,100,1,1,0,0,0,0,2000,95,1999,,,8,150000,2,,3000,1,1,,,0,0,0,1
681033,1,50,1,1,0,0,0,0,2006,100,1900,,,1,100000,2,,1200,1,1,,,0,0,0,0.5
681097,1,100,1,0,0,0,0,0,1975,45,1900,,,14,10000,2,,360,4,1,,,0,0,0,1
681097,7,100,1,0,0,0,0,0,,,,,2500,9,10000,2,,1200,3,1,,,0,0,0,1
681158,7,25,1,0,0,0,0,0,,,,1,,3,,2,0,2000,5,1,,,0,0,0,0.25
681244,1,100,1,0,0,0,0,0,1998,60,1960,,,8,150000,2,,5000,3,2,20,,0,0,0,1
681329,7,100,1,1,0,0,0,0,,,,1,,2,150000,2,,3000,1,1,,,0,0,0,1
681366,1,100,1,0,0,0,0,0,2009,60,1950,,,3,100000,2,,6000,3,2,20,,0,0,0,1
681379,1,100,1,1,0,0,0,0,2009,70,1967,,,4,180000,1,6000,0,1,1,,,0,0,0,1
681430,1,100,1,0,0,0,0,0,2004,100,1965,,,3,150000,1,6000,0,3,1,,,0,0,0,1
681430,7,100,1,0,0,0,0,0,,,,2,,8,50000,2,,2400,3,1,,,0,0,0,1
681430,8,100,1,0,0,0,0,0,,,,3,,11,10000,2,,3000,3,1,,,0,0,0,1
681433,7,100,0,1,0,0,0,0,,,,,5000,4,40000,1,6000,0,3,1,,,0,0,0,1
681435,7,100,1,1,1,0,0,0,,,,,6000,10,30000,2,,400,3,1,,,0,0,0,1
681441,1,50,0,1,0,0,0,0,1997,50,1970,,,1,90000,2,,4800,5,1,,,0,0,0,0.5
681499,8,25,1,0,0,0,0,0,,,,,2200,8,330000,2,,1000,3,1,,,0,0,0,0.25
681528,1,30,1,0,0,0,0,0,1980,110,1978,,,1,700000,2,,15000,1,2,7,,0,0,0,0.3
681528,1,50,1,0,0,0,0,0,1988,90,1988,,,14,500000,2,,8000,3,1,,,0,0,0,0.5
681528,1,100,1,0,0,0,0,0,1950,120,1950,,,14,700000,2,,10000,1,1,,,0,0,0,1
681571,1,100,1,0,0,0,0,0,1989,60,1900,,,5,50000,1,6000,0,3,1,,,0,0,0,1
681658,1,100,1,0,0,0,0,0,1975,60,1975,,,1,40000,2,,1200,6,1,,,0,0,0,1
681668,1,100,1,0,0,0,0,0,1987,50,1945,,,3,20000,2,,1200,1,1,,,0,0,0,1
681673,7,100,1,0,0,0,0,0,,,,1,,9,40000,2,,2000,3,1,,,0,0,0,1
681713,1,100,1,1,0,0,0,0,1991,100,1991,,,14,200000,2,,7200,2,1,,,0,0,0,1
681748,1,20,1,0,0,0,0,0,2006,200,1932,,,8,200000,2,,96000,3,1,,,0,0,0,0.2
681781,7,100,1,1,0,0,0,0,,,,,1000,9,10000,2,,1200,1,1,,,0,0,0,1
681804,7,100,1,0,0,0,0,0,,,,4,,9,25000,2,,2400,3,1,,,0,0,0,1
681844,1,22,1,0,0,0,0,0,2004,70,1966,,,14,100000,2,,500,3,1,,,0,0,0,0.22
681844,7,22,1,0,0,0,0,0,,,,1,,9,30000,2,,100,3,1,,,0,0,0,0.22
681887,7,100,0,1,0,0,0,0,,,,5,,9,60000,2,,1000,1,1,,,0,0,0,1
681887,7,100,0,1,0,0,0,0,,,,7,,9,100000,2,,3000,1,1,,,0,0,0,1
681933,7,100,1,1,0,0,0,0,,,,,4500,9,10000,2,,200,1,1,,,0,0,0,1
682006,1,100,1,0,0,0,0,0,1966,100,1966,,,14,130000,2,,4800,2,1,,,0,0,0,1
682118,8,100,1,0,0,0,0,0,,,,,75,3,2000,2,,200,1,1,,,0,0,0,1
682165,1,100,1,1,0,0,0,0,2010,100,1800,,,1,150000,2,,5000,1,1,,,0,0,0,1
682170,1,100,1,0,0,0,0,0,1971,100,1958,,,14,200000,2,,4200,3,1,,,0,0,0,1
682170,1,100,0,1,0,0,0,0,1986,80,1972,,,1,120000,2,,1800,1,2,1,,0,0,0,1
682170,7,100,1,1,0,0,0,0,,,,38,,9,5000,2,,150,1,1,,,0,0,0,1
682269,1,100,1,1,0,0,0,0,1960,120,1960,,,8,180000,2,,6000,1,1,,,0,0,0,1
682272,3,100,1,0,0,0,0,0,1995,40,1995,,,2,20000,2,,800,6,1,,,0,0,0,1
682363,1,100,1,0,0,0,0,0,1995,70,1995,,,1,120000,2,,3600,6,1,,,0,0,0,1
682363,7,25,1,0,0,0,0,0,,,,1,,9,50000,2,,500,3,1,,,0,0,0,0.25
682491,1,100,1,1,0,0,0,0,1985,60,1983,,,1,50000,2,,3600,2,2,18,,0,0,0,1
682532,1,100,0,1,1,1,0,0,1998,,1973,,,4,90000,1,6000,0,1,1,,,0,0,0,1
682608,4,30,1,0,0,0,0,0,1962,90,1962,,,3,150000,1,3600,0,6,1,,,0,0,0,0.3
682704,7,100,1,0,0,0,0,0,,,,,2000,9,10000,2,,500,3,1,,,0,0,0,1
682737,1,33,0,1,0,0,0,0,2010,80,1955,,,3,80000,2,,4000,3,1,,,0,0,0,0.33
682782,7,100,1,0,0,0,0,0,,,,,500,9,10000,2,,300,1,1,,,0,0,0,1
682783,1,100,0,1,0,0,0,0,1995,110,1910,,,14,250000,2,,6000,3,1,,,0,0,0,1
682783,7,100,0,1,0,0,0,0,,,,,8000,9,50000,2,,3600,3,1,,,0,0,0,1
682791,1,100,1,1,0,0,0,0,1991,150,1990,,,4,200000,1,5500,0,1,1,,,0,0,0,1
682791,1,100,1,1,0,0,0,0,1985,100,1960,,,4,85000,1,3000,0,3,1,,,0,0,0,1
682791,6,100,1,1,0,0,0,0,1997,18,1990,,,3,25000,2,,1200,1,1,,,0,0,0,1
682812,1,100,0,1,0,0,0,0,1989,70,1800,,,1,90000,2,,2000,1,1,,,0,0,0,1
682812,2,100,1,1,0,0,0,0,1999,60,1920,,,2,210000,2,,12000,1,1,,,0,0,0,1
682829,1,100,1,0,0,0,0,0,1980,20,1600,,,1,50000,2,,1000,1,1,,,0,0,0,1
682829,1,100,1,0,0,0,0,0,1982,80,1940,,,8,200000,2,,3600,5,1,,,0,0,0,1
682884,1,100,1,1,0,0,0,0,2010,130,2009,,,,150000,2,,3600,2,1,,,0,0,0,1
682900,7,100,1,0,0,0,0,0,,,,2,,9,20000,2,,1500,1,1,,,0,0,0,1
682906,1,100,1,1,0,0,0,0,1988,120,1988,,,14,120000,2,,5000,6,1,,,0,0,0,1
682906,7,100,1,1,0,0,0,0,,,,2,,9,16000,2,,500,1,1,,,0,0,0,1
682906,8,100,1,1,0,0,0,0,,,,4,,11,15000,2,,500,1,1,,,0,0,0,1
682972,7,100,1,1,0,0,0,0,,,,,3500,10,12000,2,,300,1,1,,,0,0,0,1
682982,8,100,1,0,0,0,0,0,,,,,300,11,5000,2,,100,3,1,,,0,0,0,1
683034,1,100,1,0,0,0,0,0,2000,60,1995,,,1,150000,2,,5000,1,1,,,0,0,0,1
683251,7,100,0,1,0,0,0,0,,,,1,,9,15000,2,,600,3,1,,,0,0,0,1
683373,4,100,0,1,0,0,0,0,2002,35,1940,,,2,70000,2,,4200,1,1,,,0,0,0,1
683377,5,100,1,0,0,0,0,0,2000,70,2000,,,3,130000,2,,3000,1,1,,,0,0,0,1
683399,1,100,1,0,0,0,0,0,1985,25,1970,,,1,100000,2,,12000,1,1,,,0,0,0,1
683399,1,100,1,0,0,0,0,0,2009,40,1980,,,1,150000,1,6000,0,1,1,,,0,0,0,1
683418,7,100,1,0,0,0,0,0,,,,2,,11,6000,2,,300,3,1,,,0,0,0,1
683431,1,100,1,0,0,0,0,0,1965,60,1960,,,1,35000,1,1200,0,1,1,,,0,0,0,1
683438,1,33,1,0,0,0,0,0,2010,120,1919,,,3,600000,2,,12000,3,1,,,0,0,0,0.33
683446,1,100,1,1,0,0,0,0,1992,75,1970,,,1,60000,2,,5000,1,1,,,0,0,0,1
683472,3,10,1,0,0,0,0,0,2002,280,1998,,,5,80000,2,,800,1,1,,,0,0,0,0.1
683530,7,100,1,0,0,0,0,0,,,,,5000,9,30000,2,,1800,3,1,,,0,0,0,1
683611,3,100,1,0,0,0,0,0,2009,30,2005,,,2,50000,2,,5000,1,1,,,0,0,0,1
683645,1,25,1,0,0,0,0,0,1979,80,1956,,,8,80000,2,,4200,1,1,,,0,0,0,0.25
683661,1,100,1,1,0,0,0,0,1998,50,1970,,,1,110000,2,,4000,1,1,,,0,0,0,1
683661,1,100,1,1,0,0,0,0,2005,50,1980,,,3,100000,2,,3000,1,1,,,0,0,0,1
683661,6,100,1,1,0,0,0,0,1996,35,1985,,,3,35000,2,,1500,1,1,,,0,0,0,1
683689,7,100,1,0,0,0,0,0,,,,3,,9,40000,2,,5000,3,1,,,0,0,0,1
683689,7,100,1,1,0,0,0,0,,,,1,,10,20000,2,,3000,4,1,,,0,0,0,1
683694,7,100,1,0,0,0,0,0,,,,1,,9,20000,2,,1000,3,1,,,0,0,0,1
683696,1,100,1,0,0,0,0,0,2003,70,1920,,,8,40000,2,,1200,3,1,,,0,0,0,1
683696,1,100,0,1,0,0,0,0,1993,150,1920,,,4,120000,1,3000,0,3,1,,,0,0,0,1
683696,7,50,1,0,0,0,0,0,,,,,6500,11,35000,2,,500,3,1,,,0,0,0,0.5
683707,1,100,1,1,0,0,0,0,1980,15,1977,,,,5000,2,,200,1,1,,,0,0,0,1
683707,1,100,1,1,0,0,0,0,1980,75,1977,,,,80000,2,,1800,1,1,,,0,0,0,1
683707,7,50,0,1,0,0,0,0,,,,,2500,9,5000,2,,150,3,1,,,0,0,0,0.5
683707,7,100,1,0,0,0,0,0,,,,,2000,9,5000,2,,100,3,1,,,0,0,0,1
683767,1,100,0,1,0,0,0,0,1978,75,1940,,,1,150000,2,,10800,3,2,4,,0,0,0,1
683785,7,100,1,0,0,0,0,0,,,,2,,9,20000,1,,0,5,1,,,0,0,0,1
683896,7,100,1,1,0,0,0,0,,,,,6000,9,40000,2,,6000,3,1,,,0,0,0,1
683897,1,100,1,0,0,0,0,0,2009,50,1972,,,4,200000,1,5000,0,3,1,,,0,0,0,1
683897,1,100,1,0,0,0,0,0,2009,70,1970,,,6,350000,1,4000,0,3,1,,,0,0,0,1
683897,1,100,1,0,0,0,0,0,2009,80,1970,,,4,500000,1,6000,0,3,1,,,0,0,0,1
683910,1,100,0,1,0,0,0,0,1962,65,1925,,,3,150000,2,,6000,3,2,11,,0,0,0,1
683991,4,100,1,0,0,0,0,0,1995,80,1979,,,2,30000,2,,8400,6,1,,,0,0,0,1
684035,1,100,1,0,0,0,0,0,1980,30,1980,,,1,50000,2,,2500,2,1,,,0,0,0,1
684130,1,100,1,0,0,0,0,0,1985,100,1950,,,14,350000,2,,7200,5,1,,,0,0,0,1
684192,1,100,1,0,0,0,0,0,1997,50,1977,,,13,140000,2,,8400,1,1,,,0,0,0,1
684213,1,100,0,1,0,0,0,0,1997,40,1400,,,4,130000,1,6000,0,98,1,,,0,0,0,1
684228,1,100,1,0,0,0,0,0,1995,150,1890,,,1,340000,2,,4000,4,1,,,0,0,0,1
684228,7,100,1,0,0,0,0,0,,,,,3000,1,10000,2,,1200,4,1,,,0,0,0,1
684229,1,100,1,0,0,0,0,0,2005,35,2005,,,4,150000,1,4800,0,1,1,,,0,0,0,1
684293,1,100,0,1,0,0,0,0,2009,150,1960,,,1,100000,2,,3600,3,1,,,0,0,0,1
684326,1,100,1,1,0,0,0,0,2003,60,2003,,,1,130000,2,,4000,2,2,4,,0,0,0,1
684330,1,100,1,0,0,0,0,0,1996,60,1962,,,14,300000,2,,10000,1,1,,,0,0,0,1
684351,1,100,1,0,0,0,0,0,2008,145,2007,,,1,700000,2,,18000,2,2,,241,0,0,0,1
684351,1,100,1,0,0,0,0,0,2008,400,1901,,,4,650000,1,30000,0,1,2,,241,0,0,0,1
684454,1,100,1,1,0,0,0,0,1986,60,1985,,,6,60000,1,3000,0,6,1,,,0,0,0,1
684454,8,100,0,1,0,0,0,0,,,,,768,8,95000,2,,1500,3,1,,,0,0,0,1
684496,4,100,0,1,0,0,0,0,1971,150,1932,,,2,400000,2,,6000,3,1,,,0,0,0,1
684507,8,100,1,0,0,0,0,0,,,,1,,8,80000,2,,6000,3,1,,,0,0,0,1
684525,1,100,1,0,0,0,0,0,2000,140,1945,,,,150000,2,,6000,3,1,,,0,0,0,1
684592,1,100,1,1,0,0,0,0,1990,85,1964,,,3,100000,2,,3500,3,1,,,0,0,0,1
684592,3,100,1,1,0,0,0,0,1990,200,1964,,,3,150000,2,,15000,3,1,,,0,0,0,1
684594,2,100,1,0,0,0,0,0,1990,32,1380,,,7,100000,1,6600,0,1,1,,,0,0,0,1
684594,4,100,1,0,0,0,0,0,1990,130,1958,,,5,260000,1,14000,0,1,1,,,0,0,0,1
684609,1,100,1,0,0,0,0,0,1985,70,1970,,,1,210000,1,2500,0,1,1,,,0,0,0,1
684642,1,100,0,1,0,0,0,0,2009,50,1955,,,4,180000,1,8400,0,3,1,,,0,0,0,1
684649,1,100,1,0,0,0,0,0,1979,140,1977,,,1,200000,2,,6000,1,1,,,0,0,0,1
684649,1,100,1,0,0,0,0,0,1971,90,1960,,,4,200000,1,5520,0,3,1,,,0,0,0,1
684649,7,100,1,0,0,0,0,0,,,,10,,14,300000,2,,10000,3,1,,,0,0,0,1
684649,7,100,1,0,0,0,0,0,,,,,200,14,100000,2,,6000,3,1,,,0,0,0,1
684665,4,50,1,0,0,0,0,0,1982,40,1900,,,2,40000,2,,5000,1,1,,,0,0,0,0.5
684665,7,100,1,0,0,0,0,0,,,,2,,11,5000,2,,1000,3,1,,,0,0,0,1
684671,7,100,1,0,0,0,0,0,,,,1,,9,20000,2,,500,5,1,,,0,0,0,1
684684,2,100,1,0,0,0,0,0,1980,50,1960,,,5,100000,1,,0,3,1,,,0,0,0,1
684684,2,100,1,0,0,0,0,0,1980,50,1960,,,5,100000,1,12000,0,3,1,,,0,0,0,1
684684,2,100,1,0,0,0,0,0,1980,50,1970,,,5,80000,1,6000,0,3,1,,,0,0,0,1
684684,2,100,1,0,0,0,0,0,1980,50,1970,,,5,150000,1,6000,0,3,1,,,0,0,0,1
684684,2,100,1,0,0,0,0,0,1980,100,1970,,,5,150000,1,6000,0,3,1,,,0,0,0,1
684727,1,100,0,1,0,0,0,0,1975,80,1975,,,1,120000,2,,2400,1,2,8,,0,0,0,1
684784,1,100,1,1,0,0,0,0,1995,75,1974,,,8,120000,2,,6000,1,1,,,0,0,0,1
684784,7,100,1,0,0,0,0,0,,,,,3500,9,15000,2,,1200,3,1,,,0,0,0,1
684797,1,100,1,1,0,0,0,0,1985,70,1973,,,1,100000,2,,3600,1,2,13,,0,0,0,1
685068,1,100,1,1,0,0,0,0,2005,80,1960,,,4,90000,1,4200,0,1,1,,,0,0,0,1
685068,7,100,1,1,0,0,0,0,,,,,1000,11,10000,2,,600,3,1,,,0,0,0,1
685103,1,100,1,0,0,0,0,0,2009,110,1000,,,4,950000,1,15600,0,3,1,,,0,0,0,1
685103,1,100,1,0,0,0,0,0,2000,80,1950,,,4,380000,1,9600,0,1,1,,,0,0,0,1
685124,3,100,0,1,0,0,0,0,1987,61,1954,,,2,120000,2,,5500,98,1,,,0,0,0,1
685124,8,100,1,1,0,0,0,0,,,,,2400,11,120000,2,,300,2,1,,,0,0,0,1
685124,7,50,1,0,0,0,0,0,,,,,4500,11,45000,2,,300,3,1,,,0,0,0,0.5
685164,1,13,0,1,0,0,0,0,2003,90,1950,,,13,100000,2,,300,3,1,,,0,0,0,0.13
685258,1,100,0,1,1,0,0,0,1989,70,1900,,,1,80000,2,,3000,1,1,,,0,0,0,1
685296,3,30,0,1,0,0,0,0,2005,300,1980,,,2,1000000,2,,35000,1,1,,,0,0,0,0.3
685423,1,100,1,1,0,0,0,0,1977,55,1974,,,1,90000,2,,5000,2,1,,,0,0,0,1
685466,1,100,1,0,0,0,0,0,1982,75,1970,,,6,300000,1,36000,0,3,1,,,0,0,0,1
685466,1,100,1,0,0,0,0,0,2007,60,2007,,,4,180000,1,4000,0,1,1,,,0,0,0,1
685466,1,100,1,1,0,0,0,0,1972,45,1972,,,6,150000,1,12000,0,1,1,,,0,0,0,1
