NQUEST,TIPOIMM,QUOPRO,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,ANPOSS,SUPAB,ANCOSTR,SUPTE,SUPTM,USOIMM,VALABIT,AFFITTO,AFFEFF,AFFIMP,POSS,IMMDOVE,IMMREG,IMMEST,PRO7,PRO8,PRO9,quo
807128,7,100,0,1,0,0,0,0,,,,,8000,10,40000,2,,4200,2,1,,,0,0,0,1
807128,7,100,1,0,0,0,0,0,,,,1,,10,80000,2,,7200,3,1,,,0,0,0,1
807128,7,100,1,0,0,0,0,0,,,,3,,10,150000,2,,18000,3,1,,,0,0,0,1
807128,7,100,1,1,0,0,0,0,,,,3,,10,300000,2,,4000,1,1,,,0,0,0,1
807142,1,100,1,0,0,1,1,0,1990,80,1990,,,1,80000,2,,4800,6,1,,,0,0,0,1
807303,1,100,0,1,0,0,0,0,1999,32,1975,,,6,80000,1,4000,0,1,1,,,0,0,0,1
807303,1,100,1,1,0,0,0,0,2007,35,2007,,,8,120000,2,,6000,2,1,,,0,0,0,1
807303,6,100,1,0,0,0,0,0,2004,12,1975,,,3,50000,2,,2500,1,1,,,0,0,0,1
807303,6,100,1,1,0,0,0,0,2007,15,2007,,,3,60000,2,,3000,2,1,,,0,0,0,1
807332,7,100,1,0,0,0,0,0,,,,1,,9,30000,2,,1000,3,1,,,0,0,0,1
807441,1,100,0,0,1,0,0,0,2006,60,1950,,,8,125000,1,6000,0,1,1,,,0,0,0,1
807441,1,100,1,1,0,0,0,0,1991,100,1960,,,4,140000,1,6000,0,1,1,,,0,0,0,1
807441,6,100,1,1,0,0,0,0,2004,20,1940,,,8,40000,2,,1200,1,1,,,0,0,0,1
807449,1,100,1,0,0,0,0,0,1993,95,1940,,,1,200000,2,,8400,3,2,4,,0,0,0,1
807692,1,100,1,0,0,0,0,0,2009,50,1900,,,4,150000,1,5000,0,3,1,,,0,0,0,1
807986,1,100,1,1,0,0,0,0,1995,80,1970,,,8,130000,2,,4800,1,1,,,0,0,0,1
808169,7,100,1,1,0,0,0,0,,,,,1000,9,5000,2,,500,3,1,,,0,0,0,1
808184,7,100,1,0,0,0,0,0,,,,,1000,9,5000,2,,250,3,1,,,0,0,0,1
808309,1,100,1,1,0,0,0,0,1985,120,1985,,,14,130000,2,,3000,6,1,,,0,0,0,1
808309,7,100,1,1,0,0,0,0,,,,,400,11,30000,2,,600,1,1,,,0,0,0,1
808314,7,100,1,0,0,0,0,0,,,,,8000,2,80000,2,,7200,5,1,,,0,0,0,1
808318,7,100,1,0,0,0,0,0,,,,,7300,9,30000,2,,500,5,1,,,0,0,0,1
808379,1,50,1,0,0,0,0,0,1974,100,1974,,,14,150000,2,,6000,6,1,,,0,0,0,0.5
808488,1,100,1,0,0,0,0,0,1985,60,1800,,,3,270000,2,,10000,1,1,,,0,0,0,1
808595,1,100,1,0,0,0,0,0,1989,70,1900,,,4,300000,1,10000,0,1,1,,,0,0,0,1
808884,1,100,1,0,0,0,0,0,1970,70,1970,,,4,250000,1,4200,0,3,2,8,,0,0,0,1
809042,3,50,1,1,0,0,0,0,2000,100,2000,,,2,60000,2,,500,1,1,,,0,0,0,0.5
809204,6,100,0,0,1,0,0,0,2009,48,1980,,,2,20000,2,,2400,1,1,,,0,0,0,1
809204,7,100,0,1,0,0,0,0,,,,,5000,9,15000,2,,750,3,1,,,0,0,0,1
809319,4,100,1,0,0,0,0,0,1989,27,1989,,,2,45000,2,,3000,6,1,,,0,0,0,1
809351,7,100,1,0,0,0,0,0,,,,4,,9,30000,2,,1000,3,1,,,0,0,0,1
809488,1,100,1,1,0,0,0,0,1989,100,1989,,,1,60000,2,,1000,6,2,,311,0,0,0,1
809617,1,100,1,0,0,0,0,0,1974,100,1973,,,14,200000,2,,6000,6,1,,,0,0,0,1
809644,1,100,0,0,1,0,0,0,2004,90,2003,,,8,150000,2,,4200,2,1,,,0,0,0,1
809644,1,100,0,0,0,1,0,0,2006,120,1968,,,8,120000,2,,3600,3,1,,,0,0,0,1
809644,7,100,1,1,0,0,0,0,,,,10,,9,300000,2,,12000,4,1,,,0,0,0,1
809644,8,100,1,1,0,0,0,0,,,,,3000,9,60000,2,,3600,1,1,,,0,0,0,1
809825,7,100,1,0,0,0,0,0,,,,30,,11,50000,2,,6000,3,1,,,0,0,0,1
810099,7,100,0,1,0,0,0,0,,,,3,,11,5000,2,,100,3,1,,,0,0,0,1
810104,7,100,1,0,0,0,0,0,,,,1,,11,1000,2,,50,3,1,,,0,0,0,1
810104,8,100,1,0,0,0,0,0,,,,1,,11,1000,2,,50,3,1,,,0,0,0,1
810122,7,100,1,1,0,0,0,0,,,,,1000,9,2000,2,,50,1,1,,,0,0,0,1
810150,1,100,1,1,0,0,0,0,1964,540,1964,,,4,200000,1,3600,0,6,1,,,0,0,0,1
810150,4,100,1,1,0,0,0,0,1982,50,1900,,,2,10000,2,,200,1,1,,,0,0,0,1
810150,7,100,1,1,0,0,0,0,,,,50,,11,50000,2,,3600,1,1,,,0,0,0,1
810167,7,100,0,1,0,0,0,0,,,,1,,3,2000,2,,100,3,1,,,0,0,0,1
810180,7,100,0,1,0,0,0,0,,,,3,,9,30000,2,,600,3,1,,,0,0,0,1
810180,8,100,0,1,0,0,0,0,,,,,2000,3,2000,2,,50,3,1,,,0,0,0,1
810183,1,100,1,0,0,0,0,0,2000,150,1960,,,3,30000,2,,1200,3,1,,,0,0,0,1
810183,7,100,1,0,0,0,0,0,,,,3,,9,3000,2,,50,3,1,,,0,0,0,1
810186,4,100,0,1,0,0,0,0,1995,,1995,,,2,120000,2,,3600,1,1,,,0,0,0,1
810186,7,100,1,0,0,0,0,0,,,,4,,3,7000,2,,100,3,1,,,0,0,0,1
810508,1,100,1,0,0,0,0,0,2006,60,1904,,,1,50000,2,,5000,3,1,,,0,0,0,1
810508,7,100,1,0,0,0,0,0,,,,,400,1,7000,2,,400,3,1,,,0,0,0,1
810980,1,100,1,1,0,0,0,0,2007,30,2005,,,1,150000,2,,4000,2,1,,,0,0,0,1
810980,7,100,1,0,0,0,0,0,,,,,7000,9,50000,2,,1200,3,1,,,0,0,0,1
811239,7,100,1,0,0,0,0,0,,,,7,,9,65000,2,,3000,3,1,,,0,0,0,1
811259,7,100,0,1,0,0,0,0,,,,2,,9,4000,2,,2000,3,1,,,0,0,0,1
811277,2,100,0,1,0,0,0,0,1990,200,1990,,,8,40000,2,,7000,6,1,,,0,0,0,1
811449,1,50,1,0,0,0,0,0,2010,40,2010,,,4,200000,1,3000,0,2,1,,,0,0,0,0.5
811573,1,100,1,1,0,0,0,0,1989,50,1970,,,1,150000,2,,5000,2,2,18,,0,0,0,1
811583,1,100,1,0,0,0,0,0,1980,140,1980,,,14,400000,2,,9600,1,1,,,0,0,0,1
811659,1,12,1,0,0,0,0,0,1983,150,1900,,,14,75000,2,,1000,3,1,,,0,0,0,0.12
811659,1,12,1,0,0,0,0,0,1983,550,1900,,,14,300000,2,,1000,3,1,,,0,0,0,0.12
811659,1,50,1,0,0,0,0,0,2000,90,1994,,,14,150000,2,,5000,1,1,,,0,0,0,0.5
811659,7,12,1,0,0,0,0,0,,,,20,,12,300000,1,600,0,3,1,,,0,0,0,0.12
811784,3,33,1,0,0,0,0,0,1970,100,1970,,,2,10000,2,,100,6,1,,,0,0,0,0.33
811784,7,33,1,0,0,0,0,0,,,,21,,10,500000,2,,10000,3,1,,,0,0,0,0.33
811793,7,100,1,0,0,0,0,0,,,,,6000,11,30000,2,,3600,4,1,,,0,0,0,1
811807,7,50,1,0,0,0,0,0,,,,,5000,11,70000,2,,3600,3,1,,,0,0,0,0.5
811809,7,100,1,0,0,0,0,0,,,,2,,9,150000,2,,3600,3,1,,,0,0,0,1
811858,2,100,0,1,0,0,0,0,2000,180,2000,,,2,200000,2,,9600,1,1,,,0,0,0,1
811903,1,100,0,0,1,0,0,0,2010,109,1995,,,3,450000,2,,8400,1,1,,,0,0,0,1
811927,7,100,1,0,0,0,0,0,,,,,5000,9,5000,2,,1000,1,1,,,0,0,0,1
812015,1,100,1,0,0,0,0,0,2000,210,2000,,,3,350000,2,,7200,6,1,,,0,0,0,1
812015,6,100,1,0,0,0,0,0,1995,40,1960,,,3,50000,2,,1200,1,1,,,0,0,0,1
812043,4,100,1,1,0,0,0,0,1980,25,1800,,,3,,2,0,1500,1,2,12,,0,0,0,1
812147,1,33,0,1,0,0,0,0,2004,100,1970,,,14,220000,2,,6000,3,1,,,0,0,0,0.33
812147,1,16,0,1,0,0,0,0,2004,100,1970,,,14,250000,2,,600,3,1,,,0,0,0,0.16
812628,1,100,1,1,0,0,0,0,2003,40,1980,,,1,20000,2,,1200,1,1,,,0,0,0,1
812919,1,100,1,0,0,0,0,0,1981,50,1800,,,6,150000,1,6000,0,3,1,,,0,0,0,1
813026,6,100,0,1,0,0,0,0,2009,32,2008,,,3,40000,2,,2000,2,1,,,0,0,0,1
813135,7,45,1,0,0,1,0,0,,,,2,,4,150000,1,7800,0,3,1,,,0,0,0,0.45
813196,1,33,0,1,0,0,0,0,2003,200,1900,,,8,100000,2,,300,3,1,,,0,0,0,0.33
813196,7,33,0,1,0,0,0,0,,,,1,,11,20000,2,,100,3,1,,,0,0,0,0.33
813283,1,100,1,1,0,0,0,0,1985,70,1950,,,4,150000,1,5400,0,1,1,,,0,0,0,1
813355,1,100,1,0,0,0,0,0,1990,48,1985,,,4,150000,1,5400,0,5,1,,,0,0,0,1
813355,3,15,0,1,0,0,0,0,2002,800,1980,,,2,600000,2,,24000,6,1,,,0,0,0,0.15
813379,1,25,1,0,0,0,0,0,1975,130,1975,,,14,250000,2,,2500,3,1,,,0,0,0,0.25
813393,7,100,0,1,0,0,0,0,,,,2,,9,30000,2,,1000,3,1,,,0,0,0,1
813393,8,100,0,1,0,0,0,0,,,,4,,11,15000,2,,500,3,1,,,0,0,0,1
813686,1,50,0,1,0,0,0,0,1997,90,1975,,,4,180000,1,3100,0,3,1,,,0,0,0,0.5
813686,2,100,1,0,0,0,0,0,1991,55,1936,,,5,80000,1,4200,0,2,1,,,0,0,0,1
813686,7,100,1,1,0,0,0,0,,,,,3000,11,12000,2,,500,1,1,,,0,0,0,1
813893,1,50,1,0,0,0,0,0,1990,100,1900,,,4,200000,1,6000,0,3,1,,,0,0,0,0.5
814053,1,100,0,1,0,0,0,0,1982,100,1960,,,8,400000,2,,15000,3,1,,,0,0,0,1
814098,1,100,1,0,0,0,0,0,2008,62,1968,,,5,650000,1,20000,0,1,1,,,0,0,0,1
814098,6,100,1,0,0,0,0,0,2008,11,1968,,,5,50000,1,2000,0,1,1,,,0,0,0,1
814103,1,100,0,1,0,0,0,0,2002,95,1965,,,1,750000,2,,10000,1,2,7,,0,0,0,1
814103,1,100,1,0,0,0,0,0,2005,80,1952,,,4,300000,1,4000,0,3,1,,,0,0,0,1
814103,1,100,1,0,0,0,0,0,2005,70,1950,,,4,280000,1,5000,0,3,1,,,0,0,0,1
814103,6,100,1,0,0,0,0,0,2008,18,1950,,,14,70000,2,,3000,1,1,,,0,0,0,1
814103,8,15,1,0,0,0,0,0,,,,1,,5,600000,1,3900,0,3,2,7,,0,0,0,0.15
814186,7,100,1,1,0,0,0,0,,,,2,,10,30000,2,,1000,1,2,16,,0,0,0,1
814198,1,100,1,0,0,0,0,0,2005,70,1980,,,1,300000,2,,12000,1,2,9,,0,0,0,1
814213,7,100,1,0,0,0,0,0,,,,2,,6,16000,1,,0,5,1,,,0,0,0,1
814245,1,100,1,1,0,0,0,0,2006,180,1900,,,1,1000000,2,,40000,3,2,9,,0,0,0,1
814245,1,100,1,1,0,0,0,0,1985,120,1930,,,1,400000,2,,5000,1,1,,,0,0,0,1
814245,7,100,1,0,0,0,0,0,,,,4,,14,20000,2,,1000,3,2,9,,0,0,0,1
814246,6,100,1,0,0,0,0,0,1975,13,1966,,,3,30000,2,,1500,2,1,,,0,0,0,1
814262,1,20,0,1,0,0,0,0,2000,700,1800,,,1,400000,2,,5000,3,1,,,0,0,0,0.2
814262,1,50,1,0,0,0,0,0,1964,450,1964,,,1,2500000,2,,15000,6,2,9,,0,0,0,0.5
814262,7,20,0,1,0,0,0,0,,,,5,,10,200000,2,,20000,3,1,,,0,0,0,0.2
814264,1,50,0,1,0,0,0,0,2009,200,1983,,,8,200000,2,,7200,3,2,5,,0,0,0,0.5
814264,7,20,0,1,0,0,0,0,,,,4,,9,10000,2,,2000,3,2,5,,0,0,0,0.2
814264,7,20,0,1,0,0,0,0,,,,15,,5,50000,1,400,0,3,2,5,,0,0,0,0.2
814264,7,20,0,1,0,0,0,0,,,,4,,11,10000,2,,2000,3,2,5,,0,0,0,0.2
814390,1,16,0,1,0,0,0,0,1999,200,1910,,,1,250000,2,,1000,3,2,4,,0,0,0,0.16
814466,1,100,1,0,0,0,0,0,1998,45,1977,,,4,200000,1,4800,0,3,2,1,,0,0,0,1
814466,6,100,1,0,0,0,0,0,1995,16,1995,,,3,40000,2,,1500,1,1,,,0,0,0,1
814532,1,100,1,1,0,0,0,0,1993,80,1970,,,4,400000,1,14400,0,1,1,,,0,0,0,1
814532,7,33,0,1,0,0,0,0,,,,1,,14,30000,2,,1000,3,2,18,,0,0,0,0.33
814546,1,100,1,0,0,0,0,0,1980,25,1600,,,1,80000,2,,5000,1,2,7,,0,0,0,1
814546,6,100,1,0,0,0,0,0,1980,15,1960,,,3,70000,2,,1800,1,1,,,0,0,0,1
814586,6,100,1,0,0,0,0,0,1978,15,1930,,,3,45000,2,,2400,1,1,,,0,0,0,1
814586,6,100,1,0,0,0,0,0,1978,25,1930,,,3,100000,2,,4800,1,1,,,0,0,0,1
814649,1,50,0,1,0,0,0,0,2006,50,1995,,,8,130000,2,,6000,1,2,5,,0,0,0,0.5
814649,1,100,1,0,0,0,0,0,1984,70,1983,,,4,100000,1,5000,0,2,1,,,0,0,0,1
814849,1,100,1,0,1,0,0,0,1979,50,1900,,,8,200000,2,,3600,1,1,,,0,0,0,1
814849,7,100,0,0,1,0,0,0,,,,,160,9,20000,2,,2400,1,1,,,0,0,0,1
814849,7,100,0,0,1,0,0,0,,,,,400,9,10000,2,,1200,3,1,,,0,0,0,1
814868,1,100,0,1,0,0,0,0,2006,80,1960,,,1,150000,2,,3600,1,1,,,0,0,0,1
814868,1,100,1,0,0,0,0,0,2010,60,1940,,,13,60000,2,,3600,1,1,,,0,0,0,1
814868,7,100,1,0,0,0,0,0,,,,,2500,11,20000,2,,1200,3,1,,,0,0,0,1
815135,7,100,1,1,0,0,0,0,,,,,5000,1,250000,2,,2400,1,1,,,0,0,0,1
815136,1,100,0,1,0,0,0,0,2005,65,1950,,,4,120000,1,4200,0,1,1,,,0,0,0,1
815195,3,100,1,0,0,0,0,0,2000,180,2000,,,2,150000,2,,2400,6,1,,,0,0,0,1
815195,7,100,1,0,0,0,0,0,,,,20,,2,500000,2,,24000,4,1,,,0,0,0,1
815195,7,100,1,0,0,0,0,0,,,,20,,2,,2,0,100,4,1,,,0,0,0,1
815195,7,100,1,0,0,0,0,0,,,,20,,2,100,2,,100,4,1,,,0,0,0,1
815195,7,100,1,0,0,0,0,0,,,,20,,2,100,2,,100,4,2,16,,0,0,0,1
815195,7,100,1,0,0,0,0,0,,,,20,,2,100,2,,100,4,1,,,0,0,0,1
815374,4,100,0,1,0,0,0,0,2008,55,1980,,,2,175000,2,,6600,5,1,,,0,0,0,1
815398,7,100,1,1,0,0,0,0,,,,,70,9,40000,2,,4800,1,1,,,0,0,0,1
815403,8,100,1,1,0,0,0,0,,,,,200,11,50000,2,,4800,3,1,,,0,0,0,1
815416,3,100,1,0,0,0,0,0,1987,150,1987,,,2,150000,2,,1700,3,1,,,0,0,0,1
815422,7,100,0,1,0,0,0,0,,,,,300,9,65000,2,,7200,3,1,,,0,0,0,1
815465,1,100,1,1,0,0,0,0,1981,100,1981,,,4,80000,1,3000,0,6,1,,,0,0,0,1
815465,1,100,1,1,0,0,0,0,1980,100,1980,,,4,80000,1,3000,0,6,1,,,0,0,0,1
815753,1,50,0,1,0,0,0,0,2000,45,1970,,,1,190000,2,,10800,3,1,,,0,0,0,0.5
816097,1,100,1,1,0,0,0,0,1970,60,1970,,,4,350000,1,7200,0,6,1,,,0,0,0,1
816097,1,100,1,1,0,0,0,0,1970,60,1950,,,4,300000,1,7200,0,1,1,,,0,0,0,1
816097,1,100,1,1,0,0,0,0,1972,80,1970,,,1,200000,2,,3600,1,1,,,0,0,0,1
816097,1,100,1,1,0,0,0,0,1976,50,1940,,,1,150000,2,,3000,1,2,13,,0,0,0,1
816213,1,100,1,1,0,0,0,0,1967,95,1967,,,4,180000,1,7200,0,2,1,,,0,0,0,1
816213,1,100,1,1,0,0,0,0,1980,34,1979,,,8,30000,2,,2400,3,1,,,0,0,0,1
816213,1,100,1,1,0,0,0,0,1996,80,1960,,,4,300000,1,7800,0,1,1,,,0,0,0,1
816213,1,100,1,1,0,0,0,0,2009,75,1950,,,8,300000,2,,12000,4,1,,,0,0,0,1
816213,4,100,1,1,1,0,0,0,1980,25,1950,,,3,15000,2,,4800,1,1,,,0,0,0,1
816213,7,100,1,0,0,0,0,0,,,,1,,11,,2,0,25,3,1,,,0,0,0,1
816816,7,18,1,0,0,0,0,0,,,,2,,10,200000,2,,1000,3,1,,,0,0,0,0.18
816827,1,33,1,0,0,0,0,0,1996,300,1975,,,2,500000,2,,24000,3,1,,,0,0,0,0.33
816827,1,100,1,0,0,0,0,0,1978,70,1965,,,4,130000,1,5400,0,1,1,,,0,0,0,1
816839,7,100,1,0,0,0,0,0,,,,4,,10,250000,2,,12000,4,1,,,0,0,0,1
816844,1,25,0,1,0,0,0,0,2010,130,1960,,,13,250000,2,,10000,3,1,,,0,0,0,0.25
816844,6,25,0,1,0,0,0,0,2010,20,1960,,,14,30000,2,,1000,3,1,,,0,0,0,0.25
816862,7,100,1,0,0,0,0,0,,,,1,,9,50000,2,,2400,3,1,,,0,0,0,1
817067,6,100,1,1,0,0,0,0,2010,10,1965,,,14,15000,2,,600,3,1,,,0,0,0,1
817169,3,100,0,1,0,0,0,0,1990,200,1970,,,3,40000,2,,800,1,1,,,0,0,0,1
817180,1,100,0,1,0,0,0,0,1980,90,1980,,,4,120000,1,4000,0,3,1,,,0,0,0,1
817180,1,100,0,1,0,0,0,0,1983,60,1980,,,4,80000,1,3000,0,3,1,,,0,0,0,1
817180,7,80,1,0,0,0,0,0,,,,80,,9,40000,2,,1000,3,1,,,0,0,0,0.8
817204,8,100,1,0,0,0,0,0,,,,20,,11,40000,2,,500,3,1,,,0,0,0,1
817400,7,50,0,1,0,0,0,0,,,,2,,9,16000,2,,1000,3,1,,,0,0,0,0.5
817405,2,100,0,1,0,0,0,0,2000,60,1900,,,2,160000,2,,3000,3,1,,,0,0,0,1
817749,1,100,1,1,0,0,0,0,1980,70,1978,,,1,120000,2,,2500,6,1,,,0,0,0,1
817749,6,100,1,0,0,0,0,0,1978,16,1970,,,3,40000,2,,1500,2,1,,,0,0,0,1
817905,6,100,1,1,0,0,0,0,2007,9,1984,,,3,15000,2,,600,1,1,,,0,0,0,1
817940,1,100,1,0,0,0,0,0,1980,100,1948,,,1,130000,2,,4200,3,1,,,0,0,0,1
818040,1,100,1,0,0,0,0,0,2002,80,2002,,,1,100000,2,,3600,3,1,,,0,0,0,1
818345,1,100,1,0,0,0,0,0,2001,200,1954,,,8,400000,2,,6000,3,1,,,0,0,0,1
818425,1,75,1,0,0,0,0,0,2007,96,1983,,,13,200000,2,,4800,3,1,,,0,0,0,0.75
818426,4,100,1,0,0,0,0,0,1977,110,1977,,,5,150000,1,6000,0,6,1,,,0,0,0,1
818560,1,100,1,0,0,0,0,0,1995,80,1995,,,3,150000,2,,5000,1,1,,,0,0,0,1
818560,1,100,1,1,0,0,0,0,2009,80,2008,,,3,250000,2,,6000,1,1,,,0,0,0,1
818704,1,100,0,1,0,0,0,0,1998,100,1900,,,1,20000,2,,1000,3,2,20,,0,0,0,1
818768,1,50,1,1,0,0,0,0,1975,60,1961,,,14,100000,2,,2400,5,1,,,0,0,0,0.5
819010,3,50,1,0,0,0,0,0,2001,1000,2000,,,2,180000,2,,25000,1,2,3,,0,0,0,0.5
819125,1,50,1,0,0,0,0,0,1983,80,1900,,,2,250000,2,,15000,1,1,,,0,0,0,0.5
819125,1,50,1,0,0,0,0,0,1989,60,1985,,,8,70000,2,,10000,1,1,,,0,0,0,0.5
819125,7,50,1,0,0,0,0,0,,,,,2000,11,1000,2,,100,1,1,,,0,0,0,0.5
819153,1,100,1,0,0,0,0,0,1987,20,1950,,,8,10000,2,,1200,3,1,,,0,0,0,1
819153,1,100,1,0,0,0,0,0,1991,25,1950,,,8,14000,2,,1200,3,1,,,0,0,0,1
819153,1,100,1,0,0,0,0,0,1991,70,1950,,,8,40000,2,,2000,3,1,,,0,0,0,1
819153,6,100,1,0,0,0,0,0,1978,100,1978,,,3,30000,2,,1200,6,1,,,0,0,0,1
819153,7,100,1,0,0,0,0,0,,,,,9000,9,10000,2,,300,3,1,,,0,0,0,1
819153,7,100,1,1,0,0,0,0,,,,1,,9,20000,2,,500,1,1,,,0,0,0,1
819163,1,100,0,1,0,0,0,0,1990,60,1976,,,1,100000,2,,7000,3,1,,,0,0,0,1
819163,1,100,1,0,0,0,0,0,1983,65,1983,,,3,100000,2,,3600,6,1,,,0,0,0,1
819163,7,100,0,1,0,0,0,0,,,,,5000,11,3000,2,,100,3,1,,,0,0,0,1
819163,7,100,0,1,0,0,0,0,,,,2,,9,100000,2,,3000,3,1,,,0,0,0,1
819163,7,100,1,0,0,0,0,0,,,,,5000,9,30000,2,,2000,3,1,,,0,0,0,1
819190,7,100,1,0,0,0,0,0,,,,2,,11,10000,2,,1200,3,1,,,0,0,0,1
819197,1,50,1,0,0,0,0,0,2004,100,1930,,,8,200000,2,,7200,3,1,,,0,0,0,0.5
819197,3,50,1,0,0,0,0,0,1985,1000,1985,,,2,2000000,2,,60000,1,1,,,0,0,0,0.5
819197,7,50,1,0,0,0,0,0,,,,3,,9,50000,2,,500,3,1,,,0,0,0,0.5
819330,1,100,1,1,0,0,0,0,2000,65,2000,,,1,300000,2,,12000,2,1,,,0,0,0,1
819349,1,100,1,1,0,0,0,0,1973,90,1973,,,1,500000,2,,36000,1,1,,,0,0,0,1
819349,1,100,1,1,0,0,0,0,1978,90,1954,,,1,,2,0,3000,1,1,,,0,0,0,1
819350,7,100,1,0,0,0,0,0,,,,,2000,9,25000,2,,2400,2,1,,,0,0,0,1
819350,7,100,1,0,0,0,0,0,,,,,1300,9,17000,2,,200,1,1,,,0,0,0,1
819402,6,100,1,1,0,0,0,0,2005,100,2002,,,3,30000,2,,1440,1,1,,,0,0,0,1
819453,7,100,0,1,0,0,0,0,,,,19,,4,30000,1,2400,0,3,1,,,0,0,0,1
819465,1,100,0,1,0,0,0,0,1986,80,1970,,,14,300000,2,,9600,3,1,,,0,0,0,1
819603,7,100,1,1,0,0,0,0,,,,2,,9,160000,2,,6000,2,1,,,0,0,0,1
819653,7,100,1,0,0,1,0,0,,,,1,,9,5000,2,,2500,3,1,,,0,0,0,1
820173,1,100,1,1,0,0,0,0,1980,100,1980,,,8,170000,2,,5400,1,1,,,0,0,0,1
820429,1,100,1,0,0,0,0,0,1953,60,1953,,,4,70000,1,8000,0,3,1,,,0,0,0,1
820606,1,100,1,1,0,0,0,0,1980,80,1970,,,1,150000,2,,4800,3,2,1,,0,0,0,1
820632,1,100,1,1,0,0,0,0,1985,60,1970,,,1,180000,2,,6720,1,2,7,,0,0,0,1
820697,4,100,1,0,0,0,0,0,2000,60,1960,,,2,50000,2,,1800,3,1,,,0,0,0,1
821170,1,100,1,0,0,0,0,0,1960,40,1957,,,4,80000,1,3000,0,1,2,18,,0,0,0,1
821170,1,100,1,0,0,0,0,0,2000,80,1940,,,1,150000,2,,4200,3,2,18,,0,0,0,1
821170,8,13,1,0,0,0,0,0,,,,12,,11,2000,2,,25,3,2,18,,0,0,0,0.13
821217,1,100,0,1,0,0,0,0,2010,50,1800,,,1,350000,2,,18000,1,2,,219,0,0,0,1
821271,1,100,1,0,0,0,0,0,1960,80,1960,,,3,300000,1,9000,0,2,1,,,0,0,0,1
821427,1,100,1,1,0,0,0,0,2002,70,1976,,,3,300000,2,,9600,1,1,,,0,0,0,1
821609,1,100,0,1,0,0,0,0,1980,20,1960,,,8,,2,0,25,3,2,,235,0,0,0,1
821609,1,100,0,1,0,0,0,0,1980,100,1960,,,1,25000,2,,300,3,2,,235,0,0,0,1
821609,1,100,1,0,0,0,0,0,2003,65,1982,,,4,60000,1,2400,0,1,2,,235,0,0,0,1
821609,1,100,1,0,0,0,0,0,2006,30,1985,,,4,25000,1,1800,0,1,2,,235,0,0,0,1
821727,7,100,1,1,0,0,0,0,,,,1,,9,70000,2,,600,3,1,,,0,0,0,1
821841,6,100,1,1,0,0,0,0,2002,22,1980,,,3,20000,2,,1100,1,1,,,0,0,0,1
821854,7,100,0,1,0,0,0,0,,,,,2000,9,20000,2,,600,3,1,,,0,0,0,1
821854,7,100,0,1,0,0,0,0,,,,,500,9,10000,2,,300,3,1,,,0,0,0,1
821856,1,50,0,1,0,0,0,0,2010,100,1970,,,14,200000,2,,2500,3,1,,,0,0,0,0.5
821856,7,100,0,1,0,0,0,0,,,,,1000,9,1000,2,,600,1,1,,,0,0,0,1
821856,7,100,0,1,0,0,0,0,,,,,6000,9,15000,2,,1000,3,1,,,0,0,0,1
821856,7,100,0,1,0,0,0,0,,,,,9000,11,4000,2,,500,1,1,,,0,0,0,1
822255,1,66,1,1,0,0,0,0,1960,100,1850,,,,,2,0,25,3,2,13,,0,0,0,0.66
822263,1,25,1,0,0,0,0,0,2005,300,1800,,,8,200000,2,,2000,3,1,,,0,0,0,0.25
822468,7,100,1,0,0,0,0,0,,,,1,,3,50000,2,,1200,3,1,,,0,0,0,1
822530,7,100,1,0,0,0,0,0,,,,1,,4,70000,1,6000,0,3,1,,,0,0,0,1
822559,1,100,1,1,0,0,0,0,1993,45,1970,,,1,150000,2,,5000,2,1,,,0,0,0,1
822776,7,100,0,1,0,0,0,0,,,,5,,2,200000,2,,15000,1,1,,,0,0,0,1
822826,1,100,1,1,0,0,0,0,2006,75,1970,,,8,40000,2,,2500,1,2,,235,0,0,0,1
823338,1,100,1,1,0,0,0,0,1971,133,1971,,,8,300000,2,,10000,2,1,,,0,0,0,1
823338,1,100,1,1,0,0,0,0,1980,,1971,,,4,210000,1,7900,0,1,1,,,0,0,0,1
823395,1,100,1,1,0,0,0,0,1991,70,1970,,,1,120000,2,,4000,1,1,,,0,0,0,1
823679,4,100,1,0,0,0,0,0,1962,95,1900,,,4,400000,1,6840,0,3,1,,,0,0,0,1
823767,7,100,1,0,0,0,0,0,,,,,5000,11,10000,2,,1200,3,1,,,0,0,0,1
823957,1,100,1,0,0,0,0,0,1960,95,1960,,,14,350000,2,,12000,2,1,,,0,0,0,1
823957,1,100,0,1,0,0,0,0,2005,130,1900,,,8,250000,2,,6000,3,1,,,0,0,0,1
823963,1,33,0,1,0,0,0,0,2002,60,1940,,,1,100000,2,,2000,3,2,15,,0,0,0,0.33
823963,7,33,0,1,0,0,0,0,,,,,500,11,2000,2,,300,3,2,15,,0,0,0,0.33
823993,1,100,0,1,0,0,0,0,1960,95,1960,,,14,330000,2,,4800,6,1,,,0,0,0,1
823998,1,100,1,1,0,0,0,0,1977,52,1976,,,1,130000,2,,6000,2,1,,,0,0,0,1
823998,3,100,1,1,0,0,0,0,1960,480,1955,,,2,200000,2,,12000,1,1,,,0,0,0,1
824196,1,100,1,0,0,0,0,0,1980,100,1965,,,3,200000,2,,6000,1,2,6,,0,0,0,1
824241,7,100,1,1,0,0,0,0,,,,170,,9,80000,2,,1000,2,1,,,0,0,0,1
