NQUEST,DEPC,NDEPC,IDEPC,LIB,NLIB,ILIB,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,PREFBA12,PREFBA13,SERVB1,SERVB2,SERVB3,SERVB4,SERVB5,SERVB6,SERVB7,SERVB8,SERVB9,SERVB10,SERVB11,SERVB12,SERVB13,SERVB14,FIDBANC,PRIVATEB,SCOPER,UTSCOPER,FSCOPER1,FSCOPER,CARTA,CARTE,USOCART,CARTDEB1,CARTDEB,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS
27742,1,1,1,1,1,1,2,,,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,1,1,700,2
27744,1,1,2,2,,,1,1,2,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,1200,2
27881,1,1,1,2,,,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,100,2
27912,1,3,3,2,,,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9,2,2,,,,1,1,2,,,1,3,2,,1700,1
27923,1,1,2,1,1,1,2,,,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,1,2,,800,2
27930,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,1600,2
27947,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,1500,2
28100,1,1,2,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,2,,,1,1,1,1,3461,2
28221,1,1,1,1,1,1,2,,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,750,2
28331,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,2,,2,,600,2
28346,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,,,,,2,,,,,2,,2,,700,2
28362,1,1,1,2,,,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10,2,1,1,,400,2,,,,,1,1,2,,1500,2
28441,1,2,2,1,2,2,1,2,2,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,1,1,2,,,1,1,2,,1500,2
28802,1,1,2,1,1,2,2,,,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,2,1,,,1,2,2,,1300,2
28859,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,2,,2,,600,2
28897,2,,,1,1,1,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,1,1,2,,900,2
28920,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,2,1,2,,,2,,,,,2,,2,,1600,2
28992,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,2,1,2,,,2,,,,,2,,2,,1500,2
29006,1,1,2,2,,,1,1,2,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,1,2,,,2,,,,,1,1,1,1,1500,2
29140,1,3,3,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,3,2,,500,2
29280,1,3,2,2,,,2,,,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,2,,,1,1,2,,,1,2,2,,2000,1
29286,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,650,2
29288,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1200,2
29678,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,2,,2,,750,2
29680,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,,,,1,1,2,,,1,1,1,1,500,2
29684,1,2,2,2,,,1,1,2,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,2,,,,1,1,2,,,1,1,1,1,1000,2
29737,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,1,2,,,1,2,2,,,1,2,2,,1800,2
29742,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2,1,1,,2000,2,,,,,2,,2,,1500,2
29774,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3,,,,,2,,,,,2,,2,,800,2
29798,1,1,2,1,1,,2,,,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1000,2
29823,1,1,2,1,1,2,2,,,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,1,1,1,,,1,1,2,,1000,2
31066,1,2,3,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,2,2,,600,2
31092,1,1,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,1,2,,,,1,1,1,,,1,2,2,,1500,1
31093,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,400,2
31120,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,2,2,,,1,2,2,,900,1
31122,1,1,2,2,,,2,,,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,1000,2
31137,1,3,3,2,,,2,,,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,4,1,2,1500,2
31145,1,1,2,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,1,2,,1000,2
31161,1,3,3,2,,,2,,,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,3,1,3,600,2
31163,1,3,3,2,,,2,,,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,2,1,2,700,2
31191,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,1000,2
31219,2,,,1,1,1,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,2,,2,,600,2
31220,1,2,2,2,,,1,2,2,2,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,8,2,1,2,,,2,,,,,2,,2,,300,2
31221,1,2,1,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,2,,2,,500,2
31246,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,750,2
31281,1,1,1,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,1,1,,,1,1,2,,400,2
31304,1,3,2,2,,,2,,,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1500,2
31309,1,5,5,1,2,2,2,,,2,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,1,1,,2,,,,,1,3,2,,1000,2
31387,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,800,2
31403,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,250,2
31441,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,2,2,,900,2
31448,1,1,1,2,,,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,600,2
31556,1,1,2,2,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,2,,,,,1,1,2,,1200,2
31560,1,1,2,2,,,2,,,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,5,2,1,1,,1100,1,1,2,,,1,1,2,,500,2
31561,1,1,2,2,,,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,1,2,,,2,,,,,1,2,2,,1300,2
31625,1,2,2,2,,,2,,,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5,2,2,,,,1,1,2,,,1,2,1,1,1600,1
31641,1,1,2,2,,,2,,,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,2,1,,,1,2,2,,500,2
31652,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7,2,2,,,,1,1,2,,,1,1,2,,1000,2
31665,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,750,2
31671,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,1,,,1,1,2,,850,2
31695,1,2,3,1,1,1,2,,,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,1,1,600,2
31724,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,2,2,,1300,1
31735,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,1000,2
31757,1,1,1,2,,,1,1,1,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,250,2
31785,1,2,2,2,,,1,1,2,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,2,,,,1,1,2,,,1,1,2,,2000,2
31798,1,1,1,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,400,2
31799,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,1200,2
31860,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,2,,,1,1,2,,,1,2,1,1,1600,2
31868,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,900,2
31869,1,1,1,2,,,2,,,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,,,,2,,,,,1,1,2,,300,2
31912,1,1,2,1,1,2,2,,,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,1300,2
32001,1,1,2,1,1,2,2,,,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,800,2
32028,1,1,3,2,,,2,,,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,3,3,1,,1,3,2,,800,2
32033,1,1,3,2,,,2,,,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,3,2,,800,2
32034,1,1,2,2,,,2,,,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,600,2
32041,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,1000,2
32044,1,1,1,2,,,2,,,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,300,2
32047,1,1,2,1,1,2,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,2,2,,600,2
32052,1,1,2,2,,,2,,,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,2,2,,800,2
32057,1,2,2,2,,,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,3,2,,1200,2
32066,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2
32067,1,1,1,1,1,1,2,,,1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,900,2
32144,1,1,2,2,,,2,,,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,800,2
32190,1,2,1,2,,,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,1,,,1,1,2,,1100,2
32198,1,1,2,2,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,500,2
32206,1,1,1,2,,,2,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,1,2,,600,2
32209,1,2,3,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,1,2,,,1,1,3,,200,1,2,1,1,1000,1
32210,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2
32229,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,200,2
32288,1,4,3,2,,,2,,,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,2,,,1,3,1,1,500,2
32318,1,1,1,2,,,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,10,2,1,2,,,2,,,,,1,1,2,,600,2
32320,1,3,4,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,7,1,1,1,,0,1,1,2,,,1,3,2,,1000,1
32328,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,,,,,2,,,,,2,,2,,700,2
32438,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2
32464,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,550,2
32470,2,,,1,1,2,,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,,,,,2,,,,,2,,2,,1500,2
32471,1,1,1,2,,,2,,,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,550,2
32524,1,2,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,2,,,,1,2,2,,,1,2,2,,2000,2
32556,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,500,2
32668,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1300,2
32703,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,2,,,,,2,,2,,700,2
32709,1,5,4,2,,,1,4,4,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2,1,2,,,1,4,1,,,1,4,2,,3000,2
32713,1,4,4,2,,,2,,,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,8,2,1,2,,,1,2,2,,,1,2,1,1,1500,1
32729,1,1,2,2,,,2,,,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,8,2,1,1,,3000,1,1,2,,,1,1,2,,1500,2
32731,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,800,2
32733,1,1,2,1,1,2,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,2,,2,,1000,2
32734,1,2,2,2,,,2,,,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,9,2,1,1,,1000,1,2,2,,,1,2,2,,2000,2
32742,1,1,2,2,,,1,1,2,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,2,2,,1500,2
32751,1,2,1,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,500,2
32764,1,1,2,1,3,3,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,1,,5000,2,,,,,2,,2,,1000,2
32765,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,2,,,1,2,1,1,1200,1
32772,1,1,2,1,1,2,1,1,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,300,2
32810,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,600,2
32822,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,2,,2,,1400,2
32839,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
32861,1,2,3,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,2,2,,1000,2
32887,1,4,2,2,,,1,1,2,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,8,2,1,2,,,1,6,2,,,1,1,2,,700,1
32962,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,800,2
32982,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,1100,2
32987,1,1,2,1,1,2,2,,,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1400,2
33036,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2
33038,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,600,2
33228,1,1,2,1,1,,1,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,7,2,2,,,,1,1,2,,,2,,2,,600,2
33245,1,1,2,1,1,2,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,1,,,1,1,2,,900,2
33275,1,1,2,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,300,2
33303,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,2,2,,100,2
33328,1,2,2,1,3,3,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,1000,2
33335,1,5,4,1,1,1,2,,,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,9,2,2,,,,1,1,2,,,1,4,1,1,3000,1
33336,1,1,1,2,,,2,,,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,800,2
33347,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,2000,2
33348,1,2,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,,,2,,,,,2,,2,,700,2
33451,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8,2,1,2,,,2,,,,,2,,2,,1000,2
