NQUEST,FIDGEN,FID1,FID2,FID3,FID4,FID5,FID6,FID7,FID8,SOCGEN,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,EDUC6,GIUSTIZ1,NSGIUSTIZ2,GIUSTIZ2,HAPPY
56680,4,10,6,4,6,4,6,3,3,1,9,10,10,10,8,5,10,10,10,10,8,8,2,,30000,10
56721,5,10,5,1,1,3,1,1,1,1,5,10,10,7,10,8,6,10,10,6,10,10,2,,5000,8
56761,4,10,8,4,6,5,1,1,8,1,3,7,9,8,9,8,8,9,9,8,9,8,2,,10000,10
56762,7,10,8,7,8,6,4,2,5,1,5,8,10,8,10,7,8,10,10,10,10,8,2,,20000,7
57043,6,10,6,7,5,6,5,4,5,6,7,6,7,7,7,7,7,7,8,8,9,7,2,1,,
57138,7,9,8,7,7,7,6,6,6,9,8,8,9,9,7,8,9,9,9,9,9,7,1,,10000,
57217,1,10,5,6,6,5,6,6,1,1,7,10,10,10,10,10,10,10,10,10,10,10,2,1,,
57546,9,9,9,7,7,6,8,6,4,1,5,9,9,9,7,9,9,7,9,7,5,9,2,,30000,
57609,7,10,9,9,9,7,7,7,6,1,7,9,10,10,7,7,10,10,10,10,7,10,2,,30000,10
57616,4,10,8,8,8,7,5,3,3,1,2,9,7,8,5,3,4,10,8,9,9,5,2,,30000,9
57621,5,10,5,3,3,3,3,1,3,1,5,9,8,8,8,5,8,6,10,10,8,3,2,,20000,5
57670,7,10,10,8,8,8,8,7,9,1,10,9,10,10,9,5,10,9,10,10,9,4,2,1,,
58042,5,10,8,6,6,7,6,6,7,1,6,9,9,9,8,6,8,9,9,7,7,7,2,1,,
60078,7,10,6,3,5,5,5,5,2,1,6,5,6,6,5,6,6,6,5,7,6,6,2,,200,
91079,6,10,10,6,8,7,7,7,5,2,8,9,10,8,8,8,9,8,8,9,8,8,2,,10000,8
91081,8,10,9,7,7,7,7,7,2,1,7,7,7,7,7,7,7,7,7,7,7,7,2,,10000,
111052,7,10,7,7,6,5,5,5,4,1,7,8,8,8,8,8,8,8,8,8,8,8,2,,20000,
121067,1,7,7,7,7,7,2,2,9,1,7,10,10,6,10,10,7,10,10,6,10,10,2,1,,
138399,7,10,9,7,5,5,5,5,6,1,7,10,10,10,7,7,8,10,10,10,7,7,2,,20000,
176011,1,10,7,6,7,7,4,4,8,1,8,10,10,10,10,10,8,10,10,10,10,10,2,,20000,
176068,1,10,7,7,7,7,5,5,5,1,7,10,10,10,10,10,7,10,10,10,10,10,2,1,,
178001,5,10,9,5,6,6,5,3,6,1,3,10,10,10,9,10,7,10,10,6,8,7,2,,1000,6
178058,1,10,8,5,7,7,2,2,7,2,8,8,10,8,7,8,10,10,10,10,10,10,2,,10000,8
193016,6,10,4,4,4,6,5,6,5,1,10,10,10,6,6,8,10,10,10,7,6,8,2,1,,9
193082,8,10,8,6,7,7,7,6,5,1,10,8,8,6,5,7,10,9,10,5,6,10,2,,10000,10
213440,7,9,9,8,9,8,8,6,8,7,8,8,8,9,8,9,8,9,8,8,8,8,2,1,,
215011,6,10,8,8,7,7,6,5,6,2,7,9,9,9,8,7,8,9,9,8,8,8,2,,10000,
216022,9,10,10,9,8,8,8,7,6,1,8,8,9,9,8,9,8,8,9,9,8,7,2,1,,9
230003,9,9,8,8,8,8,8,8,7,1,5,6,6,6,5,6,7,7,7,7,6,6,2,1,,
230029,3,10,5,8,8,8,7,7,7,2,8,8,8,7,7,7,7,8,9,8,5,5,2,1,,
230030,5,10,4,5,6,6,5,2,2,1,1,8,8,8,7,8,7,6,8,8,8,8,2,1,,
230039,6,7,7,7,7,5,7,1,1,5,7,7,8,7,3,7,7,8,7,7,7,7,2,1,,
230043,7,9,5,6,6,5,4,1,2,4,8,8,8,8,7,5,8,8,8,8,8,9,2,,50000,
230048,7,9,8,8,7,7,6,7,6,1,7,7,8,8,5,5,8,8,8,8,6,7,2,2,,
244064,6,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
250005,3,8,7,4,5,6,5,4,4,6,7,9,9,8,7,9,7,9,9,8,8,8,2,1,,
250037,7,9,5,5,6,6,4,3,5,6,5,5,5,5,5,5,6,6,6,6,6,6,2,1,,
250039,5,7,6,6,7,6,5,5,5,6,6,8,9,8,6,5,7,10,10,7,8,8,2,1,,
279054,6,6,6,5,6,7,4,4,5,8,6,6,7,5,6,7,6,6,5,5,6,6,2,,10000,
284086,7,7,6,7,8,8,8,7,7,7,7,6,7,8,7,7,7,8,7,7,8,7,2,1,,
310002,4,9,7,7,6,6,5,5,5,1,6,8,8,7,6,8,7,8,8,8,8,8,2,,5000,
310066,8,5,4,4,4,4,4,4,5,1,6,9,8,8,8,8,8,8,8,8,9,8,1,,10000,
321009,7,7,8,7,7,8,7,7,7,8,8,7,8,7,8,8,8,7,6,7,8,8,2,1,,
330057,1,10,5,10,10,5,5,5,8,1,10,10,10,8,10,10,10,10,10,8,8,10,2,2,,
333081,7,9,7,4,6,6,6,4,6,10,8,8,8,8,8,7,8,8,8,8,8,7,2,,50000,
350068,5,3,3,5,6,5,5,5,1,6,8,3,9,6,8,7,7,8,8,7,8,7,2,1,,
355063,8,10,6,6,6,5,4,1,7,2,8,10,10,8,6,10,9,10,10,9,9,10,2,,10000,
365034,5,10,5,5,5,5,5,3,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
387029,8,10,10,6,7,7,7,6,3,1,8,10,9,10,7,7,10,10,10,10,7,8,2,1,,8
389029,6,9,7,6,6,6,5,5,5,3,7,8,7,9,7,8,7,6,7,7,7,6,2,,5000,
500088,7,9,6,6,5,5,3,2,5,7,4,9,9,9,4,6,6,7,8,7,6,7,2,1,,
500160,6,9,7,7,6,7,7,6,7,4,9,9,9,8,7,7,8,9,9,8,8,8,2,1,,8
500176,5,9,7,6,7,7,6,6,6,5,7,8,10,8,8,7,8,9,9,9,8,8,2,,10000,7
500180,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
500356,6,8,6,4,3,4,2,1,5,7,8,9,9,10,5,7,9,10,10,8,5,7,2,1,,
500412,3,10,5,5,5,5,3,3,6,6,7,10,10,10,4,5,8,9,9,9,7,5,2,1,,6
500575,3,10,5,1,1,1,1,1,4,2,8,10,10,10,7,5,8,10,10,10,8,8,2,2,,
500584,9,10,9,8,7,7,7,6,9,1,8,9,9,9,9,8,8,9,9,9,8,8,2,,1000,
500594,8,9,8,7,7,7,6,5,8,1,7,8,8,8,8,8,7,9,9,7,7,7,2,,500,
500674,9,10,10,9,8,8,7,6,9,1,8,9,9,9,9,8,8,10,10,10,9,8,2,,1000,
500726,9,10,9,8,8,8,8,7,9,1,8,9,9,9,9,8,8,9,9,9,9,8,2,,1000,
500784,1,10,10,8,8,8,5,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
501068,1,10,9,9,9,9,5,5,8,1,7,10,10,10,10,10,7,10,10,10,10,10,2,,10000,
501444,1,10,9,9,9,9,7,7,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,17000,
501492,1,10,8,8,8,8,5,5,7,1,7,10,10,10,10,9,7,10,10,10,10,7,2,,10000,
501694,5,9,9,8,8,8,7,7,7,2,8,8,8,8,7,8,8,8,8,8,8,8,2,1,,
501697,7,9,9,9,8,8,7,7,6,1,6,7,9,9,6,8,8,9,9,9,7,8,2,1,,
501723,9,10,9,9,9,8,8,6,9,1,9,9,9,9,9,8,9,9,9,9,9,8,2,,1000,
501777,1,10,9,7,7,7,5,5,5,1,9,10,10,10,10,10,9,10,10,10,10,10,2,,15000,
501816,8,7,7,7,7,7,7,7,7,1,8,7,8,8,8,8,8,8,8,8,8,8,2,1,,
501874,8,10,9,7,8,8,8,7,7,10,9,10,10,10,8,8,10,9,9,9,9,9,2,,20000,
502025,1,10,9,8,8,8,5,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
502060,8,10,9,9,8,8,7,7,9,1,8,9,9,9,8,8,9,9,9,9,7,8,2,,400,
502248,5,7,6,7,7,6,5,4,6,8,6,8,8,5,5,5,5,8,8,5,5,5,2,1,,
502355,8,10,10,8,8,8,8,4,6,1,10,10,10,10,6,8,10,10,10,6,8,8,2,1,,
502360,7,10,10,10,10,8,8,1,5,1,6,10,10,10,6,8,8,10,10,10,8,8,2,1,,
502364,8,10,8,8,8,7,7,1,7,1,7,10,10,10,8,10,8,10,10,10,10,10,2,,30000,
502366,6,8,6,6,6,6,6,1,1,6,6,10,10,10,8,10,6,10,10,8,8,8,2,1,,
502386,6,10,10,9,5,7,10,5,8,1,10,10,10,9,9,9,10,10,10,9,9,9,1,,1000,
502711,1,10,9,9,9,9,9,9,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
502772,1,10,7,7,7,7,7,7,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
503308,7,10,9,6,7,7,7,2,7,1,10,10,10,8,8,8,10,10,10,10,8,8,2,,30000,8
503487,6,10,7,6,5,5,5,5,4,1,8,10,10,5,5,10,10,5,10,1,1,10,2,,100000,8
503561,7,10,4,5,6,5,6,5,4,5,5,5,6,6,6,6,6,5,5,6,6,6,2,1,,
503674,1,10,8,9,9,9,5,5,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
503703,9,10,9,8,8,8,7,7,9,1,8,9,9,9,9,8,9,9,9,9,9,8,2,,1000,
503757,7,10,10,8,8,8,7,7,8,3,8,10,10,8,8,8,10,10,10,8,8,8,2,1,,9
503788,10,10,10,7,8,7,6,6,8,2,9,9,9,9,8,8,9,9,9,9,8,8,2,1,,6
503850,7,10,10,8,6,6,6,6,5,1,2,6,5,9,8,9,9,7,9,7,6,6,2,2,,
503931,4,10,8,8,5,4,4,2,5,1,8,8,8,8,7,5,8,8,8,8,8,5,2,,10000,
503950,3,9,7,3,4,5,5,4,2,1,10,10,10,8,7,7,10,10,10,7,8,8,2,,50000,
503981,1,10,7,2,1,1,1,1,3,6,2,8,8,8,7,5,2,8,8,8,6,3,2,1,,
504110,1,10,8,8,8,8,5,5,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,20000,
504125,8,10,9,8,7,7,7,7,9,1,8,9,9,9,9,8,9,9,9,9,9,8,2,,1000,
504129,1,10,6,6,6,6,6,6,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
504380,8,10,8,8,8,8,8,8,8,8,7,6,7,7,7,7,7,7,7,7,7,7,2,1,,
504395,8,9,9,9,9,9,9,9,9,8,9,10,10,10,9,8,9,10,10,10,9,10,2,1,,
504453,7,9,7,8,7,7,7,7,5,1,7,7,7,9,7,8,8,8,8,9,6,8,2,,20000,8
504490,6,8,7,6,6,6,5,6,4,7,6,7,8,9,8,8,8,7,8,8,8,7,2,,10000,8
504541,5,10,10,6,6,6,5,5,3,1,10,10,10,10,8,9,10,10,10,10,8,9,2,,10000,8
504578,6,10,10,10,8,1,5,6,2,1,10,10,10,10,4,5,10,10,10,8,6,6,2,1,,
504584,8,10,8,8,5,2,1,1,10,8,1,10,1,1,1,1,1,10,10,10,6,10,2,1,,
504730,9,10,9,9,9,9,9,9,8,1,8,10,10,7,8,8,9,10,10,8,8,8,2,,30000,
504792,8,10,7,7,7,7,7,7,6,2,6,9,9,9,7,8,9,7,9,9,8,8,2,,10000,
504821,6,10,10,6,5,5,5,5,5,1,10,10,10,5,5,5,10,10,10,5,5,5,2,,10000,
504885,5,10,5,3,5,6,1,1,1,1,10,10,10,10,5,10,10,10,10,10,9,5,2,,20000,
504886,7,9,8,7,6,6,6,5,8,1,9,10,10,10,8,8,10,10,10,10,6,7,2,,100000,
504921,7,10,7,7,7,7,7,2,7,1,10,10,10,10,7,8,10,10,10,10,10,8,2,,20000,
504937,7,10,8,7,8,6,7,6,5,1,7,10,10,10,8,7,10,10,10,10,8,7,2,,10000,
504956,5,10,8,2,3,3,6,8,3,1,10,10,10,10,10,10,10,10,10,7,6,10,2,,10000,
504965,7,10,10,8,7,6,6,2,8,1,5,10,10,10,5,7,8,10,10,10,8,8,2,1,,
504988,8,10,10,8,9,9,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,2000,
505022,5,8,1,1,5,4,4,1,1,1,1,10,10,10,7,5,10,10,10,10,7,6,2,,50000,
505228,7,10,8,7,7,7,7,7,6,1,5,9,10,10,10,9,8,10,10,9,10,9,2,,70000,
505285,1,10,3,3,3,3,3,3,3,1,5,10,10,3,3,10,1,1,1,1,1,1,2,,40000,
505307,3,10,10,7,5,1,1,1,5,1,9,10,10,10,9,10,8,9,10,9,8,10,2,,10000,
505322,5,9,7,7,7,6,6,6,6,2,5,9,9,9,9,8,7,9,9,9,8,8,2,1,,
505407,7,10,9,8,7,7,7,7,6,1,8,10,10,10,9,10,10,10,10,10,9,10,2,1,,8
505416,4,8,8,8,7,7,7,7,4,9,10,9,9,9,8,8,9,10,9,9,8,8,2,1,,4
505418,6,9,8,8,7,7,7,6,6,7,7,10,10,10,7,7,7,10,10,10,7,7,2,1,,9
505430,8,10,9,7,7,7,7,6,7,1,9,9,9,9,8,8,9,9,9,9,8,8,2,1,,9
505433,10,10,8,6,6,6,6,6,10,1,8,9,10,10,10,10,10,10,10,10,10,10,2,2,,7
505439,4,10,10,6,6,6,6,5,5,1,8,8,8,8,8,9,8,10,10,10,10,10,2,1,,7
505463,6,8,8,7,6,6,6,6,6,1,8,10,10,10,8,9,8,10,10,10,8,10,2,1,,7
505523,6,6,6,6,6,6,6,6,5,7,7,7,8,8,6,7,8,8,9,7,7,8,2,,1000,
505525,7,9,8,7,8,6,6,5,6,8,6,7,7,8,7,7,7,8,8,7,7,8,2,1,,
505540,8,6,7,8,6,5,5,5,6,8,9,9,6,7,6,7,7,7,9,6,7,6,2,1,,
505655,3,10,8,8,5,1,5,1,7,1,8,10,10,10,9,7,10,10,10,10,10,8,2,,50000,
505806,7,10,6,9,8,6,6,6,7,9,7,10,10,10,7,6,7,10,10,10,6,6,2,1,,
505810,6,10,7,7,7,7,6,5,5,10,8,9,10,10,10,9,8,9,10,10,10,8,2,,50000,
505820,8,10,8,7,7,7,7,5,6,10,10,9,10,10,8,10,10,9,10,10,8,10,2,,5000,
505833,6,10,8,8,8,6,5,5,7,10,10,10,10,10,7,6,10,10,10,10,7,6,2,,3000,
505881,3,10,8,7,3,4,5,5,4,5,9,10,10,10,10,9,10,10,10,10,10,10,2,1,,
506100,6,10,10,8,8,7,6,5,6,1,10,10,10,10,10,8,10,9,10,9,9,8,2,1,,
506112,7,10,10,10,7,7,6,6,7,1,10,10,10,10,8,8,10,8,10,10,8,8,2,1,,
506152,6,8,8,7,7,6,6,6,6,1,8,8,8,8,6,6,8,7,8,6,7,7,2,,50000,
506195,7,10,10,7,7,7,5,5,6,1,10,10,10,8,8,8,10,10,10,10,10,8,2,1,,
506374,1,10,7,7,7,7,6,6,7,1,10,10,9,10,7,7,6,8,9,10,7,7,2,1,,6
506396,6,10,7,7,7,7,7,7,7,2,7,7,8,8,7,8,7,7,7,7,7,7,2,,10000,
506411,4,10,5,5,5,5,4,4,5,1,4,9,9,10,7,7,4,7,10,9,9,7,2,,20000,6
506413,7,8,8,8,8,8,8,8,7,1,7,7,7,7,7,7,7,7,7,7,7,7,2,,1000000,
506446,8,7,7,7,6,6,6,6,7,3,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
506565,7,8,8,7,6,6,6,6,5,10,10,6,10,9,7,7,10,7,10,8,8,8,2,,100,
506591,5,10,7,7,7,7,6,5,7,10,9,9,9,9,9,7,9,9,9,9,9,8,2,,10000,
506601,5,9,7,7,7,7,5,4,7,8,7,8,8,9,8,8,7,8,8,8,8,8,2,1,,
506608,7,8,6,6,6,6,6,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
506616,8,10,7,7,7,7,7,7,7,1,5,6,8,8,8,8,5,7,7,7,7,8,2,2,,
506657,5,10,8,8,8,8,1,1,6,1,10,8,8,8,8,8,5,10,8,8,8,8,2,1,,
506666,1,10,8,8,8,7,7,7,10,1,9,10,10,10,10,10,9,10,10,10,10,10,2,2,,
506729,1,8,5,1,4,4,4,2,6,1,10,10,10,10,2,10,10,10,10,10,8,10,2,1,,
506753,5,10,8,6,6,6,6,6,6,10,9,10,10,10,8,8,9,10,10,10,8,10,1,1,,
506758,7,10,9,7,7,7,5,4,4,5,7,9,6,10,8,7,7,9,7,10,9,7,2,2,,
506759,6,10,7,6,6,6,6,6,5,8,10,10,10,10,8,5,10,10,10,10,10,10,2,2,,
506799,3,10,8,7,3,3,3,3,5,1,8,8,10,10,10,10,10,10,10,10,10,10,2,,5000,
506889,5,10,7,6,5,5,4,3,7,1,10,10,10,10,7,10,10,10,10,10,10,10,2,1,,
507037,4,10,4,4,1,1,1,1,5,10,10,10,9,10,10,8,10,10,9,10,10,8,2,,5000,7
507078,8,10,8,8,8,6,5,4,4,6,7,8,8,10,6,7,8,8,8,8,7,7,2,,14000,
507081,7,8,8,8,8,8,7,5,7,6,8,8,9,10,7,7,8,9,9,9,8,7,2,,10000,
507111,5,10,10,7,8,5,6,5,7,10,8,10,10,10,10,7,8,10,10,10,10,7,2,,10,10
507181,5,7,7,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,
507182,6,8,8,6,6,6,6,6,5,1,6,8,8,8,8,6,6,8,8,8,8,8,2,1,,
507260,8,10,8,7,6,6,6,1,5,1,9,8,8,9,6,6,9,8,8,7,7,6,2,,15000,
507282,8,10,8,7,6,6,6,5,4,2,7,8,8,8,7,7,9,8,8,8,8,5,1,,15000,
507303,5,9,7,6,6,5,4,2,6,8,8,9,9,8,7,8,8,9,9,9,8,8,2,,10000,7
507322,3,10,9,3,5,5,5,5,7,8,10,10,10,10,8,9,10,10,10,10,10,10,2,,10000,7
507401,5,8,6,6,5,2,2,1,3,1,10,10,10,10,6,9,10,10,10,10,6,10,2,,10000,6
507419,6,10,8,6,6,7,5,6,6,1,6,10,8,8,7,6,8,10,10,7,8,8,2,,10000,10
507426,2,10,5,6,6,6,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,8
507431,7,10,10,8,5,5,5,3,2,1,10,10,10,10,7,10,10,10,10,5,8,10,2,,10000,8
507441,1,10,9,7,1,1,1,1,1,1,6,10,9,10,7,8,8,10,10,10,8,8,1,,5000,7
507455,10,10,8,4,6,4,4,4,3,1,8,8,10,8,7,10,10,10,10,10,8,10,1,,10000,6
507529,3,10,6,6,3,1,1,1,5,1,6,10,7,6,10,8,10,10,10,6,8,10,2,,5000,9
507541,6,10,8,6,6,6,6,5,5,1,10,10,10,10,7,7,10,10,10,10,7,9,2,,5000,8
507544,5,9,7,6,5,5,6,6,1,1,7,9,9,9,5,9,9,9,9,9,5,9,1,,3000,6
507547,1,10,8,1,6,5,5,1,1,3,10,10,10,8,8,8,10,10,10,10,10,8,1,,5000,6
507552,1,10,10,8,6,6,5,1,4,3,9,10,10,10,8,10,10,10,10,8,8,10,1,,2000,10
507580,5,10,5,7,5,4,4,3,5,1,10,10,10,10,5,10,10,10,10,10,9,10,2,,10000,7
507638,7,8,7,8,7,7,6,6,7,1,5,10,10,8,7,7,7,7,7,8,9,9,2,,20000,8
507644,1,10,6,8,2,5,1,1,6,1,5,10,10,6,10,10,8,10,10,7,10,5,2,,10000,6
507656,6,10,8,1,5,5,5,1,1,1,5,10,10,10,5,10,8,10,10,10,8,10,2,,5000,7
507675,5,10,5,8,7,7,5,4,1,1,5,5,4,1,1,1,5,6,5,6,5,5,2,,50000,8
507693,7,10,8,8,6,6,6,6,7,1,8,9,10,8,8,8,10,8,10,8,7,8,2,,5000,7
507728,7,10,7,7,7,5,2,2,7,1,9,9,9,1,1,9,9,8,8,1,1,9,2,,10000,8
507750,1,10,7,5,2,2,1,1,1,3,8,10,10,9,7,10,9,10,10,9,8,8,2,,10000,10
507823,8,10,10,10,7,7,7,7,6,1,6,9,9,9,7,4,10,8,10,10,7,8,2,,20000,8
507863,10,10,10,9,8,10,7,10,10,1,10,10,10,10,10,1,10,10,10,10,10,10,2,,3000,10
507905,5,10,6,1,5,1,4,4,4,8,7,9,7,7,8,8,8,8,7,8,8,8,2,,10000,
508240,5,10,6,3,3,3,3,1,5,1,1,10,10,10,3,7,6,10,10,10,10,5,2,,100,8
508305,6,6,6,6,6,6,6,6,6,1,1,10,10,10,6,6,6,10,10,10,10,6,2,1,,6
508505,4,10,6,6,4,4,4,4,5,1,5,10,10,5,10,5,10,10,10,10,10,10,2,1,,7
508922,10,10,7,2,5,5,4,1,5,1,10,10,10,10,10,5,10,10,10,10,10,5,2,,10000,
509054,2,10,8,8,5,5,3,1,6,1,8,10,9,9,8,8,7,10,10,10,10,7,2,2,,
509057,4,10,10,8,7,7,6,4,4,1,7,9,9,10,9,6,7,10,10,10,10,7,2,1,,
509069,2,10,6,5,5,5,4,3,2,1,7,8,8,8,8,8,6,9,9,9,8,4,1,1,,
509071,4,9,9,7,7,7,6,4,5,1,8,10,10,10,9,8,7,10,10,10,10,9,2,1,,
509074,7,10,8,7,5,6,6,6,5,1,9,9,9,9,7,8,9,9,9,8,8,7,2,,2000,
509076,7,10,7,6,5,5,5,5,6,5,6,8,8,9,8,7,7,8,8,9,7,5,2,,20000,
509120,5,8,7,6,5,2,2,2,6,1,8,10,10,10,8,8,10,10,10,8,8,7,2,,6000,
509139,1,10,9,9,8,7,5,6,9,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,2000,
509550,8,3,2,3,5,5,6,4,5,5,4,5,4,4,3,4,4,7,6,5,6,7,2,1,,
509808,9,9,6,6,6,6,6,6,5,10,5,10,10,10,10,10,10,10,10,10,10,10,2,,100,
509889,7,9,5,6,6,7,4,4,3,6,8,7,8,7,8,7,8,7,7,8,7,7,2,,10000,
510097,6,10,7,7,7,7,7,5,5,6,8,7,8,8,7,7,8,8,8,7,7,7,2,,10000,
510231,7,8,8,8,8,5,5,5,5,1,8,9,9,9,9,9,8,9,9,9,9,8,2,1,,
510239,5,10,8,5,5,5,5,5,6,1,10,8,10,10,8,7,10,8,10,10,8,7,2,,500,8
510244,8,10,10,10,8,8,7,7,5,10,10,10,10,10,8,8,10,10,10,10,8,8,1,,50000,9
510245,7,10,9,9,7,7,7,7,9,1,10,10,10,10,8,8,10,10,10,10,10,8,2,1,,8
510329,4,8,8,5,4,4,2,2,4,6,6,9,7,9,9,9,6,10,10,10,9,9,2,,2000,
510374,4,8,6,3,3,3,3,3,6,1,8,8,8,8,6,8,8,10,10,8,5,4,2,1,,
510433,3,8,6,3,3,5,5,5,4,5,8,8,10,10,8,9,10,10,10,10,8,10,1,,10000,
510437,7,9,7,6,6,6,6,5,7,8,8,10,9,9,6,8,8,9,9,8,7,7,2,1,,
510439,7,10,10,5,7,6,6,6,5,6,9,9,9,9,9,9,7,7,7,7,10,10,2,,5000,
510515,5,8,5,5,5,4,3,4,3,2,4,10,9,9,8,10,8,8,8,8,8,8,2,1,,
510587,7,10,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
511074,7,9,8,7,9,8,9,3,4,3,7,9,8,8,7,6,7,9,8,8,7,5,2,1,,10
511103,6,9,8,9,9,8,5,3,3,9,9,9,9,8,8,8,9,9,9,8,8,9,2,1,,8
511116,7,8,5,5,6,4,4,4,4,7,4,4,5,5,5,4,5,5,4,6,5,5,1,,2000,
511130,7,9,8,9,9,7,8,7,6,1,8,10,10,10,10,7,8,9,9,9,7,6,2,,10000,
511165,5,10,8,8,7,7,7,6,6,1,7,10,10,8,8,5,8,10,10,10,10,6,2,,10000,
511166,6,9,8,9,9,7,5,5,4,1,6,10,10,9,10,7,8,9,9,9,9,8,2,1,,
511315,5,10,6,5,1,2,1,1,5,8,7,7,8,6,7,7,7,7,8,6,4,7,2,,30000,8
511342,2,6,4,3,5,5,5,4,3,8,6,7,8,8,8,8,7,7,7,7,7,8,2,1,,
511352,7,8,3,3,4,5,5,5,5,3,6,6,6,6,6,6,7,7,7,7,7,7,2,1,,
511367,5,9,5,5,6,6,6,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
511419,7,10,8,7,7,7,6,6,5,1,8,10,10,10,8,8,8,10,10,10,8,8,2,1,,
511424,6,10,6,7,6,7,7,6,6,2,3,7,7,7,7,5,7,7,7,7,7,7,2,,1000,
511435,8,10,9,4,7,7,7,1,5,1,8,10,10,10,10,7,10,10,10,10,10,10,2,,20000,
511438,5,10,8,7,7,7,5,5,5,1,7,8,10,9,8,9,8,9,10,9,9,9,2,1,,
511474,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,2,,5000,
511489,6,8,8,8,6,6,5,2,6,3,7,8,8,8,8,8,7,8,8,8,8,8,2,,3000,
511491,1,8,5,5,5,5,1,1,5,8,7,8,8,8,8,7,7,8,8,8,8,7,2,,5000,
511495,7,10,8,7,8,8,6,6,5,5,5,8,9,10,10,8,8,10,10,10,9,8,2,,5000,
511500,5,10,9,5,8,10,6,7,6,9,7,7,7,7,7,7,7,7,7,8,8,7,1,1,,
511501,7,8,7,7,7,6,6,5,5,6,6,9,9,8,8,8,8,8,8,8,8,8,2,1,,
511616,4,10,10,9,6,6,6,5,10,1,8,10,10,10,8,7,8,10,10,10,8,6,2,1,,
511624,6,10,9,8,7,7,7,6,6,1,10,9,9,10,8,5,10,9,9,10,8,5,2,1,,
512211,7,9,8,7,7,7,7,7,8,6,8,9,9,9,9,8,9,9,9,9,9,8,2,1,,
512406,7,10,8,7,6,6,6,6,6,1,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
512411,7,10,9,8,7,7,7,6,6,1,7,8,8,8,8,8,8,8,8,8,8,8,2,1,,
512417,7,10,8,8,7,7,7,7,7,10,7,9,9,10,7,7,7,10,10,10,7,7,2,1,,
512420,8,10,10,8,8,8,8,8,8,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
512452,9,10,9,9,8,8,8,8,8,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
512574,10,10,8,5,10,10,8,10,1,10,3,10,10,10,10,10,1,10,10,10,10,10,2,1,,
512704,7,8,7,7,7,7,6,5,5,7,7,8,7,7,7,8,7,8,7,7,7,7,2,1,,
512784,8,10,10,10,6,4,4,4,6,8,10,10,10,10,8,9,10,10,10,9,9,9,2,,1000,
512807,9,10,10,10,9,9,8,7,6,7,9,10,8,9,6,9,10,10,10,10,8,6,2,,3000,
512843,5,10,6,8,8,6,6,6,7,8,8,10,10,7,5,10,10,10,10,6,7,10,2,1,,
512846,1,10,1,1,2,2,2,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
512849,6,10,6,6,6,6,6,6,6,10,6,10,10,8,8,6,8,8,10,8,8,10,2,1,,
512858,6,10,8,6,6,1,1,1,1,6,6,7,6,6,6,6,6,6,6,7,6,6,2,1,,
512884,6,10,10,8,8,6,6,6,1,3,6,6,7,10,8,8,6,6,8,10,8,8,2,1,,
512897,7,10,10,8,7,7,6,5,2,6,6,6,9,10,2,6,6,9,9,10,5,6,2,1,,
512921,8,9,9,8,9,9,9,8,1,2,9,9,10,10,8,8,9,9,10,10,8,8,2,,50000,9
512930,7,9,7,7,8,8,7,7,7,7,7,8,7,8,8,8,8,9,9,9,8,8,2,1,,
512940,7,7,6,7,7,7,7,8,7,7,7,6,7,8,7,7,7,8,7,7,7,7,2,1,,
512941,7,7,7,8,7,7,7,7,7,7,7,8,9,8,7,7,7,8,7,8,7,8,2,1,,
512944,7,7,6,7,8,8,7,8,8,8,7,6,7,6,6,6,7,7,6,7,7,7,2,1,,
