nquest,pro1,pro2,pro3,pro4,pro5,pro6,tipoimm,quopro,pro7,pro8,pro9,pro10,anposs,supab,ancostr,supte,suptm,usoimm,valabit,affitto,affeff,affimp,poss,immdove,immreg,immest
864532,1,,,,,,1,50,0,0,0,0,2011,100,1870,,,1,200000,2,0,5000,3,2,19,
864532,1,,,,,,1,50,0,0,0,0,1981,120,1950,,,1,250000,2,0,8000,1,2,19,
864555,1,,,,,,1,100,0,0,0,0,2006,185,2006,,,3,50000,2,0,200,6,2,,235
864715,1,,,,,,6,100,0,0,0,0,1985,40,1982,,,3,30000,2,0,100,1,1,,
864715,2,,,,,,4,100,0,0,0,0,1982,35,1960,,,8,40000,1,1500,,3,1,,
864715,2,,,,,,7,100,0,0,0,0,,,,1,,9,50000,2,0,500,3,1,,
864726,1,2,,,,,7,100,0,0,0,0,,,,,4000,9,4000,2,0,200,1,1,,
865168,1,,,,,,1,100,0,0,0,0,2002,66,2002,,,4,100000,1,6600,,2,1,,
865314,1,,,,,,8,50,0,0,0,0,,,,,100,14,300,2,0,100,3,1,,
865314,1,,,,,,8,50,0,0,0,0,,,,1,,11,2000,2,0,100,3,1,,
865393,1,2,,,,,7,100,0,0,0,0,,,,,630,11,5000,2,0,100,2,1,,
865399,1,,,,,,1,10,0,0,0,0,2008,200,1950,,,8,100000,2,0,5000,3,1,,
865399,1,,,,,,1,10,0,0,0,0,2008,250,1950,,,14,220000,2,0,5000,3,1,,
865402,1,2,,,,,1,100,0,0,0,0,1983,80,1983,,,1,25000,2,0,600,7,2,,235
865409,2,,,,,,1,100,0,0,0,0,1983,90,1950,,,8,30000,2,0,1200,2,2,,245
865481,,,,,,6,7,100,0,0,0,0,,,,1,,9,35000,2,0,100,3,1,,
865498,2,4,,,,,7,100,0,0,0,0,,,,3,,9,12000,2,0,600,3,1,,
865509,1,,,,,,8,100,0,0,0,0,,,,2,,3,80000,2,0,150,3,1,,
865509,1,,,,,,3,100,0,0,0,0,1980,150,1950,,,2,120000,2,0,800,6,1,,
865559,1,,,,,,1,100,0,0,0,0,1978,90,1978,,,1,140000,2,0,1000,1,2,12,
865571,1,2,,,,,3,100,0,0,0,0,2001,120,1960,,,2,120000,2,0,1200,1,1,,
866028,1,,,,,,1,100,0,0,0,0,2001,60,1935,,,8,80000,2,0,3600,3,1,,
866028,2,,,,,,1,100,0,0,0,0,2000,100,1958,,,8,80000,2,0,3600,3,1,,
866071,1,,,,,,5,50,0,0,0,0,2009,150,1968,,,8,60000,2,0,4000,3,1,,
866075,2,,,,,,1,25,0,0,0,0,1999,60,1920,,,8,,2,0,100,3,1,,
866075,2,,,,,,1,25,0,0,0,0,1999,60,1920,,,8,,2,0,100,3,1,,
866075,2,,,,,,1,25,0,0,0,0,1999,60,1920,,,8,,2,0,100,3,1,,
866075,2,,,,,,1,25,0,0,0,0,1999,60,1920,,,8,,2,0,100,3,1,,
866075,1,,,,,,1,15,0,0,0,0,2010,30,1677,,,1,,2,0,2000,3,1,,
866075,1,,,,,,1,15,0,0,0,0,2010,60,1677,,,1,20000,2,0,1000,3,1,,
866104,1,,,,,,7,100,0,0,0,0,,,,2,,11,2000,2,0,500,3,2,16,
866104,1,2,,,,,6,100,0,0,0,0,1981,15,1970,,,3,20000,2,0,700,1,1,,
866104,1,2,,,,,1,100,0,0,0,0,1974,70,1800,,,1,70000,2,0,1800,1,1,,
866104,1,,,,,,1,100,0,0,0,0,1978,150,1974,,,1,80000,2,0,1000,3,2,16,
866106,1,,,,,,7,50,0,0,0,0,,,,,500,9,3000,2,0,500,3,1,,
866106,1,,,,,,1,50,0,0,0,0,2001,60,1800,,,8,30000,2,0,1000,3,1,,
866116,1,,,,,,7,75,0,0,0,0,,,,,1500,9,100000,2,0,100,1,1,,
866116,1,,,,,,1,75,0,0,0,0,1975,70,1970,,,14,140000,2,0,6000,1,1,,
866226,1,,,,,,6,100,0,0,0,0,1990,35,1990,,,2,12000,2,0,60,1,1,,
866299,1,,,,,,8,100,0,0,0,0,,,,,250,11,15000,2,0,1500,3,1,,
866324,1,,,,,,1,12,0,0,0,0,2010,100,2010,,,6,180000,1,4500,,3,2,16,
866324,1,,,,,,1,12,0,0,0,0,2008,200,1980,,,13,250000,2,0,6000,3,2,16,
866324,1,,,,,,1,12,0,0,0,0,2008,160,1981,,,1,300000,2,0,6000,3,2,16,
866359,1,2,,,,,7,100,0,0,0,0,,,,,5000,11,10000,2,0,1000,3,1,,
866359,2,,,,,,1,100,0,0,0,0,2000,50,1940,,,8,80000,2,0,4000,3,1,,
866507,1,,,,,,2,100,0,0,0,0,2003,60,1950,,,2,100000,2,0,3500,1,1,,
866541,1,2,,,,,1,100,0,0,0,0,2009,240,2009,,,15,40000,2,0,300,6,2,,305
866575,1,,,,,,7,33,0,0,0,0,,,,,5000,11,1000,2,0,100,3,1,,
866575,1,,,,,,7,33,0,0,0,0,,,,,1000,11,1000,2,0,100,3,2,4,
866575,1,,,,,,1,50,0,0,0,0,1987,20,1900,,,4,40000,1,2000,,3,1,,
866575,1,,,,,,1,50,0,0,0,0,1987,20,1900,,,4,40000,1,2000,,3,1,,
866575,1,,,,,,1,50,0,0,0,0,1985,40,1900,,,4,80000,1,3000,,3,1,,
866575,1,,,,,,1,50,0,0,0,0,1987,40,1900,,,4,80000,1,3000,,3,1,,
866575,1,,,,,,4,50,0,0,0,0,1985,45,1900,,,5,100000,1,6000,,3,1,,
866575,1,,,,,,1,33,0,0,0,0,1978,80,1900,,,3,300000,2,0,24000,3,1,,
866575,1,,,,,,4,33,0,0,0,0,1978,150,1900,,,2,500000,2,0,20000,3,1,,
866585,1,,,,,,1,100,0,0,0,0,2002,100,1800,,,8,200000,2,0,1000,3,1,,
866594,1,,,,,,1,50,0,0,0,0,1990,50,1970,,,1,100000,2,0,5000,5,2,19,
866597,1,,,,,,7,100,0,0,0,0,,,,,7000,9,3500,2,0,100,1,1,,
866597,1,,,,,,1,100,0,0,0,0,2002,100,2002,,,1,100000,2,0,400,6,1,,
866627,1,,,,,,1,20,0,0,0,0,2001,120,1950,,,13,200000,2,0,600,3,1,,
866649,1,2,,,,,1,100,0,0,0,0,1987,104,1980,,,1,50000,2,0,200,1,2,18,
866698,1,,,,,,2,100,0,0,0,0,1996,80,1920,,,2,120000,2,0,300,1,1,,
866698,1,,,,,,1,100,0,0,0,0,2006,160,1950,,,14,500000,2,0,1200,1,1,,
866960,2,,,,,,1,100,0,0,0,0,1990,130,1960,,,14,75000,2,0,850,3,1,,
866960,2,,,,,,1,100,0,0,0,0,1990,120,1980,,,14,600000,2,0,9000,3,1,,
866960,2,,,,,,1,100,0,0,0,0,1990,120,1970,,,1,800000,2,0,9000,1,1,,
867201,1,,,,,,7,100,0,0,0,0,,,,,3000,9,5000,2,0,100,5,1,,
867216,1,,,,,,1,15,0,0,0,0,2009,100,1973,,,3,300000,2,0,500,3,1,,
867216,1,,,,,,1,15,0,0,0,0,2009,300,1984,,,1,500000,2,0,1000,3,1,,
867344,1,2,,,,,6,100,0,0,0,0,2012,40,2012,,,3,100000,2,0,3600,1,1,,
867344,1,2,,,,,1,100,0,0,0,0,2011,70,2008,,,1,150000,2,0,4800,1,1,,
867357,1,,,,,,3,100,0,0,0,0,2000,15,2000,,,4,20000,1,2400,,1,1,,
867357,1,,,,,,1,100,0,0,0,0,2007,45,1950,,,4,90000,1,5400,,3,1,,
867462,1,,,,,,1,100,0,0,0,0,2000,48,2000,,,14,90000,2,0,450,2,1,,
867618,2,,,,,,7,33,0,0,0,0,,,,,500,11,20000,2,0,1000,3,1,,
867618,2,,,,,,1,100,0,0,0,0,2012,38,1947,,,8,35000,2,0,600,1,1,,
867641,1,,,,,,7,33,0,0,0,0,,,,,1000,9,10000,2,0,1000,3,1,,
867641,1,,,,,,1,33,0,0,0,0,1973,40,1900,,,14,50000,2,0,200,3,1,,
867641,1,,,,,,8,33,0,0,0,0,,,,,1000,11,100000,2,0,1000,3,1,,
867653,1,,,,,,7,100,0,0,0,0,,,,15,,12,80000,2,0,5000,1,2,,311
867838,2,,,,,,4,100,0,0,0,0,2012,40,1900,,,2,130000,2,0,6000,3,1,,
867913,1,,,,,,3,50,0,0,0,0,2000,130,1970,,,2,100000,2,0,1000,3,1,,
868093,2,,,,,,1,15,0,0,0,0,2012,800,1940,,,2,1300000,2,0,3000,3,1,,
868098,2,,,,,,1,100,0,0,0,0,2008,100,1950,,,4,280000,1,6000,,4,1,,
868117,2,,,,,,1,50,0,0,0,0,2000,90,1950,,,8,100000,2,0,5000,3,1,,
868152,1,2,,,,,7,100,0,0,0,0,,,,,700,9,10000,2,0,500,1,1,,
868251,2,,,,,,3,100,0,0,0,0,1999,500,1970,,,2,50000,2,0,4000,3,1,,
868251,2,,,,,,7,100,0,0,0,0,,,,14,,3,100000,2,0,20000,3,1,,
868264,2,,,,,,5,50,0,0,0,0,2008,100,1990,,,13,200000,2,0,12000,1,1,,
868334,1,,,,,,3,100,0,0,0,0,2000,600,1999,,,2,550000,2,0,2000,6,1,,
868361,1,,,,,,7,100,0,0,0,0,,,,,2400,8,100000,2,0,1000,3,1,,
868456,2,,,,,,3,100,0,0,0,0,1986,80,1950,,,2,50000,2,0,2200,3,1,,
868456,2,,,,,,7,100,0,0,0,0,,,,10,,10,100000,2,0,4000,3,1,,
868474,1,2,,,,,1,100,0,0,0,0,2002,80,1970,,,1,80000,2,0,1000,1,1,,
868476,1,,,,,,7,50,0,0,0,0,,,,2,,11,10000,2,0,100,3,1,,
868476,1,,,,,,1,50,0,0,0,0,2009,95,1948,,,8,65000,2,0,3600,3,1,,
868538,1,2,,,,,7,100,0,0,0,0,,,,15,,3,150000,2,0,6000,2,1,,
868583,2,,,,,,7,100,0,0,0,0,,,,,3000,9,20000,2,0,500,3,1,,
868583,2,,,,,,1,100,0,0,0,0,2005,30,1960,,,1,25000,2,0,600,3,1,,
868591,1,,,,,,7,100,0,0,0,0,,,,2,,9,15000,2,0,1000,3,1,,
868591,1,,,,,,1,100,0,0,0,0,1985,150,1940,,,8,50000,2,0,2000,3,1,,
868591,1,,,,,,1,100,0,0,0,0,1974,80,1974,,,8,100000,2,0,4000,3,1,,
868593,1,,,,,,6,100,0,0,0,0,1978,40,1978,,,3,30000,2,0,1700,6,1,,
868692,1,2,,,,,6,100,0,0,0,0,1987,20,1987,,,3,20000,2,0,1000,2,1,,
868692,1,2,,,,,6,100,0,0,0,0,1987,20,1987,,,3,20000,2,0,1000,2,1,,
868692,1,2,,,,,3,100,0,0,0,0,1997,60,1994,,,15,100000,2,0,5000,2,1,,
868692,1,2,,,,,1,100,0,0,0,0,1987,95,1983,,,4,150000,1,1200,,2,1,,
868692,1,,,,,,1,100,0,0,0,0,1989,85,1860,,,15,170000,2,0,5000,3,1,,
868692,1,2,,,,,1,100,0,0,0,0,2007,115,2005,,,4,200000,1,6000,,2,1,,
868692,1,,,,,,7,100,0,0,0,0,,,,8,,9,240000,2,0,1000,3,1,,
868692,1,,,,,,4,100,0,0,0,0,1987,150,1958,,,2,300000,2,0,7000,3,1,,
868693,1,2,3,,,,7,60,0,0,0,0,,,,2,,9,30000,2,0,,3,1,,
868697,1,,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,,3,1,,
868697,1,,,,,,7,100,0,0,0,0,,,,2,,9,25000,2,0,,3,1,,
868762,2,,,,,,6,100,0,0,0,0,2010,16,1970,,,3,35000,2,0,3000,2,1,,
868762,1,,,,,,1,100,0,0,0,0,1991,76,1990,,,14,200000,2,0,7200,2,1,,
868777,1,,,,,,7,100,0,0,0,0,,,,,3000,14,10000,2,0,1000,3,2,16,
868777,1,,,,,,1,100,0,0,0,0,1982,64,1960,,,1,100000,2,0,3000,3,2,16,
869003,1,,,,,,1,25,0,0,0,0,2007,87,1974,,,13,150000,2,0,4800,3,1,,
869003,1,,,,,,1,25,0,0,0,0,2007,200,1966,,,14,400000,2,0,6000,3,1,,
869019,1,,,,,,1,15,0,0,0,0,2003,300,1960,,,1,280000,2,0,4000,1,1,,
869035,1,,,,,,1,100,0,0,0,0,1990,50,1989,,,4,70000,1,4800,,4,1,,
869035,1,,,,,,1,100,0,0,0,0,1998,100,1998,,,14,200000,2,0,6000,3,1,,
869035,1,,,,,,1,100,0,0,0,0,1990,300,1990,,,13,500000,2,0,12000,4,1,,
869038,1,,,,,,1,100,0,0,0,0,2003,42,2002,,,4,100000,1,4800,,2,1,,
871001,1,,,,,,7,30,0,0,0,0,,,,,2500,10,20000,2,0,250,5,1,,
871001,1,,,,,,1,100,0,0,0,0,1990,160,1980,,,8,100000,2,0,250,3,1,,
871003,1,,,,,,7,100,0,0,0,0,,,,,5000,11,40000,2,0,1000,3,1,,
871003,1,,,,,,7,100,0,0,0,0,,,,,5000,9,100000,2,0,2000,1,1,,
871066,1,,,,,,1,100,0,0,0,0,1980,90,1980,,,1,100000,2,0,500,3,1,,
871107,1,2,,,,,7,100,0,0,0,0,,,,,3000,3,15000,2,0,1000,1,1,,
871107,1,,,,,,7,100,0,0,0,0,,,,1,,3,30000,2,0,3000,3,1,,
871107,1,,,,,,1,100,0,0,0,0,2006,80,2006,,,2,120000,2,0,5000,1,1,,
871107,1,,,,,,4,100,0,0,0,0,2006,180,1983,,,2,180000,2,0,6000,1,1,,
871107,1,2,,,,,4,100,0,0,0,0,2006,100,2006,,,4,200000,1,12000,,1,1,,
871107,1,2,,,,,1,100,0,0,0,0,2006,200,2006,,,2,550000,2,0,12000,1,1,,
871183,1,2,,,,,7,100,0,0,0,0,,,,15,,10,50000,2,0,5000,3,1,,
871191,1,,,,,,6,100,0,0,0,0,2004,24,2002,,,4,30000,2,0,1500,5,1,,
871191,2,,,,,,1,90,0,0,0,0,2005,90,1970,,,4,100000,2,0,6000,5,1,,
871191,1,,,,,,7,10,0,0,0,0,,,,7,,12,100000,2,0,1000,5,1,,
871191,1,2,,,,,1,100,0,0,0,0,2008,100,1969,,,4,300000,2,0,7200,5,1,,
871191,1,,,,,,1,100,0,0,0,0,1969,100,1960,,,4,300000,2,0,7200,5,1,,
871191,1,,,,,,2,100,0,0,0,0,1987,60,1985,,,5,300000,1,7000,,5,1,,
871191,2,,,,,,1,50,0,0,0,0,2008,150,1970,,,1,350000,2,0,12000,5,1,,
871191,1,,,,,,1,11,0,0,0,0,1982,100,1970,,,1,600000,2,0,15000,5,1,,
871215,1,,,,,,1,100,0,0,0,0,1990,90,1990,,,14,100000,2,0,4500,6,1,,
871215,1,,,,,,1,100,0,0,0,0,1990,90,1990,,,14,100000,2,0,4500,6,1,,
871215,1,,,,,,1,100,0,0,0,0,1990,90,1990,,,14,100000,2,0,4500,6,1,,
871215,1,,,,,,1,100,0,0,0,0,1990,90,1990,,,8,100000,2,0,4500,6,1,,
871215,1,,,,,,1,100,0,0,0,0,1990,90,1990,,,4,100000,2,0,4500,6,1,,
871263,1,,,,,,1,100,0,0,0,0,2001,90,1950,,,1,50000,2,0,2000,3,1,,
871277,1,2,,,,,1,100,0,0,0,0,1980,110,1975,,,14,80000,2,0,3000,5,1,,
871291,1,,,,,,7,50,0,0,0,0,,,,10,,10,100000,2,0,1000,4,1,,
871291,1,,,,,,1,20,0,0,0,0,1970,150,1920,,,2,250000,2,0,600,4,1,,
871345,1,2,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,500,1,2,,232
871412,3,,,,,,7,100,0,0,0,0,,,,,8500,10,400000,1,1000,,5,1,,
871427,1,,,,,,1,100,0,0,0,0,2000,110,1980,,,14,10000,2,0,1000,1,2,,314
871441,1,2,,,,,7,100,0,0,0,0,,,,,5000,9,250000,2,0,2000,1,1,,
871441,1,2,,,,,1,100,0,0,0,0,2000,300,1900,,,15,400000,2,0,12000,1,1,,
871442,1,2,,,,,8,50,0,0,0,0,,,,,1000,11,70000,2,0,100,1,1,,
871451,1,,,,,,1,100,0,0,0,0,2004,90,2003,,,4,180000,1,6500,,1,1,,
871463,1,2,,,,,7,100,0,0,0,0,,,,1,,3,100000,2,0,200,1,1,,
871463,1,,,,,,1,100,0,0,0,0,2003,80,1959,,,13,210000,2,0,7000,3,1,,
871463,1,2,,,,,1,100,0,0,0,0,1994,70,1930,,,14,300000,2,0,8000,1,1,,
871463,1,2,,,,,1,100,0,0,0,0,1994,110,1994,,,14,300000,2,0,8000,1,1,,
871470,4,,,,,,1,100,0,0,0,0,2005,75,2004,,,8,100000,2,0,5000,2,2,3,
871470,1,2,,,,,1,100,0,0,0,0,1996,120,1995,,,8,120000,2,0,5000,1,2,3,
871521,1,,,,,,1,100,0,0,0,0,1974,100,1930,,,1,150000,2,0,400,3,1,,
871578,2,,,,,,1,100,0,0,0,0,1990,100,1940,,,8,40000,2,0,2000,3,1,,
871617,1,2,,,,,7,100,0,0,0,0,,,,2,,11,8000,2,0,300,1,1,,
871617,1,2,,,,,7,100,0,0,0,0,,,,2,,9,8000,2,0,500,1,1,,
871617,1,2,,,,,7,100,0,0,0,0,,,,2,,11,8000,2,0,500,1,1,,
871617,1,2,,,,,6,100,0,0,0,0,1983,28,1983,,,3,10000,2,0,200,1,1,,
871617,1,,,,,,7,100,0,0,0,0,,,,8,,11,10000,2,0,500,1,1,,
871617,1,2,,,,,7,100,0,0,0,0,,,,2,,11,10000,2,0,600,1,1,,
871617,2,,,,,,7,100,0,0,0,0,,,,4,,9,16000,2,0,1000,3,1,,
871617,1,2,,,,,7,100,0,0,0,0,,,,22,,11,20000,2,0,2000,1,1,,
871631,2,,,,,,7,100,0,0,0,0,,,,,6000,9,4000,2,0,300,3,1,,
871631,2,,,,,,7,100,0,0,0,0,,,,1,,9,6000,2,0,500,3,1,,
871631,2,,,,,,7,100,0,0,0,0,,,,1,,9,8000,2,0,500,3,1,,
871642,1,,,,,,7,100,0,0,0,0,,,,,5000,9,4000,2,0,300,1,1,,
871642,1,,,,,,1,100,0,0,0,0,2002,40,1930,,,3,10000,2,0,600,3,1,,
871642,1,,,,,,6,100,0,0,0,0,1990,34,1920,,,3,10000,2,0,500,1,1,,
871643,1,,,,,,3,100,0,0,0,0,1970,20,1920,,,8,5000,2,0,300,3,1,,
871643,1,,,,,,3,100,0,0,0,0,1960,18,1920,,,8,5000,2,0,200,3,1,,
871643,2,,,,,,7,100,0,0,0,0,,,,3,,11,10000,2,0,1000,3,1,,
871697,3,,,,,,1,100,0,0,0,0,1991,95,1968,,,8,90000,2,0,500,3,1,,
871697,4,,,,,,1,100,0,0,0,0,1991,95,1968,,,8,90000,2,0,400,3,1,,
871697,2,,,,,,1,100,0,0,0,0,2011,100,1968,,,8,100000,2,0,500,3,1,,
871697,3,,,,,,1,100,0,0,0,0,2011,100,1968,,,8,100000,2,0,500,3,1,,
871697,4,,,,,,1,100,0,0,0,0,2011,100,1967,,,8,100000,2,0,500,3,1,,
871700,1,,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,1000,3,1,,
871711,1,,,,,,7,100,0,0,0,0,,,,3,,11,30000,2,0,500,3,1,,
871711,3,,,,,,1,100,0,0,0,0,2008,110,2008,,,14,250000,2,0,4000,5,1,,
871728,1,,,,,,7,100,0,0,0,0,,,,3,,11,30000,2,0,5000,3,1,,
871728,1,2,,,,,1,100,0,0,0,0,1990,80,1970,,,8,120000,2,0,5500,3,1,,
871728,1,2,,,,,1,100,0,0,0,0,1990,120,1973,,,4,120000,1,1440,,3,1,,
871728,1,2,,,,,1,100,0,0,0,0,1990,80,1973,,,4,120000,1,5400,,3,1,,
871728,1,2,,,,,1,100,0,0,0,0,1990,80,1973,,,4,120000,1,5400,,3,1,,
871728,1,,,,,,1,100,0,0,0,0,1973,120,1973,,,4,130000,1,3800,,3,1,,
871728,1,,,,,,1,100,0,0,0,0,2001,60,2001,,,1,130000,2,0,3600,2,2,20,
871728,1,2,,,,,3,100,0,0,0,0,2006,1000,2006,,,5,200000,1,24000,,2,1,,
871728,2,,,,,,1,100,0,0,0,0,1973,70,1972,,,1,250000,2,0,5000,2,1,,
871741,1,,,,,,7,100,0,0,0,0,,,,,2000,9,8000,2,0,300,3,1,,
871795,1,,,,,,1,100,0,0,0,0,1930,150,1900,,,8,250000,2,0,5000,3,1,,
871795,4,,,,,,1,100,0,0,0,0,2001,80,1983,,,8,300000,2,0,8000,1,1,,
871811,1,,,,,,3,100,0,0,0,0,2000,50,1950,,,14,100000,2,0,6000,3,1,,
871811,1,,,,,,1,100,0,0,0,0,1982,100,1982,,,14,300000,2,0,6000,5,1,,
871811,1,,,,,,7,100,0,0,0,0,,,,10,,10,400000,2,0,3000,3,1,,
871852,2,,,,,,7,100,0,0,0,0,,,,1,,9,150000,2,0,100,3,1,,
871908,1,2,,,,,4,100,0,0,0,0,1957,180,1957,,,2,250000,2,0,3000,1,1,,
871913,1,,,,,,1,100,0,0,0,0,2008,67,1890,,,8,70000,2,0,3000,3,2,12,
871946,1,,,,,,7,100,0,0,0,0,,,,,200,9,1000,2,0,150,3,1,,
871995,2,,,,,,3,100,0,0,0,0,1985,1000,1979,,,2,300000,2,0,30000,1,1,,
872015,1,2,,,,,2,100,0,0,0,0,2007,30,1970,,,3,100000,2,0,500,1,1,,
872027,1,,,,,,7,100,0,0,0,0,,,,,3000,14,100,2,0,100,3,2,18,
872036,1,,,,,,1,100,0,0,0,0,1996,50,1970,,,3,80000,2,0,400,1,1,,
872070,1,,,,,,1,50,0,0,0,0,2002,200,1930,,,8,250000,2,0,700,3,1,,
872077,1,,,,,,1,100,0,0,0,0,2007,100,1976,,,8,30000,2,0,50,3,2,18,
872077,1,2,,,,,1,100,0,0,0,0,1993,100,1970,,,1,70000,2,0,250,4,2,18,
872077,1,2,,,,,3,100,0,0,0,0,1989,400,1986,,,8,150000,2,0,350,6,2,18,
872107,1,2,,,,,8,100,0,0,0,0,,,,,6000,11,1000,2,0,100,3,1,,
872122,2,,,,,,3,100,0,0,0,0,1997,60,1982,,,2,80000,2,0,6000,3,1,,
872125,5,,,,,,7,100,0,0,0,0,,,,1,,9,70000,2,0,200,1,1,,
872128,1,,,,,,3,100,0,0,0,0,1991,50,1960,,,3,30000,2,0,1200,1,1,,
872130,2,,,,,,1,33,0,0,0,0,2009,90,1960,,,3,100000,2,0,1800,3,1,,
872132,1,,,,,,8,100,0,0,0,0,,,,10,,15,5000,2,0,100,1,1,,
872132,1,,,,,,8,100,0,0,0,0,,,,12,,15,7000,2,0,150,1,1,,
872132,1,,,,,,7,100,0,0,0,0,,,,1,,10,10000,2,0,100,1,1,,
872132,1,,,,,,7,100,0,0,0,0,,,,2,,10,22000,2,0,200,1,1,,
872133,1,2,,,,,1,100,0,0,0,0,1980,50,1980,,,13,200000,2,0,3600,5,2,12,
872137,1,,,,,,8,100,0,0,0,0,,,,,1200,11,5000,2,0,2300,3,1,,
872137,1,,,,,,3,100,0,0,0,0,1985,140,1985,,,2,30000,2,0,7200,6,1,,
872137,1,,,,,,1,100,0,0,0,0,1984,70,1984,,,14,120000,2,0,8400,3,1,,
872137,1,,,,,,1,100,0,0,0,0,1984,70,1984,,,14,120000,2,0,8400,6,1,,
872137,2,,,,,,1,100,0,0,0,0,2012,100,1895,,,15,150000,2,0,6000,1,1,,
872137,1,,,,,,7,100,0,0,0,0,,,,1,,9,250000,2,0,5000,3,1,,
872137,1,,,,,,1,100,0,0,0,0,1985,310,1985,,,2,390000,2,0,12000,6,1,,
872144,1,,,,,,1,100,0,0,0,0,2002,80,1946,,,14,80000,2,0,1800,3,1,,
872144,1,,,,,,4,100,0,0,0,0,2000,80,2000,,,2,110000,2,0,6000,6,1,,
872144,1,,,,,,7,100,0,0,0,0,,,,15,,11,150000,2,0,1500,3,1,,
872250,1,2,3,,,,3,33,0,0,0,0,2011,1000,1981,,,7,2000000,1,22000,,6,1,,
872261,1,,,,,,7,100,0,0,0,0,,,,1,,4,20000,1,1000,,3,1,,
872268,1,2,,,,,1,100,0,0,0,0,1988,70,1988,,,1,100000,2,0,4800,1,2,,215
872296,1,,,,,,7,100,0,0,0,0,,,,10,,10,250000,2,0,50000,3,1,,
872306,1,2,,,,,1,100,0,0,0,0,2008,75,1980,,,3,85000,2,0,400,1,1,,
872422,1,,,,,,2,80,0,0,0,0,2000,130,1998,,,2,100000,2,0,300,1,1,,
872422,1,,,,,,1,100,0,0,0,0,1998,120,1993,,,1,160000,2,0,400,1,1,,
872427,1,,,,,,1,100,0,0,0,0,1998,90,1996,,,4,80000,1,2000,,1,1,,
872450,1,,,,,,2,50,0,0,0,0,2006,100,2004,,,2,40000,2,0,200,3,1,,
872488,2,,,,,,1,100,0,0,0,0,2010,140,1985,,,8,160000,2,0,3800,3,1,,
872556,1,,,,,,7,100,0,0,0,0,,,,,1610,9,6000,2,0,200,3,1,,
872556,1,,,,,,1,100,0,0,0,0,2012,85,1970,,,4,70000,1,3000,,3,1,,
872571,1,,,,,,7,100,0,0,0,0,,,,,1500,9,10000,2,0,100,3,1,,
872583,1,,,,,,8,100,0,0,0,0,,,,,2000,3,50000,2,0,500,1,1,,
872600,1,2,,,,,7,100,0,0,0,0,,,,,1000,9,10000,2,0,100,1,1,,
872602,1,2,,,,,8,100,0,0,0,0,,,,1,,11,3000,2,0,500,1,1,,
872602,1,,,,,,8,33,0,0,0,0,,,,10,,11,4000,2,0,500,3,1,,
872602,1,2,,,,,7,100,0,0,0,0,,,,,800,9,10000,2,0,1000,1,1,,
872602,1,,,,,,1,33,0,0,0,0,2010,40,1990,,,3,30000,2,0,2000,6,1,,
872602,1,,,,,,7,33,0,0,0,0,,,,5,,3,110000,2,0,5000,3,1,,
872602,1,,,,,,1,33,0,0,0,0,2010,100,1940,,,14,160000,2,0,4800,3,1,,
872602,1,,,,,,1,33,0,0,0,0,2010,150,1920,,,13,220000,2,0,6000,3,1,,
872604,4,,,,,,7,100,0,0,0,0,,,,,6000,10,10000,2,0,3000,1,1,,
872604,1,,,,,,1,100,0,0,0,0,1998,64,1920,,,1,200000,2,0,4000,1,1,,
872604,4,,,,,,1,100,0,0,0,0,2008,200,1930,,,2,300000,2,0,1000,1,1,,
872619,1,,,,,,8,100,0,0,0,0,,,,,120,11,8000,2,0,100,3,1,,
872619,1,,,,,,1,100,0,0,0,0,1969,45,1930,,,4,100000,1,4200,,3,1,,
872620,1,,,,,,4,33,0,0,0,0,2007,180,1900,,,2,400000,2,0,3000,1,1,,
872659,1,,,,,,7,100,0,0,0,0,,,,1,,8,50000,2,0,100,3,2,6,
872659,1,,,,,,1,100,0,0,0,0,1972,100,1960,,,4,400000,1,4000,,1,1,,
872659,2,,,,,,1,100,0,0,0,0,1983,1000,1920,,,15,10000000,2,0,100000,3,1,,
872661,2,,,,,,1,100,0,0,0,0,1983,60,1900,,,4,120000,1,4800,,3,1,,
872661,1,,,,,,1,100,0,0,0,0,1953,100,1900,,,4,150000,1,4200,,3,1,,
872688,1,,,,,,7,100,0,0,0,0,,,,,200,9,5000,2,0,1000,3,1,,
872797,1,,,,,,1,100,0,0,0,0,1987,60,1987,,,4,150000,1,300,,2,1,,
872815,2,,,,,,1,25,0,0,0,0,1994,70,1960,,,15,130000,2,0,300,3,1,,
872852,1,2,,,,,1,100,0,0,0,0,1980,45,1930,,,1,120000,2,0,280,3,2,7,
872852,1,2,,,,,1,100,0,0,0,0,1980,55,1930,,,1,135000,2,0,320,3,2,7,
872868,1,,,,,,1,100,0,0,0,0,2000,130,1900,,,1,200000,2,0,7000,3,1,,
872935,1,2,,,,,7,100,0,0,0,0,,,,2,,9,30000,2,0,1000,3,1,,
872951,1,,,,,,3,20,0,0,0,0,1971,1000,1971,,,2,4000000,2,0,100000,6,1,,
872971,1,,,,,,1,100,0,0,0,0,1992,50,1992,,,3,50000,2,0,1000,2,2,,243
872982,1,,,,,,5,50,0,0,0,0,1990,230,1400,,,2,1000000,2,0,25000,1,1,,
