nquest,nord,intper,entepen,tipopen,decor,tpens,mesipen,arret,tarret,quotape,npens
683431,1,1,1,5,2004,730,13,2,0,,1
683437,1,1,1,5,2001,600,13,2,0,,1
683438,1,1,1,1,2002,1525,13,2,0,90,1
683438,2,1,1,1,2005,2000,13,2,0,99,1
683446,2,2,1,1,2008,1200,13,2,0,80,1
683453,2,2,1,4,2007,260,13,2,0,,1
683469,1,1,1,1,2008,1080,13,2,0,80,1
683544,1,1,1,1,1998,3500,13,2,0,110,1
683544,2,1,1,1,2006,1200,13,2,0,75,1
683611,3,1,1,4,2010,400,12,2,0,,1
683627,1,1,1,5,1988,900,13,2,0,,1
683645,1,1,1,1,2005,1100,13,2,0,90,1
683645,2,2,1,1,2005,600,13,2,0,70,1
683650,1,1,1,1,2002,770,13,2,0,70,1
683650,2,1,1,3,2009,470,13,2,0,,1
683660,1,1,1,1,1988,1200,13,2,0,70,1
683661,1,1,3,1,2012,2000,13,2,0,80,1
683670,1,1,1,1,1981,550,13,2,0,30,1
683670,1,1,1,5,2001,260,13,2,0,,2
683671,1,1,1,5,1987,620,13,2,0,,1
683675,1,1,1,3,2005,256,13,2,0,,1
683675,2,1,1,1,2009,936,13,2,0,70,1
683689,1,1,1,3,2004,750,13,2,0,,1
683689,5,2,1,3,1985,800,13,2,0,,1
683694,1,1,1,5,1995,650,13,2,0,,1
683696,1,1,2,1,1997,950,13,2,0,80,1
683696,2,1,2,1,2012,1150,13,2,0,80,1
683707,1,1,1,1,1999,1300,13,2,0,70,1
683727,1,1,1,5,2006,490,13,2,0,,1
683732,1,1,1,1,1989,600,13,2,0,100,1
683732,1,1,1,5,1998,270,13,2,0,,2
683737,2,1,1,5,1983,800,13,2,0,,1
683767,2,1,1,1,2006,880,13,2,0,80,1
683785,1,1,1,1,2011,1100,12,2,0,90,1
683803,1,1,1,1,2009,1000,13,2,0,70,1
683816,1,1,1,1,1982,1150,13,2,0,85,1
683816,2,2,1,1,1986,1000,13,2,0,85,1
683829,1,1,1,1,1989,1200,13,2,0,60,1
683829,1,1,1,4,1990,230,12,2,0,,2
683829,2,2,1,1,1991,489,13,2,0,100,1
683881,1,1,1,5,1984,500,13,2,0,,1
683882,1,1,2,1,1993,1250,13,2,0,80,1
683882,2,1,2,1,2006,1700,13,2,0,80,1
683896,2,1,3,1,1992,1100,13,2,0,70,1
683897,1,1,1,1,2009,500,13,2,0,60,1
683897,1,1,1,5,2009,1200,13,2,0,,2
683910,1,1,2,1,1992,2166,13,2,0,94,1
683910,2,2,1,1,1996,523,13,2,0,55,1
683974,1,1,1,2,1991,500,12,2,0,,1
683974,2,1,1,1,1992,700,13,2,0,60,1
683978,1,1,1,1,1977,750,13,2,0,65,1
683978,1,1,5,1,1991,400,12,2,0,45,2
683978,2,1,1,1,1997,450,13,2,0,55,1
683991,2,1,1,1,2010,1000,13,2,0,60,1
683996,1,1,1,1,1975,600,13,2,0,80,1
683996,1,1,1,3,2012,400,13,2,0,,2
684005,1,1,1,4,1974,250,13,2,0,,1
684005,2,1,1,4,1974,250,13,2,0,,1
684035,1,1,1,1,1993,645,13,2,0,70,1
684037,1,1,1,1,1986,1985,13,2,0,100,1
684037,2,2,1,1,1987,837,13,2,0,100,1
684131,1,1,1,1,1998,2800,13,2,0,70,1
684131,2,2,1,1,1989,1600,13,2,0,70,1
684135,1,1,1,5,1997,500,13,2,0,,1
684141,1,1,1,1,1995,1400,13,2,0,80,1
684218,2,1,1,1,1990,800,13,2,0,70,1
684222,1,1,1,1,1992,680,13,2,0,70,1
684228,1,1,1,1,1993,1920,13,2,0,80,1
684242,1,1,1,5,1990,1130,13,2,0,,1
684280,1,1,1,1,2010,1200,13,2,0,70,1
684290,1,1,1,1,2009,950,13,2,0,90,1
684290,2,1,1,1,2001,950,13,2,0,80,1
684359,1,1,1,1,2005,1000,13,2,0,80,1
684434,1,1,1,1,2003,800,13,2,0,55,1
684434,2,1,1,1,2007,1200,13,2,0,65,1
684442,1,1,1,1,2005,910,13,2,0,65,1
684448,1,1,1,1,2008,1700,13,1,5000,80,1
684454,1,1,1,1,2005,1000,12,2,0,50,1
684454,2,1,1,1,2005,500,12,2,0,40,1
684491,1,1,1,1,2009,790,13,2,0,70,1
684496,2,2,1,1,1962,500,13,2,0,60,1
684496,2,2,1,3,1990,180,13,2,0,,3
684496,2,2,1,5,2004,400,13,2,0,,2
684503,1,1,1,1,1998,1100,13,2,0,60,1
684503,2,2,1,1,1993,1350,13,2,0,90,1
684524,1,1,1,1,1996,650,13,2,0,80,1
684524,1,1,1,5,2000,350,13,2,0,,2
684539,1,1,1,1,1990,800,13,2,0,80,1
684557,1,1,1,1,2000,1900,12,2,0,90,1
684557,2,1,1,1,2012,470,12,2,0,80,1
684564,2,2,1,1,1996,1450,13,2,0,100,1
684574,1,1,1,1,1992,1980,13,2,0,110,1
684574,2,1,1,3,2009,256,13,2,0,,1
684592,1,1,1,1,2006,620,13,2,0,30,1
684592,2,1,1,1,2006,620,13,2,0,30,1
684642,3,1,1,4,2002,400,12,2,0,,1
684664,1,1,1,1,1988,600,13,2,0,100,1
684664,1,1,1,5,2008,500,12,2,0,,2
684665,1,1,1,5,2001,450,13,2,0,,1
684673,1,1,1,5,2008,1000,13,2,0,,1
684675,1,1,1,1,1996,,12,2,0,,1
684684,1,1,1,1,1983,1340,13,2,0,90,1
684684,2,1,1,1,1987,1100,13,2,0,40,1
684727,2,1,1,1,1985,800,13,2,0,80,1
684784,1,1,1,1,2004,1000,13,2,0,70,1
684797,1,1,1,1,1997,1870,13,2,0,80,1
684797,2,1,1,1,2006,113,13,2,0,10,1
684839,1,1,1,1,1987,750,13,2,0,50,1
684882,1,1,1,4,2011,260,13,2,0,,2
684882,1,1,1,5,1984,560,13,2,0,,1
684885,2,1,1,1,2008,2000,13,2,0,90,1
684895,1,1,1,1,2004,750,13,2,0,50,1
684895,2,2,1,2,2010,450,13,2,0,,1
684927,1,1,1,1,1989,650,13,2,0,65,1
684928,1,1,1,1,1979,800,13,2,0,65,1
685056,1,1,1,5,2008,460,13,2,0,,1
685085,1,1,1,5,2002,450,13,2,0,,1
685085,2,1,1,3,1980,800,13,2,0,,1
685100,1,1,1,1,2008,1150,13,2,0,70,1
685100,2,2,1,1,2012,580,13,2,0,50,1
685124,1,1,1,1,2010,650,13,2,0,60,1
685130,2,1,1,1,1990,1460,13,2,0,80,1
685146,1,1,1,1,2004,1100,13,2,0,90,1
685148,2,1,1,1,1993,1400,13,2,0,100,1
685149,1,1,2,1,1997,1700,13,2,0,100,1
685150,1,1,2,1,2010,1500,13,2,0,100,1
685153,1,1,1,2,1988,400,13,2,0,,1
685153,2,1,1,1,1991,560,13,2,0,60,1
685192,2,1,1,1,1994,1800,13,2,0,70,1
685196,1,1,4,3,2002,248,12,2,0,,1
685196,3,1,1,4,2003,250,12,2,0,,1
685258,1,1,1,1,1998,1450,13,2,0,80,1
685284,1,1,1,1,1973,478,13,2,0,30,1
685297,1,1,1,1,1991,450,13,2,0,70,1
685297,1,1,1,5,1984,200,13,2,0,,2
685297,2,2,1,1,1982,450,13,2,0,60,1
685300,1,1,1,1,2011,1500,13,2,0,90,1
685368,4,1,1,4,1997,770,13,2,0,,1
685423,1,1,1,1,2002,2100,13,2,0,75,1
685423,2,1,2,1,2009,1800,13,2,0,85,1
685451,1,1,3,2,1989,501,13,2,0,,1
685451,2,1,1,1,1988,1210,13,2,0,80,1
685454,1,1,1,1,1991,1620,13,2,0,70,1
685454,2,1,1,1,1987,690,13,2,0,50,1
685454,2,1,1,4,2001,257,13,2,0,,2
685454,3,1,1,3,1977,450,13,2,0,,1
685454,3,1,1,3,2007,420,13,2,0,,3
685454,3,1,1,4,1992,256,13,2,0,,2
685454,4,4,1,5,1987,650,13,2,0,,1
685466,1,1,1,1,1997,230,13,2,0,30,2
685466,1,1,2,1,1985,1200,13,2,0,90,1
685466,2,2,2,1,1988,1000,13,2,0,90,1
685481,1,1,1,3,1995,670,13,2,0,,1
685503,1,1,1,1,1990,900,13,2,0,100,1
685505,1,1,1,1,1992,1100,13,2,0,80,1
685528,1,1,1,1,2006,1204,13,2,0,80,1
685537,1,1,1,1,2010,980,13,2,0,60,1
685560,1,1,1,5,1983,787,13,2,0,,1
685582,1,1,1,1,1994,1350,13,2,0,90,1
685582,2,2,1,1,1994,1040,13,2,0,70,1
685589,1,1,1,1,2004,1420,13,2,0,80,1
685589,2,2,1,1,2005,370,13,2,0,50,1
685622,2,1,1,1,2012,1400,13,1,2800,70,1
685650,1,1,1,1,1997,1200,13,2,0,80,1
685681,1,1,1,2,1989,500,13,2,0,,1
685681,2,2,1,1,1997,2500,13,2,0,100,1
685695,1,1,1,1,2007,2000,13,2,0,90,1
685727,1,1,1,5,1990,500,13,2,0,,1
685733,1,1,1,5,1999,740,13,2,0,,1
685734,1,1,1,1,2004,890,13,2,0,60,1
685734,1,1,1,5,2007,520,13,2,0,,2
685742,1,1,1,1,1986,400,13,2,0,60,1
685742,1,1,1,5,2012,200,13,2,0,,2
685747,1,1,1,1,1998,400,13,2,0,50,1
685747,2,1,1,1,1981,500,13,2,0,50,1
685769,1,1,1,5,2002,870,13,2,0,,1
685780,1,1,1,1,2004,2300,13,2,0,90,1
685805,2,2,1,1,2005,460,13,2,0,100,1
685836,1,1,1,1,2009,1850,13,2,0,90,1
685854,1,1,1,1,2000,1200,13,2,0,10,1
685854,2,2,1,1,2009,500,13,2,0,50,1
685874,1,1,1,5,1993,870,13,2,0,,1
685891,1,1,1,1,2004,1500,13,2,0,80,1
685891,2,2,1,1,2008,650,13,2,0,90,1
685895,1,1,1,1,2005,1300,13,2,0,50,1
685902,1,1,1,5,2008,900,13,2,0,,1
685906,1,1,1,3,2011,230,13,1,4000,,1
685906,2,1,1,1,2007,900,13,2,0,80,1
685930,1,1,1,1,1997,1250,13,2,0,100,1
685930,1,1,4,3,1975,700,12,1,350,,2
685930,2,2,1,1,1994,500,14,2,0,50,1
685956,5,1,1,1,1985,1100,13,2,0,90,1
685956,6,1,1,1,1998,500,13,2,0,80,1
685965,1,1,1,1,2011,900,12,2,0,60,1
685969,1,1,1,1,1997,1100,13,2,0,80,1
686019,1,1,1,1,2001,620,13,2,0,60,1
686019,2,1,1,1,1996,1350,13,2,0,85,1
686032,1,1,2,1,2005,1760,13,2,0,80,1
686032,2,1,1,1,1984,650,13,2,0,60,1
686073,1,1,1,1,1984,530,13,2,0,50,1
686073,1,1,1,5,2011,480,13,2,0,,2
686091,1,1,1,1,1992,400,13,2,0,55,1
686091,2,1,1,1,1992,1000,13,2,0,65,1
686092,1,1,1,1,1987,400,13,2,0,60,1
686092,1,1,1,1,1989,400,13,2,0,60,2
686092,2,2,1,1,1989,400,13,2,0,2,2
686092,2,2,1,1,1989,400,13,2,0,60,1
686094,1,1,1,1,1994,1700,13,2,0,70,1
686103,1,1,2,1,1997,1000,13,2,0,80,1
686103,2,2,1,1,2003,1100,13,2,0,50,1
686133,1,1,1,1,2004,1600,13,2,0,80,1
686134,1,1,1,1,2006,2100,13,2,0,85,1
686134,2,2,2,1,2009,1100,13,2,0,80,1
686135,1,1,1,1,2007,1700,13,2,0,70,1
686172,4,1,5,5,1987,2300,12,2,0,,1
686173,1,1,2,1,2007,1450,13,2,0,100,1
686184,1,1,1,1,1986,800,13,2,0,80,1
686190,2,1,1,1,1997,1000,13,2,0,80,1
686259,1,1,2,5,2009,1150,13,2,0,,1
686286,1,1,1,1,1992,700,13,2,0,60,1
686289,1,1,1,1,2011,600,13,2,0,50,1
686289,2,2,1,1,2011,1100,13,2,0,80,1
686293,1,1,6,1,2001,600,12,2,0,70,1
686293,1,1,6,5,2007,300,12,2,0,,2
686304,3,1,1,3,2010,450,12,2,0,,2
686304,3,1,1,5,1989,750,13,2,0,,1
686314,1,1,1,1,1996,870,13,2,0,90,1
686325,1,1,1,5,1997,1100,13,2,0,,1
686423,1,1,1,1,1996,870,13,2,0,40,1
686423,2,2,1,1,2004,700,13,2,0,70,1
686429,1,1,1,1,1988,400,13,2,0,50,1
686429,1,1,1,1,1994,200,13,2,0,50,2
686433,1,1,1,1,2008,950,13,2,0,60,1
686433,2,2,1,1,2009,650,13,2,0,40,1
686494,1,1,1,1,2005,1280,12,2,0,80,1
686494,2,2,1,1,1998,1420,12,2,0,80,1
686495,1,1,1,1,1997,1180,12,2,0,80,1
686501,1,1,1,1,1993,600,13,2,0,70,1
686501,1,1,1,5,1989,500,13,2,0,,2
686522,1,1,1,5,1998,600,13,2,0,,1
686538,1,1,1,3,1979,320,13,2,0,,1
686538,1,1,1,5,2004,710,13,2,0,,2
686543,1,1,1,1,2012,1000,13,2,0,80,1
686558,1,1,1,1,2007,1400,13,2,0,60,1
686559,1,1,1,1,1972,800,13,2,0,85,1
686559,1,1,1,5,1981,400,13,2,0,,2
686571,1,1,1,1,2010,800,13,2,0,80,1
686571,1,1,1,5,2009,400,13,2,0,,2
686579,1,1,1,5,1997,625,13,2,0,,1
686601,1,1,1,1,1988,600,13,2,0,60,1
686602,1,1,2,1,1987,1200,13,2,0,60,1
686658,1,1,1,1,2008,800,13,2,0,80,1
686661,1,1,1,1,2012,490,13,2,0,40,1
686661,2,1,1,1,1994,1470,13,2,0,60,1
686742,2,1,1,1,2011,1200,13,2,0,80,1
686757,1,1,1,1,2007,1800,13,2,0,80,1
686757,2,2,1,1,2009,1300,13,2,0,70,1
686760,1,1,1,1,1985,680,12,2,0,70,1
686760,2,2,1,2,1989,604,12,2,0,,1
686806,1,1,1,4,2007,268,13,2,0,,1
686810,1,1,1,1,2003,800,12,2,0,50,1
686829,1,1,1,1,1988,520,13,2,0,60,1
686829,1,1,1,5,1980,270,13,2,0,,2
686831,1,1,1,1,1997,470,13,2,0,60,1
686831,1,1,1,5,2010,230,13,2,0,,2
686862,1,1,1,5,2012,473,13,2,0,,1
686863,1,1,1,1,1997,1100,13,2,0,90,1
686870,1,1,1,1,2002,470,13,2,0,80,1
686870,1,1,1,5,1989,180,13,2,0,,2
686893,1,1,1,5,2007,830,13,2,0,,1
686898,1,1,1,5,1991,680,13,2,0,,1
686913,1,1,1,1,2003,690,13,2,0,70,1
686913,2,2,1,1,2003,380,13,2,0,40,1
686920,1,1,1,1,1971,430,13,2,0,60,1
686920,1,1,1,5,2007,700,13,2,0,,2
686940,1,1,5,1,1997,2600,13,2,0,100,1
687007,1,1,1,5,1979,500,13,2,0,,1
687007,1,1,2,5,1979,700,13,2,0,,2
687018,1,1,1,1,1982,500,13,2,0,50,1
687018,2,2,1,1,1989,480,13,2,0,50,1
687024,1,1,1,1,2001,2000,13,2,0,80,1
687024,2,1,1,1,2005,1000,13,2,0,70,1
687030,1,1,1,1,2007,950,13,2,0,70,1
687030,2,1,1,1,2003,1800,13,2,0,80,1
687033,1,1,1,5,2000,700,13,2,0,,1
687039,2,2,2,1,1980,1680,13,2,0,80,1
687056,1,1,1,1,2005,970,13,2,0,40,1
687063,1,1,1,1,2002,2300,13,2,0,80,1
687075,1,1,1,1,2003,875,13,2,0,80,1
687099,1,1,1,1,1996,1350,13,2,0,80,1
687099,2,2,1,1,1996,1300,13,2,0,80,1
687132,1,1,1,1,1998,1560,13,2,0,80,1
687147,1,1,1,1,1994,1000,13,2,0,70,1
687147,2,2,1,1,2003,450,13,2,0,40,1
687157,1,1,1,4,1956,256,13,2,0,,1
687157,1,1,1,5,1991,450,7,2,0,,2
687164,1,1,1,5,1983,525,13,2,0,,1
687164,2,2,1,1,2010,1120,13,2,0,70,1
687213,1,1,1,1,1989,1200,13,2,0,100,1
687213,2,2,1,1,1995,700,13,2,0,100,1
687218,1,1,2,1,2010,1600,13,2,0,100,1
687248,3,1,1,1,1986,525,13,1,480,60,1
687250,1,1,1,1,2008,1900,13,2,0,50,1
687250,2,1,2,1,1992,1200,13,2,0,50,1
687287,2,1,1,1,2003,590,13,2,0,50,1
687291,2,1,1,1,2012,1300,13,2,0,60,1
687303,1,1,1,3,2004,480,13,2,0,,1
687304,2,1,1,4,2010,240,13,2,0,,1
687305,2,1,1,1,2012,470,7,2,0,90,1
687322,1,1,1,5,2005,960,13,2,0,,1
687322,2,1,4,5,2005,226,12,2,0,,1
687322,3,1,4,5,2005,226,12,2,0,,1
687324,1,1,1,3,1999,256,13,2,0,,2
687324,1,1,1,5,1981,870,13,2,0,,1
687328,1,1,1,1,1985,526,13,2,0,60,1
687328,2,2,1,3,1976,480,13,2,0,,1
687328,3,1,1,1,2005,660,13,2,0,50,1
687353,1,1,1,1,1990,1500,13,2,0,90,1
687353,2,2,1,1,1992,770,13,2,0,70,1
687356,1,1,1,1,1987,420,13,2,0,80,1
687356,1,1,1,5,1999,190,13,2,0,,2
687361,1,1,1,1,1985,927,13,2,0,50,1
687404,1,1,1,1,2011,2800,13,2,0,90,1
687463,1,1,1,3,2000,1200,13,2,0,,1
687471,1,1,1,1,2000,790,13,2,0,40,1
687471,2,1,1,1,2011,860,13,2,0,40,1
687491,1,1,1,5,1984,850,13,2,0,,1
687576,1,1,1,1,1984,1100,13,2,0,80,1
687576,1,1,4,1,1965,1500,12,2,0,,2
687582,1,1,2,1,2002,1650,13,2,0,80,1
687582,2,1,2,1,1991,1350,13,2,0,50,1
687600,1,1,1,5,2006,1200,13,2,0,,1
687600,2,1,1,5,2006,460,13,2,0,,1
687600,3,1,1,5,2006,460,13,2,0,,1
687630,1,1,1,5,2008,490,13,2,0,,1
687685,1,1,1,5,1979,1200,13,2,0,,1
687831,1,1,1,5,2005,770,13,2,0,,1
687833,1,1,1,2,2003,500,13,2,0,,1
687841,1,1,1,2,2010,450,13,2,0,,1
687845,1,1,1,1,1993,700,13,2,0,80,1
687849,2,2,1,2,2005,600,13,2,0,,1
687851,1,1,1,2,1995,450,13,2,0,,1
687878,1,1,1,1,2010,800,13,2,0,90,1
687883,2,2,1,2,2005,455,13,2,0,,1
687888,1,1,1,1,2007,1100,13,2,0,60,1
687888,2,1,1,1,2008,1450,13,2,0,70,1
687892,1,1,1,1,1990,700,13,2,0,80,1
687892,2,1,1,1,1980,950,13,2,0,70,1
687893,2,1,1,1,1985,900,13,2,0,80,1
687894,1,1,1,1,1995,460,13,2,0,50,1
687894,2,2,1,1,1990,800,13,2,0,80,1
687897,1,1,1,1,1975,1100,13,2,0,80,1
687915,1,1,1,3,2008,280,13,2,0,,2
687915,1,1,1,5,2004,460,13,2,0,,1
687916,2,1,1,1,2000,1400,13,2,0,80,1
687933,1,1,1,1,1992,800,12,2,0,80,1
687933,1,1,1,5,2008,600,12,2,0,,2
687961,1,1,1,1,2007,580,13,2,0,60,1
687961,2,1,1,1,2006,1390,13,2,0,50,1
687971,2,2,1,1,1997,1070,13,2,0,100,1
687971,3,3,1,3,2008,495,12,2,0,,1
687981,1,1,2,1,2003,1000,13,2,0,100,1
687981,2,2,1,1,2002,1100,13,2,0,100,1
687990,1,1,1,1,1998,920,13,2,0,60,1
687990,2,2,1,1,1998,680,13,2,0,80,1
688003,1,1,1,1,1982,1300,13,2,0,100,1
688003,2,1,1,2,2009,400,13,2,0,,1
688003,3,1,1,4,2005,250,12,2,0,,1
688086,1,1,1,1,2000,2500,13,2,0,75,1
688086,2,1,1,1,1994,800,13,2,0,75,1
688104,1,1,1,5,2000,480,13,2,0,,1
688123,1,1,1,1,2010,800,13,2,0,80,1
688123,2,1,1,1,1980,1300,13,2,0,90,1
688149,1,1,1,1,1985,500,13,2,0,40,1
688149,1,1,1,5,2012,200,13,2,0,,2
688162,1,1,1,1,1997,1200,13,2,0,95,1
688172,2,1,1,1,2003,1100,13,2,0,80,1
688194,1,1,2,1,2001,3500,13,2,0,80,1
688194,2,2,1,1,2008,1500,13,2,0,100,1
688210,1,1,1,1,1983,700,13,2,0,80,1
688214,2,1,1,1,2010,850,13,2,0,70,1
688226,2,1,1,3,2004,500,13,2,0,,1
688277,4,1,1,1,2010,400,13,2,0,80,1
688277,4,1,1,4,1973,500,13,2,0,,2
688277,4,1,1,5,2002,500,13,2,0,,3
688344,1,1,1,1,1994,910,13,2,0,80,1
688344,1,1,1,5,2012,208,13,2,0,,2
688360,1,1,2,1,1992,1200,13,2,0,75,1
688360,2,1,1,1,1990,1200,13,2,0,70,1
688385,1,1,1,1,2010,1700,13,2,0,90,1
688385,2,2,4,3,1990,250,13,2,0,,1
688390,1,1,1,1,2007,1750,13,2,0,80,1
688390,2,2,1,1,2009,1350,13,2,0,80,1
700073,2,1,1,1,2010,635,13,2,0,40,1
700213,1,1,1,1,2010,1300,13,2,0,80,1
700221,1,1,1,1,1988,1100,12,2,0,80,1
700221,1,1,1,5,2010,1200,12,2,0,,2
700622,1,1,1,1,1970,1400,13,2,0,100,1
700622,2,1,1,1,1990,900,13,2,0,,1
700729,2,1,1,5,2010,1050,13,2,0,,1
700730,1,1,1,1,1986,780,13,2,0,80,1
700738,1,1,1,1,2002,970,13,2,0,40,1
700752,1,1,1,1,1997,1350,13,2,0,80,1
700752,2,1,1,1,2002,1180,13,2,0,60,1
700818,2,1,1,1,2002,900,13,2,0,70,1
700950,1,1,1,1,2010,1582,13,2,0,100,1
700950,2,2,1,1,2011,1445,13,2,0,80,1
701002,1,1,1,1,2010,1350,13,2,0,95,1
701229,1,1,1,2,1982,600,13,2,0,,1
701514,1,1,1,2,1980,401,13,2,0,,2
701514,1,1,1,3,2012,450,12,2,0,,4
701514,1,1,1,4,1993,190,12,2,0,,3
701514,1,1,1,5,1999,800,12,2,0,,1
701536,1,1,1,1,1997,1209,13,1,500,80,1
701579,1,1,2,1,1997,2200,13,2,0,97,1
701579,1,1,3,1,2004,1700,12,2,0,,2
701579,2,1,1,1,2011,2100,13,2,0,80,1
701604,1,1,1,1,1993,1980,13,2,0,70,1
701604,2,1,1,3,2011,499,12,2,0,,1
701638,1,1,1,1,1997,1000,13,2,0,40,1
701638,1,1,5,1,1997,450,12,2,0,40,2
701638,2,1,1,1,1997,480,14,2,0,50,1
701647,1,1,1,1,1984,500,13,2,0,50,1
701647,1,1,1,3,2008,450,12,2,0,,3
701647,1,1,1,5,1998,500,13,2,0,,2
701727,1,1,1,1,1987,1250,13,2,0,80,1
701800,2,1,1,1,2011,1100,13,2,0,80,1
702432,2,1,1,1,1995,1150,13,2,0,70,1
702643,1,1,1,5,2005,600,13,2,0,,1
702723,1,1,1,1,1978,680,13,2,0,70,1
702853,1,1,1,1,1994,1500,13,2,0,95,1
703258,1,1,1,1,1999,1500,13,2,0,70,1
703258,2,1,1,1,2003,400,13,2,0,50,1
703808,2,1,1,1,2011,1700,13,2,0,80,1
703830,1,1,1,1,2007,1400,13,2,0,80,1
703837,1,1,1,5,1998,770,13,2,0,,1
703917,1,1,1,1,1984,1200,13,2,0,95,1
704132,1,1,1,1,1994,1500,13,2,0,80,1
704132,1,1,1,5,1980,260,12,2,0,,2
704160,1,1,1,1,1989,450,13,2,0,50,1
704305,1,1,1,1,1997,1230,13,2,0,85,1
704743,1,1,1,5,2012,500,13,2,0,,2
704743,1,1,2,1,2007,1500,13,2,0,90,1
704766,1,1,1,5,2003,622,13,2,0,,1
704806,2,1,1,1,1999,1000,13,2,0,80,1
704806,2,1,1,5,1993,500,13,2,0,,2
704832,2,1,1,1,2011,1600,13,2,0,80,1
704836,1,1,1,1,2010,225,13,2,0,80,1
704836,2,1,1,1,1990,1500,13,2,0,80,1
704911,2,2,1,3,2011,1100,13,2,0,,1
705115,2,3,1,4,2007,1800,13,2,0,,1
705124,2,1,1,1,1995,1100,13,2,0,80,1
705176,1,1,1,1,1993,1020,13,2,0,80,1
705210,1,1,1,1,1980,1350,13,2,0,75,1
705215,1,1,1,1,1987,590,13,2,0,70,1
705222,1,1,1,5,2001,1000,13,2,0,,1
705238,1,1,1,1,1989,1200,13,2,0,70,1
705244,1,1,1,1,2002,800,13,2,0,70,1
705244,2,1,1,1,1996,1000,13,2,0,70,1
705513,2,2,1,3,2006,1140,13,2,0,,1
705637,1,1,1,1,1987,600,13,2,0,50,1
705637,2,1,1,1,1986,450,13,2,0,50,1
705774,2,1,1,1,2012,1300,13,2,0,80,1
705777,3,1,1,4,2000,286,13,2,0,,1
706104,1,1,2,1,2008,1950,13,2,0,90,1
706104,2,1,2,1,2006,1500,13,2,0,90,1
706234,1,1,1,2,1997,400,13,2,0,,1
706234,2,1,1,1,1990,600,14,2,0,70,1
706234,3,1,3,3,1992,700,13,2,0,,1
706258,1,1,2,1,2007,4200,13,2,0,80,1
706329,2,1,1,1,1989,900,13,2,0,80,1
706436,1,1,1,1,2006,1050,13,2,0,60,1
706448,1,1,1,1,1996,2110,13,2,0,95,1
706629,2,1,1,1,1994,1300,13,2,0,70,1
706629,3,1,1,1,1992,450,13,2,0,50,1
706634,4,4,1,5,1990,650,13,2,0,,1
706656,1,1,1,1,2003,500,13,2,0,70,1
706656,1,1,1,5,2003,300,13,2,0,,2
706727,1,1,5,1,1998,2991,13,2,0,50,1
706727,2,2,1,1,2008,175,13,2,0,100,1
706822,2,1,1,1,1997,1300,13,2,0,100,1
706900,1,1,1,1,2009,900,13,2,0,90,1
706900,2,2,1,1,2006,1200,13,2,0,80,1
706900,3,3,1,1,1970,580,13,2,0,70,1
706900,4,4,1,4,2011,360,13,2,0,,1
707041,1,1,1,2,2000,620,13,2,0,,1
707104,1,1,1,1,1997,700,13,2,0,80,1
707104,1,1,1,5,1997,500,13,2,0,,2
707106,1,1,1,5,1983,620,13,2,0,,1
707130,1,1,1,1,1993,800,13,2,0,70,1
707130,2,2,1,1,2006,480,13,2,0,50,1
707232,2,2,1,1,1993,800,13,2,0,60,1
707232,3,3,1,1,1998,450,13,2,0,50,1
707253,1,1,1,3,2002,1000,13,2,0,,1
707307,1,1,1,1,1994,1250,13,2,0,80,1
707307,2,1,1,1,1992,670,13,2,0,80,1
707509,1,1,1,1,2001,1500,13,2,0,70,1
707509,2,2,1,1,1997,1200,13,2,0,80,1
707523,1,1,1,1,1997,,12,2,0,40,2
707523,1,1,1,1,1997,900,13,2,0,70,1
707554,1,1,1,1,2011,655,13,2,0,65,1
707601,1,1,1,1,2001,380,13,2,0,50,2
707601,1,1,1,1,2001,1358,13,2,0,80,1
707646,1,1,1,1,1982,1000,13,2,0,80,1
707771,1,1,1,1,1984,450,13,2,0,100,1
707771,1,1,1,5,2008,700,13,2,0,,2
707811,1,1,1,1,2004,1150,13,2,0,80,1
707811,2,2,1,3,2001,340,13,2,0,,1
707857,1,1,1,1,2001,1500,13,2,0,80,1
708009,2,1,1,1,2012,1200,13,2,0,80,1
708044,2,2,2,1,1991,700,13,2,0,80,1
708219,1,1,1,1,2011,2000,13,2,0,80,1
708219,2,2,2,1,2011,1800,13,2,0,90,1
708447,1,1,5,1,1992,2500,13,2,0,50,1
708521,1,1,1,1,2001,4500,13,2,0,100,1
708521,2,2,1,1,1977,920,13,2,0,40,1
709420,1,1,2,1,2011,1490,13,1,450,80,1
709421,1,1,1,1,1991,1180,13,2,0,72,1
709423,1,1,1,1,1989,1100,13,2,0,75,1
709438,1,1,1,1,1998,1230,13,2,0,80,1
709438,2,1,1,3,1978,403,13,2,0,,2
709438,2,1,2,5,1998,500,13,2,0,,1
709460,1,1,1,1,1995,1200,13,2,0,73,1
709464,1,1,1,1,1995,1850,13,2,0,90,1
709464,2,1,1,1,2005,950,13,2,0,30,1
709803,1,1,1,1,1993,1500,13,2,0,98,1
709803,2,2,1,1,2009,1200,13,2,0,80,1
709830,2,2,1,1,2010,1200,13,2,0,80,1
710064,1,1,1,1,2003,1200,13,2,0,50,1
710170,1,1,1,1,2006,1100,13,2,0,90,1
710170,1,1,1,5,2008,610,13,2,0,,2
710303,2,1,2,1,1998,1100,13,2,0,90,1
710413,1,1,1,2,2010,,12,2,0,,1
710606,1,1,1,1,1998,320,13,2,0,100,1
