nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,etalav2,etapen,coppu,prevcom,anprevcom,mprevcom1,mprevcom,coppip,docsezb
851580,1,2,2,,3,11,1,33,,,,,,,,,,2
851582,1,1,2,,,10,1,17,,,,,,,,,,2
851585,1,1,1,15,,28,2,,,,65,40,,,,,,2
851585,2,0,,,,,,,,,,,,,,,,2
851585,3,,,,,,,,,,,,,,,,,2
851585,4,,,,,,,,,,,,,,,,,2
851627,1,1,2,,,28,1,40,,,,,,,,,,1
851648,1,1,2,,,14,1,30,,,,,,,,,,2
851648,2,0,,,,,,,,,,,,,,,,2
851648,3,1,1,3,,17,1,5,,,,,,,,,,2
851672,1,5,2,,3,14,1,37,,,,,,,,,,2
851672,2,3,2,,1,17,1,19,,,,,,,,,,2
851693,1,3,2,,1,15,1,20,,,,,,,,,,2
851699,1,1,2,,,17,1,16,,,60,50,2,,,,,2
851699,2,1,2,,,19,1,15,,,,,2,,,,,2
851701,1,2,2,,1,15,1,36,,,,,,,,,,2
851703,1,4,2,,1,15,1,27,,35,60,60,1,,,,65,2
851703,2,2,1,4,1,14,1,18,,,,,,,,,,2
851703,3,0,,,,,,,,,,,,,,,,2
851703,4,,,,,,,,,,,,,,,,,2
851803,1,1,2,,,17,1,7,,,65,70,2,,,,,2
851803,2,1,2,,,15,1,15,,,,,2,,,,,2
851803,3,0,,,,,,,,,,,,,,,,2
851803,4,1,2,,,20,2,,,,,,2,,,,,2
851829,1,0,,,,,,,,,,,,,,,,2
851829,2,1,2,,,23,1,3,,,,,2,,,,,2
851829,3,0,,,,,,,,,,,,,,,,2
851831,1,0,,,,,,,,,,,,,,,,2
851831,2,1,2,,,18,1,10,,,,,2,,,,,2
851831,3,,,,,,,,,,,,,,,,,2
851834,1,1,2,,,25,1,10,,,65,50,,,,,,2
851834,2,1,2,,,20,1,20,,,,,2,,,,,2
851834,3,0,,,,,,,,,,,,,,,,2
851846,1,2,2,,1,12,1,30,,,,,,,,,,2
851846,2,0,,,,,,,,,,,,,,,,2
851863,1,1,2,,,16,1,37,,,75,40,,,,,,2
851863,2,1,2,,,22,1,16,,,,,2,,,,,2
851863,3,,,,,,,,,,,,,,,,,2
851865,1,1,2,,,28,1,20,,,,,,,,,,2
851865,2,2,2,,3,20,1,7,,37,,,2,,,,,2
851874,1,2,2,,1,16,1,35,,32,65,60,2,,,,,2
851874,2,0,,,,,,,,,,,,,,,,2
851874,3,0,,,,,,,,,,,,,,,,2
851874,4,0,,,,,,,,,,,,,,,,2
851878,1,1,2,,,26,1,36,,,,,,,,,,2
851878,2,1,2,,,10,2,,,,,,,,,,,2
851903,1,1,2,,,15,1,40,,,,,,,,,,2
851911,1,3,1,4,1,16,1,2,,,,,,,,,,2
851911,2,3,1,5,1,12,1,40,,,,,,,,,,2
851911,3,1,1,10,,20,1,10,,,,,,,,,,2
851911,4,2,1,4,1,16,1,5,,25,65,80,2,,,,,2
851923,1,1,1,10,,15,1,15,,,,,,,,,,2
851937,1,3,2,,3,16,1,38,,,,,,,,,,2
851968,1,2,2,,1,20,1,5,,,,,,,,,,2
851968,2,3,2,,3,20,1,15,,43,,,2,,,,,2
851968,3,0,,,,,,,,,,,,,,,,2
851968,4,0,,,,,,,,,,,,,,,,2
851980,1,1,2,,,17,1,2,,,,,,,,,,2
851980,2,2,2,,3,16,1,21,,29,,,,,,,,2
851982,1,2,1,1,1,18,1,8,,33,67,50,2,,,,,1
851982,2,2,2,,1,27,1,8,,34,67,50,2,,,,,1
851989,1,2,1,2,1,21,1,13,,25,67,70,1,,,,70,2
851989,2,2,2,,1,26,1,1,,,,,,,,,,2
851989,3,0,,,,,,,,,,,,,,,,2
852021,1,2,2,,1,13,1,37,,,,,,,,,,2
852021,2,2,2,,1,16,1,25,,,,,,,,,,2
852021,3,1,1,1,,16,1,16,,,,,2,,,,,2
852021,4,2,1,1,1,18,1,2,,22,,,2,,,,,2
852021,5,,,,,,,,,,,,,,,,,2
852030,1,0,,,,,,,,,,,,,,,,2
852030,2,3,2,,3,17,1,14,,,,,,,,,,2
852030,3,1,2,,,23,1,23,,,,,2,,,,,2
852039,1,1,1,2,,37,1,1,,,,,,,,,,2
852039,2,1,2,,,43,1,4,,,,,2,,,,,2
852058,1,1,2,,,22,1,26,,,67,50,2,,,,,2
852058,2,5,1,10,1,20,1,10,,,,,,,,,,2
852058,3,,,,,,,,,,,,,,,,,2
852070,1,5,2,,1,16,1,28,,30,56,40,1,,,,50,2
852070,2,1,2,,,18,1,6,,,,,,,,,,2
852070,3,,,,,,,,,,,,,,,,,2
852070,4,,,,,,,,,,,,,,,,,2
852073,1,1,2,,,20,1,40,,,,,,,,,,2
852073,2,0,,,,,,,,,,,,,,,,2
852073,3,1,2,,,22,1,4,,,,,,,,,,2
852074,1,2,2,,1,14,1,15,,,,,,,,,,2
852110,1,2,1,6,1,17,1,1,,,,,,,,,,2
852110,2,3,1,3,3,16,1,10,,42,,,2,,,,,2
852110,3,0,,,,,,,,,,,,,,,,2
852110,4,,,,,,,,,,,,,,,,,2
852115,1,2,2,,1,18,1,40,,,,,,,,,,2
852115,2,1,2,,,28,1,8,,,,,2,,,,,2
852115,3,0,,,,,,,,,,,,,,,,2
852120,1,2,2,,3,27,1,14,,27,67,30,,,,,,2
852120,2,,,,,,,,,,,,,,,,,2
852120,3,,,,,,,,,,,,,,,,,2
852130,1,1,2,,,22,1,32,,,60,80,,,,,,2
852130,2,2,2,,1,20,1,30,,25,,,2,,,,,2
852133,1,2,2,,3,28,1,22,,34,65,60,,,,,,2
852134,1,5,1,6,1,21,1,10,,,,,,,,,,2
852134,2,,,,,,,,,,,,,,,,,2
852134,3,,,,,,,,,,,,,,,,,2
852140,1,2,1,2,1,20,1,4,,28,65,60,2,,,,,2
852140,2,5,1,1,1,16,1,20,,29,,,2,,,,,2
852140,3,,,,,,,,,,,,,,,,,2
852144,1,1,2,,,14,1,38,,,,,,,,,,2
852144,2,1,2,,,14,1,38,,,,,,,,,,2
852156,1,2,1,3,1,20,1,11,,34,60,50,2,,,,,2
852156,2,3,2,,1,19,1,15,,28,,,2,,,,,2
852156,3,,,,,,,,,,,,,,,,,2
852168,1,2,2,,1,14,1,35,,,,,,,,,,2
852168,2,3,2,,1,15,1,15,,,,,,,,,,2
852173,1,1,1,5,,18,1,13,,,,,,,,,,2
852173,2,2,1,2,1,18,1,20,,21,,,2,,,,,2
852173,3,,,,,,,,,,,,,,,,,2
852204,1,1,2,,,19,1,40,,,,,,,,,,2
852204,2,1,2,,,16,1,35,,,,,,,,,,2
852223,1,1,2,,,26,1,22,,,65,70,4,,,,,2
852232,1,1,2,,,40,1,2,,,66,50,2,,,,,2
852283,1,0,,,,,,,,,,,,,,,,2
852283,2,2,1,7,3,18,2,,,,,,,,,,,2
852283,3,0,,,,,,,,,,,,,,,,2
852283,4,,,,,,,,,,,,,,,,,2
852283,5,1,2,,,15,1,35,,,,,,,,,,2
852283,6,0,,,,,,,,,,,,,,,,2
852304,1,0,,,,,,,,,,,,,,,,2
852304,2,1,1,4,,15,1,3,,,,,,,,,,2
852304,3,,,,,,,,,,,,,,,,,2
852304,4,,,,,,,,,,,,,,,,,2
852321,1,1,1,4,,35,1,2,,,68,70,2,,,,,1
852321,2,2,1,5,1,16,1,38,,,,,,,,,,1
852321,3,1,1,35,,26,1,3,,,,,,,,,,1
852321,4,0,,,,,,,,,,,,,,,,1
852325,1,4,1,2,1,30,1,20,,30,65,70,,,,,,1
852330,1,1,1,3,,35,1,19,,,65,60,2,,,,,1
852332,1,0,,,,,,,,,,,,,,,,2
852332,2,2,1,6,1,41,1,2,,,,,,,,,,2
852332,3,3,1,5,1,38,1,4,,,,,,,,,,2
852332,4,,,,,,,,,,,,,,,,,2
852341,1,1,2,,,28,1,35,,,,,,,,,,2
852342,1,1,2,,,20,1,24,,,60,85,2,,,,,2
852342,2,2,1,30,1,16,1,35,,,,,,,,,,2
852342,3,10,1,52,1,20,1,3,,,,,,,,,,2
852364,1,1,2,,,24,2,,,,,,,,,,,2
852364,2,2,1,1,1,19,1,5,,,,,,,,,,2
852377,1,1,2,,,28,1,9,,,65,80,2,,,,,2
852377,2,1,2,,,20,1,34,,,,,2,,,,,2
852377,3,0,,,,,,,,,,,,,,,,2
852377,4,0,,,,,,,,,,,,,,,,2
852377,5,0,,,,,,,,,,,,,,,,2
852382,1,0,,,,,,,,,,,,,,,,2
852387,1,0,,,,,,,,,,,,,,,,2
852387,2,1,2,,,23,1,33,,,,,2,,,,,2
852387,3,0,,,,,,,,,,,,,,,,2
852391,1,1,2,,,21,1,32,,,65,80,2,,,,,2
852399,1,0,,,,,,,,,,,,,,,,2
852399,2,0,,,,,,,,,,,,,,,,2
852400,1,0,,,,,,,,,,,,,,,,2
852400,2,1,1,2,,20,1,14,,,,,,,,,,2
852400,3,0,,,,,,,,,,,,,,,,2
852400,4,0,,,,,,,,,,,,,,,,2
852400,5,0,,,,,,,,,,,,,,,,2
852410,1,3,2,,1,18,2,,,36,70,50,2,,,,,2
852410,2,0,,,,,,,,,,,,,,,,2
852410,3,0,,,,,,,,,,,,,,,,2
852410,4,0,,,,,,,,,,,,,,,,2
852410,5,0,,,,,,,,,,,,,,,,2
852410,6,,,,,,,,,,,,,,,,,2
852410,7,,,,,,,,,,,,,,,,,2
852447,1,2,2,,3,16,1,41,,,,,,,,,,2
852447,2,0,,,,,,,,,,,,,,,,2
852447,3,1,1,3,,22,2,,,,,,,,,,,2
852465,1,2,2,,1,18,1,27,,,,,,,,,,2
852465,2,2,1,10,1,20,2,,,,,,,,,,,2
852465,3,1,1,10,,30,2,,,,,,,,,,,2
852554,1,0,,,,,,,,,,10,,,,,,2
852554,2,2,2,,1,2,,,,,,,,,,,,2
852568,1,1,2,,,18,1,14,,,,,,,,,,1
852568,2,3,2,,3,15,1,35,,54,,,,,,,,1
852568,3,8,1,2,1,17,1,6,,32,,,,,,,,1
852568,4,4,2,,1,19,1,3,,26,,,,,,,,1
852568,5,,,,,,,,,,,,,,,,,1
852568,6,,,,,,,,,,,,,,,,,1
852568,7,,,,,,,,,,,,,,,,,1
852568,8,,,,,,,,,,,,,,,,,1
852568,9,,,,,,,,,,,,,,,,,1
852570,1,1,2,,,16,1,4,,,,,,,,,,2
852570,2,3,2,,3,20,1,27,,50,,,2,,,,,2
852570,3,1,2,,,27,1,2,,,,,2,,,,,2
852570,4,0,,,,,,,,,,,,,,,,2
852570,5,0,,,,,,,,,,,,,,,,2
852573,1,6,2,,1,18,1,23,,38,65,60,2,,,,,2
852573,2,0,,,,,,,,,,,,,,,,2
852573,3,,,,,,,,,,,,,,,,,2
852573,4,,,,,,,,,,,,,,,,,2
852573,5,,,,,,,,,,,,,,,,,2
852574,1,3,2,,1,14,1,38,,,,,,,,,,2
852574,2,1,2,,,14,1,15,,,,,,,,,,2
852574,3,1,2,,,20,1,8,,,,,,,,,,2
852595,1,1,2,,,15,1,30,,,,,,,,,,2
852595,2,1,2,,,30,1,30,,,,,,,,,,2
852595,3,1,2,,,30,1,28,,,,,,,,,,2
852631,1,2,1,1,1,17,1,10,,29,60,90,3,,,,,2
852634,1,1,1,3,,15,1,10,,,60,70,,,,,,2
852649,1,2,2,,3,14,1,37,,,,,,,,,,2
852649,2,1,1,3,,15,1,21,,,,,,,,,,2
852649,3,1,1,1,,24,1,10,,,,,,,,,,2
852658,1,1,1,2,,18,1,2,,,,,,,,,,2
852673,1,1,2,,,14,1,38,,,,,,,,,,2
852681,1,5,2,,1,14,1,37,,,,,,,,,,2
852754,1,1,2,,,15,1,22,,,,,,,,,,2
852754,2,3,1,3,3,15,1,38,,30,,,2,,,,,2
852762,1,2,1,1,1,25,1,45,,,,,,,,,,2
852762,2,1,2,,,19,1,5,,,,,,,,,,2
852762,3,1,2,,,27,1,23,,,,,,,,,,2
852773,1,3,2,,1,26,1,27,,46,70,80,2,,,,,2
852773,2,1,2,,,23,1,29,,,,,2,,,,,2
852773,3,0,,,,,,,,,,,,,,,,2
852773,4,0,,,,,,,,,,,,,,,,2
852849,1,1,2,,,15,1,35,,,,,,,,,,2
852849,2,0,,,,,,,,,,,,,,,,2
852849,3,1,2,,,18,1,15,,,,,2,,,,,2
852933,1,0,,,,,,,,,,,,,,,,2
852951,1,2,2,,1,19,1,33,,39,63,60,2,,,,,1
852974,1,1,2,,,25,1,33,,,67,80,2,,,,,2
852974,2,0,,,,,,,,,,,,,,,,2
853021,1,1,2,,,20,2,,,,60,50,,,,,,2
853071,1,1,2,,,21,1,40,,,,,,,,,,2
853073,1,1,1,8,,37,2,,,,70,50,,,,,,1
853073,2,1,2,,,18,1,36,,,,,,,,,,1
853126,1,1,2,,,16,1,36,,,,,,,,,,1
853175,1,1,2,,,23,1,20,,,65,50,2,,,,,1
853175,2,1,2,,,24,1,24,,,,,2,,,,,1
853210,1,1,2,,,30,2,,,,60,50,,,,,,2
853210,2,0,,,,,,,,,,,,,,,,2
853238,1,1,2,,,24,1,38,,,,,,,,,,1
853238,2,1,2,,,24,1,15,,,,,,,,,,1
853248,1,1,2,,,29,1,42,,,,,,,,,,1
853279,1,1,2,,,28,1,22,,,,,,,,,,2
853296,1,1,2,,,20,1,15,,,60,80,2,,,,,2
853296,2,0,,,,,,,,,,,,,,,,2
853318,1,0,,,,,,,,,,,,,,,,2
853318,2,1,2,,,20,1,25,,,,,2,,,,,2
853318,3,0,,,,,,,,,,,,,,,,2
853318,4,0,,,,,,,,,,,,,,,,2
853351,1,3,1,4,3,29,1,26,,,,,,,,,,2
853352,1,1,1,1,,17,1,30,,,,,,,,,,2
853352,2,3,2,,3,15,1,42,,,,,,,,,,2
853354,1,2,2,,1,19,1,9,,25,70,40,2,,,,,2
853354,2,3,2,,1,20,1,12,,27,,,2,,,,,2
853416,1,1,2,,,16,1,15,,,,,,,,,,2
853463,1,2,1,6,1,19,1,3,,,,,,,,,,2
853463,2,1,2,,,16,1,32,,,,,3,,,,,2
853463,3,1,2,,,16,1,28,,,,,2,,,,,2
853463,4,0,,,,,,,,,,,,,,,,2
853463,5,1,2,,,21,1,4,,,,,3,,,,,2
853486,1,3,1,2,1,16,1,4,,38,65,75,,,,,,2
853486,2,0,,,,,,,,,,,,,,,,2
853486,3,,,,,,,,,,,,,,,,,2
853486,4,,,,,,,,,,,,,,,,,2
853498,1,2,1,1,1,16,2,,,,,,,,,,,2
853559,1,1,1,1,,22,1,35,,,,,,,,,,2
853565,1,0,,,,,,,,,,,,,,,,2
853569,1,1,2,,,16,1,30,,,,,,,,,,2
853569,2,0,,,,,,,,,,,,,,,,2
853569,3,0,,,,,,,,,,,,,,,,2
853569,4,0,,,,,,,,,,,,,,,,2
853590,1,1,2,,,19,1,7,,,65,50,,,,,,2
853590,2,1,2,,,29,1,1,,,,,2,,,,,2
853617,1,1,2,,,21,1,35,,,,,,,,,,1
853617,2,1,2,,,23,1,35,,,,,,,,,,1
853617,3,1,2,,,27,1,2,,,,,3,,,,,1
853641,1,1,2,,,20,1,45,,,70,70,1,,,,80,2
853641,2,0,,,,,,,,,,,,,,,,2
853641,3,0,,,,,,,,,,,,,,,,2
853647,1,1,2,,,29,1,35,,,,,,,,,,2
853647,2,2,2,,1,20,1,35,,,,,,,,,,2
853647,3,0,,,,,,,,,,,,,,,,2
853725,1,1,2,,,20,1,37,,,,,,,,,,2
853725,2,0,,,,,,,,,,,,,,,,2
853728,1,1,2,,,24,1,4,,,65,60,2,,,,,2
853728,2,2,2,,1,19,1,16,,19,65,70,2,,,,,2
853728,3,,,,,,,,,,,,,,,,,2
853735,1,2,2,,1,14,1,41,,,,,,,,,,2
853765,1,1,1,2,,21,1,27,,,55,70,2,,,,,2
853796,1,5,1,2,1,15,1,39,,27,58,80,2,,,,,2
853796,2,1,2,,,15,1,40,,,,,,,,,,2
853796,3,4,1,2,1,17,1,13,,,,,,,,,,2
853796,4,1,1,2,,19,1,1,,,,,2,,,,,2
853796,5,2,2,,3,15,1,15,,15,,,,,,,,2
853801,1,1,2,,,19,1,40,,,,,,,,,,2
853816,1,1,2,,,21,1,35,,,,,,,,,,2
853816,2,0,,,,,,,,,,,,,,,,2
853821,1,0,,,,,,,,,,,,,,,,2
853849,1,1,2,,,11,1,45,,,,,,,,,,2
853849,2,0,,,,,,,,,,,,,,,,2
853854,1,1,2,,,19,1,20,,,,,,,,,,2
853857,1,1,2,,,13,1,20,,,,,,,,,,2
853857,2,0,,,,,,,,,,,,,,,,2
853866,1,1,2,,,36,1,16,,,65,40,,,,,,2
853866,2,1,2,,,30,1,14,,,,,,,,,,2
853866,3,,,,,,,,,,,,,,,,,2
853875,1,2,1,5,3,20,1,20,,,,,,,,,,2
853875,2,2,1,3,1,18,1,38,,,,,,,,,,2
853911,1,2,2,,3,29,1,40,,33,66,60,,,,,,2
853911,2,1,2,,,19,1,35,,,,,,,,,,2
853911,3,0,,,,,,,,,,,,,,,,2
853911,4,0,,,,,,,,,,,,,,,,2
853911,5,2,2,,3,19,2,,,43,,,,,,,,2
853922,1,2,2,,3,20,1,24,,33,60,70,,,,,,2
853930,1,3,2,,3,14,1,35,,,,,,,,,,2
853930,2,3,2,,3,14,1,35,,,,,,,,,,2
854054,1,2,2,,1,21,1,20,,,,,,,,,,2
854054,2,3,1,5,1,15,1,35,,,,,,,,,,2
854058,1,3,1,1,1,20,1,35,,,,,,,,,,2
854058,2,4,2,,1,19,1,27,,32,67,70,,,,,,2
854058,3,5,2,,1,20,1,2,,24,,,2,,,,,2
854058,4,1,2,,,21,1,,2,,,,2,,,,,2
854068,1,3,2,,1,15,1,37,,,,,,,,,,1
854068,2,0,,,,,,,,,,,,,,,,1
854070,1,3,2,,1,32,1,11,,38,65,70,2,,,,,2
854070,2,0,,,,,,,,,,,,,,,,2
854071,1,3,2,,3,15,1,29,,,,,,,,,,1
854071,2,1,2,,,50,1,5,,,,,,,,,,1
854074,1,3,2,,1,20,1,29,,,,,,,,,,1
854074,2,1,2,,,18,1,40,,,,,,,,,,1
854078,1,2,2,,1,15,1,20,,,,,,,,,,1
854078,2,1,2,,,19,1,10,,,,,,,,,,1
854081,1,2,2,,1,25,1,29,,39,65,80,2,,,,,2
854081,2,3,2,,3,21,1,35,,40,,,,,,,,2
854081,3,3,2,,1,27,1,1,,28,,,2,,,,,2
854093,1,1,2,,,23,1,33,,,,,,,,,,1
854093,2,1,2,,,27,1,27,,,65,70,,,,,,1
854093,3,3,1,3,1,21,1,3,,,,,,,,,,1
854093,4,2,2,,1,20,1,5,,21,,,,,,,,1
854095,1,0,,,,,,,,,,,,,,,,2
854095,2,3,1,7,1,17,2,,,,,,,,,,,2
854103,1,1,2,,,37,1,13,,,67,70,1,,,,75,2
854103,2,1,2,,,30,2,,,,,,,,,,,2
854103,3,,,,,,,,,,,,,,,,,2
854108,1,1,2,,,25,1,40,,,,,,,,,,2
854108,2,1,2,,,26,1,38,,,,,,,,,,2
854112,1,1,2,,,25,1,3,,,70,100,,,,,,2
854163,1,2,2,,1,21,1,40,,,,,,,,,,2
854163,2,2,1,15,1,15,1,38,,,,,,,,,,2
854163,3,1,2,,,21,1,2,,,,,2,,,,,2
854188,1,2,1,14,1,14,1,20,,,,,,,,,,2
854188,2,2,2,,1,15,1,40,,,,,,,,,,2
854197,1,1,2,,,17,1,37,,,,,,,,,,2
854197,2,1,1,2,,34,2,,,,,,3,,,,,2
854198,1,1,2,,,24,1,39,,,,,,,,,,2
854202,1,3,1,1,1,14,1,29,,,,,,,,,,2
854202,2,1,1,7,,18,1,2,,,,,,,,,,2
854202,3,0,,,,,,,,,,,,,,,,2
854202,4,,,,,,,,,,,,,,,,,2
854223,1,2,2,,3,16,1,35,,,,,,,,,,2
854223,2,1,2,,,20,1,21,,,,,,,,,,2
854223,3,0,,,,,,,,,,,,,,,,2
854242,1,2,2,,1,15,1,37,,33,60,70,2,,,,,2
854242,2,6,1,1,1,16,1,10,,31,,,2,,,,,2
854243,1,6,2,,1,26,1,26,,,,,,,,,,2
854243,2,3,2,,1,13,1,18,,,,,,,,,,2
854246,1,2,2,,3,12,1,10,,,,,,,,,,2
854253,1,6,2,,3,21,1,20,,,,,,,,,,2
854253,2,6,1,1,1,19,1,30,,47,,,2,,,,,2
854253,3,,,,,,,,,,,,,,,,,2
854257,1,0,,,,,,,,,,,,,,,,2
854275,1,5,2,,1,17,1,36,,27,60,68,1,,,,70,2
854275,2,5,1,4,1,17,1,15,,,,,,,,,,2
854275,3,0,,,,,,,,,,,,,,,,2
854275,4,2,2,,1,19,1,1,,20,,,1,,,,,2
854275,5,0,,,,,,,,,,,,,,,,2
854276,1,5,2,,3,14,1,40,,,,,,,,,,2
854276,2,4,2,,1,14,1,20,,,,,,,,,,2
854292,1,1,2,,,14,1,53,,,76,40,,,,,,2
854292,2,2,2,,1,14,1,37,,,,,,,,,,2
854306,1,1,2,,,16,1,37,,,,,,,,,,2
854306,2,2,2,,1,15,1,40,,,,,,,,,,2
854346,1,1,2,,,15,2,,,,65,50,2,,,,,1
854346,2,1,2,,,20,2,,,,,,,,,,,1
854346,3,1,2,,,20,1,4,,,,,,,,,,1
854346,4,0,,,,,,,,,,,,,,,,1
854346,5,,,,,,,,,,,,,,,,,1
854352,1,4,1,5,1,15,1,30,,,,,,,,,,1
854385,1,4,1,2,1,15,1,32,,,,,,,,,,2
854385,2,0,,,,,,,,,,,,,,,,2
854393,1,0,,,,,,,,,,,,,,,,1
854406,1,7,1,1,1,15,1,36,,,,,,,,,,1
854406,2,0,,,,,,,,,,,,,,,,1
854414,1,3,2,,3,16,1,27,,35,66,50,2,,,,,2
854414,2,3,2,,3,26,1,17,,27,,,,,,,,2
854428,1,3,1,5,1,17,2,,,42,67,50,2,,,,,2
854428,2,3,2,,1,16,1,23,,21,67,50,2,,,,,2
854428,3,,,,,,,,,,,,,,,,,2
854428,4,,,,,,,,,,,,,,,,,2
854435,1,6,2,,1,22,1,24,,45,67,60,2,,,,,2
854435,2,4,1,4,3,17,1,5,,52,60,50,2,,,,,2
854435,3,3,2,,1,18,1,8,,23,,,3,,,,,2
854460,1,0,,,,,,,,,,,,,,,,2
854460,2,2,1,2,1,15,1,26,,40,,,2,,,,,2
854460,3,2,1,3,1,15,1,25,,,,,,,,,,2
854501,1,1,2,,,20,1,14,,,60,50,3,,,,,2
854501,2,1,1,2,,20,2,,,,,,,,,,,2
854501,3,,,,,,,,,,,,,,,,,2
854501,4,,,,,,,,,,,,,,,,,2
854534,1,1,2,,,30,1,30,,,,,,,,,,2
854534,2,2,2,,1,22,1,13,,,,,,,,,,2
854535,1,1,2,,,30,1,12,,,65,70,2,,,,,2
854535,2,0,,,,,,,,,,,,,,,,2
854535,3,,,,,,,,,,,,,,,,,2
854550,1,1,2,,,26,1,36,,,,,,,,,,2
854550,2,1,2,,,24,1,35,,,,,,,,,,2
854550,3,1,2,,,27,2,,,,,,2,,,,,2
854554,1,1,2,,,18,1,30,,,,,,,,,,1
854554,2,0,,,,,,,,,,,,,,,,1
854559,1,1,2,,,25,1,36,,,,,,,,,,2
854559,2,0,,,,,,,,,,,,,,,,2
854559,3,0,,,,,,,,,,,,,,,,2
854561,1,2,2,,3,19,1,28,,31,70,70,,,,,,1
854561,2,0,,,,,,,,,,,,,,,,1
854561,3,0,,,,,,,,,,,,,,,,1
854592,1,4,2,,3,15,1,32,,,,,,,,,,2
854592,2,0,,,,,,,,,,,,,,,,2
854593,1,1,1,4,,16,1,28,,,65,50,2,,,,,2
854593,2,0,,,,,,,,,,,,,,,,2
854593,3,0,,,,,,,,,,,,,,,,2
854593,4,,,,,,,,,,,,,,,,,2
854601,1,1,1,2,,25,1,15,,,,,,,,,,1
854601,2,2,1,4,1,18,2,,,,,,,,,,,1
854601,3,4,1,4,3,17,2,,,,,,,,,,,1
854607,1,2,2,,1,20,1,32,,50,63,70,,,,,,2
854607,2,0,,,,,,,,,,,,,,,,2
854607,3,1,2,,,25,1,2,,,,,2,,,,,2
854611,1,1,2,,,16,1,35,,,,,,,,,,1
854611,2,0,,,,,,,,,,,,,,,,1
854617,1,1,2,,,28,1,33,,,,,,,,,,2
854617,2,0,,,,,,,,,,,,,,,,2
854621,1,1,1,2,,20,1,31,,,66,60,,,,,,2
854621,2,1,1,2,,38,1,11,,,65,50,,,,,,2
854621,3,1,1,1,,27,2,,,,,,2,,,,,2
854624,1,3,1,2,1,18,1,15,,,,,,,,,,1
854624,2,0,,,,,,,,,,,,,,,,1
854624,3,0,,,,,,,,,,,,,,,,1
854624,4,0,,,,,,,,,,,,,,,,1
854626,1,1,1,1,,31,1,5,,,,,,,,,,2
854626,2,1,2,,,16,1,10,,,,,,,,,,2
854631,1,1,2,,,14,1,35,,,,,,,,,,2
854631,2,0,,,,,,,,,,,,,,,,2
854631,3,0,,,,,,,,,,,,,,,,2
854638,1,1,2,,,14,1,15,,,,,,,,,,2
854638,2,1,2,,,14,1,35,,,,,,,,,,2
854667,1,4,1,1,1,28,1,8,,43,70,35,2,,,,,2
854667,2,2,2,,1,20,1,16,,21,,,2,,,,,2
854667,3,,,,,,,,,,,,,,,,,2
854667,4,,,,,,,,,,,,,,,,,2
854694,1,3,2,,1,19,1,20,,26,70,40,3,,,,,1
854694,2,5,2,,1,22,1,10,,30,70,40,2,,,,,1
854694,3,,,,,,,,,,,,,,,,,1
854714,1,1,2,,,10,1,40,,,77,50,,,,,,2
854714,2,1,2,,,30,1,16,,,,,,,,,,2
854730,1,1,2,,,20,1,30,,,64,70,2,,,,,2
854730,2,0,,,,,,,,,,,,,,,,2
854730,3,,,,,,,,,,,,,,,,,2
854751,1,1,2,,,28,1,17,,,65,70,2,,,,,2
854751,2,1,2,,,23,1,15,,,,,2,,,,,2
854751,3,,,,,,,,,,,,,,,,,2
854751,4,,,,,,,,,,,,,,,,,2
854761,1,1,2,,,21,1,5,,,65,60,2,,,,,2
854761,2,,,,,,,,,,,,,,,,,2
854762,1,1,2,,,20,1,40,,,,,,,,,,2
854764,1,1,2,,,28,1,21,,,65,60,2,,,,,2
854764,2,0,,,,,,,,,,,,,,,,2
854764,3,,,,,,,,,,,,,,,,,2
854764,4,,,,,,,,,,,,,,,,,2
854764,5,,,,,,,,,,,,,,,,,2
854783,1,2,2,,3,16,1,37,,,,,,,,,,2
854783,2,2,2,,3,16,1,37,,,,,,,,,,2
854785,1,0,,,,,,,,,,,,,,,,2
854801,1,1,2,,,28,1,33,,,,,,,,,,2
854801,2,1,2,,,23,1,34,,,,,,,,,,2
854819,1,0,,,,,,,,,,,,,,,,2
854858,1,1,2,,,14,1,40,,,65,100,,,,,,2
854858,2,2,1,3,1,20,1,8,,,,,,,,,,2
854858,3,2,2,,1,19,1,5,,23,,,2,,,,,2
854858,4,2,2,,1,21,1,4,,22,,,2,,,,,2
854862,1,3,2,,3,16,1,20,,30,80,0,,,,,,2
854862,2,1,2,,,25,1,3,,,,,,,,,,2
854862,3,,,,,,,,,,,,,,,,,2
854862,4,,,,,,,,,,,,,,,,,2
854882,1,2,2,,3,16,1,40,,,,,,,,,,2
854882,2,1,2,,,20,1,27,,,,,,,,,,2
854901,1,1,2,,,22,1,31,,,65,80,2,,,,,2
854901,2,0,,,,,,,,,,,,,,,,2
854901,3,1,1,1,,21,1,3,,,70,60,2,,,,,2
854912,1,1,2,,,19,1,22,,,67,80,2,,,,,2
854912,2,1,1,11,,14,2,,,,,,,,,,,2
854912,3,,,,,,,,,,,,,,,,,2
854912,4,,,,,,,,,,,,,,,,,2
854912,5,,,,,,,,,,,,,,,,,2
854926,1,1,2,,,19,1,36,,,61,90,2,,,,,1
854926,2,1,2,,,21,1,27,,,,,,,,,,1
854926,3,3,1,1,1,22,1,10,,30,,,2,,,,,1
854926,4,0,,,,,,,,,,,,,,,,1
