nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
511170,3,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
511170,4,0,0,3250,0,0,0,0,0,0,3250,0,0,3250,0,0,0,0,0,0,0,0,0,0,3250,0,0
511260,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,6400,6400,59.340332682,0,784.26388636,0,843.60421904,7243.604219,29343.604219,0,0
511307,1,0,0,28600,0,0,0,0,0,0,28600,0,0,28600,0,0,18900,18900,652.7436595,0,0,2539.4014709,-1886.657811,17013.342189,45613.342189,0,0
511315,1,24000,56,0,0,0,0,0,0,24056,0,0,0,0,0,0,0,0,11.868066536,0,0,0,11.868066536,11.868066536,24067.868067,0,0
511342,1,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,4200,4200,42.725039531,0,0,0,42.725039531,4242.7250395,17242.72504,0,0
511352,1,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,3600,3600,83.076465754,0,0,0,83.076465754,3683.0764658,17683.076466,0,0
511352,2,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
511352,3,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
511354,1,0,0,4160,0,0,0,0,0,0,4160,0,0,4160,0,0,0,0,0,0,0,0,0,0,4160,0,0
511355,1,0,0,0,0,2700,0,0,0,0,0,0,2700,2700,0,0,2450,2450,17.802099805,0,0,0,17.802099805,2467.8020998,5167.8020998,0,0
511356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,4800,4800,118.68066536,0,0,0,118.68066536,4918.6806654,19918.680665,15000,0
511356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,15000,15000,0
511365,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,3600,3600,23.736133073,0,0,0,23.736133073,3623.7361331,21623.736133,0,0
511367,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,6300,6300,23.736133073,0,0,0,23.736133073,6323.7361331,24523.736133,0,0
511416,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
511419,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,3000,3000,0,0,0,0,0,3000,18600,0,0
511424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,11.283046867,0,0,0,11.283046867,5411.2830469,5411.2830469,0,0
511424,2,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,0,0,0,0,0,0,0,0,16250,0,0
511431,1,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,0,0,17.408939435,0,0,0,17.408939435,17.408939435,17567.408939,0,0
511435,1,0,0,8120,0,0,0,0,0,0,8120,0,0,8120,0,0,3600,3600,0,0,0,0,0,3600,11720,0,0
511435,2,0,0,6409,0,0,0,0,0,0,6409,0,0,6409,0,0,0,0,0,0,0,0,0,0,6409,0,0
511438,1,0,0,6370,0,0,0,0,0,0,6370,0,0,6370,0,0,4200,4200,0,0,0,0,0,4200,10570,0,0
511443,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,7200,7200,593.40332682,0,0,0,593.40332682,7793.4033268,27293.403327,0,0
511451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,356.04199609,0,0,0,356.04199609,6356.0419961,6356.0419961,0,0
511451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,22000,22000,0
511474,1,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,6000,6000,261.0974638,0,0,0,261.0974638,6261.0974638,36261.097464,0,0
511489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.70166341,0,0,0,296.70166341,296.70166341,296.70166341,0,0
511489,2,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0
511489,3,9100,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100,0,0
511489,4,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
511491,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,5400,5400,0,0,0,0,0,5400,13200,0,0
511491,2,0,0,4550,0,0,0,0,0,0,4550,0,0,4550,0,0,0,0,0,0,0,0,0,0,4550,0,0
511494,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,4800,4800,178.02099805,0,0,0,178.02099805,4978.020998,12778.020998,0,0
511495,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,6000,6000,237.36133073,0,0,0,237.36133073,6237.3613307,19237.361331,0,0
511500,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,6000,6000,356.04199609,0,0,0,356.04199609,6356.0419961,23256.041996,0,0
511501,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,4800,4800,237.36133073,0,0,0,237.36133073,5037.3613307,19337.361331,0,0
511507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,6000,6000,356.04199609,0,0,0,356.04199609,6356.0419961,18356.041996,12000,0
511507,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
511519,1,0,0,3380,0,0,0,0,0,0,3380,0,0,3380,0,0,5400,5400,52.482028209,0,0,0,52.482028209,5452.4820282,8832.4820282,0,0
511519,2,0,0,7540,0,0,0,0,0,0,7540,0,0,7540,0,0,0,0,0,0,0,0,0,0,7540,0,0
511525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,2400,2400,0,0
511525,3,0,0,10140,0,0,0,0,0,0,10140,0,0,10140,0,0,0,0,0,0,0,0,0,0,10140,0,0
511616,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,9200,9200,78.137304041,0,0,0,78.137304041,9278.137304,26178.137304,0,0
511624,1,0,0,13000,0,0,0,0,4800,0,13000,-4800,-4800,8200,0,0,4200,4200,0,0,0,0,0,4200,12400,0,0
511624,2,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
511629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,34.047473497,0,0,0,34.047473497,6034.0474735,6034.0474735,0,0
511629,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
511757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,6800,122.40972237,0,0,0,122.40972237,6922.4097224,6922.4097224,0,0
511757,2,15600,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0
511942,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,9600,9600,57.21549648,0,0,0,57.21549648,9657.2154965,26557.215496,0,0
511987,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
512199,1,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,4800,4800,0,0,0,0,0,4800,10000,0,0
512211,1,0,0,5980,0,0,0,0,0,0,5980,0,0,5980,0,0,3600,3600,0,0,0,0,0,3600,9580,0,0
512368,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,2400,2400,77.142432486,0,0,0,77.142432486,2477.1424325,10277.142432,0,0
512368,3,0,0,3510,0,0,0,0,0,0,3510,0,0,3510,0,0,0,0,0,0,0,0,0,0,3510,0,0
512372,1,0,0,0,0,0,0,0,2000,0,0,-2000,-2000,-2000,0,0,2400,2400,0,0,0,0,0,2400,400,0,0
512372,2,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,0,0,0,0,0,0,0,0,10790,0,0
512406,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,3600,3600,23.736133073,0,0,0,23.736133073,3623.7361331,18623.736133,0,0
512406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,11000,11000,0
512417,1,0,0,14950,0,0,0,0,0,0,14950,0,0,14950,0,0,1200,1200,178.02099805,0,0,0,178.02099805,1378.020998,16328.020998,0,0
512420,1,55000,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,6000,6000,130.5487319,0,2039.0861045,0,2169.6348364,8169.6348364,63169.634836,0,0
512433,1,6000,0,0,0,2000,0,0,0,6000,0,0,2000,2000,0,0,4800,4800,0,0,0,0,0,4800,12800,0,0
512433,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,2800,2800,0
512452,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,4200,4200,11.868066536,0,0,0,11.868066536,4211.8680665,21211.868067,0,0
512457,1,0,0,8840,0,0,0,0,0,0,8840,0,0,8840,0,0,6600,6600,261.0974638,0,0,0,261.0974638,6861.0974638,15701.097464,0,0
512457,2,0,0,850,0,0,0,0,0,0,850,0,0,850,0,0,0,0,0,0,0,0,0,0,850,0,0
512457,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,6500,6500,0
512457,4,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
512457,5,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,0,0,23400,0,0
512459,1,60000,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,8400,8400,189.88906458,0,0,6348.5036773,-6158.614613,2241.3853873,62241.385387,0,0
512459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,40000,40000,0
512517,1,7500,600,0,0,7000,0,750,0,8100,0,750,7750,7750,0,0,6150,6150,59.340332682,0,0,3224.8705746,-3165.530242,2984.4697581,18834.469758,0,0
512517,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
512547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,4800,4800,59.340332682,0,0,6348.5036773,-6289.163345,-1489.163345,28510.836655,30000,0
512574,1,0,0,9490,0,0,0,0,0,0,9490,0,0,9490,0,0,4200,4200,60.505549727,0,0,0,60.505549727,4260.5055497,13750.50555,0,0
512574,2,0,0,8060,0,0,0,0,0,0,8060,0,0,8060,0,0,0,0,0,0,0,0,0,0,8060,0,0
512687,1,0,0,8710,0,0,0,0,0,0,8710,0,0,8710,0,0,1200,1200,8.0920999067,0,0,0,8.0920999067,1208.0920999,9918.0920999,0,0
512704,1,0,0,20020,0,0,0,0,0,0,20020,0,0,20020,0,1800,7800,9600,294.92999798,0,0,0,294.92999798,9894.929998,29914.929998,0,0
512768,1,0,0,9360,0,0,0,0,0,0,9360,0,0,9360,0,0,7400,7400,11.868066536,0,0,0,11.868066536,7411.8680665,16771.868067,0,0
512784,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,4800,4800,0,0,0,761.82044127,-761.8204413,4038.1795587,23038.179559,0,0
512807,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
512843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,952.27555159,-952.2755516,2647.7244484,2647.7244484,0,0
512843,2,24000,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0
512843,3,1600,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0
512845,1,0,0,24310,0,0,0,0,0,0,24310,0,0,24310,0,0,5800,5800,74.451431928,0,0,0,74.451431928,5874.4514319,30184.451432,0,0
512845,2,0,0,4420,0,0,0,0,0,0,4420,0,0,4420,0,0,0,0,0,0,0,0,0,0,4420,0,0
512845,3,0,0,10595,0,0,0,0,0,0,10595,0,0,10595,0,0,0,0,0,0,0,0,0,0,10595,0,0
512846,1,0,0,7865,0,0,0,0,0,0,7865,0,0,7865,0,0,5300,5300,0,0,0,0,0,5300,13165,0,0
512846,2,0,0,7865,0,0,0,0,0,0,7865,0,0,7865,0,0,0,0,0,0,0,0,0,0,7865,0,0
512849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,846.46715697,-846.467157,3953.532843,3953.532843,0,0
512849,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
512849,3,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
512850,1,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,4800,4800,16.274934686,0,0,0,16.274934686,4816.2749347,27816.274935,0,0
512850,3,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0
512858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,1200,1200,0,0
512858,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
512884,2,9600,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0
512884,3,1500,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0
512887,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,3600,3600,52.290934363,0,0,0,52.290934363,3652.2909344,18652.290934,0,0
512892,1,0,0,8450,0,0,0,0,0,0,8450,0,0,8450,0,0,1800,1800,0,0,0,0,0,1800,10250,0,0
512897,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,6000,6000,37.310698424,0,0,0,37.310698424,6037.3106984,13837.310698,0,0
512921,1,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,7200,7200,344.17392955,0,0,0,344.17392955,7544.1739296,30544.17393,0,0
512921,2,10000,0,0,0,9400,0,0,0,10000,0,0,9400,9400,0,0,0,0,0,0,0,0,0,0,19400,0,0
512928,1,0,0,6370,0,0,0,4992,0,0,6370,4992,4992,11362,0,0,7200,7200,23.736133073,0,0,0,23.736133073,7223.7361331,18585.736133,0,0
512928,2,19968,0,0,0,0,0,0,0,19968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19968,0,0
512939,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,3600,3600,0,0,0,0,0,3600,14000,0,0
512939,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,20000,20000,0
512940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,3600,0,0
512940,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
512941,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,3600,3600,60.644123735,0,0,0,60.644123735,3660.6441237,19660.644124,0,0
512944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,85.791627949,0,0,0,85.791627949,3685.7916279,3685.7916279,0,0
512944,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
512963,1,0,0,17290,0,0,0,0,0,0,17290,0,0,17290,0,0,4950,4950,178.77264287,1813.3744015,0,0,1992.1470444,6942.1470444,24232.147044,0,0
512963,2,0,0,5330,0,0,0,0,0,0,5330,0,0,5330,0,0,0,0,0,0,0,0,0,0,5330,0,0
513045,1,0,0,16185,0,0,0,0,0,0,16185,0,0,16185,0,0,10200,10200,138.85637848,0,0,45.074376109,93.782002367,10293.782002,26478.782002,0,0
513045,2,0,0,0,0,10964,0,0,0,0,0,0,10964,10964,0,0,0,0,0,0,0,0,0,0,10964,0,0
513045,3,16600,0,0,0,0,0,0,0,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600,0,0
513064,1,20650,0,0,0,0,0,0,0,20650,0,0,0,0,0,0,6000,6000,17.802099805,0,0,0,17.802099805,6017.8020998,26667.8021,0,0
513064,2,15850,0,0,0,0,0,0,0,15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15850,0,0
513113,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,6000,6000,83.076465754,0,0,0,83.076465754,6083.0764658,18083.076466,0,0
513113,2,37000,0,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,0
513131,1,0,0,5850,0,0,0,0,0,0,5850,0,0,5850,0,0,14400,14400,20.175713112,0,0,0,20.175713112,14420.175713,20270.175713,0,0
513131,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
513140,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
513326,1,0,0,0,0,0,0,4800,0,0,0,4800,4800,4800,0,0,5200,5200,11.868066536,0,0,0,11.868066536,5211.8680665,10011.868067,0,0
513326,2,5000,1000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
513329,1,0,0,10716,0,0,0,0,0,0,10716,0,0,10716,0,0,2400,2400,118.68066536,0,0,0,118.68066536,2518.6806654,13234.680665,0,0
513329,3,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
513330,1,0,0,10800,0,0,0,0,0,0,10800,0,0,10800,0,5000,9900,14900,0,0,0,0,0,14900,25700,0,0
513335,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,3900,3900,83.076465754,0,0,0,83.076465754,3983.0764658,19583.076466,0,0
513348,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,3600,3600,69.428673229,0,0,0,69.428673229,3669.4286732,10169.428673,0,0
513369,1,0,0,6110,0,0,0,0,0,0,6110,0,0,6110,0,0,4800,4800,22.325862843,45.39539372,0,0,67.721256563,4867.7212566,10977.721257,0,0
513369,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
513373,1,0,0,17290,0,0,0,0,0,0,17290,0,0,17290,0,0,4800,4800,7.0507536443,0,0,0,7.0507536443,4807.0507536,22097.050754,0,0
513377,1,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,6000,6000,62.527960229,0,0,0,62.527960229,6062.5279602,20062.52796,0,0
513377,2,0,0,4550,0,0,0,0,0,0,4550,0,0,4550,0,0,0,0,0,0,0,0,0,0,4550,0,0
513384,1,0,0,13910,0,0,0,0,0,0,13910,0,0,13910,0,5400,4800,10200,22.63105335,309.33765744,0,0,331.96871079,10531.968711,24441.968711,0,0
513384,2,0,0,8424,0,0,0,0,0,0,8424,0,0,8424,0,0,0,0,0,0,0,0,0,0,8424,0,0
513386,1,0,0,15470,0,0,0,0,0,0,15470,0,0,15470,0,0,7600,7600,141.72740941,0,0,0,141.72740941,7741.7274094,23211.727409,0,0
513386,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
513386,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
513406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,9600,9600,0,627.41110909,627.41110909,0,1254.8222182,10854.822218,34854.822218,24000,0
513406,3,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
513411,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,9600,9600,130.5487319,0,0,0,130.5487319,9730.5487319,30730.548732,0,0
513421,1,15400,0,0,0,0,0,0,0,15400,0,0,0,0,0,0,7560,7560,0,0,0,0,0,7560,22960,0,0
513421,2,21000,880,0,0,0,0,0,0,21880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21880,0,0
513427,1,15600,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,6000,6000,534.06299414,0,0,0,534.06299414,6534.0629941,22134.062994,0,0
513427,2,16200,0,0,0,0,0,0,0,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,0,0
513428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,12000,12000,652.7436595,0,1035.22833,0,1687.9719895,13687.971989,40687.971989,0,27000
513428,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,27000,0,27000
513430,1,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,9600,9600,118.68066536,0,0,1904.5511032,-1785.870438,7814.1295622,37814.129562,0,0
513430,2,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
513437,1,11000,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,90400,90400,296.70166341,0,0,2116.1678924,-1819.466229,88580.533771,99580.533771,0,0
513437,2,40000,400,0,0,0,0,0,0,40400,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,58400,0,18000
513449,1,11650,0,0,0,0,0,0,0,11650,0,0,0,0,0,0,9600,9600,264.33841646,0,0,2962.6350494,-2698.296633,6901.7033671,18551.703367,0,0
513449,2,10860,0,0,0,0,0,0,0,10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10860,0,0
610206,1,0,0,10800,0,0,0,0,0,0,10800,0,0,10800,0,0,6000,6000,0,47.055833182,0,0,47.055833182,6047.0558332,16847.055833,0,0
610206,2,0,0,10800,0,0,0,0,0,0,10800,0,0,10800,0,0,0,0,0,0,0,0,0,0,10800,0,0
610375,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
610375,2,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
610658,1,0,0,24180,0,0,0,0,0,0,24180,0,0,24180,0,0,10900,10900,32.719998713,0,78.045882572,0,110.76588128,11010.765881,35190.765881,0,0
610658,2,0,0,16510,0,0,0,0,0,0,16510,0,0,16510,0,0,0,0,0,0,0,0,0,0,16510,0,0
610980,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,10200,10200,38.335206914,0,1568.5277727,0,1606.8629796,11806.86298,27406.86298,0,0
610980,2,0,0,17290,0,0,0,0,0,0,17290,0,0,17290,0,0,0,0,0,0,0,0,0,0,17290,0,0
611167,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,8000,8000,94.944532291,0,0,0,94.944532291,8094.9445323,24094.944532,0,0
611167,2,5900,0,0,0,0,0,0,0,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,0,0
611412,1,50000,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,15600,15600,59.748410366,486.18667209,0,0,545.93508246,16145.935082,66145.935082,0,0
611412,2,45000,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0
611441,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,9600,9600,118.33028414,0,0,0,118.33028414,9718.3302841,27718.330284,0,0
611441,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
611453,1,0,0,24934,0,0,0,0,0,0,24934,0,0,24934,0,0,14400,14400,227.10964833,0,0,0,227.10964833,14627.109648,39561.109648,0,0
611512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,11.868066536,0,0,0,11.868066536,6011.8680665,6011.8680665,0,0
611512,2,0,0,13650,0,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,0,0,0,0,13650,0,0
611614,1,6150,0,0,0,0,0,0,0,6150,0,0,0,0,0,0,6000,6000,178.02099805,0,0,634.85036773,-456.8293697,5543.1706303,11693.17063,0,0
611614,2,22000,0,1440,0,0,0,0,0,22000,1440,0,0,1440,2000,0,0,0,0,0,0,0,0,0,25440,2000,0
611614,3,11000,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0
611699,1,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,4800,4800,47.472266145,0,0,0,47.472266145,4847.4722661,19347.472266,0,0
611747,1,0,0,12090,0,0,0,0,0,0,12090,0,0,12090,0,3480,6000,9480,17.802099805,0,0,0,17.802099805,9497.8020998,21587.8021,0,0
611774,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,9600,9600,356.04199609,0,0,5078.8029418,-4722.760946,4877.2390543,24377.239054,0,0
611774,2,60000,1200,0,0,0,0,0,0,61200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61200,0,0
612011,1,0,0,10660,0,0,0,0,0,0,10660,0,0,10660,0,0,13200,13200,237.36133073,627.41110909,627.41110909,0,1492.1835489,14692.183549,25352.183549,0,0
612011,2,16100,0,0,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0
612269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,178.02099805,0,1411.6749954,0,1589.6959935,1589.6959935,31589.695993,30000,0
612423,1,17600,0,0,0,0,0,0,0,17600,0,0,0,0,0,0,9600,9600,118.68066536,0,878.37555272,0,997.05621809,10597.056218,28197.056218,0,0
612423,2,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,0,0
613319,1,27000,650,0,0,0,0,0,0,27650,0,0,0,0,0,0,10300,10300,442.56249418,0,0,1819.9043875,-1377.341893,8922.6581067,36572.658107,0,0
613319,2,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0
613605,1,0,0,25883,0,0,0,0,0,0,25883,0,0,25883,0,0,0,0,64.660758773,0,362.28586493,0,426.94662371,426.94662371,26309.946624,0,0
613697,1,0,0,7735,0,0,0,0,0,0,7735,0,0,7735,0,0,0,0,35.604199609,0,0,0,35.604199609,35.604199609,7770.6041996,0,0
613825,1,0,0,13117,0,0,0,0,0,0,13117,0,0,13117,0,0,7200,7200,0,0,0,0,0,7200,20317,0,0
614068,1,0,0,6000,0,0,0,0,0,0,6000,0,0,6000,0,0,0,0,59.340332682,0,0,0,59.340332682,59.340332682,6059.3403327,0,0
614094,1,0,0,8760,0,0,0,0,0,0,8760,0,0,8760,0,0,15000,15000,189.88906458,0,470.55833182,0,660.4473964,15660.447396,24420.447396,0,0
614094,2,0,0,7200,0,0,0,0,0,0,7200,0,0,7200,0,0,0,0,0,0,0,0,0,0,7200,0,0
614660,1,6240,0,6669,0,0,0,0,0,6240,6669,0,0,6669,0,0,3600,3600,34.392280135,0,0,0,34.392280135,3634.3922801,16543.39228,0,0
614683,1,0,0,24700,0,0,0,0,6000,0,24700,-6000,-6000,18700,0,0,18200,18200,108.518774,0,6534.8451559,1586.2794522,5057.0844777,23257.084478,41957.084478,0,0
614683,2,39000,0,0,0,0,0,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0
614783,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,9600,9600,39.467904175,0,0,0,39.467904175,9639.4679042,26539.467904,0,0
