nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
879863,2,1,1,1,3,3,,2,2,40,2,,12000,2,0
879871,1,1,1,1,1,1,12,2,3,40,2,,18000,2,0
879871,4,1,1,1,1,1,12,2,2,40,2,,13000,2,0
879913,2,1,1,2,3,3,,2,2,10,2,,1800,2,0
879919,1,1,1,1,1,1,12,1,,25,2,,22000,2,0
879919,2,1,1,1,1,1,12,1,,40,2,,42000,2,0
879920,1,1,1,1,1,1,12,2,4,39,2,,13000,2,0
879943,1,1,1,1,1,1,12,2,3,50,2,,32000,2,0
879943,2,2,1,1,1,1,12,2,4,30,2,,15000,1,1200
879946,1,1,1,1,1,1,12,2,4,30,2,,12000,2,0
879946,2,1,1,2,2,1,12,2,1,20,2,,7000,2,0
879958,2,1,1,1,1,1,12,1,,7,2,,14000,2,0
879958,3,1,1,1,1,1,12,2,4,8,1,4,14000,2,0
879977,1,1,1,1,1,1,12,2,5,40,1,2,16000,2,0
879982,1,1,1,2,1,1,12,2,7,30,1,1,25100,1,1800
879982,2,2,1,1,1,1,12,2,7,37,1,2,18000,1,1800
880011,1,1,1,1,1,1,12,2,2,38,2,,15000,2,0
880013,1,1,1,1,1,1,12,2,5,55,2,,35000,1,3500
880016,1,1,1,1,1,1,12,2,6,40,2,,17000,2,0
880033,1,1,1,1,1,1,12,2,6,40,2,,21000,2,0
880033,2,1,1,1,3,2,10,2,2,24,2,,12300,2,0
880040,1,1,1,1,1,1,12,2,3,40,2,,20000,2,0
880042,1,1,1,1,1,1,12,1,,36,2,,21000,1,600
880042,2,1,1,2,1,1,12,2,2,20,2,,13000,2,0
880042,3,1,1,2,1,1,12,1,,20,2,,6000,2,0
880042,4,1,1,1,2,1,12,2,2,38,2,,9600,2,0
880066,1,1,1,1,1,1,12,2,6,37,2,,30000,1,5000
880143,2,1,1,1,1,1,12,2,2,40,2,,24000,2,0
880171,2,2,1,1,1,1,12,1,,45,2,,24000,2,0
880175,1,1,1,1,1,3,,2,1,10,2,,5000,2,0
880181,1,1,1,1,1,1,12,1,,36,2,,14000,2,0
880181,2,1,1,1,1,1,12,2,6,40,2,,24000,2,0
880195,2,1,1,1,1,1,12,1,,40,2,,19000,1,1500
880207,1,1,1,1,1,1,12,1,,36,2,,20000,2,0
880223,1,1,1,1,1,1,12,2,6,35,2,,15000,2,0
880235,1,1,1,1,1,2,9,2,7,36,2,,11000,2,0
880252,2,2,1,2,3,3,,2,2,8,2,,2400,2,0
880268,1,1,1,2,1,1,12,2,1,40,2,,10850,2,0
880271,3,1,1,1,1,1,12,2,1,50,2,,18000,2,0
880279,1,1,1,1,1,1,12,2,2,50,2,,22000,2,0
880291,3,1,1,2,1,2,5,2,4,25,2,,3500,2,0
880302,1,1,1,1,1,1,12,2,4,39,1,0,23100,2,0
880303,1,1,1,1,1,1,12,1,,50,2,,15000,2,0
880318,1,1,1,2,1,1,12,2,6,24,2,,9500,2,0
880326,1,1,1,1,1,1,12,1,,36,1,6,30000,1,
880339,2,1,1,2,2,2,6,2,2,30,2,,3600,2,0
880344,1,1,1,2,1,2,9,2,2,36,2,,9000,2,0
880344,4,1,1,1,1,1,12,2,1,44,2,,8400,2,0
880349,1,1,1,2,1,1,12,2,2,25,2,,11000,2,0
880357,3,1,1,1,1,1,12,1,,40,2,,18000,2,0
880361,2,1,1,1,1,1,12,2,2,48,2,,14500,2,0
880372,2,1,1,1,1,1,12,2,2,36,2,,16000,2,0
880375,1,1,1,1,1,1,12,2,6,40,2,,16774,2,0
880377,1,1,1,1,1,1,12,1,,36,1,3,28700,2,0
880377,2,1,1,1,1,1,12,1,,30,2,,18500,2,0
880378,1,1,1,1,1,1,12,1,,18,2,,18000,2,0
880387,1,1,1,1,1,1,12,2,1,36,2,,9500,2,0
880392,1,1,1,1,1,1,12,1,,30,2,,15000,2,0
880403,1,1,1,1,2,1,12,1,,24,2,,20000,2,0
880427,1,1,1,1,1,1,12,1,,36,2,,25000,2,0
880431,2,1,1,1,1,1,12,1,,36,2,,60000,2,0
880431,3,1,1,1,1,1,12,1,,18,2,,20000,2,0
880445,1,1,1,1,1,1,12,2,1,50,2,,14300,2,0
880451,1,1,1,1,1,1,12,2,1,50,2,,22100,2,0
880456,1,1,1,1,2,2,9,1,,18,2,,12000,2,0
880456,2,1,1,1,1,1,12,2,1,55,2,,10000,2,0
880458,1,1,1,1,1,1,12,2,1,40,2,,9500,2,0
880459,2,1,1,1,1,1,12,2,1,50,2,,27000,2,0
880507,1,1,1,1,1,1,12,2,5,40,2,,16000,2,0
880508,1,1,1,1,1,3,,2,1,30,2,,4000,2,0
880508,2,1,1,1,1,3,,2,1,35,2,,4500,2,0
880514,1,1,2,2,2,3,,2,2,8,2,,2500,2,0
880515,2,1,1,1,1,1,12,2,2,45,2,,30000,1,
880518,1,1,1,1,1,1,12,2,6,40,2,,35000,2,0
880555,1,1,1,1,1,2,3,2,4,39,2,,8000,2,0
880578,2,1,1,2,2,2,3,2,1,24,2,,2700,2,0
880578,4,1,1,2,2,2,6,2,2,30,2,,4800,2,0
880594,1,1,1,1,2,2,9,2,1,35,2,,13500,2,0
880612,2,2,1,1,1,1,12,2,6,40,2,,13000,2,0
880695,1,1,1,1,1,1,12,2,6,40,1,8,23000,2,0
880701,2,1,1,1,1,1,12,2,5,54,2,,18500,2,0
880707,2,1,1,1,1,1,12,2,2,40,1,0,15000,2,0
880710,2,2,1,1,1,1,12,2,1,40,2,,17000,2,0
880710,3,1,1,1,1,1,12,2,4,40,2,,18000,2,0
880713,1,1,1,1,1,1,12,2,4,8,2,,17000,2,0
880721,1,1,1,1,1,1,12,2,1,70,2,,24500,2,0
880721,2,1,1,1,1,1,12,1,,25,1,1,12000,2,0
880728,3,1,1,1,1,1,12,2,4,40,2,,14300,2,0
880758,1,1,1,1,1,1,12,2,1,40,2,,23000,2,0
880767,1,1,1,1,2,1,12,2,2,40,2,,11000,2,0
880813,2,2,1,1,1,1,12,1,,36,2,,14500,2,0
880813,3,1,1,1,2,1,12,2,6,36,2,,12000,2,0
880827,1,1,1,2,1,1,12,2,1,30,2,,10400,2,0
880827,2,2,1,2,1,1,12,2,1,28,2,,9800,2,0
880840,1,1,1,1,1,1,12,2,4,40,2,,10000,2,0
880843,1,1,1,1,1,1,12,2,7,45,2,,32000,1,1500
880843,2,2,1,2,1,1,12,2,4,31,1,2,24000,1,1200
880844,1,1,1,1,1,1,12,1,,36,2,,13500,2,0
880856,1,1,1,2,3,1,12,2,4,28,2,,14000,2,0
880856,2,1,1,1,1,1,12,2,5,40,2,,20000,2,0
880858,1,1,1,1,1,1,12,1,,50,1,7,26000,2,0
880858,2,1,1,1,1,1,12,1,,30,1,5,17000,2,0
880859,1,1,1,1,1,1,12,1,,38,2,,18000,1,1100
880859,2,2,1,1,1,1,12,2,7,38,2,,23000,1,750
880865,1,1,1,1,2,1,12,1,,18,2,,12000,2,0
880893,1,1,1,1,1,1,12,2,1,48,2,,15600,2,0
880893,2,2,1,1,1,1,12,2,3,48,2,,12000,2,0
880898,1,1,1,2,1,1,12,2,5,30,2,,17000,1,1300
880898,2,1,1,2,1,1,12,2,2,25,2,,10000,2,0
880899,1,1,1,1,1,1,12,2,5,38,1,4,15000,2,0
880904,1,1,1,1,1,1,12,2,4,40,2,,20000,2,0
880911,1,1,1,1,1,1,12,2,6,50,2,,36000,1,10000
880911,2,2,1,1,1,1,12,1,,30,2,,18000,2,0
880912,1,1,1,1,1,1,12,2,6,60,2,,50000,1,
880948,1,1,1,2,1,1,12,1,,38,2,,13000,1,240
880985,1,1,1,1,1,1,12,2,6,50,2,,200000,1,20000
881003,1,1,1,2,1,1,12,2,6,30,2,,10000,2,0
881015,3,3,1,1,1,1,12,2,7,50,2,,28000,1,100
881019,1,1,1,1,1,1,12,2,7,45,2,,60000,2,0
881019,2,1,1,1,1,1,12,1,,45,2,,60000,2,0
881022,1,1,1,1,1,1,12,2,7,37,2,,27300,1,1000
881023,1,1,1,1,1,1,12,1,,30,2,,22500,2,0
881024,3,1,2,2,3,3,,2,6,6,2,,3500,2,0
881028,2,2,1,1,1,1,12,2,7,38,2,,20800,1,1100
881054,1,1,1,2,1,1,12,2,1,18,1,0,5700,2,0
881055,2,2,2,2,1,1,12,2,2,70,2,,10000,2,0
881057,2,1,1,1,1,1,12,2,5,40,1,1,54000,1,800
881059,1,1,1,2,1,1,12,2,4,20,2,,6500,2,0
881075,1,1,1,1,1,1,12,2,7,40,1,0,7500,2,0
881075,2,2,1,1,1,1,12,2,5,40,1,0,7000,2,0
881079,2,2,1,1,2,2,6,2,6,40,2,,4000,2,0
881082,3,1,1,1,1,1,12,2,7,50,1,10,15000,1,1000
881087,1,1,1,1,1,1,12,2,7,45,2,,28000,1,1300
881087,2,2,1,2,2,2,2,2,6,30,1,0,2400,1,200
881089,2,1,1,2,1,1,12,2,2,33,2,,15000,1,150
881095,1,1,1,1,1,1,12,2,2,40,2,,12000,2,0
881110,1,1,1,1,1,1,12,2,1,40,1,1,16000,2,0
881181,1,1,1,2,2,1,12,2,1,15,2,,3900,2,0
881243,1,1,1,1,1,1,12,2,2,40,2,,13500,2,0
881263,1,1,1,1,1,1,12,1,,36,2,,15000,2,0
881268,1,1,1,1,1,1,12,1,,36,2,,14000,2,0
881268,2,2,1,1,2,1,12,1,,36,2,,15000,2,0
881268,3,2,1,2,1,1,12,2,2,40,2,,6500,2,0
881279,1,1,1,1,1,1,12,2,2,40,2,,12000,2,0
881279,2,2,1,1,1,1,12,2,2,40,2,,10800,2,0
881281,1,1,1,1,1,1,12,1,,36,2,,19900,2,0
881281,3,3,1,2,2,1,12,2,1,20,2,,6000,2,0
881282,1,1,1,1,1,1,12,2,2,50,2,,13000,2,0
881283,1,1,1,1,1,1,12,1,,38,1,2,26000,2,0
881284,1,1,1,1,1,1,12,2,4,45,2,,13000,2,0
881293,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0
881302,1,1,1,1,1,1,12,1,,36,1,1,18500,2,0
881330,1,1,1,1,1,1,12,1,,20,1,4,25000,2,0
881331,1,1,1,1,1,1,12,1,,48,2,,26000,2,0
881331,2,1,1,1,1,1,12,1,,18,2,,24000,2,0
881331,3,1,1,2,2,1,12,2,3,5,2,,2700,2,0
881333,1,1,1,1,1,1,12,2,1,40,2,,9000,2,0
881333,2,1,1,1,1,1,12,1,,40,2,,24000,2,0
881335,2,1,1,1,1,1,12,2,1,20,2,,6000,2,0
881361,1,1,1,1,1,1,12,2,1,35,2,,16000,2,0
881368,2,1,1,1,2,1,12,2,1,36,1,5,19000,2,0
881381,2,1,1,2,1,1,12,2,2,21,2,,6000,2,0
881386,1,1,1,1,1,1,12,2,4,40,2,,15000,2,0
881386,4,1,1,2,1,1,12,2,1,20,2,,9000,2,0
881387,1,1,1,1,1,1,12,2,1,35,2,,13000,2,0
881396,3,1,1,1,1,1,12,1,,36,1,4,26000,2,0
881408,2,2,1,1,1,1,12,1,,35,2,,20000,2,0
881408,3,1,1,1,1,1,12,2,1,36,2,,14400,2,0
881414,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0
881421,2,1,1,1,1,1,12,1,,40,2,,15600,2,0
881425,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0
881426,1,1,1,1,1,1,12,2,1,40,2,,11000,2,0
881448,2,2,1,1,1,1,12,2,4,40,1,4,19000,2,0
881456,2,1,1,1,1,1,12,2,7,40,2,,21000,2,0
881467,3,3,1,1,1,1,12,2,2,40,1,0,13000,2,0
881480,1,1,1,2,1,1,12,2,1,24,2,,6000,2,0
881507,2,1,1,1,1,1,12,1,,20,2,,21000,2,0
881519,1,1,1,1,1,2,6,2,5,54,2,,7000,2,0
881525,2,2,1,2,1,2,9,2,2,30,1,6,7800,2,0
881544,1,1,1,1,2,2,5,1,,30,2,,3500,2,0
881547,1,1,1,1,2,3,,2,1,32,2,,1000,2,0
881547,2,2,1,1,2,3,,2,2,40,2,,3600,2,0
881547,4,1,1,1,1,1,12,2,1,40,2,,15000,2,0
881550,1,1,1,1,2,1,12,2,1,28,2,,14000,2,0
881553,1,1,1,1,1,2,8,1,,18,2,,16000,2,0
881553,3,1,1,1,2,1,12,2,2,40,2,,16000,2,0
881556,2,1,1,2,3,2,3,2,1,20,2,,3000,2,0
881556,3,3,1,2,3,2,3,2,1,30,2,,3000,2,0
881556,6,1,1,2,3,2,5,2,1,40,2,,8000,2,0
881601,1,1,1,1,1,1,12,2,4,45,2,,29000,2,0
881611,2,1,1,1,1,1,12,2,2,40,1,2,27000,2,0
881621,1,1,1,2,2,2,8,1,,13,2,,4400,2,0
881621,2,1,1,1,1,1,12,2,2,40,2,,15000,2,0
881627,1,1,1,1,1,1,12,1,,25,2,,20000,2,0
881642,1,1,1,2,2,3,,2,1,16,2,,4000,2,0
881658,1,1,1,1,1,1,12,2,7,50,2,,25000,1,1500
881662,1,1,1,2,2,2,2,2,2,30,2,,2000,2,0
881662,2,2,1,2,2,2,2,2,2,30,2,,2000,2,0
881670,1,1,1,2,2,3,,2,2,8,2,,2500,2,0
881671,2,1,1,1,1,1,12,2,6,40,2,,40000,2,0
881676,1,1,1,1,1,1,12,2,4,40,2,,15000,2,0
881677,3,1,1,1,1,1,12,2,2,40,2,,16000,2,0
881680,2,1,1,2,1,1,12,2,1,25,2,,8000,2,0
881686,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0
881686,2,1,1,1,1,1,12,2,2,40,2,,18000,2,0
881690,1,1,1,2,2,2,6,2,1,30,2,,7000,2,0
881690,2,1,1,1,2,1,12,2,2,40,2,,16000,2,0
881700,2,1,1,1,1,1,12,2,1,40,2,,20000,2,0
881713,1,1,1,1,1,1,12,2,6,45,2,,43000,2,0
881713,2,1,1,1,1,1,12,2,3,40,2,,25000,2,0
881719,1,1,1,1,1,1,12,1,,36,2,,20000,2,0
881727,2,2,1,1,1,1,12,1,,35,2,,25000,2,0
881727,3,1,1,1,1,1,12,2,1,35,2,,10000,2,0
881765,1,1,1,1,1,1,12,1,,40,2,,24000,2,0
881785,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0
881817,1,1,1,2,1,1,12,2,3,20,1,0,15000,2,0
881840,1,1,1,1,1,2,6,2,1,40,2,,5400,2,0
881840,4,1,1,2,2,1,12,2,1,25,2,,3900,2,0
881847,1,1,1,1,1,1,12,2,7,40,2,,23000,2,0
881871,1,1,1,1,1,1,12,1,,36,2,,15000,2,0
881871,2,2,1,1,1,1,12,2,6,40,2,,28000,2,0
881871,3,1,1,1,2,2,4,1,,25,2,,5200,2,0
881884,3,1,1,1,1,1,12,1,,40,2,,20000,2,0
881884,4,1,1,1,2,2,10,2,4,30,2,,7000,2,0
881913,2,1,1,1,1,1,12,2,2,40,2,,16500,2,0
881918,1,1,1,1,1,1,12,1,,36,2,,20000,1,600
881918,2,1,1,1,1,1,12,1,,36,1,5,26000,2,0
881922,1,1,1,1,1,1,12,1,,36,2,,16000,2,0
881934,1,1,1,1,1,1,12,1,,36,2,,30000,2,0
881934,2,2,1,1,1,1,12,2,6,40,2,,22000,2,0
881937,1,1,1,1,1,1,12,2,5,35,2,,12000,2,0
881937,2,1,1,1,1,1,12,2,5,40,2,,16000,2,0
881946,1,1,1,2,3,2,8,2,1,6,2,,4000,2,0
881949,1,1,1,1,1,1,12,1,,45,2,,34000,2,0
881949,2,2,1,1,1,1,12,2,5,36,2,,20000,2,0
881951,1,1,1,2,2,1,12,2,1,20,2,,4000,2,0
881951,2,1,1,1,1,1,12,2,4,40,2,,20000,2,0
881964,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0
881964,2,1,1,2,2,1,12,2,1,25,2,,7000,2,0
881977,1,1,1,1,1,1,12,1,,36,2,,15000,1,
881985,1,1,1,1,1,1,12,2,7,40,2,,19000,1,
881985,2,2,1,1,1,1,12,2,5,40,2,,25000,1,
882012,4,1,1,2,1,1,12,2,2,24,2,,24000,2,0
882016,1,1,1,1,2,1,12,2,6,40,1,10,25200,2,0
882019,1,1,1,1,1,1,12,2,6,38,2,,18600,2,0
882019,2,1,1,1,1,1,12,1,,42,1,3,16100,1,
882048,2,2,1,2,1,1,12,2,1,25,1,2,6000,2,0
882048,3,2,1,1,1,1,12,2,2,20,2,,13000,2,0
882058,1,1,1,1,1,1,12,2,2,40,2,,15500,2,0
882062,2,2,1,1,2,1,12,2,4,40,2,,17000,2,0
882066,1,1,1,1,1,1,12,1,,40,2,,16000,1,2500
882067,2,2,1,1,1,1,12,1,,40,2,,19000,1,2000
882075,2,1,1,1,1,1,12,2,2,40,2,,8400,2,0
882091,2,1,1,1,3,1,12,2,3,40,2,,15500,2,0
882102,1,1,1,1,1,1,12,1,,40,2,,21000,1,1000
882109,2,1,1,1,2,1,12,2,3,36,2,,21000,2,0
882114,1,1,1,1,1,1,12,2,7,35,2,,11000,2,0
882129,3,1,1,1,1,1,12,2,3,35,2,,11500,2,0
882139,4,1,1,1,2,1,12,2,2,40,2,,18000,2,0
882169,1,1,1,2,2,2,3,1,,6,2,,500,2,0
882171,1,1,1,1,1,1,12,1,,40,2,,25000,2,0
882171,2,1,1,1,1,1,12,1,,24,2,,26000,2,0
882173,1,1,1,1,1,1,12,2,4,50,2,,20000,2,0
882179,1,1,1,1,1,1,12,2,2,60,2,,18000,2,0
882203,2,2,1,1,1,1,12,2,4,32,2,,14500,2,0
882206,1,1,1,1,1,1,12,2,2,40,1,10,18000,2,0
882211,2,2,1,1,1,1,12,2,4,40,2,,20000,1,300
882220,1,1,1,2,2,1,12,2,1,40,2,,7200,2,0
882231,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0
882240,1,1,1,1,1,1,12,2,2,40,2,,15960,2,0
882240,2,1,1,1,1,1,12,2,2,40,2,,10700,2,0
882249,1,1,1,1,1,1,12,1,,40,2,,20000,2,0
882276,2,1,1,1,1,1,12,2,2,40,2,,20000,2,0
882286,1,1,1,1,1,1,12,2,4,40,1,0,17000,1,700
882314,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0
882315,1,1,1,1,1,1,12,1,,32,2,,21000,1,1150
882315,2,2,1,1,1,1,12,1,,30,2,,21000,1,1500
882317,1,1,1,1,1,1,12,1,,48,2,,32000,2,0
882342,3,3,1,1,1,1,12,2,4,40,2,,15600,2,0
882347,3,1,1,2,2,1,12,2,1,10,2,,5000,2,0
882347,5,5,1,1,1,1,12,1,,40,2,,8500,2,0
882355,1,1,1,1,1,1,12,2,1,38,2,,11000,2,0
882357,1,1,1,1,2,2,4,2,2,36,2,,12000,2,0
882357,3,3,1,1,2,1,12,2,2,40,2,,13000,2,0
882358,1,1,1,1,1,1,12,2,7,35,2,,12000,2,0
882358,2,2,1,1,1,1,12,2,7,35,2,,12000,2,0
882358,3,1,1,1,1,1,12,2,2,36,2,,10000,2,0
882359,1,1,1,1,1,1,12,2,2,40,2,,12400,2,0
882364,1,1,1,1,1,1,12,2,2,40,2,,11000,2,0
882364,2,2,1,2,2,2,1,2,1,40,2,,5000,2,0
882364,3,3,1,1,1,1,12,2,2,40,2,,8000,2,0
882364,4,4,1,1,1,1,12,2,5,30,2,,6000,2,0
882367,1,1,1,1,1,1,12,2,2,40,2,,21000,2,0
882367,2,1,1,2,1,1,12,1,,30,2,,17000,2,0
882372,1,1,1,1,1,1,12,2,4,40,2,,16900,2,0
882372,2,1,1,1,1,1,12,2,5,40,2,,14250,2,0
882378,1,1,1,1,1,1,12,1,,36,2,,15800,1,1300
882378,2,1,1,1,1,1,12,2,3,38,2,,14600,1,1200
882393,1,1,1,1,1,1,12,2,1,40,2,,16900,2,0
882394,1,1,1,1,1,1,12,2,3,40,2,,25000,1,1000
882402,1,1,1,1,1,1,12,1,,36,2,,16640,2,0
882407,1,1,1,1,1,1,12,2,1,40,2,,13000,2,0
882420,3,2,1,1,2,1,12,2,1,40,2,,12000,2,0
882435,3,1,1,2,2,1,12,2,2,40,2,,6000,2,0
882443,1,1,1,1,1,1,12,2,5,10,2,,,2,0
882443,3,1,1,1,1,3,,2,5,40,2,,1400,2,0
882478,1,1,1,1,1,2,11,2,2,40,2,,13000,2,0
882497,1,1,1,1,1,1,12,2,7,40,2,,24000,1,300
882515,1,1,1,1,2,1,12,2,2,40,2,,14000,2,0
882515,2,2,1,2,1,1,12,2,7,5,2,,1400,2,0
882515,3,1,1,1,1,1,12,2,6,40,2,,14000,2,0
882527,1,1,1,1,1,1,12,1,,26,2,,20000,2,0
882528,1,1,1,1,1,1,12,2,5,40,1,8,16000,2,0
882528,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0
882548,2,1,1,1,1,1,12,2,4,35,2,,29000,2,0
882561,3,1,1,1,1,1,12,1,,18,2,,22000,2,0
882565,1,1,1,2,1,1,12,2,6,18,2,,7000,2,0
882565,2,1,1,1,1,1,12,2,4,40,2,,22000,2,0
882565,3,1,1,2,2,2,4,2,6,20,2,,4000,2,0
882567,2,1,1,1,1,1,12,2,1,40,2,,5000,2,0
882573,2,1,1,1,1,1,12,2,7,40,2,,16000,2,0
882578,1,1,1,1,1,1,12,1,,10,2,,2060,2,0
882578,2,1,1,1,1,1,12,1,,42,2,,37500,2,0
882585,1,1,1,1,1,1,12,2,1,36,2,,14000,2,0
882585,2,1,1,1,1,1,12,2,2,30,2,,16000,2,0
882608,2,2,1,1,1,1,12,2,2,13,2,,7000,2,0
882608,3,2,1,1,1,1,12,2,1,32,2,,12500,2,0
882618,1,1,1,2,1,1,12,2,2,20,2,,8000,2,0
882618,2,1,1,1,1,1,12,2,2,36,2,,16000,2,0
882635,1,1,1,1,1,1,12,2,1,36,1,4,12000,2,0
882647,2,2,1,1,2,3,,1,,20,2,,6000,2,0
882652,2,1,1,1,2,2,4,2,4,40,2,,5100,2,0
882662,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0
882667,3,3,1,2,2,2,5,2,2,20,2,,6000,2,0
882675,2,1,1,1,1,1,12,2,2,40,1,4,23800,2,0
882675,3,1,1,2,2,1,12,2,1,36,2,,10400,2,0
882687,2,1,1,1,1,1,12,2,2,40,2,,21000,2,0
882690,3,1,1,1,1,1,12,2,1,40,2,,14300,2,0
882722,1,1,1,1,1,1,12,1,,36,2,,18000,2,0
882723,1,1,1,1,1,1,12,2,1,37,2,,17500,2,0
882723,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0
882724,2,1,1,1,1,1,12,2,1,36,2,,15000,2,0
882744,2,1,1,1,1,1,12,1,,40,2,,18000,2,0
882744,3,1,1,1,1,1,12,1,,40,2,,35000,2,0
882759,1,1,1,2,2,2,6,2,1,18,2,,2400,2,0
882759,3,1,1,2,1,1,12,2,2,24,2,,8300,2,0
882776,1,1,1,1,1,2,3,2,2,40,1,6,4000,1,150
882776,2,1,1,1,1,1,12,2,7,40,1,6,24000,1,700
882781,1,1,1,2,1,1,12,2,1,18,2,,6000,2,0
882781,2,2,1,1,1,1,12,1,,48,2,,40000,1,300
882825,1,1,1,1,1,1,12,1,,40,2,,21000,2,0
882825,2,1,1,1,1,1,12,2,3,40,2,,15000,2,0
882825,3,1,1,1,2,2,3,2,1,20,2,,2000,2,0
882862,1,1,1,2,1,1,12,2,1,26,2,,8000,2,0
882862,2,1,1,1,2,2,6,2,1,40,2,,6500,2,0
882881,2,1,1,1,1,1,12,2,2,40,2,,26600,2,0
882887,2,1,1,1,2,1,12,2,1,36,2,,9600,2,0
882888,2,2,1,1,2,2,6,2,1,36,2,,2400,2,0
882903,1,1,1,1,1,1,12,2,2,40,2,,20400,2,0
882921,1,1,1,1,1,1,12,1,,18,2,,24000,2,0
882921,2,1,1,2,2,3,,2,1,15,2,,1000,2,0
882925,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0
882926,1,1,1,1,1,1,12,1,,10,2,,40000,2,0
882927,1,1,1,1,1,1,12,2,7,70,2,,35000,2,0
882930,1,1,1,1,1,1,12,2,1,48,1,0,13000,2,0
882935,1,1,1,1,1,1,12,2,6,40,2,,17000,1,
882935,2,1,1,1,1,1,12,2,1,15,2,,8000,2,0
882939,1,1,1,1,1,1,12,2,6,40,1,0,19000,2,0
882948,1,1,1,1,1,1,12,1,,36,2,,14000,2,0
882978,1,1,1,1,1,2,8,2,2,36,2,,8700,2,0
882978,2,2,1,1,1,1,12,2,2,48,2,,16000,2,0
882980,2,1,1,1,1,1,12,2,1,40,2,,8000,2,0
882985,2,2,1,1,1,1,12,1,,42,2,,12000,2,0
882985,3,3,1,1,1,1,12,1,,24,2,,16000,2,0
883014,1,1,1,2,1,1,12,2,5,24,2,,7800,2,0
883035,3,1,1,1,1,1,12,2,1,48,2,,8000,2,0
883050,3,1,1,1,1,1,12,2,3,36,2,,21000,1,
883052,1,1,1,1,1,1,12,1,,36,2,,23400,1,700
883110,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0
883119,1,1,1,2,1,1,12,2,7,18,2,,7500,2,0
883131,2,2,1,1,1,1,12,1,,40,2,,20000,2,0
883150,1,1,1,1,1,1,12,1,,36,2,,19000,1,900
883162,2,2,1,1,1,1,12,1,,20,2,,13000,2,0
883164,2,1,1,1,2,1,12,1,,36,2,,10800,2,0
883188,2,1,1,1,1,1,12,1,,36,2,,13000,2,0
883194,2,1,1,1,1,1,12,1,,36,2,,15000,1,
883198,1,1,1,1,1,1,12,1,,36,1,4,19000,2,0
883198,2,1,1,1,1,1,12,1,,36,2,,14000,2,0
883206,1,1,1,1,1,1,12,1,,38,2,,45000,1,
883225,1,1,1,1,1,1,12,1,,35,1,1,17500,2,0
883228,1,1,1,1,1,1,12,2,7,36,1,5,24000,1,1440
883228,2,1,1,1,1,1,12,1,,30,2,,20000,2,0
883230,1,1,1,1,1,1,12,2,7,42,2,,20000,2,0
883231,1,1,1,2,2,1,12,1,,20,2,,8400,2,0
883243,1,1,1,1,2,3,,2,5,40,2,,12000,2,0
883243,2,1,1,2,1,1,12,2,1,38,2,,13000,2,0
883244,1,1,1,1,1,1,12,2,5,40,2,,25000,2,0
883252,1,1,1,1,1,1,12,1,,36,2,,28000,2,0
883256,1,1,1,2,1,1,12,2,1,25,2,,10000,2,0
883272,1,1,1,1,1,1,12,2,7,36,2,,22350,2,0
883272,3,3,1,2,2,2,3,2,4,6,2,,3000,2,0
883289,1,1,1,1,1,1,12,2,6,50,2,,24000,2,0
883299,1,1,1,2,1,1,12,2,4,36,2,,17000,2,0
883314,1,1,1,1,1,1,12,2,6,40,2,,14000,2,0
883314,2,2,1,1,2,1,12,2,5,54,1,12,20000,2,0
883322,2,1,1,1,1,1,12,1,,36,2,,20000,2,0
883330,1,1,1,1,1,1,12,1,,36,2,,12000,2,0
883330,2,2,1,2,2,2,9,2,6,30,1,6,9534,2,0
883344,1,1,1,1,1,1,12,2,1,40,2,,11000,2,0
883356,2,1,1,1,2,2,7,2,5,40,2,,10000,2,0
883356,3,1,1,1,2,2,6,2,5,40,2,,6500,2,0
883392,1,1,1,1,1,1,12,1,,36,2,,17000,2,0
883392,3,3,1,1,1,1,12,2,2,40,2,,19000,2,0
883392,4,4,1,1,1,1,12,2,2,40,1,2,18000,2,0
883397,1,1,1,1,1,1,12,2,1,40,2,,17500,2,0
883403,1,1,1,2,3,2,4,2,4,5,1,4,3000,2,0
883404,1,1,1,1,1,1,12,2,1,40,2,,21000,2,0
883408,1,1,1,1,1,1,12,2,4,40,2,,24000,1,2400
883412,1,1,1,1,1,1,12,2,5,40,2,,18000,2,0
883412,3,3,1,1,3,2,6,2,2,40,2,,8400,2,0
883413,1,1,1,1,1,1,12,2,2,40,1,5,16800,2,0
883413,2,2,1,1,1,1,12,2,4,40,2,,18000,2,0
883420,1,1,1,1,2,2,8,1,,19,2,,7000,2,0
883420,2,2,1,1,1,1,12,1,,16,2,,21000,2,0
