nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
685627,2,1,1,1,1,1,12,2,4,40,2,,17000,2,0
685627,3,1,1,2,3,3,,2,2,20,2,,5000,2,0
685627,4,1,1,1,1,1,12,2,6,40,2,,14300,2,0
685630,1,1,1,1,1,1,12,2,5,40,2,,15600,2,0
685630,3,1,1,2,1,1,12,2,1,20,2,,5200,2,0
685647,1,1,1,2,1,1,12,2,3,20,2,,9200,2,0
685647,2,2,1,1,1,1,12,2,4,40,2,,14900,2,0
685780,2,1,1,2,2,1,12,2,4,20,2,,8500,2,0
685780,3,3,1,1,2,2,2,2,2,50,2,,4000,2,0
685793,1,1,1,1,1,1,12,2,5,50,1,3,22000,1,800
685812,1,1,1,1,1,1,12,2,5,32,2,,9100,2,0
685812,2,1,1,2,1,1,12,2,1,29,2,,8450,2,0
685836,3,1,1,1,1,1,12,2,4,40,2,,18000,2,0
685836,4,1,1,1,1,1,12,2,4,40,2,,16000,2,0
685902,2,2,1,1,1,1,12,1,,40,2,,20000,2,0
685905,1,1,1,1,1,1,12,2,6,45,2,,30000,2,0
685905,2,2,1,2,2,2,8,2,3,30,2,,4300,2,0
685908,1,1,1,1,1,2,9,2,5,40,1,8,16000,2,0
685931,1,1,1,1,1,1,12,2,4,50,1,10,20000,2,0
685956,2,1,1,1,1,1,12,1,,40,2,,24000,2,0
685956,3,1,1,2,2,1,12,2,2,20,2,,14000,2,0
685965,4,2,1,1,1,1,12,2,1,48,2,,7200,2,0
685965,5,2,1,1,1,1,12,2,1,40,2,,8000,2,0
686006,2,2,1,2,2,1,12,1,,24,2,,10800,2,0
686172,2,1,1,1,1,1,12,1,,36,2,,22000,2,0
686172,3,1,1,2,1,1,12,2,1,20,1,4,10000,2,0
686185,1,1,1,1,1,1,12,1,,50,2,,20000,2,0
686190,3,3,1,1,1,1,12,2,2,48,2,,11000,2,0
686234,1,1,1,1,1,1,12,2,2,40,1,2,19000,2,0
686235,1,1,1,1,1,1,12,2,6,40,2,,18500,2,0
686253,1,1,1,1,1,1,12,2,5,45,1,5,13500,2,0
686304,1,1,1,1,1,1,12,2,7,38,2,,26000,1,1200
686304,2,1,1,1,1,1,12,2,7,38,2,,16000,1,1000
686374,1,1,1,1,1,1,12,2,4,40,2,,11700,2,0
686500,2,1,1,1,1,1,12,2,4,54,1,10,28000,2,0
686528,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0
686528,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0
686528,3,1,1,1,2,2,6,2,1,40,2,,6500,2,0
686543,2,2,1,1,1,1,12,1,,40,1,10,35000,1,1000
686634,1,1,1,1,1,2,11,2,5,40,2,,20000,2,0
686634,2,2,1,2,1,1,12,2,6,20,2,,6500,2,0
686657,1,1,1,1,1,1,12,1,,30,2,,21350,2,0
686661,3,1,1,1,1,1,12,2,2,30,2,,13000,2,0
686661,4,1,1,1,2,1,12,2,6,40,2,,11700,2,0
686717,1,1,1,2,1,1,12,2,2,20,2,,10000,2,0
686741,1,1,1,1,1,1,12,1,,36,2,,14500,2,0
686763,2,1,1,1,2,2,2,2,1,8,2,,3000,2,0
686866,2,1,1,1,1,1,12,2,3,40,2,,16000,2,0
686911,2,1,1,1,2,2,6,2,4,48,1,30,8000,2,0
686954,1,1,1,1,1,1,12,1,,40,1,3,18850,2,0
687022,1,1,1,1,2,1,12,1,,24,2,,10800,2,0
687022,2,1,1,1,1,1,12,2,1,40,2,,14500,2,0
687039,3,2,1,1,2,3,,2,1,10,2,,2200,2,0
687043,1,1,1,1,1,1,12,2,2,30,2,,9500,2,0
687043,2,1,1,1,2,3,,2,1,20,2,,7000,2,0
687043,3,3,1,1,2,2,7,2,1,40,2,,7500,2,0
687056,3,1,1,1,1,1,12,2,2,40,2,,15500,2,0
687070,2,1,1,1,1,1,12,1,,40,2,,15340,1,700
687070,3,1,1,1,1,1,12,2,1,40,2,,13000,2,0
687112,1,1,1,1,1,1,12,2,3,48,2,,14300,2,0
687112,2,1,1,1,1,1,12,2,4,40,2,,21100,2,0
687134,1,1,1,1,1,1,12,2,4,40,1,3,18000,2,0
687134,2,1,1,1,1,1,12,2,6,40,1,5,25000,2,0
687135,1,1,1,1,1,1,12,2,7,36,1,5,16000,1,800
687148,1,1,1,1,1,1,12,1,,24,2,,18000,2,0
687148,2,1,1,1,1,1,12,2,5,40,2,,21000,2,0
687168,2,2,1,1,1,1,12,2,6,40,1,2,24050,1,500
687174,1,1,1,1,1,1,12,2,7,36,2,,23000,1,1000
687174,2,1,1,1,1,1,12,2,6,40,2,,16500,1,1000
687174,3,1,1,1,1,1,12,2,1,40,2,,13500,2,0
687188,4,1,1,1,1,1,12,2,1,40,2,,10000,2,0
687248,1,1,1,1,1,1,12,2,2,44,2,,17000,2,0
687248,2,2,1,2,1,1,12,2,1,12,2,,5200,2,0
687281,2,2,1,1,1,1,12,2,2,40,2,,17500,2,0
687281,3,2,2,1,2,1,12,2,2,50,2,,3000,2,0
687287,3,1,1,1,1,2,11,2,4,40,2,,15000,2,0
687303,2,1,1,1,2,3,,2,1,10,2,,7000,2,0
687304,1,1,1,1,1,1,12,1,,24,2,,28000,2,0
687305,1,1,1,1,1,1,12,1,,36,2,,15000,2,0
687305,2,1,1,1,1,2,6,2,1,20,2,,3000,2,0
687321,2,1,1,1,1,1,12,1,,40,1,4,26600,2,0
687327,1,1,1,1,1,1,12,1,,36,1,2,20800,1,80
687327,2,2,1,1,1,1,12,1,,36,2,,15340,2,0
687327,4,1,1,2,1,1,12,2,1,18,2,,5200,2,0
687404,2,1,1,1,1,1,12,1,,35,2,,22100,1,
687497,1,1,1,1,1,1,12,2,2,40,2,,15600,2,0
687497,2,1,1,1,1,1,12,2,1,40,2,,18000,2,0
687508,1,1,1,1,1,1,12,1,,36,2,,15000,2,0
687508,2,1,1,1,1,1,12,2,4,10,2,,,2,0
687564,1,1,1,1,2,2,5,2,1,4,2,,2000,2,0
687569,1,1,1,1,1,1,12,2,7,60,1,20,60000,1,4000
687600,1,1,1,2,2,2,3,1,,20,2,,1700,2,0
687644,1,1,1,1,2,1,12,2,2,40,2,,12000,2,0
687685,2,1,1,1,1,1,12,2,2,48,2,,19500,2,0
687699,1,1,1,1,1,1,12,1,,40,2,,28000,2,0
687699,2,1,1,1,1,1,12,2,2,35,2,,18000,2,0
687849,1,1,1,2,1,1,12,2,2,17,2,,6500,2,0
687849,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0
687883,3,1,1,1,1,1,12,2,2,46,2,,18000,2,0
687917,3,1,1,1,1,1,12,2,1,48,2,,9000,2,0
687917,4,1,1,1,1,1,12,2,1,50,2,,10000,2,0
687934,1,1,1,1,1,2,7,2,2,40,2,,12000,2,0
687986,1,1,1,2,1,2,5,2,4,36,2,,4500,2,0
687987,1,1,1,2,1,2,6,2,2,15,2,,5500,2,0
687988,1,1,1,2,2,2,8,2,2,20,2,,5600,2,0
687992,1,1,1,1,1,1,12,1,,43,2,,18000,2,0
687992,2,1,1,2,2,1,12,2,2,16,2,,7000,2,0
687992,3,1,1,1,1,1,12,1,,40,2,,19000,2,0
687993,3,1,1,1,1,1,12,2,1,36,2,,11000,2,0
688003,4,1,1,1,1,2,5,2,4,40,2,,5600,2,0
688009,1,1,1,2,1,2,6,2,3,30,2,,5400,2,0
688111,1,1,1,1,1,1,12,1,,40,2,,23000,1,960
688128,1,1,1,1,1,1,12,1,,36,2,,17000,2,0
688139,2,1,1,2,1,1,12,2,2,30,1,2,14000,2,0
688142,1,1,2,1,2,2,1,2,2,40,2,,1150,2,0
688159,3,1,1,1,1,1,12,2,2,48,2,,14400,2,0
688172,1,1,1,1,1,1,12,1,,30,2,,20000,2,0
688179,1,1,1,2,1,1,12,2,2,25,2,,13500,2,0
688179,1,1,2,2,1,1,12,2,2,9,2,,3900,2,0
688179,2,1,1,1,1,1,12,2,5,40,2,,20500,2,0
688212,2,1,1,2,1,1,12,2,1,30,2,,7500,2,0
688231,1,1,1,1,1,1,12,2,5,38,2,,25000,1,1000
688250,1,1,1,1,2,2,3,2,1,48,2,,3300,2,0
688264,2,1,1,1,1,1,12,1,,40,2,,19000,2,0
688276,1,1,1,1,2,2,8,2,2,40,2,,10000,2,0
688277,3,1,1,2,1,1,12,2,1,24,2,,11000,2,0
688287,1,1,1,1,1,1,12,2,7,45,2,,38000,1,1000
688287,2,1,1,1,1,1,12,2,1,40,2,,21000,2,0
688323,1,1,1,1,1,1,12,2,1,35,1,5,22000,2,0
688323,2,1,1,2,1,1,12,2,1,20,2,,9600,2,0
688338,1,1,1,1,1,1,12,2,5,36,1,10,19000,2,0
688385,3,3,1,2,2,3,,2,4,30,2,,14000,2,0
688390,3,2,1,1,1,1,12,2,4,40,2,,19000,2,0
700213,2,2,1,1,1,1,12,2,6,40,2,,15600,2,0
700235,1,1,1,1,2,2,3,2,1,56,2,,2400,2,0
700410,2,1,1,1,2,1,12,1,,25,2,,25000,2,0
700531,1,1,1,1,1,1,12,2,7,30,2,,15000,2,0
700531,2,2,1,1,1,1,12,2,2,40,2,,11400,2,0
700622,2,1,1,2,3,3,,2,1,10,2,,5000,2,0
700643,1,1,1,1,1,1,12,2,2,50,1,5,30000,2,0
700740,1,1,1,1,1,1,12,2,6,48,1,10,21450,2,0
700752,3,1,1,1,1,1,12,2,6,36,2,,14700,2,0
700913,1,1,1,1,1,1,12,1,,30,2,,24200,2,0
701240,3,1,1,1,1,1,12,2,1,35,2,,6000,2,0
701324,2,2,1,1,1,1,12,2,6,36,2,,16000,2,0
701361,1,1,1,2,1,1,12,2,6,20,2,,18000,2,0
701361,2,1,1,1,1,1,12,2,4,40,2,,24000,2,0
701553,1,1,1,1,1,1,12,1,,36,2,,19000,1,450
701800,3,1,1,1,2,2,9,2,1,39,1,6,9500,2,0
702432,3,1,1,1,1,1,12,2,2,40,1,5,21000,2,0
702643,1,1,1,2,1,1,12,2,2,25,2,,12000,2,0
702643,3,1,1,1,2,1,12,2,1,40,2,,10000,2,0
702656,2,1,1,1,1,1,12,1,,18,2,,23000,2,0
702827,1,1,1,1,1,1,12,2,7,45,1,5,22000,2,0
702827,2,1,1,1,1,1,12,2,2,40,2,,10000,2,0
702827,3,1,1,1,1,1,12,2,2,40,2,,14500,2,0
703808,1,1,1,1,1,2,10,1,,18,2,,18000,2,0
703830,2,1,1,1,1,1,12,1,,40,2,,22100,2,0
704118,3,1,1,1,1,1,12,2,2,50,1,5,18000,2,0
704118,4,1,1,1,1,1,12,2,2,46,1,3,15000,2,0
704365,1,1,1,1,1,1,12,2,3,36,2,,16000,2,0
704365,2,1,1,1,1,1,12,2,2,36,2,,15000,2,0
704372,1,1,1,1,1,1,12,1,,36,2,,18000,2,0
704372,2,1,1,1,1,1,12,1,,36,2,,19000,2,0
704752,1,1,2,2,1,2,10,1,,12,2,,12000,2,0
704806,1,1,2,2,1,2,3,2,2,28,2,,2400,2,0
704911,2,2,1,1,1,1,12,2,6,45,2,,17000,2,0
705115,1,1,1,1,1,1,12,2,1,50,2,,17000,2,0
705116,1,1,1,1,1,1,12,2,2,40,1,5,18000,2,0
705205,2,1,1,1,1,1,12,2,1,40,2,,19000,2,0
705774,3,1,1,2,2,3,,2,1,40,2,,3000,2,0
705777,2,1,1,1,2,1,12,2,3,40,2,,16000,2,0
706224,1,1,1,1,1,1,12,2,6,32,2,,16000,2,0
706224,4,4,1,1,2,1,12,2,2,36,2,,10400,2,0
706407,1,1,1,1,1,1,12,2,7,40,1,0,22000,2,0
706407,2,2,1,1,1,1,12,1,,38,2,,15000,2,0
706422,1,1,1,1,1,1,12,1,,40,2,,21000,2,0
706422,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0
706460,1,1,1,1,1,1,12,2,1,40,2,,19000,2,0
706628,2,2,1,1,1,1,12,2,7,36,2,,18200,1,1800
706628,3,1,1,1,2,1,12,2,1,40,2,,13000,2,0
706629,1,1,1,1,1,1,12,2,6,40,2,,16000,2,0
706634,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0
706634,2,1,1,1,1,1,12,2,4,40,2,,14000,2,0
706634,3,1,1,1,1,1,12,2,2,40,2,,14000,2,0
706822,2,1,1,1,1,1,12,2,5,40,2,,16000,2,0
706822,3,1,1,1,1,1,12,2,5,40,2,,22000,1,2000
706832,1,1,1,1,1,1,12,2,2,40,2,,26000,2,0
706832,2,1,1,1,1,1,12,1,,36,2,,26000,1,350
706921,1,1,1,2,3,1,12,2,1,30,1,10,7500,2,0
706926,1,1,1,1,1,1,12,1,,36,2,,13500,2,0
706973,1,1,1,1,1,1,12,2,2,20,2,,9800,2,0
706973,2,1,1,1,1,1,12,2,3,40,2,,23000,2,0
707232,1,1,1,1,1,2,6,2,2,40,2,,6000,2,0
707312,1,1,1,1,1,1,12,1,,24,2,,26000,2,0
707312,2,1,1,1,1,1,12,2,4,40,2,,21000,1,700
707344,1,1,1,1,1,1,12,2,2,38,2,,13500,2,0
707541,1,1,1,1,1,1,12,2,1,35,2,,12000,2,0
707938,1,1,1,1,1,1,12,2,2,40,1,0,22000,2,0
708009,1,1,1,1,1,1,12,2,6,50,2,,50000,1,1200
708009,3,1,1,1,1,1,12,2,6,36,2,,13000,2,0
708023,1,1,1,1,1,1,12,2,3,40,1,3,28000,2,0
708030,2,2,1,1,1,1,12,1,,40,2,,15600,2,0
708043,1,1,1,1,1,1,12,2,5,40,1,5,16000,2,0
708522,2,1,1,2,1,1,12,2,7,43,1,3,20000,2,0
708700,1,1,1,2,1,1,12,1,,24,2,,8000,2,0
708700,2,1,1,1,1,1,12,2,2,40,2,,15000,2,0
709002,2,1,1,1,1,1,12,2,1,40,2,,18000,2,0
709420,2,2,1,2,1,1,12,2,7,18,2,,7000,2,0
709420,3,1,1,2,1,1,12,2,7,15,2,,6000,2,0
709422,2,1,1,2,2,1,12,2,1,20,2,,5000,2,0
709426,1,1,1,1,1,1,12,2,4,40,2,,24000,2,0
709426,2,1,1,2,2,1,12,2,1,30,2,,10000,2,0
709426,3,1,1,1,1,1,12,2,6,40,2,,17000,1,1000
709426,4,1,1,1,1,1,12,2,4,40,1,4,17000,2,0
709442,1,1,1,1,1,1,12,2,2,40,2,,17182,2,0
709449,3,1,1,1,2,2,2,2,2,40,2,,2200,2,0
709470,1,1,1,2,1,1,12,2,1,25,2,,8000,2,0
709470,2,1,1,2,1,2,11,2,4,35,2,,15000,2,0
709830,2,1,1,1,1,1,12,2,2,50,2,,20000,2,0
709953,1,1,1,1,1,1,12,2,6,40,1,0,16900,1,200
710170,2,1,1,1,1,1,12,2,6,40,2,,30000,2,0
710247,1,1,1,1,1,1,12,2,7,35,2,,30000,1,1575
710415,1,1,1,1,2,1,12,2,1,40,2,,15000,2,0
710440,2,1,1,1,1,1,12,2,1,40,2,,14000,2,0
710507,1,1,1,2,1,2,8,2,4,15,2,,7000,2,0
710507,2,2,1,2,1,2,8,2,4,15,2,,7000,2,0
710556,1,1,1,1,1,1,12,2,6,36,1,6,24000,2,0
710606,2,1,1,1,1,1,12,2,2,40,2,,16800,2,0
710624,1,1,1,1,1,1,12,1,,36,2,,12900,2,0
710872,2,1,1,1,2,1,12,2,4,40,2,,25000,2,0
710944,1,1,1,1,1,1,12,2,1,36,2,,13900,2,0
711014,2,1,1,1,1,1,12,2,2,40,2,,10000,2,0
711014,3,1,1,1,1,1,12,2,1,35,2,,12000,2,0
711022,1,1,1,1,1,1,12,2,1,40,2,,13000,2,0
711107,1,1,1,1,1,1,12,2,3,40,2,,45000,2,0
711312,1,1,1,2,1,1,12,2,2,20,1,1,13000,2,0
711312,2,1,1,1,1,1,12,2,7,50,2,,37000,1,
711417,1,1,1,2,1,1,12,2,2,22,2,,7200,2,0
711417,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0
711432,1,1,1,1,1,1,12,2,4,40,2,,16000,2,0
711432,3,1,1,2,1,1,12,2,2,20,2,,10000,2,0
711545,3,1,1,1,1,1,12,2,6,40,2,,17800,2,0
711624,1,1,1,1,1,1,12,1,,36,1,0,22000,1,600
711624,2,2,1,2,1,1,12,1,,30,1,0,19000,2,0
711925,1,1,2,2,1,1,12,2,1,16,2,,8000,2,0
712127,1,1,1,1,1,1,12,2,7,38,1,7,32000,2,0
712127,2,1,1,1,1,1,12,1,,36,2,,24000,2,0
712136,1,1,1,1,1,1,12,1,,36,1,2,19500,2,0
712136,2,1,1,1,1,1,12,1,,25,1,5,19000,2,0
712148,2,1,1,1,1,1,12,2,7,25,2,,9000,2,0
712244,1,1,1,2,2,2,3,2,5,20,2,,1600,2,0
712244,2,1,1,1,1,1,12,2,1,48,2,,13000,2,0
712525,1,1,1,1,1,1,12,1,,50,1,7,18000,2,0
712707,1,1,1,1,1,1,12,1,,26,2,,20000,2,0
712707,2,1,1,1,1,1,12,1,,34,2,,16000,1,550
712823,1,1,1,1,1,1,12,2,7,37,2,,40000,1,1000
712823,2,2,1,1,1,1,12,2,5,18,2,,15000,2,0
712869,1,1,1,2,1,1,12,2,2,25,2,,13199,2,0
712908,1,1,1,1,1,1,12,1,,38,2,,17000,2,0
712910,2,1,1,1,1,1,12,2,6,38,2,,23400,1,
712964,1,1,1,1,1,1,12,2,4,40,2,,18000,2,0
712964,2,1,1,1,1,1,12,1,,12,2,,15000,2,0
713222,1,1,1,1,2,2,5,2,1,40,2,,3000,2,0
713222,2,1,1,1,2,2,5,2,1,40,2,,6000,2,0
713250,1,1,1,2,2,3,,2,1,7,2,,1500,2,0
713250,2,1,1,1,1,1,12,2,2,62,2,,17000,2,0
713303,1,1,1,1,1,1,12,1,,8,2,,15000,2,0
713359,1,1,1,2,2,3,,2,1,6,2,,3000,2,0
713518,1,1,1,2,1,1,12,2,7,28,1,0,11000,2,0
713518,2,1,1,1,1,1,12,2,2,40,1,0,17000,2,0
713700,1,1,1,1,1,1,12,1,,36,2,,24000,1,2000
713700,2,1,1,1,2,2,10,1,,18,2,,13000,2,0
713837,1,1,1,1,1,1,12,1,,36,2,,18500,2,0
713837,2,1,1,2,1,1,12,2,2,20,2,,12000,2,0
713851,1,1,1,2,1,1,12,2,6,32,2,,14000,2,0
713851,2,1,1,1,1,1,12,2,1,40,1,2,20000,2,0
713852,1,1,2,2,2,1,12,2,2,10,2,,8400,2,0
713852,2,2,1,1,1,1,12,1,,38,2,,16000,2,0
713873,1,1,1,1,1,1,12,1,,36,2,,17500,2,0
714021,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0
714029,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0
714110,1,1,1,2,2,1,12,2,2,30,1,2,650,2,0
714265,1,1,1,2,2,1,12,2,2,36,2,,12500,2,0
714416,1,1,1,2,1,1,12,2,1,35,2,,15600,2,0
714437,3,1,1,2,1,1,12,2,1,28,2,,9100,2,0
714475,1,1,1,2,2,3,,2,1,6,2,,3000,2,0
714475,2,1,1,1,1,1,12,2,1,40,2,,10000,2,0
714538,1,1,1,1,1,1,12,2,7,40,1,3,30000,2,0
714574,1,1,1,1,1,1,12,2,7,70,2,,19000,1,1200
714574,2,1,1,1,1,1,12,2,7,40,1,1,20000,2,0
714602,1,1,1,2,1,1,12,2,7,40,1,14,20000,1,3000
714604,2,1,1,1,1,1,12,2,2,40,1,4,17000,2,0
714604,3,1,1,2,2,1,12,2,6,20,2,,5400,2,0
714734,1,1,1,1,1,1,12,1,,40,1,6,16000,2,0
714734,3,1,1,1,1,1,12,2,1,50,2,,8000,2,0
714811,1,1,1,1,1,1,12,2,3,40,2,,16000,2,0
714825,1,1,1,1,1,1,12,2,7,40,2,,15600,2,0
714825,2,1,1,1,1,1,12,2,7,40,2,,17000,2,0
714833,1,1,1,1,2,1,12,2,1,50,1,10,13500,2,0
714843,1,1,1,1,2,1,12,2,1,30,2,,9750,2,0
714854,1,1,1,1,2,1,12,2,1,28,2,,7800,2,0
714863,1,1,1,1,2,1,12,2,2,36,2,,13000,2,0
714863,2,1,1,2,2,1,12,2,2,24,2,,7200,2,0
715014,2,1,1,1,2,1,12,2,3,40,2,,14200,2,0
715065,1,1,1,2,1,1,12,2,2,20,1,0,9700,1,700
715065,2,1,1,1,1,1,12,1,,40,1,4,50000,1,1000
715499,1,1,1,1,1,1,12,2,2,40,2,,18500,2,0
715500,1,1,1,1,2,1,12,2,3,40,2,,13000,2,0
715551,1,1,1,1,1,1,12,1,,38,2,,16900,2,0
715572,1,1,1,1,1,1,12,2,2,40,2,,15400,2,0
715632,1,1,1,1,1,1,12,2,3,48,1,0,20000,2,0
715776,1,1,1,1,1,1,12,2,4,42,1,0,16900,1,10000
715837,1,1,1,1,1,1,12,2,2,38,2,,18000,2,0
715839,1,1,1,1,1,1,12,1,,40,2,,23500,2,0
715839,2,2,1,1,1,1,12,1,,36,2,,18500,2,0
715865,1,1,1,1,1,1,12,1,,24,2,,19000,2,0
715879,2,2,1,1,1,1,12,2,7,40,2,,21000,2,0
715880,1,1,1,1,1,1,12,2,1,36,2,,24000,2,0
716023,1,1,1,1,1,1,12,1,,36,2,,17000,1,380
716105,1,1,1,1,1,1,12,1,,40,2,,16000,2,0
716105,2,1,1,1,1,1,12,1,,36,2,,18500,2,0
716204,3,1,1,1,2,1,12,2,6,40,2,,26000,2,0
716507,1,1,1,1,1,1,12,2,5,40,2,,21000,2,0
716512,2,1,1,1,1,1,12,1,,36,2,,20000,2,0
716849,2,1,1,1,2,1,12,2,4,40,2,,15000,2,0
716937,1,1,1,1,1,1,12,1,,40,2,,19000,2,0
716937,2,1,1,1,1,1,12,1,,30,2,,22000,2,0
716937,3,1,1,2,2,2,4,2,4,5,2,,600,2,0
717014,1,1,1,1,1,1,12,1,,36,1,6,27000,1,600
717205,2,1,1,1,2,2,4,2,2,20,2,,2000,2,0
717311,4,1,1,1,1,1,12,1,,26,2,,20000,2,0
717312,2,1,1,2,1,1,12,2,2,36,2,,12000,2,0
717317,1,1,1,1,1,1,12,2,2,50,2,,22000,2,0
717409,1,1,1,1,1,1,12,2,2,50,1,4,18000,2,0
717409,2,2,1,1,1,1,12,2,2,40,1,0,19000,2,0
717414,1,1,1,1,1,1,12,2,4,42,1,3,22100,2,0
717414,2,2,1,2,1,1,12,2,1,30,2,,15400,2,0
717434,1,1,1,1,1,1,12,2,7,60,2,,35000,1,1000
717605,2,2,1,1,2,1,12,2,4,40,2,,12000,2,0
717624,1,1,1,1,1,1,12,2,2,40,2,,13500,2,0
717669,1,1,1,1,1,1,12,2,6,40,2,,16900,2,0
717801,1,1,1,1,2,2,9,2,1,60,2,,12000,2,0
717801,3,2,1,1,1,1,12,2,1,40,2,,6500,2,0
717804,2,1,1,1,1,1,12,1,,40,2,,15000,2,0
717865,1,1,1,1,2,2,8,2,1,50,2,,9600,2,0
717877,1,1,1,1,1,1,12,1,,40,1,2,15000,2,0
717900,1,1,1,1,2,2,7,1,,40,2,,8000,2,0
717900,2,2,1,2,1,1,12,2,3,18,2,,18000,2,0
718006,1,1,1,1,1,1,12,1,,36,1,20,16700,2,0
718115,3,1,1,1,1,1,12,2,1,40,2,,19500,2,0
718531,2,1,2,2,2,3,,1,,14,2,,7000,2,0
718674,4,1,1,1,1,1,12,2,4,40,1,2,12000,2,0
718764,2,1,1,1,1,1,12,2,5,38,2,,29000,2,0
718764,3,1,1,2,2,2,3,2,2,30,2,,1500,2,0
718764,4,1,1,1,2,2,6,2,2,40,1,5,4500,2,0
718772,3,1,1,1,1,1,12,2,1,40,2,,25000,2,0
718832,2,1,1,1,1,1,12,2,5,40,2,,20000,2,0
719025,1,1,1,1,1,1,12,1,,36,2,,14000,2,0
719025,2,2,1,2,1,1,12,2,7,36,2,,11000,2,0
719109,1,1,1,1,1,1,12,2,4,36,2,,20000,2,0
719109,2,1,1,1,1,1,12,2,6,38,2,,14500,2,0
719109,4,1,1,2,1,1,12,2,2,24,2,,9500,2,0
719528,1,1,1,1,2,1,12,2,2,48,2,,7000,2,0
719556,1,1,1,1,1,1,12,2,3,45,1,2,12000,2,0
719571,1,1,1,1,1,1,12,2,4,35,2,,20000,2,0
719571,2,1,1,1,1,1,12,2,4,35,2,,20000,2,0
719656,5,2,1,2,2,2,6,2,2,40,2,,6000,2,0
719666,1,1,1,1,2,2,11,2,7,40,2,,9900,2,0
719763,1,1,1,1,1,1,12,1,,36,1,0,15000,1,480
719801,2,2,1,1,1,1,12,1,,36,2,,17000,2,0
719801,3,2,1,1,1,1,12,2,1,40,2,,17000,2,0
719840,1,1,1,1,1,3,,2,1,10,2,,,2,0
719840,2,1,1,1,1,1,12,1,,40,2,,15000,2,0
719940,1,1,1,1,1,1,12,2,6,40,2,,17000,2,0
719963,1,1,1,1,1,1,12,1,,36,2,,21000,2,0
719963,2,1,1,1,1,1,12,2,5,36,2,,26000,2,0
720003,2,2,1,1,1,1,12,2,4,48,2,,7000,2,0
720117,2,2,1,1,1,1,12,1,,40,2,,65000,1,7000
720139,2,1,1,1,1,1,12,1,,36,1,9,20000,2,0
720163,1,1,1,1,1,1,12,1,,22,2,,23000,2,0
720209,1,1,1,1,1,1,12,1,,40,1,20,20000,1,924
720209,2,1,1,1,1,1,12,2,5,40,2,,15000,2,0
720256,2,1,1,1,1,1,12,2,7,30,2,,14000,2,0
720312,1,1,1,1,2,1,12,1,,35,2,,8500,2,0
720373,2,1,1,1,2,2,11,2,6,40,2,,15000,2,0
720373,3,1,1,1,1,1,12,2,4,40,2,,13000,2,0
720404,3,1,1,2,2,2,2,2,4,48,2,,1600,2,0
720566,2,1,1,1,1,1,12,2,2,40,2,,20400,2,0
720603,2,1,1,1,1,1,12,2,1,25,2,,4000,2,0
720634,1,1,1,1,1,1,12,1,,40,2,,16000,2,0
720883,1,1,1,1,1,1,12,2,1,70,2,,12000,2,0
720883,2,1,1,1,1,1,12,2,1,70,2,,12000,2,0
721201,1,1,1,1,2,2,6,2,2,40,2,,20000,2,0
721520,1,1,1,1,1,1,12,2,7,56,1,20,25000,2,0
721520,2,1,1,2,1,1,12,2,4,22,1,5,7800,2,0
721548,1,1,1,1,1,1,12,1,,24,2,,25000,2,0
721628,1,1,1,1,1,1,12,1,,38,2,,11000,2,0
721717,1,1,1,1,1,1,12,2,5,40,2,,20000,2,0
721717,2,1,1,1,1,1,12,1,,40,2,,12500,2,0
721777,2,2,1,1,1,1,12,1,,37,1,2,18850,2,0
721843,3,2,1,1,1,1,12,2,2,40,2,,13000,2,0
721871,1,1,1,1,1,1,12,2,7,36,1,4,16500,2,0
721871,2,2,1,1,1,1,12,1,,36,2,,16500,1,1800
722007,1,1,1,2,1,1,12,2,1,15,2,,6000,2,0
722116,1,1,1,1,1,1,12,2,1,40,2,,16900,2,0
722116,2,1,1,1,2,2,10,2,2,35,2,,9600,2,0
722139,1,1,1,1,1,1,12,2,3,40,2,,15600,2,0
722141,1,1,1,1,1,1,12,2,1,8,2,,15600,2,0
722146,1,1,1,1,1,1,12,1,,40,1,10,22000,2,0
722146,2,2,1,1,1,1,12,1,,40,2,,12500,2,0
722212,1,1,1,1,2,1,12,1,,30,1,1,13000,2,0
722353,1,1,1,1,1,2,3,2,4,40,2,,5000,2,0
722364,1,1,1,1,1,2,4,2,1,40,1,0,5600,2,0
722364,1,1,1,1,1,2,7,2,1,40,1,3,9600,2,0
722365,1,1,1,1,1,1,12,2,7,55,1,5,32500,2,0
722447,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0
722509,1,1,1,1,1,1,12,1,,36,1,0,27000,1,2000
722509,2,1,1,2,1,1,12,1,,25,2,,21500,1,250
722518,2,1,1,1,1,1,12,2,4,45,2,,23400,1,3000
722608,2,1,1,2,2,3,,2,1,18,2,,3000,2,0
722704,1,1,1,2,1,1,12,1,,30,2,,15000,2,0
