nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
851399,91310.822178,78700,78000,700,-1300,0,0,0,-1300,0,0,-1300,0,1300,0,0,0,13910.822178,12000,0,12000,1910.8221777,312.38970491,0,1598.4324727,0
851448,9750,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851493,50108.223754,0,0,0,34450,34450,34450,0,0,0,0,0,0,0,0,0,0,15658.223754,15600,0,15600,58.223754499,58.223754499,0,0,0
851504,15941.394189,0,0,0,15860,15860,15860,0,0,0,0,0,0,0,0,0,0,81.394189427,0,0,0,81.394189427,81.394189427,0,0,0
851514,19600,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
851542,30224.180932,0,0,0,21710,21710,21710,0,0,0,0,0,0,0,0,0,0,8514.1809317,7200,0,7200,1314.1809317,161.75967132,0,1152.4212604,0
851544,10521.344683,0,0,0,6305,6305,6305,0,0,0,0,0,0,0,0,0,0,4216.344683,4200,0,4200,16.344682981,16.344682981,0,0,0
851552,33429.343286,0,0,0,22360,22360,22360,0,0,0,0,0,0,0,0,0,0,11069.343286,9900,0,9900,1169.343286,151.35162169,0,1017.9916643,0
851580,9083.0764658,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1283.0764658,1200,0,1200,83.076465754,83.076465754,0,0,0
851582,9623.7361331,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1823.7361331,1800,0,1800,23.736133073,23.736133073,0,0,0
851585,9800,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
851627,32061.99046,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,6061.9904599,5600,800,4800,461.99045985,461.99045985,0,0,0
851648,13004.224031,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,4.2240314837,0,0,0,4.2240314837,4.2240314837,0,0,0
851672,24506.868067,0,0,0,19695,19695,19695,0,0,0,0,0,0,0,0,0,0,4811.8680665,4800,0,4800,11.868066536,11.868066536,0,0,0
851693,16312.6042,0,0,0,13377,13377,13377,0,0,0,0,0,0,0,0,0,0,2935.6041996,2900,0,2900,35.604199609,35.604199609,0,0,0
851699,32011.868067,29500,29500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511.8680665,2500,0,2500,11.868066536,11.868066536,0,0,0
851701,16728.680665,0,0,0,12610,12610,12610,0,0,0,0,0,0,0,0,0,0,4118.6806654,4000,0,4000,118.68066536,118.68066536,0,0,0
851703,30615.428486,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10615.428486,10600,0,10600,15.428486497,15.428486497,0,0,0
851803,31700,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,2700,0,2700,0,0,0,0,0
851829,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851831,13200,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,1200,0,0,0,0,0
851834,23456.073166,14000,14000,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,2456.0731658,2400,0,2400,56.073165825,56.073165825,0,0,0
851846,29947.472266,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,15647.472266,15600,0,15600,47.472266145,47.472266145,0,0,0
851863,52188.090969,12000,12000,0,-400,0,0,0,-400,0,0,-400,0,400,35000,35000,0,5588.0909693,9600,0,9600,-4011.909031,94.944532291,0,125.48222182,4232.3357849
851865,41347.472266,12000,12000,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,7247.4722661,7200,0,7200,47.472266145,47.472266145,0,0,0
851874,28071.208399,10400,10400,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,7271.2083992,7200,0,7200,71.208399218,71.208399218,0,0,0
851878,29864.515881,0,0,0,20735,20735,20735,0,0,0,0,0,0,0,0,0,0,9129.5158815,9100,0,9100,29.515881476,29.515881476,0,0,0
851903,21677.142432,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6077.1424325,6000,0,6000,77.142432486,77.142432486,0,0,0
851911,27011.868067,11400,11400,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,11.868066536,0,0,0,11.868066536,11.868066536,0,0,0
851923,11377.142432,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,4877.1424325,4800,0,4800,77.142432486,77.142432486,0,0,0
851937,32800.857596,0,0,0,24000,26000,26000,0,-2000,0,0,-2000,0,2000,0,0,0,8800.8575964,9600,0,9600,-799.1424036,0,0,470.55833182,1269.7007355
851968,24059.340333,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.3403327,6000,0,6000,59.340332682,59.340332682,0,0,0
851980,22600,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,13000,0,9600,9600,0,9600,0,0,0,0,0
851982,18885.868067,9574,9574,0,5100,0,0,0,5100,6400,0,-1300,0,1300,0,0,0,4211.8680665,4200,0,4200,11.868066536,11.868066536,0,0,0
851989,23504.678922,13000,13000,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,754.67892177,6000,0,6000,-5245.321078,45.098652838,0,0,5290.4197311
852021,38963.736133,16800,16800,0,16140,15340,15340,0,800,800,0,0,0,0,0,0,0,6023.7361331,6000,0,6000,23.736133073,23.736133073,0,0,0
852030,30501.230227,16000,16000,0,7930,7930,7930,0,0,0,0,0,0,0,0,0,0,6571.2302267,5950,0,5950,621.23022666,621.23022666,0,0,0
852039,18603.962956,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.96295623,600,0,600,3.9629562322,3.9629562322,0,0,0
852058,25320.380588,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.3805883,300,0,300,1020.3805883,1020.3805883,0,0,0
852070,20037.69406,14600,14000,600,560,0,0,0,560,400,160,0,0,0,0,0,0,4877.6940603,7230,0,7230,-2352.30594,17.802099805,0,0,2370.1080395
852073,33123.736133,10000,10000,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,3623.7361331,3600,0,3600,23.736133073,23.736133073,0,0,0
852074,16485.6042,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,6085.6041996,6050,0,6050,35.604199609,35.604199609,0,0,0
852110,22093.86481,14000,14000,0,3500,0,0,0,3500,3500,0,0,0,0,0,0,0,4593.8648103,8400,0,8400,-3806.13519,2.9670166341,0,0,3809.1022064
852115,56884.132589,20000,20000,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,10884.132589,9000,0,9000,1884.132589,121.35928843,1256.6700027,506.10329789,0
852120,21038.920711,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,6038.9207112,6000,0,6000,38.920711247,38.920711247,0,0,0
852130,39142.556205,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142.5562047,3600,0,3600,542.55620469,71.997872877,470.55833182,0,0
852133,26017.8021,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,18017.8021,18000,0,18000,17.802099805,17.802099805,0,0,0
852134,840,0,0,0,840,0,0,0,840,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852140,29645.901119,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9645.9011194,9600,0,9600,45.901119372,45.901119372,0,0,0
852144,32731.427297,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,6731.4272975,6500,0,6500,231.42729746,231.42729746,0,0,0
852156,20021.36252,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.362519765,0,0,0,21.362519765,21.362519765,0,0,0
852168,22368.680665,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,6118.6806654,6000,0,6000,118.68066536,118.68066536,0,0,0
852173,29866.78951,18500,18500,0,5525,5525,5525,0,0,0,0,0,0,0,0,0,0,5841.7895102,6000,0,6000,-158.2104898,53.406299414,0,0,211.61678924
852204,21424.1228,0,0,0,15210,15210,15210,0,0,0,0,0,0,0,0,0,0,6214.1228004,4200,0,4200,2014.1228004,59.862031036,1954.2607694,0,0
852223,22000,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852232,8000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852283,14506.642023,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,5406.6420227,5400,0,5400,6.6420227113,6.6420227113,0,0,0
852304,13000,0,0,0,7000,0,0,0,7000,0,0,7000,7000,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
852321,39454.809032,9100,9100,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,4354.8090317,3600,0,3600,754.80903171,754.80903171,0,0,0
852325,32873.949086,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7873.9490861,6610,0,6610,1263.9490861,1263.9490861,0,0,0
852330,8935.6041996,6400,6400,0,2500,0,0,0,2500,2500,0,0,0,0,0,0,0,35.604199609,0,0,0,35.604199609,35.604199609,0,0,0
852332,26170.457568,26170.457568,26170.457568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852341,22668.939885,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,3168.939885,2880,0,2880,288.93988499,288.93988499,0,0,0
852342,41992.508866,18200,18200,0,20410,20410,20410,0,0,0,0,0,0,0,0,0,0,3382.5088663,3000,0,3000,382.50886627,382.50886627,0,0,0
852364,10405.314785,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,5.3147846677,0,0,0,5.3147846677,5.3147846677,0,0,0
852377,46059.340333,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.3403327,6000,0,6000,59.340332682,59.340332682,0,0,0
852382,9580,0,0,0,5980,5980,5980,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
852387,36083.076466,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083.0764658,6000,0,6000,83.076465754,83.076465754,0,0,0
852391,25491.547081,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5491.5470813,6000,0,6000,-508.4529187,84.074091179,0,0,592.52700988
852399,5850,0,0,0,5850,5850,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852400,5500,0,0,0,2500,0,0,0,2500,0,0,2500,2500,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
852410,10244.837941,1000,1000,0,8000,0,0,0,8000,8000,0,0,0,0,0,0,0,1244.8379407,4800,0,4800,-3555.162059,0,0,0,3555.1620593
852447,16095.623111,0,0,0,11635,11635,11635,0,0,0,0,0,0,0,0,0,0,4460.6231109,4400,0,4400,60.623110943,60.623110943,0,0,0
852465,25716.309726,0,0,0,13390,13390,13390,0,0,0,0,0,0,0,0,0,0,12326.309726,12200,0,12200,126.30972626,126.30972626,0,0,0
852554,21002.317426,0,0,0,2,0,0,0,2,0,2,0,0,0,14000,14000,0,7000.3174263,6000,0,6000,1000.3174263,0,0,1000.3174263,0
852568,30506.190399,28300,28300,0,1200,0,0,0,1200,1200,0,0,0,0,0,0,0,1006.190399,0,0,0,1006.190399,10.987038693,0,995.20336032,0
852570,91435.01423,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21435.01423,13450,0,13450,7985.0142295,43.901035682,0,7941.1131938,0
852573,23853.532843,20000,20000,0,1100,0,0,0,1100,1100,0,0,0,0,0,0,0,2753.532843,3600,0,3600,-846.467157,0,0,0,846.46715697
852574,38880.819289,13000,13000,0,17953,17953,17953,0,0,0,0,0,0,0,0,0,0,7927.8192886,3600,0,3600,4327.8192886,2203.5875339,2124.2317547,0,0
852595,36417.75507,16000,16000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4817.7550705,4800,0,4800,17.755070465,17.755070465,0,0,0
852631,17653.4939,17620,17500,120,0,0,0,0,0,0,0,0,0,0,0,0,0,33.493899806,0,0,0,33.493899806,33.493899806,0,0,0
852634,8949.4309474,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,8800,0,149.43094743,120,0,120,29.430947433,29.430947433,0,0,0
852649,31126.60727,0,0,0,16120,16120,16120,0,0,0,0,0,0,0,15000,15000,0,6.6072696199,0,0,0,6.6072696199,6.6072696199,0,0,0
852658,307.79853704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.79853704,300,0,300,7.7985370406,7.7985370406,0,0,0
852673,18338.116973,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,4038.1169725,6000,0,6000,-1961.883027,154.28486497,0,0,2116.1678924
852681,17328.020998,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,4978.020998,4800,0,4800,178.02099805,178.02099805,0,0,0
852754,30476.323246,19500,19500,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,2136.3232456,2000,0,2000,136.32324559,136.32324559,0,0,0
852762,81803.921807,0,0,0,27950,27950,27950,0,0,0,0,0,0,0,30000,30000,0,23853.921807,19000,0,19000,4853.9218073,356.04199609,0,4497.8798112,0
852773,62729.921603,54040,51400,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,8689.9216035,9200,0,9200,-510.0783965,190.95607597,0,780.2830522,1481.3175247
852849,25056.353103,12000,12000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,56.353102791,0,0,0,56.353102791,56.353102791,0,0,0
852933,15950,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
852951,20753.406299,20700,19500,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,53.406299414,0,0,0,53.406299414,53.406299414,0,0,0
852974,26000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
853021,13600,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
853071,21363.140019,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,9663.1400191,9600,0,9600,63.140019096,63.140019096,0,0,0
853073,31573.813268,7200,7200,0,17550,17550,17550,0,0,0,0,0,0,0,600,600,0,6223.8132679,6000,0,6000,223.81326791,223.81326791,0,0,0
853126,23053.657652,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,7453.6576521,4800,0,4800,2653.6576521,771.42432486,1882.2333273,0,0
853175,36800,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
853210,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,2400,2400,0,2400,0,0,0,0,0
853238,53973.37073,0,0,0,31070,31070,31070,0,0,0,0,0,0,0,0,0,0,22903.37073,15600,0,15600,7303.3707304,213.62519765,564.66999818,6525.0755345,0
853248,25671.208399,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,4871.2083992,4800,0,4800,71.208399218,71.208399218,0,0,0
853279,21600,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
853296,16800,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
853318,21000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
853351,5000,0,0,0,5000,0,0,0,5000,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
853352,26056.503772,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,56.503771696,0,0,0,56.503771696,56.503771696,0,0,0
853354,37109.600789,31100,31100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6009.6007895,6000,0,6000,9.6007894709,9.6007894709,0,0,0
853416,21418.680665,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,9718.6806654,9600,0,9600,118.68066536,118.68066536,0,0,0
853463,55337.266886,49200,49200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6137.2668861,6000,0,6000,137.26688614,137.26688614,0,0,0
853486,18416.888484,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5416.8884845,5400,0,5400,16.888484482,16.888484482,0,0,0
853498,700,0,0,0,-500,0,0,0,-500,0,0,-500,0,500,0,0,0,1200,1200,0,1200,0,0,0,0,0
853559,21035.358303,0,0,0,20410,20410,20410,0,0,0,0,0,0,0,0,0,0,625.35830324,0,0,0,625.35830324,625.35830324,0,0,0
853565,28235.140821,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,4835.1408209,4800,0,4800,35.140820901,35.140820901,0,0,0
853569,23400,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853590,36918.475833,12000,12000,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,9918.4758333,9600,0,9600,318.47583333,318.47583333,0,0,0
853617,61574.722661,14000,14000,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,12474.722661,12000,0,12000,474.72266145,474.72266145,0,0,0
853641,42341.190349,22000,22000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,7341.1903488,4800,0,4800,2541.1903488,147.4025304,0,2393.7878184,0
853647,66052.951656,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,0,20552.951656,19200,0,19200,1352.9516564,1352.9516564,0,0,0
853725,23142.416798,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,6242.4167984,6100,0,6100,142.41679844,142.41679844,0,0,0
853728,40053.406299,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.406299414,0,0,0,53.406299414,53.406299414,0,0,0
853735,16609.889065,0,0,0,12220,12220,12220,0,0,0,0,0,0,0,0,0,0,4389.8890646,4200,0,4200,189.88906458,189.88906458,0,0,0
853765,18504.963398,10000,10000,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,2504.9633984,6000,0,6000,-3495.036602,17.802099805,0,0,3512.8387014
853796,61434.443064,22000,22000,0,14300,14300,14300,0,0,0,0,0,0,0,15000,15000,0,10134.443064,10600,0,10600,-465.5569363,0,0,0,465.55693633
853801,36057.733951,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,12657.733951,12100,0,12100,557.73395059,557.73395059,0,0,0
853816,28845.316604,0,0,0,25090,25090,25090,0,0,0,0,0,0,0,0,0,0,3755.3166037,3700,0,3700,55.316603691,55.316603691,0,0,0
853821,11635.363978,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,1235.3639777,1200,0,1200,35.363977712,35.363977712,0,0,0
853849,23083.454923,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,4883.454923,4800,0,4800,83.454922965,83.454922965,0,0,0
853854,12836.155197,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,2436.1551973,2400,0,2400,36.155197284,36.155197284,0,0,0
853857,13500,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
853866,25334.003622,0,0,0,0,0,0,0,0,0,0,0,0,0,21500,21500,0,3834.0036222,3750,0,3750,84.003622225,84.003622225,0,0,0
853875,23800,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
853911,141275.92467,18000,18000,0,0,0,0,0,0,0,0,0,0,0,38000,20000,18000,85275.924667,52900,20500,32400,32375.924667,1390.2663177,12520.449056,18465.209294,0
853922,41038.794369,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,6038.7943692,6000,0,6000,38.794369184,38.794369184,0,0,0
853930,19947.472266,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,5647.4722661,5600,800,4800,47.472266145,47.472266145,0,0,0
854054,27862.780097,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,9662.7800971,8400,0,8400,1262.7800971,118.68066536,0,1144.0994317,0
854058,89132.529571,35100,34500,600,36736,36736,19736,17000,0,0,0,0,0,0,0,0,0,17296.529571,16230,630,15600,1066.5295709,439.11846184,0,627.41110909,0
854068,29007.210507,0,0,0,18995,18995,18995,0,0,0,0,0,0,0,0,0,0,10012.210507,9600,0,9600,412.2105068,98.504952252,313.70555454,0,0
854070,22527.362871,12800,12800,0,1200,0,0,0,1200,0,0,1200,1200,0,0,0,0,8527.3628714,8400,0,8400,127.36287137,127.36287137,0,0,0
854071,29812.292562,0,0,0,20995,20995,20995,0,0,0,0,0,0,0,0,0,0,8817.2925625,8400,0,8400,417.29256248,100.87856556,316.41399692,0,0
854074,46250.520029,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,16350.520029,13200,0,13200,3150.5200293,640.87559296,0,2509.6444364,0
854078,12783.20012,0,0,0,12730,12730,12730,0,0,0,0,0,0,0,0,0,0,53.200120073,0,0,0,53.200120073,53.200120073,0,0,0
854081,61774.618947,37850,37850,0,0,0,0,0,0,0,0,0,0,0,9000,9000,0,14924.618947,17600,0,17600,-2675.381053,83.076465754,627.41110909,0,3385.8686279
854093,93147.913585,30000,30000,0,46800,46800,46800,0,0,0,0,0,0,0,0,0,0,16347.913585,9600,0,9600,6747.9135849,6747.9135849,0,0,0
854095,27847.401509,0,0,0,27560,27560,27560,0,0,0,0,0,0,0,0,0,0,287.40150917,0,0,0,287.40150917,130.5487319,156.85277727,0,0
854103,49828.985442,34000,34000,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,8828.9854417,8400,0,8400,428.98544168,178.02099805,0,250.96444364,0
854108,36911.955278,0,0,0,28800,28800,28800,0,0,0,0,0,0,0,0,0,0,8111.9552778,8000,0,8000,111.9552778,111.9552778,0,0,0
854112,19029.770408,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,4029.770408,12000,0,12000,-7970.229592,71.208399218,0,0,8041.4379912
854163,51025.218374,14500,14500,0,29068,29068,29068,0,0,0,0,0,0,0,0,0,0,7457.2183743,6500,0,6500,957.21837432,47.472266145,0,909.74610818,0
854188,33058.680665,0,0,0,25740,25740,25740,0,0,0,0,0,0,0,0,0,0,7318.6806654,7200,0,7200,118.68066536,118.68066536,0,0,0
854197,30063.195007,7000,7000,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,6163.1950074,6000,0,6000,163.19500742,163.19500742,0,0,0
854198,25255.585364,0,0,0,18900,19500,19500,0,-600,0,0,-600,0,600,0,0,0,6355.5853644,6000,0,6000,355.58536445,355.58536445,0,0,0
854202,6607.7561555,0,0,0,6600,0,0,0,6600,600,0,6000,6000,0,0,0,0,7.7561554774,0,0,0,7.7561554774,7.7561554774,0,0,0
854223,17587.599732,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,7837.5997316,7800,0,7800,37.599731643,37.599731643,0,0,0
854242,27457.867191,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457.8671909,8400,0,8400,-4942.132809,23.736133073,0,112.93399964,5078.8029418
854243,23089.889065,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,6189.8890646,6000,0,6000,189.88906458,189.88906458,0,0,0
854246,13454.416798,0,0,0,13312,13312,13312,0,0,0,0,0,0,0,0,0,0,142.41679844,0,0,0,142.41679844,142.41679844,0,0,0
854253,65618.680665,53500,23500,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,12118.680665,12000,0,12000,118.68066536,118.68066536,0,0,0
854257,28048.780714,0,0,0,17420,17420,17420,0,0,0,0,0,0,0,0,0,0,10628.780714,9600,0,9600,1028.7807143,24.922939726,1003.8577745,0,0
854275,60342.924983,38700,38700,0,7000,0,0,0,7000,7000,0,0,0,0,0,0,0,14642.924983,14450,1850,12600,192.9249834,34.399135282,158.52584812,0,0
854276,26551.538233,0,0,0,21710,21710,21710,0,0,0,0,0,0,0,0,0,0,4841.5382329,4800,0,4800,41.538232877,41.538232877,0,0,0
854292,31526.674309,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,6000,6000,0,4726.6743094,4300,0,4300,426.67430944,426.67430944,0,0,0
854306,40159.309754,0,0,0,33410,33410,33410,0,0,0,0,0,0,0,0,0,0,6749.3097542,6400,0,6400,349.30975415,35.604199609,0,313.70555454,0
854346,53565.674276,37000,37000,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,0,7205.6742758,7200,0,7200,5.674275781,5.674275781,0,0,0
854352,11290,0,0,0,9490,9490,9490,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
854385,21530,0,0,0,19370,19370,19370,0,0,0,0,0,0,0,0,0,0,2160,2160,0,2160,0,0,0,0,0
854393,11110,0,0,0,8710,8710,8710,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0
854406,17332.668882,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,432.6688818,400,0,400,32.668881801,32.668881801,0,0,0
854414,59433.090774,19500,19500,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,9933.0907744,8400,0,8400,1533.0907744,130.5487319,314.70894766,1087.8330949,0
854428,38350.950858,34800,34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.9508578,6000,0,6000,-2449.049142,196.43558394,0,317.15032321,2962.6350494
854435,27359.340333,27300,26500,800,0,0,0,0,0,0,0,0,0,0,0,0,0,59.340332682,0,0,0,59.340332682,59.340332682,0,0,0
854460,32835.6042,6000,6000,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,6035.6041996,6000,0,6000,35.604199609,35.604199609,0,0,0
854501,9600,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
854534,27856.17848,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,7056.1784798,7000,0,7000,56.178479827,56.178479827,0,0,0
854535,11800,11800,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854550,54282.843799,9000,9000,0,36790,36790,36790,0,0,0,0,0,0,0,0,0,0,8492.8437985,8400,0,8400,92.84379853,92.84379853,0,0,0
854554,18032.796479,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,8432.7964785,8400,0,8400,32.796478509,32.796478509,0,0,0
854559,23097.273009,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,3597.2730091,6000,0,6000,-2402.726991,136.67448002,0,0,2539.4014709
854561,34096.717667,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,10096.717667,9900,0,9900,196.71766731,196.71766731,0,0,0
854592,17069.872908,0,0,0,11310,11310,11310,0,0,0,0,0,0,0,0,0,0,5759.8729082,5550,0,5550,209.87290818,59.833929805,150.03897838,0,0
854593,14605.346451,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6605.3464515,6600,0,6600,5.3464514949,5.3464514949,0,0,0
854601,14300,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854607,48285.294167,41000,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7285.2941669,7200,0,7200,85.294166901,85.294166901,0,0,0
854611,21584.353763,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,11834.353763,11800,300,11500,34.353762813,34.353762813,0,0,0
854617,24830,0,0,0,19890,19890,19890,0,0,0,0,0,0,0,0,0,0,4940,4940,0,4940,0,0,0,0,0
