nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
173,49737.361331,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,17237.361331,17000,0,17000,237.36133073,237.36133073,0,0,0
375,11320.942373,0,0,0,5317,5317,5317,0,0,0,0,0,0,0,0,0,0,6003.9423734,6000,0,6000,3.9423733627,3.9423733627,0,0,0
629,40563.690285,15500,15500,0,17797,17797,17797,0,0,0,0,0,0,0,0,0,0,7266.6902847,6000,0,6000,1266.6902847,11.868066536,0,1254.8222182,0
632,50735.076543,0,0,0,17160,17160,17160,0,0,0,0,0,0,0,13000,13000,0,20575.076543,17260,5760,11500,3315.0765435,178.02099805,0,3137.0555454,0
633,19933.955031,0,0,0,14950,14950,14950,0,0,0,0,0,0,0,0,0,0,4983.9550313,4800,0,4800,183.95503131,183.95503131,0,0,0
923,9110,0,0,0,6110,6110,6110,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
1238,16217.198705,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,4217.1987049,4200,0,4200,17.198704927,17.198704927,0,0,0
1367,17351.664613,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,4351.6646128,4000,0,4000,351.66461275,351.66461275,0,0,0
1763,12840.696923,6000,6000,0,4000,0,0,0,4000,0,0,4000,4000,0,0,0,0,2840.6969234,2800,0,2800,40.696923424,40.696923424,0,0,0
1927,10505.695599,0,0,0,10270,10270,10270,0,0,0,0,0,0,0,0,0,0,235.69559887,0,0,0,235.69559887,47.472266145,0,188.22333273,0
1946,12187.520806,0,0,0,11570,11570,11570,0,0,0,0,0,0,0,0,0,0,617.52080622,0,0,0,617.52080622,617.52080622,0,0,0
2274,13360,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,0,0
2447,42202.367629,26400,26400,0,0,0,0,0,0,0,0,0,0,0,180,180,0,15622.367629,16400,0,16400,-777.6323711,68.834785911,0,0,846.46715697
2485,11407.544465,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,3607.5444648,3600,0,3600,7.5444648325,7.5444648325,0,0,0
2886,47125.767451,26600,25600,1000,10743,15743,15743,0,-5000,0,0,-5000,0,5000,0,0,0,9782.7674513,9300,0,9300,482.76745129,482.76745129,0,0,0
3717,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0
4732,4700,0,0,0,3500,0,0,0,3500,0,0,3500,3500,0,0,0,0,1200,1200,0,1200,0,0,0,0,0
5416,30065.387738,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.387738209,0,0,0,65.387738209,65.387738209,0,0,0
7165,34900.723919,15600,15600,0,7150,7150,7150,0,0,0,0,0,0,0,0,0,0,12150.723919,12000,0,12000,150.72391941,150.72391941,0,0,0
7886,53774.825103,10000,10000,0,31000,31000,26000,5000,0,0,0,0,0,0,0,0,0,12774.825103,12000,0,12000,774.82510309,712.08399218,0,62.741110909,0
11972,72544.833597,0,0,0,26260,26260,26260,0,0,0,0,0,0,0,40000,40000,0,6284.8335969,6000,0,6000,284.83359687,284.83359687,0,0,0
20174,41170.822218,0,0,0,27716,27716,27716,0,0,0,0,0,0,0,0,0,0,13454.822218,12200,0,12200,1254.8222182,0,0,1254.8222182,0
20223,39179.30273,0,0,0,23140,23140,23140,0,0,0,0,0,0,0,10000,10000,0,6039.3027301,6000,0,6000,39.302730135,23.617452407,0,15.685277727,0
20297,22223.736133,25200,25200,0,-3600,0,0,0,-3600,0,0,-3600,0,3600,0,0,0,623.73613307,600,0,600,23.736133073,23.736133073,0,0,0
20711,29711.868067,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,5011.8680665,5000,0,5000,11.868066536,11.868066536,0,0,0
20837,44536.255998,0,0,0,27820,27820,27820,0,0,0,0,0,0,0,0,0,0,16716.255998,15360,10560,4800,1356.2559977,94.944532291,1568.5277727,31.370555454,338.58686279
21384,30312.63483,7500,7500,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,4812.63483,4200,0,4200,612.63483004,612.63483004,0,0,0
21461,16200,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,8400,8400,0,8400,0,0,0,0,0
22099,28216.006975,9000,9000,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,7216.0069753,7200,0,7200,16.006975257,16.006975257,0,0,0
22168,12627.8021,0,0,0,12610,12610,12610,0,0,0,0,0,0,0,0,0,0,17.802099805,0,0,0,17.802099805,17.802099805,0,0,0
22169,13260,0,0,0,13260,13260,13260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22173,15615.428486,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,15.428486497,0,0,0,15.428486497,15.428486497,0,0,0
22208,21621.141646,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6021.1416455,6000,0,6000,21.141645522,21.141645522,0,0,0
22222,30185.899258,0,0,0,24050,24050,24050,0,0,0,0,0,0,0,0,0,0,6135.8992576,6000,0,6000,135.89925756,135.89925756,0,0,0
22276,39723.607759,0,0,0,33410,33410,33410,0,0,0,0,0,0,0,0,0,0,6313.607759,6000,0,6000,313.60775898,313.60775898,0,0,0
22277,42912.379532,17000,17000,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,5912.3795323,4200,0,4200,1712.3795323,143.85175962,0,1568.5277727,0
22279,43055.130777,22000,22000,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,6055.1307767,6000,0,6000,55.130776686,55.130776686,0,0,0
22286,18733.291712,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,7033.2917119,6000,0,6000,1033.2917119,107.43710214,0,925.8546098,0
22292,40805.426528,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,16105.426528,15800,4800,11000,305.42652812,305.42652812,0,0,0
22624,5570,0,0,0,1370,0,0,0,1370,1370,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
22657,50104.75335,20000,20000,0,-650,12350,12350,0,-13000,0,0,-13000,0,13000,6000,6000,0,24754.75335,18000,0,18000,6754.7533496,86.586944183,6668.1664054,0,0
22850,30200.913993,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800.9139926,4800,0,4800,2000.9139926,118.68066536,0,1882.2333273,0
22995,24053.557779,0,0,0,19110,19110,19110,0,0,0,0,0,0,0,0,0,0,4943.5577793,4200,0,4200,743.55777933,743.55777933,0,0,0
22996,39623.570247,0,0,0,32890,32890,32890,0,0,0,0,0,0,0,0,0,0,6733.570247,5600,0,5600,1133.570247,85.450079062,1048.1201679,0,0
23370,17189.775122,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,289.77512248,0,0,0,289.77512248,132.92234521,0,156.85277727,0
23384,19945.6042,0,0,0,13910,13910,13910,0,0,0,0,0,0,0,0,0,0,6035.6041996,6000,0,6000,35.604199609,35.604199609,0,0,0
23490,33182.93618,0,0,0,17420,17420,17420,0,0,0,0,0,0,0,0,0,0,15762.93618,13800,4200,9600,1962.9361797,80.702852447,0,1882.2333273,0
23797,26923.736133,15500,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423.736133,11400,0,11400,23.736133073,23.736133073,0,0,0
23821,12882.906507,0,0,0,7930,7930,7930,0,0,0,0,0,0,0,0,0,0,4952.9065069,4800,0,4800,152.90650685,152.90650685,0,0,0
23823,25933.841677,13000,13000,0,10660,10660,10660,0,0,0,0,0,0,0,0,0,0,2273.841677,6000,0,6000,-3726.158323,82.943883364,0,0,3809.1022064
23865,30729.340333,0,0,0,25870,25870,25870,0,0,0,0,0,0,0,0,0,0,4859.3403327,4800,0,4800,59.340332682,59.340332682,0,0,0
23986,19814.37539,0,0,0,9555,9555,9555,0,0,0,0,0,0,0,0,0,0,10259.37539,10100,3500,6600,159.37538961,159.37538961,0,0,0
24147,118971.6654,22000,22000,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,77471.665396,76400,23400,53000,1071.6653955,130.5487319,0,941.11666363,0
24149,8331.8680665,0,0,0,8320,8320,8320,0,0,0,0,0,0,0,0,0,0,11.868066536,0,0,0,11.868066536,11.868066536,0,0,0
24194,64863.453105,33580,33300,280,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,10483.453105,9500,0,9500,983.45310518,356.04199609,0,627.41110909,0
24195,21060.437796,0,0,0,15340,15340,15340,0,0,0,0,0,0,0,0,0,0,5720.4377965,5400,0,5400,320.43779648,320.43779648,0,0,0
24326,23711.868067,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,12011.868067,12000,0,12000,11.868066536,11.868066536,0,0,0
24374,33644.13199,18720,18000,720,9900,15600,15600,0,-5700,300,0,-6000,0,6000,0,0,0,5024.1319901,4900,0,4900,124.13199008,124.13199008,0,0,0
24379,15283.076466,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,4883.0764658,4800,0,4800,83.076465754,83.076465754,0,0,0
24382,15885.508155,3000,3000,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,2485.5081552,2450,0,2450,35.508155192,35.508155192,0,0,0
24393,13675.489309,0,0,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,4835.4893088,4800,0,4800,35.489308776,35.489308776,0,0,0
24616,30697.305954,0,0,0,26978,26978,26978,0,0,0,0,0,0,0,0,0,0,3719.3059539,3600,0,3600,119.30595395,119.30595395,0,0,0
24760,16204.93438,0,0,0,11400,11400,11400,0,0,0,0,0,0,0,0,0,0,4804.9343803,4800,0,4800,4.9343803459,4.9343803459,0,0,0
24764,26823.736133,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4823.7361331,4800,0,4800,23.736133073,23.736133073,0,0,0
24809,32510.315475,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,18210.315475,17800,10600,7200,410.31547549,410.31547549,0,0,0
24853,52178.300702,17000,17000,0,27040,27040,27040,0,0,0,0,0,0,0,0,0,0,8138.3007022,7200,0,7200,938.30070216,938.30070216,0,0,0
24924,56059.340333,11000,11000,0,-5000,0,0,0,-5000,0,0,-5000,0,5000,50000,50000,0,59.340332682,0,0,0,59.340332682,59.340332682,0,0,0
24984,49400,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,10400,10400,0,10400,0,0,0,0,0
25007,21629.815564,0,0,0,15561,15561,15561,0,0,0,0,0,0,0,0,0,0,6068.8155645,6000,0,6000,68.815564471,68.815564471,0,0,0
25138,21900,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,800,800,0,4200,4200,0,4200,0,0,0,0,0
25148,66001.84853,51000,50000,1000,0,0,0,0,0,0,0,0,0,0,8000,8000,0,7001.8485304,6600,0,6600,401.84853038,213.62519765,0,188.22333273,0
25245,40818.680665,11500,11500,0,4000,0,0,0,4000,4000,0,0,0,0,18000,18000,0,7318.6806654,7200,0,7200,118.68066536,118.68066536,0,0,0
25625,58019.496142,0,0,0,19190,19340,19340,0,-150,0,0,-150,0,150,0,0,0,38829.496142,22050,1650,20400,16779.496142,15524.673924,1254.8222182,0,0
25930,35224.809951,0,0,0,27040,27040,27040,0,0,0,0,0,0,0,0,0,0,8184.8099507,7200,0,7200,984.8099507,281.84338802,335.91820781,367.04835486,0
25968,25443.107658,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,5293.1076582,4800,0,4800,493.10765824,22.549326419,0,470.55833182,0
25970,11606.152932,0,0,0,11440,11440,11440,0,0,0,0,0,0,0,0,0,0,166.15293151,0,0,0,166.15293151,166.15293151,0,0,0
26048,51967.548777,0,0,0,42900,42900,42900,0,0,0,0,0,0,0,0,0,0,9067.5487775,0,0,0,9067.5487775,75.756981855,0,8991.7917956,0
26163,28099.034381,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.034380742,0,0,0,99.034380742,99.034380742,0,0,0
26281,17918.680665,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,4918.6806654,4800,0,4800,118.68066536,118.68066536,0,0,0
26310,20618.680665,0,0,0,14500,19500,19500,0,-5000,0,0,-5000,0,5000,0,0,0,6118.6806654,6000,0,6000,118.68066536,118.68066536,0,0,0
26349,40240,0,0,0,27040,27040,27040,0,0,0,0,0,0,0,0,0,0,13200,13200,0,13200,0,0,0,0,0
26684,14380,4800,4800,0,5980,5980,5980,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
27109,13450,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0
27114,19059.340333,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,3459.3403327,3400,0,3400,59.340332682,59.340332682,0,0,0
27116,18764.340333,0,0,0,14105,14105,14105,0,0,0,0,0,0,0,0,0,0,4659.3403327,4600,0,4600,59.340332682,59.340332682,0,0,0
27123,24418.680665,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,10118.680665,10000,0,10000,118.68066536,118.68066536,0,0,0
27155,31414.012553,5800,4000,1800,0,0,0,0,0,0,0,0,0,0,19000,19000,0,6614.0125527,6600,0,6600,14.012552707,14.012552707,0,0,0
27157,22368.788097,8000,8000,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,4368.788097,4200,0,4200,168.78809699,0,0,168.78809699,0
27224,69265.243073,18000,18000,0,23400,23400,23400,0,0,0,0,0,0,0,14000,14000,0,13865.243073,14400,0,14400,-534.7569271,142.41679844,0,0,677.17372558
27238,23018.179016,12000,12000,0,7000,0,0,0,7000,7000,0,0,0,0,0,0,0,4018.1790157,4300,0,4300,-281.8209843,35.604199609,0,0,317.42518386
27505,27676.200112,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,12076.200112,11000,5000,6000,1076.2001121,81.560363099,994.63974895,0,0
27509,15746.091774,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,7946.0917745,7200,0,7200,746.09177445,118.68066536,627.41110909,0,0
27730,39036.044162,7800,7800,0,19240,19240,19240,0,0,0,0,0,0,0,0,0,0,11996.044162,11000,3500,7500,996.04416163,155.74736627,0,840.29679537,0
27734,19983.057306,0,0,0,14937,14937,14937,0,0,0,0,0,0,0,0,0,0,5046.0573057,4800,0,4800,246.05730567,56.944719152,0,189.11258652,0
27739,22166.923199,0,0,0,4108,4108,4108,0,0,0,0,0,0,0,0,0,0,18058.923199,18000,8400,9600,58.923198963,58.923198963,0,0,0
27742,27892.000909,6700,6700,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,13002.000909,12800,0,12800,202.00090872,202.00090872,0,0,0
27744,29337.299161,0,0,0,14560,14560,14560,0,0,0,0,0,0,0,0,0,0,14777.299161,14200,0,14200,577.29916078,106.03974592,0,471.25941486,0
27881,13029.670166,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,29.670166341,0,0,0,29.670166341,29.670166341,0,0,0
27912,40713.514262,17800,17800,0,16510,16510,16510,0,0,0,0,0,0,0,0,0,0,6403.5142622,6000,0,6000,403.51426224,403.51426224,0,0,0
27923,36107.081275,0,0,0,24350,15470,15470,0,8880,5880,3000,0,0,0,0,0,0,11757.081275,11100,0,11100,657.08127543,29.670166341,0,627.41110909,0
27930,42829.778129,0,0,0,35750,35750,35750,0,0,0,0,0,0,0,0,0,0,7079.7781292,6700,0,6700,379.77812916,379.77812916,0,0,0
27947,25245.021593,0,0,0,19775,19305,19305,0,470,470,0,0,0,0,0,0,0,5470.0215926,5400,0,5400,70.021592564,70.021592564,0,0,0
28100,31605.327941,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605.3279406,3600,0,3600,5.3279406058,5.3279406058,0,0,0
28331,20077.136668,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4477.1366681,4300,0,4300,177.13666807,177.13666807,0,0,0
28346,27564.618103,3000,3000,0,18330,18330,18330,0,0,0,0,0,0,0,0,0,0,6234.6181034,6000,0,6000,234.61810336,234.61810336,0,0,0
28362,39881.191997,0,0,0,30225,30225,30225,0,0,0,0,0,0,0,0,0,0,9656.1919971,9600,0,9600,56.191997073,56.191997073,0,0,0
28441,53234.898261,22000,22000,0,21040,1478,1478,0,19562,0,0,19562,19562,0,0,0,0,10194.898261,9600,0,9600,594.89826111,468.78862819,0,126.10963293,0
28802,51331.964651,24000,24000,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,7331.9646507,6000,0,6000,1331.9646507,77.142432486,1254.8222182,0,0
28859,16214.24168,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,8414.2416798,8400,0,8400,14.241679844,14.241679844,0,0,0
28920,50044.536949,0,0,0,25480,25480,25480,0,0,0,0,0,0,0,0,0,0,24564.536949,23500,12400,11100,1064.5369488,280.2730624,0,784.26388636,0
28992,65624.171214,0,0,0,20880,22880,22880,0,-2000,0,0,-2000,0,2000,2500,0,2500,42244.171214,41900,0,41900,344.17121378,180.27928011,163.89193367,0,0
29006,45992.247579,0,0,0,38350,38350,38350,0,0,0,0,0,0,0,0,0,0,7642.2475793,7286.2055832,0,7286.2055832,356.04199609,356.04199609,0,0,0
29140,38549.309754,13000,13000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,9949.3097542,9600,0,9600,349.30975415,35.604199609,0,313.70555454,0
29280,45703.56042,41500,41500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203.56042,4200,0,4200,3.5604199609,3.5604199609,0,0,0
29288,14909.622416,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,4909.6224162,4800,0,4800,109.62241621,109.62241621,0,0,0
29678,19361.810546,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,6361.8105461,6000,0,6000,361.81054606,48.104991517,0,313.70555454,0
29680,27380.041059,23000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4380.041059,4200,0,4200,180.04105899,16.908907663,0,163.13215132,0
29684,58168.40094,43700,43700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14468.40094,14300,6600,7700,168.40094024,168.40094024,0,0,0
29737,65576.452275,59000,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576.4522752,6000,0,6000,576.45227518,661.09899088,0,0,84.646715697
29742,52387.80767,35000,35000,0,8750,3250,3250,0,5500,5500,0,0,0,0,0,0,0,8637.8076703,8600,0,8600,37.807670344,37.807670344,0,0,0
29774,12571.208399,0,0,0,8900,9100,9100,0,-200,0,0,-200,0,200,0,0,0,3671.2083992,3600,0,3600,71.208399218,71.208399218,0,0,0
29798,31979.137662,0,0,0,23660,23660,23660,0,0,0,0,0,0,0,0,0,0,8319.1376617,7200,0,7200,1119.1376617,178.02099805,941.11666363,0,0
29823,46977.570041,29000,29000,0,10760,9360,9360,0,1400,1400,0,0,0,0,0,0,0,7217.5700412,7200,0,7200,17.570041194,17.570041194,0,0,0
31092,53356.041996,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14356.041996,14000,0,14000,356.04199609,356.04199609,0,0,0
31093,31874.314435,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,7874.3144345,4800,0,4800,3074.3144345,0,1192.0811073,1882.2333273,0
31122,54618.328684,31000,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23618.328684,23600,0,23600,18.328683765,18.328683765,0,0,0
31137,79579.876403,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14579.876403,14400,0,14400,179.87640274,179.87640274,0,0,0
31145,31285.788889,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,85.788888615,0,0,0,85.788888615,85.788888615,0,0,0
31161,52719.733864,43100,43100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9619.7338643,9600,0,9600,19.733864271,19.733864271,0,0,0
31219,11959.340333,0,0,0,8300,8300,8300,0,0,0,0,0,0,0,0,0,0,3659.3403327,3600,0,3600,59.340332682,59.340332682,0,0,0
31220,66792.534412,0,0,0,27170,27170,27170,0,0,0,0,0,0,0,2000,2000,0,37622.534412,36605.975705,15000,21605.975705,1016.558707,106.81259883,0,909.74610818,0
31221,41023.736133,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,12423.736133,12400,0,12400,23.736133073,23.736133073,0,0,0
31246,31767.283813,0,0,0,24260,31460,31460,0,-7200,0,0,-7200,0,7200,0,0,0,7507.2838129,3600,0,3600,3907.2838129,26.10974638,0,3881.1740665,0
31304,37776.283428,0,0,0,24570,24570,24570,0,0,0,0,0,0,0,0,0,0,13206.283428,7000,0,7000,6206.2834283,193.95471598,0,6012.3287123,0
31309,73589.082901,34000,34000,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,8389.0829006,8200,0,8200,189.08290055,189.08290055,0,0,0
31387,40164.615414,16969.027376,16400,569.02737597,10800,0,0,0,10800,10800,0,0,0,0,0,0,0,12395.588038,8400,0,8400,3995.5880378,69.398596414,1868.7599528,2057.4294886,0
31403,32659.07384,13600,13600,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,6059.0738397,6000,0,6000,59.073839735,59.073839735,0,0,0
31441,71755.079686,0,0,0,32840,47840,47840,0,-15000,0,0,-15000,0,15000,0,0,0,38915.079686,33600,0,33600,5315.0796858,1157.1364873,0,6274.1110909,2116.1678924
31448,39551.523882,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,13551.523882,12000,0,12000,1551.5238816,296.70166341,627.41110909,627.41110909,0
31561,19559.340333,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,59.340332682,0,0,0,59.340332682,59.340332682,0,0,0
31625,46283.48319,26440,25000,1440,9360,9360,9360,0,0,0,0,0,0,0,0,0,0,10483.48319,10350,0,10350,133.48319025,133.48319025,0,0,0
31652,48469.237545,0,0,0,40300,40300,40300,0,0,0,0,0,0,0,0,0,0,8169.2375445,7800,3500,4300,369.23754452,216.78793245,0,152.44961207,0
31665,23916.054961,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,9616.0549607,9600,0,9600,16.054960653,16.054960653,0,0,0
31671,30656.611809,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,7256.6118093,7200,0,7200,56.61180925,56.61180925,0,0,0
31695,75758.878036,66704,66704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9054.8780358,8900,0,8900,154.87803576,154.87803576,0,0,0
31724,68850,40950,40950,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,8400,8400,0,8400,0,0,0,0,0
31735,27616.78202,0,0,0,20020,20020,20020,0,0,0,0,0,0,0,0,0,0,7596.7820203,7200,0,7200,396.7820203,83.076465754,0,313.70555454,0
31757,17009.188095,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,7259.1880954,7200,0,7200,59.1880954,59.1880954,0,0,0
31785,58915.936271,0,0,0,46800,46800,46800,0,0,0,0,0,0,0,0,0,0,12115.936271,12000,0,12000,115.93627099,115.93627099,0,0,0
31798,9010.0878566,0,0,0,9000,9000,9000,0,0,0,0,0,0,0,0,0,0,10.087856556,0,0,0,10.087856556,10.087856556,0,0,0
31799,34664.193129,0,0,0,25740,25740,25740,0,0,0,0,0,0,0,0,0,0,8924.1931294,7900,0,7900,1024.1931294,83.076465754,941.11666363,0,0
31860,43608.307647,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6608.3076466,6600,0,6600,8.3076465754,8.3076465754,0,0,0
31868,18171.735837,11500,11500,0,6627,6627,3614,3013,0,0,0,0,0,0,0,0,0,44.735837201,0,0,0,44.735837201,44.735837201,0,0,0
31869,13031.612758,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,13000,0,31.612758001,0,0,0,31.612758001,31.612758001,0,0,0
31912,25243.076466,0,0,0,19760,19760,19760,0,0,0,0,0,0,0,0,0,0,5483.0764658,5400,0,5400,83.076465754,83.076465754,0,0,0
32001,30165.309793,0,0,0,22200,22200,22200,0,0,0,0,0,0,0,0,0,0,7965.309793,6000,0,6000,1965.309793,83.076465754,1882.2333273,0,0
32028,85466.152657,30000,30000,0,48750,48750,48750,0,0,0,0,0,0,0,0,0,0,6716.1526567,6000,0,6000,716.15265669,716.15265669,0,0,0
32034,19862.057496,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4262.0574961,4200,0,4200,62.057496055,62.057496055,0,0,0
32041,25750.458903,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,5600.4589031,5400,0,5400,200.45890307,59.340332682,0,141.11857038,0
32044,16979.778129,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,3979.7781292,3600,0,3600,379.77812916,379.77812916,0,0,0
32052,33089.667587,0,0,0,27950,27950,27950,0,0,0,0,0,0,0,0,0,0,5139.6675873,4800,0,4800,339.66758732,339.66758732,0,0,0
32057,54543.983674,0,0,0,33150,33150,33150,0,0,0,0,0,0,0,15000,15000,0,6393.9836739,6000,0,6000,393.98367391,393.98367391,0,0,0
32067,14333.760862,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,33.76086224,0,0,0,33.76086224,33.76086224,0,0,0
32144,26374.895363,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,8374.8953628,9200,0,9200,-825.1046372,21.362519765,0,0,846.46715697
32190,36546.548771,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,5346.5487708,3600,0,3600,1746.5487708,178.02099805,0,1568.5277727,0
32198,99604.091981,0,0,0,44096,44096,44096,0,0,0,0,0,0,0,0,0,0,55508.091981,45400,29800,15600,10108.091981,0,0,10108.091981,0
32206,15448.307535,14930,14930,0,450,0,0,0,450,0,0,450,450,0,0,0,0,68.307534521,0,0,0,68.307534521,68.307534521,0,0,0
32209,27223.413288,0,0,0,19240,19240,19240,0,0,0,0,0,0,0,0,0,0,7983.4132877,7900,0,7900,83.413287736,83.413287736,0,0,0
32210,34370.433618,23160,23160,0,11180,11180,11180,0,0,0,0,0,0,0,0,0,0,30.433618468,0,0,0,30.433618468,30.433618468,0,0,0
32229,20584.835083,0,0,0,11570,11570,11570,0,0,0,0,0,0,0,0,0,0,9014.8350832,9000,0,9000,14.83508317,14.83508317,0,0,0
32288,24894.944532,0,0,0,4800,0,0,0,4800,0,0,4800,4800,0,20000,20000,0,94.944532291,0,0,0,94.944532291,94.944532291,0,0,0
32318,16970.084818,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,5270.0848177,5400,0,5400,-129.9151823,11.868066536,0,0,141.78324879
32320,61246.794672,55562.208733,55000,562.20873269,0,0,0,0,0,0,0,0,0,0,0,0,0,5684.5859395,8400,0,8400,-2715.414061,35.604199609,0,0,2751.0182602
32328,20035.587058,0,0,0,15680,9880,9880,0,5800,5800,0,0,0,0,0,0,0,4355.587058,4200,0,4200,155.58705798,155.58705798,0,0,0
32470,30526.381452,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,6000,6000,0,5026.3814523,4900,0,4900,126.38145227,126.38145227,0,0,0
32471,11791.47586,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,3731.4758604,3600,0,3600,131.47586043,131.47586043,0,0,0
32524,97284.542879,0,0,0,50492,50492,50492,0,0,0,0,0,0,0,0,0,0,46792.542879,15100,0,15100,31692.542879,2599.4270093,12548.222182,16544.893688,0
