NQUEST,anabit,godabit,unipro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,UBIC1N,supab,ancostr,bagni,boiler,valabit,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristrut,tristrutn,tristrut,energia,tenergian,tenergia,imupricas,timupricas,imualtab,timualtab,imurip1,imurip2,imuasp,debita1,ndebita1,debita2,ndebita2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,mutuoric,mutuoric3,intpersezd,docsezd,ritaff,QUOPRO
26684,1981,1,1,1981,1,0,0,0,0,0,0,0,0,1,17500,,,,,,,,300,2,40,1917,1,1,50000,2,,2,,2,,2,,2,,1,700,,,2,,,2,,,2,,2,,,,75,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27109,1955,1,1,1955,1,0,0,0,0,0,0,0,0,1,2500,,,,,,,,200,2,90,1950,1,1,50000,2,,2,,2,,2,,2,,1,2000,,,2,,,2,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27114,1968,1,1,1968,1,0,0,0,0,0,0,0,0,1,1000,,,,,,,,200,1,90,1960,1,1,90000,2,,1,1,2,,2,,2,,2,,1,3000,2,,,2,,,2,,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27116,1964,1,1,1964,1,1,0,0,0,0,0,0,0,1,2500,,,,,,,,300,1,100,1900,2,1,80000,2,,2,,1,2,2,,2,,2,,2,,,,,,,,2,,1,30,0,100,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27123,1983,1,1,1992,1,1,0,0,0,0,0,0,0,7,10000,,,,,,,,500,1,92,1972,2,1,150000,1,1,1,1,1,1,2,,2,,1,4000,2,,2,,,2,,,2,,1,35,0,100,80,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,1,1,2,,1,2,,100
27155,1987,1,1,1984,0,1,0,0,0,0,0,0,0,2,24000,,,,,,,,300,3,100,1982,2,2,70000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,2,,1,2000,50,50,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27157,1988,1,1,1989,1,0,0,0,0,0,0,0,0,6,,,,,,,,,350,2,160,1972,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,25,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27224,1975,1,2,2012,0,1,0,0,0,0,0,0,0,4,,2,,,,,,,500,1,130,1965,2,1,140000,1,1,1,1,1,2,2,,2,,2,,2,,,,,,,,1,250,1,200,100,0,100,2,,1,1,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,2,,33
27238,2011,1,1,2011,1,0,0,0,0,0,0,0,0,7,20000,,,,,,,,200,5,70,2011,1,1,90000,1,1,1,1,1,1,2,,2,,2,,2,,,,,,,,1,200,1,200,100,0,50,1,1,2,,0,,0,,0,,0,,0,,2,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
27505,1978,1,1,1978,1,0,0,0,0,0,0,0,0,2,55000,,,,,,,,500,2,90,1968,1,2,130000,1,1,2,,2,,2,,2,,1,3000,1,1500,2,,,2,,,1,800,1,400,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27509,1998,1,2,1996,1,0,0,0,0,0,0,0,0,1,115000,2,,,,,,,600,3,85,1934,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,40
27730,1970,1,1,1970,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,500,2,82,1968,2,1,100000,1,1,2,,1,1,2,,2,,2,,2,,,,,,,,1,260,1,320,100,0,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
27734,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,7000,,,,,,,,400,3,52,1980,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,140,2,,,,20,2,,2,,1,1,0,,0,,0,,0,,,4,2,2,,2,,2,,,,,2,,2,2,1,1,,100
27739,1961,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,1,110,1959,1,1,110000,1,1,1,2,2,,2,,2,,2,,2,,,,,,,,1,180,1,620,40,60,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
27742,1958,1,1,2005,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,2,130,1956,1,1,130000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,120,1,260,100,0,40,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,1,,100
27744,1966,1,1,1965,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,1,67,1960,2,1,80000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,120,1,260,0,100,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
27881,1967,2,,,,,,,,,,,,,,,,200,2,2,,8,,3,90,1960,1,1,80000,2,,2,,2,,2,,2,,1,300,,,2,,,2,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
27912,1979,1,1,1980,1,1,0,0,0,0,0,0,0,5,10000,,,,,,,,500,1,80,1940,2,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,130,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27923,1978,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,3,110,1962,2,1,250000,1,1,2,,1,1,1,1,2,,2,,2,,,,,,,,1,350,1,150,80,20,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27930,1999,1,1,1994,1,1,0,0,0,0,0,0,0,2,62000,,,,,,,,550,4,97,1994,2,1,120000,2,,2,,1,1,2,,2,,1,1500,2,,1,1,1100,2,,,1,180,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
27947,1980,1,1,1980,1,1,0,0,0,0,0,0,0,7,20000,,,,,,,,300,3,120,1980,2,1,250000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,120,1,600,100,0,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
28100,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,300,3,120,1999,2,1,140000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
28331,1973,1,1,1972,1,0,0,0,0,0,0,0,0,7,10000,,,,,,,,300,5,75,1972,1,1,180000,1,2,2,,2,,2,,2,,1,4000,2,,2,,,2,,,1,800,1,400,100,0,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
28346,1970,1,1,1970,1,0,0,0,0,0,0,0,0,1,3000,,,,,,,,500,4,160,1940,2,1,320000,2,,2,,2,,2,,2,,1,1800,,,2,,,2,,,1,200,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
28362,1966,1,1,1966,1,0,0,0,0,0,0,0,0,1,3000,,,,,,,,800,2,113,1966,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
28441,1980,1,1,1979,1,1,0,0,0,0,0,0,0,1,14000,,,,,,,,700,2,100,1960,1,1,200000,1,2,2,,2,,2,,2,,2,,2,,,,,,,,1,200,1,772,100,0,50,2,,2,,0,,0,,0,,0,,0,,,,,1,70000,2,,2,,,,,2,,2,2,1,1,,100
28802,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,40000,,,,,,,,500,3,100,1980,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
28859,1974,1,1,1974,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,700,3,110,1973,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
28920,1970,1,1,1970,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,500,1,100,1970,1,1,250000,1,2,1,1,1,1,2,,2,,2,,2,,,,,,,,1,160,1,400,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
28992,1982,1,1,1982,1,1,0,0,0,0,0,0,0,1,45000,,,,,,,,700,3,90,1972,1,2,180000,1,1,2,,1,1,2,,2,,2,,2,,,,,,,,1,400,1,360,70,30,70,2,,2,,0,,0,,0,,0,,0,,,,,1,10000,2,,2,,,,,2,,2,2,1,1,,100
29006,2007,1,1,2007,1,1,0,0,0,0,0,0,0,2,185000,,,,,,,,500,4,90,2007,1,1,170000,2,,2,,2,,1,1,2,,2,,2,,,,,,,,1,196,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
29140,1965,1,1,1962,1,0,0,0,0,0,0,0,0,7,1000,,,,,,,,800,1,110,1962,1,1,600000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,1300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
29280,1980,1,1,2006,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,500,1900,2,1,500000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,900,2,,,,0,2,,2,,0,,0,,0,,1,1,0,,,3,2,2,,2,,2,,,,,2,,2,2,2,1,,100
29288,2003,4,,,,,,,,,,,,,,,,,,,,1,400,2,120,1986,1,1,130000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,200,1,400,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
29678,1957,1,1,1994,0,1,0,0,0,0,0,0,0,4,,,,,,,,,250,3,160,1955,2,2,120000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,300,1,1200,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
29680,1988,1,1,1986,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,1,100,1970,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,220,1,120,100,0,30,2,,2,,0,,1,1,0,,0,,0,,,2,2,2,,2,,2,,,,,2,,2,2,1,2,,100
29684,1985,1,1,1989,0,1,0,0,0,0,0,0,0,6,,,,,,,,,350,3,160,1960,2,1,160000,1,3,1,2,2,,2,,2,,2,,2,,,,,,,,1,200,1,1000,90,10,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
29737,2003,1,1,2003,0,1,0,0,0,0,0,0,0,4,,,,,,,,,500,2,90,1967,2,1,350000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,1,,2,1,20000,2,,2,,,,,2,,2,2,1,2,,100
29742,1989,1,1,1986,1,1,0,0,0,0,0,0,0,1,57000,,,,,,,,700,1,115,1970,1,1,500000,2,,2,,2,,1,1,2,,2,,2,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,,100
29774,1955,4,,,,,,,,,,,,,,,,,,,,2,300,2,60,1949,1,2,40000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,110,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
29798,1972,1,1,1968,1,1,0,0,0,0,0,0,0,7,4000,,,,,,,,600,2,124,1968,2,2,240000,2,,2,,2,,2,,2,,1,5600,,,2,,,2,,,1,480,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
29823,1974,1,1,2001,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,1,100,1970,1,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,1,1,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,2,2,,100
31092,1991,2,,,,,,,,,,,,,,,,500,2,2,,4,,3,120,1950,1,1,300000,1,3,2,,2,,2,,2,,2,,2,,,,,,,,,,1,1000,100,0,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
31093,1986,1,1,1980,1,0,0,0,0,0,0,0,0,1,70000,,,,,,,,400,2,90,1980,1,1,300000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,200,1,400,100,0,5,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31122,1987,1,1,1987,1,1,0,0,0,0,0,0,0,2,35000,,,,,,,,300,3,50,1980,1,1,40000,2,,2,,2,,1,2,2,,2,,2,,,,,,,,1,360,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31137,1991,1,1,1991,1,1,0,0,0,0,0,0,0,4,,,,,,,,,700,1,130,1950,2,1,350000,1,1,2,,2,,2,,2,,1,3500,2,,2,,,2,,,1,500,1,800,100,0,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31145,1975,2,,,,,,,,,,,,,,,,100,5,1,500,5,,1,60,1975,1,2,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,2,
31161,1983,1,2,1987,0,1,0,0,0,0,0,0,0,4,,2,,,,,,,800,2,110,1965,1,2,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,16
31219,2011,2,,,,,,,,,,,,,,,,380,2,2,,4,,2,70,2003,1,1,70000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,100,0,30,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
31220,1988,1,1,1988,1,1,0,0,0,0,0,0,0,7,130000,,,,,,,,500,3,104,1988,1,1,200000,1,3,1,2,1,1,1,1,2,,1,7000,1,300,2,,,2,,,1,750,1,17000,20,80,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
31221,1976,1,1,1968,1,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,2,300,1968,2,1,700000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,1000,1,100,100,0,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31246,1974,1,1,1974,1,1,0,0,0,0,0,0,0,1,1900,,,,,,,,300,4,135,1935,2,1,80000,2,,2,,2,,2,,2,,1,2300,,,2,,,2,,,1,360,2,,,,35,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31304,1969,1,1,2003,1,1,0,0,0,0,0,0,0,4,,,,,,,,,500,1,350,1925,2,1,250000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,700,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31309,1984,1,1,1985,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,5,150,1984,2,1,200000,1,1,2,,2,,2,,1,400000,2,,2,,,,,,,,1,100,1,300,100,0,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,,100
31387,1981,1,1,1982,1,1,0,0,0,0,0,0,0,2,25000,,,,,,,,600,4,104,1981,1,2,140000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31403,1964,1,1,1964,1,1,0,0,0,0,0,0,0,2,2000,,,,,,,,500,2,60,1964,1,2,120000,2,,2,,2,,2,,2,,1,4000,,,2,,,2,,,1,170,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
31441,1974,1,1,1973,1,1,0,0,0,0,0,0,0,2,26000,,,,,,,,1500,1,177,1973,2,2,350000,1,2,2,,2,,2,,2,,1,1700,1,12000,1,2,,2,,,1,800,1,900,100,0,0,2,,1,1,1,1,0,,0,,0,,0,,1,2,2,2,,2,,2,,,,,2,,2,2,1,2,,100
31448,1968,1,1,1968,1,0,0,0,0,0,0,0,0,2,15000,,,,,,,,700,2,100,1968,2,2,220000,1,1,2,,2,,2,,2,,1,6000,1,1500,1,1,2700,2,,,1,270,1,600,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
31561,2012,2,,,,,,,,,,,,,,,,350,1,2,,4,,4,65,1940,1,1,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,60,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
31625,1975,1,1,1975,1,0,0,0,0,0,0,0,0,2,4000,,,,,,,,800,2,100,1975,2,2,350000,1,1,2,,1,1,2,,2,,1,2700,2,,1,2,,2,,,1,340,1,560,50,50,0,2,,2,,1,1,1,1,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,2,1,,100
31652,1975,1,1,1977,0,1,0,0,0,0,0,0,0,4,,,,,,,,,350,1,110,1964,1,2,150000,1,1,2,,1,1,1,1,2,,2,,2,,,,,,,,1,95,1,600,90,10,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31665,1988,1,1,1988,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,800,1,110,1955,1,2,320000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,600,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
31671,1977,1,1,1977,1,0,0,0,0,0,0,0,0,1,140000,,,,,,,,600,2,90,1930,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,183,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31695,1987,1,1,1987,0,1,0,0,0,0,0,0,0,6,,,,,,,,,700,3,120,1965,2,1,300000,2,,1,2,2,,2,,2,,2,,2,,,,,,,,1,206,1,85,75,25,60,2,,2,,1,2,0,,0,,1,,0,1,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
31724,1989,1,1,1989,0,1,1,0,0,0,0,0,0,1,75000,,,,,,,,700,2,75,1980,1,1,350000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,500,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31735,2002,1,1,2002,1,1,0,0,0,0,0,0,0,2,90000,,,,,,,,600,2,65,1990,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31757,1967,1,1,1982,1,0,0,0,0,0,0,0,0,3,2500,,,,,,,,600,2,55,1965,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
31785,1972,1,1,1972,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,1000,3,100,1972,2,1,350000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31798,1977,2,,,,,,,,,,,,,,,,310,6,1,500,7,,3,74,1960,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,2,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
31799,1979,1,1,1979,1,1,0,0,0,0,0,0,0,2,39000,,,,,,,,450,3,68,1979,1,2,70000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,350,1,700,100,0,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
31860,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,65000,,,,,,,,550,1,108,1968,2,1,150000,2,,2,,2,,2,,2,,1,1000,,,2,,,2,,,1,380,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,1,1,2,,100
31868,1990,2,,,,,,,,,,,,,,,,38,6,1,350,8,,2,40,1965,1,2,50000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,1,2,1,,,,,,,1,2,2,
31869,1982,2,,,,,,,,,,,,,,,,60,6,1,350,8,,2,80,1981,1,2,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,30,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,2,
31912,1967,1,1,1980,0,1,0,0,0,0,0,0,0,7,10000,,,,,,,,450,3,100,1958,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32001,1972,1,1,1972,1,1,0,0,0,0,0,0,0,2,18000,,,,,,,,500,2,110,1970,2,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32028,1980,1,1,1980,1,0,0,0,0,0,0,0,0,7,120000,,,,,,,,500,3,220,1980,2,1,500000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,1200,2,,,,75,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32034,1966,1,1,1966,1,1,0,0,0,0,0,0,0,3,120000,,,,,,,,350,3,80,1960,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,180,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32041,1970,1,1,1970,1,1,0,0,0,0,0,0,0,8,30000,,,,,,,,450,3,110,1970,1,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32044,1937,1,1,1998,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,250,1870,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,450,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32052,1976,1,2,1976,1,1,0,0,0,0,0,0,0,7,100000,2,,,,,,,400,3,100,1976,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,50
32057,1961,1,1,1961,1,1,1,0,0,0,0,0,0,2,50000,,,,,,,,500,1,130,1890,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,480,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32067,2000,2,,,,,,,,,,,,,,,,150,4,1,300,4,,2,70,1930,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
32144,2008,1,1,2008,1,1,0,0,0,0,0,0,0,1,220000,,,,,,,,600,2,80,1950,1,1,250000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,250,2,,,,50,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
32190,1987,1,2,1987,1,0,0,0,0,0,0,0,0,1,13000,2,,,,,,,300,2,26,1960,1,1,50000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,50
32198,1961,1,1,1992,1,0,0,0,0,0,0,0,0,4,,,,,,,,,900,1,97,1500,2,1,700000,1,4,1,2,2,,2,,2,,2,,1,16000,1,2,,1,2,,1,1000,1,3000,25,75,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32206,1987,2,,,,,,,,,,,,,,,,53,6,1,250,7,,3,47,1986,1,1,25000,2,,2,,2,,2,,2,,1,1400,,,2,,,2,,,,,2,,,,60,,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,2,
32209,2003,1,1,2001,1,1,0,0,0,0,0,0,0,2,75000,,,,,,,,450,2,110,2000,2,1,120000,2,,2,,1,1,2,,2,,1,2000,2,,2,,,2,,,1,320,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,1,5000,2,,2,,,,,2,,2,2,1,2,,100
32210,1985,2,,,,,,,,,,,,,,,,50,6,1,300,7,,3,95,1983,2,2,45000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
32229,1959,1,1,1970,1,0,0,0,0,0,0,0,0,1,26000,,,,,,,,750,3,80,1959,1,1,230000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
32288,2012,2,,,,,,,,,,,,,,,,390,2,2,,4,,2,70,1978,1,1,140000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,1,1,0,,0,,0,,0,,,4,2,2,,2,,2,,,,,2,,2,2,1,2,2,
32318,2006,1,1,2006,1,0,0,0,0,0,0,0,0,2,220000,,,,,,,,450,2,47,2006,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,126,2,,,,10,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,1,2,1,,,,,,,1,2,,100
