NQUEST,ctit,NCTIT,ictit,unaban,banche,anniban,servb1,servb2,servb3,servb4,servb5,servb6,privateb,scoper,utscoper,mesiscoper,vmscoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,DEPOSIT,NDEPOSIT
34252,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,2,1,2
34269,2,,,1,1,4,0,0,0,0,0,0,3,3,,,,,,2,,,,,1,1,2,,1600,2,1,5
34377,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
34396,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,780,2,1,1
34513,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
34732,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,2
34738,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
34778,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,1,1,1
34793,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1000,2,1,1
34800,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
34825,2,,,2,2,4,1,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,3,1,1,1000,2,1,3
34900,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,2300,2,1,4
35005,2,,,1,1,4,1,0,0,0,0,0,2,1,1,12,2000,1,2000,1,1,2,,,2,,2,,1800,2,1,2
35022,2,,,2,2,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,2
35032,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,1,1,2,1500,1,1,4
35234,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,100,2,1,1
35319,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,1
35322,2,,,2,2,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,2
35323,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,900,2,1,1
35326,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1800,2,1,2
35340,,,,1,1,2,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
35349,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
35355,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,2
35370,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
35372,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,1
35374,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1700,2,1,1
35379,2,,,1,1,3,0,0,0,0,0,1,2,1,1,5,1500,1,1500,2,,,,,1,1,2,,1200,2,1,1
35498,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1600,2,1,1
35500,1,1,2,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,2,,2,,1000,2,1,1
35502,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,2
35507,2,,,2,2,4,0,1,0,0,0,0,2,1,2,,,,,2,,,,,1,3,2,,2000,2,1,3
35508,2,,,1,1,4,0,1,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1300,2,1,1
35518,1,1,1,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
35520,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,1,1,1,,,1,2,2,,1500,2,1,2
35600,2,,,2,2,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,2
35640,1,1,1,2,2,2,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,1,1,750,1,1,2
35682,2,,,1,1,4,1,1,1,0,0,0,2,1,1,12,5000,1,5000,1,1,3,1,2000,1,2,2,,1000,2,1,1
35735,2,,,1,1,4,1,0,0,1,1,0,2,1,2,,,,,1,3,2,,,1,3,1,2,500,2,1,3
35788,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,2,2,,2000,2,1,3
35968,2,,,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,300,2,1,1
36010,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,500,2,1,1
36067,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,1
36106,2,,,1,1,4,0,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
36120,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,2,1,1,1000,2,1,2
36130,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1300,2,1,1
36131,2,,,2,3,4,1,1,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,200,2,1,3
36146,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
36148,2,,,1,1,4,0,0,0,0,0,0,3,2,,,,,,2,,,,,2,,2,,500,2,1,1
36164,2,,,2,2,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,700,2,1,2
36186,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1600,2,1,3
36249,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
36250,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
36311,1,1,2,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,2
36321,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,1,1,1,,,1,2,2,,1400,2,1,3
36333,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,2,500,2,1,1
36378,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,3,2,,1000,1,1,3
36403,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
36409,2,,,2,2,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,1000,1,1,4
36443,2,,,2,2,1,1,0,0,0,0,1,2,1,2,,,,,1,2,2,,,1,2,2,,800,2,1,2
36450,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,1,1,900,1,1,3
36494,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,450,2,1,1
36522,1,1,2,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,1,2,1300,1,1,2
36524,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,2,2,,1500,2,1,2
36697,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,500,2,1,2
36774,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,2,,470,2,2,0
36891,2,,,1,1,4,0,1,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,400,2,1,1
36893,2,,,1,1,4,1,1,0,0,0,0,2,1,1,6,2500,1,2500,1,1,2,,,1,1,2,,1500,1,1,2
37001,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1500,2,1,1
37011,1,2,2,2,2,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,3,1,1,600,1,1,3
37042,2,,,2,2,4,1,0,1,1,1,0,2,1,2,,,,,1,3,2,,,1,3,2,,1500,1,1,3
37286,2,,,1,1,5,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1500,2,1,1
37299,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1200,2,2,0
37459,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1100,2,1,1
37504,1,1,2,2,3,4,1,0,0,1,1,0,2,1,2,,,,,1,2,2,,,1,2,2,,1000,2,1,3
37521,1,1,1,1,1,4,1,1,0,0,0,0,2,3,,,,,,2,,,,,1,1,1,1,600,2,1,1
37665,2,,,2,2,4,0,1,0,0,0,0,2,3,,,,,,1,1,2,,,1,2,2,,500,2,1,5
37677,2,,,1,1,3,0,0,1,0,0,0,2,3,,,,,,1,2,2,,,1,1,2,,1100,2,1,1
37721,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,2,,2,,1500,2,1,1
37808,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,2000,2,1,1
37810,2,,,2,2,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,490,2,1,2
38014,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,1100,2,1,2
38095,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1300,2,2,0
38106,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1200,2,1,2
38112,1,1,2,1,1,1,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,2,1,1,500,1,1,1
38128,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,480,2,2,0
38135,2,,,2,3,3,0,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,250,2,1,3
38177,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
38183,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,1000,2,1,2
38255,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,150,1,1,1
38261,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1100,2,1,1
38272,2,,,1,1,4,1,1,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
38316,1,1,1,1,1,4,1,0,0,1,0,0,3,1,2,,,,,1,1,2,,,1,1,1,3,2000,1,1,2
38319,2,,,1,1,4,0,0,1,0,0,0,2,1,1,1,500,1,0,2,,,,,1,1,1,1,600,2,1,1
38349,1,1,2,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,1800,2,1,1
38554,1,1,2,1,1,4,1,0,1,1,0,0,2,1,1,4,1000,1,0,2,,,,,1,1,2,,1000,1,1,1
38797,1,1,1,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
38800,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,2
38877,2,,,2,2,4,1,0,1,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,400,1,1,2
38885,2,,,2,2,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1300,2,1,2
38903,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,887,2,1,1
38909,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,500,2,1,1
38913,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1153,2,1,1
38939,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,2,,1,1,1000,2,1,4
38940,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1200,2,1,1
38957,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
38964,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
38967,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,1000,1,1,1
38977,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,300,2,1,1
38979,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
38992,2,,,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,2,2,,,1,2,1,2,700,1,1,3
38995,1,1,1,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,700,2,1,1
39056,1,1,2,1,1,4,1,0,0,1,1,0,2,1,2,,,,,1,1,2,,,1,1,2,,1200,1,1,1
39057,1,1,1,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,600,2,1,1
39058,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,850,2,1,1
39060,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,250,2,1,1
39061,1,1,2,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,3,2,,7000,2,1,2
39086,1,1,1,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,2,2,,500,2,1,2
39095,1,1,2,2,2,4,1,0,0,1,1,1,2,1,2,,,,,1,3,2,,,1,4,1,2,1000,1,1,6
39111,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
39218,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
39227,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
39259,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
39284,2,,,1,1,3,1,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,2,,2200,1,1,2
39317,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,2000,2,1,1
39318,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1200,2,1,1
39351,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1150,2,1,2
39356,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,900,2,1,1
39433,2,,,2,2,2,0,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,2
39436,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,300,2,1,4
39441,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1400,2,1,1
39485,1,2,2,2,3,2,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,3,1,3,200,1,1,6
39488,2,,,2,2,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1500,2,1,2
39491,2,,,1,1,4,0,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,1,2,,150,2,1,1
39542,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
39581,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
39697,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,1000,2,1,1
50052,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,617,2,2,0
50060,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,2,1,2,1200,2,1,2
50085,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,1
50135,2,,,1,1,4,1,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,750,2,1,1
50150,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,700,2,1,2
50178,,,,1,1,3,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
50231,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1400,2,2,0
50232,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1100,2,1,1
50281,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,1500,2,1,3
50618,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1200,2,1,3
50674,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,1
51013,2,,,1,1,4,1,0,0,0,0,0,2,1,1,12,5000,1,3000,1,2,2,,,1,1,2,,1000,2,1,1
51351,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1200,2,1,2
51352,1,1,2,1,1,4,1,0,1,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,800,2,1,1
51363,1,1,1,1,1,2,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,400,2,1,1
51444,2,,,1,1,4,1,0,0,0,0,0,2,1,1,1,300,1,300,2,,,,,1,3,1,1,200,1,1,2
51467,2,,,1,1,4,0,0,0,0,0,0,3,1,1,6,1000,1,0,2,,,,,2,,2,,1150,2,1,1
51544,2,,,2,2,4,1,1,1,0,0,1,2,1,1,12,6000,1,7000,1,3,2,,,1,1,1,1,400,2,1,2
51719,1,1,2,1,1,4,1,0,0,1,1,1,2,1,2,,,,,1,1,1,,,1,1,2,,1500,2,1,1
51733,1,1,2,2,2,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,2
51895,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
52400,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
52455,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,600,2,1,2
52478,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,900,2,1,1
52505,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,800,2,1,1
52700,2,,,1,1,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1200,2,1,1
52716,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,750,2,1,1
52718,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,850,2,1,2
52736,2,,,1,1,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,800,2,1,1
53008,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,3,1,1,600,2,1,3
53028,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
53081,2,,,1,1,4,1,0,0,1,0,1,2,1,2,,,,,2,,,,,2,,2,,600,2,1,1
53085,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1200,2,1,1
53086,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,1,1,2,,,1,1,1,1,300,2,1,1
53108,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,500,2,1,2
53109,2,,,1,1,2,1,0,0,0,0,1,2,3,,,,,,2,,,,,1,1,2,,600,2,1,1
53202,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,2,2,,600,2,1,3
53234,2,,,1,1,5,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,1
53373,1,1,1,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,600,1,1,1
53380,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,2100,2,2,0
53520,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,2,2,,1000,2,1,2
53549,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,1300,2,1,2
53552,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,400,2,1,2
53564,2,,,2,2,4,1,0,0,0,1,0,2,1,2,,,,,1,2,1,,,1,2,2,,2700,2,1,4
53596,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,500,2,1,1
53666,2,,,1,1,2,1,0,1,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,500,2,1,1
53741,1,1,1,1,1,4,0,0,0,1,0,0,2,1,2,,,,,2,,,,,1,1,2,,500,2,1,2
53871,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
53997,2,,,2,2,4,1,0,0,1,0,0,2,2,,,,,,1,1,1,,,1,2,2,,1800,2,1,2
54143,1,2,2,1,1,4,1,0,0,1,1,0,2,2,,,,,,1,1,2,,,1,1,2,,800,2,1,2
54279,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,800,1,1,1
54694,2,,,2,2,4,1,0,0,0,1,0,2,1,2,,,,,1,1,2,,,2,,2,,1100,2,1,4
54763,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,2,800,2,1,2
54949,2,,,1,1,3,1,0,1,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,400,2,1,2
55094,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,4,1,1,1200,2,1,6
55104,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,2
55147,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,750,2,1,1
55209,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,1
55300,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
55308,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
55349,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
55425,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,2,1,1,400,2,1,2
55430,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,900,1,1,2
55636,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,2500,2,1,2
55774,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1500,2,1,1
55799,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,1500,1,1,4
56251,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1400,2,2,0
56270,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
56465,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,700,2,1,1
56529,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,1,2,1000,1,1,2
56563,2,,,1,1,4,0,0,0,1,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,3
56572,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,2
56577,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,1
56582,2,,,2,2,4,1,0,0,1,0,0,2,2,,,,,,1,2,2,,,1,2,1,1,800,1,1,2
56603,2,,,2,2,4,1,0,1,0,0,0,2,2,,,,,,2,,,,,1,2,1,2,800,2,1,2
56610,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,490,2,2,0
56624,2,,,1,1,4,1,0,0,0,0,0,2,1,1,1,200,1,0,2,,,,,1,3,1,3,1200,2,1,2
56656,2,,,2,2,4,0,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,1500,2,1,2
56658,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,2
56677,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,2
56686,2,,,2,2,4,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,1500,1,1,4
56721,1,1,2,2,3,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,3
56761,1,2,2,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,3,2,,,1,1,2,,1300,1,1,3
56762,1,2,2,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,1,1,3
57027,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,1000,2,1,1
57042,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,580,2,2,0
57043,,,,,,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,1200,2,1,2
57086,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
57138,2,,,2,3,4,1,0,0,0,0,0,2,1,1,3,500,1,700,1,3,2,,,1,3,1,1,300,1,1,3
57217,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,1,1,2,,800,2,1,1
57232,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1200,2,2,0
57374,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
57546,2,,,2,2,4,0,0,0,0,0,1,2,2,,,,,,1,1,2,,,1,4,1,1,800,2,1,2
57547,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,500,2,1,2
57609,1,1,2,2,2,3,0,0,0,1,0,0,2,2,,,,,,2,,,,,1,1,1,1,1000,1,1,7
57615,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,3
57621,1,1,2,2,2,4,1,0,1,0,0,0,2,1,1,12,800,1,0,1,1,2,,,1,3,2,,400,2,1,3
57670,2,,,1,1,3,1,1,0,0,0,0,2,3,,,,,,1,2,2,,,1,2,2,,600,2,1,1
57779,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
57911,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,500,1,1,2
57962,2,,,2,2,4,0,0,0,0,0,1,2,1,2,,,,,1,3,2,,,1,2,1,1,700,1,1,3
58042,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,1
58053,2,,,2,2,4,0,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,2,1,1,500,1,1,2
58055,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,2,1,1,800,1,1,2
58366,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
60078,2,,,1,1,1,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,700,2,1,1
91067,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
91071,1,1,2,2,2,2,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,300,1,1,2
91074,2,,,1,1,4,1,1,0,0,0,1,2,2,,,,,,1,1,2,,,1,1,1,1,400,2,1,2
91079,1,1,1,2,2,4,1,1,0,1,0,0,2,1,2,,,,,2,,,,,1,2,1,1,500,1,1,3
