NQUEST,comprens,ita,veroaf,veroab,verored,klima,facil,durata
878400,7,8,7,10,10,10,10,44
878412,8,8,10,10,10,8,9,41
878413,10,7,10,10,10,10,8,61
878414,6,6,6,10,6,7,6,46
878416,8,8,8,10,8,8,8,58
878422,6,5,5,10,5,4,5,29
878423,10,10,10,10,8,10,8,54
878427,5,5,6,10,7,5,5,33
878428,7,7,10,10,10,8,8,41
878430,10,10,10,10,10,10,10,61
878435,7,8,6,9,8,9,8,45
878437,7,7,8,8,9,8,7,50
878452,9,9,9,9,9,9,9,40
878472,8,8,7,9,7,7,7,55
878475,6,6,9,9,9,8,7,50
878488,9,9,6,6,6,8,8,32
878491,10,10,10,10,10,10,10,41
878501,9,9,6,6,7,9,9,21
878502,9,9,8,8,8,7,7,28
878503,10,10,10,10,10,10,10,40
878504,9,8,6,7,7,8,8,28
878506,9,9,6,6,8,9,9,43
878509,9,8,7,8,8,9,9,21
878510,9,9,7,7,7,9,9,27
878513,9,8,7,8,8,9,9,58
878516,8,8,8,8,8,8,8,36
878517,7,5,7,9,7,8,8,45
878518,9,9,8,9,9,9,9,72
878523,9,9,9,9,9,9,9,62
878524,10,10,10,10,7,9,10,89
878526,10,9,9,9,9,9,10,138
878534,8,6,8,10,10,9,6,92
878535,7,6,7,8,7,7,7,64
878551,8,8,9,9,10,10,10,105
878552,8,10,5,9,9,9,9,90
878554,7,7,5,6,6,8,7,86
878555,10,10,8,8,10,8,6,60
878557,10,10,5,10,10,10,8,114
878563,10,10,8,10,8,8,7,61
878572,10,10,10,10,10,10,10,23
878573,9,9,9,9,8,8,9,44
878576,10,10,10,10,10,10,10,34
878581,10,8,6,8,8,8,9,59
878582,10,10,5,10,5,5,7,56
878583,8,8,10,10,10,10,10,33
878585,10,10,10,10,10,10,10,61
878586,8,8,10,10,10,9,10,32
878587,10,10,10,10,6,6,6,30
878590,10,8,8,10,10,8,9,50
878591,10,10,10,10,10,10,10,21
878592,10,10,7,8,7,7,8,64
878593,8,7,7,9,9,9,9,55
878598,10,10,7,7,8,8,9,30
878599,10,10,10,10,10,10,10,40
878606,10,10,9,9,10,9,9,28
878617,9,10,5,6,5,8,9,70
878627,8,10,7,5,6,8,8,90
878629,7,9,8,8,8,9,7,45
878636,8,10,8,8,7,8,8,55
878640,9,10,7,8,7,9,10,55
878648,8,10,7,8,6,8,8,40
878660,10,9,10,9,10,10,8,61
878667,10,10,10,10,10,10,10,39
878671,10,10,10,10,10,10,10,43
878675,10,10,10,10,10,10,10,58
878680,10,10,8,7,8,10,10,51
878683,10,10,10,10,10,10,10,53
878684,10,10,10,10,10,10,10,54
878701,9,9,9,9,9,9,9,22
878707,6,6,6,6,6,6,6,39
878713,7,7,7,7,7,7,7,25
878722,10,10,10,10,10,10,10,40
878727,7,7,7,7,7,7,7,37
878738,9,9,9,9,9,9,9,67
878739,9,9,9,9,9,9,9,33
878740,8,8,8,8,8,8,8,33
878741,8,8,8,8,8,8,8,26
878748,9,9,9,9,9,9,9,30
878749,9,9,9,9,9,9,9,45
878750,9,9,9,9,9,9,9,71
878751,8,8,9,9,9,9,9,40
878754,9,9,9,9,9,9,9,50
878762,8,10,10,10,10,10,10,52
878765,10,10,10,10,10,10,10,50
878768,10,10,10,10,10,10,10,90
878769,5,10,10,10,10,10,7,25
878777,7,8,10,10,10,7,8,65
878778,10,10,10,10,10,10,10,63
878781,10,10,10,10,10,10,10,38
878783,7,10,10,10,10,10,10,59
878788,9,10,10,10,10,10,10,42
878790,10,10,10,10,10,10,10,33
878792,10,10,10,10,10,10,10,100
878797,10,10,10,10,10,10,10,39
878799,7,10,10,10,10,10,10,29
878800,10,10,10,10,10,10,10,59
878810,10,10,10,10,10,10,10,38
878811,10,10,10,10,10,10,10,51
878817,10,10,10,10,10,10,10,61
878831,10,10,10,10,10,10,10,80
878833,10,10,10,10,10,10,10,66
878834,10,10,10,10,10,10,10,46
878836,8,8,8,10,7,8,7,57
878837,8,8,8,10,8,9,8,50
878838,10,10,10,10,10,10,10,65
878841,10,10,10,10,10,10,10,50
878842,7,7,8,8,8,8,7,31
878845,10,10,10,10,10,10,10,49
878848,10,10,10,10,10,10,8,47
878861,7,7,10,10,10,7,6,38
878869,6,6,10,10,10,4,5,36
878873,10,10,6,6,6,10,6,37
878874,8,10,10,10,10,8,8,44
878883,9,9,10,10,10,8,8,43
878902,8,8,8,8,8,8,8,43
878904,9,9,9,9,9,9,9,56
878905,10,10,10,10,10,10,10,61
878912,8,8,8,8,8,8,8,40
878914,10,10,10,10,10,10,10,85
878922,9,9,9,9,9,9,9,77
878924,8,8,8,8,8,8,8,69
878934,8,8,8,8,8,8,8,84
878939,8,8,4,4,8,9,9,90
878941,10,10,10,10,10,10,10,49
878942,10,10,10,10,10,10,10,52
878945,9,9,9,9,9,9,9,71
878953,10,10,10,10,10,10,10,37
878956,10,10,10,10,10,10,10,48
878959,10,10,10,10,10,10,10,31
878966,10,10,10,10,10,10,10,30
878970,10,10,10,10,10,10,10,36
878973,10,10,10,10,10,10,10,46
878980,10,10,10,10,10,10,10,46
878981,10,10,10,10,10,10,10,36
879018,9,5,6,9,6,6,7,40
879023,10,8,7,9,9,7,8,53
879047,9,9,9,9,9,9,9,30
879052,8,7,6,6,7,8,8,38
879057,9,9,8,9,9,9,9,38
879059,9,9,9,9,9,9,9,23
879066,9,9,9,9,9,9,9,27
879069,9,9,9,9,9,9,9,38
879078,9,9,9,9,9,9,9,50
879082,9,9,7,8,8,9,8,26
879086,9,9,9,9,9,9,9,24
879092,7,7,7,7,7,7,7,20
879093,6,7,8,8,8,7,6,26
879094,7,7,7,7,7,7,7,28
879095,8,8,7,9,8,7,8,43
879099,8,8,7,8,9,7,8,42
879106,6,6,6,6,6,6,6,31
879107,6,7,8,8,8,7,7,38
879110,6,7,8,8,8,8,8,27
879112,7,7,7,7,7,7,7,35
879126,7,7,7,7,7,7,7,29
879127,8,8,7,8,8,7,8,34
879135,5,5,7,7,6,6,4,34
879140,5,5,4,10,5,10,5,21
879152,10,10,10,10,10,10,10,64
879157,10,10,10,10,10,10,10,46
879163,7,7,4,9,6,6,6,33
879168,10,10,10,10,10,10,10,96
879172,5,9,9,9,9,10,5,51
879185,8,8,8,8,7,8,8,45
879192,8,8,8,8,8,9,9,48
879208,9,9,7,8,7,9,9,29
879217,8,7,8,8,8,9,9,36
879218,9,9,8,8,8,9,9,32
879229,8,9,9,9,9,9,9,94
879235,9,8,8,9,8,9,9,134
879249,9,9,8,9,9,9,9,70
879251,9,9,8,9,8,8,8,65
879257,10,10,9,10,10,10,10,114
879258,9,8,7,9,8,8,8,135
879275,10,10,8,8,8,10,10,34
879282,10,10,10,10,10,10,10,52
879283,8,9,9,10,10,10,9,33
879296,10,10,7,10,8,10,10,33
879300,10,10,10,10,9,10,8,45
879302,10,10,10,10,10,10,10,34
879303,10,10,10,10,10,10,10,51
879308,10,10,10,10,10,10,10,58
879310,10,10,10,10,10,10,10,83
879315,10,10,5,10,10,10,10,39
879319,10,10,10,10,10,10,10,61
879323,10,10,10,10,10,10,10,52
879326,10,8,6,6,7,7,5,45
879338,10,10,10,9,8,8,4,52
879356,10,10,10,10,10,10,10,62
879378,10,10,10,10,10,10,10,29
879385,8,8,3,3,2,8,7,61
879387,8,8,8,8,8,8,9,50
879388,7,7,7,7,7,7,7,41
879389,8,8,8,7,7,8,8,50
879390,7,8,8,8,8,8,8,43
879391,7,7,8,8,8,8,8,49
879395,7,7,8,8,8,9,8,27
879400,8,8,8,8,8,8,9,48
879402,8,8,8,8,8,8,8,49
879403,8,6,8,8,8,8,8,46
879405,8,8,8,8,8,8,8,62
879407,8,7,7,7,7,7,7,40
879412,7,7,7,7,8,8,8,49
879422,8,6,7,7,7,7,7,42
879424,7,7,8,7,7,7,7,37
879430,7,8,8,8,8,8,8,60
879436,7,8,9,8,9,9,9,41
879441,7,7,7,7,8,7,7,39
879449,8,8,8,8,8,8,9,61
879452,8,8,8,8,8,8,8,38
879453,5,5,3,4,1,3,3,52
879454,6,8,8,8,8,8,8,57
879458,7,7,7,7,7,7,7,54
879470,6,7,7,9,6,8,5,69
879475,7,7,9,9,9,8,8,45
879482,7,8,8,10,8,8,8,47
879484,9,9,9,10,10,10,10,68
879487,7,7,7,7,7,7,7,74
879490,9,9,9,9,9,9,9,75
879492,7,7,7,8,8,8,8,84
879494,8,8,9,10,8,9,9,36
879500,10,10,10,10,10,10,10,53
879503,7,7,7,7,7,7,7,57
879507,7,7,6,9,8,8,8,48
879509,9,9,9,10,10,9,9,52
879523,9,9,7,10,10,9,7,46
879529,10,10,10,10,10,10,9,50
879534,7,8,7,10,10,8,7,46
879543,5,6,6,10,10,5,4,27
879551,8,10,10,10,10,8,8,39
879552,8,8,8,10,10,8,9,41
879563,7,8,10,10,10,7,7,41
879565,7,7,8,10,8,8,7,30
879568,9,9,9,10,10,9,8,57
879591,10,10,10,10,10,9,7,51
879605,9,10,10,10,10,7,7,39
879607,9,9,9,9,9,9,9,40
879620,9,9,9,9,9,9,9,44
879622,8,9,9,9,9,9,9,51
879628,7,9,9,9,6,9,9,72
879636,8,4,5,8,7,5,5,55
879638,9,9,9,9,9,9,9,144
879651,6,7,6,8,6,8,5,40
879655,8,8,7,9,8,9,8,52
879658,8,8,8,8,7,9,8,63
879664,8,8,7,8,7,8,8,59
879665,9,9,8,9,8,8,8,58
879667,8,9,8,9,8,9,9,62
879668,9,9,9,9,9,9,9,107
879674,9,9,6,9,6,9,9,69
879675,9,9,9,9,9,9,9,81
879676,9,9,7,9,8,9,9,47
879678,9,9,4,9,5,8,9,87
879679,9,9,9,9,9,9,9,43
879681,9,8,8,9,9,9,9,64
879688,9,9,8,9,8,9,9,63
879689,9,9,4,9,7,9,9,67
879692,9,8,8,9,9,9,7,99
879693,8,7,5,6,5,7,6,47
879703,10,9,8,10,9,10,10,57
879705,10,10,8,10,10,10,10,67
879710,10,10,9,10,10,10,10,50
879712,10,10,8,10,8,8,9,38
879721,9,9,8,10,9,10,9,68
879723,10,10,10,10,10,10,10,53
879724,10,10,10,10,10,10,10,70
879725,10,10,8,10,10,10,10,67
879740,10,10,10,10,10,10,10,66
879743,7,7,8,10,10,10,6,31
879745,10,10,8,10,10,9,9,53
879747,10,10,9,10,10,10,10,71
879752,10,10,10,10,10,10,10,45
879753,10,10,10,10,10,10,10,50
879756,10,10,10,10,10,10,10,62
879757,10,10,5,10,7,10,10,30
879760,10,10,10,10,10,10,10,30
879761,10,10,10,10,10,10,10,36
879766,10,10,10,10,10,10,10,34
879778,10,10,10,10,10,10,10,40
879784,10,10,7,10,10,10,10,32
879795,10,10,10,10,6,10,10,32
879797,9,9,9,9,7,9,9,29
879800,7,7,9,7,9,7,7,24
879817,8,8,9,9,9,8,8,32
879832,7,9,9,9,9,8,7,39
879837,9,9,9,9,9,9,9,29
879840,9,9,9,9,9,9,9,22
879841,6,6,6,6,6,5,6,21
879844,7,7,7,7,7,6,6,25
879858,2,4,6,7,6,6,5,35
879861,5,4,8,7,6,6,7,31
879863,6,5,9,9,8,6,5,32
879871,7,7,6,7,7,7,6,34
879875,7,7,7,7,6,6,6,33
879880,7,7,7,7,6,6,6,28
879883,5,5,6,6,6,4,4,29
879884,7,8,8,9,9,4,8,30
879901,6,6,7,7,7,7,6,30
879910,6,6,6,7,7,7,6,38
879913,7,6,7,6,6,6,7,34
879919,7,7,7,7,7,7,7,46
879920,7,7,7,7,7,7,7,30
879923,7,6,6,6,6,7,6,23
879925,7,6,7,7,7,6,6,32
879928,7,7,7,7,7,6,6,42
879931,9,9,9,10,9,10,9,39
879932,8,8,7,8,6,7,7,60
879938,8,8,8,9,9,9,9,60
879943,10,9,9,10,10,9,9,89
879946,7,8,8,9,8,8,8,65
879951,10,9,9,9,9,9,9,76
879958,8,9,6,9,6,7,8,90
879959,9,9,8,9,9,9,9,53
879962,10,10,10,10,10,10,10,61
879974,6,6,6,9,8,5,6,40
879975,8,8,7,9,8,8,8,40
879977,9,9,9,9,9,9,9,41
879982,10,10,9,10,10,10,10,64
879984,7,8,9,9,9,9,9,38
880003,10,9,10,8,10,10,8,86
880008,8,8,8,8,8,8,8,58
880011,8,8,8,8,8,8,8,32
880012,9,9,9,9,9,9,9,81
880013,9,9,9,9,9,9,9,65
880016,9,9,9,9,9,9,9,37
880020,9,10,7,10,9,10,9,49
880033,10,10,10,10,10,10,10,48
880040,10,10,10,10,10,10,10,32
880042,10,10,10,10,10,10,10,58
880066,8,8,7,8,8,8,7,37
880072,8,8,6,8,8,8,8,54
880090,7,7,5,6,5,7,7,61
880091,8,8,6,8,8,8,8,32
880093,8,7,6,6,8,6,6,50
880103,8,7,6,8,7,7,7,66
880122,9,9,9,9,9,9,9,21
880123,9,9,9,9,9,9,9,31
880142,9,9,9,9,9,9,9,28
880143,9,9,9,9,9,9,9,20
880167,10,10,6,10,10,10,10,27
880171,10,10,2,10,10,8,8,42
880173,10,10,5,10,5,10,10,27
880175,10,10,5,10,10,10,10,60
880181,9,9,9,9,9,9,9,38
880182,9,9,5,10,10,10,6,28
880186,10,10,10,10,10,10,10,20
880191,10,10,8,10,8,10,8,70
880195,10,10,10,10,10,10,9,65
880207,10,10,10,10,10,10,10,44
880223,10,10,10,10,10,10,10,78
880235,10,10,8,10,8,9,8,44
880243,7,7,7,8,8,8,8,45
880244,6,8,8,8,8,8,8,52
880245,5,7,7,8,8,8,8,56
880252,8,7,7,7,7,7,7,52
880258,8,8,8,9,8,9,9,60
880264,8,8,7,7,7,7,8,54
880267,4,7,7,8,8,8,8,36
880268,8,8,9,8,8,9,8,56
880271,6,6,5,7,5,8,8,62
880279,6,7,7,8,7,7,7,55
880280,5,9,8,9,9,9,9,51
880291,9,9,9,9,9,9,9,96
880302,9,9,9,9,9,9,9,45
880303,9,9,9,7,9,9,9,50
880304,9,9,9,9,9,9,9,36
880308,9,9,9,9,9,9,9,36
880318,8,9,9,9,9,9,9,29
880326,10,10,10,10,10,10,10,88
880330,10,10,10,10,10,10,10,50
880339,7,10,7,10,8,8,7,23
880344,9,10,10,10,10,9,8,62
880345,6,9,10,10,9,10,6,34
880349,9,7,8,7,8,8,7,31
880353,7,7,7,10,7,10,6,32
880357,10,10,10,10,10,10,10,60
880358,10,6,6,10,5,7,7,31
880361,7,9,10,10,10,8,8,29
880369,6,6,6,10,6,6,6,32
880370,8,10,10,10,10,10,7,47
880372,8,9,8,9,9,9,5,49
880375,9,9,7,10,8,9,8,31
880377,8,9,8,9,8,8,8,40
880378,8,9,8,9,8,7,7,32
880383,3,8,2,8,6,7,5,25
880387,9,9,6,10,10,10,10,34
880392,7,8,5,8,7,8,8,50
880398,8,9,2,9,8,9,9,33
880399,7,10,7,10,7,9,8,24
880403,9,9,6,9,7,9,8,43
880407,4,4,1,9,7,7,8,33
880408,9,8,9,9,9,9,9,32
880425,9,9,9,10,9,9,5,32
880427,9,9,7,9,9,9,8,23
880429,5,10,6,10,9,10,8,25
880431,9,9,10,10,8,8,6,36
880441,9,9,7,9,9,9,9,30
880445,7,4,5,9,7,7,7,23
880451,7,8,6,9,7,9,7,32
880456,10,10,10,10,10,10,9,33
880457,9,10,10,10,10,10,10,25
880458,4,4,7,7,7,6,8,26
880459,9,9,7,10,9,9,9,21
880460,8,7,7,8,6,7,8,38
880507,8,8,9,9,9,9,8,57
880508,9,9,8,9,9,9,8,67
880514,8,7,10,9,8,8,8,42
880515,8,7,9,9,9,8,7,87
880516,8,8,9,9,9,9,9,66
880518,9,9,9,9,9,9,9,75
880522,8,8,10,10,10,9,8,56
880533,9,9,9,9,9,8,9,84
880541,9,9,9,9,9,9,9,67
880549,10,10,9,10,10,9,10,67
880555,10,10,10,10,10,10,10,33
880564,10,10,10,8,5,10,10,29
880571,8,10,2,5,5,7,7,25
880575,10,10,10,10,10,10,10,58
880578,10,10,10,10,10,10,10,37
880579,8,8,10,10,10,10,8,28
880580,10,10,6,10,10,10,10,30
880581,10,10,8,8,5,9,9,42
880591,10,8,5,1,5,2,6,30
880594,10,10,10,10,10,10,10,44
880612,7,6,7,8,6,6,6,75
880632,7,6,8,8,8,5,6,41
880652,6,6,6,6,7,8,7,51
880693,9,9,10,10,9,10,9,24
880695,8,8,8,8,8,8,8,60
880701,7,7,9,9,8,9,8,64
880707,8,8,8,8,8,8,8,73
880710,9,8,7,9,9,9,9,77
880713,8,8,9,10,9,8,8,38
880721,9,9,9,9,9,9,10,50
880727,8,8,8,10,9,9,7,71
880728,7,8,9,10,9,9,7,80
880731,8,8,8,8,8,8,8,39
880735,9,9,9,9,9,9,9,29
880737,10,10,10,10,10,10,10,29
880738,6,6,7,8,8,7,6,33
880757,8,8,8,8,8,8,8,30
880758,9,9,9,9,9,9,9,31
880767,5,6,8,8,8,6,5,24
880813,7,7,7,7,7,7,7,72
880827,8,8,10,10,10,10,8,31
880830,10,10,9,9,9,10,10,59
880840,10,10,10,10,10,10,10,42
880841,10,10,10,10,10,10,10,59
880843,10,10,10,10,10,10,10,65
880844,10,10,10,10,10,10,10,43
880847,10,10,10,10,10,10,10,60
880849,10,10,10,10,10,10,10,27
880856,10,10,10,10,10,10,10,45
880858,10,10,10,10,10,10,10,27
880859,10,10,10,10,10,10,10,69
880861,10,10,10,10,10,10,10,29
880865,8,10,8,10,10,10,10,39
880884,10,10,10,10,10,10,10,69
880893,8,9,10,10,9,10,8,38
880898,10,10,10,10,10,10,10,42
880899,10,10,8,8,8,10,9,44
880900,8,8,10,10,10,10,8,34
880904,9,9,9,9,9,9,9,43
880911,10,10,9,9,9,10,10,72
880912,10,10,10,10,10,10,10,57
880921,10,10,10,10,10,10,10,67
880939,9,9,9,9,6,9,9,35
880943,9,9,7,8,7,8,8,90
880948,8,7,4,5,4,8,8,53
880949,9,9,7,8,7,7,9,53
880973,8,5,3,6,3,5,3,30
880978,10,10,9,10,9,10,10,62
880983,10,10,10,10,10,10,10,85
880985,9,9,7,7,7,9,9,78
880986,9,9,9,9,9,9,9,65
880999,9,9,10,10,10,10,9,27
881000,10,10,10,10,10,10,10,33
881003,8,8,9,9,9,9,9,50
881009,8,8,8,8,8,8,8,58
881015,9,9,7,7,7,8,8,125
881016,10,10,10,10,10,10,10,56
881019,10,10,10,10,10,10,10,39
881022,10,10,10,10,10,10,10,60
881023,10,10,10,10,10,10,10,73
881024,10,10,10,10,10,10,10,65
881028,10,10,10,10,10,10,10,64
881029,10,10,10,10,10,10,10,99
881033,10,10,10,10,10,10,10,52
881037,10,10,10,10,10,10,10,62
881054,10,10,10,10,10,10,10,43
881055,10,10,10,10,10,10,10,77
881057,10,10,10,10,10,10,10,87
881059,8,7,9,9,9,9,6,22
881072,10,10,10,10,10,10,10,41
881074,8,10,10,10,10,10,10,51
881075,10,10,10,10,10,10,10,93
881076,10,8,10,10,10,10,7,35
881077,10,10,10,10,10,10,10,53
881079,10,10,10,10,10,10,10,40
881081,10,10,10,10,10,10,10,97
881082,10,10,10,8,9,10,9,71
881085,10,10,10,10,10,10,10,61
881087,10,10,10,10,10,10,10,85
881089,9,9,8,8,7,8,8,60
881095,6,7,10,10,10,10,8,32
881110,10,10,10,10,10,10,10,31
881114,10,10,10,10,10,10,10,69
881168,8,10,10,10,10,10,10,40
881169,7,7,10,10,10,5,4,34
881170,10,10,10,10,10,10,10,61
881172,10,10,10,10,10,10,10,48
881180,10,10,7,10,7,10,10,40
881181,10,10,10,10,10,10,10,65
881184,9,8,10,10,10,10,9,48
881188,10,10,10,10,10,10,10,34
881190,8,10,10,10,10,10,10,35
881195,5,5,10,10,10,10,10,41
881199,10,10,5,5,5,10,10,39
881206,6,5,8,10,10,5,5,45
881209,10,10,10,10,10,10,10,56
881215,7,7,8,9,9,7,8,29
881243,7,8,10,10,9,9,8,42
881248,8,8,9,9,8,7,7,37
881263,9,9,9,9,9,9,9,38
881268,9,9,9,9,9,9,9,67
881276,8,8,8,8,8,8,8,37
881279,8,8,8,8,8,8,8,38
881281,8,8,8,8,8,8,8,54
881282,9,9,9,9,9,9,9,36
881283,8,8,8,8,8,8,8,82
881284,8,8,8,8,8,8,8,50
881293,8,8,8,8,8,8,8,34
881302,8,8,8,8,8,8,8,63
881304,8,8,8,8,8,8,8,28
881322,2,2,5,5,5,2,1,33
881326,6,6,8,8,6,6,6,21
881330,7,7,8,7,7,7,7,41
881331,9,9,9,9,9,9,9,60
881333,7,7,7,7,7,7,7,44
881335,7,6,6,6,6,5,6,50
881350,3,4,5,5,4,4,3,20
881357,7,7,9,9,9,8,7,25
881360,9,9,9,9,9,9,9,39
881361,7,7,9,9,9,7,7,33
881368,5,6,6,8,8,7,7,46
881375,7,7,9,9,9,9,8,38
881381,9,9,9,9,9,9,9,82
881382,9,9,8,8,7,7,6,35
881385,8,8,7,8,7,6,6,27
881386,8,9,9,9,9,8,8,34
881387,7,7,8,9,9,7,7,23
881391,8,7,9,9,9,8,8,31
881396,9,8,6,8,8,6,6,29
881405,9,8,8,9,9,8,8,33
881408,9,9,9,9,9,9,9,35
881414,9,9,9,9,9,9,9,23
881421,8,8,8,9,9,8,8,31
881425,7,7,9,9,9,8,7,31
881426,7,6,9,10,10,8,7,29
881442,8,8,9,9,9,8,8,32
881445,9,8,9,8,9,9,9,23
881448,9,9,8,9,9,9,9,38
881452,10,10,6,10,10,10,9,36
881453,10,10,10,10,10,10,10,43
881456,8,8,10,10,10,10,8,23
881467,9,10,10,10,8,10,10,49
881469,9,9,8,8,8,9,9,32
881472,8,8,6,5,9,10,6,38
881473,9,10,9,10,7,10,8,55
881475,10,10,10,10,10,10,10,44
881477,9,10,10,10,10,10,9,47
881480,9,9,7,9,7,8,8,21
881486,7,9,10,10,10,10,7,46
881507,9,9,8,9,7,9,9,39
881509,9,9,9,9,9,9,8,40
881519,9,8,10,10,10,9,8,52
881520,7,7,8,9,8,8,7,73
881525,9,8,9,8,9,9,8,103
881527,8,9,9,9,9,9,9,38
881530,8,8,8,8,8,8,8,39
881537,8,8,8,8,8,8,8,20
881539,8,8,5,9,7,8,8,21
881544,9,9,9,9,9,9,9,30
881547,8,8,8,8,8,8,8,41
881550,9,9,9,9,9,9,9,35
881552,8,8,9,8,9,8,9,30
881553,8,8,8,8,8,8,8,45
881554,9,9,4,9,7,8,8,42
881556,7,7,8,8,5,8,8,38
881561,8,8,1,9,1,8,8,26
881566,8,8,8,8,8,8,8,37
881585,8,8,8,8,8,8,8,56
881587,9,8,8,9,9,8,8,40
881601,10,10,10,10,10,10,10,61
881611,9,9,6,9,9,9,9,26
881621,9,9,9,9,9,9,9,56
881623,8,8,6,9,9,8,8,39
881627,9,10,7,9,10,9,9,89
881642,9,8,8,10,8,10,8,64
881658,10,10,10,10,10,10,10,62
881662,8,7,10,10,10,8,8,83
881670,9,9,10,10,10,8,8,63
881671,10,10,4,8,5,10,10,38
881676,9,9,9,10,10,10,9,30
881677,10,10,3,10,7,10,10,34
881680,10,10,5,10,6,10,10,43
881682,10,9,5,10,5,10,9,37
881683,10,10,10,10,10,10,10,37
881686,9,9,9,9,9,9,9,32
881690,6,6,8,8,6,8,8,43
881699,7,7,7,7,7,7,7,29
881700,9,8,8,8,8,8,8,43
881701,10,10,5,10,10,10,8,36
881707,10,10,7,8,6,9,9,80
881713,10,10,7,9,9,9,9,80
881719,9,9,7,9,9,10,10,80
881727,9,9,6,8,6,8,9,80
881730,9,10,7,7,9,6,8,85
881747,8,9,7,9,9,9,8,75
881758,6,6,5,6,6,7,6,26
881760,6,5,6,5,6,5,6,34
881765,5,7,6,5,6,7,7,38
881772,6,5,4,5,5,4,5,34
881785,3,4,4,3,4,4,4,23
881809,8,8,7,8,7,8,8,60
881817,9,9,6,9,9,9,9,34
881821,9,9,5,8,5,8,8,27
881822,9,9,9,9,9,9,9,73
881832,7,7,6,8,8,7,7,37
881839,7,7,5,8,4,7,7,61
881840,7,7,6,8,8,8,8,44
881842,9,8,8,9,9,9,9,41
881847,9,9,9,9,9,9,9,27
881857,8,9,8,9,7,9,8,33
881871,9,9,9,9,9,9,9,35
881884,9,9,9,9,9,9,9,42
881885,6,7,8,9,9,9,9,36
881902,10,10,10,10,10,10,9,60
881913,9,9,10,10,10,10,9,60
881918,10,10,10,10,10,10,10,56
881922,10,10,10,10,10,10,10,57
881923,10,10,10,10,10,10,10,51
881931,8,8,8,8,8,8,8,46
881934,8,8,4,5,5,6,6,31
881937,9,8,8,8,8,8,7,28
881941,7,7,5,6,7,6,7,34
881944,8,8,8,8,8,8,8,26
881946,8,7,7,7,7,7,7,45
881949,9,8,9,8,8,8,8,56
881951,5,6,7,8,7,6,6,34
881952,9,9,6,8,7,9,7,36
881957,8,7,4,7,6,6,8,38
881960,7,7,4,6,5,7,7,37
881964,6,6,7,8,7,7,7,27
881977,10,10,9,10,10,10,10,70
881982,10,10,10,10,10,10,10,37
881983,8,8,8,9,9,9,9,37
881985,10,10,10,10,10,10,10,63
881987,9,9,9,9,9,9,9,53
882007,10,10,10,10,10,10,10,76
882012,10,10,10,10,10,10,10,97
882016,10,10,10,10,10,10,10,52
882019,10,10,10,10,10,10,10,51
882027,7,6,6,7,5,6,6,22
882028,4,6,7,8,8,8,6,22
882030,8,7,3,2,5,9,5,41
882032,8,7,6,5,6,7,7,25
882039,8,8,7,8,8,8,6,21
882046,10,10,1,2,1,10,10,90
882047,6,6,4,7,4,8,7,26
882048,8,7,10,10,6,10,8,33
882052,7,8,6,6,6,8,7,90
882053,8,7,8,8,8,8,8,40
882057,7,8,6,6,6,9,9,34
882058,8,8,8,8,8,8,8,31
882059,6,6,10,10,10,9,6,70
882062,10,9,6,8,6,10,10,34
882066,8,8,8,8,8,9,8,28
882067,8,8,8,8,8,8,8,30
882071,7,8,6,8,8,8,8,31
882073,8,7,5,6,6,9,9,30
882075,5,5,10,10,10,7,5,49
882078,8,7,5,7,7,8,8,33
882091,6,8,8,8,8,8,8,30
882096,8,8,5,6,5,8,8,34
882102,8,8,6,6,7,8,8,29
882103,4,4,8,8,5,5,7,59
882104,9,8,8,8,8,8,8,60
882106,9,10,10,10,8,10,10,130
882109,5,6,10,10,10,10,5,90
882114,5,8,6,9,6,7,5,39
882117,6,6,6,7,6,6,6,37
882127,8,8,8,8,8,8,8,90
882129,6,7,5,8,6,6,5,26
882131,5,6,6,8,7,8,6,22
882139,10,10,10,10,10,7,7,120
882140,7,7,6,8,7,8,5,27
882142,2,5,10,10,10,10,5,105
882143,5,8,10,10,10,10,6,130
882159,10,10,10,10,10,10,10,73
882162,8,8,10,10,10,10,8,21
882163,8,5,8,8,8,6,6,32
882164,5,5,7,10,5,7,6,22
882169,10,10,10,10,10,10,10,36
882171,10,10,6,10,10,10,6,140
882172,8,10,10,10,10,9,10,120
882173,8,10,10,10,10,6,8,80
882179,4,5,5,5,6,6,5,35
882198,8,10,5,10,2,9,6,70
882200,8,6,5,8,4,8,8,68
882203,6,8,5,8,5,8,8,60
882206,8,8,7,8,8,8,8,51
882211,10,10,10,10,10,10,10,66
882216,1,6,8,10,10,10,10,115
882220,7,10,10,10,10,10,10,90
882221,8,8,9,9,5,8,4,38
882228,6,6,8,8,8,8,8,38
882231,5,5,9,9,6,7,5,51
882239,8,4,3,9,7,8,5,70
882240,10,8,8,5,8,9,8,74
882242,9,9,9,9,9,7,6,49
882249,10,10,5,5,10,10,10,72
882255,10,9,5,5,10,6,6,35
882258,8,8,4,8,8,7,7,42
882259,4,6,2,10,5,6,3,90
882266,5,5,10,10,10,6,8,36
882267,7,5,9,9,9,5,5,31
882269,8,8,8,10,10,7,8,26
882276,8,8,5,9,9,5,7,42
882284,8,7,7,8,5,8,8,29
882286,10,7,6,8,6,8,8,37
882297,10,10,6,10,5,8,7,75
882304,7,8,8,8,8,8,8,29
882307,6,7,7,8,7,8,8,27
882311,6,10,10,10,10,10,8,120
