nquest,nord,SEX,PARENT,ANASC,CIT,ANINGR,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,motiv,annoenus,tipolau,tipodip,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
885047,3,2,6,1997,1,,2,3,,,,,,,,17,,,,,,,8,1,8,3,15,1,7,3,,5,0,0,1,1,2,2,1.2936454708
885061,1,1,1,1957,1,,1,3,,,,,,,,1,,8,,,,,8,1,8,3,55,4,1,1,8,4,1,1,1,1,2,2,1.3069890667
885061,2,2,2,1960,1,,1,3,,,,,,,,13,,,,,,,8,1,8,3,52,3,7,3,,5,0,0,1,1,2,2,1.3069890667
885061,3,2,6,1987,1,,2,5,70,100,2,2006,2,,,11,,,,,,1,8,1,8,3,25,1,7,3,,5,0,0,1,1,2,2,1.3069890667
885062,1,2,1,1970,1,,3,7,108,110,2,2005,,,,11,,,,,5,2,8,1,8,2,42,2,7,3,,5,1,1,1,1,2,2,1.8785109216
885062,2,2,7,2007,1,,2,1,,,,,,,,18,,,,,,,8,1,8,2,5,1,7,3,,5,0,0,1,1,2,2,1.8785109216
885064,1,1,1,1947,1,,1,5,74,100,2,1974,2,,,6,,6,,,,2,8,1,8,4,65,5,4,2,6,4,1,1,2,1,2,2,1.4353766988
885064,2,2,2,1946,1,,1,5,36,100,2,1968,2,,,15,2,17,,,,1,5,1,8,4,66,5,6,3,17,5,0,1,2,1,2,2,1.4353766988
885064,3,2,6,1974,1,,2,5,72,100,2,1993,2,,,11,,,,,,1,8,1,8,4,38,2,7,3,,5,0,0,2,1,2,2,1.4353766988
885064,4,1,6,1983,1,,2,5,48,100,2,2002,2,,,11,,,,,,1,8,1,8,4,29,1,7,3,,5,0,0,2,1,2,2,1.4353766988
885074,1,1,1,1946,1,,1,2,,,,,,,,7,,3,,,,,8,1,8,3,66,5,4,2,3,2,0,1,2,1,2,2,1.389857552
885074,2,2,2,1946,1,,1,2,,,,,,,,13,,,,,,,8,1,8,3,66,5,7,3,,5,0,0,2,1,2,2,1.389857552
885074,3,2,6,1968,1,,2,5,36,60,2,1986,2,,,2,,3,,,,1,8,1,8,3,44,2,2,1,3,2,1,1,2,1,2,2,1.389857552
885077,1,2,1,1940,1,,4,3,,,,,,,,15,1,9,,,,,3,1,8,1,72,5,6,3,9,5,1,1,1,1,2,2,1.2089390219
885078,1,1,1,1937,1,,1,2,,,,,,,,15,1,6,,,,,8,1,8,2,75,5,6,3,6,5,1,1,1,1,2,2,1.1369048519
885078,2,2,2,1938,1,,1,2,,,,,,,,13,,,,,,,8,1,8,2,74,5,7,3,,5,0,0,1,1,2,2,1.1369048519
885098,1,1,1,1984,1,,2,5,67,100,2,2012,2,,,1,,8,,,,2,12,2,12,1,28,1,1,1,8,4,1,1,1,2,3,0,5.3889670103
885101,1,2,1,1949,1,,4,3,,,,,,,,16,,,,,,,12,2,12,2,63,4,6,3,,5,1,1,1,2,3,0,5.0346995255
885101,2,2,6,1989,1,,2,5,72,100,2,2008,1,,,17,,,,,,5,12,2,12,2,23,1,7,3,,5,0,0,1,2,3,0,5.0346995255
885106,1,2,1,1941,1,,1,3,,,,,,,,15,9,7,,,,,13,3,12,2,71,5,6,3,7,5,0,1,2,2,3,0,3.896544421
885106,2,1,2,1936,1,,1,3,,,,,,,,15,8,7,,,,,12,2,12,2,76,5,6,3,7,5,1,1,2,2,3,0,3.896544421
885109,1,1,1,1978,1,,1,5,60,100,2,2009,2,,,2,,17,,,,2,19,3,12,4,34,1,2,1,17,3,0,1,2,2,3,0,5.7166857679
885109,2,2,2,1973,1,,1,7,110,110,1,2000,,,,2,,17,,,3,2,12,2,12,4,39,2,2,1,17,3,1,1,2,2,3,0,5.7166857679
885109,3,1,6,1998,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,14,1,7,3,,5,0,0,2,2,3,0,5.7166857679
885109,4,1,6,2008,1,,2,1,,,,,,,,18,,,,,,,12,2,12,4,4,1,7,3,,5,0,0,2,2,3,0,5.7166857679
885110,1,2,1,1941,1,,4,2,,,,,,,,16,,,,,,,12,2,12,1,71,5,6,3,,5,1,1,1,2,3,0,4.1434290593
885112,1,2,1,1967,1,,1,5,48,60,2,1986,2,,,2,,15,,,,3,12,2,12,4,45,3,2,1,15,3,0,1,2,2,3,0,4.8111191796
885112,2,1,2,1958,1,,1,3,,,,,,,,2,,15,,,,,12,2,12,4,54,3,2,1,15,3,1,1,2,2,3,0,4.8111191796
885112,3,2,6,1994,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,18,1,7,3,,5,0,0,2,2,3,0,4.8111191796
885112,4,2,7,1997,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,15,1,7,3,,5,0,0,2,2,3,0,4.8111191796
885117,1,1,1,1961,1,,1,3,,,,,,,,16,,,,,,,12,2,12,4,51,3,6,3,,5,1,1,1,2,3,0,4.6605998076
885117,2,2,2,1964,1,,1,3,,,,,,,,13,,,,,,,12,2,12,4,48,3,7,3,,5,0,0,1,2,3,0,4.6605998076
885117,3,2,6,1987,1,,2,5,75,100,2,2006,1,,,17,,,,,,3,12,2,12,4,25,1,7,3,,5,0,0,1,2,3,0,4.6605998076
885117,4,1,7,1991,1,,2,5,68,100,2,2010,2,,,11,,,,,,2,12,2,12,4,21,1,7,3,,5,0,0,1,2,3,0,4.6605998076
885119,1,1,1,1978,1,,1,5,36,60,2,1998,2,,,1,,17,,,,3,12,2,12,3,34,1,1,1,17,3,1,1,2,2,3,0,5.6166623946
885119,2,2,2,1978,1,,1,3,,,,,,,,2,,17,,,,,12,2,12,3,34,1,2,1,17,3,0,1,2,2,3,0,5.6166623946
885119,3,1,6,2002,1,,2,2,,,,,,,,17,,,,,,,12,2,12,3,10,1,7,3,,5,0,0,2,2,3,0,5.6166623946
885120,1,1,1,1988,2,2004,2,3,,,,,,,,1,,17,3,,,,,,12,2,24,1,1,1,17,3,0,1,2,2,3,0,4.6512307439
885120,2,2,4,1967,2,2004,4,7,100,110,2,1992,,,,2,,17,,,10,3,,,12,2,45,3,2,1,17,3,1,1,2,2,3,0,4.6512307439
885130,1,2,1,1958,1,,1,2,,,,,,,,13,,,,,,,12,2,12,2,54,3,7,3,,5,0,0,1,2,3,0,3.8035605962
885130,2,1,2,1953,1,,1,4,,,,,,,,1,,19,,,,,12,2,12,2,59,4,1,1,19,4,1,1,1,2,3,0,3.8035605962
885186,1,2,1,1926,1,,4,2,,,,,,,,15,1,2,,,,,1,1,1,2,86,5,6,3,2,5,0,1,2,1,1,2,0.67562856
885186,2,2,6,1955,1,,2,3,,,,,,,,1,,2,,,,,1,1,1,2,57,4,1,1,2,2,1,1,2,1,1,2,0.67562856
885189,1,2,1,1950,1,,3,5,52,60,2,1969,2,,,15,3,16,,,,5,1,1,1,1,62,4,6,3,16,5,1,1,1,1,1,2,0.6718991168
885194,1,1,1,1945,1,,1,3,,,,,,,,15,1,8,,,,,16,3,1,2,67,5,6,3,8,5,1,1,2,1,1,2,0.6353027582
885194,2,2,2,1948,1,,1,3,,,,,,,,15,1,3,,,,,19,3,1,2,64,4,6,3,3,5,0,1,2,1,1,2,0.6353027582
885195,1,1,1,1970,2,2010,3,3,,,,,,,,1,,6,3,,,,,,1,1,42,2,1,1,6,4,1,1,1,1,1,2,0.9823315284
885199,1,2,1,1937,1,,4,5,50,60,2,1956,2,,,15,3,16,,,,5,1,1,1,1,75,5,6,3,16,5,1,1,1,1,1,2,0.6787740906
885200,1,2,1,1943,1,,4,2,,,,,,,,16,,,,,,,1,1,1,1,69,5,6,3,,5,1,1,1,1,1,2,0.6787740906
885201,1,1,1,1935,1,,4,2,,,,,,,,15,1,7,,,,,1,1,1,1,77,5,6,3,7,5,1,1,1,1,1,2,0.5999650229
885202,1,2,1,1929,1,,4,2,,,,,,,,16,,,,,,,3,1,1,1,83,5,6,3,,5,1,1,1,1,1,2,0.6787740906
885203,1,2,1,1950,1,,1,2,,,,,,,,13,,,,,,,19,3,1,2,62,4,7,3,,5,0,0,1,1,1,2,0.6318642645
885203,2,1,2,1949,1,,1,2,,,,,,,,7,,7,,,,,19,3,1,2,63,4,4,2,7,4,1,1,1,1,1,2,0.6318642645
885206,1,2,1,1933,1,,4,2,,,,,,,,16,,,,,,,1,1,1,1,79,5,6,3,,5,1,1,1,1,1,2,0.6787740906
885211,1,1,1,1935,1,,4,2,,,,,,,,15,1,8,,,,,1,1,1,1,77,5,6,3,8,5,1,1,1,1,1,2,0.5999650229
885214,1,2,1,1934,1,,1,2,,,,,,,,15,8,19,,,,,1,1,1,2,78,5,6,3,19,5,0,1,2,1,1,2,0.6383295956
885214,2,1,2,1926,1,,1,2,,,,,,,,15,8,7,,,,,1,1,1,2,86,5,6,3,7,5,1,1,2,1,1,2,0.6383295956
885216,1,2,1,1932,1,,4,2,,,,,,,,16,,,,,,,19,3,1,1,80,5,6,3,,5,1,1,1,1,1,2,0.6787740906
885217,1,1,1,1929,1,,4,2,,,,,,,,15,1,1,,,,,16,3,1,1,83,5,6,3,1,5,1,1,1,1,1,2,0.5999650229
885219,1,2,1,1971,1,,1,4,,,,,,,,1,,17,,,,,1,1,1,4,41,2,1,1,17,3,1,1,2,1,1,2,0.9619501677
885219,2,1,2,1968,1,,1,3,,,,,,,,12,1,8,,,,,1,1,1,4,44,2,7,3,8,5,0,1,2,1,1,2,0.9619501677
885219,3,1,6,1996,1,,2,3,,,,,,,,17,,,,,,,1,1,1,4,16,1,7,3,,5,0,0,2,1,1,2,0.9619501677
885219,4,1,6,1998,1,,2,3,,,,,,,,17,,,,,,,1,1,1,4,14,1,7,3,,5,0,0,2,1,1,2,0.9619501677
885223,1,1,1,1933,1,,4,2,,,,,,,,15,1,6,,,,,20,3,1,1,79,5,6,3,6,5,1,1,1,1,1,2,0.5999650229
885225,1,2,1,1970,1,,2,5,85,100,2,1989,2,,,2,,12,,,,1,1,1,1,2,42,2,2,1,12,4,1,1,1,1,1,2,0.9924490331
885225,2,1,7,2005,1,,2,1,,,,,,,,17,,,,,,,1,1,1,2,7,1,7,3,,5,0,0,1,1,1,2,0.9924490331
885227,1,1,1,1935,1,,1,2,,,,,,,,15,1,6,,,,,13,3,12,2,77,5,6,3,6,5,1,1,2,2,3,3,4.2909665405
885227,2,2,2,1947,1,,1,2,,,,,,,,15,1,17,,,,,13,3,12,2,65,5,6,3,17,5,0,1,2,2,3,3,4.2909665405
885254,1,1,1,1935,1,,4,5,60,60,2,1954,2,,,15,5,14,,,,3,12,2,12,1,77,5,6,3,14,5,1,1,1,2,3,3,4.0330729714
885257,1,1,1,1937,1,,4,2,,,,,,,,15,1,1,,,,,14,3,12,2,75,5,6,3,1,5,0,1,2,2,3,3,5.5932897137
885257,2,2,6,1971,1,,2,7,108,110,2,2003,,,,2,,17,,,3,3,14,3,12,2,41,2,2,1,17,3,1,1,2,2,3,3,5.5932897137
885272,1,2,1,1962,1,,3,7,90,110,2,1988,,,,1,,17,,,3,3,12,2,12,1,50,3,1,1,17,3,1,1,1,2,3,3,4.389593095
885295,1,2,1,1946,1,,3,4,,,,,,,,15,2,15,,,,,12,2,12,2,66,5,6,3,15,5,0,1,2,2,3,3,4.2909665405
885295,2,1,3,1936,1,,3,3,,,,,,,,15,2,15,,,,,12,2,12,2,76,5,6,3,15,5,1,1,2,2,3,3,4.2909665405
885305,1,1,1,1936,1,,4,7,110,110,1,1960,,,,15,5,19,,,7,3,8,1,12,1,76,5,6,3,19,5,1,1,1,2,3,3,4.0330729714
885318,1,2,1,1966,1,,3,7,110,110,1,1994,,,,2,,15,,,9,3,12,2,12,1,46,3,2,1,15,3,1,1,1,2,3,3,4.389593095
885322,1,1,1,1936,1,,2,7,110,110,1,1962,,,,15,6,13,,,9,3,12,2,12,1,76,5,6,3,13,5,1,1,1,2,3,3,4.0330729714
885327,1,1,1,1952,1,,1,4,,,,,,,,2,,17,,,,,12,2,12,4,60,4,2,1,17,3,1,1,1,2,3,3,5.739659416
885327,2,2,2,1975,1,,1,6,109,110,2,2012,,,,17,,,,,1,3,15,3,12,4,37,2,7,3,,5,0,0,1,2,3,3,5.739659416
885327,3,1,8,1998,1,,2,3,,,,,,,,17,,,,,,,5,1,12,4,14,1,7,3,,5,0,0,1,2,3,3,5.739659416
885327,4,1,6,2010,1,,2,1,,,,,,,,18,,,,,,,12,2,12,4,2,1,7,3,,5,0,0,1,2,3,3,5.739659416
885336,1,1,1,1934,1,,1,2,,,,,,,,15,2,15,,,,,12,2,12,2,78,5,6,3,15,5,1,1,2,2,3,3,4.2909665405
885336,2,2,2,1935,1,,1,2,,,,,,,,15,2,19,,,,,18,3,12,2,77,5,6,3,19,5,0,1,2,2,3,3,4.2909665405
885342,1,1,1,1941,1,,1,7,60,60,1,1962,,,,15,5,7,,,8,3,19,3,12,2,71,5,6,3,7,5,1,1,1,2,3,3,4.2909665405
885342,2,2,2,1945,1,,1,7,60,60,2,1966,,,,13,,,,,8,3,19,3,12,2,67,5,7,3,,5,0,0,1,2,3,3,4.2909665405
885346,1,1,1,1958,1,,1,3,,,,,,,,2,,15,,,,,12,2,12,5,54,3,2,1,15,3,1,1,2,2,3,3,5.3210574217
885346,2,2,2,1957,1,,1,3,,,,,,,,13,,,,,,,12,2,12,5,55,4,7,3,,5,0,0,2,2,3,3,5.3210574217
885346,3,2,6,1989,1,,2,5,60,60,2,2007,2,,,2,,11,,,,4,12,2,12,5,23,1,2,1,11,4,0,1,2,2,3,3,5.3210574217
885346,4,1,6,1992,1,,2,4,,,,,,,,17,,,,,,,12,2,12,5,20,1,7,3,,5,0,0,2,2,3,3,5.3210574217
885346,5,1,6,1999,1,,2,3,,,,,,,,17,,,,,,,12,2,12,5,13,1,7,3,,5,0,0,2,2,3,3,5.3210574217
885353,1,1,1,1951,1,,2,5,72,100,2,1972,2,,,2,,16,,,,2,12,2,12,2,61,4,2,1,16,3,1,1,1,2,3,3,4.9006053404
885353,2,1,6,1985,1,,2,7,106,110,2,2012,,,,11,,,,,4,3,12,2,12,2,27,1,7,3,,5,0,0,1,2,3,3,4.9006053404
885364,1,2,1,1974,1,,1,7,101,110,2,2000,,,,2,,19,,,6,2,12,2,12,3,38,2,2,1,19,4,0,1,2,2,3,3,6.9254568371
885364,2,1,2,1974,1,,1,7,103,110,2,2001,,,,4,,7,,,6,2,16,3,12,3,38,2,3,1,7,4,1,1,2,2,3,3,6.9254568371
885364,3,2,6,2008,1,,2,1,,,,,,,,18,,,,,,,12,2,12,3,4,1,7,3,,5,0,0,2,2,3,3,6.9254568371
885384,1,2,1,1931,1,,4,5,7,10,2,1950,2,,,16,,,,,,3,15,3,12,3,81,5,6,3,,5,0,1,3,2,3,3,4.1033604489
885384,2,1,6,1958,1,,2,7,100,100,1,1982,,,,5,,17,,,3,3,12,2,12,3,54,3,3,1,17,3,1,1,3,2,3,3,4.1033604489
885384,3,1,6,1965,1,,2,3,,,,,,,,16,,,,,,,12,2,12,3,47,3,6,3,,5,0,1,3,2,3,3,4.1033604489
885388,1,1,1,1930,1,,1,7,110,110,1,1958,,,,15,3,16,,,9,3,12,2,12,2,82,5,6,3,16,5,1,1,2,2,3,3,4.2909665405
885388,2,2,2,1933,1,,1,5,60,60,2,1952,2,,,16,,,,,,3,12,2,12,2,79,5,6,3,,5,0,1,2,2,3,3,4.2909665405
885390,1,2,1,1974,1,,1,7,108,110,2,2000,,,,2,,11,,,7,3,12,2,12,3,38,2,2,1,11,4,1,1,1,2,3,3,5.6127548433
885390,2,1,2,1964,1,,1,5,38,60,2,1984,2,,,12,2,9,,,,1,12,2,12,3,48,3,7,3,9,5,0,0,1,2,3,3,5.6127548433
885390,3,1,6,2007,1,,2,1,,,,,,,,18,,,,,,,12,2,12,3,5,1,7,3,,5,0,0,1,2,3,3,5.6127548433
885393,1,1,1,1967,1,,3,3,,,,,,,,8,,7,,,,,12,2,12,1,45,3,5,2,7,4,1,1,1,2,3,3,3.8799393766
885415,1,1,1,1947,1,,1,5,42,60,2,1972,1,,,15,2,15,,,,2,15,3,12,4,65,5,6,3,15,5,1,1,4,2,3,3,4.8944638122
885415,2,2,2,1948,1,,1,5,7,10,2,1966,2,,,15,2,15,,,,5,12,2,12,4,64,4,6,3,15,5,0,1,4,2,3,3,4.8944638122
885415,3,1,7,1976,1,,2,5,46,60,2,1995,1,,,2,,13,,,,2,12,2,12,4,36,2,2,1,13,4,0,1,4,2,3,3,4.8944638122
885415,4,2,5,1913,1,,4,2,,,,,,,,15,1,3,,,,,9,2,12,4,99,5,6,3,3,5,0,1,4,2,3,3,4.8944638122
885422,1,1,1,1966,1,,1,6,108,110,2,1989,,,,1,,19,,,9,3,12,2,12,4,46,3,1,1,19,4,1,1,2,2,3,3,5.8724443599
885422,2,2,2,1969,1,,1,5,42,60,2,1988,2,,,1,,19,,,,2,12,2,12,4,43,2,1,1,19,4,0,1,2,2,3,3,5.8724443599
885422,3,2,6,1998,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,14,1,7,3,,5,0,0,2,2,3,3,5.8724443599
885422,4,1,6,2003,1,,2,1,,,,,,,,17,,,,,,,12,2,12,4,9,1,7,3,,5,0,0,2,2,3,3,5.8724443599
885425,1,2,1,1959,1,,3,7,100,100,1,2010,,,,8,,19,,,9,3,12,2,12,1,53,3,5,2,19,4,1,1,1,2,3,3,4.389593095
885426,1,1,1,1938,1,,1,2,,,,,,,,15,8,19,,,,,12,2,12,2,74,5,6,3,19,5,1,1,1,2,3,3,4.2909665405
885426,2,2,2,1941,1,,1,2,,,,,,,,13,,,,,,,12,2,12,2,71,5,7,3,,5,0,0,1,2,3,3,4.2909665405
885429,1,1,1,1939,1,,4,2,,,,,,,,15,1,8,,,,,15,3,12,1,73,5,6,3,8,5,1,1,1,2,3,3,4.0330729714
885432,1,2,1,1969,1,,1,3,,,,,,,,1,,19,,,,,12,2,12,3,43,2,1,1,19,4,1,1,1,2,3,3,6.6867936637
885432,2,2,6,1990,1,,2,3,,,,,,,,11,,,,,,,12,2,12,3,22,1,7,3,,5,0,0,1,2,3,3,6.6867936637
885432,3,1,6,1995,1,,2,3,,,,,,,,11,,,,,,,12,2,12,3,17,1,7,3,,5,0,0,1,2,3,3,6.6867936637
885433,1,2,1,1926,1,,4,2,,,,,,,,16,,,,,,,12,2,12,3,86,5,6,3,,5,0,1,2,2,3,3,4.9935353222
885433,2,2,6,1954,1,,4,5,47,60,2,1973,2,,,2,,14,,,,1,12,2,12,3,58,4,2,1,14,4,1,1,2,2,3,3,4.9935353222
885433,3,1,9,1978,1,,2,7,110,110,1,2010,,,,17,,,,,9,3,12,2,12,3,34,1,7,3,,5,0,0,2,2,3,3,4.9935353222
885434,1,2,1,1943,1,,4,3,,,,,,,,16,,,,,,,12,2,12,1,69,5,6,3,,5,1,1,1,2,3,3,4.5628417221
885443,1,1,1,1947,1,,1,3,,,,,,,,15,2,15,,,,,12,2,12,2,65,5,6,3,15,5,1,1,1,2,3,3,4.2706195941
885443,2,2,2,1949,1,,1,3,,,,,,,,13,,,,,,,17,3,12,2,63,4,7,3,,5,0,0,1,2,3,3,4.2706195941
885444,1,2,1,1971,1,,1,7,102,110,2,1997,,,,2,,17,,,1,3,18,3,12,3,41,2,2,1,17,3,0,1,2,2,3,3,6.9254568371
885444,2,1,2,1969,1,,1,5,42,60,2,1989,2,,,2,,15,,,,2,18,3,12,3,43,2,2,1,15,3,1,1,2,2,3,3,6.9254568371
885444,3,2,6,2008,1,,2,1,,,,,,,,18,,,,,,,12,2,12,3,4,1,7,3,,5,0,0,2,2,3,3,6.9254568371
885446,1,1,1,1974,1,,3,5,40,60,2,1993,2,,,2,,15,,,,2,12,2,12,1,38,2,2,1,15,3,1,1,1,2,3,3,6.603409507
885481,1,2,1,1957,2,2008,4,4,,,,,,,,1,,20,3,,,,,,12,1,55,4,1,1,20,4,1,1,1,2,3,3,4.5166269099
885482,1,1,1,1942,1,1942,1,3,,,,,,,,15,7,7,,,,,,,12,2,70,5,6,3,7,5,0,1,2,2,3,3,4.2909665405
885482,2,2,2,1942,1,,1,5,40,60,2,1961,2,,,15,7,7,,,,2,3,1,12,2,70,5,6,3,7,5,1,1,2,2,3,3,4.2909665405
885485,1,2,1,1948,1,,4,2,,,,,,,,16,,,,,,,17,3,12,3,64,4,6,3,,5,0,1,2,2,3,3,5.9027501336
885485,2,2,6,1977,1,,2,5,56,60,2,1996,1,,,2,,19,,,,2,12,2,12,3,35,2,2,1,19,4,1,1,2,2,3,3,5.9027501336
885485,3,1,9,2011,1,,2,1,,,,,,,,18,,,,,,,12,2,12,3,1,1,7,3,,5,0,0,2,2,3,3,5.9027501336
885489,1,2,1,1932,1,,4,2,,,,,,,,16,,,,,,,12,2,12,1,80,5,6,3,,5,1,1,1,2,3,3,4.5628417221
885491,1,1,1,1955,1,1984,1,7,110,110,1,1978,,,,4,,21,,,6,3,,,12,4,57,4,3,1,21,4,1,1,3,2,3,3,0.0010390087
885491,2,2,2,1962,1,,1,5,80,100,2,1982,1,,,17,,,,,,3,5,1,12,4,50,3,7,3,,5,0,0,3,2,3,3,0.0010390087
885491,3,1,6,1995,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,17,1,7,3,,5,0,1,3,2,3,3,0.0010390087
885491,4,1,6,1998,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,14,1,7,3,,5,0,1,3,2,3,3,0.0010390087
885501,1,1,1,1958,1,,1,7,105,110,2,1983,,,,4,,15,,,4,2,11,2,12,3,54,3,3,1,15,3,1,1,1,2,3,3,4.8825452906
885501,2,2,2,1963,1,,1,5,58,60,2,1981,2,,,13,,,,,,2,16,3,12,3,49,3,7,3,,5,0,0,1,2,3,3,4.8825452906
885501,3,2,6,1986,1,,2,6,90,110,2,2012,,,,17,,,,,9,3,16,3,12,3,26,1,7,3,,5,0,0,1,2,3,3,4.8825452906
885502,1,1,1,1945,1,,1,3,,,,,,,,15,1,8,,,,,12,2,12,2,67,5,6,3,8,5,1,1,2,2,3,3,4.2909665405
885502,2,2,2,1945,1,,1,3,,,,,,,,16,,,,,,,12,2,12,2,67,5,6,3,,5,0,1,2,2,3,3,4.2909665405
885503,1,1,1,1946,2,1987,1,7,100,100,2,1980,,,,1,,1,3,,7,3,,,12,5,66,5,1,1,1,1,1,1,3,2,3,3,5.2369565942
885503,2,2,2,1952,2,1987,1,5,60,60,2,1980,1,,,1,,20,3,,,3,,,12,5,60,4,1,1,20,4,0,1,3,2,3,3,5.2369565942
885503,3,1,6,1982,1,1987,2,5,83,100,2,2004,1,,,11,,,,,,2,,,12,5,30,1,7,3,,5,0,0,3,2,3,3,5.2369565942
885503,4,1,6,1984,2,1987,2,4,,,,,,,,2,,19,,,,,,,12,5,28,1,2,1,19,4,0,1,3,2,3,3,5.2369565942
885503,5,1,7,1989,1,1989,2,3,,,,,,,,11,,,,,,,,,12,5,23,1,7,3,,5,0,0,3,2,3,3,5.2369565942
885504,1,2,1,1964,1,,1,5,70,100,2,1983,2,,,12,2,7,,,,2,15,3,12,4,48,3,7,3,7,5,0,0,1,2,3,3,4.9710577364
885504,2,1,2,1963,1,,1,7,105,110,2,1985,,,,4,,15,,,7,2,15,3,12,4,49,3,3,1,15,3,1,1,1,2,3,3,4.9710577364
885504,3,1,6,1991,1,,2,5,90,100,2,2010,2,,,17,,,,,,3,15,3,12,4,21,1,7,3,,5,0,0,1,2,3,3,4.9710577364
885504,4,1,6,1997,1,,2,3,,,,,,,,17,,,,,,,12,2,12,4,15,1,7,3,,5,0,0,1,2,3,3,4.9710577364
885505,1,2,1,1933,1,,4,2,,,,,,,,16,,,,,,,12,2,12,1,79,5,6,3,,5,1,1,1,2,3,3,4.5628417221
885507,1,1,1,1971,2,1996,1,5,56,60,2,1995,2,,,1,,19,3,,,2,,,12,5,41,2,1,1,19,4,0,1,2,2,3,3,6.3578490045
885507,2,2,2,1974,2,1998,1,5,54,60,2,1993,2,,,1,,20,3,,,2,,,12,5,38,2,1,1,20,4,1,1,2,2,3,3,6.3578490045
885507,3,1,6,1999,2,,2,3,,,,,,,,17,,,,,,,12,2,12,5,13,1,7,3,,5,0,0,2,2,3,3,6.3578490045
885507,4,1,6,2001,2,,2,2,,,,,,,,17,,,,,,,12,2,12,5,11,1,7,3,,5,0,0,2,2,3,3,6.3578490045
885507,5,1,6,2008,2,,2,1,,,,,,,,18,,,,,,,12,2,12,5,4,1,7,3,,5,0,0,2,2,3,3,6.3578490045
885516,1,1,1,1977,1,,1,8,104,110,2,2002,,,,2,,11,,,6,1,12,2,12,3,35,2,2,1,11,4,1,1,1,2,3,3,6.4139212352
885516,2,2,2,1980,1,,1,8,100,110,2,2007,,,,12,20,19,,,9,4,12,2,12,3,32,1,7,3,19,5,0,0,1,2,3,3,6.4139212352
885516,3,1,6,2012,1,,2,1,,,,,,,,18,,,,,,,12,2,12,3,0,1,7,3,,5,0,0,1,2,3,3,6.4139212352
885520,1,2,1,1959,1,,4,5,45,60,2,1978,2,,,2,,15,,,,1,12,2,12,1,53,3,2,1,15,3,1,1,1,2,3,3,4.389593095
885528,1,2,1,1939,1,,4,2,,,,,,,,15,1,19,,,,,5,1,5,1,73,5,6,3,19,5,1,1,1,1,2,0,2.852298343
885530,1,2,1,1968,1,,3,5,36,60,2,1989,2,,,2,,17,,,,10,5,1,5,1,44,2,2,1,17,3,1,1,1,1,2,0,4.6701098959
885536,1,2,1,1939,1,,4,2,,,,,,,,16,,,,,,,5,1,5,1,73,5,6,3,,5,1,1,1,1,2,0,2.852298343
885539,1,2,1,1978,1,,1,5,60,60,2,1996,2,,,2,,17,,,,1,5,1,5,4,34,1,2,1,17,3,0,1,2,1,2,0,3.9329610633
885539,2,1,2,1975,1,,1,3,,,,,,,,1,,8,,,,,5,1,5,4,37,2,1,1,8,4,1,1,2,1,2,0,3.9329610633
885539,3,1,6,2002,1,,2,2,,,,,,,,17,,,,,,,5,1,5,4,10,1,7,3,,5,0,0,2,1,2,0,3.9329610633
885539,4,1,6,2008,1,,2,1,,,,,,,,18,,,,,,,5,1,5,4,4,1,7,3,,5,0,0,2,1,2,0,3.9329610633
885543,1,2,1,1981,1,,1,7,105,110,2,2004,,,,2,,11,,,7,3,5,1,5,4,31,1,2,1,11,4,0,1,2,1,2,0,4.0558770721
885543,2,1,2,1977,1,,1,5,60,60,2,1995,2,,,7,,6,,,,1,5,1,5,4,35,2,4,2,6,4,1,1,2,1,2,0,4.0558770721
885543,3,2,6,2012,1,,2,1,,,,,,,,18,,,,,,,5,1,5,4,0,1,7,3,,5,0,0,2,1,2,0,4.0558770721
885543,4,1,6,2012,1,,2,1,,,,,,,,18,,,,,,,5,1,5,4,0,1,7,3,,5,0,0,2,1,2,0,4.0558770721
885545,1,1,1,1963,2,1992,3,3,,,,,,,,12,1,3,3,,,,,,5,1,49,3,7,3,3,5,1,1,1,1,2,0,2.4254062115
885548,1,1,1,1948,1,,1,3,,,,,,,,15,9,2,,,,,5,1,5,5,64,4,6,3,2,5,1,1,4,1,2,0,3.263473875
885548,2,2,2,1953,1,,1,3,,,,,,,,13,,,,,,,5,1,5,5,59,4,7,3,,5,0,0,4,1,2,0,3.263473875
885548,3,1,6,1979,1,,2,7,108,110,2,2001,,,,9,,2,,,4,2,5,1,5,5,33,1,5,2,2,2,0,1,4,1,2,0,3.263473875
885548,4,1,7,1981,1,,2,5,78,100,2,2000,2,,,9,,2,,,,2,5,1,5,5,31,1,5,2,2,2,0,1,4,1,2,0,3.263473875
