nquest,nord,SEX,PARENT,ANASC,CIT,ANINGR,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,motiv,annoenus,tipolau,tipodip,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
58042,2,1,3,1990,1,,2,5,60,60,2,2009,1,2,,17,,,,,,3,8,1,8,2,22,1,7,3,,5,0,0,1,1,2,2,0.4288675003
58053,1,1,1,1966,1,,2,5,47,60,2,1985,2,1,,2,,7,,,,1,8,1,8,2,46,3,2,1,7,4,1,1,1,1,2,2,0.3449133524
58053,2,2,4,1935,1,,4,3,,,,,,,2,15,2,3,,2011,,,8,1,8,2,77,5,6,3,3,5,0,0,1,1,2,2,0.3449133524
58055,1,1,1,1964,1,,1,3,,,,,,1,,2,,19,,,,,8,1,8,4,48,3,2,1,19,4,1,1,2,1,2,2,0.4198045949
58055,2,2,2,1965,1,,1,5,45,60,2,1984,2,2,,2,,19,,,,2,11,2,8,4,47,3,2,1,19,4,0,1,2,1,2,2,0.4198045949
58055,3,2,6,1995,1,,2,3,,,,,,3,,17,,,,,,,8,1,8,4,17,1,7,3,,5,0,0,2,1,2,2,0.4198045949
58055,4,1,6,2003,1,,2,1,,,,,,4,,17,,,,,,,8,1,8,4,9,1,7,3,,5,0,0,2,1,2,2,0.4198045949
58366,1,2,1,1944,1,,2,5,70,100,2,1966,2,1,,15,2,15,,,,2,9,2,9,1,68,5,6,3,15,5,1,1,1,2,3,2,0.2208801944
60078,1,1,1,1957,1,,1,3,,,,,,1,,16,,,,,,,15,3,15,5,55,4,6,3,,5,0,1,3,3,4,2,0.1579909759
60078,2,2,2,1964,1,,1,3,,,,,,2,,13,,,,,,,15,3,15,5,48,3,7,3,,5,0,0,3,3,4,2,0.1579909759
60078,3,1,6,1984,1,,2,6,100,100,1,2007,,3,,1,,7,,,4,2,15,3,15,5,28,1,1,1,7,4,0,1,3,3,4,2,0.1579909759
60078,4,2,6,1991,1,,2,5,82,100,2,2010,2,4,,1,,7,,,,3,15,3,15,5,21,1,1,1,7,4,1,1,3,3,4,2,0.1579909759
60078,5,1,6,2001,1,,2,2,,,,,,5,,17,,,,,,,15,3,15,5,11,1,7,3,,5,0,0,3,3,4,2,0.1579909759
91067,1,1,1,1952,1,,3,3,,,,,,1,,1,,3,,,,,11,2,11,2,60,4,1,1,3,2,1,1,1,2,3,2,0.2732282915
91067,2,2,7,1986,1,,2,5,82,100,2,2004,2,2,,12,1,13,,,,3,11,2,11,2,26,1,7,3,13,5,0,0,1,2,3,2,0.2732282915
91071,1,2,1,1970,1,,1,5,45,60,2,1989,2,1,,2,,19,,,,2,3,1,3,4,42,2,2,1,19,4,0,1,2,1,1,0,1.8966828783
91071,2,1,2,1969,1,,1,4,,,,,,2,,1,,3,,,,,1,1,3,4,43,2,1,1,3,2,1,1,2,1,1,0,1.8966828783
91071,3,1,6,1999,1,,2,2,,,,,,3,,17,,,,,,,3,1,3,4,13,1,7,3,,5,0,0,2,1,1,0,1.8966828783
91071,4,1,6,2002,1,,2,1,,,,,,4,,17,,,,,,,3,1,3,4,10,1,7,3,,5,0,0,2,1,1,0,1.8966828783
91074,1,2,1,1973,1,,3,5,45,60,2,1992,1,2,,2,,19,,,,1,8,1,8,3,39,2,2,1,19,4,1,1,1,1,2,2,0.6476388198
91074,2,1,7,1996,1,,2,3,,,,,,3,,17,,,,,,,8,1,8,3,16,1,7,3,,5,0,0,1,1,2,2,0.6476388198
91074,3,2,7,2003,1,,2,1,,,,,,4,,17,,,,,,,8,1,8,3,9,1,7,3,,5,0,0,1,1,2,2,0.6476388198
91079,1,2,1,1963,1,,1,5,44,60,2,1982,2,1,,2,,16,,,,2,12,2,10,3,49,3,2,1,16,3,0,1,2,2,3,0,0.3315995431
91079,2,1,2,1964,1,,1,5,38,60,2,1984,2,2,,7,,7,,,,2,10,2,10,3,48,3,4,2,7,4,1,1,2,2,3,0,0.3315995431
91079,3,1,6,1998,1,,2,3,,,,,,3,,17,,,,,,,10,2,10,3,14,1,7,3,,5,0,0,2,2,3,0,0.3315995431
91081,1,1,1,1965,1,,1,3,,,,,,1,,8,,7,,,,,11,2,11,3,47,3,5,2,7,4,0,1,2,2,3,2,0.319607432
91081,2,2,2,1969,1,,1,7,110,110,2,2008,,2,,2,,10,,,9,3,11,2,11,3,43,2,2,1,10,4,1,1,2,2,3,2,0.319607432
91081,3,1,6,1999,1,2003,2,3,,,,,,3,,17,,,,,,,,,11,3,13,1,7,3,,5,0,0,2,2,3,2,0.319607432
91095,1,1,1,1960,1,,1,5,42,60,2,1980,2,1,,1,,15,,,,2,9,2,9,3,52,3,1,1,15,3,1,1,1,2,3,2,0.3639962674
91095,2,2,2,1963,1,,1,5,36,36,2,1982,2,2,,13,,,,,,2,12,2,9,3,49,3,7,3,,5,0,0,1,2,3,2,0.3639962674
91095,3,2,6,2003,1,2011,2,1,,,,,,,2,17,,,,2011,,,,,9,3,9,1,7,3,,5,0,0,1,2,3,2,0.3639962674
104002,1,2,1,1948,1,,2,5,40,60,2,1968,2,1,,15,2,16,,,,5,16,3,16,2,64,4,6,3,16,5,0,1,2,3,4,0,1.3061719846
104002,2,2,11,1952,1,,2,7,110,110,2,2010,,2,,2,,17,,,10,2,16,3,16,2,60,4,2,1,17,3,1,1,2,3,4,0,1.3061719846
111052,1,2,1,1941,1,,1,3,,,,,,1,,15,1,16,,,,,20,3,20,3,71,5,6,3,16,5,1,1,3,3,5,2,0.1386532863
111052,2,1,2,1935,1,,1,2,,,,,,2,,15,1,3,,,,,20,3,20,3,77,5,6,3,3,5,0,1,3,3,5,2,0.1386532863
111052,3,1,6,1972,1,,2,5,36,60,2,1993,1,3,,1,,9,,,,1,20,3,20,3,40,2,1,1,9,4,0,1,3,3,5,2,0.1386532863
138091,1,1,1,1938,1,,1,3,,,,,,1,,15,2,15,,,,,8,1,8,2,74,5,6,3,15,5,0,1,2,1,2,2,0.251177198
138091,2,2,2,1941,1,,1,4,,,,,,2,,15,2,17,,,,,8,1,8,2,71,5,6,3,17,5,1,1,2,1,2,2,0.251177198
138399,1,1,1,1943,1,,4,3,,,,,,1,,15,2,7,,,,,8,1,8,1,69,5,6,3,7,5,1,1,1,1,2,2,0.2360810691
145007,1,1,1,1954,1,,1,7,105,110,2,1980,,1,,6,,6,,,4,3,20,3,20,5,58,4,4,2,6,4,1,1,1,3,5,2,0.6350666343
145007,2,2,2,1956,1,,1,7,100,110,2,1979,,2,,13,,,,,1,3,20,3,20,5,56,4,7,3,,5,0,0,1,3,5,2,0.6350666343
145007,3,2,6,1984,1,,2,7,107,110,2,2012,,4,,17,,,,,6,3,20,3,20,5,28,1,7,3,,5,0,0,1,3,5,2,0.6350666343
145007,4,1,6,1989,1,,2,6,109,110,2,2012,,5,,17,,,,,6,3,20,3,20,5,23,1,7,3,,5,0,0,1,3,5,2,0.6350666343
145007,5,1,6,1991,1,,2,5,78,100,2,2010,1,6,,17,,,,,,3,20,3,20,5,21,1,7,3,,5,0,0,1,3,5,2,0.6350666343
145012,1,1,1,1922,1,,1,2,,,,,,1,,15,2,15,,,,,20,3,20,2,90,5,6,3,15,5,1,1,1,3,5,2,0.4048189075
145012,2,2,2,1935,1,,1,2,,,,,,2,,13,,,,,,,20,3,20,2,77,5,7,3,,5,0,0,1,3,5,2,0.4048189075
176011,1,1,1,1951,1,,1,2,,,,,,1,,15,1,3,,,,,18,3,1,3,61,4,6,3,3,5,1,1,2,1,1,1,0.2619654422
176011,2,2,2,1954,1,,1,3,,,,,,2,,1,,3,,,,,18,3,1,3,58,4,1,1,3,2,0,1,2,1,1,1,0.2619654422
176011,3,2,6,1984,1,,2,4,,,,,,3,,11,,,,,,,1,1,1,3,28,1,7,3,,5,0,0,2,1,1,1,0.2619654422
176057,1,2,1,1938,1,,4,2,,,,,,1,,16,,,,,,,8,1,1,1,74,5,6,3,,5,1,1,1,1,1,1,0.2677063275
176061,1,1,1,1930,1,,1,3,,,,,,1,,15,8,19,,,,,19,3,1,2,82,5,6,3,19,5,1,1,2,1,1,1,0.2517551482
176061,2,2,2,1942,1,,1,3,,,,,,2,,15,8,19,,,,,19,3,1,2,70,5,6,3,19,5,0,1,2,1,1,1,0.2517551482
176068,1,1,1,1951,1,,1,5,49,60,2,1971,2,1,,12,8,3,,,,1,1,1,1,3,61,4,7,3,3,5,0,0,1,1,1,1,0.2509771714
176068,2,2,2,1950,1,,1,4,,,,,,2,,15,2,15,,,,,1,1,1,3,62,4,6,3,15,5,1,1,1,1,1,1,0.2509771714
176068,3,1,6,1979,1,,2,5,80,100,2,1999,1,3,,12,2,11,,,,2,1,1,1,3,33,1,7,3,11,5,0,0,1,1,1,1,0.2509771714
178001,1,1,1,1947,1,,3,3,,,,,,1,,15,2,8,,,,,12,2,12,1,65,5,6,3,8,5,1,1,1,2,3,2,0.1864328489
178058,1,1,1,1967,1,,1,3,,,,,,1,,1,,6,,,,,12,2,12,3,45,3,1,1,6,4,1,1,2,2,3,2,0.2277924414
178058,2,2,2,1965,1,,1,4,,,,,,2,,2,,16,,,,,12,2,12,3,47,3,2,1,16,3,0,1,2,2,3,2,0.2277924414
178058,3,2,6,1997,1,,2,3,,,,,,3,,17,,,,,,,12,2,12,3,15,1,7,3,,5,0,0,2,2,3,2,0.2277924414
193016,1,1,1,1933,1,,2,1,,,,,,1,,15,1,1,,,,,10,2,10,1,79,5,6,3,1,5,1,1,1,2,3,0,0.2014968835
213440,1,1,1,1947,1,,1,5,7,10,2,1966,2,1,,10,,19,,,,2,7,1,7,2,65,5,4,2,19,4,1,1,1,1,1,3,0.4393594821
213440,2,2,2,1947,1,,1,3,,,,,,2,,13,,,,,,,18,3,7,2,65,5,7,3,,5,0,0,1,1,1,3,0.4393594821
215011,1,2,1,1937,1,,4,1,,,,,,1,,15,1,3,,,,,13,3,13,1,75,5,6,3,3,5,1,1,1,3,4,1,0.1398626021
215018,1,2,1,1940,1,,1,1,,,,,,1,,15,1,3,,,,,13,3,13,2,72,5,6,3,3,5,0,1,2,3,4,1,0.1315289424
215018,2,1,2,1935,1,,1,1,,,,,,2,,15,1,6,,,,,13,3,13,2,77,5,6,3,6,5,1,1,2,3,4,1,0.1315289424
217081,1,1,1,1966,1,,1,3,,,,,,1,,1,,3,,,,,5,1,5,4,46,3,1,1,3,2,1,1,1,1,2,0,1.3865353191
217081,2,2,2,1970,1,,1,5,45,60,2,1989,2,2,,13,,,,,,1,5,1,5,4,42,2,7,3,,5,0,0,1,1,2,0,1.3865353191
217081,3,1,6,2002,1,,2,1,,,,,,3,,17,,,,,,,5,1,5,4,10,1,7,3,,5,0,0,1,1,2,0,1.3865353191
217081,4,2,6,2006,1,,2,1,,,,,,4,,17,,,,,,,5,1,5,4,6,1,7,3,,5,0,0,1,1,2,0,1.3865353191
224028,1,1,1,1958,1,,1,5,45,60,2,1977,2,1,,4,,19,,,,2,7,1,7,3,54,3,3,1,19,4,1,1,2,1,1,2,0.2447132754
224028,2,2,2,1961,1,,1,4,,,,,,2,,2,,15,,,,,1,1,7,3,51,3,2,1,15,3,0,1,2,1,1,2,0.2447132754
224028,3,1,6,1988,1,,2,5,88,100,2,2007,1,3,,17,,,,,,3,7,1,7,3,24,1,7,3,,5,0,0,2,1,1,2,0.2447132754
224048,1,2,1,1934,1,,1,2,,,,,,1,,16,,,,,,,20,3,7,2,78,5,6,3,,5,0,1,2,1,1,2,0.1793034518
224048,2,1,2,1926,1,,1,2,,,,,,2,,15,8,6,,,,,10,2,7,2,86,5,6,3,6,5,1,1,2,1,1,2,0.1793034518
230003,1,1,1,1941,1,,1,3,,,,,,1,,15,2,7,,,,,3,1,3,3,71,5,6,3,7,5,0,1,2,1,1,0,1.05442797
230003,2,2,2,1945,1,,1,2,,,,,,2,,13,,,,,,,3,1,3,3,67,5,7,3,,5,0,0,2,1,1,0,1.05442797
230003,3,1,6,1969,1,,2,3,,,,,,3,,1,,3,,,,,3,1,3,3,43,2,1,1,3,2,1,1,2,1,1,0,1.05442797
230029,1,1,1,1943,1,,1,3,,,,,,1,,15,1,3,,,,,3,1,3,2,69,5,6,3,3,5,1,1,2,1,1,0,0.9007045043
230029,2,2,2,1946,1,,1,2,,,,,,2,,15,1,3,,,,,3,1,3,2,66,5,6,3,3,5,0,1,2,1,1,0,0.9007045043
230030,1,2,1,1935,1,,4,2,,,,,,1,,15,1,19,,,,,3,1,3,1,77,5,6,3,19,5,1,1,1,1,1,0,1.0688915812
230037,1,1,1,1948,1,,1,5,6,10,2,1966,2,1,,15,3,16,,,,4,15,3,3,3,64,4,6,3,16,5,1,1,2,1,1,0,1.0020957969
230037,2,2,2,1948,1,,1,7,105,110,2,1977,,2,,15,3,16,,,9,5,3,1,3,3,64,4,6,3,16,5,0,1,2,1,1,0,1.0020957969
230037,3,1,6,1982,1,,2,6,83,110,2,2012,,3,,17,,,,,6,3,3,1,3,3,30,1,7,3,,5,0,0,2,1,1,0,1.0020957969
230039,1,2,1,1969,1,1976,1,3,,,,,,1,,1,,9,,,,,,,3,3,43,2,1,1,9,4,1,1,1,1,1,0,3.7676361406
230039,2,1,2,1968,1,,1,3,,,,,,2,,12,2,15,,,,,16,3,3,3,44,2,7,3,15,5,0,0,1,1,1,0,3.7676361406
230039,3,1,6,1995,1,,2,3,,,,,,3,,17,,,,,,,3,1,3,3,17,1,7,3,,5,0,0,1,1,1,0,3.7676361406
230043,1,1,1,1943,1,,3,2,,,,,,1,,15,1,15,,,,,3,1,3,1,69,5,6,3,15,5,1,1,1,1,1,0,0.9447879213
230048,1,2,1,1935,1,,4,2,,,,,,1,,15,1,19,,,,,3,1,3,1,77,5,6,3,19,5,1,1,1,1,1,0,1.0688915812
237003,1,1,1,1948,1,,1,5,42,60,2,1969,2,1,,15,5,15,,,,2,19,3,19,3,64,4,6,3,15,5,0,1,3,3,5,1,0.6874636369
237003,2,2,2,1944,1,,1,7,104,110,2,1967,,2,,15,3,16,,,9,3,19,3,19,3,68,5,6,3,16,5,1,1,3,3,5,1,0.6874636369
237003,3,2,6,1978,1,,2,8,110,110,2,2003,,3,,2,,18,,,9,3,19,3,19,3,34,1,2,1,18,4,0,1,3,3,5,1,0.6874636369
238055,1,1,1,1946,1,,1,2,,,,,,1,,15,1,3,,,,,5,1,3,2,66,5,6,3,3,5,1,1,2,1,1,1,0.4609834052
238055,2,2,2,1946,1,,1,2,,,,,,2,,15,1,3,,,,,8,1,3,2,66,5,6,3,3,5,0,1,2,1,1,1,0.4609834052
243067,1,2,1,1962,1,,1,5,44,60,2,1981,2,1,,13,,,,,,2,8,1,8,3,50,3,7,3,,5,0,1,3,1,2,1,0.3545135287
243067,2,1,2,1962,1,,1,3,,,,,,2,,8,,7,,,,,8,1,8,3,50,3,5,2,7,4,1,1,3,1,2,1,0.3545135287
243067,3,2,6,1994,1,,2,4,,,,,,3,,17,,,,,,,8,1,8,3,18,1,7,3,,5,0,1,3,1,2,1,0.3545135287
244013,1,2,1,1946,1,,1,3,,,,,,1,,15,1,16,,,,,20,3,20,2,66,5,6,3,16,5,0,1,2,3,5,0,0.5893134904
244013,2,1,2,1946,1,,1,2,,,,,,2,,15,1,6,,,,,20,3,20,2,66,5,6,3,6,5,1,1,2,3,5,0,0.5893134904
244058,1,2,1,1964,1,,1,5,40,60,2,1983,1,1,,13,,,,,,3,20,3,20,3,48,3,7,3,,5,0,0,1,3,5,0,0.6705598331
244058,2,1,2,1964,1,,1,2,,,,,,2,,1,,6,,,,,20,3,20,3,48,3,1,1,6,4,1,1,1,3,5,0,0.6705598331
244058,3,2,6,1998,1,,2,3,,,,,,3,,17,,,,,,,20,3,20,3,14,1,7,3,,5,0,0,1,3,5,0,0.6705598331
250005,1,2,1,1949,1,,1,5,37,60,2,1987,2,1,,13,,,,,,2,19,3,19,2,63,4,7,3,,5,0,0,1,3,5,2,0.2556586747
250005,2,1,2,1944,1,,1,5,8,10,2,1965,2,2,,15,6,11,,,,2,15,3,19,2,68,5,6,3,11,5,1,1,1,3,5,2,0.2556586747
250010,1,2,1,1946,1,,4,2,,,,,,1,,13,,,,,,,19,3,19,2,66,5,7,3,,5,1,1,1,3,5,2,0.3755760091
250010,2,1,7,1980,1,1989,2,3,,,,,,2,,11,,,,,,,,,19,2,32,1,7,3,,5,0,0,1,3,5,2,0.3755760091
250039,1,2,1,1951,1,,4,2,,,,,,1,,16,,,,,,,19,3,19,1,61,4,6,3,,5,1,1,1,3,5,2,0.3235331621
250056,1,1,1,1938,1,,2,3,,,,,,1,,15,9,7,,,,,19,3,19,1,74,5,6,3,7,5,1,1,1,3,5,2,0.3787555629
256015,1,2,1,1972,1,,1,3,,,,,,1,,13,,,,,,,19,3,19,6,40,2,7,3,,5,0,0,1,3,5,2,0.9385849477
256015,2,1,2,1965,1,,1,5,39,60,2,1984,2,2,,1,,6,,,,1,19,3,19,6,47,3,1,1,6,4,1,1,1,3,5,2,0.9385849477
256015,3,2,6,1994,1,,2,3,,,,,,3,,17,,,,,,,19,3,19,6,18,1,7,3,,5,0,0,1,3,5,2,0.9385849477
256015,4,1,6,1996,1,,2,3,,,,,,4,,17,,,,,,,19,3,19,6,16,1,7,3,,5,0,0,1,3,5,2,0.9385849477
256015,5,2,6,1997,1,,2,3,,,,,,5,,17,,,,,,,19,3,19,6,15,1,7,3,,5,0,0,1,3,5,2,0.9385849477
256015,6,2,6,2008,1,,2,1,,,,,,6,,18,,,,,,,19,3,19,6,4,1,7,3,,5,0,0,1,3,5,2,0.9385849477
279054,1,1,1,1935,1,,1,3,,,,,,1,,15,1,8,,,,,15,3,15,2,77,5,6,3,8,5,1,1,2,3,4,2,0.1371565684
279054,2,2,2,1939,1,,1,3,,,,,,2,,15,8,7,,,,,15,3,15,2,73,5,6,3,7,5,0,1,2,3,4,2,0.1371565684
282083,1,2,1,1940,1,,3,3,,,,,,1,,2,,19,,,,,20,3,20,1,72,5,2,1,19,4,1,1,1,3,5,2,0.3683328707
282089,1,2,1,1954,1,,1,2,,,,,,1,,13,,,,,,,20,3,20,4,58,4,7,3,,5,0,0,3,3,5,2,0.1843789925
282089,2,1,2,1950,1,,1,2,,,,,,2,,15,1,7,,,,,20,3,20,4,62,4,6,3,7,5,0,1,3,3,5,2,0.1843789925
282089,3,2,6,1981,1,,2,5,45,60,2,2001,1,3,,1,,19,,,,4,20,3,20,4,31,1,1,1,19,4,1,1,3,3,5,2,0.1843789925
282089,4,1,6,1985,1,,2,5,50,60,2,2005,2,4,,1,,8,,,,1,20,3,20,4,27,1,1,1,8,4,0,1,3,3,5,2,0.1843789925
284086,1,1,1,1976,1,,2,3,,,,,,3,,12,1,7,,,,,20,3,20,3,36,2,7,3,7,5,0,0,2,3,5,1,0.1700942154
284086,2,2,4,1943,1,,1,5,60,60,2,1964,2,1,,15,2,14,,,,4,20,3,20,3,69,5,6,3,14,5,1,1,2,3,5,1,0.1700942154
284086,3,1,4,1934,1,,1,3,,,,,,2,,15,8,1,,,,,20,3,20,3,78,5,6,3,1,5,0,1,2,3,5,1,0.1700942154
294039,1,2,1,1946,1,,1,2,,,,,,1,,15,1,7,,,,,6,1,6,2,66,5,6,3,7,5,0,1,2,1,2,0,1.0875609821
294039,2,1,2,1940,1,,1,2,,,,,,2,,15,8,6,,,,,6,1,6,2,72,5,6,3,6,5,1,1,2,1,2,0,1.0875609821
310002,1,2,1,1946,1,,1,2,,,,,,1,,13,,,,,,,20,3,20,2,66,5,7,3,,5,0,0,1,3,5,1,0.1605731543
310002,2,1,2,1938,1,,1,2,,,,,,2,,16,,,,,,,20,3,20,2,74,5,6,3,,5,1,1,1,3,5,1,0.1605731543
310005,1,1,1,1942,1,,1,5,9,10,2,1961,2,1,,15,2,3,,,,2,9,2,20,2,70,5,6,3,3,5,1,1,1,3,5,1,0.1620614093
310005,2,2,2,1947,1,,1,3,,,,,,2,,13,,,,,,,20,3,20,2,65,5,7,3,,5,0,0,1,3,5,1,0.1620614093
310051,1,2,1,1948,1,,1,3,,,,,,2,,13,,,,,,,20,3,20,3,64,4,7,3,,5,0,1,2,3,5,1,0.1811298955
310051,2,1,2,1938,1,,1,3,,,,,,1,,15,2,4,,,,,20,3,20,3,74,5,6,3,4,5,1,1,2,3,5,1,0.1811298955
310051,3,1,6,1987,1,,2,5,70,100,2,2007,1,3,,17,,,,,,3,20,3,20,3,25,1,7,3,,5,0,0,2,3,5,1,0.1811298955
310066,1,2,1,1947,1,,4,3,,,,,,1,,16,,,,,,,20,3,20,1,65,5,6,3,,5,1,1,1,3,5,1,0.1723296029
321009,1,1,1,1933,1,,1,2,,,,,,1,,15,1,8,,,,,8,1,8,2,79,5,6,3,8,5,1,1,2,1,2,2,0.4327377833
321009,2,2,2,1936,1,,1,2,,,,,,2,,15,1,7,,,,,8,1,8,2,76,5,6,3,7,5,0,1,2,1,2,2,0.4327377833
330057,1,2,1,1931,1,,4,2,,,,,,1,,15,1,1,,,,,1,1,1,1,81,5,6,3,1,5,1,1,1,1,1,0,1.7102902859
332080,1,1,1,1946,1,,1,3,,,,,,1,,1,,6,,,,,11,2,11,4,66,5,1,1,6,4,1,1,3,2,3,0,0.4567827829
332080,2,2,2,1955,1,,1,3,,,,,,2,,13,,,,,,,11,2,11,4,57,4,7,3,,5,0,0,3,2,3,0,0.4567827829
332080,3,2,4,1921,1,,4,1,,,,,,3,,16,,,,,,,11,2,11,4,91,5,6,3,,5,0,1,3,2,3,0,0.4567827829
332080,4,1,6,1979,1,,2,3,,,,,,4,,1,,3,,,,,11,2,11,4,33,1,1,1,3,2,0,1,3,2,3,0,0.4567827829
333081,1,1,1,1935,1,,1,7,100,110,2,1961,,1,,15,5,6,,,4,3,12,2,5,2,77,5,6,3,6,5,1,1,1,1,2,2,0.1610024206
333081,2,2,2,1934,1,,1,5,50,60,2,1953,2,2,,13,,,,,,5,16,3,5,2,78,5,7,3,,5,0,0,1,1,2,2,0.1610024206
350035,1,1,1,1928,1,,1,5,70,100,2,1950,2,1,,15,2,3,,,,2,3,1,3,2,84,5,6,3,3,5,1,1,1,1,1,2,0.2642266625
350035,2,2,2,1930,1,,1,4,,,,,,2,,13,,,,,,,3,1,3,2,82,5,7,3,,5,0,0,1,1,1,2,0.2642266625
350068,1,2,1,1965,1,,3,5,47,60,2,1984,2,1,,2,,17,,,,2,3,1,3,2,47,3,2,1,17,3,1,1,1,1,1,2,0.7199913949
350068,2,1,7,1993,1,,2,5,79,100,2,2012,1,2,,17,,,,,,3,3,1,3,2,19,1,7,3,,5,0,0,1,1,1,2,0.7199913949
355063,1,2,1,1943,1,,4,4,,,,,,1,,16,,,,,,,3,1,3,2,69,5,6,3,,5,0,1,2,1,1,1,0.4855660714
355063,2,1,7,1963,1,,2,5,56,60,2,1983,2,2,,2,,5,,,,2,3,1,3,2,49,3,2,1,5,2,1,1,2,1,1,1,0.4855660714
365034,1,1,1,1947,1,,1,3,,,,,,1,,15,1,3,,,,,15,3,15,2,65,5,6,3,3,5,1,1,1,3,4,2,0.123003153
365034,2,2,2,1950,1,,1,3,,,,,,2,,13,,,,,,,15,3,15,2,62,4,7,3,,5,0,0,1,3,4,2,0.123003153
387029,1,1,1,1945,1,,1,5,7,10,2,1964,2,1,,15,2,11,,,,1,5,1,5,2,67,5,6,3,11,5,1,1,1,1,2,1,0.1807528192
387029,2,2,2,1948,1,,1,4,,,,,,2,,13,,,,,,,5,1,5,2,64,4,7,3,,5,0,0,1,1,2,1,0.1807528192
389045,1,2,1,1958,1,,1,3,,,,,,1,,13,,,,,,,12,2,12,2,54,3,7,3,,5,0,0,1,2,3,2,0.2244487687
389045,2,1,2,1952,1,,1,2,,,,,,2,,1,,9,,,,,12,2,12,2,60,4,1,1,9,4,1,1,1,2,3,2,0.2244487687
389084,1,2,1,1955,1,,1,2,,,,,,1,,1,,20,,,,,12,2,12,2,57,4,1,1,20,4,0,1,2,2,3,2,0.2276068524
389084,2,1,2,1956,1,,1,3,,,,,,2,,1,,8,,,,,12,2,12,2,56,4,1,1,8,4,1,1,2,2,3,2,0.2276068524
500001,1,1,1,1944,1,,1,3,,,,,,1,,15,1,3,,,,,1,1,1,2,68,5,6,3,3,5,1,1,1,1,1,0,1.4335590214
500001,2,2,2,1947,1,,1,3,,,,,,2,,13,,,,,,,1,1,1,2,65,5,7,3,,5,0,0,1,1,1,0,1.4335590214
500004,1,2,1,1940,1,,3,1,,,,,,1,,16,,,,,,,20,3,1,4,72,5,6,3,,5,0,1,4,1,1,0,1.5950267928
500004,2,1,7,1967,1,,2,3,,,,,,2,,16,,,,,,,20,3,1,4,45,3,6,3,,5,1,1,4,1,1,0,1.5950267928
500004,3,1,7,1967,1,,2,3,,,,,,3,,16,,,,,,,20,3,1,4,45,3,6,3,,5,0,1,4,1,1,0,1.5950267928
500004,4,2,7,1968,1,,2,2,,,,,,4,,16,,,,,,,20,3,1,4,44,2,6,3,,5,0,1,4,1,1,0,1.5950267928
500026,1,1,1,1956,1,1960,1,5,47,60,2,1975,2,1,,12,7,8,,,,2,,,1,2,56,4,7,3,8,5,0,0,1,1,1,1,0.2799799493
500026,2,2,2,1959,1,,1,3,,,,,,2,,1,,3,,,,,1,1,1,2,53,3,1,1,3,2,1,1,1,1,1,1,0.2799799493
500090,1,1,1,1932,1,,1,2,,,,,,1,,15,8,3,,,,,5,1,1,2,80,5,6,3,3,5,1,1,1,1,1,1,0.203270811
500090,2,2,2,1939,1,,1,2,,,,,,2,,13,,,,,,,12,2,1,2,73,5,7,3,,5,0,0,1,1,1,1,0.203270811
500160,1,1,1,1935,1,1945,1,2,,,,,,1,,15,1,3,,,,,,,1,3,77,5,6,3,3,5,1,1,3,1,1,2,0.1465933265
500160,2,2,2,1944,1,1945,1,2,,,,,,2,,16,,,,,,,,,1,3,68,5,6,3,,5,0,1,3,1,1,2,0.1465933265
500160,3,1,6,1973,1,,2,4,,,,,,3,,1,,3,,,,,1,1,1,3,39,2,1,1,3,2,0,1,3,1,1,2,0.1465933265
500176,1,1,1,1947,1,,1,2,,,,,,1,,15,1,3,,,,,15,3,1,3,65,5,6,3,3,5,1,1,2,1,1,2,0.1576405207
500176,2,2,2,1948,1,,1,2,,,,,,2,,13,,,,,,,15,3,1,3,64,4,7,3,,5,0,0,2,1,1,2,0.1576405207
500176,3,1,6,1990,1,,2,4,,,,,,3,,1,,7,,,,,1,1,1,3,22,1,1,1,7,4,0,1,2,1,1,2,0.1576405207
500180,1,1,1,1964,1,,2,4,,,,,,2,,2,,7,,,,,12,2,1,2,48,3,2,1,7,4,0,1,2,1,1,2,0.238765007
500180,2,2,4,1925,1,,4,2,,,,,,1,,16,,,,,,,12,2,1,2,87,5,6,3,,5,1,1,2,1,1,2,0.238765007
500388,1,1,1,1952,1,,3,5,45,60,2,1971,2,1,,7,,7,,,,2,1,1,1,1,60,4,4,2,7,4,1,1,1,1,1,3,0.8832610356
500573,1,1,1,1956,1,,1,3,,,,,,1,,12,2,15,,,,,8,1,1,3,56,4,7,3,15,5,0,0,1,1,1,2,0.2542236254
500573,2,2,2,1951,1,,1,5,38,60,2,1972,2,2,,15,2,15,,,,2,1,1,1,3,61,4,6,3,15,5,1,1,1,1,1,2,0.2542236254
500573,3,1,6,1988,1,,2,5,80,100,2,2008,1,3,,17,,,,,,2,3,1,1,3,24,1,7,3,,5,0,0,1,1,1,2,0.2542236254
500575,1,2,1,1951,1,,1,2,,,,,,1,,15,1,3,,,,,1,1,1,2,61,4,6,3,3,5,0,1,2,1,1,2,0.182322698
