NQUEST,Y,CN,CD1,CD2,CD,C,S
677620,12800,12000,0,500,500,12500,300
677627,13461.338197,19800,0,0,0,19800,-6338.661803
677634,25011.868067,12900,0,0,0,12900,12111.868067
677654,20486.795869,16800,0,0,0,16800,3686.7958686
677655,44846.88087,43200,0,0,0,43200,1646.8808695
677709,36262.050414,26200,0,0,0,26200,10062.050414
677763,31050.929665,22200,0,1000,1000,23200,7850.9296645
677766,24910.339144,23400,9500,0,9500,32900,-7989.660856
677772,20000,16200,-2500,0,-2500,13700,6300
677775,17000,14400,0,0,0,14400,2600
677825,16898.045887,14760,0,0,0,14760,2138.0458872
677881,29816.457035,21420,0,0,0,21420,8396.4570352
677896,47755.243787,24000,0,700,700,24700,23055.243787
677897,21600,21600,0,0,0,21600,0
677946,83596.146986,64964,0,900,900,65864,17732.146986
677964,22554.993786,18000,0,0,0,18000,4554.9937865
677988,38235.6042,28740,0,0,0,28740,9495.6041996
678052,10738.680665,9360,0,300,300,9660,1078.6806654
678091,31920.13581,30420,0,0,0,30420,1500.1358097
678104,13990,14280,0,0,0,14280,-290
678109,31299.670166,27740,0,0,0,27740,3559.6701663
678132,12372.79383,15100,0,350,350,15450,-3077.20617
678138,23013.593675,26412,0,600,600,27012,-3998.406325
678142,16000,18000,0,0,0,18000,-2000
678160,58389.889065,50260,0,0,0,50260,8129.8890646
678190,33586.270472,10600,0,0,0,10600,22986.270472
678214,38399.148093,28800,0,0,0,28800,9599.1480933
678255,39470.872144,36000,2500,0,2500,38500,970.8721444
678259,47177.142432,36000,0,0,0,36000,11177.142432
678284,21181.868067,15600,0,0,0,15600,5581.8680665
678299,19273.045887,15960,0,1800,1800,17760,1513.0458872
678304,40477.188132,32532,0,400,400,32932,7545.1881321
678347,25125.208399,25320,0,0,0,25320,-194.7916008
678388,38214.976516,25200,0,0,0,25200,13014.976516
678390,41206.257245,10140,0,0,0,10140,31066.257245
680060,41500,30000,0,0,0,30000,11500
680083,36014.24168,28920,0,0,0,28920,7094.2416798
680097,13875.672796,6480,0,0,0,6480,7395.6727964
680143,42259.340333,16200,0,0,0,16200,26059.340333
680144,33832.652748,16200,0,600,600,16800,17032.652748
680146,10400,12060,0,0,0,12060,-1660
680239,24607.16581,17128,0,0,0,17128,7479.1658099
680243,39307.627795,35640,0,0,0,35640,3667.6277949
680244,47758.662149,39600,0,0,0,39600,8158.6621489
680257,38518.680665,32960,0,0,0,32960,5558.6806654
680263,3240,1800,0,0,0,1800,1440
680272,63146.548771,42000,0,0,0,42000,21146.548771
680274,78237.818327,49320,0,0,0,49320,28917.818327
680282,21361.097464,16200,0,0,0,16200,5161.0974638
680285,12092.796944,11400,0,0,0,11400,692.79694409
680311,20447.472266,29256,0,0,0,29256,-8808.527734
680341,83851.073311,50260,0,600,600,50860,32991.073311
680391,45813.067059,32300,0,850,850,33150,12663.067059
680407,67760.154716,67420,0,500,500,67920,-159.8452839
680430,20600,17280,0,0,0,17280,3320
680437,33783.477994,24016,0,0,0,24016,9767.4779944
680498,62758.680665,43140,0,3000,3000,46140,16618.680665
680500,23149.340333,16800,0,1000,1000,17800,5349.3403327
680501,29240.020642,25620,0,0,0,25620,3620.0206423
680537,36823.517863,21900,0,0,0,21900,14923.517863
680587,36262.416798,22920,0,0,0,22920,13342.416798
680595,49384.00911,39500,3500,500,4000,43500,5884.0091095
680601,61952.280568,39073.184748,0,5000,5000,44073.184748,17879.09582
680607,40368.020998,32800,800,900,1700,34500,5868.020998
680612,28741.116664,24300,0,0,0,24300,4441.1166636
680637,25500,24000,0,0,0,24000,1500
680651,21020.591245,20400,0,500,500,20900,120.59124477
680686,66639.010499,37200,0,1600,1600,38800,27839.010499
680717,22786.590728,13800,0,2000,2000,15800,6986.590728
680732,76400.878566,44520,0,1200,1200,45720,30680.878566
680742,54380.071316,42240,0,0,0,42240,12140.071316
680746,32133.243975,28900,0,0,0,28900,3233.243975
680771,19802.373613,24180,0,0,0,24180,-4377.626387
680774,31179.281004,23520,0,3000,3000,26520,4659.2810044
680837,13047.472266,10800,0,0,0,10800,2247.4722661
680840,6000,12840,0,0,0,12840,-6840
680861,47608.324385,37923.379853,0,0,0,37923.379853,9684.9445323
680868,56016.152932,42100,0,0,0,42100,13916.152932
680870,61211.868067,43200,0,0,0,43200,18011.868067
680878,6240,8040,0,0,0,8040,-1800
680889,23064.786255,18240,0,0,0,18240,4824.786255
680891,25500,11100,0,0,0,11100,14400
680892,15441.063824,13200,0,0,0,13200,2241.0638243
680896,24519.075983,22108,0,0,0,22108,2411.0759827
680911,11616.80267,17160,0,0,0,17160,-5543.19733
680912,39913.009636,26400,0,0,0,26400,13513.009636
680914,35614.622451,26920,15000,10000,25000,51920,-16305.37755
680938,7759.3403327,16500,0,200,200,16700,-8940.659667
680943,24453.976624,22788,0,2500,2500,25288,-834.0233761
680971,70384.772298,57800,0,0,0,57800,12584.772298
680981,35192.103192,22800,0,0,0,22800,12392.103192
680982,16853.406299,17880,0,0,0,17880,-1026.593701
680997,32038.179559,23800,0,0,0,23800,8238.1795587
681096,14223.736133,8880,0,0,0,8880,5343.7361331
681097,15443.827532,11128,0,0,0,11128,4315.8275323
681099,19475,7200,0,0,0,7200,12275
681133,12000,12636,0,0,0,12636,-636
681158,43017.825836,26260,0,0,0,26260,16757.825836
681175,23720.296621,19560,0,0,0,19560,4160.2966214
681180,14168.391713,12108,0,0,0,12108,2060.391713
681192,20410,17520,0,0,0,17520,2890
681244,20159.340333,20196,0,1000,1000,21196,-1036.659667
681263,13278.703345,13920,0,0,0,13920,-641.2966554
681268,37304.137889,36000,0,0,0,36000,1304.1378893
681329,58151.381242,30180,0,1200,1200,31380,26771.381242
681349,24007.774228,27480,0,0,0,27480,-3472.225772
681371,64633.905327,32700,0,3200,3200,35900,28733.905327
681380,19761.562523,18360,0,1100,1100,19460,301.56252263
681387,18389.137043,18240,0,0,0,18240,149.13704264
681394,38870.586102,19800,15000,0,15000,34800,4070.5861021
681403,7600,9180,0,0,0,9180,-1580
681430,21576.210666,17400,0,0,0,17400,4176.2106664
681431,21206.270167,20400,0,4000,4000,24400,-3193.729833
681433,37513.870651,30400,0,0,0,30400,7113.8706506
681435,29958.712886,27660,0,0,0,27660,2298.7128865
681436,19607.262464,23160,0,0,0,23160,-3552.737536
681438,30010.64001,32280,0,550,550,32830,-2819.35999
681441,57828.863855,34100,0,0,0,34100,23728.863855
681477,24016.533199,16800,0,0,0,16800,7216.5331986
681499,23422.736133,22980,0,0,0,22980,442.73613307
681520,14300,21600,19000,0,19000,40600,-26300
681528,21081.968009,11450,0,0,0,11450,9631.9680094
681613,14422.151351,13200,0,0,0,13200,1222.1513513
681640,13000,15600,0,0,0,15600,-2600
681658,19682.705325,18300,0,0,0,18300,1382.7053246
681668,22545.855296,18000,0,0,0,18000,4545.8552959
681673,24569.30391,20100,0,700,700,20800,3769.3039098
681711,35095.448897,27600,0,900,900,28500,6595.4488968
681713,96183.618696,83680,0,0,0,83680,12503.618696
681781,15453.406299,18000,0,0,0,18000,-2546.593701
681790,24717.8021,25640,0,200,200,25840,-1122.1979
681804,22398.520079,18300,0,0,0,18300,4098.5200788
681822,24027.789429,19680,0,0,0,19680,4347.7894295
681844,43717.192781,40920,0,0,0,40920,2797.1927807
681845,44000.377313,46460,0,2000,2000,48460,-4459.622687
681863,6017.8020998,13320,0,0,0,13320,-7302.1979
681867,18663.131112,19800,0,0,0,19800,-1136.868888
681875,19699.185392,15600,0,0,0,15600,4099.1853919
681887,27237.084678,20500,0,0,0,20500,6737.0846777
681897,38222.768592,27600,0,0,0,27600,10622.768592
681929,13380.749584,12000,0,0,0,12000,1380.7495835
681932,28035.6042,24140,0,1700,1700,25840,2195.6041996
681933,14871.208399,15636,0,0,0,15636,-764.7916008
681975,16824.112772,25100,0,0,0,25100,-8275.887228
682000,41337.361331,24000,0,0,0,24000,17337.361331
682006,59639.495871,39000,0,0,0,39000,20639.495871
682020,8900.270194,10440,0,0,0,10440,-1539.729806
682022,12083.601004,12000,0,0,0,12000,83.601003923
682117,10087.835129,7800,0,0,0,7800,2287.8351286
682118,12393.076466,11484,0,0,0,11484,909.07646575
682121,32966.152932,28196,-1000,200,-800,27396,5570.1529315
682125,13059.340333,14280,0,0,0,14280,-1220.659667
682165,43993.303998,29100,0,0,0,29100,14893.303998
682169,30295.889103,25200,0,0,0,25200,5095.8891034
682170,54900.913993,42800,7000,1500,8500,51300,3600.9139926
682192,36863.360131,30000,0,0,0,30000,6863.3601313
682201,27921.457051,24000,0,0,0,24000,3921.4570508
682204,28875.495033,36360,0,0,0,36360,-7484.504967
682210,26398.292876,24540,0,500,500,25040,1358.2928763
682240,33460.421258,13200,0,0,0,13200,20260.421258
682259,31450,20590,0,0,0,20590,10860
682263,67016.658702,60600,0,700,700,61300,5716.658702
682272,18000,15600,0,0,0,15600,2400
682275,25500,18000,0,0,0,18000,7500
682281,24314.740365,15000,0,0,0,15000,9314.7403651
682282,22177.793389,14400,0,0,0,14400,7777.7933891
682285,21298.678003,16200,0,0,0,16200,5098.6780033
682297,36454.593106,30604,0,0,0,30604,5850.5931061
682298,32011.868067,30848,0,0,0,30848,1163.8680665
682359,26667.541235,22124,0,800,800,22924,3743.5412347
682360,17950,13380,0,0,0,13380,4570
682363,29400,20800,0,600,600,21400,8000
682398,22708.307647,21600,0,0,0,21600,1108.3076466
682408,20205.728333,20040,0,0,0,20040,165.72833325
682413,24691.635153,22200,0,500,500,22700,1991.6351533
682457,15718.360374,15480,0,0,0,15480,238.36037354
682491,87012.894773,77020,0,0,0,77020,9992.8947734
682496,33418.371869,17460,0,0,0,17460,15958.371869
682503,36767.755942,35168,0,0,0,35168,1599.7559421
682507,29017.8021,24000,0,0,0,24000,5017.8020998
682525,14137.361331,12000,0,0,0,12000,2137.3613307
682532,50791.868067,30660,4000,0,4000,34660,16131.868067
682593,21510.548732,22760,0,0,0,22760,-1249.451268
682608,19000,16800,0,2500,2500,19300,-300
682609,22157.022964,16668,0,0,0,16668,5489.0229636
682625,9940,9240,0,0,0,9240,700
682633,9562.4167984,8400,0,0,0,8400,1162.4167984
682704,31966.56627,32880,0,1000,1000,33880,-1913.43373
682715,63664.249938,26400,0,0,0,26400,37264.249938
682732,4450,8640,0,0,0,8640,-4190
682737,104077.92655,57648.584684,0,2000,2000,59648.584684,44429.341866
682743,21685.735079,11940,0,0,0,11940,9745.7350789
682776,15319.8021,11440,0,0,0,11440,3879.8020998
682782,29579.696427,14830,0,0,0,14830,14749.696427
682783,17332.38622,11400,0,0,0,11400,5932.3862199
682791,93014.131372,48000,0,2000,2000,50000,43014.131372
682794,13551.757131,10800,0,700,700,11500,2051.7571311
682812,25200.060145,22000,0,0,0,22000,3200.060145
682829,30836.308936,25800,0,400,400,26200,4636.308936
682884,50119.625817,24000,0,0,0,24000,26119.625817
682897,37447.472266,18000,0,0,0,18000,19447.472266
682900,39993.015309,22200,0,0,0,22200,17793.015309
682906,35051.041996,27620,0,500,500,28120,6931.0419961
682918,30083.076466,20400,0,0,0,20400,9683.0764658
682969,21595.756162,28320,4000,0,4000,32320,-10724.24384
682972,21687.337141,23120,0,200,200,23320,-1632.662859
682982,29391.943058,25660,9500,0,9500,35160,-5768.056942
682995,18410,17400,0,0,0,17400,1010
683031,25813.625198,27060,0,400,400,27460,-1646.374802
683033,42988.968044,36000,0,1000,1000,37000,5988.9680443
683034,46615.382329,31540,0,1000,1000,32540,14075.382329
683042,26579.342892,22800,0,0,0,22800,3779.3428921
683043,23406.763973,18600,0,0,0,18600,4806.7639731
683044,37650,32400,0,0,0,32400,5250
683052,32033.211318,26400,0,1000,1000,27400,4633.2113183
683075,33790.21329,14460,0,1300,1300,15760,18030.21329
683081,10800,9720,0,0,0,9720,1080
683119,34976.834191,33840,0,0,0,33840,1136.8341914
683120,41759.340333,36000,0,0,0,36000,5759.3403327
683121,36878.020998,27708,0,0,0,27708,9170.020998
683143,24066.562769,25620,0,0,0,25620,-1553.437231
683145,29978.485504,18000,0,0,0,18000,11978.485504
683147,17859.340333,11100,0,0,0,11100,6759.3403327
683159,51467.352162,28800,0,0,0,28800,22667.352162
683164,50986.597968,40900,0,4000,4000,44900,6086.5979677
683171,55049.641073,36000,-2000,2000,0,36000,19049.641073
683177,35372.453192,19200,0,1400,1400,20600,14772.453192
683192,20950,18060,0,0,0,18060,2890
683201,37287.603077,31200,0,400,400,31600,5687.6030769
683217,26904.569379,20100,0,0,0,20100,6804.5693793
683230,8763.819066,7800,0,0,0,7800,963.81906605
683240,17244.547201,17800,0,0,0,17800,-555.4527992
683245,42082.568972,26040,0,500,500,26540,15542.568972
683246,22013.316957,20160,0,300,300,20460,1553.3169566
683247,21796.257883,18000,0,350,350,18350,3446.2578826
683248,21233.076466,19200,0,550,550,19750,1483.0764658
683249,38512.416798,39410,0,1500,1500,40910,-2397.583202
683250,48166.442761,36360,0,3000,3000,39360,8806.4427607
683251,9706.6584783,9120,0,0,0,9120,586.65847828
683257,13698.194451,19440,0,0,0,19440,-5741.805549
683306,26189.889065,21600,0,600,600,22200,3989.8890646
683317,22000,18000,0,500,500,18500,3500
683339,62749.036326,32040,0,0,0,32040,30709.036326
683343,71184.183529,23400,0,0,0,23400,47784.183529
683344,24832.061235,25640,0,0,0,25640,-807.9387652
683345,34889.238997,24480,0,0,0,24480,10409.238997
683349,76425.748161,59600,0,0,0,59600,16825.748161
683352,33910.897432,26400,0,0,0,26400,7510.8974316
683358,41328.971885,29600,0,1100,1100,30700,10628.971885
683373,24863.494689,14400,0,0,0,14400,10463.494689
683377,63244.553033,22520,800,1000,1800,24320,38924.553033
683399,30997.612704,20380,0,300,300,20680,10317.612704
683418,27547.96804,23300,0,0,0,23300,4247.9680402
683431,11441.911252,10200,0,0,0,10200,1241.9112517
683437,44079.272294,25200,0,0,0,25200,18879.272294
683438,70691.078285,49000,0,0,0,49000,21691.078285
683446,29420.037597,19800,0,0,0,19800,9620.0375971
683453,3282.9218869,5520,1500,0,1500,7020,-3737.078113
683469,32540,14400,0,0,0,14400,18140
683472,30693.706276,31200,0,0,0,31200,-506.2937242
683544,73364.203499,38820,0,1000,1000,39820,33544.203499
683569,35917.147511,19200,19000,0,19000,38200,-2282.852489
683611,18016.14159,27240,0,0,0,27240,-9223.85841
683627,20121.36252,15600,0,0,0,15600,4521.3625198
683645,29805.782677,22100,0,0,0,22100,7705.782677
683650,20936.220007,20400,0,0,0,20400,536.22000659
683652,20800,18800,0,0,0,18800,2000
683653,19231.916054,12490,9000,0,9000,21490,-2258.083946
683660,18061.32684,13200,0,0,0,13200,4861.3268399
683661,69044.676074,47780,0,1500,1500,49280,19764.676074
683664,67682.604442,48400,0,2500,2500,50900,16782.604442
683665,23322.985191,21600,0,2000,2000,23600,-277.0148085
683669,26178.020998,15000,0,0,0,15000,11178.020998
683670,13585.721222,10920,0,0,0,10920,2665.7212218
683671,8208.0464945,6060,0,350,350,6410,1798.0464945
683673,21319.387897,18120,0,0,0,18120,3199.3878971
683675,29296,18360,0,0,0,18360,10936
683689,29832.768225,23760,0,300,300,24060,5772.7682247
683694,10961.559825,9600,0,300,300,9900,1061.5598254
683696,37352.390014,22652,9200,0,9200,31852,5500.3900143
683707,23947.472266,17800,0,0,0,17800,6147.4722661
683727,8970,7404,0,0,0,7404,1566
683732,14956.373752,14400,0,100,100,14500,456.3737524
683737,16400,15720,0,500,500,16220,180
683767,22947.108881,25000,0,0,0,25000,-2052.891119
683782,10000,18600,-7000,0,-7000,11600,-1600
683785,37918.923963,38300,0,0,0,38300,-381.0760373
683803,12033.262309,12600,0,0,0,12600,-566.7376907
683812,74525.482929,57500,0,0,0,57500,17025.482929
683816,40116.416857,19200,0,0,0,19200,20916.416857
683829,31119.830293,24000,0,2250,2250,26250,4869.8302935
683861,24556.041996,23400,0,1000,1000,24400,156.04199609
683866,49293.403327,28800,0,700,700,29500,19793.403327
683869,17000,16860,0,0,0,16860,140
683881,6500,7440,0,0,0,7440,-940
683882,46757.611071,33600,0,1500,1500,35100,11657.611071
683896,33888.291872,35480,0,5000,5000,40480,-6591.708128
683897,80677.803223,56160,0,5000,5000,61160,19517.803223
683904,15208.50196,10800,0,400,400,11200,4008.5019601
683910,48656.34043,29960,0,0,0,29960,18696.34043
683970,43089.308178,31680,0,0,0,31680,11409.308178
683974,27109.611906,21600,0,0,0,21600,5509.6119063
683978,28907.254128,21600,0,600,600,22200,6707.2541277
683980,38193.024105,31200,0,700,700,31900,6293.0241053
683991,28696.701663,23400,0,0,0,23400,5296.7016634
683996,17223.736133,13800,0,300,300,14100,3123.7361331
684000,19940,12924,0,0,0,12924,7016
684005,16123.736133,15600,0,0,0,15600,523.73613307
684035,12483.767496,10020,0,0,0,10020,2463.7674963
684037,45537.923664,25800,0,300,300,26100,19437.923664
684063,40492.540542,32400,0,2000,2000,34400,6092.5405417
684064,22100,18000,0,0,0,18000,4100
684130,44253.703901,19900,10000,0,10000,29900,14353.703901
684131,66875.019255,54200,0,0,0,54200,12675.019255
684135,13878.020998,13200,0,0,0,13200,678.02099805
684141,30216.202632,18000,0,0,0,18000,12216.202632
684218,10419.470565,14880,0,0,0,14880,-4460.529435
684222,13134.138392,12000,0,0,0,12000,1134.1383918
684224,18000,27600,0,0,0,27600,-9600
684228,32296.427563,31600,0,1000,1000,32600,-303.5724372
684229,70136.881699,42960,0,300,300,43260,26876.881699
684234,58745.98982,49400,0,200,200,49600,9145.9898199
684240,51594.206917,34872,500,0,500,35372,16222.206917
684242,31984.294465,25800,0,0,0,25800,6184.2944649
684259,22012.161144,27600,0,1300,1300,28900,-6887.838856
684279,41861.346161,28800,8000,0,8000,36800,5061.346161
684280,30618.468287,15600,0,0,0,15600,15018.468287
684290,44911.158908,28800,0,0,0,28800,16111.158908
684293,16309.340333,20650,0,0,0,20650,-4340.659667
684326,61463.475569,39336,0,0,0,39336,22127.475569
684328,25714.179985,24000,0,400,400,24400,1314.1799846
684330,35661.045907,33120,0,500,500,33620,2041.0459067
684333,73942.291717,71800,0,500,500,72300,1642.2917167
684351,46014.027487,50400,0,0,0,50400,-4385.972513
684359,30659.340333,27600,0,0,0,27600,3059.3403327
684407,52164.730501,42300,300,5000,5300,47600,4564.7305014
684423,62033.477042,29160,0,0,0,29160,32873.477042
684434,38897.457367,28400,0,700,700,29100,9797.4573674
684437,18467.182288,14400,0,900,900,15300,3167.1822878
684442,21719.161066,18250,0,0,0,18250,3469.1610658
684448,33020.437796,25200,0,0,0,25200,7820.4377965
684454,33190.996128,31200,0,0,0,31200,1990.9961283
684491,10293.736133,14616,8000,0,8000,22616,-12322.26387
684496,33862.549326,21360,0,20000,20000,41360,-7497.450674
684503,54263.674372,26930,0,1200,1200,28130,26133.674372
684507,42124.204172,38540,0,1000,1000,39540,2584.2041718
684524,16614.24168,17700,0,0,0,17700,-1085.75832
684525,39592.720902,24000,0,2500,2500,26500,13092.720902
684539,13481.125212,13380,0,0,0,13380,101.12521219
684557,41786.548771,49080,0,0,0,49080,-7293.451229
684559,33211.868067,30200,0,0,0,30200,3011.8680665
684564,18850,11820,0,0,0,11820,7030
684574,29246.020998,19356,0,0,0,19356,9890.020998
684592,22170.83471,21660,0,0,0,21660,510.83470999
684594,28044.763416,24520,0,320,320,24840,3204.7634164
684608,28206.934052,14412,0,0,0,14412,13794.934052
684609,37231.538652,22980,8000,0,8000,30980,6251.5386517
684642,42388.073158,17200,0,0,0,17200,25188.073158
684649,57668.711819,41660,0,0,0,41660,16008.711819
684663,7529.6701663,7320,0,0,0,7320,209.67016634
684664,16401.072553,9800,0,0,0,9800,6601.0725526
684665,18981.049963,9760,0,800,800,10560,8421.0499632
684671,15000.091399,16200,0,0,0,16200,-1199.908601
684673,15405.934033,13200,0,0,0,13200,2205.9340333
684675,38377.017699,27000,0,0,0,27000,11377.017699
684684,43424.022638,31800,0,0,0,31800,11624.022638
684722,38272.96553,22800,0,0,0,22800,15472.96553
684727,27157.012421,29400,0,0,0,29400,-2242.987579
684740,18075.019945,22692,0,0,0,22692,-4616.980055
684752,15059.340333,14160,0,200,200,14360,699.34033268
684784,19000,18000,0,0,0,18000,1000
684793,22864.020418,24000,0,2000,2000,26000,-3135.979582
684797,38375.852874,28164,0,0,0,28164,10211.852874
684819,6068.8574766,17280,0,0,0,17280,-11211.14252
684839,13421.208399,11880,0,0,0,11880,1541.2083992
684856,55812.746632,25200,6000,1000,7000,32200,23612.746632
684882,14366.812599,12600,0,0,0,12600,1766.8125988
684885,46657.084066,27000,0,1300,1300,28300,18357.084066
684886,6435.6041996,11400,0,500,500,11900,-5464.3958
684895,19200,18000,0,0,0,18000,1200
684927,12446.48973,10920,0,0,0,10920,1526.4897299
684928,15334.530572,19800,0,0,0,19800,-4465.469428
684937,18034.332301,17040,0,0,0,17040,994.33230148
684973,70203.867111,36420,0,0,0,36420,33783.867111
684992,9840.5396871,7800,0,200,200,8000,1840.5396871
685002,35431.323814,34200,0,230,230,34430,1001.3238145
685016,19606.595395,27480,0,0,0,27480,-7873.404605
685024,22235.964159,18600,0,0,0,18600,3635.9641592
685052,9000,9624,0,0,0,9624,-624
685056,13180,12600,0,0,0,12600,580
685058,14491.305098,15120,0,0,0,15120,-628.6949023
685068,52822.296888,42300,12000,0,12000,54300,-1477.703112
685085,16850,6000,0,0,0,6000,10850
685096,22567.573935,15828,0,500,500,16328,6239.5739353
685097,38621.015676,25800,0,1500,1500,27300,11321.015676
685100,30665.452111,21720,0,0,0,21720,8945.4521112
685103,54281.422546,22200,0,0,0,22200,32081.422546
685124,81579.307494,27600,0,800,800,28400,53179.307494
685129,22153.999239,24400,-2500,0,-2500,21900,253.9992388
685130,27954.682838,20400,0,0,0,20400,7554.682838
685132,23454.933923,19200,0,0,0,19200,4254.9339227
685146,19218.680665,18000,0,500,500,18500,718.68066536
685148,23181.611019,16800,0,0,0,16800,6381.6110193
685149,27192.62226,30060,4500,0,4500,34560,-7367.37774
685150,24382.735259,15600,0,0,0,15600,8782.7352594
685153,12480,13656,0,0,0,13656,-1176
685164,75330.548732,54180,10000,0,10000,64180,11150.548732
685192,31843.152493,24000,0,200,200,24200,7643.1524934
685196,48383.758059,31200,0,1500,1500,32700,15683.758059
685258,26498.207011,21850,0,0,0,21850,4648.2070113
685284,14629.428486,14400,0,0,0,14400,229.4284865
685296,39759.797329,35680,0,0,0,35680,4079.797329
685297,23983.076466,20160,0,500,500,20660,3323.0764658
685299,35269.137277,24300,0,150,150,24450,10819.137277
685300,24643.84402,16800,0,0,0,16800,7843.8440196
685301,25125.842437,20400,0,0,0,20400,4725.8424371
685367,20578.020998,19200,0,0,0,19200,1378.020998
685368,33947.361331,22200,0,0,0,22200,11747.361331
685394,6000,14400,0,0,0,14400,-8400
685423,67601.979196,39000,0,0,0,39000,28601.979196
685451,22326.076466,14760,0,0,0,14760,7566.0764658
685454,65008.406797,45600,0,1250,1250,46850,18158.406797
685466,61128.812677,41200,0,0,0,41200,19928.812677
685481,14110,13200,0,0,0,13200,910
685487,25918.680665,22860,0,2000,2000,24860,1058.6806654
685503,14700,16560,0,0,0,16560,-1860
685505,16718.150728,14400,0,0,0,14400,2318.1507277
685517,55912.114286,54038.703738,0,0,0,54038.703738,1873.4105483
685528,22224.326963,18300,0,0,0,18300,3924.3269634
685537,17658.680665,16560,0,0,0,16560,1098.6806654
685543,1600,6480,0,0,0,6480,-4880
685560,10302.208399,12240,0,500,500,12740,-2437.791601
685582,49786.726758,27600,0,0,0,27600,22186.726758
685588,53834.413607,47600,0,400,400,48000,5834.4136073
685589,50110.660437,39400,0,600,600,40000,10110.660437
685591,19017.8021,21000,0,0,0,21000,-1982.1979
685622,21153.11923,22500,0,0,0,22500,-1346.88077
685627,52389.010499,46196,0,1000,1000,47196,5193.010499
685630,22003.56042,17400,0,0,0,17400,4603.56042
685647,24129.670166,24480,0,0,0,24480,-350.3298337
685650,23346.548771,20940,0,0,0,20940,2406.5487708
685664,25750.571485,21560,1000,0,1000,22560,3190.5714852
685681,51011.444061,24000,8000,200,8200,32200,18811.444061
685695,38314.180306,33272,0,0,0,33272,5042.1803064
685727,8900,8400,0,0,0,8400,500
685733,18056.622822,16800,0,500,500,17300,756.62282181
685734,34915.734714,30500,0,1200,1200,31700,3215.734714
685742,11400,11760,0,0,0,11760,-360
685747,15400.358453,14400,0,0,0,14400,1000.3584529
685769,14393.076466,15420,0,0,0,15420,-1026.923534
685780,76607.8683,54000,100,1000,1100,55100,21507.8683
685793,29075.533443,29180,0,900,900,30080,-1004.466557
685805,16638.188187,11220,0,0,0,11220,5418.188187
685812,23616.669222,18000,0,0,0,18000,5616.669222
685836,67811.177821,39640,3000,290,3290,42930,24881.177821
685854,28318.680665,22900,0,0,0,22900,5418.6806654
685874,11321.868067,12720,0,0,0,12720,-1398.131933
685891,25157.010018,28200,0,0,0,28200,-3042.989982
685895,23364.102574,20800,0,1000,1000,21800,1564.1025738
685902,53900,41040,0,0,0,41040,12860
685903,19800,25800,0,0,0,25800,-6000
685905,36237.453774,37300,0,700,700,38000,-1762.546226
685906,24040.331106,17000,0,550,550,17550,6490.3311063
685908,23437.482484,18000,0,0,0,18000,5437.4824839
685930,46546.72623,41360,0,0,0,41360,5186.72623
685931,20059.340333,16212,0,0,0,16212,3847.3403327
685956,82646.619143,41880,0,1200,1200,43080,39566.619143
685965,26007.552098,19200,0,0,0,19200,6807.5520979
685969,14300,13944,0,0,0,13944,356
686006,26444.430637,36300,0,0,0,36300,-9855.569363
686014,4900,26400,4800,2000,6800,33200,-28300
686019,41402.720902,28800,0,0,0,28800,12602.720902
686032,51438.022874,35200,0,450,450,35650,15788.022874
686073,17930,19440,0,0,0,19440,-1510
686091,24408.906191,15000,0,0,0,15000,9408.9061906
686092,28024.518112,13080,0,0,0,13080,14944.518112
686094,29660.861291,30000,0,0,0,30000,-339.1387087
686103,33478.020998,20400,0,700,700,21100,12378.020998
686133,39546.734434,32748,4300,0,4300,37048,2498.7344344
686134,59481.757493,39600,0,700,700,40300,19181.757493
686135,29967.111854,19920,0,0,0,19920,10047.111854
686172,160427.00596,72000,18000,0,18000,90000,70427.005961
686173,54693.194038,40800,0,0,0,40800,13893.194038
686178,19511.083735,19200,0,0,0,19200,311.08373466
686184,12803.56042,13320,0,0,0,13320,-516.43958
686185,22597.203742,19500,0,0,0,19500,3097.2037419
686190,28861.108212,16800,0,0,0,16800,12061.108212
686233,8880,5880,0,0,0,5880,3000
686234,19150.624434,14400,0,0,0,14400,4750.624434
686235,21446.086888,18420,0,0,0,18420,3026.0868877
686253,13500,15600,0,0,0,15600,-2100
686259,20755.212167,17300,0,900,900,18200,2555.2121668
686286,16306.659479,15600,0,0,0,15600,706.6594788
686289,26772.807889,20980,6000,0,6000,26980,-207.1921106
686293,12621.319576,9900,0,0,0,9900,2721.3195759
686304,69292.918454,23800,0,0,0,23800,45492.918454
686314,19688.020998,18400,0,0,0,18400,1288.020998
686325,32275.330869,21420,0,0,0,21420,10855.330869
686374,10735.6042,9600,0,0,0,9600,1135.6041996
686423,25910.840731,15600,0,0,0,15600,10310.840731
686429,15356.041996,18060,0,0,0,18060,-2703.958004
686433,28314.37654,19200,11000,2000,13000,32200,-3885.62346
686494,37729.898664,31200,0,0,0,31200,6529.8986645
686495,14181.36252,15600,0,0,0,15600,-1418.63748
686500,35864.202115,33600,0,0,0,33600,2264.2021154
686501,19931.736153,14400,0,0,0,14400,5531.7361525
686522,11400,11100,0,0,0,11100,300
686528,32535.6042,16992,0,350,350,17342,15193.6042
686538,23550.062694,19260,0,0,0,19260,4290.0626938
686543,50906.968696,51640,0,3000,3000,54640,-3733.031304
686558,40459.544647,48200,0,0,0,48200,-7740.455353
686559,29928.65747,16200,0,0,0,16200,13728.65747
