nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,poss,impacq,tfitto,tipoaff,propriet,tfitimp,supab,ancostr,bagni,riscald,valabit,vac,vacdov1,vacdov2,vacdov3,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristr,tristr,debita1,ndebita1,debita2,ndebita2,debitb,tdebitb,debitc,tdebitc,debitd,tdebitd,debite,tdebite,ratab,ratac,taxc,ratad,taxd,ratae,taxe,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,mutuoe,mutuorif,mutuoric,pro7,pro8,pro9,TDEBITA
24853,1989,1,1,100,1989,1,,,,,,1,76000,,,,550,80,1989,1,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
24885,2001,2,,,,,,,,,,,,100,6,7,,50,1980,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
24924,1985,2,,,,,,,,,,,,344,2,4,,90,1955,1,1,100000,1,0,0,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,,,150000
24984,2003,5,,,,,,,,,,,,,,1,700,160,2000,2,1,400000,2,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
25007,1989,4,,,,,,,,,,,,,,2,400,140,1989,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
25138,1973,5,,,,,,,,,,,,,,3,400,130,1970,2,1,180000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,1,3000,2,,2,,2,,1200,,,,,,,,1,2,2,,2,,1,1,,,,,,
25148,1982,1,1,100,1982,2,,,,,,4,,,,,600,190,1974,2,1,300000,1,1,0,0,2,,1,1,2,,2,,2,,1,3800,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
25238,1978,1,1,100,1978,1,2,,,,,7,15000,,,,350,120,1978,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
25245,1996,1,1,100,1996,1,2,,,,,1,95000,,,,600,120,1981,1,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,1,2,,2,,2,,,2,,0,0,50000
25435,1991,1,1,100,1991,1,2,,,,,1,55000,,,,650,95,1971,2,1,240000,1,1,0,0,2,,1,1,2,,2,,2,,1,1800,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
25625,1872,1,1,100,1978,1,,,,,,4,,,,,2500,260,1872,2,1,1500000,2,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
25723,1988,1,1,100,1988,1,,,,,,1,75000,,,,1000,65,1950,1,1,350000,1,1,0,0,2,,2,,2,,2,,2,,1,50000,2,,1,5000,1,1,2,,2,,2,,2,,2,,,,,,,,,3,,2,2,,2,,2,,,2,,0,0,50000
25930,1973,1,1,100,1973,1,2,,,,,7,4000,,,,800,108,1973,1,1,280000,1,1,0,0,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
25968,1984,1,1,100,1984,1,2,,,,,1,25000,,,,600,90,1982,2,1,100000,1,1,0,0,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
25970,1995,2,,,,,,,,,,,,325,4,4,,70,1500,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
26048,1972,2,,,,,,,,,,,,500,1,4,,88,1970,1,1,300000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
26163,1987,2,,,,,,,,,,,,350,1,4,,108,1900,1,1,200000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,3000,2,,2,,,321,,,,,,,4,2,2,,2,,2,,,2,,,,
26281,1952,1,1,100,1952,1,,,,,,1,500,,,,350,170,1900,1,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
26310,1970,1,1,100,1970,1,2,,,,,7,10000,,,,500,140,1970,2,1,400000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
26349,1978,1,1,100,1978,1,,,,,,2,1500,,,,600,82,1978,1,1,220000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
26499,1950,1,1,100,1950,1,,,,,,4,,,,,200,60,1948,2,2,60000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
26574,1981,2,,,,,,,,,,,,116,6,7,,68,1981,1,1,170000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
26653,1970,1,1,100,1995,1,,,,,,2,44000,,,,700,98,1960,1,1,350000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
26684,1981,1,1,100,1981,1,,,,,,2,2000,,,,400,35,1939,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27109,1955,1,1,100,1955,1,,,,,,3,800,,,,200,90,1950,1,1,70000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27114,1968,1,1,100,1968,1,2,,,,,1,1000,,,,400,90,1960,1,1,90000,2,,,,2,,1,1,2,,2,,2,,1,400,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27116,1963,1,1,100,1964,1,2,,,,,1,2500,,,,300,100,1935,2,1,80000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27123,1983,1,1,100,1992,1,2,,,,,1,41000,,,,350,92,1972,1,1,220000,1,1,0,0,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27155,1987,1,1,100,1984,2,,,,,,2,35000,,,,350,100,1984,2,1,80000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27157,1988,1,1,100,1988,1,,,,,,4,,,,,350,180,1972,2,1,350000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27224,1975,5,,,,,,,,,,,,,,1,500,90,1965,2,1,150000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,,,20000
27238,1980,1,1,100,1980,1,,,,,,4,,,,,500,70,1975,1,1,80000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27505,1978,1,1,100,1978,1,,,,,,3,55000,,,,350,90,1968,1,1,110000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27509,1998,1,1,100,1996,2,,,,,,1,75000,,,,600,90,1935,2,1,300000,2,,,,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27730,1970,1,1,100,1969,1,2,,,,,2,6000,,,,400,84,1968,1,2,120000,1,0,1,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27734,1981,1,1,100,1981,2,,,,,,7,16000,,,,500,54,1979,1,1,110000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,7000
27739,1960,1,1,100,1960,1,,,,,,4,,,,,400,110,1927,1,2,90000,2,,,,1,1,1,1,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27742,1957,1,1,100,2004,1,,,,,,4,,,,,400,100,1955,1,2,180000,2,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27744,1960,1,1,100,1960,2,,,,,,7,15000,,,,600,80,1960,2,1,150000,1,0,0,1,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27881,1965,2,,,,,,,,,,,,210,6,98,,100,1950,1,1,50000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
27912,1955,1,1,100,1980,1,2,,,,,5,20000,,,,600,80,1940,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3200,2,,2,,,1860,2,,,,,,1,2,2,,2,,2,,,2,,0,0,
27923,1962,1,1,100,1990,1,,,,,,4,,,,,500,110,1962,2,1,300000,2,,,,1,1,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,700,2,,,,,700,0,,,,1,2,2,,2,,2,,,2,,0,0,
27930,1999,1,1,100,1994,1,2,,,,,7,62000,,,,350,97,1994,2,1,130000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
27947,1980,1,1,100,1980,1,2,,,,,7,20000,,,,350,120,1980,2,1,220000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28100,2000,1,1,100,2000,1,2,,,,,2,150000,,,,400,200,1999,2,1,190000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,3,,2,2,,2,,2,,,2,,0,0,43000
28221,1964,1,1,100,1964,1,,,,,,1,20000,,,,700,140,1960,2,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28331,1966,1,1,100,1966,1,,,,,,1,17000,,,,500,95,1966,1,1,200000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28346,1970,1,1,100,1969,1,,,,,,1,6000,,,,600,110,1920,2,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28362,1966,1,1,100,1965,1,,,,,,5,500,,,,300,100,1920,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28441,1980,1,1,100,1979,1,2,,,,,1,14000,,,,1000,90,1960,1,1,230000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28766,1999,1,1,100,1999,1,2,,,,,1,95000,,,,600,110,1975,2,1,190000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,0,0,
28802,1981,1,2,25,2001,1,,,,,,4,,,,,600,70,1967,1,1,200000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28859,1974,1,1,100,1974,1,2,,,,,1,50000,,,,400,120,1974,2,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28897,1987,1,1,100,2007,1,,,,,,4,,,,,650,65,1970,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500,2,,,,,29,,,,,4,1,2,,2,,2,,,1,,0,0,
28920,1975,1,1,100,1975,1,,,,,,4,,,,,850,110,1968,1,1,400000,2,,,,1,2,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
28992,1983,1,1,100,1983,1,,,,,,1,25000,,,,700,70,1971,1,1,150000,2,,,,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29006,2007,1,1,100,2007,1,2,,,,,2,185000,,,,700,90,2006,1,1,185000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,12000
29140,1965,1,1,100,1965,1,2,,,,,7,3500,,,,500,100,1965,2,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29280,1950,1,1,100,2002,1,,,,,,4,,,,,1000,560,1930,2,1,500000,1,1,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29286,1929,1,1,100,1959,1,,,,,,4,,,,,300,90,1730,1,2,120000,2,,,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29288,2003,1,1,100,2003,2,,,,,,4,,,,,300,85,1986,1,1,130000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,7000,2,,2,,,3600,,,,,,,4,2,2,,2,,2,,,2,,0,0,
29362,1965,1,1,100,1970,1,,,,,,1,25000,,,,400,60,1960,1,1,140000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29678,1957,1,1,100,1994,2,,,,,,4,,,,,600,180,1955,2,1,180000,2,,,,1,1,2,,2,,2,,2,,1,2250,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29680,1988,1,1,100,1988,1,,,,,,4,,,,,350,100,1970,2,1,190000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29684,1988,1,1,100,1988,2,,,,,,4,,,,,500,180,1975,2,1,200000,1,1,0,0,1,1,1,1,2,,2,,2,,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29687,1994,1,1,100,1994,1,2,,,,,2,70000,,,,400,100,1993,2,1,120000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,1,2,,2,,2,,,2,,0,0,35000
29737,1985,1,1,100,2002,2,,,,,,4,,,,,800,100,1962,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,16800,2,,2,,,4200,,,,,,,1,2,2,,2,,2,,,2,,0,0,
29742,1989,1,1,100,1986,1,2,,,,,1,53000,,,,900,120,1950,1,1,450000,1,0,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,1,30000,2,,2,,,6000,,,,,,1,1,2,2,,2,,1,1,,,,0,0,60000
29774,1955,4,,,,,,,,,,,,,,2,300,60,1955,1,2,60000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
29798,1972,1,1,100,1969,1,2,,,,,7,5000,,,,600,122,1969,2,1,400000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
29805,2004,2,,,,,,,,,,,,530,1,4,,100,1950,1,1,300000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
29823,1993,1,1,100,1993,2,,,,,,6,,,,,800,100,1960,1,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31051,1990,2,,,,,,,,,,,,560,2,4,,80,1960,1,1,190000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,12000,2,,2,,,3000,,,,,,,4,2,2,,2,,1,1,,,,,,
31066,2006,2,,,,,,,,,,,,515,7,4,,75,1965,1,1,160000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31092,2000,4,,,,,,,,,,,,,,98,550,100,1965,2,1,180000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,23000,2,,2,,,5400,7.8,,,,,,2,2,2,,2,,2,,,2,,,,
31093,1985,1,1,100,1985,1,,,,,,1,36000,,,,600,90,1970,1,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31120,1986,1,1,100,1986,1,2,,,,,2,42000,,,,700,140,1955,2,1,260000,1,1,0,0,2,,2,,2,,2,,2,,1,5500,2,,2,,2,,2,,2,,2,,1,5900,2,,,,,2500,,,,,2,2,2,,2,,2,,,1,,0,0,
31122,1986,1,1,100,1986,1,2,,,,,1,14000,,,,500,70,1950,1,1,120000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31137,1991,5,,,,,,,,,,,,,,1,800,200,1950,2,1,500000,1,0,0,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,,280,,,,,,,1,2,2,,2,,2,,,2,,,,
31145,1975,2,,,,,,,,,,,,60,5,5,,60,1975,1,1,180000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31161,1983,4,,,,,,,,,,,,,,1,700,110,1965,1,2,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,5000,2,,,2,,,,
31163,1981,1,1,100,1981,1,2,,,,,1,20000,,,,600,90,1981,1,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31191,1960,2,,,,,,,,,,,,260,1,4,,70,1950,1,1,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31219,1958,4,,,,,,,,,,,,,,2,300,100,1958,1,1,90000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31220,1988,1,1,100,1988,1,2,,,,,7,100000,,,,700,110,1988,1,1,400000,2,,,,1,2,1,2,2,,1,1,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31221,1976,1,1,100,1982,1,2,,,,,4,,,,,1000,130,1970,2,1,500000,1,0,0,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31222,1955,1,1,100,1953,1,,,,,,7,6000,,,,1000,110,1955,1,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31246,1975,1,1,100,1975,1,2,,,,,1,2000,,,,350,80,1850,1,1,100000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,12000,2,,2,,,3000,8,,,,,,4,2,2,,2,,2,,,2,,0,0,
31273,1957,1,1,100,1957,1,2,,,,,4,,,,,350,75,1900,2,1,100000,1,1,0,0,2,,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,2,,2,,1,950,2,,,,,950,4.6,,,,2,2,2,,2,,2,,,2,,0,0,
31281,1985,1,1,100,1985,1,,,,,,1,16000,,,,700,80,1900,2,1,200000,2,,,,2,,2,,2,,2,,2,,1,380,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31304,1970,1,1,100,2002,1,2,,,,,4,,,,,1200,360,1920,2,1,480000,2,,,,1,1,2,,2,,2,,1,140000,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31309,1984,1,1,100,2006,2,,,,,,4,,,,,350,130,1970,2,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31311,1976,5,,,,,,,,,,,,,,2,400,80,1976,1,1,170000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31360,1969,1,1,100,1968,1,,,,,,1,2000,,,,300,85,1950,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31387,1982,1,1,100,1981,1,2,,,,,2,25000,,,,500,104,1981,1,1,140000,1,0,0,1,2,,1,1,2,,2,,2,,1,7200,2,,1,1800,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31403,1963,1,1,100,1963,1,,,,,,2,20000,,,,600,80,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31441,1973,1,1,100,1973,1,2,,,,,1,13000,,,,1500,180,1973,2,1,350000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,17000,2,,2,,,2400,7.5,,,,,,2,2,1,10000,2,,2,,,2,,0,0,
31448,1968,1,1,100,2003,1,,,,,,2,4000,,,,700,110,1968,2,1,200000,1,1,0,0,1,2,2,,2,,2,,2,,1,800,1,500,3,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31556,2000,4,,,,,,,,,,,,,,2,300,65,2000,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31560,2003,1,1,100,2003,1,2,,,,,1,80,,,,500,110,1993,2,1,200000,2,,,,2,,2,,2,,2,,2,,1,500,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,15400
31561,1995,2,,,,,,,,,,,,450,7,4,,83,1966,1,1,50000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
31625,1970,1,1,100,1970,1,,,,,,2,4000,,,,1000,100,1970,2,1,350000,1,1,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31641,1985,1,1,100,1985,1,2,,,,,1,90000,,,,600,94,1963,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,36000
31652,1975,1,1,100,1977,1,,,,,,4,,,,,400,109,1964,1,1,200000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3300,2,,,,,250,,,,,4,2,2,,1,30000,1,1,,,,0,0,
31665,1988,1,1,100,1988,1,2,,,,,1,125000,,,,700,100,1952,1,1,350000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
31671,1976,1,1,100,1980,1,2,,,,,1,45000,,,,700,86,1936,1,1,300000,2,,,,1,2,2,,1,1,2,,1,135000,1,7000,2,,1,2800,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,75000
31676,1979,1,1,100,1979,1,2,,,,,2,15000,,,,800,97,1979,1,1,310000,1,1,0,0,2,,2,,2,,2,,2,,1,250,2,,2,,2,,2,,2,,1,7000,2,,2,,,4600,0,,,,,,1,2,2,,2,,2,,,2,,0,0,
31682,1970,1,1,100,1970,1,,,,,,2,4000,,,,900,100,1970,1,1,300000,1,0,1,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,4300,1,1500,2,,,4300,0,1360,0,,,,1,2,2,,2,,2,,,2,,0,0,
31695,1964,1,1,100,1990,1,2,,,,,4,,,,,1700,200,1960,2,1,800000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,18000
31710,1989,4,,,,,,,,,,,,,,2,500,110,1980,2,1,220000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,2000,2,,2,,,2,,,,
31715,1985,2,,,,,,,,,,,,177,1,4,,80,1965,1,1,130000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,1450,2,,,,,1300,6.5,,,,1,2,2,,2,,2,,,2,,,,
31724,1990,1,1,100,1990,1,2,,,,,1,80000,,,,700,75,1980,1,1,300000,1,1,0,0,2,,2,,2,,2,,2,,1,1400,2,,2,,2,,2,,2,,2,,1,2900,2,,,,,1000,7.3,,,,2,2,2,,2,,2,,,1,,0,0,
31735,2002,1,1,100,2002,1,2,,,,,1,90000,,,,350,65,1980,1,1,120000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1350,2,,,,,1200,6,,,,2,2,2,,2,,2,,,1,,0,0,
