nquest,comprens,ita,verored,klima,facil,durata
725716,8,,9,8,8,78
725726,7,,7,8,7,77
725801,8,,8,8,8,100
725901,6,,6,6,6,55
725902,9,,9,9,9,35
725908,7,,9,7,7,35
725934,5,,6,5,5,50
725940,4,,8,6,6,50
726010,8,8,7,8,6,55
726146,9,,8,9,9,76
726156,8,,7,9,9,20
726161,9,,6,9,9,36
726202,7,,7,7,7,20
726209,7,,6,6,6,40
726218,7,,6,6,6,21
726234,8,,7,7,7,47
726250,6,,6,6,6,39
726274,5,,6,7,4,29
726311,6,,7,7,6,40
726463,8,,8,8,8,62
726538,10,,10,10,9,21
726553,10,,10,10,10,75
726563,9,,7,10,9,65
726568,10,,10,10,10,54
726608,9,,8,9,9,65
726703,7,,8,7,7,60
726740,8,,9,9,7,85
726743,7,,5,6,7,48
726811,6,,7,6,7,33
726823,7,,9,9,7,34
726867,10,,10,10,10,39
726906,6,,6,7,7,57
726918,8,,6,5,6,64
726932,7,,9,7,6,51
727001,7,,7,7,7,70
727009,7,,7,7,7,119
727029,7,,6,6,7,60
727039,7,,6,7,7,60
727132,9,9,9,9,8,48
727138,8,,8,8,8,59
727160,10,,10,10,9,42
727170,9,,9,9,9,51
727171,8,,9,9,9,40
727179,10,,9,9,10,73
727267,8,,6,6,6,52
727318,8,,8,8,8,84
727326,9,,9,9,9,91
727339,9,,9,9,9,33
727402,10,,10,10,10,38
727405,8,,8,9,8,27
727473,9,,9,9,9,71
727477,9,,9,9,8,39
727513,7,,7,8,5,27
727520,10,,6,7,7,29
727531,10,,4,10,10,41
727537,10,,8,7,9,33
727567,10,,10,8,8,41
727604,9,,8,9,8,34
727650,9,,9,9,9,33
727726,8,,8,10,8,60
727740,9,,9,10,9,90
727776,10,,9,9,9,90
727825,7,,7,7,7,67
727842,6,,6,6,6,37
727922,10,,10,9,10,45
728000,10,,10,10,10,80
728148,10,,9,10,10,52
728160,9,,9,9,9,43
728185,9,,9,9,9,51
728306,9,,9,10,9,81
728430,8,,10,10,8,120
728434,10,,10,10,10,80
728464,9,,9,8,8,60
728493,9,,9,9,9,61
728547,9,,7,9,9,75
728601,8,,8,7,7,69
728605,6,,3,5,5,25
728648,4,,2,4,4,54
728665,9,,8,9,9,45
728734,9,,9,9,9,55
728838,8,,8,8,8,35
728852,7,,6,7,7,42
728890,7,,8,8,8,47
728891,8,,9,8,8,35
729038,9,,9,9,9,50
729127,9,,8,9,9,45
729232,9,,9,9,9,50
729308,7,,7,10,8,27
729310,3,,10,10,6,61
729412,9,,9,9,9,56
729507,8,,9,9,9,27
729515,7,6,7,8,6,45
729700,8,,7,8,8,35
729737,8,,10,8,8,43
729753,8,,6,8,8,41
729822,6,,9,9,7,26
730040,7,,7,7,7,21
730102,7,,6,7,7,22
730105,8,,8,8,8,75
730110,7,,8,7,6,28
730113,7,,6,7,8,28
730200,6,,6,6,6,179
730217,10,,8,8,8,85
730271,7,,7,7,7,60
730308,9,,6,7,7,80
730312,8,,9,9,8,68
730333,9,,9,10,9,50
730402,8,,9,9,8,46
730408,5,,8,9,6,35
730429,7,,8,8,9,78
730430,9,,8,9,9,52
730526,8,,6,4,5,25
730539,8,,8,8,7,22
730704,9,,9,9,9,41
730712,10,,10,10,10,78
730719,9,,9,9,9,55
730756,10,,10,10,10,55
730807,10,,9,10,10,64
730815,10,,10,10,10,63
730858,10,,10,10,10,67
730876,10,,10,10,10,52
730878,8,,10,10,10,59
730901,6,,6,7,6,60
730931,7,,6,7,6,55
730939,8,,9,9,8,55
731044,10,,10,10,10,71
731159,6,,6,6,6,51
731178,7,,7,7,7,73
731238,5,,6,6,6,30
731253,6,,6,6,6,69
731344,8,,8,8,8,62
731373,9,,5,7,8,35
731413,10,,10,10,10,32
731421,2,,1,9,1,52
731656,8,,10,10,10,38
731660,9,,9,10,10,55
731805,8,,6,8,8,64
731806,8,,6,9,8,39
731810,9,,9,8,8,33
731827,6,,8,6,6,28
731839,7,,8,8,8,37
732011,7,,7,8,7,38
732013,8,,7,8,8,63
732030,10,,10,10,10,48
732041,6,,6,7,7,20
732042,8,,8,8,8,37
732103,7,7,7,7,6,45
732118,10,,10,10,8,55
732301,9,,8,9,9,88
732308,7,,9,9,8,108
732343,9,,9,9,9,100
732360,9,,7,9,9,112
732369,9,,9,9,9,119
732371,9,,9,9,9,106
732406,9,,9,9,9,35
732466,8,,8,8,7,74
732502,8,,6,7,7,52
732507,9,,6,9,8,74
732511,9,,9,10,9,71
732601,9,,7,8,7,107
732604,9,,8,9,8,60
732815,7,,5,7,7,29
732846,3,,1,5,3,39
733036,8,,7,8,8,45
733040,8,,7,8,8,50
733049,7,,7,7,7,29
733054,7,,8,8,8,34
733072,8,,6,7,7,45
733129,10,,4,5,5,39
733141,10,,4,5,5,55
733145,10,,8,8,8,60
733210,6,,4,7,6,43
733216,6,,4,6,5,39
733246,6,,4,6,6,28
733271,5,,5,6,5,45
733315,9,,8,7,6,69
733346,8,,6,6,7,65
733351,6,,5,8,6,55
733352,7,,8,7,7,50
733363,8,,6,7,7,70
733426,9,,9,9,9,27
733443,6,6,6,6,6,39
733500,9,,8,4,4,35
733509,5,,5,5,4,63
733514,8,,5,5,4,57
733557,8,7,8,7,5,62
733574,5,6,4,6,6,31
733579,5,,7,6,6,49
733605,10,,10,10,9,44
733606,8,,7,8,7,76
733609,6,,5,5,6,64
733612,8,,7,7,6,34
733643,6,,6,6,6,72
733713,7,,7,7,7,37
733738,6,,7,7,6,22
733755,8,,6,8,8,72
733759,6,,6,7,6,31
733801,6,,7,8,8,90
733811,7,,6,7,8,32
733842,5,,5,6,5,32
733903,10,,10,10,10,45
733923,10,,10,10,10,28
733935,4,,4,5,3,57
733945,5,,5,5,5,94
733949,10,,10,10,10,48
733950,10,,10,10,10,33
733954,10,,10,10,10,23
734001,8,,6,8,8,47
734018,4,,4,7,5,28
734034,8,,7,7,8,26
734075,5,,5,7,5,83
734103,5,,8,8,5,44
734107,8,,7,9,8,70
734115,8,,9,9,8,46
734141,6,,8,9,7,37
734143,8,,8,9,9,41
734148,8,,8,9,8,54
734153,7,,9,8,7,32
734160,6,,8,8,6,38
734205,9,,9,9,9,24
734210,8,,8,8,8,84
734214,8,,2,6,7,23
734252,9,,9,9,9,26
734259,9,,9,9,9,20
734264,8,,8,8,8,30
734419,8,,8,8,8,82
734546,7,6,5,9,8,36
734701,9,,9,9,9,50
734706,8,,8,8,8,35
734714,8,,10,9,9,30
734728,9,,9,9,9,49
734733,9,9,9,10,10,63
734748,6,,8,9,8,21
734753,8,,9,9,8,27
734760,3,,6,5,5,76
734833,7,,7,7,7,39
734835,7,,7,5,5,94
734935,6,6,6,6,6,102
734969,7,,7,8,8,56
734978,7,,7,7,7,86
734979,5,,5,5,5,84
735004,9,,7,9,9,53
735005,9,,9,9,9,41
735009,8,,8,9,8,71
735030,8,,6,8,7,52
735103,4,,9,10,4,59
735104,5,6,6,9,7,53
735119,4,,9,10,4,48
735143,7,,8,10,8,57
735144,7,,3,7,8,75
735148,5,8,7,10,5,75
735152,6,7,3,9,6,55
735250,9,,9,9,9,42
735302,7,,5,10,8,47
735323,6,,6,8,8,45
735328,6,,6,10,8,37
735345,6,,6,10,8,42
735359,7,,6,10,8,68
735401,9,,7,9,8,67
735416,8,,7,7,7,77
735426,9,7,9,8,9,65
735431,9,,7,7,7,60
735436,7,,8,7,7,53
735538,10,,8,9,10,62
735616,9,,10,10,8,46
735621,10,,10,10,10,47
735624,7,,10,10,10,33
735639,8,,8,8,8,53
735659,10,,9,10,10,51
735677,7,,10,10,9,29
735734,7,,10,10,7,80
735743,10,,10,9,9,149
735747,10,,10,10,8,120
735761,7,,9,9,7,50
735814,7,7,6,6,6,34
735903,7,,6,6,7,29
735969,7,,2,5,6,41
735976,3,,3,2,4,37
736010,9,,10,10,10,64
736011,8,,6,8,8,59
736034,10,,9,10,10,62
736037,10,,5,8,8,59
736205,7,,7,6,7,25
736206,8,,8,8,8,39
736212,7,,7,7,7,34
736214,6,,7,6,7,85
736222,7,,6,7,7,23
736476,8,,8,8,8,91
736528,7,,6,7,7,55
736534,9,,9,9,9,35
736538,7,,7,7,7,40
736549,8,,8,7,8,35
736578,7,,9,8,8,35
736579,6,,6,6,6,55
736627,6,,6,6,6,44
736629,6,,6,6,6,44
736657,9,,9,9,9,62
736703,6,,6,6,6,52
736714,6,,6,6,6,77
736722,6,,6,6,6,56
736739,6,,6,6,6,86
736753,7,,6,7,7,39
736754,7,,8,9,8,89
736801,8,8,8,8,8,78
736828,10,9,10,10,10,84
736831,10,,10,10,10,89
736862,7,7,8,8,7,28
736917,9,,10,10,9,73
736918,9,,9,9,9,80
736919,7,,10,10,9,25
736921,10,,10,10,10,79
736935,9,,9,9,9,51
736939,8,,10,9,9,38
736948,10,,10,10,10,44
736957,9,,9,9,9,46
737009,9,,9,9,9,56
737021,9,,8,9,8,56
737047,9,,9,9,9,70
737063,10,,10,10,10,70
737110,7,8,7,6,5,51
737208,9,,9,9,8,54
737215,8,,8,9,7,51
737218,6,,8,10,6,38
737312,9,,9,9,9,38
737323,9,,9,9,9,46
737336,9,,9,8,8,45
737343,8,,8,7,7,92
737349,8,,8,8,8,58
737360,7,,7,8,6,38
737401,10,,10,10,10,44
737402,10,,6,9,10,93
737406,10,,10,10,10,33
737420,10,,10,10,10,41
737436,10,,8,9,9,55
737461,10,,10,10,10,45
737479,10,,10,10,10,65
737531,7,,6,8,7,55
737711,10,,10,10,10,36
737730,10,,10,10,10,45
737746,10,,10,10,10,59
737826,7,,8,7,7,50
737841,7,,7,7,7,88
737860,7,,8,7,8,43
737878,6,,1,7,7,22
737902,9,,9,9,9,21
737905,7,,7,7,7,30
737939,7,,7,7,7,38
738012,9,,9,9,8,60
738013,7,,7,8,6,65
738025,6,,8,7,6,57
738136,7,,9,8,8,42
738147,6,,9,7,6,24
738151,6,,9,7,6,30
738152,7,,3,6,6,29
800001,8,,8,10,8,70
800002,10,,10,10,10,55
800003,10,,8,10,10,55
800008,8,,7,9,9,54
800010,9,,7,9,9,45
800013,10,,10,10,10,33
800015,7,,7,7,7,50
800020,7,,6,8,7,45
800029,9,,8,8,8,65
800040,8,,7,6,6,40
800041,10,,10,10,10,27
800044,6,,6,6,7,38
800053,10,,8,10,6,76
800061,7,,7,6,6,28
800106,8,,4,7,7,33
800112,6,,7,8,7,44
800120,7,,6,8,8,23
800127,7,,5,8,8,68
800134,7,,6,9,7,55
800135,9,,6,7,7,69
800145,5,,8,9,7,62
800148,5,,5,7,4,31
800150,9,,9,8,8,44
800166,7,,7,8,8,22
800171,5,,10,9,10,40
800175,10,,8,10,10,54
800179,10,,10,10,10,39
800180,7,,10,10,10,38
800181,7,,10,10,10,22
800183,10,,10,10,10,47
800184,8,,10,10,10,35
800211,10,,10,10,10,41
800243,7,,10,7,7,52
800260,10,,10,10,10,39
800264,9,9,8,6,7,29
800267,8,,5,8,8,29
800269,8,,6,8,8,46
800270,7,,7,7,7,43
800274,9,,9,9,9,38
800277,7,,9,9,8,32
800282,9,,7,8,7,43
800286,6,,6,8,8,36
800298,8,,8,8,8,28
800308,7,,6,8,7,42
800327,9,,8,9,8,50
800335,9,,9,9,9,48
800336,9,,9,9,9,35
800386,9,,9,9,9,37
800416,8,,8,8,8,48
800424,9,,7,9,9,62
800428,8,,10,9,9,58
800435,9,,9,9,9,51
800449,9,,7,9,9,71
800464,9,,9,9,9,49
800479,8,,9,9,7,62
800483,9,,9,8,8,60
800500,6,,7,8,6,55
800518,6,,7,9,6,55
800519,6,,6,7,5,55
800525,7,,8,6,7,55
800543,10,,10,10,10,45
800546,10,,10,10,10,74
800549,10,,10,10,10,32
800550,3,,4,6,1,20
800552,9,9,7,9,8,35
800557,8,,8,8,9,42
800569,6,,7,8,6,28
800570,8,,9,9,9,45
800571,10,,10,10,10,51
800589,8,,5,9,9,46
800591,9,,9,9,9,36
800593,9,,9,9,9,44
800600,8,,8,9,6,49
800614,8,,8,8,8,67
800620,8,,7,7,7,66
800625,8,,8,9,8,88
800634,9,,8,9,9,58
800648,9,,9,9,9,65
800671,9,,9,9,9,28
800683,8,,8,9,8,79
800685,8,,8,8,7,40
800689,8,,7,9,8,139
800690,8,,9,8,8,169
800692,8,,8,9,8,179
800694,8,,8,8,8,104
800700,8,,7,8,7,149
800702,8,,8,9,8,139
800705,7,,7,8,8,99
800706,7,,8,7,7,139
800707,6,,7,6,6,56
800789,5,,6,5,5,63
800821,8,,6,8,8,65
800831,6,,7,7,6,65
800832,8,,6,8,8,65
800833,7,,8,8,6,60
800836,9,,10,8,9,57
800842,7,,7,8,7,70
800851,7,,6,7,6,59
800853,8,,9,7,8,55
800858,8,,9,9,7,65
800860,7,,7,8,7,65
800862,7,,8,5,6,114
800866,9,,9,8,8,60
800867,8,,9,8,8,60
800878,8,,8,5,7,55
800880,7,,5,7,7,55
800884,7,,9,9,6,55
800898,7,,5,5,4,33
800901,10,,8,9,9,90
800902,8,,7,8,8,54
800906,8,,7,8,8,69
800907,9,,7,9,9,98
800910,7,,5,7,6,55
800924,9,,8,9,7,61
800927,9,,9,9,9,54
800937,8,,7,8,6,88
800959,9,,8,8,6,66
800963,6,,6,7,6,110
800964,3,,6,6,3,35
800965,4,,5,6,4,56
800966,2,,7,7,2,74
800973,3,,5,6,3,64
800981,7,,3,6,6,48
800984,2,,6,6,2,22
800986,2,,6,6,3,72
800988,2,,6,6,2,88
800996,4,,6,6,5,28
800999,5,,6,7,4,84
801010,2,,6,5,2,21
801011,3,,6,7,3,55
801028,6,,3,6,5,62
801032,5,,7,6,5,78
801034,5,,7,5,5,29
801037,6,,6,6,6,38
801040,8,,7,7,7,58
801053,9,,5,8,9,73
801104,9,,6,9,8,75
801109,8,,7,8,8,70
801111,8,,5,8,8,50
801113,8,,6,7,8,50
801114,6,9,7,8,7,40
801116,8,,7,8,8,60
801121,6,,7,7,6,109
801162,5,4,7,7,5,45
801202,10,,10,10,10,42
801208,10,,10,10,7,48
801221,10,,10,10,10,67
801226,6,,7,6,5,47
801229,10,,10,10,10,48
801235,10,,9,8,8,51
801238,10,,10,10,8,31
801246,10,,8,9,8,45
801253,10,,8,10,9,47
801255,10,,10,10,10,32
801263,10,,10,10,10,105
801271,10,,10,10,10,44
801279,8,,8,10,8,26
801280,10,,10,10,10,47
801281,10,,8,8,8,27
801284,9,,10,10,10,36
801288,8,,8,7,7,33
801289,10,,10,10,10,36
801315,8,,8,8,8,28
801317,8,,9,8,8,33
801319,5,,5,6,7,24
801332,7,,7,7,7,80
801333,9,,9,9,9,59
801341,8,,8,8,8,33
801347,5,,8,8,7,38
801348,8,,8,8,8,33
801367,6,,6,6,6,36
801368,6,,6,6,6,30
801373,8,,8,8,9,35
801375,7,,7,7,7,43
801380,6,,6,6,6,30
801389,9,,9,9,8,60
801426,7,,6,7,6,65
801434,9,,9,9,8,70
801442,6,7,6,7,6,65
801444,6,,6,7,6,55
801448,8,,7,8,8,55
801457,6,,5,6,6,40
801463,5,5,5,6,6,40
801476,5,,5,6,6,30
801477,5,,5,6,6,40
801484,7,7,6,7,7,40
801485,4,4,5,6,6,40
801486,7,,7,7,7,25
801489,6,,5,7,5,40
801492,7,7,7,7,7,45
801496,7,,5,7,7,42
801499,7,,5,7,6,40
801506,8,,6,8,7,53
801518,6,,5,6,6,40
801523,7,,6,7,7,60
801524,7,,4,7,7,80
801528,7,,6,8,7,65
801532,6,,7,7,6,50
801533,7,,4,6,7,55
801534,7,,6,8,7,70
801536,7,,8,8,7,75
801541,7,6,6,7,7,80
801543,7,,7,8,7,55
801558,7,,7,8,7,50
801559,7,,6,7,7,70
801566,8,,6,8,7,65
801569,8,,7,8,8,80
801596,8,,8,8,8,45
801599,10,,10,10,10,57
801622,9,,9,9,9,55
801626,10,,10,10,10,40
801647,8,,8,8,8,66
801653,10,,10,10,10,27
801680,7,,6,8,7,65
801686,7,,6,7,7,65
801705,9,,9,9,8,57
801723,8,,9,8,8,55
801756,9,,7,6,9,42
801768,9,,9,9,9,61
801770,9,,9,9,9,39
801772,9,,9,9,9,52
801773,7,,8,8,9,89
801788,9,,9,9,9,66
801789,8,,9,8,9,87
801798,9,,9,9,9,57
801801,6,,6,6,6,33
801803,7,,7,7,8,44
801806,6,,7,6,6,30
801812,9,,10,9,8,35
801813,6,,7,7,7,34
801833,7,,6,6,6,34
801835,5,,6,7,6,55
801846,7,,7,7,7,27
801851,9,,5,5,5,47
801864,5,,4,6,5,24
801871,5,,8,7,5,48
801874,6,,7,7,7,41
801875,9,,9,9,9,90
801876,10,,10,10,10,48
801877,10,,10,10,10,46
801878,10,,10,10,10,60
801888,9,,9,9,9,64
801892,8,,8,8,8,26
801894,9,,9,9,8,22
801896,8,,8,9,8,82
801899,9,,9,9,8,42
801901,9,,8,9,9,60
801903,9,,9,9,9,79
801905,9,,9,9,9,94
801906,9,,9,9,9,38
801907,10,,10,10,10,20
801908,9,,9,9,9,72
801948,10,,7,8,8,34
801954,8,,8,8,8,29
801955,9,,8,8,8,31
801966,10,,8,8,9,37
801972,9,,8,8,9,29
801985,8,,9,8,8,27
801986,9,,9,9,9,28
801987,9,,9,9,9,32
801999,9,,9,9,9,28
802001,7,,7,7,7,41
802003,8,,8,7,8,20
802004,8,,8,8,8,21
802007,7,,8,7,7,41
802008,10,,8,8,8,29
802020,6,,7,7,7,43
802033,7,,6,7,7,22
802038,7,,7,7,7,50
802066,6,,6,8,8,23
802107,9,,8,8,8,45
802126,10,,8,9,9,45
802127,9,,8,9,9,50
802129,8,,8,8,8,45
802133,8,,8,8,8,50
802145,10,,8,10,7,32
802165,8,,7,9,9,66
802181,6,,7,6,6,60
802186,8,,9,9,9,61
802223,8,,9,9,9,51
802228,7,7,8,9,10,52
802232,5,,7,8,10,45
802238,7,,8,9,10,48
802250,7,,9,10,9,38
802252,9,,9,10,10,40
802253,7,,8,8,10,23
802257,7,,8,9,10,29
802258,9,,9,9,10,65
802261,7,,8,9,10,52
802269,5,,6,5,5,46
802275,7,6,8,9,10,25
802276,7,7,8,9,8,40
802281,8,,9,8,10,64
802297,10,,7,9,10,60
802299,10,,5,8,10,119
802300,6,,6,6,6,25
802307,3,,3,3,3,60
802319,7,,6,5,5,27
802324,6,5,6,6,6,58
802326,7,,5,6,5,76
802332,8,,5,8,8,119
802336,6,,6,6,6,43
802337,4,,3,6,4,119
802344,7,,5,6,6,23
802349,6,,6,6,6,29
802354,5,,4,7,7,119
802364,8,,5,8,8,60
802365,7,,3,7,7,66
802371,8,,4,8,8,72
802376,4,,4,2,2,43
802377,7,,7,7,7,47
802389,7,,1,2,4,78
802408,7,,7,7,6,53
802425,7,,2,6,5,51
802427,5,,2,3,3,28
802428,8,,8,8,8,70
802444,10,10,10,10,9,60
802450,10,,6,8,7,75
802451,8,9,8,8,8,60
802475,7,7,10,9,8,45
802480,9,,9,9,8,45
802497,8,8,9,9,8,45
802548,10,,8,8,8,45
802563,8,,10,8,9,35
802564,6,,10,10,8,26
802583,9,10,9,10,9,51
802584,10,,9,10,9,42
802590,9,,10,10,9,44
802593,8,9,9,9,8,82
802594,10,,9,10,9,34
802595,10,,9,10,9,67
802601,8,,9,9,9,75
802646,8,,9,9,8,55
802652,8,,7,8,8,60
802656,7,,5,8,8,50
802669,8,,9,8,7,45
802675,6,,7,5,5,60
802684,8,,9,9,8,60
802685,7,,6,7,7,50
802686,8,,5,6,7,65
802693,8,,8,7,7,50
802705,9,,9,8,8,60
802709,7,,5,8,8,45
802720,6,,6,6,6,55
802722,6,,8,5,5,30
802724,6,,6,6,6,50
802726,4,,5,5,5,45
802730,8,,8,8,8,40
802735,8,,8,8,8,75
802737,8,,9,8,8,30
802742,4,,6,5,6,50
802746,6,,5,5,6,50
802761,6,,9,5,5,35
802780,7,,9,8,8,30
802787,9,,4,6,7,39
802822,1,1,1,1,1,37
802857,8,,8,8,7,41
802864,6,,8,8,6,29
802882,9,,7,9,8,33
802895,10,,10,10,10,70
802904,6,,6,5,6,55
802905,10,,10,10,10,90
802907,7,,8,8,6,89
802914,10,,10,9,10,90
802926,7,,6,8,7,52
802927,7,,8,8,7,60
802949,7,,7,7,7,40
802957,8,,9,8,8,32
802961,8,,7,9,9,54
802963,7,,8,6,7,44
802967,6,,7,8,6,51
802972,10,,10,10,10,90
802977,8,,8,7,8,27
802988,5,6,5,6,6,45
802999,10,,10,10,10,90
803022,10,10,10,10,10,70
803023,9,,9,10,9,80
803043,9,,7,6,7,68
803055,10,,10,10,10,70
803058,7,,8,7,7,31
803074,9,,9,9,9,80
803101,7,,8,7,8,53
803104,7,,8,6,7,55
803111,6,,8,7,6,55
803123,8,,8,8,8,53
803147,10,,10,10,10,134
803154,9,,8,9,8,23
803156,8,,7,8,7,34
803194,8,,9,10,10,90
803200,8,,8,8,8,51
803205,6,,6,5,5,43
803227,7,,8,8,8,35
803242,7,,6,5,5,29
803277,6,8,6,8,8,33
803294,9,,10,10,9,90
803299,8,,8,8,8,74
803305,8,,7,8,7,47
803312,9,,6,7,9,68
803318,8,,8,8,8,48
803331,9,,7,6,9,55
803337,8,,9,9,7,30
803348,9,,6,8,8,45
803350,5,,5,5,5,84
803362,10,,10,10,10,70
803371,10,,10,10,10,80
803376,8,,6,7,8,68
803377,8,,8,7,7,63
803402,10,,10,10,10,80
803408,2,,2,2,2,75
803422,8,,7,8,7,49
803449,8,,8,8,7,52
803457,9,,10,9,9,50
803463,6,,6,6,6,35
803473,9,,6,9,9,75
803476,9,,9,9,9,41
803478,8,,8,8,8,50
803483,9,,9,9,9,50
803501,8,,8,8,8,39
803509,9,,9,9,9,65
803525,4,4,7,7,5,20
803526,7,,6,7,7,40
803527,8,,8,8,7,21
803530,5,,5,7,5,136
803532,8,,8,8,8,30
803533,4,,7,7,6,108
803538,7,,5,5,5,39
803544,7,,7,7,7,36
803552,6,,8,8,7,86
803553,6,,6,6,6,84
803555,4,,7,7,4,33
803562,6,,6,4,4,119
803566,5,,7,7,7,25
803567,4,,7,7,5,28
803569,6,,8,8,6,104
803570,7,,5,8,7,26
803574,8,,6,8,6,25
803591,8,,8,8,8,37
803600,10,,7,10,9,70
803602,8,,7,8,8,70
803612,5,,7,5,5,60
803613,9,,9,10,10,119
803618,10,,8,10,9,50
803632,10,,8,10,8,119
803650,7,7,5,8,6,60
803661,10,,7,10,8,70
803668,8,,6,8,8,36
803685,10,,10,10,10,43
803710,10,,6,10,10,60
803736,6,6,7,8,6,36
803746,7,,7,7,7,33
803749,7,,7,7,7,30
803754,6,,7,7,6,23
803769,7,,8,8,7,67
803770,6,7,8,8,6,46
803772,6,,7,6,7,34
803779,6,,7,7,6,46
803785,6,7,7,8,8,36
803792,7,,7,8,7,36
803804,7,,7,7,6,74
803810,9,,9,9,9,40
803819,9,,8,9,9,45
803830,8,,8,8,8,38
803842,9,,9,9,9,45
803877,7,,6,7,7,65
803879,7,,7,7,7,65
803880,7,,7,8,7,55
803887,9,,10,10,9,55
803889,6,,6,7,6,50
803900,9,,9,10,8,57
803904,7,,7,8,7,55
803905,10,,10,10,9,65
803906,7,,6,8,7,70
803913,7,,6,7,7,55
803915,8,,9,8,8,77
803916,8,,9,9,7,65
803917,7,7,9,9,5,68
803919,8,,8,6,7,50
803922,7,,8,8,5,67
803923,7,,6,8,7,65
803930,6,,6,6,6,58
803936,7,,6,7,7,65
803941,8,,9,8,7,55
803950,6,,10,7,10,23
803965,8,,9,9,8,54
803972,6,,10,7,7,41
803973,6,,7,6,6,38
803979,4,,9,7,6,41
803989,5,,7,9,6,32
804000,7,,10,9,8,50
804009,8,,8,8,8,47
804016,5,,6,8,6,50
804040,7,,6,8,7,50
804059,7,,7,8,7,119
804119,6,,6,7,7,119
804163,8,,8,9,8,46
804169,9,,8,9,9,80
804172,8,,7,8,8,45
804178,9,,9,9,9,55
804181,8,,8,8,8,24
804190,9,,9,9,9,179
804196,9,,9,10,10,40
804203,7,,8,8,8,41
804209,8,,8,8,8,47
804210,9,,6,8,8,149
804214,9,,9,9,9,89
804219,8,,8,8,8,89
804222,9,,6,9,9,27
804229,7,,9,6,6,81
804241,6,,8,7,5,48
804242,8,,8,8,6,53
804253,9,,9,9,9,87
804292,9,,7,9,9,49
804293,6,,7,6,6,35
804301,9,,10,9,9,51
804317,6,6,7,7,7,51
804318,7,,6,8,7,45
804319,6,5,7,7,5,35
804324,6,,8,9,7,50
804326,7,,7,7,6,88
804339,6,,7,7,6,47
804343,7,,7,8,7,43
804346,8,,6,7,7,34
804348,6,,7,7,7,42
804351,7,,7,7,7,45
804372,7,,6,7,7,51
804381,6,,7,7,6,32
804385,5,,10,6,6,37
804392,6,,8,8,7,51
804399,8,,8,8,7,29
804409,8,,8,8,8,39
804410,8,,8,8,8,38
804414,6,,8,9,8,28
804417,8,,8,8,8,49
804427,4,,4,9,8,23
804434,6,,8,8,8,39
804439,9,,8,10,8,66
804441,7,,7,7,7,52
804449,5,,5,5,4,46
804454,7,,8,8,8,49
804457,10,,8,10,9,27
804465,10,,6,10,10,45
804467,6,,10,10,7,26
804478,10,,7,10,10,50
804489,6,,10,10,7,39
804495,7,,10,10,8,26
804499,8,,10,10,8,22
804504,8,,8,8,8,109
804515,7,,10,10,7,26
804516,8,,8,8,8,26
804525,8,,8,8,8,36
804528,9,,9,9,8,50
804529,8,,4,6,4,45
804534,10,,9,10,10,70
804536,10,,10,10,10,52
804537,10,,6,7,7,65
804547,10,,9,8,8,85
804555,10,,9,10,10,45
804556,9,,8,7,7,60
804597,10,,10,10,10,27
804608,10,,9,10,10,50
804621,10,,10,10,10,29
804627,10,,10,10,10,36
804631,10,,9,10,10,70
804637,10,,8,8,10,45
804660,10,8,8,10,10,60
804665,10,,8,10,10,40
804670,4,,4,6,6,30
804681,6,,4,6,6,40
804684,5,,5,6,6,30
804685,5,,5,6,6,40
804694,5,,5,6,6,40
804695,6,,5,6,6,40
804699,5,,5,6,6,40
804704,4,,3,5,5,30
804720,6,,5,6,6,40
804722,5,,4,6,6,40
804726,5,,5,6,6,40
804755,6,5,6,6,6,31
804762,9,,8,9,9,50
804825,9,,8,7,7,60
804854,6,,7,6,5,60
804859,8,,6,7,7,65
804880,8,,9,9,9,65
804882,6,,6,8,6,66
804895,6,,5,8,7,38
804902,6,,5,5,5,52
804922,9,,4,5,6,37
804928,5,,8,8,7,36
804930,7,,4,7,6,38
804949,7,,8,8,8,82
804950,9,,6,8,8,70
804951,9,,9,9,9,56
804952,9,,9,9,9,66
804954,7,8,8,9,9,80
804955,9,,9,10,10,80
804962,10,,10,10,10,70
804964,8,,8,8,8,120
804966,8,,8,9,8,119
804968,9,,8,8,9,75
804972,8,,9,9,9,39
804974,9,,9,10,9,58
804995,10,,9,10,9,70
805006,9,,7,9,9,51
805009,9,,8,9,8,39
805012,9,,8,8,8,46
805038,5,,5,6,5,119
805041,6,,6,6,6,70
805043,7,,6,7,7,50
805044,8,,8,7,6,119
805047,6,,6,6,6,75
805052,7,,6,7,7,55
805076,7,,4,5,6,73
805077,6,,6,6,6,65
805080,6,,6,6,6,80
805082,6,,4,5,6,70
805084,7,8,8,7,8,55
805086,8,8,9,9,8,40
805093,9,9,8,9,8,43
805100,10,,7,9,8,70
805104,10,,9,10,9,45
805115,8,8,8,8,7,50
805154,7,5,7,7,6,52
805162,1,,5,5,1,24
805165,5,,5,5,5,33
805168,1,,1,1,1,29
805173,8,,1,9,7,30
805179,2,,1,3,2,24
805180,1,,8,10,1,25
805183,1,,1,1,1,53
805189,8,,7,8,8,49
805190,9,,9,9,9,20
805192,9,,9,8,9,22
805197,4,,8,9,6,76
805201,9,,9,9,9,25
805204,2,,2,7,8,24
805206,6,,7,7,7,89
805216,1,,1,8,1,25
805217,5,,3,6,6,29
805223,1,,1,10,3,82
805225,1,,1,1,1,85
