nquest,nord,intper,entepen,tipopen,decor,tpens,mesipen,arret,tarret,quotape,npens
24616,2,1,1,1,2006,620,13,2,0,70,1
24760,1,1,2,5,1969,900,12,2,0,,1
24809,2,1,2,1,1990,1150,13,2,0,80,1
24885,1,1,1,5,1986,600,13,2,0,,1
24984,3,1,1,1,1980,800,13,2,0,70,1
24984,3,1,1,3,1980,450,13,2,0,,2
24984,3,1,1,5,2002,150,13,2,0,,3
25007,1,1,2,5,2005,720,13,2,0,,1
25007,1,1,1,1,1989,310,13,2,0,50,2
25138,1,1,2,1,2003,1200,13,2,0,80,1
25238,1,1,1,1,2007,440,13,2,0,60,1
25238,2,1,1,1,1998,1000,13,2,0,95,1
25625,1,1,1,1,1986,300,13,2,0,50,1
25625,1,1,5,5,1989,1100,12,2,0,,2
25930,1,1,1,1,2006,1600,13,2,0,80,1
25930,2,1,1,1,2008,400,4,2,0,60,1
25968,1,1,1,1,1993,1200,13,2,0,85,1
25970,1,1,1,1,1980,980,13,2,0,80,1
26048,1,1,2,1,1994,3200,13,2,0,100,1
26281,1,1,1,3,1976,174,13,2,0,,1
26281,1,1,1,5,1976,950,13,2,0,,2
26310,1,1,1,1,1995,1200,13,2,0,80,1
26310,2,2,1,1,2004,410,13,2,0,80,1
26349,1,1,1,1,1988,1200,13,2,0,80,1
26349,2,2,1,1,1993,300,13,2,0,70,1
26499,1,1,1,5,1967,500,13,2,0,,1
26499,2,1,1,3,2000,280,13,2,0,,1
26653,1,1,1,5,1989,1000,13,2,0,,1
27109,1,1,1,5,1996,800,13,2,0,,1
27114,2,2,1,1,1984,1000,13,2,0,80,1
27116,1,1,1,1,1996,1000,13,2,0,80,1
27123,1,1,1,3,1999,1100,13,2,0,,1
27224,1,1,2,1,2000,1600,13,2,0,90,1
27505,1,1,1,1,1990,1200,13,2,0,90,1
27509,1,1,1,1,1990,1150,13,2,0,80,1
27509,2,2,1,1,1989,750,13,2,0,80,1
27730,2,2,1,1,1996,1450,13,2,0,80,1
27734,2,1,1,1,2003,1350,13,2,0,70,1
27739,1,1,1,5,1990,300,13,2,0,,1
27742,1,1,1,5,2004,540,13,2,0,,1
27744,1,1,1,1,2005,600,13,2,0,60,1
27744,2,2,1,1,1990,890,13,2,0,50,1
27881,1,1,1,1,1987,1014,13,2,0,90,1
27912,1,1,2,1,2008,1250,13,2,0,100,1
27930,1,1,2,1,1993,1400,13,2,0,90,1
27930,2,2,2,1,1998,1300,13,2,0,80,1
27947,1,1,1,1,1993,850,13,2,0,60,1
27947,2,2,1,4,1977,550,13,2,0,,1
28221,1,1,2,1,1991,1580,13,2,0,50,1
28221,1,1,2,5,1995,430,13,2,0,,2
28331,1,1,1,1,1965,800,13,2,0,100,1
28331,1,1,1,5,2008,100,13,2,0,,2
28346,1,1,1,1,1988,400,13,2,0,90,1
28346,1,1,1,5,1998,370,13,2,0,,2
28362,1,1,1,1,1988,2200,13,2,0,68,1
28362,1,1,1,5,1993,137,13,2,0,,2
28859,1,1,1,3,1990,450,13,2,0,,1
28859,2,2,1,1,1985,1100,13,2,0,60,1
28897,1,1,1,1,2007,1050,13,2,0,80,1
28920,1,1,2,1,1975,1450,13,2,0,90,1
28920,1,1,1,5,2004,350,13,2,0,,2
28992,1,1,1,1,1992,1560,13,2,0,80,1
28992,2,1,1,1,2001,630,13,2,0,70,1
29006,1,1,1,1,2007,1730,13,2,0,80,1
29006,2,2,1,1,2006,550,13,2,0,30,1
29286,1,1,1,1,1995,540,13,2,0,30,1
29362,1,1,1,5,1993,1000,12,2,0,,1
29678,1,1,2,1,1996,1030,13,2,0,85,1
29742,2,1,1,3,1998,190,12,2,0,,1
29742,3,1,1,3,1975,700,12,2,0,,1
29774,1,1,1,5,1979,800,13,2,0,,1
29798,1,1,1,1,1994,1260,13,2,0,90,1
29798,2,1,2,1,1974,440,13,2,0,85,1
29805,1,1,1,1,2000,427,13,2,0,60,1
29805,2,1,1,1,1994,1280,13,2,0,60,1
29805,3,1,1,5,1999,450,13,2,0,,1
29823,2,2,1,3,1978,750,12,2,0,,1
31066,1,1,1,1,1995,1280,13,2,0,80,1
31120,1,1,1,1,2005,1029,13,2,0,60,1
31120,1,1,5,1,2001,1790,13,2,0,60,2
31120,2,2,1,1,2000,1110,13,2,0,90,1
31145,1,1,2,1,2000,1300,13,2,0,80,1
31145,2,2,1,1,2002,1040,13,2,0,70,1
31191,1,1,1,1,1978,1350,13,2,0,80,1
31191,2,2,1,3,1952,530,13,2,0,,1
31219,1,1,1,1,1991,720,13,2,0,80,1
31220,1,1,1,1,1988,900,13,2,0,80,1
31220,2,2,1,1,1998,990,13,2,0,10,1
31221,1,1,2,1,1982,900,13,2,0,70,1
31221,1,1,1,5,1982,500,13,2,0,,2
31221,2,1,1,3,1990,700,13,2,0,,1
31222,1,1,1,1,1980,575,13,2,0,70,1
31222,1,1,1,5,2002,230,13,2,0,,2
31246,1,1,1,1,1996,1037,13,2,0,95,1
31246,2,1,1,1,1996,989,13,2,0,90,1
31273,1,1,1,3,1989,659,12,2,0,,1
31273,2,1,1,1,1992,699,13,2,0,40,1
31281,1,1,1,1,2004,700,13,2,0,60,1
31304,1,1,1,1,2006,1300,13,2,0,90,1
31304,2,2,1,1,2002,650,13,2,0,85,1
31309,2,1,1,4,1990,800,13,2,0,,1
31311,1,1,1,2,1978,420,13,2,0,,1
31360,1,1,1,1,1989,550,13,2,0,100,1
31360,1,1,1,3,1989,250,12,2,0,,2
31403,1,1,1,5,2003,600,13,2,0,,1
31403,1,1,1,3,2008,400,13,2,0,,2
31441,1,1,1,1,2005,1507,13,2,0,100,1
31441,2,1,1,1,2000,1194,13,2,0,95,1
31448,1,1,1,1,1991,2000,13,2,0,80,1
31556,1,1,1,1,1992,780,13,2,0,60,1
31556,1,1,4,3,1992,224,12,2,0,,2
31556,2,2,1,1,2003,430,13,2,0,80,1
31560,1,1,1,1,2002,850,13,2,0,70,1
31561,1,1,1,1,1996,1550,13,2,0,72,1
31625,1,1,1,5,1978,720,13,2,0,,1
31652,1,1,2,1,1995,2000,13,2,0,105,1
31652,2,2,2,1,2004,1200,13,2,0,70,1
31665,1,1,1,1,2002,600,13,2,0,70,1
31665,2,2,1,1,1993,430,13,2,0,50,1
31671,1,1,2,5,1999,1900,13,2,0,,1
31676,2,2,1,1,2004,730,12,2,0,70,1
31682,1,1,1,1,1993,1350,13,2,0,76,1
31682,2,2,1,1,2004,1080,13,2,0,60,1
31710,1,1,1,5,2001,828,13,2,0,,1
31715,1,1,1,1,2007,1160,13,2,0,85,1
31735,1,1,1,1,1995,1050,13,2,0,95,1
31735,2,2,1,1,1990,785,13,2,0,80,1
31751,1,1,1,1,2001,1020,13,2,0,90,1
31751,2,2,1,1,1990,840,13,2,0,80,1
31757,1,1,1,5,1988,720,13,2,0,,1
31785,1,1,1,1,2004,2100,13,2,0,90,1
31798,1,1,1,1,1996,860,13,2,0,80,1
31799,1,1,1,1,1995,1195,13,2,0,90,1
31799,2,2,1,1,2008,759,13,2,0,80,1
31859,1,1,2,1,1995,1600,13,2,0,90,1
31912,1,1,1,1,1954,1300,13,2,0,50,1
31912,2,2,1,1,1990,500,13,2,0,60,1
32001,1,1,1,1,1971,888,13,2,0,50,1
32001,1,1,3,3,1972,108,12,2,0,,2
32001,2,1,1,7,1990,470,13,2,0,,1
32028,2,2,2,1,2007,1600,13,2,0,78,1
32033,2,1,1,1,2004,920,13,2,0,72,1
32034,1,1,1,1,1996,1200,13,2,0,78,1
32041,1,1,2,1,1994,1180,13,2,0,75,1
32041,2,1,1,1,2004,420,13,2,0,45,1
32044,1,1,1,5,1995,568,13,2,0,,1
32047,1,1,1,1,1992,795,13,2,0,65,1
32052,1,1,1,1,1993,1200,13,2,0,75,1
32052,2,2,2,1,2004,780,13,2,0,50,1
32057,1,1,1,1,1997,830,13,2,0,60,1
32057,2,2,1,1,2003,187,13,2,0,30,1
32066,1,1,3,1,1980,1210,13,2,0,75,1
32066,2,2,1,1,1980,480,13,2,0,40,1
32067,1,1,1,1,1970,630,13,2,0,50,1
32144,1,1,1,1,1996,1350,13,2,0,75,1
32144,2,1,1,1,2008,1100,13,2,0,70,1
32190,1,1,1,1,2006,1300,13,1,250,75,1
32198,1,1,1,1,1996,1600,13,2,0,70,1
32198,2,1,1,1,1997,1700,13,2,0,80,1
32209,2,1,1,1,1990,1500,13,2,0,70,1
32229,2,1,2,1,1966,1100,13,2,0,95,1
32229,2,1,1,3,2006,400,13,1,2000,,2
32318,1,1,1,1,1999,400,13,2,0,80,1
32318,1,1,1,5,1994,524,13,2,0,,2
32328,1,1,1,1,1970,380,13,2,0,60,1
32328,1,1,1,5,1992,540,13,2,0,,2
32464,1,1,1,5,1968,530,13,2,0,,1
32467,1,1,2,1,1988,1200,13,2,0,70,1
32467,2,2,1,1,1987,1000,13,2,0,80,1
32470,1,1,2,1,1992,1500,13,2,0,100,1
32471,1,1,1,5,1987,180,13,2,0,,1
32471,1,1,1,1,1995,410,13,2,0,30,2
32524,1,1,1,1,1987,2196,13,2,0,80,1
32524,2,2,1,1,2005,1875,13,2,0,70,1
32556,1,1,1,1,2006,1000,13,2,0,80,1
32556,1,1,1,5,1985,200,13,2,0,,2
32668,1,1,1,1,1995,1400,13,2,0,70,1
32703,1,1,1,4,2007,389,13,1,2500,,1
32709,1,1,1,1,1998,1350,13,2,0,40,1
32709,2,2,1,1,2004,530,13,2,0,100,1
32731,1,1,1,1,1990,435,13,2,0,60,1
32731,1,1,1,5,2007,580,13,2,0,,2
32733,1,1,1,1,1991,760,13,2,0,50,1
32733,2,2,1,2,2004,60,13,2,0,,1
32742,1,1,1,1,1998,1500,13,2,0,70,1
32742,2,1,1,1,1998,1000,13,2,0,70,1
32751,1,1,2,1,1989,1000,13,2,0,75,1
32751,1,1,2,5,2006,400,13,2,0,,2
32772,2,2,1,1,2002,1500,13,2,0,90,1
32810,1,1,1,1,1991,430,13,2,0,80,1
32810,1,1,1,5,1972,300,13,2,0,,2
32822,1,1,1,1,1994,1812,13,2,0,100,1
32839,1,1,1,1,1998,1540,13,2,0,75,1
32861,1,1,1,1,1997,1500,12,2,0,80,1
32962,1,1,2,1,2004,1700,13,2,0,95,1
32982,1,1,2,5,1983,1050,3,2,0,,1
32987,1,1,2,1,1992,971,13,2,0,70,1
32987,2,2,1,1,1987,420,13,2,0,80,1
33036,1,1,1,1,2002,806,13,2,0,60,1
33219,4,1,1,1,1980,800,13,2,0,80,1
33228,1,1,1,7,1990,1548,13,2,0,,1
33228,2,1,1,2,1983,263,13,2,0,,1
33238,1,1,1,1,1981,620,13,2,0,80,1
33238,1,1,1,5,1995,650,13,2,0,,2
33245,1,1,1,1,1990,1500,13,2,0,80,1
33245,2,1,1,1,1990,273,13,2,0,50,1
33275,1,1,2,1,2001,1500,13,2,0,95,1
33275,2,1,2,1,2006,1350,13,2,0,75,1
33303,1,1,2,1,2002,1530,13,2,0,80,1
33303,2,2,2,1,2001,900,13,2,0,90,1
33328,2,1,1,1,1991,600,13,2,0,50,1
33328,3,1,1,1,1996,600,13,2,0,60,1
33336,2,2,1,1,1998,410,12,2,0,40,1
33336,2,2,1,5,1995,410,12,2,0,,2
33347,1,1,2,1,1996,1000,12,2,0,80,1
33347,1,1,1,4,1982,463,12,2,0,,2
33348,1,1,1,1,1994,1470,13,2,0,90,1
33348,2,2,1,4,1996,600,12,2,0,,1
33361,1,1,4,5,1988,1000,13,2,0,,1
33455,1,1,2,1,2003,1360,13,2,0,90,1
33479,1,1,1,1,1995,1700,13,2,0,70,1
33479,2,2,1,1,2001,1000,13,2,0,70,1
33604,1,1,1,2,1986,410,13,2,0,,1
33631,1,1,1,1,1994,950,13,2,0,80,1
33631,2,2,1,1,2005,441,13,2,0,20,1
33644,1,1,1,1,1990,800,13,2,0,80,1
33751,1,1,3,1,2006,2180,13,2,0,75,1
33751,2,1,3,1,1997,1700,13,2,0,75,1
33761,1,1,2,1,1999,1750,13,2,0,70,1
33773,1,1,1,5,2007,800,13,2,0,,1
33778,2,2,4,3,2002,440,12,2,0,,1
33823,1,1,1,5,2001,900,13,2,0,,1
33839,1,1,1,5,2007,526,13,2,0,,1
33888,1,1,1,1,1995,800,13,2,0,70,1
33888,1,1,1,5,1980,400,13,2,0,,2
33889,1,1,1,1,1996,1450,13,2,0,75,1
33889,2,2,1,1,2007,1150,13,2,0,70,1
33937,1,1,6,1,1995,100,13,2,0,80,1
33994,1,1,1,1,2003,1400,13,2,0,70,1
34199,1,1,1,1,2006,540,12,2,0,60,1
34199,2,1,1,1,2006,650,12,2,0,60,1
34211,1,1,1,1,1990,700,13,2,0,60,1
34211,2,1,1,1,1992,480,13,2,0,60,1
34230,1,1,1,5,1980,450,13,2,0,,1
34377,1,1,1,1,1995,1100,13,2,0,90,1
34396,2,1,1,5,1982,700,13,2,0,,1
34513,1,1,1,1,2007,1900,13,2,0,90,1
34525,1,1,1,1,2003,1400,13,2,0,90,1
34541,1,1,1,1,2000,1700,13,2,0,100,1
34732,1,1,1,1,1997,1000,13,2,0,70,1
34732,2,2,1,3,1974,450,13,2,0,,1
34778,1,1,1,5,2007,480,13,2,0,,1
34800,1,1,1,1,2003,425,13,2,0,70,1
34833,1,1,1,1,2000,1043,13,2,0,95,1
34833,2,2,1,7,1998,430,13,2,0,,1
34886,2,2,1,5,1999,1000,13,2,0,,1
35005,1,1,1,1,2005,1400,13,2,0,80,1
35005,2,1,1,3,2001,257,13,2,0,,1
35025,1,1,1,5,1994,800,13,2,0,,1
35234,1,1,1,1,1997,1374,13,2,0,80,1
35319,1,1,1,1,1990,418,12,2,0,70,1
35322,1,1,1,1,1989,750,13,2,0,80,1
35322,2,1,1,2,1997,,13,2,0,,1
35323,1,1,1,1,1997,755,13,2,0,60,1
35323,2,2,1,2,2007,250,13,2,0,,1
35326,1,1,1,1,1996,980,13,2,0,90,1
35326,2,2,2,1,2001,1600,13,2,0,80,1
35340,1,1,1,1,2000,760,13,2,0,80,1
35346,1,1,1,1,2006,400,13,2,0,70,1
35346,1,1,1,5,2006,600,13,2,0,,2
35349,1,1,1,1,1990,260,13,2,0,40,1
35349,1,1,6,1,1995,780,13,2,0,80,2
35355,1,1,2,5,2006,700,13,2,0,,1
35370,1,1,1,1,1993,570,13,2,0,80,1
35371,1,1,1,5,2001,600,13,2,0,,1
35372,3,1,1,4,1999,250,12,2,0,,1
35379,1,1,1,1,2006,1400,13,2,0,80,1
35401,1,1,1,5,1982,512,12,2,0,,1
35450,1,1,1,5,2002,800,13,2,0,,1
35458,1,1,1,1,2000,1400,13,2,0,60,1
35498,1,1,1,1,1992,900,13,2,0,90,1
35498,2,2,1,1,1993,560,13,2,0,70,1
35500,1,1,1,1,1989,1600,13,2,0,80,1
35507,2,1,1,1,1994,1600,14,2,0,100,1
35518,1,1,3,2,1998,500,13,2,0,,1
35518,2,1,2,1,1986,2500,13,2,0,80,1
35520,2,2,2,1,1993,1500,13,2,0,80,1
35600,1,1,1,1,1987,900,13,2,0,80,1
35640,1,1,1,1,2000,1258,13,2,0,80,1
35640,2,1,2,1,1991,1150,13,2,0,70,1
35643,2,1,1,1,2000,2200,13,2,0,70,1
35647,1,1,1,1,2004,1600,13,2,0,70,1
35676,1,1,1,1,1996,1300,13,2,0,80,1
35676,2,2,1,1,2001,830,13,2,0,80,1
35676,3,1,1,5,1992,450,13,2,0,,1
35676,3,1,1,5,1992,350,13,2,0,,2
35682,1,1,1,1,2007,1000,13,2,0,80,1
35718,1,1,2,1,2001,940,13,2,0,85,1
35718,1,1,1,5,1973,140,13,2,0,,2
35812,1,1,1,1,2006,1450,13,2,0,85,1
35862,1,1,1,1,2002,1400,13,2,0,60,1
35968,1,1,2,1,1988,1020,13,2,0,80,1
35968,1,1,2,5,1996,375,13,2,0,,2
36010,1,1,1,1,2006,1400,13,2,0,80,1
36067,1,1,4,3,1992,1700,12,2,0,,1
36073,1,1,1,1,2004,390,13,2,0,60,1
36073,2,1,1,1,1991,1560,13,2,0,80,1
36106,1,1,2,5,1992,1186,13,2,0,,1
36146,5,1,1,5,2002,500,13,2,0,,1
36146,5,1,1,3,2005,490,12,2,0,,2
36148,1,1,1,1,1990,510,13,2,0,45,1
36148,2,1,1,2,1996,400,13,2,0,,1
36186,1,1,1,1,1989,450,13,2,0,80,1
36249,1,1,1,1,1990,1500,13,2,0,80,1
36250,1,1,1,5,2008,400,6,2,0,,1
36321,1,1,1,1,2007,1850,13,2,0,95,1
36321,3,1,1,3,2000,700,13,2,0,,1
36376,1,1,2,1,1978,1320,13,2,0,80,1
36376,2,2,2,1,1997,1150,13,2,0,85,1
36378,1,1,1,1,2006,1100,13,2,0,40,1
36403,2,1,1,1,2000,1000,12,2,0,70,1
36407,1,1,1,5,1982,900,13,2,0,,1
36415,1,1,1,1,2004,1190,13,2,0,70,1
36427,1,1,1,1,2008,980,13,2,0,80,1
36492,1,1,1,1,1986,1250,13,2,0,86,1
36494,1,1,1,1,1994,800,13,2,0,60,1
36494,2,2,1,7,1994,432,13,2,0,,1
36524,1,1,1,1,2006,1800,13,2,0,70,1
36524,2,3,1,1,1990,1000,13,2,0,70,1
36596,1,1,1,5,1981,500,13,2,0,,1
36697,1,1,1,5,1991,250,13,2,0,,1
36822,1,1,4,3,1988,1200,13,2,0,,1
36849,1,1,1,1,1972,550,13,2,0,60,1
37001,1,1,1,1,1996,1700,13,2,0,90,1
37001,1,1,4,4,1977,1300,12,2,0,,2
37011,1,1,2,1,2004,1550,13,1,1500,90,1
37042,2,2,1,1,2006,1870,13,2,0,65,1
37287,1,1,1,1,2004,1024,12,2,0,80,1
37504,1,1,1,1,1986,2400,13,2,0,40,1
37504,1,1,1,1,1993,70,13,2,0,,2
37504,2,1,1,7,1990,550,13,2,0,,1
37521,1,1,2,1,2007,1640,13,2,0,80,1
37665,3,1,1,2,1990,510,13,2,0,,1
37677,1,1,1,1,1996,1600,13,2,0,70,1
37721,1,1,2,1,1995,880,13,2,0,80,1
37721,1,1,6,1,1995,100,13,2,0,20,2
37721,2,2,1,1,1994,400,13,2,0,50,1
37929,1,1,1,1,1983,560,13,2,0,40,1
37929,1,1,1,5,1992,250,12,2,0,,2
38018,1,1,1,1,1990,673,13,2,0,50,1
38018,1,1,2,1,1975,1238,13,2,0,80,2
38106,1,1,2,1,1997,1793,13,2,0,90,1
38106,2,1,1,1,1990,420,13,2,0,50,1
38118,1,1,2,1,1985,1815,13,2,0,100,1
38121,1,1,2,1,1994,1100,13,2,0,100,1
38121,2,1,1,1,1991,840,13,2,0,80,1
38121,3,1,1,4,1988,260,12,2,0,,1
38121,3,1,1,5,1985,390,12,2,0,,2
38121,3,1,1,3,1992,400,12,2,0,,3
38128,1,1,1,1,2007,620,13,2,0,50,1
38153,1,1,1,1,2000,1130,13,2,0,80,1
38153,2,2,1,1,2004,430,13,2,0,50,1
38160,1,1,1,1,1991,900,13,2,0,100,1
38160,1,1,4,3,1985,365,12,2,0,,2
38160,2,1,1,4,1990,400,13,2,0,,1
38169,1,1,6,1,1991,1000,12,2,0,50,1
38169,1,1,1,3,2008,500,3,1,2600,,2
38169,2,1,6,1,1993,850,12,2,0,45,1
38169,2,1,1,2,1994,100,13,2,0,,2
38177,1,1,2,1,1977,1400,13,2,0,100,1
38177,1,1,1,1,1986,100,13,2,0,40,2
38177,2,2,3,3,1990,260,13,2,0,,1
38230,1,1,1,5,1988,700,13,2,0,,1
38261,1,1,1,1,1994,1450,13,2,0,90,1
38261,2,2,1,4,2005,243,13,2,0,,1
38272,1,1,2,1,2002,1400,13,2,0,80,1
38349,1,1,1,1,1999,1300,13,2,0,80,1
38349,2,1,1,3,2005,300,13,2,0,,1
38362,1,1,1,1,1985,1380,13,2,0,60,1
38362,2,2,1,1,1987,450,13,2,0,50,1
38362,2,2,1,3,2008,450,13,2,0,,2
38426,1,1,1,1,2001,813,12,2,0,70,1
38426,2,1,1,1,2005,,12,2,0,2,1
38431,1,1,1,1,1990,1100,13,2,0,80,1
38431,2,1,1,1,1998,450,13,2,0,50,1
38481,1,1,1,1,1978,600,13,2,0,60,1
38481,1,1,1,3,2006,400,12,2,0,,2
38481,1,1,1,5,1988,500,13,2,0,,3
38493,1,1,2,1,1991,1600,13,2,0,75,1
38493,1,1,2,5,2007,360,13,2,0,,2
38496,1,1,1,1,2004,430,13,2,0,50,1
38496,1,1,1,5,2005,330,13,2,0,,2
38499,1,1,1,1,1985,1000,13,2,0,70,1
38499,2,2,1,1,1988,400,13,2,0,30,1
38797,1,1,1,5,1984,900,12,2,0,,1
38800,1,1,2,1,1990,1300,13,2,0,90,1
38885,1,1,1,1,1996,1400,13,2,0,75,1
38903,1,1,1,1,1992,800,13,2,0,70,1
38909,1,1,1,1,1982,400,13,2,0,80,1
38909,1,1,2,1,1982,600,13,2,0,80,2
38939,2,1,1,1,1997,1400,13,2,0,70,1
38940,1,1,1,1,1994,1000,13,2,0,80,1
38940,2,1,2,1,2003,1200,13,2,0,75,1
38957,1,1,1,1,1985,1400,13,2,0,90,1
38964,1,1,2,5,1982,830,13,2,0,,1
38979,1,1,1,1,2003,600,13,2,0,60,1
38979,1,1,1,5,2000,230,13,2,0,,2
38992,1,1,2,1,1992,1000,13,2,0,60,1
38992,2,1,1,1,2007,2200,13,2,0,80,1
38995,1,1,2,1,2007,1740,13,2,0,80,1
39055,1,1,2,1,1986,1200,13,2,0,100,1
39055,1,1,2,6,1944,160,12,2,0,,2
39055,2,2,1,1,1993,460,13,2,0,60,1
39057,1,1,2,1,1991,1600,13,2,0,100,1
39057,2,2,1,1,1985,1600,13,2,0,90,1
39058,1,1,1,1,2004,1200,13,2,0,80,1
39060,1,1,1,1,1985,579,13,2,0,60,1
39061,1,1,1,1,1993,1800,13,2,0,80,1
39083,1,1,1,1,1984,1500,13,2,0,80,1
39083,3,3,1,1,2008,440,13,2,0,80,1
39086,1,1,1,1,2002,600,13,2,0,60,1
39086,2,2,2,1,1985,1500,13,2,0,80,1
39095,1,1,1,1,1970,1600,13,2,0,80,1
39111,1,1,1,1,1980,545,13,2,0,50,1
39111,1,1,1,5,1991,440,13,2,0,,2
39125,2,2,1,1,1997,1100,13,2,0,70,1
39218,1,1,1,1,2001,1800,13,2,0,80,1
