nquest,nord,intper,entepen,tipopen,decor,tpens,mesipen,arret,tarret,quotape,npens
630650,1,1,1,5,2005,600,13,2,0,,2
630743,1,1,2,1,1986,2500,13,2,0,80,1
630858,1,1,1,1,2005,1400,13,2,0,80,1
630858,2,2,1,1,2005,490,13,2,0,50,1
631016,1,1,1,1,1992,2490,13,2,0,80,1
631016,2,1,1,1,1999,1290,13,2,0,90,1
631019,1,1,1,1,1955,508,13,2,0,40,1
631019,1,1,1,5,1979,698,13,2,0,,2
631019,2,1,1,1,2003,1090,13,2,0,90,1
631233,1,1,1,1,1993,730,13,2,0,50,1
631233,2,2,2,1,2002,1350,13,2,0,100,1
631237,1,1,1,1,2005,1200,13,2,0,70,1
631237,2,2,1,1,2008,212,13,2,0,70,1
631306,1,1,1,1,2006,1120,13,2,0,90,1
631306,4,1,1,4,1995,240,13,2,0,,1
631431,1,1,1,1,1995,1140,13,2,0,90,1
631712,1,1,1,1,1994,800,13,2,0,80,1
631712,1,1,4,4,1988,90,12,2,0,,2
631954,1,1,1,1,2006,11500,13,2,0,65,1
631981,1,1,1,1,2001,957,13,2,0,60,1
632044,1,1,1,1,1998,1100,13,2,0,70,1
632044,2,2,1,1,1999,500,13,2,0,40,1
632059,1,1,1,1,2004,700,13,2,0,40,1
632059,2,3,1,4,1989,700,13,2,0,,1
632059,2,3,1,4,1989,400,12,2,0,,2
632059,3,3,1,1,2004,500,13,2,0,20,1
632099,1,1,1,1,2000,920,13,2,0,90,1
632118,1,1,1,1,1996,2200,13,2,0,86,1
632270,2,1,1,3,1974,417,13,2,0,,1
632293,1,1,1,1,1990,500,13,2,0,80,1
632293,2,2,1,1,2001,420,13,2,0,80,1
633402,1,1,1,1,2007,1850,13,2,0,80,1
633606,1,1,1,1,1982,900,13,1,200,80,1
633606,1,1,2,1,1978,900,13,2,0,80,2
633606,1,1,1,4,2002,480,13,2,0,,3
633606,2,2,1,1,1980,900,13,2,0,80,1
633941,1,1,1,1,1990,800,13,2,0,70,1
633951,1,1,1,1,1997,2000,13,2,0,90,1
633951,2,1,1,3,1993,400,13,2,0,,1
634442,1,1,1,1,1997,1100,13,2,0,60,1
634442,2,2,1,3,2002,120,13,2,0,,1
634481,1,1,1,1,2003,440,13,2,0,50,1
634481,2,2,1,1,2001,560,13,2,0,50,1
634743,1,1,1,1,1988,850,13,2,0,70,1
634769,1,1,1,1,2000,802,13,2,0,50,1
634769,2,2,1,3,2002,500,13,2,0,,1
634810,1,1,5,1,1995,1300,13,2,0,70,1
634810,2,2,1,1,1990,500,13,2,0,50,1
634935,1,1,1,1,1986,1100,12,2,0,80,1
634935,1,1,1,5,1998,164,12,2,0,,2
634985,4,1,1,4,2003,238,12,2,0,,1
635007,1,1,1,1,1994,440,13,2,0,50,1
635007,2,2,1,1,1991,700,13,2,0,60,1
635047,1,1,1,1,1997,920,13,2,0,80,1
635047,2,2,1,1,2004,680,13,2,0,80,1
635180,1,1,1,1,2008,1100,13,2,0,30,1
635210,1,1,1,5,1990,460,13,2,0,,1
635258,1,1,1,5,1992,620,13,2,0,,1
635334,1,1,1,1,1983,1140,13,2,0,80,1
635334,2,2,1,2,1995,460,13,2,0,,1
635443,1,1,3,4,1987,675,12,2,0,,1
635484,1,1,1,1,1998,650,12,2,0,60,1
635514,1,1,1,3,1998,680,12,2,0,,1
635964,2,1,2,1,1982,900,13,2,0,80,1
635964,3,3,1,1,1992,530,13,2,0,60,1
635964,3,3,1,4,2000,250,13,2,0,,2
636185,1,1,1,5,1989,900,12,2,0,,1
636185,2,2,1,3,2007,250,12,2,0,,1
636206,1,1,1,1,1993,900,13,2,0,80,1
636206,2,1,1,3,1999,300,13,2,0,,1
636258,1,1,1,1,1999,1980,13,2,0,80,1
636277,1,1,1,1,2006,1280,13,2,0,80,1
636289,1,1,1,1,2004,1570,13,2,0,80,1
636289,2,2,1,1,1992,730,13,2,0,80,1
636297,2,1,1,1,2006,2400,13,2,0,80,1
636304,1,1,1,1,1991,999,13,2,0,90,1
636309,1,1,1,1,2004,898,13,2,0,40,1
636309,2,2,1,1,1999,999,13,2,0,80,1
636401,1,1,1,1,1998,650,13,2,0,70,1
636401,2,2,1,1,1994,430,13,1,220,70,1
636407,1,1,2,1,2007,860,13,2,0,75,1
636418,1,1,1,1,1993,395,13,2,0,50,1
636418,2,2,1,1,1992,420,13,2,0,60,1
636558,1,1,1,1,2006,1800,12,2,0,90,1
636708,1,1,1,1,1968,900,13,2,0,60,1
636708,1,1,3,7,1975,1400,12,2,0,,2
636856,1,1,1,1,1993,533,13,2,0,60,1
637009,2,2,1,1,2002,1040,13,2,0,80,1
637242,1,1,1,5,2003,460,13,2,0,,1
637619,1,1,2,1,1986,1627,13,2,0,105,1
637619,2,2,1,1,1992,443,13,2,0,70,1
637701,1,1,1,1,1996,11000,13,2,0,80,1
637711,1,1,1,5,1995,1500,13,2,0,,1
637728,1,1,1,5,1993,500,13,2,0,,1
637869,1,1,2,1,2004,890,13,2,0,70,1
638132,1,1,1,1,1995,500,12,2,0,60,1
638132,2,1,1,1,1986,900,12,1,300,70,1
638225,1,1,1,1,2006,1960,13,2,0,80,1
638225,2,2,1,1,1993,660,13,2,0,70,1
638250,1,1,1,1,2005,900,13,2,0,70,1
638322,1,1,1,1,1996,800,13,2,0,40,1
638322,2,2,1,1,1993,450,13,2,0,60,1
638422,1,1,1,1,1992,748,13,2,0,60,1
638423,1,1,2,1,2001,1420,13,2,0,92,1
638423,2,1,1,5,1995,480,13,2,0,,1
638670,1,1,1,5,1992,970,13,2,0,,1
638769,1,1,1,1,1991,300,13,2,0,60,1
638769,1,1,2,5,1998,711,13,2,0,,2
638906,1,1,1,1,2007,1250,13,2,0,60,1
638981,1,1,1,5,1975,630,13,2,0,,1
638981,1,1,1,4,2001,230,13,2,0,,2
639013,2,1,1,1,2000,900,13,2,0,60,1
639013,2,1,1,3,2001,400,13,2,0,,2
639089,1,1,1,1,2006,880,13,2,0,80,1
639089,1,1,1,5,1986,400,13,2,0,,2
639129,1,1,1,1,1964,200,13,2,0,50,1
639129,1,1,1,5,1986,700,13,2,0,,2
639140,2,3,1,1,2001,715,13,2,0,80,1
639292,2,1,1,2,1995,350,13,2,0,,1
639292,2,1,1,5,2005,550,13,2,0,,2
639373,1,1,1,1,2007,450,13,2,0,70,1
639373,2,1,1,1,1992,430,13,2,0,70,1
639373,3,1,1,1,1980,460,13,2,0,110,1
639502,1,1,1,1,2003,2200,13,2,0,80,1
639575,1,1,1,1,1998,800,13,2,0,70,1
639591,1,1,1,1,1994,1300,13,2,0,80,1
639591,2,2,1,2,2002,800,13,2,0,,1
639625,1,1,1,1,1996,1096,13,2,0,80,1
639625,2,1,1,1,1980,1008,13,2,0,70,1
639850,1,1,1,1,1984,1000,12,2,0,90,1
640164,1,1,1,1,2006,2000,13,2,0,80,1
640164,2,1,1,1,2008,580,13,2,0,40,1
640220,1,1,1,1,2004,125,13,2,0,40,1
640220,1,1,1,5,1987,402,13,2,0,,2
640220,1,1,4,4,2001,125,13,2,0,,3
640250,1,1,1,1,2006,2300,13,2,0,45,1
640250,2,1,1,1,2002,1050,13,2,0,60,1
640509,1,1,1,5,1990,780,13,2,0,,1
640691,1,1,2,1,1988,1700,13,2,0,90,1
640775,2,1,1,1,2004,1070,13,2,0,80,1
640790,1,1,1,3,1987,180,13,2,0,,1
640790,1,1,1,5,2007,870,13,2,0,,2
640837,1,1,1,1,1994,1190,13,2,0,82,1
640837,2,2,1,1,1989,950,13,2,0,70,1
640954,1,1,1,1,1997,1270,13,2,0,70,1
640954,2,1,1,1,1999,950,13,2,0,80,1
640994,1,1,1,1,1995,540,13,2,0,70,1
640994,2,1,1,1,1998,900,13,2,0,80,1
641030,1,1,1,1,2002,920,13,2,0,70,1
641305,1,1,4,3,1983,128,12,1,230,,1
641491,1,1,2,1,2004,1100,13,2,0,80,1
641624,1,1,1,1,1996,1600,12,2,0,80,1
641628,1,1,1,1,1994,1500,13,2,0,98,1
642108,1,1,1,1,1980,510,13,2,0,70,1
648572,1,1,1,6,1988,390,12,2,0,,1
648572,2,1,1,2,2002,590,13,2,0,,1
648636,2,1,1,5,1988,630,13,2,0,,1
648725,1,1,1,5,2000,600,13,2,0,,1
648756,2,1,1,1,2005,960,13,2,0,50,1
648759,1,1,1,1,2007,447,13,1,150,30,1
648790,1,1,1,1,1986,1190,13,2,0,60,1
648841,1,1,1,1,2005,1098,13,2,0,90,1
648841,2,1,4,3,2007,520,12,2,0,,1
648843,1,1,3,5,1966,1050,13,2,0,,1
648853,1,1,1,5,1992,780,13,2,0,,1
648863,1,1,1,1,1987,780,13,2,0,80,1
648863,1,1,1,5,2004,500,13,2,0,,2
648876,1,1,1,1,1996,740,13,2,0,80,1
648876,2,1,1,1,1985,630,14,2,0,80,1
649067,1,1,1,1,1987,1450,13,2,0,80,1
649071,1,1,1,1,2001,1030,13,1,2000,60,1
649120,1,1,1,1,1997,1250,13,2,0,80,1
649167,1,1,2,1,2003,1100,13,2,0,90,1
649207,1,1,1,1,1990,400,13,2,0,60,1
649207,2,2,1,1,1996,400,13,2,0,80,1
649223,1,1,1,5,1985,610,13,2,0,,1
649224,1,1,1,1,1987,715,13,2,0,80,1
649224,2,2,1,2,1996,315,13,2,0,,1
649233,1,1,1,3,1978,360,13,2,0,,1
649233,1,1,1,5,1987,210,13,2,0,,2
649374,1,1,1,1,1990,690,13,2,0,70,1
649374,2,1,1,1,1982,520,13,2,0,70,1
649391,1,1,1,1,1989,665,13,2,0,70,1
649391,1,1,1,5,1988,199,13,2,0,,2
649393,2,1,1,1,2008,1248,13,2,0,95,1
650055,1,1,1,5,1987,780,13,2,0,,1
650059,1,1,1,1,2002,1380,13,2,0,70,1
650063,1,1,2,1,1986,580,13,2,0,80,1
650063,2,2,1,2,2003,180,13,2,0,,1
650079,1,1,1,5,1990,420,13,2,0,,1
650091,2,1,1,1,2005,900,13,2,0,80,1
650101,1,1,3,5,1996,745,13,2,0,,1
670338,1,1,1,1,1998,1100,12,2,0,90,1
670338,2,3,1,1,2003,600,12,2,0,80,1
670362,1,1,1,1,2007,500,13,2,0,70,1
670362,2,2,1,1,2004,700,13,2,0,70,1
670498,1,1,1,1,2004,1200,13,2,0,80,1
670498,1,1,1,5,1995,560,13,2,0,,2
670565,1,1,1,1,1991,1400,13,2,0,75,1
670652,1,1,1,1,1991,1260,13,2,0,90,1
670652,1,1,1,5,1987,930,13,2,0,,2
670668,1,1,1,1,2008,1000,2,2,0,65,1
670670,1,1,1,1,2000,14000,12,2,0,,1
670670,2,2,1,2,2004,5000,12,2,0,,1
670697,1,1,1,3,1976,245,12,1,360,,1
670697,1,1,1,5,2001,850,12,2,0,,2
670698,1,1,1,1,1992,1210,13,2,0,80,1
670698,2,1,1,1,1984,1150,13,2,0,75,1
670749,1,1,1,1,1996,720,13,2,0,70,1
670762,1,1,1,1,2008,500,6,2,0,50,1
670797,1,1,5,1,2004,1600,13,2,0,75,1
670799,1,1,1,1,1997,729,13,2,0,60,1
670799,1,1,1,5,1998,339,13,2,0,,2
670853,1,1,1,5,2000,400,12,2,0,,1
670853,5,1,1,2,2007,400,12,2,0,,1
670853,5,1,1,1,1998,500,12,2,0,50,2
670853,6,1,4,2,2005,400,12,2,0,,1
670858,1,1,1,5,2002,450,12,2,0,,1
670947,1,1,1,4,2006,300,13,2,0,,1
670947,2,1,1,1,2001,2600,13,2,0,50,1
670987,1,1,1,5,1998,800,13,2,0,,1
671023,1,1,2,5,1997,1650,13,2,0,,1
671023,2,1,1,3,1987,250,13,2,0,,1
671023,2,1,2,5,1997,700,13,2,0,,2
671096,1,1,1,1,1982,900,13,2,0,80,1
671096,2,2,1,1,1982,720,13,2,0,70,1
671104,1,1,1,1,1991,420,13,2,0,90,1
671104,2,1,1,1,1987,800,13,2,0,80,1
671104,2,1,3,3,2006,300,12,2,0,,2
671105,1,1,1,1,1993,600,13,2,0,70,1
671105,1,1,1,5,2000,400,13,2,0,,2
671105,2,2,1,4,2006,610,13,2,0,,1
671105,2,2,4,3,2000,120,12,2,0,,2
671135,1,1,1,1,1979,700,13,2,0,60,1
671149,1,1,1,1,1978,1250,13,2,0,70,1
671149,1,1,5,1,1978,1000,12,2,0,60,2
671150,2,1,1,1,2001,1000,13,2,0,80,1
671173,1,1,1,1,1996,989,13,2,0,80,1
671197,1,1,1,5,1991,1355,13,2,0,,1
671200,1,1,1,1,1988,440,13,2,0,90,1
671200,2,2,1,1,1989,650,13,2,0,80,1
671235,1,1,1,1,1989,700,13,2,0,70,1
671235,2,2,1,1,2003,530,13,2,0,50,1
671296,1,1,1,1,1990,600,13,2,0,60,1
671372,1,1,5,1,2002,700,13,2,0,25,1
671372,2,1,5,1,1999,500,13,2,0,40,1
671408,1,1,1,4,1980,700,13,2,0,,1
671431,1,1,2,1,2006,3600,13,2,0,90,1
671431,2,1,1,3,2006,240,13,2,0,,1
671512,1,1,1,1,1982,720,13,2,0,80,1
671512,1,1,1,5,1995,870,13,2,0,,2
671568,1,1,1,1,1997,625,13,2,0,50,1
671568,1,1,1,5,2007,429,13,2,0,,2
671582,1,1,1,1,2001,960,13,2,0,60,1
671582,2,2,1,1,1995,900,13,2,0,70,1
671611,1,1,1,5,2008,800,12,2,0,,1
671645,1,1,1,1,1957,770,13,2,0,70,1
671645,2,1,1,1,2005,410,13,2,0,70,1
671685,1,1,1,1,1987,500,13,2,0,50,1
671685,1,1,1,5,1987,440,13,2,0,,2
671698,1,1,1,1,1980,500,12,2,0,70,1
671732,1,1,1,1,1992,500,13,2,0,50,1
671732,2,2,1,2,1991,300,13,2,0,,1
671739,1,1,2,1,2008,3350,13,2,0,80,1
671838,1,1,1,1,1996,798,13,2,0,30,1
671900,1,1,1,5,1998,685,13,2,0,,1
671904,1,1,1,1,2004,890,13,2,0,80,1
671904,2,1,1,1,2004,500,13,2,0,70,1
671905,1,1,1,1,1990,840,13,2,0,80,1
671978,1,1,1,1,2006,900,13,2,0,70,1
672032,1,1,1,1,1987,1095,13,2,0,90,1
672032,2,1,1,1,1991,1130,13,2,0,95,1
672065,1,1,2,1,1994,1100,13,2,0,70,1
672065,2,2,2,1,2002,1100,13,2,0,80,1
672188,1,1,1,1,1993,700,13,2,0,80,1
672188,2,2,1,1,2000,450,13,2,0,40,1
672193,1,1,1,1,1985,1200,13,2,0,90,1
672228,1,1,1,1,1993,699,13,2,0,60,1
672228,2,2,1,1,1993,828,13,2,0,80,1
672301,3,1,1,5,1986,1200,12,2,0,,1
672351,1,1,1,1,1990,750,13,2,0,80,1
672365,1,1,1,1,1989,700,13,2,0,70,1
672365,2,2,1,1,1990,453,13,2,0,70,1
672369,2,1,1,1,1987,750,13,2,0,70,1
672404,1,1,1,1,1995,900,13,2,0,80,1
672410,1,1,1,1,1995,1250,13,2,0,50,1
672430,2,2,1,1,1998,1250,13,2,0,80,1
672486,1,1,1,1,1998,1000,13,2,0,100,1
672521,1,1,1,1,2001,2300,13,2,0,80,1
672521,2,1,1,1,2003,360,13,2,0,50,1
672530,1,1,1,5,1992,500,13,2,0,,1
672530,1,1,1,1,1990,60,13,2,0,20,2
672541,1,1,1,1,2000,1500,13,2,0,75,1
672541,2,2,1,1,1996,1790,13,2,0,90,1
672575,1,1,1,1,1998,630,13,2,0,80,1
672620,1,1,1,3,2005,700,13,2,0,,1
672631,1,1,1,5,1975,600,13,2,0,,1
672652,1,1,1,5,1980,1000,12,2,0,,1
672679,1,1,1,1,2000,1630,13,2,0,70,1
672683,1,1,1,5,1995,500,13,2,0,,1
672712,1,1,1,1,1998,800,13,2,0,80,1
672712,2,1,1,3,1993,1600,13,2,0,,1
672729,2,1,1,1,1980,500,13,2,0,50,1
672760,1,1,2,1,2005,1790,13,2,0,100,1
672813,1,1,1,5,1984,800,13,2,0,,1
672813,2,1,3,4,1987,250,13,2,0,,1
672814,1,1,6,1,1984,600,13,2,0,70,1
672814,2,2,6,1,1984,500,13,2,0,70,1
672833,1,1,1,5,1993,700,13,2,0,,1
672854,1,1,1,1,2002,400,12,2,0,30,1
672854,2,2,1,1,2002,400,12,2,0,20,1
672864,1,1,1,1,1981,900,13,2,0,70,1
672872,1,1,1,1,1995,1300,12,2,0,90,1
672943,1,1,1,1,1995,473,12,2,0,80,1
672943,2,2,1,1,1994,465,12,2,0,80,1
672949,1,1,1,1,2002,919,13,2,0,90,1
672985,1,1,1,7,1992,3000,13,2,0,90,1
672985,2,1,3,1,2000,900,13,2,0,80,1
673005,1,1,1,1,2007,1200,13,2,0,70,1
673032,1,1,1,1,1991,516,13,2,0,50,1
673032,1,1,1,5,1993,200,12,2,0,,2
673050,1,1,1,1,2008,475,13,2,0,40,1
673050,2,2,1,1,2002,1475,13,2,0,100,1
673051,1,1,1,1,1978,830,13,2,0,80,1
673054,1,1,1,1,1984,1500,13,2,0,70,1
673054,2,2,1,1,1977,250,13,2,0,60,1
673093,1,1,1,1,2006,740,13,2,0,80,1
673147,1,1,1,1,2004,320,13,2,0,40,1
673147,2,1,1,1,1994,1500,13,2,0,80,1
673269,2,1,1,1,1996,1650,12,2,0,100,1
673269,2,1,6,1,1996,60,12,2,0,10,2
673269,3,1,1,5,1976,700,12,2,0,,1
673269,4,1,1,4,1974,500,12,2,0,,1
673269,4,1,1,4,1982,550,12,2,0,,2
673287,1,1,2,1,2006,1900,13,2,0,95,1
673344,1,1,1,3,1969,660,12,2,0,,1
673344,2,2,1,3,1973,560,12,2,0,,1
673364,1,1,1,5,1983,700,13,2,0,,1
673371,1,1,1,1,1987,710,13,2,0,80,1
673377,1,1,2,5,2000,920,13,2,0,,1
673399,1,1,1,1,1987,1150,13,2,0,70,1
673399,2,2,1,1,1991,455,13,2,0,50,1
673419,1,1,1,5,2007,587,13,2,0,,1
673421,1,1,1,1,1986,1190,13,2,0,80,1
673421,2,1,1,5,1989,630,13,2,0,,1
673424,1,1,1,1,2001,1148,13,2,0,90,1
673481,2,1,1,5,2006,599,12,2,0,,1
673531,1,1,2,1,2007,2006,13,2,0,90,1
673531,2,2,2,1,1990,900,13,2,0,60,1
673540,1,1,1,1,1989,450,13,2,0,60,1
673540,1,1,1,5,1999,350,13,2,0,,2
673545,1,1,2,1,1977,1706,13,2,0,80,1
673559,1,1,1,1,1986,750,13,2,0,80,1
673559,2,1,3,4,1990,300,13,2,0,,1
673567,1,1,1,3,1975,630,13,2,0,,1
673568,1,1,1,7,1992,720,13,2,0,,1
673570,2,1,1,1,2007,1000,13,2,0,80,1
673657,1,1,1,1,2007,1400,13,2,0,60,1
673657,2,2,1,1,2003,1200,13,2,0,80,1
673661,1,1,2,1,2005,1400,13,2,0,80,1
673682,1,1,1,1,2008,750,9,1,3500,80,1
673695,1,1,1,1,2005,960,13,2,0,80,1
673748,1,1,1,1,1970,800,13,2,0,70,1
673812,1,1,1,1,2001,1098,13,2,0,80,1
673816,1,1,1,1,2003,369,13,2,0,40,1
673816,2,1,1,1,1997,1270,13,2,0,90,1
673827,1,1,1,1,2001,980,13,2,0,80,1
673827,2,1,1,1,2006,420,13,2,0,80,1
673828,1,1,1,1,1990,2000,13,2,0,80,1
673857,1,1,1,5,1992,450,13,2,0,,1
673859,1,1,1,5,1993,1200,13,2,0,,1
673864,1,1,1,5,2000,900,13,2,0,,1
673880,1,1,1,5,1995,960,13,2,0,,1
673905,1,1,2,1,2005,1600,13,2,0,90,1
673925,1,1,2,1,2006,1245,13,2,0,90,1
673963,1,1,1,1,1989,1189,13,2,0,85,1
673963,1,1,1,3,2003,539,13,2,0,,2
673970,1,1,1,1,2003,1300,13,2,0,80,1
673993,1,1,2,5,2006,2200,13,2,0,,1
674063,1,1,1,1,1979,510,13,2,0,80,1
674063,1,1,1,5,1994,680,13,2,0,,2
674111,1,1,1,1,1985,702,12,2,0,50,1
674141,1,1,1,5,1979,1400,13,2,0,,1
674148,1,1,1,1,1993,750,13,2,0,80,1
674176,2,2,1,1,1998,1400,13,2,0,80,1
674180,1,1,1,1,1992,1400,12,2,0,70,1
674196,1,1,1,1,1999,1000,13,2,0,70,1
674196,2,2,1,1,2007,700,13,2,0,50,1
674237,1,1,2,1,1990,980,13,2,0,80,1
674280,1,1,1,5,1975,700,13,2,0,,1
674280,1,1,1,1,1996,178,13,2,0,50,2
674283,1,1,1,1,2000,700,13,2,0,80,1
674285,1,1,1,1,1994,900,13,2,0,70,1
674307,1,1,1,1,1988,1198,13,2,0,95,1
674307,1,1,1,5,1998,600,13,2,0,,2
674328,1,1,1,1,2006,750,13,2,0,30,1
674352,1,1,1,2,1973,2000,13,2,0,,1
674353,1,1,1,5,2008,720,13,2,0,,1
674354,2,2,1,1,2003,600,13,2,0,150,1
674354,3,1,1,1,1995,1200,13,2,0,100,1
674373,1,1,1,5,1998,750,13,2,0,,1
674380,1,1,1,1,2001,1650,13,2,0,80,1
674440,1,1,1,1,1992,670,13,2,0,40,1
674440,2,2,1,1,1991,630,13,2,0,80,1
674461,1,1,1,1,1982,1127,13,2,0,80,1
674461,2,1,1,1,1985,456,13,2,0,60,1
674489,1,1,1,1,1996,620,13,2,0,50,1
674489,1,1,1,5,2006,250,13,2,0,,2
674572,1,1,1,5,2006,540,13,2,0,,1
674679,2,1,1,5,2007,900,13,2,0,,1
674686,2,1,1,1,2007,580,13,2,0,40,1
674686,4,1,1,1,1982,620,13,2,0,80,1
674686,5,1,1,1,1980,600,13,2,0,70,1
674686,6,1,1,1,1985,700,13,2,0,40,1
674686,6,1,1,5,2001,150,13,2,0,,2
674711,1,1,1,1,1987,2200,13,2,0,70,1
674747,1,1,1,1,1993,1570,13,2,0,80,1
674768,1,1,1,1,2008,198,13,2,0,20,1
674768,2,1,1,1,2002,1358,13,2,0,95,1
674779,1,1,1,1,1994,950,13,2,0,74,1
674781,1,1,1,1,1991,1200,13,2,0,75,1
674781,2,1,1,1,2001,680,13,2,0,50,1
674800,1,1,1,1,2006,,12,2,0,50,1
674815,1,1,1,1,1995,550,13,2,0,70,1
674818,1,1,1,1,1987,1300,13,2,0,100,1
674818,2,2,1,1,1988,530,13,2,0,90,1
674844,1,1,1,1,1986,1000,13,2,0,80,1
674844,2,2,1,1,1993,430,13,2,0,80,1
674909,1,1,2,5,2005,685,13,2,0,,1
674968,2,2,3,1,1987,1250,13,2,0,100,1
675004,1,1,1,4,1966,900,13,2,0,,1
675015,1,1,1,1,2006,720,13,2,0,70,1
675044,2,1,1,1,2003,1046,13,2,0,90,1
675086,1,1,1,1,2005,1200,13,2,0,90,1
675086,1,1,1,5,1998,310,13,2,0,,2
675148,1,1,1,1,1986,750,12,2,0,65,1
675148,1,1,1,1,1992,840,12,2,0,70,2
675223,1,1,1,1,1996,850,13,2,0,60,1
675263,1,1,1,1,2003,700,13,2,0,40,1
675263,2,2,2,1,1983,800,13,2,0,50,1
675265,1,1,1,1,2007,770,13,2,0,80,1
675265,3,1,1,4,2001,240,13,2,0,,1
675265,4,1,1,1,1978,500,13,2,0,60,1
675265,4,1,1,5,1987,320,13,2,0,,2
675273,1,1,1,1,1997,1470,12,2,0,70,1
675277,1,1,1,1,1984,1300,13,2,0,90,1
675327,1,1,1,3,1985,460,13,2,0,,1
675333,1,1,1,1,1995,520,13,2,0,70,1
675346,1,1,2,5,2004,700,13,2,0,,1
675355,1,1,1,1,1980,448,13,2,0,30,1
675355,2,2,1,1,1985,448,13,2,0,30,1
675386,1,1,1,1,1993,800,13,2,0,70,1
675386,2,1,1,2,1988,400,13,2,0,,1
675407,1,1,1,5,1998,620,13,1,100,,1
675427,1,1,3,2,1987,470,12,2,0,,1
675472,1,1,1,1,2000,814,13,1,120,65,1
675482,1,1,1,1,1990,1300,13,2,0,95,1
675482,2,1,1,1,2007,90,13,2,0,,1
675524,1,1,1,6,1958,680,13,2,0,,1
675524,1,1,1,5,1986,690,13,2,0,,2
675542,1,1,1,1,1996,1071,13,2,0,95,1
675543,1,1,1,1,2003,590,13,2,0,80,1
675543,1,1,1,5,2002,510,13,2,0,,2
675546,1,1,1,1,1984,1020,13,2,0,100,1
675546,1,1,1,5,2007,1010,13,2,0,,2
675575,1,1,1,1,1990,700,12,2,0,75,1
675575,2,1,1,1,1985,800,12,2,0,50,1
675645,1,1,1,1,1999,900,13,2,0,15,1
675656,2,1,1,1,1984,900,13,2,0,80,1
675656,3,1,1,1,2003,400,13,2,0,80,1
675667,1,1,1,1,1997,850,13,2,0,60,1
675675,1,1,1,1,1997,750,12,2,0,70,1
675685,1,1,1,3,2004,240,13,2,0,,1
675685,2,2,6,1,1980,140,13,2,0,70,1
675717,1,1,1,2,1983,400,12,2,0,,1
675717,1,1,1,4,2000,400,12,2,0,,2
675717,2,1,1,4,1972,600,12,2,0,,1
675729,1,1,1,1,2004,1400,13,2,0,70,1
675739,1,1,1,5,1993,430,13,2,0,,1
675746,1,1,1,1,1992,920,13,2,0,80,1
675746,2,2,1,1,2001,870,13,2,0,80,1
675755,1,1,1,1,1998,2200,13,2,0,40,1
675757,1,1,1,1,1994,533,13,2,0,40,1
675801,1,1,4,1,1994,230,12,2,0,25,1
675829,4,2,6,1,1988,480,12,2,0,50,1
675829,5,2,1,1,1986,451,13,2,0,50,1
675904,1,1,1,1,1992,415,13,2,0,60,1
675904,1,1,1,5,2007,270,13,2,0,,2
675906,1,1,1,1,1994,711,13,2,0,70,1
675906,1,1,1,4,1992,226,12,1,170,,2
675906,1,1,1,3,2006,438,13,2,0,,3
675906,2,2,1,1,1990,420,13,2,0,60,1
675913,1,1,2,1,1989,1700,13,2,0,100,1
675913,1,1,1,5,1996,105,12,2,0,,2
675953,1,1,1,1,2008,1500,13,2,0,90,1
675978,1,1,1,5,1998,400,13,2,0,,1
675983,2,1,3,1,1988,1300,13,2,0,80,1
675994,1,1,6,1,1982,2800,13,2,0,70,1
675994,2,1,1,1,2003,440,13,2,0,40,1
676005,1,1,1,1,1993,1600,13,2,0,95,1
676017,1,1,2,1,1982,1238,13,2,0,80,1
676017,1,1,1,5,1975,163,13,2,0,,2
676030,1,1,1,1,1994,1520,13,2,0,90,1
676034,1,1,1,1,1995,1170,13,2,0,80,1
676034,2,2,1,1,2000,990,13,2,0,80,1
676060,1,1,1,1,1995,1400,13,2,0,87,1
676060,2,1,1,1,1998,410,13,2,0,75,1
676063,1,1,1,1,1988,1100,13,2,0,88,1
676110,1,1,3,2,1999,450,13,2,0,,1
676173,1,1,3,5,2008,916,13,2,0,,1
676173,2,1,1,5,1988,600,13,2,0,,1
676177,1,1,1,5,1969,720,13,2,0,,1
676193,1,1,1,1,2000,940,13,2,0,85,1
676193,2,2,1,2,1997,400,13,2,0,,1
676193,2,2,1,4,1998,420,13,2,0,,2
676259,1,1,1,1,1981,550,13,2,0,50,1
676261,1,1,1,1,1987,1200,13,2,0,90,1
676261,1,1,4,3,1970,400,12,2,0,,2
676279,1,1,1,1,1998,450,13,2,0,60,1
676279,1,1,1,5,2000,200,13,2,0,,2
676304,1,1,1,5,1993,600,13,2,0,,1
676307,1,1,1,4,1983,409,13,2,0,,1
676307,2,2,1,2,1995,580,13,2,0,,1
676373,1,1,1,1,1989,420,13,2,0,80,1
676373,1,1,1,5,2003,600,13,2,0,,2
676374,1,1,1,1,1997,1100,13,2,0,90,1
676374,2,2,1,1,2006,860,13,2,0,90,1
676374,3,1,1,5,2006,420,13,2,0,,1
676374,3,1,1,3,1999,420,13,2,0,,2
676391,1,1,2,1,1997,700,13,2,0,70,1
676426,1,1,1,1,2000,870,13,2,0,72,1
676438,1,1,1,1,1982,880,13,2,0,60,1
676438,1,1,1,5,1994,230,12,2,0,,2
676445,1,1,1,1,2007,126,13,1,50,,1
676445,2,1,1,1,1997,1200,13,1,80,100,1
676446,1,1,1,1,1993,1120,13,2,0,70,1
676467,1,1,1,1,1997,660,13,2,0,80,1
