NQUEST,NORD,NCOMP,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,UNIVER1,ANNIUNIVER,NORDP,MOTENT,APQUAL,ASNONOC,APSETT,MOTIV,ANNOENUS,TIPOLAU,NASCREG,NASCAREA,IREG,AREA3,AREA5,ACOM4C,ETA,CLETA,CLETA5,QUAL,Q,SETT,CFRED,PERC,NPERC,PESOFIT,SALUTC,TIPODIP
683344,1,2,1,1,1945,1,,2,1,5,55,60,2,1962,2,,,1,,15,1,9,,,,8,1,8,1,2,0,63,4,4,6,3,5,1,1,2,1.0837120001,,2
683344,2,2,2,2,1947,1,,2,1,3,,,,,,,,2,,2,,2,,,,8,1,8,1,2,0,61,4,4,2,1,2,0,1,2,1.0837120001,,
683345,1,1,1,1,1957,1,,1,3,5,54,60,2,1976,2,,,1,,2,,9,,,,8,1,8,1,2,0,51,4,3,2,1,3,1,1,1,1.4105054982,,2
683349,1,6,1,1,1966,1,,1,1,7,101,110,2,1992,,2,,1,,4,,6,,,6,5,1,5,1,2,1,42,3,2,3,1,4,1,1,2,0.3195612779,,1
683349,2,6,2,2,1973,1,,1,1,5,60,60,2,1992,1,,1,2,,2,,6,,,,5,1,5,1,2,1,35,2,2,2,1,4,0,1,2,0.3195612779,,2
683349,3,6,1,5,1998,1,,1,2,1,,,,,,,,3,,17,,,,,,5,1,5,1,2,1,10,1,1,7,3,5,0,0,2,0.3195612779,,
683349,4,6,1,5,1999,1,,1,2,1,,,,,,,,4,,17,,,,,,5,1,5,1,2,1,9,1,1,7,3,5,0,0,2,0.3195612779,,
683349,5,6,2,5,2002,1,,1,2,1,,,,,,,,5,,17,,,,,,5,1,5,1,2,1,6,1,1,7,3,5,0,0,2,0.3195612779,,
683349,6,6,1,5,2008,1,,1,2,1,,,,,,,,,1,18,,,,2008,,5,1,5,1,2,1,0,1,1,7,3,5,0,0,2,0.3195612779,,
683352,1,4,1,1,1964,2,1995,2,1,3,,,,,,,,1,,1,,2,3,,,,,5,1,2,1,44,3,2,1,1,2,1,1,3,0.3919974267,,
683352,2,4,2,2,1968,2,2001,2,1,3,,,,,,,,2,,1,,8,2,,,,,5,1,2,1,40,2,2,1,1,4,0,1,3,0.3919974267,,
683352,3,4,1,5,1989,2,2001,1,2,3,,,,,,,,3,,20,,1,,,,,,5,1,2,1,19,1,1,5,2,1,0,1,3,0.3919974267,,
683352,4,4,1,5,1993,2,2001,1,2,3,,,,,,,,4,,11,,,,,,,,5,1,2,1,15,1,1,7,3,5,0,0,3,0.3919974267,,
683355,1,1,2,1,1916,1,,3,4,1,,,,,,,,1,,16,,,,,,5,1,5,1,2,1,92,5,5,6,3,5,1,1,1,0.2216565043,,
683358,1,2,2,1,1978,1,,2,1,5,50,60,2,1997,2,,,1,,1,,4,,,,9,2,9,2,3,2,30,1,1,1,1,4,0,1,2,0.7091701399,,1
683358,2,2,1,2,1975,1,,1,1,3,,,,,,,,2,,1,,4,,,,9,2,9,2,3,2,33,2,1,1,1,4,1,1,2,0.7091701399,,
683371,1,3,2,1,1954,1,,2,4,3,,,,,,,,1,,1,,8,,,,11,2,11,2,3,0,54,4,3,1,1,4,0,1,3,1.9593749932,,
683371,2,3,1,5,1979,1,,3,2,5,40,60,2,1998,2,,,2,,1,,2,,,,11,2,11,2,3,0,29,1,1,1,1,2,0,1,3,1.9593749932,,2
683371,3,3,1,5,1985,1,,3,2,5,70,100,2,2004,2,,,3,,2,,3,,,,11,2,11,2,3,0,23,1,1,2,1,2,1,1,3,1.9593749932,,1
683373,1,4,1,1,1970,1,,2,1,5,50,60,2,1989,2,,,1,,12,1,3,,,,17,3,17,3,4,0,38,2,2,7,3,5,0,0,1,2.1191473127,,1
683373,2,4,2,2,1962,1,,2,1,7,100,110,2,1997,,2,,2,,8,,4,,,7,17,3,17,3,4,0,46,3,3,5,2,4,1,1,1,2.1191473127,,3
683373,3,4,2,5,2001,1,,1,2,1,,,,,,,,3,,17,,,,,,17,3,17,3,4,0,7,1,1,7,3,5,0,0,1,2.1191473127,,
683373,4,4,2,5,2003,1,,1,2,1,,,,,,,,4,,18,,,,,,17,3,17,3,4,0,5,1,1,7,3,5,0,0,1,2.1191473127,,
683377,1,6,1,1,1969,1,,2,1,5,48,60,2,1988,1,,2,2,,2,,7,,,,13,3,13,3,4,2,39,2,2,2,1,4,0,1,2,2.0183897865,,3
683377,2,6,2,2,1971,1,,2,1,7,110,110,1,1996,,2,,1,,6,,9,,,3,15,3,13,3,4,2,37,2,2,4,2,3,1,1,2,2.0183897865,,3
683377,3,6,1,5,1998,1,,1,2,1,,,,,,,,3,,17,,,,,,13,3,13,3,4,2,10,1,1,7,3,5,0,0,2,2.0183897865,,
683377,4,6,1,5,1999,1,,1,2,1,,,,,,,,4,,17,,,,,,13,3,13,3,4,2,9,1,1,7,3,5,0,0,2,2.0183897865,,
683377,5,6,2,5,2002,1,,1,2,1,,,,,,,,5,,17,,,,,,13,3,13,3,4,2,6,1,1,7,3,5,0,0,2,2.0183897865,,
683377,6,6,2,5,2006,1,,1,2,1,,,,,,,,6,,18,,,,,,13,3,13,3,4,2,2,1,1,7,3,5,0,0,2,2.0183897865,,
683381,1,1,2,1,1921,1,,3,4,1,,,,,,,,1,,15,1,8,,,,15,3,15,3,4,2,87,5,5,6,3,5,1,1,1,0.2558475117,,
683388,1,2,2,1,1918,1,,3,4,1,,,,,,,,1,,16,,,,,,15,3,15,3,4,2,90,5,5,6,3,5,0,1,2,0.2558507339,,
683388,2,2,1,5,1943,1,,5,2,1,,,,,,,,2,,16,,,,,,15,3,15,3,4,2,65,4,5,6,3,5,1,1,2,0.2558507339,2,
683399,1,1,1,1,1951,1,,2,2,7,108,110,2,1976,,2,,1,,15,4,6,,,9,5,1,5,1,2,2,57,4,4,6,3,5,1,1,1,0.4880712243,,5
683418,1,4,1,1,1954,1,,2,1,2,,,,,,,,1,,2,,9,,,,14,3,14,3,4,2,54,4,3,2,1,3,1,1,2,0.2130925568,,
683418,2,4,2,2,1957,1,,2,1,4,,,,,,,,2,,13,,,,,,14,3,14,3,4,2,51,4,3,7,3,5,0,0,2,0.2130925568,,
683418,3,4,1,5,1982,1,,2,2,6,105,110,2,2005,,1,3,3,,17,,,,,10,14,3,14,3,4,2,26,1,1,7,3,5,0,0,2,0.2130925568,,2
683418,4,4,1,5,1986,1,,1,2,5,40,60,2,2005,2,,,4,,12,1,2,,,,14,3,14,3,4,2,22,1,1,7,3,5,0,1,2,0.2130925568,,1
683430,1,2,1,1,1922,1,,5,1,7,8,10,2,1952,,2,,1,,15,5,9,,,3,18,3,18,3,4,0,86,5,5,6,3,5,1,1,1,1.3718210282,3,3
683430,2,2,2,2,1924,1,,4,1,4,,,,,,,,2,,13,,,,,,18,3,18,3,4,0,84,5,5,7,3,5,0,0,1,1.3718210282,3,
683431,1,1,2,1,1926,1,,5,4,1,,,,,,,,1,,16,,,,,,18,3,18,3,4,0,82,5,5,6,3,5,1,1,1,1.3582275427,3,
683437,1,3,2,1,1960,1,,2,4,3,,,,,,,,1,,10,,4,,,,11,2,11,2,3,2,48,3,3,4,2,4,1,1,1,0.5352318781,,
683437,2,3,2,5,1986,1,,1,2,5,80,100,2,2005,1,,2,2,,11,,,,,,11,2,11,2,3,2,22,1,1,7,3,5,0,0,1,0.5352318781,,4
683437,3,3,2,5,1990,1,,1,2,3,,,,,,,,3,,17,,,,,,11,2,11,2,3,2,18,1,1,7,3,5,0,0,1,0.5352318781,,
683438,1,2,2,1,1946,1,,3,1,7,110,110,1,1970,,2,,1,,16,,,,,9,11,2,11,2,3,2,62,4,4,6,3,5,0,1,2,0.3365204706,,5
683438,2,2,1,2,1945,1,,2,1,4,,,,,,,,2,,10,,2,,,,11,2,11,2,3,2,63,4,4,4,2,2,1,1,2,0.3365204706,,
683440,1,1,2,1,1926,1,,3,4,2,,,,,,,,1,,16,,,,,,11,2,11,2,3,2,82,5,5,6,3,5,1,1,1,0.4011374303,,
683446,1,3,2,1,1954,1,,2,1,3,,,,,,,,1,,2,,4,,,,18,3,1,1,1,3,54,4,3,2,1,4,1,1,3,0.7689321739,,
683446,2,3,1,2,1948,1,,2,1,3,,,,,,,,2,,15,8,2,,,,15,3,1,1,1,3,60,4,4,6,3,5,0,1,3,0.7689321739,,
683446,3,3,2,5,1981,1,,2,2,5,95,100,2,2001,1,,4,3,,3,,9,,,,1,1,1,1,1,3,27,1,1,2,1,3,0,1,3,0.7689321739,,3
683449,1,4,2,1,1968,1,,2,1,5,36,60,2,1987,2,,,1,,1,,4,,,,7,1,7,1,1,3,40,2,2,1,1,4,0,1,2,0.7523246192,,4
683449,2,4,1,2,1967,1,,2,1,5,50,60,2,1986,2,,,2,,2,,6,,,,7,1,7,1,1,3,41,3,2,2,1,4,1,1,2,0.7523246192,,1
683449,3,4,2,5,2001,1,,2,2,1,,,,,,,,3,,17,,,,,,7,1,7,1,1,3,7,1,1,7,3,5,0,0,2,0.7523246192,,
683449,4,4,1,5,2004,1,,2,2,1,,,,,,,,4,,18,,,,,,7,1,7,1,1,3,4,1,1,7,3,5,0,0,2,0.7523246192,,
683453,1,5,1,1,1968,1,,2,1,7,88,110,2,1992,,2,,1,,1,,4,,,1,,,3,1,1,2,40,2,2,1,1,4,1,1,2,0.2750855088,,2
683453,2,5,2,2,1970,1,,2,1,7,75,110,2,1995,,2,,2,,13,,,,,10,,,3,1,1,2,38,2,2,7,3,5,0,0,2,0.2750855088,,2
683453,3,5,1,5,1999,1,,2,2,1,,,,,,,,3,,17,,,,,,3,1,3,1,1,2,9,1,1,7,3,5,0,0,2,0.2750855088,,
683453,4,5,1,5,2001,1,,2,2,1,,,,,,,,4,,17,,,,,,3,1,3,1,1,2,7,1,1,7,3,5,0,0,2,0.2750855088,,
683453,5,5,1,10,1970,1,,2,3,7,100,110,2,1995,,2,,5,,1,,8,,,1,,,3,1,1,2,38,2,2,1,1,4,0,1,2,0.2750855088,,2
683469,1,2,1,1,1952,1,,2,3,3,,,,,,,,1,,8,,4,,,,8,1,8,1,2,0,56,4,4,5,2,4,1,1,2,1.2730276474,,
683469,2,2,2,2,1982,1,,1,2,5,42,60,2,2001,2,,,,2,2,,2,,2007,,8,1,8,1,2,0,26,1,1,2,1,2,0,1,2,1.2730276474,,2
683472,1,4,1,1,1958,1,,1,1,5,52,60,2,1976,2,,,1,,2,,11,,,,8,1,8,1,2,0,50,3,3,2,1,4,1,1,2,1.0220051196,,2
683472,2,4,2,2,1962,1,,1,1,5,58,60,2,1980,2,,,2,,3,,9,,,,8,1,8,1,2,0,46,3,3,2,1,3,0,1,2,1.0220051196,,5
683472,3,4,1,5,1997,1,,1,2,1,,,,,,,,3,,17,,,,,,8,1,8,1,2,0,11,1,1,7,3,5,0,0,2,1.0220051196,,
683472,4,4,2,5,1992,1,,1,2,3,,,,,,,,4,,17,,,,,,8,1,8,1,2,0,16,1,1,7,3,5,0,0,2,1.0220051196,,
683490,1,4,1,1,1957,1,,2,1,5,36,60,2,1980,2,,,1,,4,,9,,,,4,1,4,1,2,1,51,4,3,3,1,3,0,1,2,0.3970362272,,3
683490,2,4,2,2,1955,1,,2,1,4,,,,,,,,2,,3,,9,,,,4,1,4,1,2,1,53,4,3,2,1,3,1,1,2,0.3970362272,,
683490,3,4,1,5,1993,1,,1,2,3,,,,,,,,3,,17,,,,,,4,1,4,1,2,1,15,1,1,7,3,5,0,0,2,0.3970362272,,
683490,4,4,1,5,1996,1,,1,2,2,,,,,,,,4,,17,,,,,,4,1,4,1,2,1,12,1,1,7,3,5,0,0,2,0.3970362272,,
683499,1,1,2,1,1946,1,,2,3,3,,,,,,,,1,,15,1,9,,,,4,1,4,1,2,0,62,4,4,6,3,5,1,1,1,0.365975522,,
683530,1,4,1,1,1951,1,,2,1,7,110,110,2,1976,,2,,1,,6,,9,,,7,12,2,12,2,3,2,57,4,4,4,2,3,1,1,2,0.3677303715,,2
683530,2,4,2,2,1958,1,,2,1,7,108,110,2,1982,,2,,2,,3,,9,,,1,12,2,12,2,3,2,50,3,3,2,1,3,0,1,2,0.3677303715,,3
683530,3,4,1,5,1984,1,,1,2,6,100,110,2,2007,,1,1,3,,17,,,,,4,12,2,12,2,3,2,24,1,1,7,3,5,0,0,2,0.3677303715,,3
683530,4,4,1,5,1987,1,,1,2,5,75,100,2,2005,1,,3,4,,17,,,,,,12,2,12,2,3,2,21,1,1,7,3,5,0,0,2,0.3677303715,,3
683544,1,2,1,1,1943,1,,2,1,5,70,100,2,1962,1,,2,1,,15,5,9,,,,15,3,19,3,5,2,65,4,5,6,3,5,1,1,2,0.7256044952,,3
683544,2,2,2,2,1946,1,,2,1,5,65,100,2,1964,2,,,2,,15,2,5,,,,19,3,19,3,5,2,62,4,4,6,3,5,0,1,2,0.7256044952,,5
683548,1,1,1,1,1955,1,,1,3,5,50,60,2,1973,2,,,1,,2,,2,,,,13,3,13,3,4,2,53,4,3,2,1,2,1,1,1,0.188068035,,2
683569,1,3,2,1,1978,1,,1,1,3,,,,,,,,1,,8,,8,,,,19,3,19,3,5,1,30,1,1,5,2,4,1,1,2,1.3120684521,,
683569,2,3,1,2,1976,1,,1,1,5,36,60,2,1996,2,,,2,,1,,1,,,,19,3,19,3,5,1,32,2,1,1,1,1,0,1,2,1.3120684521,,1
683569,3,3,2,5,2003,1,,1,2,1,,,,,,,,3,,18,,,,,,19,3,19,3,5,1,5,1,1,7,3,5,0,0,2,1.3120684521,,
683607,1,2,2,1,1976,1,,2,1,5,40,60,2,1995,1,,6,1,,20,,2,,,,13,3,13,3,4,2,32,2,1,5,2,2,0,1,2,0.7969545707,,1
683607,2,2,1,2,1972,1,,2,1,5,45,60,2,1991,1,,1,,2,8,,2,,2007,,13,3,13,3,4,2,36,2,2,5,2,2,1,1,2,0.7969545707,,2
683611,1,2,1,1,1981,1,,2,1,5,65,100,2,2000,2,,,1,,7,,2,,,,18,3,18,3,4,2,27,1,1,4,2,2,1,1,1,0.3704714128,,2
683611,2,2,2,2,1985,1,,2,1,3,,,,,,,,,2,13,,,,2007,,18,3,18,3,4,2,23,1,1,7,3,5,0,0,1,0.3704714128,,
683627,1,1,2,1,1928,1,,2,4,2,,,,,,,,1,,16,,,,,,8,1,8,1,2,0,80,5,5,6,3,5,1,1,1,0.8446390503,,
683645,1,5,1,1,1944,1,,3,1,3,,,,,,,,1,,15,2,9,,,,10,2,10,2,3,0,64,4,4,6,3,5,1,1,4,0.2621493381,,
683645,2,5,2,2,1945,1,,3,1,3,,,,,,,,2,,15,8,4,,,,10,2,10,2,3,0,63,4,4,6,3,5,0,1,4,0.2621493381,,
683645,3,5,1,5,1977,1,,2,2,5,54,60,2,1996,2,,,3,,11,,,,,,10,2,10,2,3,0,31,2,1,7,3,5,0,0,4,0.2621493381,,2
683645,4,5,1,5,1981,1,,2,2,7,110,110,1,2006,,1,2,4,,17,,,,,9,10,2,10,2,3,0,27,1,1,7,3,5,0,1,4,0.2621493381,,3
683645,5,5,2,5,1986,1,,2,2,5,70,100,2,2005,1,,3,5,,17,,,,,,10,2,10,2,3,0,22,1,1,7,3,5,0,1,4,0.2621493381,,3
683649,1,1,1,1,1924,1,,2,3,3,,,,,,,,1,,15,4,9,,,,10,2,10,2,3,0,84,5,5,6,3,5,1,1,1,0.1843668389,,
683650,1,2,1,1,1944,1,,4,1,2,,,,,,,,1,,15,8,2,,,,10,2,10,2,3,0,64,4,4,6,3,5,1,1,2,0.1729831678,3,
683650,2,2,2,2,1950,1,,4,1,2,,,,,,,,2,,15,8,2,,,,10,2,10,2,3,0,58,4,4,6,3,5,0,1,2,0.1729831678,3,
683652,1,4,1,1,1971,1,,2,1,5,44,60,2,1989,2,,,1,,9,,3,,,,16,3,16,3,4,2,37,2,2,5,2,2,1,1,1,0.3476426374,,2
683652,2,4,2,2,1975,1,,2,1,5,43,60,2,1994,2,,,2,,13,,,,,,16,3,16,3,4,2,33,2,1,7,3,5,0,0,1,0.3476426374,,5
683652,3,4,1,5,2000,1,,1,2,1,,,,,,,,3,,17,,,,,,16,3,16,3,4,2,8,1,1,7,3,5,0,0,1,0.3476426374,,
683652,4,4,2,5,2005,1,,1,2,1,,,,,,,,4,,18,,,,,,16,3,16,3,4,2,3,1,1,7,3,5,0,0,1,0.3476426374,,
683653,1,5,1,1,1970,1,,2,1,3,,,,,,,,1,,1,,3,,,,16,3,16,3,4,2,38,2,2,1,1,2,1,1,1,0.3436592083,,
683653,2,5,2,2,1973,1,,2,1,3,,,,,,,,2,,13,,,,,,16,3,16,3,4,2,35,2,2,7,3,5,0,0,1,0.3436592083,,
683653,3,5,2,5,1994,1,,1,2,2,,,,,,,,3,,17,,,,,,16,3,16,3,4,2,14,1,1,7,3,5,0,0,1,0.3436592083,,
683653,4,5,2,5,1998,1,,1,2,1,,,,,,,,4,,17,,,,,,16,3,16,3,4,2,10,1,1,7,3,5,0,0,1,0.3436592083,,
683653,5,5,2,5,2005,1,,1,2,1,,,,,,,,5,,18,,,,,,16,3,16,3,4,2,3,1,1,7,3,5,0,0,1,0.3436592083,,
683660,1,1,2,1,1934,1,,3,2,3,,,,,,,,1,,15,2,9,,,,19,3,19,3,5,3,74,5,5,6,3,5,1,1,1,0.3372410342,,
683661,1,2,1,1,1951,1,,2,1,5,46,60,2,1970,2,,,1,,4,,9,,,,19,3,19,3,5,3,57,4,4,3,1,3,1,1,2,0.3682328486,,3
683661,2,2,2,2,1960,1,,2,1,5,45,60,2,1978,2,,,2,,4,,9,,,,19,3,19,3,5,3,48,3,3,3,1,3,0,1,2,0.3682328486,,3
683664,1,4,1,1,1955,1,,1,1,7,105,110,2,1982,,2,,1,,4,,6,,,6,19,3,19,3,5,2,53,4,3,3,1,4,1,1,2,0.8934187835,,2
683664,2,4,2,2,1959,1,,1,1,5,42,60,2,1978,2,,,2,,3,,9,,,,19,3,19,3,5,2,49,3,3,2,1,3,0,1,2,0.8934187835,,5
683664,3,4,2,5,1985,1,,1,2,5,80,100,2,2004,1,,4,3,,17,,,,,,19,3,19,3,5,2,23,1,1,7,3,5,0,0,2,0.8934187835,,3
683664,4,4,2,5,1989,1,,1,2,5,90,100,2,2008,1,,0,4,,17,,,,,,19,3,19,3,5,2,19,1,1,7,3,5,0,0,2,0.8934187835,,3
683665,1,6,1,1,1958,1,,1,1,5,41,60,2,1980,2,,,1,,1,,5,,,,19,3,19,3,5,2,50,3,3,1,1,4,1,1,3,1.1142167687,,1
683665,2,6,2,2,1960,1,,1,1,5,39,60,2,1980,2,,,2,,13,,,,,,19,3,19,3,5,2,48,3,3,7,3,5,0,0,3,1.1142167687,,5
683665,3,6,1,5,1981,1,,1,2,7,98,110,2,2006,,2,,3,,2,,4,,,7,19,3,19,3,5,2,27,1,1,2,1,4,0,1,3,1.1142167687,,3
683665,4,6,2,5,1984,1,,1,2,6,104,110,2,2007,,2,,4,,11,,,,,9,19,3,19,3,5,2,24,1,1,7,3,5,0,0,3,1.1142167687,,5
683665,5,6,1,5,1986,1,,1,2,5,60,100,2,2005,2,,,5,,11,,,,,,19,3,19,3,5,2,22,1,1,7,3,5,0,0,3,1.1142167687,,2
683665,6,6,2,4,1921,1,,4,4,2,,,,,,,,,2,15,8,8,,2008,,19,3,19,3,5,2,87,5,5,6,3,5,0,1,3,1.1142167687,3,
683669,1,4,2,1,1960,1,,1,1,5,48,60,2,1978,2,,,1,,3,,9,,,,19,3,19,3,5,2,48,3,3,2,1,3,1,1,1,0.2732916177,,5
683669,2,4,1,2,1954,1,,1,1,3,,,,,,,,2,,12,8,4,,,,19,3,19,3,5,2,54,4,3,7,3,5,0,0,1,0.2732916177,,
683669,3,4,2,5,1989,1,,1,2,5,98,100,2,2008,1,,0,3,,17,,,,,,19,3,19,3,5,2,19,1,1,7,3,5,0,0,1,0.2732916177,,3
683669,4,4,2,5,1992,1,,1,2,3,,,,,,,,4,,17,,,,,,19,3,19,3,5,2,16,1,1,7,3,5,0,0,1,0.2732916177,,
683670,1,1,1,1,1933,1,,3,4,1,,,,,,,,1,,15,1,1,,,,16,3,16,3,4,2,75,5,5,6,3,5,1,1,1,0.2305721992,,
683671,1,1,2,1,1921,1,,4,4,1,,,,,,,,1,,16,,,,,,16,3,16,3,4,2,87,5,5,6,3,5,1,1,1,0.2540596384,2,
683673,1,3,1,1,1977,1,,2,1,3,,,,,,,,1,,12,1,3,,,,16,3,16,3,4,2,31,2,1,7,3,5,1,1,1,0.3285780634,,
683673,2,3,2,2,1983,1,,2,1,3,,,,,,,,,2,13,,,,,,16,3,16,3,4,2,25,1,1,7,3,5,0,0,1,0.3285780634,,
683673,3,3,1,5,2006,1,,1,2,1,,,,,,,,,2,18,,,,2008,,16,3,16,3,4,2,2,1,1,7,3,5,0,0,1,0.3285780634,,
683675,1,4,1,1,1950,1,,1,1,2,,,,,,,,1,,1,,3,,,,20,3,20,3,5,0,58,4,4,1,1,2,1,1,3,0.9903212505,,
683675,2,4,2,2,1953,1,,2,1,3,,,,,,,,2,,13,,,,,,20,3,20,3,5,0,55,4,4,7,3,5,0,0,3,0.9903212505,,
683675,3,4,1,5,1974,1,,1,2,3,,,,,,,,3,,1,,3,,,,20,3,20,3,5,0,34,2,1,1,1,2,0,1,3,0.9903212505,,
683675,4,4,2,5,1975,1,,1,2,3,,,,,,,,4,,1,,8,,,,20,3,20,3,5,0,33,2,1,1,1,4,0,1,3,0.9903212505,,
683689,1,5,1,1,1939,1,,4,1,1,,,,,,,,1,,15,1,1,,,,18,3,18,3,4,0,69,5,5,6,3,5,0,1,3,1.8333914827,2,
683689,2,5,2,2,1949,1,,3,1,1,,,,,,,,2,,13,,,,,,18,3,18,3,4,0,59,4,4,7,3,5,0,1,3,1.8333914827,,
683689,3,5,2,5,1974,1,,2,2,3,,,,,,,,3,,11,,,,,,18,3,18,3,4,0,34,2,1,7,3,5,0,0,3,1.8333914827,,
683689,4,5,1,5,1977,1,,2,2,3,,,,,,,,4,,11,,,,,,18,3,18,3,4,0,31,2,1,7,3,5,0,0,3,1.8333914827,,
683689,5,5,1,5,1983,1,,4,2,3,,,,,,,,5,,16,,,,,,18,3,18,3,4,0,25,1,1,6,3,5,1,1,3,1.8333914827,2,
683692,1,2,1,1,1942,1,,3,1,2,,,,,,,,1,,15,1,2,,,,18,3,18,3,4,0,66,5,5,6,3,5,1,1,1,1.3225384295,,
683692,2,2,2,2,1948,1,,3,1,2,,,,,,,,2,,13,,,,,,18,3,18,3,4,0,60,4,4,7,3,5,0,0,1,1.3225384295,,
683694,1,1,2,1,1938,1,,3,4,1,,,,,,,,1,,16,,,,,,18,3,18,3,4,0,70,5,5,6,3,5,1,1,1,1.4965933869,,
683696,1,2,1,1,1937,1,,2,1,5,6,10,2,1958,2,,,1,,15,2,9,,,,19,3,19,3,5,2,71,5,5,6,3,5,0,1,2,0.4287030818,,3
683696,2,2,2,2,1947,1,,2,1,3,,,,,,,,2,,2,,9,,,,19,3,19,3,5,2,61,4,4,2,1,3,1,1,2,0.4287030818,,
683707,1,4,1,1,1946,1,,2,1,5,54,60,2,1980,2,,,1,,15,2,2,,,,17,3,17,3,4,0,62,4,4,6,3,5,1,1,3,1.43163416,,2
683707,2,4,2,2,1950,1,,2,1,2,,,,,,,,2,,13,,,,,,17,3,17,3,4,0,58,4,4,7,3,5,0,0,3,1.43163416,,
683707,3,4,1,5,1976,1,,3,2,5,38,60,2,1995,2,,,3,,11,,,,,,17,3,17,3,4,0,32,2,1,7,3,5,0,1,3,1.43163416,,2
683707,4,4,1,5,1981,1,,2,2,7,110,110,1,2005,,2,,4,,2,,7,,,6,17,3,17,3,4,0,27,1,1,2,1,4,0,1,3,1.43163416,,2
683727,1,5,2,1,1953,1,,2,4,2,,,,,,,,1,,13,,,,,,15,3,15,3,4,2,55,4,4,7,3,5,1,1,3,0.5932775434,,
683727,2,5,1,5,1974,1,,2,2,3,,,,,,,,2,,16,,,,,,15,3,15,3,4,2,34,2,1,6,3,5,0,1,3,0.5932775434,,
683727,3,5,2,5,1982,1,,2,2,5,74,100,2,1999,2,,,3,,11,,,,,,15,3,15,3,4,2,26,1,1,7,3,5,0,0,3,0.5932775434,,10
683727,4,5,2,5,1985,1,,2,2,5,85,100,2,2002,2,,,4,,2,,4,,,,15,3,15,3,4,2,23,1,1,2,1,4,0,1,3,0.5932775434,,10
683727,5,5,1,5,1992,1,,2,2,3,,,,,,,,5,,17,,,,,,15,3,15,3,4,2,16,1,1,7,3,5,0,0,3,0.5932775434,,
683730,1,3,1,1,1950,1,,3,1,3,,,,,,,,1,,2,,9,,,,15,3,15,3,4,2,58,4,4,2,1,3,1,1,2,0.6601284274,,
683730,2,3,2,2,1953,1,,4,1,2,,,,,,,,2,,16,,,,,,15,3,15,3,4,2,55,4,4,6,3,5,0,1,2,0.6601284274,3,
683730,3,3,1,5,1977,1,,1,2,3,,,,,,,,3,,11,,,,,,15,3,15,3,4,2,31,2,1,7,3,5,0,0,2,0.6601284274,,
683732,1,1,2,1,1934,1,,3,4,1,,,,,,,,1,,15,8,1,,,,19,3,19,3,5,0,74,5,5,6,3,5,1,1,1,1.4570077276,,
683737,1,2,2,1,1930,1,,4,4,1,,,,,,,,1,,16,,,,,,19,3,19,3,5,0,78,5,5,6,3,5,1,1,1,1.6655920664,3,
683737,2,2,2,8,1989,1,,1,2,5,80,100,2,2008,2,,,,2,11,,,,2008,,19,3,19,3,5,0,19,1,1,7,3,5,0,0,1,1.6655920664,,5
683767,1,2,2,1,1954,1,,2,1,4,,,,,,,,1,,2,,5,,,,5,1,5,1,2,1,54,4,3,2,1,4,1,1,2,0.2875572937,,
683767,2,2,1,2,1949,1,,2,1,4,,,,,,,,2,,15,1,2,,,,5,1,5,1,2,1,59,4,4,6,3,5,0,1,2,0.2875572937,,
683782,1,4,1,1,1962,1,,2,1,3,,,,,,,,1,,10,,2,,,,19,3,19,3,5,2,46,3,3,4,2,2,1,1,1,0.4080022977,,
683782,2,4,2,2,1963,1,,2,1,5,60,60,2,1982,2,,,2,,13,,,,,,,,19,3,5,2,45,3,3,7,3,5,0,0,1,0.4080022977,,3
683782,3,4,1,5,1983,1,,1,2,5,60,60,2,2002,2,,,3,,11,,,,,,,,19,3,5,2,25,1,1,7,3,5,0,0,1,0.4080022977,,2
683782,4,4,1,5,1990,1,,1,2,3,,,,,,,,4,,17,,,,,,19,3,19,3,5,2,18,1,1,7,3,5,0,0,1,0.4080022977,,
683785,1,3,1,1,1950,1,,3,1,5,54,60,2,1969,2,,,1,,2,,9,,,,17,3,17,3,4,2,58,4,4,2,1,3,1,1,2,0.2149219418,,2
683785,2,3,2,2,1952,1,,3,1,3,,,,,,,,2,,1,,7,,,,17,3,17,3,4,2,56,4,4,1,1,4,0,1,2,0.2149219418,,
683785,3,3,1,5,1988,1,,1,2,5,85,100,2,2006,2,,,3,,11,,,,,,17,3,17,3,4,2,20,1,1,7,3,5,0,0,2,0.2149219418,,2
683803,1,3,1,1,1950,1,,2,1,2,,,,,,,,1,,12,,,,,,15,3,15,3,4,0,58,4,4,7,3,5,0,1,2,1.0141744543,,
683803,2,3,2,2,1954,1,,2,1,2,,,,,,,,2,,13,,,,,,15,3,15,3,4,0,54,4,3,7,3,5,0,0,2,1.0141744543,,
683803,3,3,2,5,1977,1,,2,2,5,50,60,2,2005,2,,,3,,8,,4,,,,15,3,15,3,4,0,31,2,1,5,2,4,1,1,2,1.0141744543,,3
683810,1,2,1,1,1928,1,,2,1,2,,,,,,,,1,,15,2,9,,,,6,1,6,1,2,0,80,5,5,6,3,5,1,1,2,0.448821899,,
683810,2,2,2,2,1933,1,,2,1,2,,,,,,,,2,,15,1,2,,,,6,1,6,1,2,0,75,5,5,6,3,5,0,1,2,0.448821899,,
