nquest,npagcart,npagcaan,nprel1,nprel1an,prelmed1,pagam4u,pagam4,pagam4an,nprel2,nprel2an,prelmed2,assban,nassban,nassban2,assdep,limass,ammass,checkcc,checktipo,scont1,scont2,scont3,scont4
713134,,5,3,,150,1,4,,,6,300,1,,4,1,3,,4,2,2,2,1,
713328,,,,,,,,,,,,,,,,,,,,2,2,2,2
713359,,,,11,300,1,,8,,7,400,2,,,2,,,4,1,2,2,2,2
713400,,,,,,,,,,,,,,,,,,,,1,,,
713518,2,,4,,200,1,5,,,6,1000,2,,,3,,,2,1,2,2,1,
713678,,,4,,100,2,,,2,,150,2,,,2,,,3,3,2,2,1,
713700,10,,3,,300,1,2,,,2,500,1,,2,1,1,100000,1,1,2,2,1,
713765,,,,,,,,,,,,,,,,,,,,1,,,
713801,,,,,,,,,3,,350,2,,,1,3,,2,3,2,1,,
713802,,,2,,200,1,3,,,2,500,2,,,1,1,100000,3,3,2,2,1,
713811,,6,2,,300,1,1,,1,,500,2,,,3,,,3,3,2,2,2,1
713839,,,2,,200,1,2,,0,,,2,,,2,,,6,6,2,2,2,1
713844,,,,5,100,1,,3,1,,700,1,,2,1,3,,3,3,1,,,
713869,,5,3,,200,1,4,,,2,400,2,,,1,3,,4,3,2,2,2,1
714002,1,,3,,200,1,4,,1,,200,2,,,2,,,2,1,2,2,2,1
714005,,,1,,200,2,,,0,,,2,,,3,,,2,3,2,2,2,2
714012,,,4,,400,2,,,,4,300,2,,,2,,,6,6,2,2,2,1
714248,,,,,,,,,,,,,,,,,,,,2,2,1,
714262,,,,,,,,,,,,,,,,,,,,2,2,1,
714265,,,,,,,,,,,,,,,,,,,,2,1,,
714419,,,,,,,,,,,,,,,,,,,,2,1,,
714437,,,,,,,,,,,,,,,,,,,,2,2,2,2
714447,,,,,,,,,1,,800,2,,,1,2,,4,3,2,2,2,2
714475,,,4,,100,2,,,,10,300,2,,,1,3,,2,2,2,2,2,2
714538,1,,1,,250,1,4,,0,,,2,,,3,,,3,2,2,2,2,2
714604,,,,,,,,,3,,300,2,,,2,,,4,6,2,2,2,1
714608,,,6,,150,2,,,0,,,2,,,2,,,1,1,2,2,2,2
714622,,,,,,,,,3,,300,2,,,3,,,3,3,2,2,2,2
714639,,,,,,,,,4,,300,2,,,3,,,6,3,2,2,2,1
714645,,,,,,,,,3,,500,2,,,3,,,3,1,2,2,2,1
714712,,,,,,,,,,,,,,,,,,,,1,,,
714820,,,,5,500,2,,,15,,500,2,,,2,,,3,3,2,2,2,2
714825,0,,5,,150,1,3,,0,,,2,,,3,,,1,6,2,2,2,1
714854,,,2,,200,2,,,,4,300,2,,,2,,,4,1,2,2,1,
715107,,,1,,1300,2,,,1,,1300,1,2,,2,,,3,3,2,2,2,2
715125,,,,,,,,,2,,500,2,,,3,,,3,2,2,2,2,2
715133,,,,,,,,,3,,300,2,,,3,,,3,3,2,2,2,2
715152,6,,4,,250,1,3,,0,,,1,,4,2,,,3,3,2,1,,
715352,,,2,,250,1,5,,,3,500,2,,,2,,,2,2,2,1,,
715389,,6,0,,,1,6,,3,,400,1,,3,2,,,4,3,2,2,1,
715412,1,,3,,300,1,3,,,8,600,2,,,1,2,,3,1,2,2,2,2
715499,4,,1,,150,1,3,,0,,,2,,,1,3,,3,1,2,2,2,1
715565,,,2,,200,1,4,,1,,500,2,,,2,,,2,2,2,1,,
715750,1,,3,,150,1,2,,2,,300,2,,,1,3,,3,1,2,2,2,2
715776,,2,2,,250,1,,7,1,,200,2,,,1,3,,4,2,2,2,2,1
715782,,,,,,,,,,10,200,2,,,1,3,,3,1,2,2,2,1
715821,,,,6,200,1,3,,,6,500,2,,,1,3,,3,1,2,2,2,1
715839,2,,2,,200,1,3,,0,,,1,,2,1,1,103000,2,2,2,2,2,1
715865,,,1,,200,1,2,,,5,500,2,,,1,3,,3,1,2,2,2,1
715879,2,,,10,100,1,2,,0,,,2,,,1,1,103000,3,1,2,2,2,1
715880,3,,3,,150,1,4,,,2,1000,2,,,1,1,110000,2,2,2,2,2,2
715937,,,,,,,,,3,,200,2,,,2,,,3,3,1,,,
716156,,,,,,,,,1,,250,2,,,2,,,3,3,2,1,,
716512,,3,2,,300,1,4,,2,,500,2,,,2,,,3,1,2,2,1,
716769,,,,,,,,,,,,,,,,,,,,2,2,2,2
716833,,,,,,,,,,,,,,,,,,,,2,2,2,1
716834,0,,,4,200,2,,,1,,500,1,,2,1,1,100000,2,1,1,,,
716849,,,,,,,,,,,,,,,,,,,,2,2,2,2
716856,,,,,,,,,,,,,,,,,,,,2,2,1,
716910,,5,1,,250,1,,6,12,,200,2,,,2,,,3,1,2,2,2,2
716937,,,6,,250,1,4,,1,,300,1,,4,1,3,,3,1,1,,,
717044,7,,1,,250,2,,,,2,250,1,,5,1,3,,3,1,2,1,,
717125,,,8,,200,1,3,,0,,,2,,,3,,,1,2,2,2,1,
717175,,,,,,,,,,,,,,,,,,,,2,1,,
717205,,,,,,,,,2,,300,2,,,3,,,4,3,2,2,1,
717316,,,,,,,,,,,,,,,,,,,,2,2,1,
717317,,,2,,500,1,2,,1,,500,2,,,1,1,200,2,1,2,2,1,
717331,,,1,,500,2,,,2,,500,2,,,3,,,3,3,2,1,,
717346,,,3,,200,2,,,0,,,2,,,1,3,,3,1,2,2,1,
717409,10,,2,,150,1,5,,0,,,1,1,,2,,,3,1,2,1,,
717434,6,,5,,100,1,5,,0,,,1,,8,1,3,,1,3,2,2,2,2
717500,2,,,,,,,,5,,400,2,,,1,3,,4,3,2,2,2,1
717619,,,4,,200,2,,,,3,500,2,,,2,,,3,1,2,2,1,
717801,,,,,,,,,,,,,,,,,,,,1,,,
717809,,,,,,,,,0,,,2,,,2,,,4,4,1,,,
717834,,,,,,,,,,,,,,,,,,,,1,,,
717865,,,,,,,,,,,,,,,,,,,,1,,,
717877,,,4,,150,1,2,,0,,,2,,,2,,,2,2,1,,,
717885,,,,,,,,,0,,,2,,,2,,,4,3,1,,,
717901,2,,8,,200,1,4,,0,,,2,,,3,,,3,1,2,2,1,
718272,2,,4,,250,1,4,,0,,,1,,7,3,,,2,5,2,2,1,
718429,,,,10,300,1,1,,,10,200,2,,,2,,,3,2,2,2,1,
718463,,2,,2,200,2,,,,5,200,2,,,2,,,3,2,2,2,2,2
718674,4,,20,,250,1,20,,0,,,1,,2,1,2,,1,1,2,2,1,
718727,8,,6,,100,1,3,,,10,100,1,,8,1,2,,1,1,2,2,2,2
718752,,,2,,150,1,2,,,10,200,1,,8,2,,,3,1,2,1,,
718764,4,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,2
718772,4,,0,,,1,4,,,6,400,2,,,2,,,3,3,2,2,2,2
718812,4,,0,,,1,4,,1,,500,2,,,2,,,3,3,2,2,2,2
718832,,,5,,50,1,4,,2,,200,1,1,,3,,,3,1,2,2,1,
719062,,3,,3,200,1,4,,,2,500,2,,,3,,,3,2,2,1,,
719075,,,4,,200,2,,,,4,350,1,,4,1,3,,3,2,2,2,2,2
719109,1,,,2,250,1,6,,0,,,2,,,3,,,2,1,2,2,2,1
719350,,10,2,,200,2,,,2,,100,2,,,2,,,6,6,2,2,2,2
719407,,,,,,,,,1,,1000,1,,5,3,,,4,2,2,2,2,2
719437,,5,,5,500,2,,,,,,,,,,,,,,2,2,2,2
719556,,,,,,,,,,,,,,,,,,,,2,2,1,
719565,0,,0,,,2,,,2,,500,2,,,1,3,,2,1,2,2,1,
719571,0,,4,,300,1,2,,0,,,2,,,1,3,,2,1,2,2,2,1
719606,,,,,,,,,,,,,,,,,,,,1,,,
719611,,,3,,500,2,,,1,,300,2,,,2,,,1,1,2,2,1,
719628,,,,,,,,,,,,,,,,,,,,1,,,
719656,,,2,,200,2,,,0,,,2,,,2,,,4,4,1,,,
719666,,,,,,,,,,,,,,,,,,,,2,2,2,2
719702,,4,,,,,,,,1,200,1,5,,2,,,3,1,2,2,2,2
719763,,5,5,,500,1,3,,5,,500,2,,,1,3,,2,2,2,2,2,2
719840,0,,,,,,,,1,,400,1,,2,3,,,3,2,2,2,1,
719940,,,,,,,,,0,,,2,,,2,,,5,4,2,2,2,2
719963,10,,,,,,,,8,,250,2,,,2,,,1,1,2,2,2,2
720110,,,,,,,,,0,,,1,,5,3,,,3,1,1,,,
720117,,4,5,,200,1,4,,,5,100,1,,5,1,3,,3,2,1,,,
720157,,,3,,150,2,,,4,,100,2,,,3,,,3,2,1,,,
720161,,,,,,,,,1,,250,2,,,2,,,5,4,2,2,2,1
720163,,7,,6,200,1,15,,0,,,2,,,3,,,2,2,2,2,1,
720209,,,2,,500,2,,,,1,500,2,,,3,,,3,2,1,,,
720238,,,,,,,,,,,,,,,,,,,,2,2,2,2
720312,,,3,,200,1,1,,0,,,1,2,,1,3,,1,2,1,,,
720373,,,10,,100,2,,,1,,300,2,,,1,3,,2,1,2,1,,
720403,,,,,,,,,,,,,,,,,,,,1,,,
720404,,,5,,50,1,,2,,4,100,2,,,2,,,4,2,2,2,2,1
720503,,,,,,,,,,,,,,,,,,,,2,1,,
720593,,,,,,,,,,,,,,,,,,,,2,2,2,1
720603,,,,,,,,,,,,,,,,,,,,2,2,1,
720634,,,3,,200,1,2,,,8,500,2,,,3,,,2,1,2,2,2,2
720784,,,,,,,,,,,,,,,,,,,,2,1,,
720854,,,,,,,,,,,,,,,,,,,,2,2,2,2
720889,,,,,,,,,1,,700,2,,,2,,,4,3,2,2,2,2
721203,,,7,,250,2,,,,1,1000,2,,,2,,,2,3,1,,,
721260,,,,,,,,,,,,,,,,,,,,1,,,
721303,,,6,,250,2,,,,4,350,1,,3,1,3,,4,1,2,2,2,1
721520,0,,4,,250,1,50,,0,,,2,,,2,,,3,2,2,2,2,2
721548,20,,1,,300,1,4,,4,,300,2,,,2,,,1,1,2,2,2,2
721602,,,,,,,,,3,,200,2,,,2,,,3,3,2,2,2,1
721628,,5,3,,100,1,2,,,8,100,2,,,2,,,3,1,2,1,,
721717,4,,4,,150,1,4,,0,,,1,,2,1,1,103000,2,1,2,2,2,1
721735,,,,,,,,,2,,250,2,,,3,,,2,1,1,,,
721804,,,4,,250,1,3,,0,,,2,,,2,,,2,2,2,2,2,1
721806,,,2,,250,2,,,1,,250,2,,,3,,,3,2,2,2,1,
721833,,,,,,,,,,4,300,1,,3,3,,,4,2,2,2,2,1
721842,,,,,,,,,,2,300,1,3,,1,3,,4,1,2,2,2,2
721871,1,,7,,250,1,,5,,4,300,1,,7,3,,,3,2,2,2,2,1
721872,,,,,,,,,2,,400,1,,2,3,,,3,2,1,,,
722041,,,2,,250,1,4,,,4,1000,2,,,2,,,4,3,2,2,1,
722056,2,,4,,250,1,5,,,5,1500,1,2,,3,,,3,2,2,2,2,1
722116,,,3,,200,2,,,,5,600,2,,,3,,,3,2,2,2,2,1
722141,,6,4,,200,1,4,,,4,300,2,,,2,,,3,2,2,2,2,2
722146,,,5,,200,1,4,,,3,400,2,,,1,3,,1,1,2,2,1,
722212,2,,5,,200,1,15,,0,,,1,,7,1,3,,1,5,2,2,2,1
722258,,,0,,,2,,,1,,2000,1,,7,3,,,3,1,1,,,
722259,,,4,,250,1,6,,,6,800,2,,,3,,,4,1,1,,,
722331,,2,1,,500,1,12,,,5,500,1,,3,1,3,,2,1,2,2,2,2
722353,2,,2,,250,1,1,,0,,,1,1,,1,3,,2,3,2,2,2,2
722378,3,,3,,500,1,2,,0,,,1,1,,1,3,,4,2,2,2,2,2
722509,3,,2,,250,1,20,,0,,,1,,4,2,,,3,1,2,2,2,1
722518,10,,2,,150,1,2,,0,,,1,,4,2,,,2,1,2,2,2,2
722601,4,,2,,400,1,,9,0,,,1,,9,3,,,3,2,2,2,1,
722678,2,,2,,500,1,,10,3,,500,2,,,2,,,3,3,2,2,1,
722704,,,0,,,1,6,,2,,250,2,,,2,,,3,3,2,2,1,
722743,,,0,,,1,5,,1,,400,2,,,2,,,3,3,2,2,2,1
722806,10,,6,,100,1,10,,4,,100,1,,6,2,,,1,3,1,,,
722807,0,,10,,40,2,,,0,,,2,,,2,,,3,3,1,,,
722823,,,,,,,,,0,,,2,,,2,,,1,3,2,1,,
722837,,,,,,,,,4,,100,2,,,2,,,3,4,1,,,
722853,0,,10,,50,1,4,,1,,100,1,,5,1,3,,1,1,1,,,
722875,,10,,7,100,1,3,,0,,,1,,9,2,,,1,1,1,,,
722935,4,,3,,100,1,4,,2,,100,1,3,,3,,,1,1,2,1,,
723200,,,,4,200,1,3,,,2,200,2,,,2,,,4,1,2,2,1,
723204,,,2,,250,1,,6,,4,500,2,,,3,,,5,3,2,2,2,1
723207,,,,,,,,,,,,,,,,,,,,1,,,
723323,,,,,,,,,0,,,2,,,3,,,4,3,2,2,2,2
723405,1,,5,,100,1,10,,4,,100,1,,7,2,,,1,1,2,2,1,
723463,3,,2,,200,1,3,,2,,200,1,,5,1,1,80000,2,1,2,2,2,2
723506,2,,4,,250,1,5,,,2,500,1,,6,3,,,3,1,2,2,2,2
723536,,1,3,,200,1,2,,,4,300,1,,7,3,,,3,3,1,,,
723629,4,,1,,200,1,2,,,2,2000,1,,10,1,3,,1,1,2,2,2,2
723724,,8,,9,100,2,,,0,,,1,1,,1,3,,2,1,2,2,1,
723745,,,2,,250,1,4,,2,,200,1,,3,2,,,1,1,2,2,2,2
723934,2,,1,,250,1,2,,,2,1000,1,,10,2,,,3,1,2,2,2,2
723986,2,,2,,200,1,3,,,2,500,1,,3,2,,,3,1,2,2,2,2
724042,,5,4,,150,1,3,,0,,,1,,3,1,1,50000,3,1,2,2,2,2
724103,,,,,,,,,,,,,,,,,,,,2,1,,
724108,,,,,,,,,,3,250,1,2,,1,3,,4,1,1,,,
724132,,,,,,,,,,,,,,,,,,,,2,2,2,2
724210,,,,,,,,,1,,2000,2,,,2,,,3,1,2,2,2,2
724211,,,,,,,,,,,,,,,,,,,,2,2,1,
724213,,,2,,200,2,,,,2,500,2,,,2,,,1,1,2,1,,
724307,,,,,,,,,3,,200,2,,,2,,,3,2,2,1,,
724312,,,,,,,,,1,,300,2,,,2,,,4,1,2,2,1,
724333,,7,,,,,,,,4,300,2,,,2,,,4,3,2,2,1,
724353,2,,,5,500,1,1,,1,,500,2,,,2,,,4,1,2,2,1,
724509,,,,,,,,,1,,500,2,,,2,,,3,1,2,1,,
724543,,,3,,300,1,,2,,2,400,2,,,2,,,3,1,2,2,2,2
724635,1,,,,,,,,3,,300,2,,,2,,,4,3,2,2,1,
724636,,,,,,,,,2,,250,2,,,2,,,3,2,2,2,1,
724708,,,,,,,,,2,,200,2,,,2,,,4,4,2,2,1,
724711,,,0,,,1,4,,2,,250,2,,,2,,,3,3,2,2,2,1
724899,2,,3,,250,1,3,,2,,100,1,,5,1,3,,2,3,2,1,,
725067,,,,,,,,,1,,400,2,,,3,,,4,3,1,,,
725073,,,,,,,,,1,,1000,1,,10,1,3,,3,3,2,1,,
725236,,,,,,,,,2,,250,2,,,2,,,4,3,1,,,
725397,,,2,,400,2,,,2,,400,2,,,2,,,4,1,2,2,1,
725535,0,,,2,250,1,16,,,1,2000,1,,4,3,,,1,1,2,2,2,1
725602,,,,10,500,2,,,,6,4000,1,,6,3,,,3,1,2,1,,
725619,,,,,,,,,,,,,,,,,,,,2,2,1,
725642,,,4,,250,2,,,0,,,2,,,3,,,3,1,2,2,2,1
725700,,,1,,200,1,4,,1,,200,2,,,3,,,3,3,2,1,,
725701,,,,,,,,,,,,,,,,,,,,2,1,,
725716,2,,5,,200,1,10,,0,,,2,,,1,2,,3,3,2,1,,
725801,,,2,,250,1,16,,,1,1000,2,,,1,1,105000,2,1,2,2,2,1
725934,,,,,,,,,,,,,,,,,,,,2,2,2,1
725940,,,,,,,,,,,,,,,,,,,,2,2,2,1
726010,,,2,,300,1,3,,2,,200,1,,3,3,,,3,1,1,,,
726156,,,,,,,,,1,,500,2,,,3,,,5,4,1,,,
726161,,3,,,,,,,,8,200,2,,,1,3,,3,3,2,1,,
726202,,10,3,,200,1,3,,,8,600,2,,,3,,,3,1,2,2,1,
726218,0,,3,,200,1,2,,1,,300,2,,,1,1,100000,3,1,1,,,
726250,,,,,,,,,3,,300,2,,,2,,,3,1,1,,,
726311,,,,,,,,,1,,500,2,,,2,,,4,1,2,1,,
726463,,,3,,150,1,10,,0,,,2,,,1,1,15000,3,1,2,2,2,2
726538,,,2,,100,1,,10,,2,100,1,,2,2,,,3,3,2,2,1,
726553,15,,1,,1000,1,40,,40,,100,1,,5,1,3,,3,1,1,,,
726563,,,,,,,,,,,,,,,,,,,,1,,,
726568,,,2,,100,1,3,,2,,100,1,,7,2,,,4,1,1,,,
726703,0,,4,,250,1,6,,,1,500,2,,,3,,,1,3,2,2,1,
726811,,,,,,,,,,,,,,,,,,,,2,1,,
726823,,,,,,,,,,,,,,,,,,,,2,1,,
726918,,,2,,400,2,,,,8,500,1,,4,3,,,4,2,2,2,2,2
726932,,,,,,,,,,,,,,,,,,,,2,2,2,2
727009,,,0,,,1,3,,0,,,2,,,3,,,3,1,2,2,2,2
727039,2,,4,,250,1,6,,0,,,2,,,3,,,3,1,2,2,1,
727132,,,,,,,,,1,,1200,2,,,1,1,120000,3,2,2,2,2,2
727160,4,,1,,150,1,2,,0,,,1,,5,3,,,4,2,2,2,1,
727326,,,0,,,2,,,0,,,2,,,2,,,4,4,2,2,2,2
727473,,,,,,,,,,,,,,,,,,,,2,2,1,
727477,,,,,,,,,,,,,,,,,,,,2,2,2,2
727520,,,,,,,,,,,,,,,,,,,,1,,,
727650,,,,,,,,,,,,,,,,,,,,2,2,1,
727726,5,,,,,,,,2,,400,1,,5,1,3,,3,1,2,2,2,2
727776,4,,15,,70,1,15,,0,,,1,,2,2,,,3,1,1,,,
727825,,,,,,,,,,,,,,,,,,,,2,1,,
727922,10,,2,,250,2,,,4,,200,1,,1,1,1,100000,4,3,2,2,2,1
728148,5,,3,,250,1,3,,0,,,1,,4,1,1,103000,3,3,2,2,1,
728185,4,,4,,400,1,6,,0,,,1,,6,3,,,1,1,2,2,2,2
728430,,,0,,,1,10,,0,,,1,,5,3,,,4,3,2,2,2,2
728434,,,3,,150,1,10,,0,,,2,,,3,,,1,1,2,2,2,2
728464,8,,5,,100,1,2,,0,,,2,,,3,,,2,3,2,1,,
728493,20,,,10,250,1,2,,,2,250,2,,,1,3,,3,2,2,2,2,1
728547,30,,1,,250,1,1,,0,,,1,2,,1,1,100000,1,3,1,,,
728601,5,,4,,500,1,4,,,10,1000,1,4,,1,3,,1,2,2,2,2,2
728838,4,,4,,250,1,4,,0,,,1,,2,2,,,2,3,2,1,,
728891,,,,,,,,,2,,300,2,,,3,,,4,3,2,1,,
729127,1,,1,,250,1,20,,,2,500,1,,10,1,1,130000,1,2,1,,,
729700,,,,,,,,,,,,,,,,,,,,2,2,1,
730102,,,3,,200,2,,,,2,500,2,,,1,3,,3,2,2,2,2,2
730110,,,,,,,,,1,,100,2,,,2,,,3,3,1,,,
730113,,,2,,300,2,,,,,,,,,,,,,,1,,,
730200,,,,,,,,,,,,,,,,,,,,2,2,2,2
730312,,,2,,100,1,2,,1,,500,2,,,1,3,,3,3,2,2,1,
730402,3,,4,,300,2,,,0,,,1,,6,2,,,1,1,1,,,
730408,,,2,,300,1,2,,0,,,2,,,2,,,4,3,2,2,1,
730429,,,,,,,,,4,,300,1,,2,2,,,5,3,2,2,1,
730430,,,6,,250,1,2,,,2,100,1,,4,2,,,1,1,2,2,1,
730526,,,,,,,,,,,,,,,,,,,,2,1,,
730539,0,,2,,800,2,,,2,,200,1,,3,3,,,3,2,1,,,
730704,,,,,,,,,,,,,,,,,,,,2,2,2,2
730719,,,,,,,,,,,,,,,,,,,,2,2,2,2
730756,,,3,,250,1,3,,2,,500,1,,4,2,,,4,2,2,2,2,2
730878,,,0,,,1,2,,3,,300,2,,,1,2,,3,1,2,2,1,
730931,1,,1,,300,1,4,,1,,500,2,,,2,,,3,2,2,2,2,1
731044,,,,,,,,,,,,,,,,,,,,2,2,2,2
731178,,,10,,150,1,1,,0,,,1,,2,1,3,,3,2,1,,,
731238,,,4,,150,1,3,,,5,300,2,,,2,,,1,1,2,2,1,
731253,,,,,,,,,,,,,,,,,,,,1,,,
731656,,,1,,200,1,1,,2,,100,2,,,1,3,,1,1,2,2,2,2
731806,2,,2,,500,1,4,,,4,1000,1,,2,2,,,3,3,2,2,2,2
731810,10,,4,,100,1,5,,0,,,2,,,3,,,1,3,2,2,2,1
731827,,,2,,300,1,,6,0,,,2,,,2,,,3,1,2,1,,
731839,2,,6,,100,1,7,,0,,,1,,4,1,3,,2,1,2,2,2,2
732030,,,4,,600,1,10,,1,,500,1,,8,1,1,109000,1,3,2,2,2,1
732103,,,2,,100,1,,7,1,,300,2,,,1,3,,3,3,2,1,,
732369,,,5,,250,1,4,,1,,500,2,,,2,,,3,1,2,2,1,
732406,,,,,,,,,1,,700,2,,,1,2,,3,1,2,2,2,1
732466,,,,,,,,,,,,,,,,,,,,2,2,2,1
732502,3,,3,,150,2,,,2,,100,2,,,1,3,,3,1,2,2,2,1
732507,,,,,,,,,,,,,,,,,,,,2,1,,
732511,,,2,,100,2,,,1,,1000,2,,,1,3,,3,1,2,2,2,2
732604,,,5,,200,1,3,,0,,,1,,3,3,,,3,1,2,2,2,2
733040,4,,,,,,,,0,,,2,,,1,3,,3,1,2,2,2,1
733072,1,,,,,,,,0,,,1,1,,1,3,,1,1,2,2,2,2
733129,1,,2,,200,1,1,,0,,,2,,,1,3,,2,1,2,2,1,
733141,1,,2,,250,1,4,,0,,,2,,,1,3,,2,3,2,2,2,2
733246,,,,,,,,,,,,,,,,,,,,2,2,1,
733315,2,,6,,200,1,5,,0,,,2,,,1,3,,1,1,1,,,
733352,,,,,,,,,,,,,,,,,,,,1,,,
733363,2,,10,,150,1,4,,0,,,2,,,1,3,,1,1,2,2,1,
733443,,,,,,,,,,,,,,,,,,,,2,2,2,2
733509,,3,2,,400,1,,6,2,,200,2,,,2,,,2,3,1,,,
733574,,,2,,100,2,,,2,,200,2,,,2,,,2,1,1,,,
733579,,,2,,300,2,,,,8,500,2,,,2,,,3,3,1,,,
733606,6,,2,,100,1,5,,2,,150,2,,,1,1,100000,3,1,1,,,
733609,,,,,,,,,4,,200,2,,,2,,,3,2,2,2,1,
733738,,,,,,,,,,,,,,,,,,,,2,2,1,
733755,,10,10,,200,1,,10,,3,500,2,,,3,,,4,2,2,2,1,
733759,,,,,,,,,,,,,,,,,,,,2,2,2,2
733801,,,0,,,1,,10,,10,200,2,,,2,,,3,2,2,2,2,2
733842,,,,,,,,,,,,,,,,,,,,1,,,
733903,,,,,,,,,3,,400,2,,,2,,,5,3,2,2,2,2
733923,2,,3,,300,1,10,,0,,,2,,,2,,,4,1,2,2,2,2
733945,,,,,,,,,1,,700,2,,,2,,,5,3,2,2,2,2
733954,,,3,,300,2,,,1,,400,2,,,2,,,3,2,2,2,2,2
734001,,10,,10,750,1,6,,,5,1000,1,,3,1,3,,2,2,2,2,2,1
734075,,,,,,,,,,,,,,,,,,,,2,2,2,1
734107,,,4,,250,1,2,,,2,500,1,,4,2,,,3,3,2,2,1,
734143,,10,3,,500,1,2,,,4,1000,1,,6,2,,,1,2,2,2,1,
734160,,,,,,,,,2,,500,2,,,2,,,5,4,2,2,1,
734210,,,,,,,,,2,,500,2,,,2,,,6,2,1,,,
734252,,,3,,250,2,,,0,,,2,,,2,,,6,6,1,,,
734264,,,,,,,,,,,,,,,,,,,,1,,,
734419,,,,,,,,,1,,500,2,,,3,,,5,3,1,,,
734701,,,5,,250,1,2,,,8,500,2,,,3,,,2,3,2,2,2,2
734706,,,3,,250,2,,,,2,500,2,,,1,1,100000,4,1,1,,,
734714,,,,,,,,,,,,,,,,,,,,1,,,
734728,,,,,,,,,,2,100,2,,,3,,,3,2,2,2,2,2
734733,,,0,,,2,,,0,,,1,1,,3,,,4,3,2,1,,
734748,,,,,,,,,,,,,,,,,,,,2,2,2,2
734753,,,4,,150,1,4,,0,,,2,,,2,,,4,1,2,1,,
734935,,,,,,,,,,,,,,,,,,,,2,2,1,
734979,,,,,,,,,,,,,,,,,,,,2,2,1,
735103,,,3,,200,2,,,1,,1000,2,,,2,,,6,5,2,2,2,2
735144,1,,3,,150,1,3,,0,,,2,,,1,3,,3,1,2,1,,
735148,,,,,,,,,0,,,2,,,3,,,3,3,1,,,
735152,,,,,,,,,,,,,,,,,,,,2,2,2,2
735323,,,3,,200,1,2,,,3,500,2,,,3,,,3,2,2,2,2,2
735359,,,15,,50,1,10,,,2,200,1,,2,1,1,103000,1,5,1,,,
735416,,,2,,150,1,4,,4,,400,2,,,1,1,200000,3,3,2,2,1,
735538,,4,2,,400,2,,,0,,,1,,6,3,,,4,3,2,2,2,2
735621,,,2,,400,1,15,,0,,,1,15,,1,3,,2,3,2,2,2,1
735639,,,6,,100,1,5,,0,,,2,,,3,,,2,1,2,2,2,1
735659,3,,,4,100,1,10,,,1,600,2,,,1,3,,2,1,2,2,2,2
735677,,,,,,,,,1,,600,2,,,3,,,4,3,1,,,
735743,10,,4,,200,1,4,,,2,300,1,2,,1,3,,1,1,2,2,2,2
735761,,,0,,,2,,,,4,3000,2,,,3,,,4,2,2,2,2,2
735814,,,,,,,,,2,,250,2,,,3,,,3,3,2,1,,
735903,,,,,,,,,1,,1000,2,,,3,,,4,3,2,1,,
735969,0,,0,,,1,,10,2,,500,1,2,,3,,,2,1,2,2,2,2
736011,,,,,,,,,3,,400,2,,,1,3,,3,1,2,2,2,1
736034,,,3,,200,1,3,,1,,300,2,,,2,,,3,1,2,2,2,1
736205,,,,,,,,,1,,250,2,,,2,,,3,3,2,2,1,
736214,,,,,,,,,1,,500,2,,,2,,,4,3,2,2,1,
736222,,,8,,200,1,2,,1,,300,2,,,2,,,4,2,2,2,2,1
736528,1,,,,,,,,1,,400,2,,,1,2,,4,3,2,2,2,1
736538,,,1,,800,2,,,0,,,2,,,3,,,2,1,2,2,2,1
736549,,,10,,500,2,,,10,,500,2,,,3,,,3,2,2,2,2,1
736578,,,,,,,,,,,,,,,,,,,,2,2,1,
736627,,,,,,,,,0,,,2,,,2,,,6,6,2,2,2,2
736629,,,,,,,,,,,,,,,,,,,,2,2,2,2
736714,,,,,,,,,1,,1200,2,,,3,,,3,1,1,,,
736722,,,,,,,,,,,,,,,,,,,,1,,,
736739,,,,,,,,,,,,,,,,,,,,1,,,
736754,,10,15,,100,1,5,,0,,,1,,2,2,,,4,1,2,2,2,2
736801,,,1,,700,2,,,0,,,2,,,3,,,3,1,2,1,,
736828,,2,6,,100,2,,,0,,,2,,,2,,,3,1,2,2,1,
736831,3,,5,,250,1,8,,0,,,1,,10,1,1,100000,3,1,2,2,2,1
736917,3,,1,,250,1,3,,0,,,2,,,1,3,,3,2,2,2,2,2
736935,1,,10,,150,1,10,,10,,130,1,,8,1,1,30000,3,2,2,2,2,2
736948,,,,,,,,,,,,,,,,,,,,1,,,
736957,50,,3,,250,1,2,,0,,,2,,,2,,,1,1,2,2,2,1
737009,,,,,,,,,,,,,,,,,,,,2,2,2,2
737021,,,,,,,,,,,,,,,,,,,,2,2,2,2
737047,,,2,,250,1,,3,3,,500,1,4,,2,,,4,3,2,2,2,2
737312,3,,4,,200,1,2,,,2,500,1,1,,2,,,3,1,2,2,2,2
737323,10,,3,,300,2,,,0,,,1,,2,1,2,,3,1,2,2,2,2
737349,,,4,,150,1,4,,0,,,1,,4,1,3,,3,1,2,2,1,
737360,,,,,,,,,2,,250,2,,,3,,,3,1,1,,,
737402,,,,,,,,,,,,,,,,,,,,2,2,1,
737531,,,0,,,1,5,,3,,300,2,,,2,,,4,4,2,2,2,2
737730,,5,3,,200,1,10,,0,,,2,,,1,3,,4,2,2,2,2,2
737841,,,,,,,,,0,,,1,,2,2,,,3,1,2,2,2,1
