nquest,nord,figl,nfigl,altrf,desf1,desf2,motnf1,motnf2,motnf3,HAPPY
279054,1,,,,,,,,,6
279054,2,,,,,,,,,
284086,1,,,,,,,,,6
284086,2,,,,,,,,,
284086,3,,,,,,,,,
285054,1,,,,,,,,,7
285054,2,,,,,,,,,
305042,1,,,,,,,,,9
305042,2,,,,,,,,,
310001,1,,,,,,,,,5
310002,1,,,,,,,,,7
310002,2,,,,,,,,,
310040,1,,,,,,,,,7
310040,2,,,,,,,,,
310066,1,1,2,,1,,,,,6
321009,1,,,,,,,,,8
321009,2,,,,,,,,,
330057,1,,,,,,,,,7
333081,1,,,,,,,,,7
333081,2,,,,,,,,,
333081,3,,,,,,,,,
343010,1,,,,,,,,,7
343010,2,1,2,,1,,,,,
343010,3,,,,,,,,,
350068,1,1,1,2,,,,,,6
350068,2,,,,,,,,,
355063,1,,,,,,,,,8
355063,2,,,,,,,,,
365034,1,,,,,,,,,9
365034,2,1,3,,1,,,,,
365034,3,2,,2,,,,,,
387029,1,,,,,,,,,8
387029,2,,,,,,,,,
389029,1,,,,,,,,,9
389029,2,,,,,,,,,
500160,1,,,,,,,,,5
500160,2,,,,,,,,,
500160,3,,,,,,,,,
500176,1,,,,,,,,,7
500176,2,1,3,,1,,,,,
500176,3,,,,,,,,,
500180,1,,,,,,,,,7
500180,2,,,,,,,,,
500280,1,,,,,,,,,10
500280,2,1,2,,1,,,,,
500356,1,,,,,,,,,7
500412,1,,,,,,,,,5
500412,2,,,,,,,,,
500575,1,,,,,,,,,8
500575,2,2,,,,1,10,9,99,
500584,1,,,,,,,,,7
500584,2,,,,,,,,,
500584,3,,,,,,,,,
500584,4,,,,,,,,,
500594,1,,,,,,,,,6
500674,1,,,,,,,,,7
500674,2,,,,,,,,,
500726,1,1,1,3,,,,,,7
500726,2,,,,,,,,,
500726,3,,,,,,,,,
500784,1,1,1,5,,,7,99,,9
500784,2,,,,,,,,,
500877,1,,,,,,,,,9
500877,2,,,,,,,,,
501068,1,,,,,,,,,7
501068,2,1,1,,2,,1,2,4,
501082,1,,,,,,,,,9
501082,2,1,1,,1,,,,,
501082,3,,,,,,,,,
501444,1,,,,,,,,,9
501444,2,,,,,,,,,
501444,3,,,,,,,,,
501448,1,,,,,,,,,7
501448,2,,,,,,,,,
501492,1,,,,,,,,,10
501492,2,1,2,3,,,,,,
501492,3,,,,,,,,,
501492,4,,,,,,,,,
501697,1,1,1,,1,,,,,6
501697,2,,,,,,,,,
501723,1,,,,,,,,,6
501723,2,,,,,,,,,
501723,3,,,,,,,,,
501777,1,1,2,3,,,,,,6
501777,2,,,,,,,,,
501777,3,,,,,,,,,
501777,4,,,,,,,,,
501777,5,,,,,,,,,
501816,1,,,,,,,,,5
501816,2,,,,,,,,,
501816,3,,,,,,,,,
501874,1,,,,,,,,,7
501874,2,,,,,,,,,
501874,3,,,,,,,,,
502025,1,,,,,,,,,10
502025,2,1,1,,2,,10,99,,
502025,3,,,,,,,,,
502060,1,,,,,,,,,6
502060,2,,,,,,,,,
502248,1,,,,,,,,,6
502355,1,,,,,,,,,9
502355,2,1,2,,1,,,,,
502355,3,,,,,,,,,
502360,1,,,,,,,,,6
502364,1,,,,,,,,,7
502364,2,,,,,,,,,
502366,1,,,,,,,,,5
502386,1,,,,,,,,,7
502512,1,,,,,,,,,9
502512,2,1,1,3,,,,,,
502512,3,,,,,,,,,
502512,4,,,,,,,,,
502512,5,,,,,,,,,
502711,1,1,2,,1,,,,,8
502711,2,,,,,,,,,
502711,3,,,,,,,,,
502711,4,,,,,,,,,
502772,1,,,,,,,,,8
502772,2,,,,,,,,,
502772,3,,,,,,,,,
503308,1,,,,,,,,,10
503308,2,1,1,,1,,,,,
503308,3,,,,,,,,,
503487,1,,,,,,,,,8
503487,2,1,1,,1,,,,,
503487,3,,,,,,,,,
503561,1,,,,,,,,,10
503561,2,1,2,,1,,,,,
503561,3,,,,,,,,,
503561,4,,,,,,,,,
503674,1,1,2,,1,,,,,9
503674,2,,,,,,,,,
503674,3,,,,,,,,,
503674,4,,,,,,,,,
503703,1,,,,,,,,,8
503703,2,,,,,,,,,
503703,3,,,,,,,,,
503757,1,,,,,,,,,9
503788,1,,,,,,,,,8
503788,2,,,,,,,,,
503788,3,,,,,,,,,
503850,1,,,,,,,,,9
503850,2,,,,,,,,,
503850,3,,,,,,,,,
503931,1,,,,,,,,,9
503931,2,1,2,,1,,,,,
503931,3,2,,1,,,,,,
503931,4,2,,1,,,,,,
504110,1,1,2,,1,,,,,9
504110,2,,,,,,,,,
504110,3,,,,,,,,,
504110,4,,,,,,,,,
504125,1,,,,,,,,,7
504125,2,,,,,,,,,
504129,1,1,2,,1,,,,,7
504129,2,,,,,,,,,
504129,3,,,,,,,,,
504380,1,,,,,,,,,8
504395,1,1,3,,2,,9,10,99,8
504395,2,,,,,,,,,
504395,3,,,,,,,,,
504395,4,,,,,,,,,
504453,1,,,,,,,,,9
504453,2,1,2,3,,,,,,
504453,3,,,,,,,,,
504453,4,,,,,,,,,
504490,1,,,,,,,,,7
504490,2,,,,,,,,,
504541,1,1,2,,1,,,,,8
504578,1,,,,,,,,,10
504578,2,1,5,,1,,,,,
504581,1,1,1,,1,,,,,5
504581,2,,,,,,,,,
504584,1,1,3,,1,,,,,7
504584,2,,,,,,,,,
504730,1,,,,,,,,,7
504730,2,,,,,,,,,
504792,1,,,,,,,,,8
504792,2,1,1,,1,,,,,
504821,1,,,,,,,,,8
504821,2,,,,,,,,,
504821,3,,,,,,,,,
504885,1,,,,,,,,,2
504886,1,,,,,,,,,9
504886,2,,,,,,,,,
504886,3,,,,,,,,,
504886,4,,,,,,,,,
504921,1,,,,,,,,,7
504921,2,,,,,,,,,
504921,3,,,,,,,,,
504937,1,,,,,,,,,6
504937,2,1,2,3,,,,,,
504937,3,,,,,,,,,
504937,4,,,,,,,,,
504956,1,,,,,,,,,9
504956,2,2,,1,,,,,,
504965,1,,,,,,,,,6
504965,2,,,,,,,,,
504988,1,,,,,,,,,10
504988,2,,,,,,,,,
505022,1,,,,,,,,,8
505022,2,1,2,,1,,,,,
505022,3,,,,,,,,,
505176,1,,,,,,,,,7
505176,2,1,1,,1,,,,,
505226,1,,,,,,,,,10
505226,2,1,3,,1,,,,,
505226,3,,,,,,,,,
505228,1,1,2,,1,,,,,7
505228,2,,,,,,,,,
505228,3,,,,,,,,,
505307,1,,,,,,,,,7
505322,1,,,,,,,,,8
505322,2,1,3,,1,,,,,
505366,1,1,2,,1,,,,,4
505366,2,,,,,,,,,
505366,3,,,,,,,,,
505366,4,,,,,,,,,
505374,1,,,,,,,,,5
505385,1,,,,,,,,,8
505385,2,,,,,,,,,
505407,1,,,,,,,,,8
505418,1,,,,,,,,,8
505418,2,1,2,,1,,,,,
505430,1,1,1,,2,,9,99,,10
505430,2,,,,,,,,,
505430,3,,,,,,,,,
505433,1,,,,,,,,,7
505433,2,,,,,,,,,
505439,1,,,,,,,,,8
505439,2,1,1,,1,,,,,
505439,3,,,,,,,,,
505463,1,,,,,,,,,8
505463,2,,,,,,,,,
505486,1,,,,,,,,,6
505491,1,,,,,,,,,7
505491,2,,,,,,,,,
505493,1,,,,,,,,,5
505523,1,1,2,,1,,,,,1
505525,1,,,,,,,,,6
505525,2,1,1,,1,,,,,
505540,1,,,,,,,,,5
505655,1,,,,,,,,,7
505655,2,,,,,,,,,
505655,3,,,,,,,,,
505806,1,,,,,,,,,5
505806,2,,,,,,,,,
505810,1,,,,,,,,,8
505810,2,,,,,,,,,
505810,3,,,,,,,,,
505810,4,,,,,,,,,
505820,1,,,,,,,,,7
505820,2,1,3,,1,,,,,
505820,3,,,,,,,,,
505833,1,,,,,,,,,4
505881,1,,,,,,,,,4
505881,2,,,,,,,,,
505881,3,,,,,,,,,
506100,1,,,,,,,,,6
506100,2,,,,,,,,,
506112,1,,,,,,,,,3
506112,2,,,,,,,,,
506132,1,,,,,,,,,6
506132,2,1,2,,1,,,,,
506132,3,,,,,,,,,
506132,4,,,,,,,,,
506152,1,,,,,,,,,5
506152,2,,,,,,,,,
506195,1,,,,,,,,,6
506374,1,,,,,,,,,7
506386,1,,,,,,,,,6
506386,2,,,,,,,,,
506386,3,,,,,,,,,
506396,1,,,,,,,,,7
506396,2,1,2,5,,,10,99,,
506396,3,,,,,,,,,
506396,4,,,,,,,,,
506411,1,,,,,,,,,6
506411,2,,,,,,,,,
506411,3,,,,,,,,,
506413,1,,,,,,,,,8
506413,2,1,2,3,,,,,,
506413,3,,,,,,,,,
506413,4,,,,,,,,,
506446,1,,,,,,,,,8
506446,2,,,,,,,,,
506531,1,1,2,,2,,9,99,,10
506531,2,,,,,,,,,
506531,3,,,,,,,,,
506531,4,,,,,,,,,
506565,1,,,,,,,,,7
506565,2,1,3,,1,,,,,
506565,3,,,,,,,,,
506591,1,,,,,,,,,7
506591,2,,,,,,,,,
506591,3,,,,,,,,,
506601,1,,,,,,,,,6
506608,1,,,,,,,,,3
506616,1,,,,,,,,,7
506657,1,,,,,,,,,8
506657,2,,,,,,,,,
506657,3,,,,,,,,,
506657,4,,,,,,,,,
506657,5,,,,,,,,,
506666,1,,,,,,,,,8
506666,2,2,,1,,,,,,
506729,1,,,,,,,,,2
506729,2,,,,,,,,,
506733,1,,,,,,,,,8
506733,2,1,1,3,,,,,,
506738,1,,,,,,,,,8
506738,2,1,2,3,,,,,,
506738,3,,,,,,,,,
506738,4,,,,,,,,,
506742,1,,,,,,,,,7
506742,2,,,,,,,,,
506742,3,,,,,,,,,
506753,1,,,,,,,,,8
506753,2,,,,,,,,,
506753,3,,,,,,,,,
506758,1,,,,,,,,,8
506758,2,,,,,,,,,
506758,3,,,,,,,,,
506759,1,,,,,,,,,8
506759,2,1,2,,1,,,,,
506760,1,,,,,,,,,8
506760,2,1,2,,1,,,,,
506760,3,,,,,,,,,
506760,4,,,,,,,,,
506778,1,,,,,,,,,5
506778,2,,,,,,,,,
506785,1,,,,,,,,,8
506785,2,1,1,,2,,9,99,,
506785,3,,,,,,,,,
506799,1,,,,,,,,,8
506799,2,,,,,,,,,
506799,3,,,,,,,,,
506863,1,,,,,,,,,8
506889,1,,,,,,,,,8
506889,2,,,,,,,,,
506889,3,,,,,,,,,
507037,1,,,,,,,,,9
507037,2,,,,,,,,,
507037,3,,,,,,,,,
507037,4,,,,,,,,,
507078,1,,,,,,,,,8
507078,2,,,,,,,,,
507081,1,,,,,,,,,7
507081,2,,,,,,,,,
507081,3,,,,,,,,,
507081,4,,,,,,,,,
507111,1,,,,,,,,,6
507181,1,,,,,,,,,4
507181,2,,,,,,,,,
507182,1,,,,,,,,,6
507182,2,,,,,,,,,
507182,3,,,,,,,,,
507282,1,1,3,3,,,,,,7
507282,2,,,,,,,,,
507282,3,,,,,,,,,
507282,4,,,,,,,,,
507282,5,,,,,,,,,
507303,1,1,1,,2,,10,99,,8
507303,2,,,,,,,,,
507322,1,,,,,,,,,8
507322,2,,,,,,,,,
507322,3,,,,,,,,,
507322,4,,,,,,,,,
507401,1,1,1,,1,,,,,2
507401,2,,,,,,,,,
507401,3,,,,,,,,,
507419,1,,,,,,,,,9
507419,2,1,2,,1,,,,,
507419,3,,,,,,,,,
507426,1,,,,,,,,,7
507426,2,,,,,,,,,
507431,1,1,2,3,,,,,,8
507431,2,,,,,,,,,
507431,3,,,,,,,,,
507431,4,,,,,,,,,
507441,1,,,,,,,,,9
507441,2,1,1,,1,,,,,
507441,3,,,,,,,,,
507455,1,,,,,,,,,6
507455,2,,,,,,,,,
507462,1,1,3,3,,,,,,8
507462,2,,,,,,,,,
507462,3,,,,,,,,,
507462,4,,,,,,,,,
507462,5,,,,,,,,,
507502,1,,,,,,,,,5
507502,2,,,,,,,,,
507519,1,2,,1,,,,,,7
507519,2,,,,,,,,,
507519,3,,,,,,,,,
507529,1,2,,5,,,9,99,,7
507529,2,,,,,,,,,
507529,3,,,,,,,,,
507541,1,,,,,,,,,8
507541,2,1,2,3,,,,,,
507541,3,,,,,,,,,
507541,4,,,,,,,,,
507544,1,,,,,,,,,6
507544,2,1,2,,1,,,,,
507544,3,,,,,,,,,
507544,4,,,,,,,,,
507547,1,,,,,,,,,8
507547,2,,,,,,,,,
507547,3,2,,2,,,,,,
507552,1,,,,,,,,,8
507552,2,1,2,3,,,,,,
507552,3,,,,,,,,,
507552,4,,,,,,,,,
507556,1,,,,,,,,,8
507580,1,1,3,5,,,9,10,99,8
507580,2,,,,,,,,,
507580,3,,,,,,,,,
507580,4,,,,,,,,,
507580,5,,,,,,,,,
507594,1,,,,,,,,,7
507594,2,,,,,,,,,
507596,1,1,1,2,,,,,,9
507596,2,,,,,,,,,
507596,3,,,,,,,,,
507605,1,,,,,,,,,6
507605,2,,,,,,,,,
507615,1,,,,,,,,,7
507638,1,,,,,,,,,7
507644,1,1,2,,1,,,,,6
507644,2,,,,,,,,,
507644,3,,,,,,,,,
507644,4,1,2,3,,,,,,
507644,5,,,,,,,,,
507644,6,,,,,,,,,
507644,7,,,,,,,,,
507656,1,,,,,,,,,4
507675,1,,,,,,,,,7
507675,2,1,2,,1,,,,,
507675,3,2,,1,,,,,,
507675,4,,,,,,,,,
507693,1,,,,,,,,,5
507693,2,,,,,,,,,
507693,3,,,,,,,,,
507702,1,,,,,,,,,6
507728,1,1,1,,1,,,,,7
507728,2,,,,,,,,,
507750,1,,,,,,,,,10
507750,2,1,2,3,,,,,,
507750,3,,,,,,,,,
507750,4,,,,,,,,,
507752,1,1,1,,2,,9,99,,8
507752,2,,,,,,,,,
507752,3,,,,,,,,,
507752,4,,,,,,,,,
507823,1,1,2,,2,,7,99,,9
507823,2,,,,,,,,,
507863,1,,,,,,,,,10
507905,1,1,2,,1,,,,,8
507905,2,,,,,,,,,
507905,3,,,,,,,,,
507905,4,,,,,,,,,
508240,1,,,,,,,,,7
508240,2,,,,,,,,,
508305,1,,,,,,,,,7
508505,1,,,,,,,,,9
508922,1,,,,,,,,,9
508922,2,,,,,,,,,
508922,3,,,,,,,,,
508922,4,,,,,,,,,
508922,5,,,,,,,,,
508926,1,,,,,,,,,6
508926,2,,,,,,,,,
509003,1,,,,,,,,,8
509003,2,1,2,,1,,,,,
509003,3,,,,,,,,,
509005,1,,,,,,,,,7
509005,2,,,,,,,,,
509005,3,,,,,,,,,
509006,1,2,,4,,,,,,4
509054,1,,,,,,,,,5
509054,2,,,,,,,,,
509057,1,,,,,,,,,5
509057,2,1,1,,1,,,,,
509057,3,,,,,,,,,
509057,4,,,,,,,,,
509069,1,1,2,,1,,,,,7
509069,2,,,,,,,,,
509069,3,,,,,,,,,
509069,4,,,,,,,,,
509071,1,,,,,,,,,6
509071,2,1,2,,1,,,,,
509071,3,,,,,,,,,
509074,1,,,,,,,,,8
509074,2,,,,,,,,,
509074,3,,,,,,,,,
509074,4,,,,,,,,,
509074,5,,,,,,,,,
509076,1,,,,,,,,,7
509076,2,1,4,,1,,,,,
509076,3,,,,,,,,,
509076,4,,,,,,,,,
509076,5,,,,,,,,,
509076,6,,,,,,,,,
509120,1,,,,,,,,,7
509120,2,1,3,3,,,,,,
509120,3,,,,,,,,,
509120,4,,,,,,,,,
509120,5,,,,,,,,,
509139,1,,,,,,,,,8
509139,2,1,2,,1,,,,,
509139,3,,,,,,,,,
509139,4,,,,,,,,,
509550,1,,,,,,,,,8
509550,2,,,,,,,,,
509550,3,,,,,,,,,
509550,4,,,,,,,,,
509695,1,1,2,3,,,,,,6
509695,2,,,,,,,,,
509695,3,,,,,,,,,
509695,4,,,,,,,,,
509710,1,,,,,,,,,8
509710,2,1,2,,1,,,,,
509710,3,,,,,,,,,
509710,4,,,,,,,,,
509808,1,,,,,,,,,9
509889,1,,,,,,,,,7
509889,2,1,1,5,,,6,1,2,
509889,3,,,,,,,,,
509990,1,1,2,,1,,,,,6
509990,2,,,,,,,,,
509990,3,,,,,,,,,
509997,1,2,,4,,,,,,6
509997,2,,,,,,,,,
509997,3,,,,,,,,,
510097,1,,,,,,,,,8
510097,2,1,2,,1,,,,,
510097,3,,,,,,,,,
510231,1,,,,,,,,,7
510231,2,,,,,,,,,
510231,3,,,,,,,,,
510231,4,,,,,,,,,
510239,1,,,,,,,,,10
510239,2,1,2,5,,,10,99,,
510239,3,,,,,,,,,
510239,4,,,,,,,,,
510244,1,,,,,,,,,8
510244,2,1,2,,2,,2,10,3,
510245,1,,,,,,,,,6
510245,2,1,2,,1,,,,,
510329,1,1,3,3,,,,,,6
510329,2,,,,,,,,,
510329,3,,,,,,,,,
510329,4,,,,,,,,,
510329,5,,,,,,,,,
510344,1,,,,,,,,,5
510344,2,,,,,,,,,
510433,1,,,,,,,,,7
510433,2,1,2,,1,,,,,
510433,3,,,,,,,,,
510433,4,,,,,,,,,
510437,1,,,,,,,,,4
510437,2,,,,,,,,,
510439,1,,,,,,,,,8
510439,2,1,2,,2,,10,99,,
510439,3,,,,,,,,,
510439,4,,,,,,,,,
510515,1,,,,,,,,,5
510515,2,,,,,,,,,
510555,1,,,,,,,,,7
510555,2,,,,,,,,,
510587,1,,,,,,,,,6
510587,2,,,,,,,,,
510984,1,,,,,,,,,7
510984,2,1,2,,1,,,,,
510984,3,,,,,,,,,
510984,4,,,,,,,,,
511074,1,,,,,,,,,6
511074,2,,,,,,,,,
511103,1,,,,,,,,,8
511116,1,,,,,,,,,9
511116,2,,,,,,,,,
511130,1,,,,,,,,,7
511130,2,,,,,,,,,
511165,1,,,,,,,,,8
511165,2,,,,,,,,,
511165,3,,,,,,,,,
511165,4,,,,,,,,,
511166,1,,,,,,,,,4
511170,1,,,,,,,,,5
511170,2,1,2,,1,,,,,
511170,3,,,,,,,,,
511170,4,2,,4,,,,,,
511315,1,,,,,,,,,10
511315,2,,,,,,,,,
511342,1,,,,,,,,,4
511352,1,,,,,,,,,8
511352,2,,,,,,,,,
511352,3,,,,,,,,,
511352,4,,,,,,,,,
511352,5,,,,,,,,,
511367,1,,,,,,,,,10
511367,2,1,2,,1,,,,,
511419,1,,,,,,,,,4
511424,1,1,2,,1,,,,,7
511424,2,,,,,,,,,
511435,1,,,,,,,,,6
511435,2,,,,,,,,,
511438,1,,,,,,,,,5
511474,1,,,,,,,,,6
511474,2,,,,,,,,,
511474,3,,,,,,,,,
511474,4,,,,,,,,,
511474,5,,,,,,,,,
511489,1,1,3,,1,,,,,6
511489,2,,,,,,,,,
511489,3,,,,,,,,,
511489,4,,,,,,,,,
511489,5,,,,,,,,,
511491,1,,,,,,,,,6
511491,2,,,,,,,,,
511491,3,,,,,,,,,
511495,1,,,,,,,,,5
511495,2,1,2,,1,,,,,
511500,1,,,,,,,,,7
511500,2,,,,,,,,,
511500,3,,,,,,,,,
511501,1,,,,,,,,,5
511501,2,,,,,,,,,
511624,1,,,,,,,,,4
511624,2,1,2,,1,,,,,
512211,1,1,3,,1,,,,,7
512211,2,,,,,,,,,
512406,1,,,,,,,,,7
512406,2,,,,,,,,,
512406,3,,,,,,,,,
512411,1,,,,,,,,,8
512411,2,,,,,,,,,
512411,3,,,,,,,,,
512411,4,,,,,,,,,
512417,1,,,,,,,,,5
512420,1,,,,,,,,,8
512420,2,,,,,,,,,
512420,3,,,,,,,,,
512420,4,,,,,,,,,
512452,1,,,,,,,,,8
512452,2,,,,,,,,,
512452,3,,,,,,,,,
512452,4,,,,,,,,,
512574,1,,,,,,,,,9
512574,2,,,,,,,,,
512704,1,,,,,,,,,8
512704,2,,,,,,,,,
512768,1,,,,,,,,,5
512768,2,,,,,,,,,
512784,1,,,,,,,,,10
512784,2,,,,,,,,,
512784,3,,,,,,,,,
512784,4,,,,,,,,,
512784,5,,,,,,,,,
512807,1,,,,,,,,,9
512843,1,1,3,3,,,,,,7
512843,2,,,,,,,,,
512843,3,,,,,,,,,
512843,4,,,,,,,,,
512843,5,,,,,,,,,
512846,1,,,,,,,,,4
512846,2,,,,,,,,,
512846,3,,,,,,,,,
512849,1,1,1,5,,,10,99,,4
512849,2,,,,,,,,,
512849,3,,,,,,,,,
512858,1,1,1,,1,,,,,7
512858,2,,,,,,,,,
512858,3,,,,,,,,,
512884,1,1,3,,1,,,,,9
512884,2,,,,,,,,,
512884,3,,,,,,,,,
512884,4,,,,,,,,,
512884,5,,,,,,,,,
512897,1,,,,,,,,,8
512897,2,,,,,,,,,
512921,1,1,1,,2,,10,99,,9
512921,2,,,,,,,,,
512930,1,,,,,,,,,6
512930,2,,,,,,,,,
512940,1,1,4,,1,,,,,7
512940,2,,,,,,,,,
512940,3,,,,,,,,,
512940,4,,,,,,,,,
512941,1,,,,,,,,,7
512941,2,,,,,,,,,
512941,3,,,,,,,,,
512941,4,,,,,,,,,
512941,5,,,,,,,,,
512941,6,,,,,,,,,
512941,7,,,,,,,,,
512944,1,1,2,,1,,,,,6
512944,2,,,,,,,,,
512963,1,,,,,,,,,7
512963,2,1,1,,1,,,,,
512997,1,,,,,,,,,7
512997,2,1,1,,1,,,,,
513053,1,,,,,,,,,8
513053,2,,,,,,,,,
513064,1,,,,,,,,,7
513064,2,,,,,,,,,
513064,3,,,,,,,,,
513140,1,,,,,,,,,8
513329,1,,,,,,,,,8
513329,2,,,,,,,,,
513329,3,2,,4,,,,,,
513330,1,,,,,,,,,7
513330,2,,,,,,,,,
513369,1,,,,,,,,,8
513369,2,,,,,,,,,
513377,1,,,,,,,,,5
513377,2,,,,,,,,,
513384,1,,,,,,,,,7
513384,2,1,1,,1,,,,,
513386,1,,,,,,,,,7
513386,2,,,,,,,,,
513386,3,,,,,,,,,
513388,1,,,,,,,,,5
513430,1,,,,,,,,,9
513430,2,1,2,3,,,,,,
513430,3,,,,,,,,,
513430,4,,,,,,,,,
513449,1,1,2,3,,,,,,7
513449,2,,,,,,,,,
513449,3,,,,,,,,,
513449,4,,,,,,,,,
610375,1,,,,,,,,,7
610375,2,,,,,,,,,
610398,1,,,,,,,,,7
610725,1,,,,,,,,,7
610725,2,,,,,,,,,
610802,1,,,,,,,,,3
610802,2,1,3,,1,,,,,
610802,3,,,,,,,,,
610802,4,,,,,,,,,
610802,5,,,,,,,,,
610980,1,,,,,,,,,8
610980,2,,,,,,,,,
611113,1,,,,,,,,,7
611412,1,,,,,,,,,7
611412,2,,,,,,,,,
611412,3,,,,,,,,,
611412,4,,,,,,,,,
611441,1,,,,,,,,,8
611441,2,1,1,,2,,1,10,2,
611441,3,,,,,,,,,
611453,1,,,,,,,,,6
611614,1,,,,,,,,,8
611614,2,1,2,3,,,,,,
611614,3,,,,,,,,,
611614,4,,,,,,,,,
611699,1,2,,,,1,10,99,,8
611747,1,,,,,,,,,5
611747,2,,,,,,,,,
612011,1,,,,,,,,,8
612011,2,1,1,,1,,,,,
612234,1,,,,,,,,,7
612234,2,1,2,,1,,,,,
612234,3,,,,,,,,,
612269,1,2,,4,,,,,,8
612483,1,,,,,,,,,3
613488,1,,,,,,,,,10
613488,2,,,,,,,,,
613605,1,,,,,,,,,8
613621,1,,,,,,,,,5
613697,1,,,,,,,,,6
614068,1,,,,,,,,,1
614094,1,,,,,,,,,7
614094,2,,,,,,,,,
614660,1,1,3,,1,,,,,4
614660,2,,,,,,,,,
614783,1,,,,,,,,,8
615309,1,,,,,,,,,8
615309,2,,,,,,,,,
615505,1,,,,,,,,,3
615505,2,,,,,,,,,
615662,1,,,,,,,,,8
615662,2,,,,,,,,,
615986,1,,,,,,,,,7
615986,2,,,,,,,,,
616016,1,,,,,,,,,7
616016,2,,,,,,,,,
616032,1,1,2,,1,,,,,7
616032,2,,,,,,,,,
616032,3,,,,,,,,,
616032,4,,,,,,,,,
617231,1,,,,,,,,,8
617231,2,,,,,,,,,
617398,1,,,,,,,,,9
617398,2,,,,,,,,,
617398,3,,,,,,,,,
617436,1,,,,,,,,,1
617902,1,,,,,,,,,7
617902,2,1,2,,2,,9,99,,
617902,3,,,,,,,,,
618079,1,,,,,,,,,7
618079,2,1,2,,1,,,,,
618079,3,,,,,,,,,
618164,1,,,,,,,,,7
618164,2,1,1,3,,,,,,
618164,3,,,,,,,,,
618238,1,,,,,,,,,4
618272,1,,,,,,,,,10
618272,2,,,,,,,,,
618755,1,,,,,,,,,8
618755,2,,,,,,,,,
619060,1,,,,,,,,,4
619106,1,,,,,,,,,4
619106,2,1,3,3,,,,,,
619106,3,,,,,,,,,
619106,4,,,,,,,,,
619106,5,,,,,,,,,
619126,1,,,,,,,,,6
619126,2,,,,,,,,,
619126,3,1,2,3,,,,,,
619126,4,,,,,,,,,
619126,5,,,,,,,,,
619170,1,,,,,,,,,5
619170,2,,,,,,,,,
619396,1,1,2,,1,,,,,6
619396,2,,,,,,,,,
619396,3,,,,,,,,,
619457,1,,,,,,,,,2
619457,2,,,,,,,,,
619457,3,,,,,,,,,
619457,4,,,,,,,,,
620179,1,1,1,3,,,,,,7
620481,1,,,,,,,,,8
620481,2,1,1,,1,,,,,
620481,3,2,,2,,,,,,
620503,1,1,1,,1,,,,,7
620503,2,,,,,,,,,
620593,1,,,,,,,,,2
620593,2,,,,,,,,,
620805,1,,,,,,,,,9
620805,2,1,1,,1,,,,,
620805,3,,,,,,,,,
621136,1,,,,,,,,,6
621735,1,1,3,,1,,,,,3
621735,2,,,,,,,,,
621735,3,,,,,,,,,
621735,4,,,,,,,,,
621773,1,1,2,,1,,,,,8
621773,2,,,,,,,,,
621773,3,,,,,,,,,
621773,4,,,,,,,,,
621999,1,,,,,,,,,6
622034,1,,,,,,,,,7
622034,2,,,,,,,,,
622034,3,,,,,,,,,
622034,4,,,,,,,,,
622228,1,,,,,,,,,8
622228,2,,,,,,,,,
622228,3,,,,,,,,,
622306,1,1,2,,1,,,,,6
622707,1,,,,,,,,,8
622707,2,1,2,,1,,,,,
622717,1,,,,,,,,,9
622717,2,,,,,,,,,
622915,1,,,,,,,,,8
622915,2,,,,,,,,,
623277,1,,,,,,,,,7
623277,2,2,,5,,,9,99,,
623300,1,,,,,,,,,7
623300,2,1,2,3,,,,,,
623300,3,,,,,,,,,
623300,4,,,,,,,,,
623606,1,1,1,,1,,,,,7
623606,2,,,,,,,,,
623606,3,,,,,,,,,
623651,1,,,,,,,,,5
623651,2,,,,,,,,,
624389,1,1,4,,1,,,,,6
624389,2,,,,,,,,,
624389,3,,,,,,,,,
624389,4,,,,,,,,,
624713,1,,,,,,,,,8
624713,2,,,,,,,,,
624744,1,,,,,,,,,8
624744,2,1,2,,1,,,,,
624744,3,,,,,,,,,
624744,4,,,,,,,,,
624804,1,,,,,,,,,8
624804,2,1,1,3,,,,,,
624804,3,,,,,,,,,
625257,1,,,,,,,,,6
625257,2,,,,,,,,,
625536,1,,,,,,,,,8
625536,2,,,,,,,,,
625536,3,,,,,,,,,
625536,4,,,,,,,,,
625538,1,,,,,,,,,6
625538,2,,,,,,,,,
625538,3,,,,,,,,,
625538,4,,,,,,,,,
625694,1,,,,,,,,,8
625694,2,1,1,,1,,,,,
625694,3,,,,,,,,,
625803,1,,,,,,,,,8
625803,2,1,1,,1,,,,,
625926,1,,,,,,,,,8
625926,2,,,,,,,,,
625926,3,,,,,,,,,
625926,4,,,,,,,,,
626001,1,,,,,,,,,6
626001,2,1,2,,1,,,,,
626030,1,1,2,,1,,,,,3
626030,2,2,,2,,,,,,
626178,1,,,,,,,,,10
626178,2,1,1,,1,,,,,
626178,3,,,,,,,,,
626189,1,,,,,,,,,5
626240,1,,,,,,,,,9
626240,2,,,,,,,,,
626310,1,1,1,,1,,,,,7
626310,2,,,,,,,,,
626310,3,,,,,,,,,
626310,4,,,,,,,,,
626312,1,,,,,,,,,6
626449,1,,,,,,,,,9
626449,2,1,2,3,,,,,,
626449,3,,,,,,,,,
626449,4,,,,,,,,,
626680,1,,,,,,,,,6
626688,1,,,,,,,,,10
626688,2,1,2,5,,,2,99,,
626688,3,,,,,,,,,
