nquest,nord,nordp,nesplav,exlav,etalav,yxlav1,yxlav,prexlav,anxlav1,anxlav,mesixlav,contrib,acontrib,mcontrib,etalav2,datorest,nopend,etapen,coppu,prevcom,anprevcom,mprevcom,coppip,prefpip,prefpip1,prefpip2,motexlav,motexlav1
310040,2,2,3,1,18,2,,1,1,1,,1,20,,26,1,1,,,,,,,,,,6,
310051,1,1,1,1,16,,,,,,,1,4,,,,,,,,,,,2,2,2,,
310051,2,2,3,1,15,,,,,,,1,35,,,,,,,,,,,,,,,
310051,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
310051,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
310066,1,1,1,2,23,,,,,,,1,15,,,,,,,,,,,2,2,2,,
321009,1,1,2,1,16,,,,,,,2,,,,,,,,,,,,2,1,,,
321009,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
330057,1,1,1,1,27,,,,,,,1,35,,,,,,,,,,,2,2,1,,
332080,1,1,2,3,16,,,,,,,1,40,,,,,,,,,,,1,,,,
332080,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
332080,3,10,1,1,16,2,,,,,,1,14,,,1,1,65,50,2,,,,,,,,
332080,4,3,1,1,15,,,,,,,1,15,,,,,,,,,,,,,,,
333081,1,1,3,3,27,,,,,,,1,48,,,,,,,,,,,2,1,,,
333081,2,2,1,1,20,,,,,,,1,5,,,,,,,,,,,,,,,
333081,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
343010,1,1,2,1,18,,,,,,,1,38,,,,,,,,,,,2,2,1,,
343010,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
343010,3,4,1,1,18,2,,,,,,1,4,,,1,1,,,,,,,,,,,
350035,1,1,1,1,16,,,,,,,1,25,,,,,,,,,,,2,2,1,,
350035,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
350068,1,1,2,1,19,1,600,1,1,1,,1,23,,20,1,2,60,70,2,,,,2,2,1,1,
350068,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
355063,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
355063,2,2,4,3,20,1,2,1,1,2,,1,26,,43,1,1,,,,,,,,,,6,
364310,1,1,2,3,14,,,,,,,1,39,,38,1,1,58,70,,,,,2,2,1,,
364310,2,2,3,1,14,,,,,,,1,20,,39,1,1,60,50,2,,,,,,,,
364310,3,3,1,2,18,2,,,,,,1,10,,,1,1,65,50,,,,,,,,,
365034,1,1,1,1,25,,,,,,,1,35,,,,,,,,,,,1,,,,
365034,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
365034,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
387029,1,1,1,1,24,,,,,,,1,36,,,,,,,,,,,2,2,2,,
387029,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
389029,1,1,1,1,23,,,,,,,1,35,,,,,,,,,,,2,2,2,,
389029,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
389045,1,1,2,3,26,,,,,,,1,30,,48,1,1,57,70,2,,,,2,2,1,,
389045,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
389084,1,1,1,1,18,,,,,,,1,17,,,1,1,65,60,2,,,,2,2,1,,
389084,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
389084,3,10,1,1,26,2,,,,,,2,,,,,,,,,,,,,,,,
389084,4,10,1,1,23,1,600,,,,,1,2,,,,,,,,,,,,,,,
500001,1,1,2,1,18,,,,,,,1,38,,,,,,,,,,,2,2,1,,
500001,2,2,2,1,14,,,,,,,1,9,,,,,,,,,,,,,,,
500004,1,1,4,1,13,,,,,,,1,4,,,,,,,,,,,1,,,,
500004,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
500004,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
500004,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
500011,1,1,4,1,16,,,,,,,1,8,,,,,,,,,,,2,1,,,
500026,1,2,1,2,20,,,,,,,1,32,,,1,1,65,70,,,,,2,2,2,,
500026,2,1,1,1,15,,,,,,,1,32,,,1,1,,,,,,,,,,,
500088,1,1,4,1,14,,,,,,,1,35,,,,,,,,,,,2,2,1,,
500088,2,2,1,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
500090,1,1,4,3,13,,,,,,,1,38,,,,,,,,,,,2,2,2,,
500090,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
500155,1,1,1,1,17,,,,,,,1,8,,,,,,,,,,,2,1,,,
500160,1,1,2,1,22,,,,,,,1,35,,,,,,,,,,,2,1,,,
500160,2,2,2,1,24,,,,,,,1,6,,,,,,,,,,,,,,,
500160,3,3,1,1,22,2,,,,,,1,13,,,1,2,,,,,,,,,,,
500176,1,1,6,3,16,,,,,,,1,35,,,,,,,,,,,1,,,,
500176,2,2,1,1,17,,,,,,,1,13,,,,,,,,,,,,,,,
500176,3,3,4,1,16,1,750,1,2,,6,1,,6,18,1,1,,,,,,,,,,6,
500180,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
500180,2,2,6,1,24,1,1300,2,1,5,,1,18,,42,1,2,60,70,1,2007,,90,,,,3,
500220,1,1,3,1,16,,,,,,,1,38,,,,,,,,,,,1,,,,
500280,1,1,5,2,14,,,,,,,1,35,,,,,,,,,,,2,1,,,
500280,2,2,1,1,18,,,,,,,1,38,,,1,1,58,80,2,,,,,,,,
500328,1,1,1,1,20,,,,,,,1,36,,,,,,,,,,,2,2,2,,
500340,1,1,2,1,22,,,,,,,1,30,,26,1,1,61,60,2,,,,2,1,,,
500340,2,2,1,1,23,,,,,,,1,24,,,1,2,60,60,2,,,,,,,,
500340,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
500356,1,1,1,2,27,,,,,,,1,23,,,,,,,,,,,2,1,,,
500388,1,1,4,2,19,,,,,,,1,36,,46,1,1,63,60,,,,,1,,,,
500412,1,1,2,3,17,,,,,,,1,36,,,,,,,,,,,2,1,,,
500412,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
500477,1,1,1,2,26,,,,,,,1,23,,,1,1,60,50,,,,,2,1,,,
500477,2,2,1,1,28,,,,,,,1,23,,,1,1,60,60,2,,,,,,,,
500477,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
500573,1,1,1,1,16,,,,,,,1,35,,,1,1,60,70,2,,,,2,2,2,,
500573,2,2,1,1,24,,,,,,,1,33,,,1,1,,,,,,,,,,,
500573,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
500575,1,1,4,1,14,,,,,,,1,40,,,,,,,,,,,2,2,1,,
500575,2,2,2,1,14,,,,,,,1,35,,,,,,,,,,,,,,,
500576,1,1,1,1,20,,,,,,,1,25,,,,,,,,,,,2,2,1,,
500584,1,1,1,1,20,,,,,,,1,27,,,1,1,65,70,2,,,,2,2,2,,
500584,2,2,1,1,22,,,,,,,1,24,,,1,1,,,,,,,,,,,
500584,3,3,1,1,20,1,500,,,,,1,6,,,1,1,,,,,,,,,,,
500584,4,4,1,1,21,1,500,,,,,2,,,,1,1,60,70,2,,,,,,,,
500586,1,1,1,1,17,,,,,,,1,35,,,,,,,,,,,2,2,2,,
500586,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
500586,3,3,1,1,21,1,350,,,,,1,16,,,1,1,,,,,,,,,,,
500594,1,1,1,1,20,,,,,,,1,36,,,,,,,,,,,2,2,2,,
500620,1,1,1,1,18,,,,,,,1,32,,,,,,,,,,,2,2,2,,
500620,2,2,1,1,16,,,,,,,1,40,,,,,,,,,,,,,,,
500669,1,1,1,2,20,1,400,,,,,1,22,,,1,1,65,70,,,,,2,2,2,,
500669,2,2,2,3,20,1,400,3,1,15,,1,15,,40,1,1,,,,,,,,,,3,
500669,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
500674,1,1,1,1,22,,,,,,,1,37,,,,,,,,,,,2,2,2,,
500674,2,2,1,1,20,,,,,,,1,35,,,,,,,,,,,,,,,
500682,1,2,1,1,19,,,,,,,1,29,,,1,1,60,70,2,,,,2,2,2,,
500682,2,1,1,1,17,,,,,,,1,40,,,,,,,,,,,,,,,
500682,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
500682,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
500726,1,1,1,1,18,1,700,,,,,1,17,,,1,1,60,70,2,,,,2,2,2,,
500726,2,2,1,1,20,1,600,,,,,1,21,,,1,1,,,,,,,,,,,
500726,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
500751,1,1,1,1,16,,,,,,,2,,,,,,,,,,,,2,1,,,
500751,2,2,2,3,16,,,,,,,1,38,,22,1,1,,,,,,,,,,,
500784,1,1,1,2,28,1,650,,,,,1,11,,,1,1,65,70,,,,,2,2,2,,
500784,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
500877,1,1,1,1,20,,,,,,,1,37,,,,,,,,,,,2,2,2,,
500877,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
501048,1,1,2,1,15,,,,,,,1,36,,,,,,,,,,,2,2,2,,
501048,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
501059,1,1,1,2,17,2,,,,,,1,20,,,1,1,65,75,,,,,2,2,2,,
501059,2,2,1,1,24,2,,,,,,1,8,,,1,1,,,,,,,,,,,
501059,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
501068,1,1,2,1,15,,,,,,,1,36,,,,,,,,,,,2,2,1,,
501068,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
501082,1,1,1,1,15,,,,,,,1,35,,,1,1,60,80,2,,,,2,2,2,,
501082,2,2,1,1,20,,,,,,,2,,,,,,,,,,,,,,,,
501082,3,3,1,1,20,2,,,,,,1,2,,,1,1,,,,,,,,,,,
501374,1,1,3,1,17,,,,,,,1,40,,,,,,,,,,,1,,,,
501374,2,2,3,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
501374,3,3,2,1,25,1,800,1,1,2,,1,4,,27,1,1,,,,,,,,,,1,
501444,1,1,2,1,16,,,,,,,1,37,,,,,,,,,,,2,2,2,,
501444,2,2,2,1,22,,,,,,,1,26,,27,1,1,,,,,,,,,,,
501444,3,3,1,2,21,2,,,,,,1,4,,,,,,,,,,,,,,,
501448,1,1,1,2,23,,,,,,,1,40,,,,,,,,,,,2,2,2,,
501448,2,2,1,1,22,,,,,,,1,40,,,,,,,,,,,,,,,
501485,1,1,1,2,20,,,,,,,1,35,,,,,,,,,,,2,2,2,,
501485,2,2,1,2,20,,,,,,,1,35,,,,,,,,,,,,,,,
501485,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
501485,4,4,1,2,28,1,400,,,,,1,1,,,1,1,,,,,,,,,,,
501492,1,1,4,1,18,1,900,1,1,2,,1,27,,22,1,1,65,70,2,,,,2,2,1,1,
501492,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
501492,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
501492,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
501569,1,1,3,1,16,,,,,,,1,30,,23,1,1,59,60,1,2007,,80,2,2,1,,
501569,2,2,2,1,19,,,,,,,1,27,,24,1,1,60,50,1,2007,,55,,,,,
501569,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
501569,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
501627,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
501664,1,1,1,1,20,2,,,,,,1,20,,,1,1,65,80,2,,,,2,2,2,,
501664,2,2,1,1,17,2,,,,,,1,2,,,1,1,65,70,2,,,,,,,,
501694,1,1,1,1,15,,,,,,,1,37,,,1,1,65,80,2,,,,2,2,1,,
501694,2,2,1,1,17,,,,,,,1,35,,,1,1,65,80,2,,,,,,,,
501694,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
501697,1,1,2,1,16,,,,,,,1,20,,,,,,,,,,,1,,,,
501697,2,2,2,1,15,,,,,,,1,40,,,,,,,,,,,,,,,
501723,1,1,4,3,14,,,,,,,1,30,,23,1,1,65,50,,,,,2,2,1,,
501723,2,2,2,1,15,,,,,,,1,30,,20,1,2,,,,,,,,,,,
501723,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
501777,1,1,2,1,18,2,,2,1,16,,1,27,,39,1,1,58,35,2,,,,2,2,1,1,
501777,2,2,1,1,23,,,,,,,1,18,,,1,1,,,,,,,,,,,
501777,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
501777,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
501777,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
501816,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
501816,2,3,1,1,19,,,,,,,1,28,,,1,1,,,,,,,,,,,
501816,3,2,6,1,16,2,,2,1,2,,1,10,,44,1,1,,,,,,,,,,6,
501874,1,1,1,1,20,,,,,,,1,35,,,,,,,,,,,2,2,2,,
501874,2,2,1,1,28,,,,,,,1,30,,,,,,,,,,,,,,,
501874,3,3,1,1,28,2,,,,,,2,,,,,,,,,,,,,,,,
501978,1,1,1,2,19,,,,,,,1,32,,,1,1,65,70,,,,,2,2,2,,
501978,2,2,1,2,27,,,,,,,1,31,,,1,1,,,,,,,,,,,
501978,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
502025,1,1,1,1,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
502025,2,2,3,1,15,,,,,,,1,37,,,,,,,,,,,,,,,
502025,3,3,2,3,17,1,950,2,3,,,1,22,,39,1,1,,,,,,,,,,1,
502060,1,1,1,2,26,,,,,,,2,,,,,,,,,,,,2,2,2,,
502060,2,2,1,1,20,,,,,,,1,30,,,1,1,,,,,,,,,,,
502144,1,1,1,1,20,,,,,,,1,15,,,,,,,,,,,2,2,2,,
502144,2,2,1,1,18,,,,,,,1,35,,,,,,,,,,,,,,,
502144,3,3,1,1,31,1,900,,,,,1,9,,,1,1,,,,,,,,,,,
502157,1,1,3,1,18,,,,,,,1,36,,,,,,,,,,,2,2,1,,
502157,2,2,1,1,50,,,,,,,2,,,,,,,,,,,,,,,,
502157,3,10,1,1,48,,,,,,,2,,,,1,1,,,,,,,,,,,
502248,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
502355,1,1,2,1,16,,,,,,,1,31,,16,1,1,65,70,2,,,,2,1,,,
502355,2,2,1,1,19,,,,,,,1,2,,,,,,,,,,,,,,,
502355,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
502360,1,1,1,1,14,,,,,,,2,,,,,,,,,,,,2,2,2,,
502364,1,1,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,1,,
502364,2,2,1,2,35,,,,,,,1,20,,,,,,,,,,,,,,,
502366,1,2,1,1,14,,,,,,,1,45,,,,,,,,,,,2,2,2,,
502383,1,1,2,1,15,,,,,,,1,12,,,,,,,,,,,2,2,2,,
502386,1,1,1,1,12,,,,,,,1,15,,,,,,,,,,,2,2,2,,
502434,1,1,1,2,22,,,,,,,1,40,,,,,,,,,,,2,2,2,,
502434,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
502437,1,1,1,2,20,,,,,,,1,36,,,1,1,60,30,,,,,2,2,1,,
502437,2,2,1,1,19,,,,,,,1,20,,,,,,,,,,,,,,,
502437,3,3,1,1,27,1,850,,,,,1,1,,,1,2,,,,,,,,,,,
502437,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
502506,1,1,1,1,27,,,,,,,1,30,,,,,,,,,,,2,2,1,,
502506,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
502512,1,1,2,1,32,1,700,2,1,13,,1,13,,45,1,2,70,50,2,,,,2,2,1,1,
502512,2,2,2,1,18,1,750,2,1,10,,1,10,,,,,,,,,,,,,,4,
502512,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
502512,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
502512,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
502711,1,1,1,1,25,,,,,,,1,29,,,1,1,60,70,2,,,,2,2,2,,
502711,2,2,1,1,25,,,,,,,1,33,,,1,1,,,,,,,,,,,
502711,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
502711,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
502772,1,1,2,3,15,,,,,,,1,50,,33,1,1,70,75,,,,,2,2,2,,
502772,2,2,1,1,18,,,,,,,2,,,,,,,,,,,,,,,,
502772,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
503308,1,1,1,1,19,,,,,,,1,33,,,1,1,53,100,2,,,,2,2,2,,
503308,2,2,3,1,15,,,,,,,1,22,,47,1,1,58,40,2,,,,,,,,
503308,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
503431,1,1,2,1,15,,,,,,,1,35,,,,,,,,,,,1,,,,
503431,2,2,1,1,15,,,,,,,1,3,,,,,,,,,,,,,,,
503487,1,1,2,1,17,,,,,,,1,36,,24,1,1,56,100,1,2007,,100,2,2,2,,
503487,2,2,3,1,19,,,,,,,1,5,,,,,,,,,,,,,,,
503487,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
503560,1,1,5,1,24,,,,,,,1,34,,43,1,2,60,70,2,,,,2,2,1,,
503560,2,2,1,1,40,,,,,,,1,8,,,1,1,60,60,2,,,,,,,,
503560,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
503560,4,4,1,1,21,1,750,,,,,1,1,,,1,1,60,60,2,,,,,,,,
503561,1,1,3,1,15,,,,,,,1,40,,,,,,,,,,,2,2,2,,
503561,2,2,6,1,14,,,,,,,1,20,,,,,,,,,,,,,,,
503561,3,3,1,2,25,1,900,,,,,2,,,,1,2,,,,,,,,,,,
503561,4,4,1,2,25,1,500,,,,,2,,,,1,1,,,,,,,,,,,
503593,1,1,4,1,27,,,,,,,1,18,,42,1,2,65,70,2,,,,2,2,1,,
503593,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
503674,1,1,1,1,20,,,,,,,1,33,,,1,1,55,70,2,,,,2,2,2,,
503674,2,2,1,1,26,,,,,,,1,34,,,,,,,,,,,,,,,
503674,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
503674,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
503703,1,1,1,1,20,,,,,,,1,28,,,1,1,60,70,2,,,,2,2,2,,
503703,2,2,1,1,25,,,,,,,1,21,,,1,1,,,,,,,,,,,
503703,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
503757,1,1,4,1,15,1,200,1,1,2,,1,25,,29,1,2,55,55,2,,,,2,1,,1,
503788,1,1,1,2,15,,,,,,,1,35,,,,,,,,,,,2,1,,,
503788,2,2,2,3,15,,,,,,,1,36,,,,,,,,,,,,,,,
503788,3,3,1,1,21,2,,,,,,1,18,,,1,2,65,70,2,,,,,,,,
503804,1,1,3,1,14,,,,,,,1,34,,,,,,,,,,,2,1,,,
503804,2,2,3,1,15,,,,,,,1,24,,,,,,,,,,,,,,,
503850,1,1,4,3,22,,,,,,,1,32,,40,1,1,65,50,,,,,2,2,2,,
503850,2,2,1,1,22,,,,,,,1,33,,,1,1,59,70,2,,,,,,,,
503850,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
503931,1,1,2,3,19,,,,,,,1,40,,28,1,1,63,90,2,,,,2,2,2,,
503931,2,2,1,1,22,,,,,,,1,33,,,1,1,58,90,2,,,,,,,,
503931,3,3,3,1,23,1,600,1,1,2,,1,3,,25,1,2,,,,,,,,,,7,
503931,4,4,1,1,23,1,500,,,,,1,1,,,1,1,,,,,,,,,,,
503950,1,1,1,1,20,2,,,,,,1,18,,,1,1,60,70,2,,,,1,,,,
503950,2,2,3,1,15,1,100,1,1,2,,1,14,,38,1,1,,,,,,,,,,7,
503950,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
503950,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
503959,1,1,1,1,22,,,,,,,1,32,,,1,1,62,90,2,,,,2,2,2,,
503981,1,1,2,1,20,,,,,,,1,35,,,,,,,,,,,2,1,,,
503981,2,2,3,3,14,,,,,,,1,15,,,,,,,,,,,,,,,
503981,3,3,3,1,18,1,500,2,1,5,,1,15,,40,1,1,,,,,,,,,,1,
504063,1,1,1,1,16,,,,,,,1,39,,,,,,,,,,,1,,,,
504063,2,2,1,1,16,,,,,,,1,39,,,,,,,,,,,,,,,
504063,3,3,1,1,20,1,400,,,,,2,,,,,,,,,,,,,,,,
504063,4,4,1,1,14,,,,,,,1,30,,,,,,,,,,,,,,,
504091,1,1,2,3,11,,,,,,,1,40,,,,,,,,,,,2,2,1,,
504091,2,2,1,1,15,,,,,,,1,18,,,,,,,,,,,,,,,
504110,1,1,2,1,15,,,,,,,1,25,,47,1,1,60,60,2,,,,2,2,2,,
504110,2,2,1,2,20,,,,,,,1,28,,,1,1,,,,,,,,,,,
504110,3,3,1,1,20,2,,,,,,1,5,,,1,1,,,,,,,,,,,
504110,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
504112,1,2,1,1,16,,,,,,,1,36,,,,,,,,,,,2,1,,,
504125,1,1,1,1,14,,,,,,,1,41,,,,,,,,,,,2,2,2,,
504125,2,2,1,1,15,,,,,,,1,35,,,,,,,,,,,,,,,
504129,1,1,2,1,18,,,,,,,1,32,,33,1,1,60,60,2,,,,2,2,1,,
504129,2,2,2,1,15,,,,,,,1,36,,,,,,,,,,,,,,,
504129,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504138,1,1,1,2,18,,,,,,,1,15,,,1,1,60,70,,,,,2,2,2,,
504138,2,2,1,2,24,,,,,,,1,25,,,1,1,,,,,,,,,,,
504138,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504157,1,1,2,1,20,,,,,,,1,20,,47,1,1,65,70,2,,,,2,2,2,,
504158,1,1,1,2,30,,,,,,,1,35,,,,,,,,,,,2,2,2,,
504175,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
504175,2,2,1,1,20,,,,,,,1,38,,,,,,,,,,,,,,,
504175,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504209,1,1,2,3,26,,,,,,,1,30,,26,1,1,65,75,2,,,,2,2,2,,
504209,2,2,1,1,23,,,,,,,1,33,,,,,,,,,,,,,,,
504209,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504209,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
504341,1,2,16,2,16,,,,,,,1,40,,,,,,,,,,,2,2,2,,
504341,2,1,1,2,15,,,,,,,1,36,,,,,,,,,,,,,,,
504341,3,3,1,1,27,1,1250,,,,,1,4,,,1,1,,,,,,,,,,,
504359,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
504359,2,2,1,1,15,,,,,,,1,40,,,1,2,56,80,2,,,,,,,,
504359,3,4,1,2,18,1,350,,,,,1,12,,,1,1,,,,,,,,,,,
504359,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
504363,1,1,1,1,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
504363,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
504363,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504380,1,1,1,1,20,,,,,,,1,45,,,,,,,,,,,2,2,2,,
504395,1,1,1,1,18,,,,,,,1,31,,,1,1,58,80,1,2007,,82,2,2,2,,
504395,2,2,1,1,19,1,700,,,,,1,2,,,1,1,,,,,,,,,,,
504395,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504395,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
504453,1,1,3,3,14,1,150,2,1,1,,1,27,,33,1,2,55,70,,,,,2,2,1,7,
504453,2,2,2,1,20,1,450,2,1,1,,1,21,,21,1,1,65,50,2,,,,,,,1,
504453,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504453,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
504483,1,1,1,1,18,,,,,,,1,40,,,,,,,,,,,1,,,,
504483,2,2,3,1,15,,,,,,,1,26,,39,1,1,60,60,2,,,,,,,,
504483,3,3,1,1,20,1,800,,,,,1,7,,,1,2,,,,,,,,,,,
504483,4,4,1,1,18,1,800,,,,,1,5,,,1,1,,,,,,,,,,,
504490,1,1,2,1,19,,,,,,,1,34,,19,1,2,58,80,2,,,,2,1,,,
504490,2,2,2,1,20,2,,1,3,,,1,5,,30,1,2,,,,,,,,,,7,
504541,1,1,3,3,16,,,,,,,1,8,,49,1,1,65,0,2,,,,1,,,,
504551,1,1,3,1,13,,,,,,,1,16,,,,,,,,,,,2,1,,,
504578,1,1,1,1,15,,,,,,,1,27,,,,,,,,,,,2,1,,,
504578,2,2,1,1,12,,,,,,,1,8,,,,,,,,,,,,,,,
504581,1,1,3,1,12,,,,,,,1,9,,,,,,,,,,,2,1,,,
504581,2,2,2,1,16,1,700,2,1,1,,1,3,,18,1,1,,,,,,,,,,7,
504584,1,1,1,1,50,,,,,,,1,2,,,1,1,65,30,2,,,,2,2,2,,
504584,2,2,2,1,19,2,,2,1,1,,1,2,,20,1,1,,,,,,,,,,2,
504719,1,1,7,3,16,,,,,,,1,36,,,,,,,,,,,2,2,2,,
504719,2,2,4,1,15,,,,,,,1,15,,,,,,,,,,,,,,,
504730,1,1,1,1,18,,,,,,,1,37,,,,,,,,,,,2,2,2,,
504730,2,2,3,1,16,,,,,,,1,37,,,,,,,,,,,,,,,
504743,1,1,3,1,14,,,,,,,1,37,,,,,,,,,,,2,2,2,,
504743,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
504792,1,1,3,1,17,,,,,,,1,36,,,,,,,,,,,2,2,2,,
504792,2,2,1,1,19,,,,,,,1,37,,,,,,,,,,,,,,,
504821,1,1,3,3,21,2,,3,1,2,,1,12,,27,1,1,70,20,,,,,2,2,2,7,
504821,2,2,2,1,20,2,,1,3,,,1,20,,23,1,1,,,,,,,,,,1,
504821,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
504872,1,1,2,3,14,,,,,,,1,20,,,,,,,,,,,2,2,1,,
504872,2,2,5,1,17,1,200,1,2,,6,1,10,,30,1,1,,,,,,,,,,6,
504885,1,1,10,1,30,,,,,,,1,28,,,,,,,,,,,2,2,1,,
504886,1,1,3,1,16,,,,,,,1,36,,53,1,1,60,70,2,,,,2,2,2,,
504886,2,2,2,1,18,,,,,,,1,34,,38,1,1,,,,,,,,,,,
504886,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
504886,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
504889,1,1,2,1,23,,,,,,,1,35,,,,,,,,,,,2,2,1,,
504889,2,2,3,1,14,,,,,,,1,6,,,,,,,,,,,,,,,
504921,1,1,2,1,22,1,600,2,2,,1,1,18,,41,1,1,65,50,1,2008,4,60,2,1,,1,
504921,2,2,1,1,19,1,500,,,,,1,25,,,1,2,,,,,,,,,,,
504921,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
504937,1,1,3,1,14,1,350,2,1,5,,1,26,,20,1,2,65,50,1,2007,,60,2,2,1,7,
504937,2,2,2,1,15,1,350,2,1,1,,1,11,,,,,,,,,,,,,,3,
504937,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
504937,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
504956,1,1,7,1,28,1,400,1,1,1,,1,10,,,,,,,,,,,2,2,2,1,
504956,2,2,1,1,17,1,250,,,,,1,10,,,1,1,60,70,2,,,,,,,,
504959,1,1,4,1,15,,,,,,,1,33,,,,,,,,,,,2,2,2,,
504959,2,2,3,1,15,,,,,,,1,25,,40,1,1,,,,,,,,,,,
504959,3,4,1,1,20,1,800,,,,,1,5,,,1,2,,,,,,,,,,,
