nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm,nattivita
718252,2,1,1,1,1,1,12,2,7,40,2,,13000,2,0,1
718252,3,1,1,1,1,1,12,2,3,40,2,,16900,2,0,1
718252,4,1,1,1,1,1,12,2,7,40,2,,14300,2,0,1
718272,1,1,1,1,1,1,12,1,,40,1,2,15000,2,0,1
718272,2,2,1,1,1,1,12,1,,40,2,,15000,2,0,1
718429,1,1,1,1,1,1,12,2,4,40,1,3,13500,2,0,1
718463,1,1,1,1,1,1,12,2,3,40,2,,13500,2,0,1
718526,1,1,1,2,1,1,12,2,1,26,2,,9000,2,0,1
718526,2,2,1,2,1,1,12,2,1,20,2,,10000,2,0,1
718526,3,3,1,1,2,1,12,2,2,40,2,,15000,2,0,1
718531,1,1,1,2,2,1,12,1,,12,2,,6000,2,0,1
718531,2,1,1,1,1,1,12,1,,15,2,,20000,2,0,1
718610,1,1,1,1,1,1,12,2,2,40,1,3,15500,2,0,1
718621,1,1,1,1,1,2,10,2,2,50,1,5,15000,2,0,1
718621,2,2,1,2,1,2,10,2,4,15,1,5,7000,2,0,1
718624,1,1,1,1,1,1,12,2,7,40,2,,17000,1,1000,1
718674,5,1,1,1,1,1,12,2,4,40,1,2,14000,2,0,1
718727,1,1,1,1,1,1,12,2,4,45,1,5,18550,2,0,1
718764,1,1,1,1,1,1,12,2,6,40,2,,29000,2,0,1
718767,3,1,1,1,1,1,12,2,2,40,2,,17000,2,0,1
718772,3,1,1,1,1,1,12,1,,40,2,,16000,2,0,1
718812,1,1,1,1,1,1,12,2,4,40,2,,20000,2,0,1
718832,1,1,1,1,1,1,12,2,4,45,1,5,17024,2,0,1
718837,1,1,1,1,1,1,12,2,5,40,2,,30000,2,0,1
718837,2,1,1,1,1,1,12,1,,40,2,,26000,2,0,1
719025,1,1,1,1,1,1,12,1,,36,2,,16900,2,0,1
719025,2,2,1,1,1,1,12,2,6,36,2,,10900,2,0,1
719109,1,1,1,1,1,1,12,1,,40,2,,13000,1,,1
719109,2,2,1,1,1,1,12,1,,37,2,,19500,1,,1
719109,4,2,1,1,1,1,12,2,1,40,2,,13000,2,0,1
719121,1,1,1,1,1,1,12,1,,36,1,0,16000,2,0,1
719121,2,2,1,1,1,1,12,1,,36,2,,20800,1,,1
719350,1,1,1,1,1,1,12,2,5,40,1,0,35000,2,0,1
719437,1,1,1,1,1,1,12,1,,36,1,5,17000,2,0,1
719437,3,3,1,1,1,1,12,1,,36,1,,21000,1,500,1
719528,1,1,1,2,2,2,6,2,2,48,2,,4000,2,0,1
719556,1,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
719565,2,1,1,1,1,1,12,1,,36,2,,12000,2,0,1
719565,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
719571,1,1,1,1,1,1,12,1,,36,2,,13000,2,0,1
719571,2,3,1,1,1,1,12,1,,36,2,,13000,2,0,1
719647,1,1,1,1,1,1,12,2,2,40,2,,9600,2,0,1
719666,2,2,1,1,2,1,12,2,7,48,2,,9600,2,0,1
719679,2,1,1,1,2,2,6,1,,36,2,,7000,2,0,1
719714,1,1,1,1,1,1,12,1,,25,1,2,15600,2,0,1
719763,1,1,1,1,1,1,12,1,,35,1,0,15600,1,480,1
719801,2,2,1,1,1,1,12,1,,36,1,1,16000,2,0,1
719801,3,2,1,1,1,1,12,2,1,40,2,,15000,2,0,1
719810,3,1,1,2,2,1,12,1,,25,2,,4500,2,0,1
719840,2,2,1,1,2,1,12,1,,36,1,4,11700,2,0,1
719940,1,1,1,1,1,2,7,2,7,40,2,,10000,2,0,1
719963,1,1,1,1,1,1,12,1,,36,1,0,18000,2,0,1
719963,2,2,1,1,1,1,12,1,,36,1,0,23000,2,0,1
720003,2,2,1,1,1,1,12,2,1,48,2,,8400,2,0,1
720116,2,1,1,1,1,1,12,2,2,25,2,,13500,2,0,1
720116,4,1,1,1,2,1,12,2,1,48,2,,9000,2,0,1
720117,2,1,1,1,1,1,12,1,,40,2,,60000,2,0,1
720139,1,1,1,1,1,1,12,1,,36,2,,21000,2,0,1
720139,2,1,1,1,1,1,12,1,,36,1,9,32000,2,0,1
720163,1,1,1,1,1,1,12,1,,24,2,,22000,2,0,1
720209,1,1,1,1,1,1,12,2,5,40,1,2,16000,2,0,1
720209,2,2,1,1,1,1,12,1,,36,1,4,18000,1,350,1
720256,1,1,1,1,1,1,12,2,7,40,2,,17000,2,0,1
720312,1,1,1,1,2,1,12,1,,34,2,,7000,2,0,1
720373,2,1,1,1,2,2,10,2,4,40,1,3,12000,2,0,1
720373,3,1,1,2,2,2,6,2,6,40,2,,6000,2,0,1
720404,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,1
720416,3,1,1,1,2,2,11,2,1,40,2,,10000,2,0,1
720566,1,1,1,2,1,1,12,2,2,35,2,,11000,2,0,1
720603,1,1,1,2,1,1,12,2,1,40,2,,6000,2,0,1
720610,1,1,1,1,1,1,12,2,1,45,2,,13000,2,0,1
720634,1,1,1,1,1,1,12,1,,45,2,,16000,2,0,1
720883,1,1,1,1,1,1,12,2,7,40,2,,13000,2,0,1
721201,1,1,1,1,1,1,12,2,2,36,2,,80000,2,0,1
721203,1,1,1,1,1,1,12,1,,40,2,,20000,2,0,1
721303,1,1,1,1,1,1,12,1,,40,2,,22000,2,0,1
721303,3,1,1,1,1,1,12,1,,40,2,,19000,2,0,1
721520,1,1,1,1,1,1,12,2,6,34,1,16,24000,2,0,1
721520,2,2,1,2,1,1,12,2,2,30,2,,10000,2,0,1
721548,2,2,1,1,1,1,12,1,,24,2,,21450,2,0,1
721602,2,1,1,1,1,1,12,2,1,40,2,,12000,2,0,1
721628,1,1,1,1,1,1,12,2,6,45,1,5,14170,2,0,1
721717,1,1,1,1,1,1,12,2,3,40,1,5,21000,2,0,1
721717,2,2,1,1,1,1,12,1,,38,1,2,11000,2,0,1
721777,1,1,1,1,1,1,12,2,2,40,1,3,36000,2,0,1
721777,2,2,1,1,1,1,12,1,,37,1,3,19000,2,0,1
721804,2,2,1,1,1,1,12,2,6,44,1,5,16800,2,0,1
721871,1,1,1,1,1,1,12,1,,37,1,1,15800,2,0,1
721871,2,2,1,1,1,1,12,1,,36,2,,18850,1,1200,1
722007,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0,1
722013,1,1,1,1,1,1,12,1,,40,1,6,20000,2,0,1
722021,1,1,1,1,1,1,12,1,,45,1,5,20000,2,0,1
722116,1,1,1,1,1,1,12,2,2,40,1,15,15600,2,0,1
722116,2,1,1,1,2,2,8,2,2,30,2,,7200,2,0,1
722139,1,1,1,1,1,1,12,2,3,40,2,,13000,2,0,1
722141,1,1,1,1,1,1,12,2,1,40,1,5,14000,2,0,1
722141,2,1,1,2,1,2,6,2,4,30,2,,4800,2,0,1
722146,1,1,1,1,1,1,12,2,4,50,1,10,22800,2,0,1
722146,2,1,1,1,1,1,12,1,,40,1,8,12000,2,0,1
722212,1,1,1,1,2,2,9,1,,20,1,0,18000,2,0,1
722258,1,1,1,1,1,1,12,1,,36,1,0,18396,2,0,1
722258,2,2,1,1,1,1,12,2,6,55,1,0,28400,1,2000,1
722321,1,1,1,1,1,1,12,2,6,37,2,,32000,1,1600,1
722332,1,1,1,1,1,1,12,1,,36,2,,24000,1,1200,1
722353,1,1,1,1,1,1,12,2,3,45,1,5,25000,2,0,1
722364,1,1,1,1,1,1,12,2,2,50,1,2,15000,2,0,1
722365,1,1,1,1,1,1,12,2,7,60,1,5,28600,2,0,1
722447,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
722509,1,1,1,1,1,1,12,1,,36,2,,25000,1,2500,1
722509,2,1,1,2,1,1,12,1,,25,2,,20000,2,0,1
722518,2,1,1,1,1,1,12,2,5,42,1,2,25200,2,0,1
722608,1,1,1,1,1,1,12,2,2,48,2,,13000,2,0,1
722608,2,1,1,2,3,2,5,2,2,40,2,,5000,2,0,1
722704,1,1,1,1,1,1,12,1,,40,2,,19000,2,0,1
722704,2,1,1,1,1,1,12,1,,40,2,,16500,2,0,1
722720,2,1,1,1,1,1,12,2,6,40,1,0,17710,2,0,1
722743,1,1,1,1,1,1,12,2,1,40,2,,10000,2,0,1
722806,1,1,1,1,1,1,12,2,1,40,2,,14000,2,0,1
722807,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,1
722837,2,2,1,1,1,1,12,2,1,34,2,,10000,2,0,1
722935,1,1,1,1,2,1,12,2,2,40,2,,15400,2,0,1
722935,2,1,1,1,1,1,12,2,6,40,2,,19000,2,0,1
723207,1,1,1,1,2,2,3,2,2,36,2,,5000,2,0,1
723207,2,2,1,1,2,2,4,2,1,36,2,,6000,2,0,1
723405,1,1,1,1,1,2,8,2,7,36,1,1,9600,2,0,1
723405,1,1,1,1,1,2,4,1,,21,2,,5600,2,0,2
723405,2,1,1,1,1,1,12,2,6,37,2,,28000,1,,1
723463,1,1,1,1,1,1,12,2,7,38,1,0,25600,2,0,1
723504,1,1,1,2,1,1,12,2,6,24,1,1,11500,2,0,1
723504,2,2,1,1,1,1,12,2,7,40,1,2,15000,2,0,1
723506,1,1,1,2,2,1,12,2,5,20,1,0,5900,2,0,1
723506,3,3,1,1,1,1,12,1,,30,2,,32000,2,0,1
723536,2,1,1,2,1,1,12,2,5,37,1,5,13000,2,0,1
724132,1,1,1,2,1,1,12,2,2,16,2,,6880,2,0,1
724132,2,1,1,1,2,2,3,2,2,40,2,,3400,2,0,1
724209,2,1,1,1,1,1,12,2,4,45,2,,10000,2,0,1
724210,2,1,1,1,1,1,12,2,6,36,2,,15000,2,0,1
724213,1,1,1,1,1,1,12,2,7,38,1,0,21000,2,0,1
724333,1,1,1,1,1,1,12,2,3,40,2,,15000,2,0,1
724333,2,2,1,1,1,1,12,2,2,40,2,,12000,2,0,1
724353,1,1,1,1,1,1,12,1,,40,2,,15800,2,0,1
724509,3,1,1,1,3,3,,2,7,40,2,,2500,2,0,1
724537,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0,1
724537,2,2,1,1,1,1,12,1,,38,2,,19000,2,0,1
724543,1,1,1,1,1,1,12,1,,36,2,,23000,2,0,1
724543,2,2,1,1,1,1,12,1,,24,1,3,23000,2,0,1
724549,3,3,1,1,1,1,12,2,7,30,2,,11000,2,0,1
724635,1,1,1,1,1,1,12,2,3,40,1,3,16000,2,0,1
724665,1,1,1,1,1,1,12,2,3,40,2,,14000,2,0,1
724665,2,2,1,1,1,1,12,2,3,40,2,,15000,2,0,1
724708,1,1,1,1,1,1,12,2,3,40,1,3,18000,2,0,1
724714,2,1,1,1,1,1,12,1,,40,2,,19544,2,0,1
724867,1,1,1,1,1,1,12,1,,42,2,,17550,2,0,1
724867,2,2,1,1,1,1,12,1,,42,2,,19500,2,0,1
724899,1,1,1,1,1,1,12,1,,40,1,0,34000,2,0,1
724926,1,1,1,1,1,1,12,1,,40,1,0,26000,2,0,1
724926,2,2,1,2,1,1,12,2,2,20,2,,10400,2,0,1
725073,1,1,1,1,1,1,12,2,2,40,2,,20000,1,300,1
725206,2,1,1,1,1,1,12,1,,45,2,,16900,2,0,1
725535,1,1,1,1,1,1,12,1,,48,1,4,30000,1,1100,1
725535,2,1,1,1,1,1,12,1,,24,2,,11000,2,0,1
725535,3,1,1,1,2,3,,2,2,10,2,,2600,2,0,1
725619,2,1,1,1,1,1,12,2,1,48,2,,15600,2,0,1
725622,1,1,1,1,1,1,12,2,2,36,2,,15600,2,0,1
725642,2,2,1,1,1,1,12,1,,36,1,5,16900,1,800,1
725643,1,1,1,1,1,1,12,1,,36,2,,16900,2,0,1
725643,2,2,1,1,1,1,12,1,,36,1,10,20000,1,900,1
725700,1,1,1,1,1,2,7,2,2,40,2,,7000,2,0,1
725700,3,1,1,1,1,1,12,2,2,39,1,3,12100,2,0,1
725700,4,4,1,1,1,1,12,2,2,39,1,3,11200,2,0,1
725716,1,1,1,1,1,1,12,1,,39,2,,19500,2,0,1
725716,2,2,1,1,1,1,12,1,,39,2,,19500,2,0,1
725726,1,1,1,1,1,1,12,2,2,36,2,,11000,2,0,1
725726,2,1,1,1,2,2,6,2,2,36,2,,5200,2,0,1
725801,1,1,1,1,1,1,12,1,,24,2,,18900,2,0,1
725902,1,1,1,1,1,1,12,1,,40,1,2,19500,2,0,1
725902,2,2,1,2,1,1,12,2,2,30,2,,5850,2,0,1
726010,1,1,1,1,1,1,12,2,3,55,1,5,17000,1,2200,1
726010,2,2,2,2,2,2,2,2,1,35,2,,1400,2,0,1
726146,2,1,1,1,1,1,12,1,,40,2,,15600,2,0,1
726161,2,1,1,1,2,2,6,2,2,40,2,,9000,2,0,1
726202,1,1,1,1,1,1,12,2,4,40,2,,14300,2,0,1
726234,3,2,1,1,1,1,12,1,,35,2,,14800,2,0,1
726463,2,1,1,1,1,1,12,1,,48,1,7,21450,2,0,1
726553,1,1,1,1,1,1,12,2,6,40,1,1,20000,2,0,1
726553,2,2,1,2,1,1,12,2,7,35,1,5,12000,2,0,1
726568,2,2,1,1,1,1,12,2,5,40,2,,13000,2,0,1
726568,3,1,1,1,1,1,12,2,2,40,1,0,9500,2,0,1
726608,1,1,1,1,1,1,12,2,3,40,1,2,13000,2,0,1
726608,2,1,1,1,1,1,12,2,3,40,1,2,14000,2,0,1
726703,1,1,1,1,1,1,12,2,4,40,2,,22000,1,,1
726703,2,2,1,1,1,1,12,1,,36,2,,16000,1,,1
726740,1,1,1,1,1,1,12,2,7,40,2,,20000,1,,1
726740,2,2,1,2,1,1,12,2,7,35,1,2,14700,1,,1
726743,1,1,1,1,1,1,12,1,,36,1,5,14500,1,1200,1
726743,2,1,1,1,1,1,12,2,2,40,1,3,12000,2,0,1
726867,1,1,1,1,1,1,12,2,7,40,2,,12000,2,0,1
726867,2,2,1,2,1,1,12,2,2,30,2,,7000,2,0,1
726867,3,3,1,1,1,2,5,2,2,40,2,,4000,2,0,1
726918,2,1,1,1,1,1,12,1,,18,2,,16000,2,0,1
727001,1,1,1,1,1,1,12,2,5,40,2,,20800,1,,1
727001,2,2,1,1,1,1,12,1,,36,1,4,18200,1,,1
727029,1,1,1,2,1,1,12,1,,24,1,6,22100,2,0,1
727170,1,1,1,1,1,1,12,2,7,36,2,,22000,2,0,1
727179,1,1,1,1,1,1,12,2,7,45,2,,65000,1,2500,1
727267,1,1,1,1,1,1,12,2,1,45,2,,18200,2,0,1
727267,2,1,1,1,1,1,12,2,1,40,2,,15000,2,0,1
727318,1,1,1,1,1,1,12,2,1,36,2,,15000,2,0,1
727318,2,1,1,1,1,1,12,2,1,36,2,,15000,2,0,1
727326,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,1
727339,1,1,1,1,1,1,12,2,1,36,2,,15000,2,0,1
727339,2,3,1,1,1,1,12,1,,24,2,,16000,2,0,1
727339,3,3,1,1,1,1,12,1,,24,2,,16000,2,0,1
727477,2,1,1,1,1,2,8,2,2,40,2,,8000,2,0,1
727726,2,1,1,1,1,1,12,2,2,48,2,,11700,2,0,1
727740,2,2,1,1,1,2,10,2,2,40,2,,14000,2,0,1
727776,1,1,1,1,1,1,12,2,7,36,1,12,23000,1,240,1
727776,2,2,1,1,1,1,12,2,7,36,1,5,24000,1,240,1
727776,3,3,1,2,1,2,11,2,1,16,2,,5000,2,0,1
727825,2,1,1,1,1,1,12,2,3,40,2,,16000,2,0,1
727922,1,1,1,1,1,1,12,2,7,42,1,3,30000,1,200,1
728160,1,1,1,1,1,1,12,2,4,48,2,,45000,2,0,1
728185,2,1,1,1,1,1,12,1,,36,2,,14000,2,0,1
728306,1,1,1,1,1,1,12,1,,36,2,,24000,2,0,1
728306,2,1,1,1,1,1,12,2,5,35,2,,18000,1,1200,1
728464,1,1,1,2,1,3,,2,5,20,2,,4800,1,600,1
728665,1,1,1,2,3,1,12,2,1,24,2,,7000,2,0,1
728665,2,1,1,1,1,2,8,2,7,40,2,,9800,2,0,1
728734,1,1,1,1,1,1,12,2,7,45,1,8,28000,1,1650,1
728852,1,1,1,1,1,1,12,2,2,40,2,,18200,2,0,1
728852,2,1,1,1,1,1,12,2,4,42,2,,19000,2,0,1
728890,1,1,1,2,1,1,12,2,2,20,2,,14000,2,0,1
728890,2,1,1,1,1,1,12,1,,30,2,,18500,2,0,1
729038,1,1,1,1,1,1,12,1,,40,1,4,19000,1,1000,1
729038,2,1,1,1,1,1,12,2,2,40,2,,14000,2,0,1
729127,1,1,1,1,1,1,12,2,6,40,2,,25000,1,1000,1
729127,2,2,1,1,1,1,12,2,4,40,2,,25000,1,1000,1
729507,1,1,1,1,1,1,12,2,2,40,2,,15400,2,0,1
729515,1,1,1,2,2,2,10,2,6,40,2,,12100,1,500,1
729700,3,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
729737,1,1,1,1,1,2,2,2,7,40,2,,2000,2,0,1
730102,1,1,1,1,1,1,12,2,6,40,1,2,16000,2,0,1
730102,2,2,1,1,1,1,12,1,,34,1,0,19000,2,0,1
730105,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,1
730105,2,2,1,1,1,1,12,2,3,40,2,,14300,2,0,1
730110,1,1,1,1,1,1,12,2,2,35,2,,16000,2,0,1
730113,1,1,1,1,1,1,12,2,2,30,1,4,15000,2,0,1
730200,1,1,1,1,1,1,12,2,3,35,2,,21000,2,0,1
730217,1,1,1,1,1,1,12,2,2,42,2,,21000,2,0,1
730271,1,1,1,1,1,1,12,2,3,40,2,,18000,1,200,1
730308,2,1,1,1,1,1,12,2,1,43,2,,16000,2,0,1
730308,3,1,1,1,1,1,12,2,3,40,2,,14000,2,0,1
730308,4,1,1,1,1,1,12,2,6,40,1,0,13500,1,,1
730333,1,1,1,1,2,1,12,2,2,42,1,2,15600,1,,1
730402,2,1,1,1,1,1,12,2,7,40,2,,35000,2,0,1
730408,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,1
730408,3,1,1,1,2,2,8,2,1,40,2,,9000,2,0,1
730429,3,1,1,1,1,1,12,2,3,40,2,,19000,2,0,1
730430,3,3,1,1,1,1,12,2,7,40,1,10,20000,2,0,1
730712,3,1,1,1,1,1,12,2,2,45,2,,14000,2,0,1
730807,2,1,1,1,1,1,12,2,2,36,2,,11500,2,0,1
730858,1,1,1,1,1,1,12,1,,36,2,,14500,2,0,1
730876,1,1,1,1,1,1,12,2,1,40,2,,13000,2,0,1
730901,2,1,1,1,1,1,12,2,4,40,2,,13500,2,0,1
730901,3,1,1,1,1,1,12,2,4,40,2,,14000,2,0,1
730931,3,1,1,1,1,1,12,2,4,40,2,,11500,2,0,1
731044,2,1,1,1,1,1,12,2,1,20,2,,7500,2,0,1
731044,3,1,1,1,1,1,12,2,2,45,1,7,13000,2,0,1
731178,1,1,1,1,1,1,12,2,4,40,2,,15000,2,0,1
731178,2,1,1,1,1,1,12,1,,18,2,,19000,2,0,1
731238,1,1,1,1,1,1,12,1,,36,1,2,25000,2,0,1
731373,1,1,1,1,1,1,12,2,6,50,2,,18000,2,0,1
731656,1,1,1,2,1,1,12,2,7,24,1,6,10180,2,0,1
731827,1,1,1,2,1,1,12,1,,18,1,6,8000,2,0,1
731827,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
731839,1,1,1,1,1,1,12,1,,36,2,,20000,1,1500,1
731839,2,1,1,1,1,1,12,2,7,40,1,2,22000,1,,1
732013,2,1,1,1,1,2,6,2,7,40,2,,9000,1,750,1
732030,1,1,1,1,1,1,12,1,,40,1,6,21500,1,1500,1
732030,2,1,1,1,1,1,12,1,,40,1,6,20000,1,1100,1
732042,2,1,1,1,1,1,12,1,,45,2,,14000,2,0,1
732103,1,1,1,1,1,1,12,2,4,40,2,,17500,2,0,1
732301,1,1,1,1,1,1,12,2,1,45,2,,28000,2,0,1
732301,2,2,1,1,1,1,12,1,,40,2,,16500,2,0,1
732343,1,1,1,1,1,1,12,2,7,40,1,0,37000,2,0,1
732360,3,1,2,1,1,1,12,2,1,45,2,,12000,2,0,1
732369,1,1,1,1,1,1,12,1,,30,2,,28000,2,0,1
732369,2,1,1,1,2,2,9,1,,40,2,,10000,2,0,1
732406,1,1,1,1,1,1,12,2,2,40,2,,10400,2,0,1
732502,1,1,1,2,1,1,12,2,2,15,2,,6000,2,0,1
732511,1,1,1,1,1,1,12,2,7,40,2,,18000,2,0,1
732511,3,1,1,1,2,3,,2,2,50,1,8,6000,2,0,1
732601,2,1,1,2,1,1,12,2,2,30,2,,14000,2,0,1
732815,1,1,1,1,1,1,12,1,,48,2,,18220,2,0,1
732815,2,1,1,1,1,1,12,1,,40,2,,15300,2,0,1
733049,1,1,1,1,2,2,6,1,,18,2,,6600,2,0,1
733072,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
733129,1,1,1,1,1,1,12,2,4,38,2,,18500,2,0,1
733129,2,2,1,1,1,1,12,1,,36,2,,15000,2,0,1
733129,3,2,1,1,1,1,12,2,2,38,2,,13000,2,0,1
733141,1,1,1,1,1,1,12,1,,36,2,,19000,2,0,1
733141,2,1,1,1,1,1,12,1,,36,2,,17000,2,0,1
733145,1,1,1,1,1,1,12,2,2,40,2,,18000,2,0,1
733145,2,2,1,1,1,1,12,2,3,38,2,,17000,2,0,1
733145,3,2,1,1,1,1,12,2,2,38,2,,15000,2,0,1
733145,4,2,1,1,1,1,12,2,2,38,2,,16000,2,0,1
733216,1,1,1,1,2,2,6,2,4,24,2,,3360,2,0,1
733216,2,1,1,1,1,1,12,2,4,30,2,,18000,2,0,1
733246,2,1,1,1,2,1,12,2,1,36,2,,15000,2,0,1
733271,2,1,1,1,1,1,12,2,7,40,2,,18200,2,0,1
733271,3,1,1,1,2,1,12,2,7,40,2,,13000,2,0,1
733315,2,2,1,1,1,1,12,2,2,38,2,,17000,1,,1
733346,1,1,1,1,2,1,12,2,2,48,2,,17000,2,0,1
733346,2,1,1,1,1,1,12,2,2,48,2,,16000,2,0,1
733351,2,1,1,1,1,1,12,2,3,42,2,,20000,2,0,1
733351,3,1,1,2,2,1,12,2,1,24,2,,8000,2,0,1
733352,2,3,1,1,1,1,12,2,2,40,2,,15000,2,0,1
733352,3,3,1,1,1,1,12,2,2,40,2,,13000,2,0,1
733363,1,1,1,1,1,1,12,2,2,48,2,,23400,2,0,1
733443,1,1,1,1,1,2,6,2,2,50,2,,6000,2,0,1
733500,1,1,1,1,1,1,12,2,3,40,2,,12400,2,0,1
733500,2,1,1,1,1,1,12,2,2,40,2,,11500,2,0,1
733509,1,1,1,1,1,1,12,2,1,40,2,,14300,2,0,1
733514,1,1,1,1,1,1,12,2,4,45,2,,21000,2,0,1
733514,2,2,1,2,2,2,8,2,5,28,2,,4800,2,0,1
733557,1,1,1,1,2,2,9,2,3,48,1,4,13000,2,0,1
733557,2,2,1,2,1,1,12,2,1,15,2,,6000,2,0,1
733574,1,1,1,1,1,1,12,2,1,50,2,,14000,2,0,1
733612,1,1,1,1,1,1,12,2,2,40,2,,15600,2,0,1
733612,2,1,1,2,1,1,12,2,2,20,2,,5000,2,0,1
733643,1,1,1,1,1,1,12,2,6,40,2,,13400,2,0,1
733755,1,1,1,1,1,1,12,1,,30,2,,15600,2,0,1
733755,2,1,1,1,1,1,12,1,,36,2,,18000,2,0,1
733801,2,1,1,1,1,1,12,1,,30,1,1,12000,2,0,1
733811,2,1,1,1,1,1,12,2,3,50,2,,16000,2,0,1
733949,1,1,1,1,1,1,12,1,,40,2,,26000,1,200,1
733950,2,2,1,1,1,1,12,2,2,40,2,,15000,2,0,1
733950,3,3,1,2,2,2,6,2,1,30,2,,4000,2,0,1
733950,4,4,1,1,1,1,12,2,4,40,2,,20000,2,0,1
734001,1,1,1,1,1,1,12,2,2,42,2,,19100,2,0,1
734018,2,1,1,1,1,1,12,2,4,40,2,,13300,2,0,1
734107,1,1,1,1,1,1,12,2,7,36,1,2,20000,2,0,1
734107,2,1,1,1,1,1,12,1,,30,2,,18000,2,0,1
734143,1,1,1,1,1,1,12,1,,36,2,,36000,2,0,1
734148,2,2,1,2,1,1,12,2,2,30,2,,14000,2,0,1
734252,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0,1
734259,3,2,1,1,2,1,12,2,1,40,1,4,13000,2,0,1
734546,2,2,1,1,1,1,12,2,1,54,2,,11000,2,0,1
734701,2,2,1,1,1,1,12,2,2,45,1,5,14000,2,0,1
734701,3,3,1,1,3,1,12,2,2,40,2,,5900,2,0,1
734706,2,2,1,1,2,1,12,2,2,40,2,,12000,2,0,1
734753,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0,1
734835,2,1,1,2,1,1,12,2,1,28,2,,10500,2,0,1
734935,1,1,1,1,1,1,12,2,1,44,2,,16000,2,0,1
734969,1,1,1,1,1,1,12,2,5,40,1,6,32000,2,0,1
735004,2,1,1,1,3,3,,2,2,40,2,,4800,2,0,1
735103,1,1,1,1,1,1,12,2,5,30,2,,12000,2,0,1
735103,2,1,2,2,2,3,,2,2,5,2,,2000,2,0,1
735103,3,1,1,1,1,1,12,2,3,36,2,,13000,2,0,1
735104,1,1,1,1,1,1,12,2,6,36,2,,25000,2,0,1
735143,1,1,1,1,1,1,12,2,7,40,1,4,25000,2,0,1
735143,2,1,1,2,1,1,12,2,7,24,1,2,11000,2,0,1
735144,1,1,1,1,1,1,12,2,6,40,1,5,24000,2,0,1
735144,2,2,1,1,1,2,8,2,6,35,2,,11000,2,0,1
735148,1,1,1,1,1,1,12,2,2,48,2,,8000,1,100,1
735148,3,3,1,1,1,1,12,2,2,50,2,,17000,1,100,1
735148,4,1,1,1,1,1,12,2,2,50,2,,13000,2,0,1
735250,1,1,1,1,1,1,12,2,6,40,2,,18000,2,0,1
735302,3,2,1,1,1,1,12,2,2,40,1,3,13000,2,0,1
735323,2,1,1,1,1,1,12,2,2,30,2,,12000,2,0,1
735345,2,2,1,1,1,1,12,2,2,40,1,3,17000,2,0,1
735359,1,1,1,1,1,1,12,2,5,40,1,5,25000,1,960,1
735401,1,1,1,1,1,1,12,2,3,40,2,,26000,1,,1
735401,2,1,1,1,1,1,12,2,2,36,2,,13000,2,0,1
735416,2,1,1,1,1,1,12,2,2,40,2,,19500,2,0,1
735426,2,1,1,1,1,1,12,2,5,42,1,2,31200,1,,1
735616,1,1,1,1,1,1,12,2,2,40,2,,12600,2,0,1
735621,1,1,1,1,1,1,12,1,,36,2,,17000,1,,1
735621,2,2,1,1,1,1,12,1,,36,2,,17000,1,,1
735624,1,1,1,1,1,1,12,2,2,42,2,,14000,2,0,1
735639,1,1,1,1,1,1,12,1,,36,2,,15000,2,0,1
735639,2,2,1,1,1,1,12,2,2,40,2,,17000,2,0,1
735659,1,1,1,1,1,1,12,1,,50,1,45,20000,2,0,1
735659,2,1,1,1,1,1,12,1,,18,2,,16000,2,0,1
735734,1,1,1,1,1,1,12,2,6,45,1,5,15500,2,0,1
735743,1,1,1,1,1,1,12,2,4,40,2,,22000,2,0,1
735747,1,1,1,1,1,2,6,2,4,38,2,,18000,2,0,1
735814,1,1,1,1,2,1,12,2,1,48,2,,10400,2,0,1
735903,1,1,1,1,3,2,10,2,,40,1,1,11000,2,0,1
736010,2,2,1,1,1,1,12,2,5,40,1,0,19000,2,0,1
736206,1,1,1,1,1,1,12,1,,36,1,0,25000,2,0,1
736212,1,1,1,1,1,1,12,1,,24,2,,24000,2,0,1
736222,1,1,1,1,1,1,12,1,,36,1,0,18000,2,0,1
736538,1,1,1,1,1,1,12,2,2,42,2,,16950,2,0,1
736549,1,1,1,1,1,1,12,2,2,42,2,,13000,2,0,1
736627,3,5,1,2,2,1,12,2,1,20,2,,6000,2,0,1
736629,1,1,1,1,1,1,12,2,2,60,2,,17000,2,0,1
736629,3,2,1,1,2,1,12,2,1,50,2,,5000,2,0,1
