nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm,nattivita
677307,2,2,1,1,1,1,12,2,3,40,2,,14500,2,0,1
677341,3,1,1,1,1,1,12,2,6,40,2,,18000,2,0,1
677346,2,1,1,1,2,1,12,2,2,40,2,,14000,2,0,1
677386,1,1,1,2,1,1,12,1,,30,2,,13000,2,0,1
677386,2,1,1,1,1,1,12,2,4,40,2,,13000,2,0,1
677475,1,1,1,1,1,1,12,1,,40,2,,15000,2,0,1
677475,2,2,1,1,1,1,12,1,,36,2,,18000,2,0,1
677489,1,1,1,1,1,1,12,1,,36,1,4,18000,2,0,1
677722,1,1,1,2,1,1,12,1,,25,2,,9000,2,0,1
677722,2,2,1,1,1,1,12,1,,38,1,2,20000,2,0,1
677763,1,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
677763,2,1,1,2,1,1,12,2,4,20,2,,8000,2,0,1
677766,3,2,1,1,1,1,12,1,,36,2,,13000,2,0,1
677772,2,1,1,2,2,2,6,2,2,24,2,,4800,2,0,1
677775,2,1,1,1,1,1,12,2,2,40,2,,15600,2,0,1
677826,1,1,1,1,1,1,12,2,7,48,1,8,20000,2,0,1
677881,1,1,1,1,1,1,12,1,,37,2,,17100,2,0,1
677941,1,1,1,1,1,1,12,2,5,40,2,,15000,2,0,1
677964,1,1,1,1,1,1,12,2,6,40,1,5,16000,2,0,1
677964,2,2,1,2,3,1,12,2,1,25,2,,10000,2,0,1
677988,1,1,1,1,1,1,12,2,3,40,2,,15000,2,0,1
677988,2,1,1,1,1,1,12,2,3,40,2,,14000,2,0,1
678001,1,1,1,1,1,1,12,2,5,36,2,,15000,2,0,1
678005,1,1,1,1,1,1,12,2,6,40,1,2,20000,2,0,1
678043,1,1,1,1,1,1,12,2,6,40,1,2,17000,1,100,1
678043,2,1,1,2,3,2,7,2,6,24,2,,7700,1,,1
678104,2,1,1,1,1,1,12,2,3,39,1,4,16000,2,0,1
678109,3,3,1,1,1,1,12,2,2,40,2,,12500,2,0,1
678138,2,2,2,2,3,3,,2,1,15,2,,4800,2,0,1
678138,4,1,1,1,2,2,3,2,2,42,2,,2700,2,0,1
678142,2,1,1,1,1,1,12,2,5,40,2,,16000,2,0,1
678160,1,1,1,1,1,1,12,2,5,37,1,0,23000,1,1000,1
678198,1,1,1,1,1,1,12,1,,45,1,5,17150,1,660,1
678214,3,2,1,1,1,1,12,2,5,40,2,,20000,2,0,1
678304,2,2,1,1,1,1,12,2,6,36,2,,23000,2,0,1
678382,1,1,1,1,1,1,12,2,4,40,2,,21000,2,0,1
678382,2,1,1,1,1,1,12,1,,40,2,,15000,2,0,1
680026,1,1,1,1,1,1,12,1,,48,1,0,18000,2,0,1
680026,2,2,1,1,1,1,12,2,1,40,2,,9000,2,0,1
680056,3,1,1,1,1,1,12,2,6,40,2,,17500,2,0,1
680060,1,1,1,2,1,1,12,2,5,36,2,,12000,2,0,1
680060,1,1,2,2,2,2,4,2,1,8,2,,1800,2,0,2
680060,1,1,2,2,2,2,6,2,1,5,2,,350,2,0,3
680083,2,1,1,1,1,1,12,1,,25,1,1,22000,2,0,1
680130,2,1,1,1,1,1,12,2,1,44,2,,16000,2,0,1
680130,3,1,1,1,1,1,12,2,5,30,2,,16000,2,0,1
680130,4,1,1,1,2,1,12,2,1,40,2,,14000,2,0,1
680133,1,1,1,1,1,1,12,2,4,40,1,2,20000,2,0,1
680144,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
680144,2,2,1,1,1,1,12,1,,40,2,,14000,2,0,1
680193,1,1,1,1,1,1,12,2,6,40,2,,20000,1,,1
680193,2,1,1,1,1,1,12,2,6,36,2,,20000,2,0,1
680231,1,1,1,1,1,1,12,2,7,43,1,3,20000,1,1200,1
680231,2,1,1,1,1,1,12,2,7,40,2,,15000,1,,1
680234,1,1,1,1,1,1,12,2,2,40,1,7,17000,2,0,1
680234,2,1,1,2,1,1,12,2,1,24,2,,9000,2,0,1
680244,1,1,1,1,1,1,12,2,4,36,2,,16000,2,0,1
680244,2,1,1,1,1,1,12,2,5,40,2,,17000,2,0,1
680257,1,1,1,1,1,1,12,1,,40,1,0,17766,1,660,1
680257,2,1,1,1,1,1,12,1,,45,1,5,18326,2,0,1
680261,3,1,1,1,1,1,12,2,4,40,2,,19320,2,0,1
680272,1,1,1,1,1,1,12,1,,36,2,,17000,2,0,1
680272,3,1,1,1,1,1,12,2,6,40,2,,16000,2,0,1
680274,1,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
680293,1,1,1,2,1,1,12,2,1,20,2,,7000,2,0,1
680293,1,1,1,2,1,1,12,2,2,20,2,,7000,2,0,2
680341,1,1,1,1,1,1,12,1,,35,2,,37000,2,0,1
680357,3,1,1,1,1,1,12,1,,40,2,,20000,2,0,1
680358,1,1,1,1,1,1,12,2,7,40,2,,19000,2,0,1
680360,1,1,1,1,2,1,12,2,5,40,2,,12012,2,0,1
680360,2,1,1,1,1,1,12,2,5,46,1,6,15470,2,0,1
680361,1,1,1,1,1,1,12,2,1,40,1,5,18172,1,720,1
680386,1,1,1,1,1,1,12,2,6,40,2,,15000,2,0,1
680386,2,1,1,1,1,1,12,2,6,40,1,5,13000,2,0,1
680401,3,1,1,1,1,1,12,2,6,40,2,,14000,1,,1
680401,4,1,1,1,1,1,12,2,1,40,2,,13000,2,0,1
680430,1,1,1,1,1,1,12,2,7,40,2,,13000,2,0,1
680498,1,1,1,1,1,1,12,2,3,45,1,5,25000,2,0,1
680537,1,1,1,1,1,1,12,2,2,40,1,1,17000,2,0,1
680537,2,2,1,2,1,1,12,2,2,20,2,,6000,2,0,1
680538,2,1,1,1,1,1,12,2,4,40,2,,13800,2,0,1
680549,3,3,1,1,1,1,12,1,,40,1,10,22000,2,0,1
680567,1,1,1,1,1,1,12,2,2,50,1,10,16900,1,,1
680587,1,1,1,1,1,1,12,1,,36,2,,30000,2,0,1
680595,1,1,1,1,1,1,12,1,,36,2,,16000,1,800,1
680595,2,2,1,1,1,1,12,1,,36,2,,13000,2,0,1
680601,1,1,1,1,1,1,12,2,4,40,2,,28000,2,0,1
680601,2,1,1,1,1,1,12,1,,30,2,,18000,2,0,1
680606,2,1,1,1,1,1,12,1,,36,2,,18000,2,0,1
680686,3,1,1,1,1,1,12,2,6,40,1,0,18000,2,0,1
680732,1,1,1,2,1,1,12,2,1,30,1,10,17941,2,0,1
680732,2,1,1,1,1,1,12,2,6,40,2,,17100,1,100,1
680732,3,1,1,1,1,1,12,2,4,48,2,,19000,1,1500,1
680736,2,1,1,2,1,1,12,2,1,30,2,,10000,2,0,1
680742,2,2,1,2,2,2,9,2,4,16,2,,6000,2,0,1
680746,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
680746,2,2,1,1,1,1,12,2,2,40,2,,16000,2,0,1
680771,2,2,1,1,1,1,12,2,4,40,2,,14000,2,0,1
680774,1,1,1,2,1,1,12,2,6,19,1,0,7150,2,0,1
680774,2,1,1,1,1,1,12,2,6,50,2,,18200,2,0,1
680829,1,1,1,1,1,1,12,1,,45,1,15,22000,2,0,1
680839,1,1,1,1,1,1,12,2,2,48,2,,12600,2,0,1
680839,2,1,1,1,1,1,12,2,2,48,2,,10150,2,0,1
680840,1,1,1,1,1,1,12,2,6,36,1,6,21500,2,0,1
680840,3,1,1,1,1,1,12,2,2,48,2,,11200,2,0,1
680868,2,1,1,1,1,1,12,2,2,48,2,,13650,2,0,1
680870,1,1,1,1,1,1,12,2,6,40,2,,20000,1,100,1
680870,2,1,1,1,1,1,12,2,6,36,2,,13000,2,0,1
680880,1,1,1,1,1,1,12,2,2,50,1,10,20280,1,600,1
680889,2,2,1,1,1,1,12,1,,40,2,,16000,2,0,1
680896,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,1
680904,1,1,1,2,2,1,12,2,4,20,2,,7280,2,0,1
680904,2,1,1,1,1,1,12,2,6,46,1,6,18915,2,0,1
680912,3,1,1,1,1,1,12,2,1,40,2,,11500,2,0,1
680913,1,1,1,1,1,1,12,2,4,40,2,,17180,2,0,1
680913,2,2,1,1,1,1,12,1,,40,2,,19544,2,0,1
680914,2,1,1,1,1,1,12,2,3,40,2,,17000,2,0,1
680916,2,2,1,1,1,1,12,1,,40,2,,13780,2,0,1
680920,1,1,1,1,1,1,12,2,2,40,2,,14400,2,0,1
680920,2,1,1,1,1,1,12,1,,40,2,,13000,2,0,1
680933,3,1,1,1,1,1,12,2,5,40,2,,15000,2,0,1
680938,2,1,1,1,1,3,,2,6,5,2,,9000,2,0,1
680971,1,1,1,1,1,1,12,1,,40,2,,33000,2,0,1
680971,2,2,1,1,1,1,12,1,,40,2,,18200,2,0,1
680981,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0,1
680981,2,2,1,1,1,1,12,2,2,40,2,,12000,2,0,1
680982,1,1,1,1,1,1,12,2,2,36,1,5,13800,2,0,1
680997,1,1,1,1,1,1,12,1,,36,2,,35000,2,0,1
681012,1,1,1,2,1,1,12,2,6,18,1,1,6000,2,0,1
681012,2,2,1,1,1,1,12,2,7,45,1,4,19000,2,0,1
681012,3,1,1,1,2,1,12,1,,22,2,,8000,2,0,1
681097,1,1,1,1,2,2,4,1,,39,2,,5000,2,0,1
681099,2,2,1,1,2,2,6,1,,39,2,,4000,2,0,1
681158,1,1,1,1,1,1,12,2,6,38,2,,18400,2,0,1
681175,1,1,1,1,1,1,12,2,6,46,1,6,21000,1,770,1
681197,1,1,1,1,1,1,12,1,,36,2,,18000,2,0,1
681200,1,1,1,1,1,1,12,2,6,40,2,,16000,2,0,1
681200,2,2,1,1,1,1,12,2,7,40,2,,18000,2,0,1
681244,1,1,1,1,1,1,12,2,2,40,1,2,16500,2,0,1
681268,2,2,1,2,1,1,12,2,5,25,2,,18000,2,0,1
681349,3,2,1,1,1,1,12,1,,40,2,,14500,2,0,1
681366,1,1,1,1,1,1,12,2,7,45,1,5,15470,2,0,1
681368,1,1,1,1,1,1,12,1,,50,1,10,32060,2,0,1
681368,2,1,1,1,1,1,12,1,,55,1,10,34720,2,0,1
681379,1,1,1,1,1,1,12,2,6,30,2,,16000,2,0,1
681387,1,1,1,1,2,2,10,2,3,42,2,,10000,2,0,1
681403,2,2,1,1,2,2,8,2,1,40,2,,6400,2,0,1
681435,3,1,1,1,1,1,12,2,2,40,2,,9600,2,0,1
681438,1,1,1,1,1,1,12,1,,40,2,,19000,2,0,1
681438,2,2,1,1,1,1,12,2,3,40,2,,12000,2,0,1
681441,1,1,1,1,1,1,12,2,7,40,1,0,20000,2,0,1
681441,2,2,1,1,1,1,12,1,,40,1,0,22000,1,300,1
681477,1,1,1,1,1,1,12,1,,36,2,,17000,1,150,1
681501,1,1,1,1,2,1,12,2,2,40,1,1,10000,2,0,1
681501,2,1,1,1,1,1,12,2,2,40,2,,14000,2,0,1
681518,1,1,1,1,1,1,12,2,2,45,2,,15000,2,0,1
681518,3,2,1,1,1,1,12,2,1,40,2,,7800,2,0,1
681520,1,1,1,1,1,1,12,2,1,40,2,,11000,2,0,1
681571,1,1,1,1,1,1,12,1,,26,2,,21000,2,0,1
681571,3,3,1,1,1,2,8,2,1,40,2,,4500,2,0,1
681575,1,1,1,1,1,1,12,2,7,40,2,,15400,2,0,1
681575,2,1,1,1,1,1,12,2,7,40,2,,14000,2,0,1
681594,1,1,1,1,1,1,12,2,7,45,1,2,16000,2,0,1
681594,2,2,1,1,1,1,12,2,7,48,2,,19000,2,0,1
681596,1,1,1,1,1,1,12,2,7,40,2,,35200,2,0,1
681640,1,1,1,1,1,1,12,2,2,40,2,,15600,2,0,1
681640,2,2,1,1,1,1,12,2,1,40,2,,14300,2,0,1
681640,3,3,1,1,1,1,12,2,2,40,2,,13000,2,0,1
681668,2,1,1,1,1,1,12,1,,36,1,3,18000,2,0,1
681673,2,1,1,2,2,1,12,1,,24,2,,11000,2,0,1
681691,1,1,1,1,1,1,12,1,,18,2,,20000,2,0,1
681691,2,1,1,1,1,1,12,1,,38,2,,16000,2,0,1
681701,4,4,1,1,1,1,12,1,,40,2,,14400,1,500,1
681713,2,1,1,1,1,1,12,1,,48,2,,30000,2,0,1
681748,2,1,1,1,1,1,12,2,1,8,2,,6500,2,0,1
681781,1,1,1,1,1,1,12,2,3,40,2,,18000,2,0,1
681781,4,1,1,1,1,1,12,2,1,36,2,,15000,2,0,1
681790,1,1,1,1,1,1,12,1,,36,2,,18000,1,600,1
681804,1,1,1,1,1,1,12,2,2,40,2,,6000,2,0,1
681822,1,1,1,1,1,1,12,1,,40,2,,19500,2,0,1
681844,2,2,1,2,2,1,12,2,7,40,1,20,11000,2,0,2
681844,2,2,2,2,2,2,1,2,7,20,2,,800,2,0,1
681875,1,1,1,1,1,1,12,2,2,40,1,0,18000,2,0,1
681875,2,1,1,2,1,1,12,2,1,30,2,,5500,2,0,1
681897,3,2,1,1,1,1,12,2,7,40,1,0,16000,2,0,1
681897,4,2,1,1,1,1,12,2,7,40,1,0,16000,2,0,1
681932,1,1,1,1,1,1,12,1,,40,2,,26000,1,350,1
681975,1,1,1,1,1,1,12,2,1,40,2,,15900,2,0,1
682086,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0,1
682108,1,1,1,2,1,1,12,2,5,30,1,0,19000,2,0,1
682121,1,1,1,1,1,1,12,1,,36,1,2,28000,2,0,1
682127,2,1,1,1,1,1,12,1,,30,2,,16000,2,0,1
682146,1,1,2,1,1,1,12,2,1,45,1,5,15000,2,0,1
682146,2,1,1,1,1,1,12,2,4,40,2,,20000,1,,1
682165,2,2,1,1,1,1,12,2,4,40,2,,13000,2,0,1
682165,3,3,1,1,1,1,12,2,2,40,1,6,17000,2,0,1
682170,1,1,1,1,1,1,12,2,1,40,2,,23000,2,0,1
682170,2,1,1,1,1,1,12,1,,36,2,,24000,2,0,1
682204,1,1,1,1,1,2,11,2,7,48,1,3,24000,2,0,1
682210,1,1,1,1,1,1,12,1,,18,2,,20000,2,0,1
682259,2,1,1,2,1,1,12,2,7,20,2,,8000,2,0,1
682263,1,1,1,1,1,1,12,2,5,40,2,,40000,2,0,1
682263,2,2,1,1,1,1,12,2,5,40,2,,10000,2,0,1
682269,1,1,1,1,1,1,12,2,2,40,2,,15600,2,0,1
682275,1,1,1,1,1,1,12,1,,45,1,8,20972,1,2200,1
682298,1,1,1,1,3,1,12,1,,38,1,1,17000,2,0,1
682298,2,2,1,2,1,1,12,2,7,17,1,0,3400,2,0,1
682317,2,1,1,1,1,1,12,2,3,40,2,,19000,2,0,1
682317,3,1,1,1,1,1,12,2,3,40,2,,16000,2,0,1
682319,1,1,1,1,1,1,12,2,7,36,1,2,18500,2,0,1
682359,1,1,1,1,1,1,12,1,,38,1,3,22000,1,1000,1
682400,1,1,1,1,1,1,12,2,2,42,1,2,19600,1,,1
682408,1,1,1,1,1,1,12,2,3,40,2,,13000,2,0,1
682413,1,1,1,1,1,1,12,2,4,40,2,,19000,2,0,1
682474,1,1,1,1,1,1,12,2,4,40,2,,19000,2,0,1
682498,1,1,1,1,1,1,12,2,1,40,2,,12250,2,0,1
682507,1,1,1,1,1,1,12,1,,42,2,,18000,2,0,1
682571,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,1
682571,2,2,1,1,1,1,12,1,,40,2,,14000,1,1000,1
682572,1,1,1,1,1,1,12,2,3,40,2,,16000,1,800,1
682572,2,1,1,2,1,2,6,2,4,15,2,,5000,2,0,1
682572,3,1,1,1,1,1,12,2,1,40,2,,7500,2,0,1
682609,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,1
682657,1,1,1,1,1,1,12,2,1,40,2,,12000,2,0,1
682657,2,1,1,1,1,1,12,2,5,40,2,,13000,2,0,1
682658,1,1,1,1,1,1,12,1,,45,1,5,19530,2,0,1
682658,2,1,1,2,1,1,12,1,,20,2,,7280,2,0,1
682662,1,1,1,1,1,1,12,1,,40,2,,16772,1,660,1
682662,2,2,1,1,1,1,12,1,,40,2,,16968,1,660,1
682662,3,1,1,1,1,1,12,2,2,45,1,5,18850,2,0,1
682704,1,1,1,1,1,1,12,1,,36,2,,15000,2,0,1
682704,2,1,1,2,2,1,12,1,,24,2,,10000,2,0,1
682706,1,1,1,1,1,1,12,2,5,40,2,,18000,2,0,1
682709,1,1,1,1,1,1,12,1,,18,2,,19000,2,0,1
682709,2,1,1,1,1,1,12,1,,40,1,3,39000,1,400,1
682715,3,1,1,2,2,3,,1,,15,2,,3500,2,0,1
682732,1,1,1,1,2,3,,2,4,40,2,,4000,2,0,1
682737,2,1,1,1,1,1,12,2,7,37,2,,26000,1,1200,1
682779,2,1,1,1,1,1,12,2,4,40,1,5,18000,2,0,1
682791,1,1,1,1,1,1,12,1,,36,2,,45500,1,805,1
682791,2,1,1,2,1,1,12,2,4,19,1,1,9100,2,0,1
682842,1,1,1,1,1,1,12,2,1,40,2,,9000,2,0,1
682850,2,1,1,2,2,2,4,1,,36,2,,4000,2,0,1
682879,1,1,1,1,1,1,12,1,,30,1,0,15600,2,0,1
682884,1,1,1,1,1,1,12,2,2,36,2,,18000,2,0,1
682884,2,1,1,1,1,1,12,2,1,40,2,,19000,2,0,1
682894,1,1,1,1,1,1,12,2,5,40,2,,16000,2,0,1
682894,4,1,1,1,1,1,12,2,2,43,1,3,17000,2,0,1
682897,1,1,1,1,1,1,12,2,7,38,2,,17500,2,0,1
682900,1,1,1,1,1,1,12,1,,36,2,,29000,2,0,1
682904,1,1,1,1,1,1,12,2,4,40,2,,11000,2,0,1
682918,3,2,1,1,1,1,12,2,1,30,2,,72000,2,0,1
682969,1,1,1,1,1,2,5,2,7,35,2,,7000,1,700,1
682972,1,1,1,1,1,2,9,2,2,40,2,,11000,2,0,1
682995,3,1,1,2,1,1,12,2,2,15,2,,3500,2,0,1
683033,1,1,1,1,1,1,12,2,5,45,2,,40000,2,0,1
683034,1,1,1,1,1,1,12,2,6,40,2,,26000,2,0,1
683075,2,1,1,1,1,1,12,2,7,48,2,,18400,2,0,1
683075,3,1,1,1,1,1,12,2,4,50,2,,10600,2,0,1
683119,1,1,1,2,1,1,12,1,,25,2,,13000,2,0,1
683119,2,2,1,1,1,1,12,2,6,38,1,10,22000,2,0,1
683120,1,1,1,1,1,1,12,2,5,45,1,1,19500,2,0,1
683120,2,2,1,2,1,1,12,1,,28,2,,14000,1,500,1
683135,1,1,1,1,1,1,12,2,2,42,2,,22249,2,0,1
683143,1,1,1,1,1,1,12,2,2,36,2,,15000,2,0,1
683145,2,1,1,1,1,1,12,2,5,48,2,,16080,2,0,1
683157,1,1,1,1,1,1,12,2,3,40,2,,15000,2,0,1
683157,2,1,1,1,1,1,12,1,,40,2,,13000,2,0,1
683159,1,1,1,1,1,1,12,1,,40,2,,20500,2,0,1
683159,2,2,1,1,1,1,12,1,,36,2,,16000,2,0,1
683164,1,1,1,1,1,1,12,1,,36,2,,22000,2,0,1
683171,1,1,1,1,1,1,12,1,,36,1,1,19000,1,500,1
683171,2,1,1,1,1,1,12,1,,36,2,,13000,1,500,1
683171,4,1,1,1,2,2,2,2,2,36,2,,2400,2,0,1
683177,1,1,1,1,1,1,12,2,7,48,2,,18500,2,0,1
683177,3,1,1,1,3,1,12,2,1,48,2,,8000,2,0,1
683185,1,1,1,1,1,1,12,1,,36,1,1,17000,2,0,1
683185,2,1,1,1,1,1,12,2,2,36,2,,12000,2,0,1
683201,1,1,1,1,1,1,12,2,1,40,2,,13000,2,0,1
683201,2,2,1,1,1,1,12,1,,30,2,,16900,2,0,1
683206,1,1,1,1,1,1,12,2,3,48,2,,20000,2,0,1
683245,1,1,1,1,1,1,12,1,,36,1,0,26000,2,0,1
683247,1,1,1,1,1,1,12,2,3,48,2,,14000,2,0,1
683248,1,1,1,1,1,1,12,1,,36,1,0,20800,2,0,1
683249,1,1,1,1,1,1,12,2,5,44,1,0,19500,2,0,1
683249,2,2,1,1,1,1,12,1,,40,2,,15600,2,0,1
683250,1,1,1,1,1,1,12,1,,24,2,,20000,2,0,1
683250,2,1,1,1,1,1,12,1,,24,2,,20000,2,0,1
683306,2,1,1,1,1,1,12,2,2,42,2,,11500,2,0,1
683317,1,1,1,2,1,1,12,2,1,30,2,,14000,2,0,1
683339,2,2,1,1,1,1,12,1,,36,2,,16500,2,0,1
683343,1,1,1,1,1,1,12,2,5,40,2,,39500,1,3000,1
683343,2,2,1,1,1,1,12,1,,40,2,,21400,1,600,1
683344,2,2,1,1,1,1,12,2,4,40,2,,15500,2,0,1
683345,1,1,1,1,1,1,12,1,,36,2,,26280,2,0,1
683349,1,1,1,1,1,1,12,2,7,50,2,,40000,1,1100,1
683349,2,1,1,1,1,1,12,2,7,32,2,,15000,2,0,1
683352,1,1,1,1,1,1,12,2,6,48,1,8,20000,2,0,1
683352,2,2,1,2,2,2,8,2,1,20,2,,4300,2,0,1
683358,1,1,1,2,1,1,12,2,7,32,1,2,13300,2,0,1
683358,2,2,1,1,1,1,12,2,6,40,2,,15400,2,0,1
683371,1,1,1,2,2,1,12,2,2,18,1,2,8000,2,0,1
683371,2,1,1,1,1,1,12,2,1,40,1,5,13000,2,0,1
683371,3,1,1,1,1,1,12,2,2,38,1,5,14000,2,0,1
683377,1,1,1,1,1,1,12,2,5,40,2,,26000,2,0,1
683418,1,1,1,1,1,1,12,1,,32,2,,20000,2,0,1
683418,4,4,1,2,2,1,12,2,3,30,2,,7800,2,0,1
683446,1,1,1,1,1,1,12,2,7,40,2,,16000,2,0,1
683446,3,1,1,1,2,2,10,1,,24,2,,10000,2,0,1
683449,1,1,1,1,1,1,12,2,1,36,2,,19000,2,0,1
683449,2,1,1,1,1,1,12,2,7,40,1,0,22000,1,,1
683453,1,1,1,1,1,1,12,2,4,46,1,6,17360,2,0,1
683453,5,1,1,2,1,1,12,2,2,20,2,,9074,2,0,1
683469,2,2,1,1,1,1,12,2,3,40,2,,15000,2,0,1
683472,1,1,1,1,1,1,12,2,2,40,2,,22000,2,0,1
683472,2,2,1,1,1,1,12,1,,18,2,,20000,2,0,1
683490,1,1,1,1,1,1,12,1,,38,2,,19500,2,0,1
683490,2,1,1,2,1,1,12,1,,28,2,,20800,2,0,1
683530,2,1,1,1,1,1,12,1,,36,2,,20800,2,0,1
683548,1,1,1,1,1,1,12,1,,35,2,,21000,2,0,1
683569,2,1,1,1,2,2,6,2,5,49,1,2,8000,2,0,1
683653,1,1,1,1,1,1,12,2,2,43,2,,18200,2,0,1
683661,1,1,1,1,1,1,12,1,,40,2,,20800,2,0,1
683661,2,1,1,1,1,1,12,1,,40,2,,18200,2,0,1
683664,1,1,1,1,1,1,12,2,7,36,2,,50000,1,2000,1
683664,2,1,1,1,1,1,12,1,,36,2,,18500,2,0,1
683665,1,1,1,1,1,1,12,2,5,40,2,,18000,2,0,1
683665,3,2,1,1,1,1,12,2,2,36,2,,12000,2,0,1
683669,1,1,1,1,1,1,12,1,,26,2,,18000,2,0,1
683673,1,1,1,2,3,3,,2,2,50,2,,5000,2,0,1
683673,1,1,1,2,3,3,,2,1,45,2,,2300,2,0,2
683673,1,1,1,2,3,3,,2,2,48,2,,3200,2,0,3
683675,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0,1
683675,3,2,1,1,1,1,12,2,2,40,2,,14000,2,0,1
683675,4,2,1,1,1,1,12,2,2,40,2,,14000,2,0,1
683696,2,1,1,1,1,1,12,1,,36,2,,14500,2,0,1
683707,4,1,1,1,2,1,12,2,2,40,2,,13000,2,0,1
683727,4,4,1,1,2,2,6,2,1,48,2,,3000,2,0,1
683730,1,1,1,1,1,1,12,2,6,40,2,,19000,2,0,1
683767,1,1,1,1,1,1,12,2,7,36,2,,16000,2,0,1
683785,1,1,1,1,1,1,12,1,,38,2,,18000,1,400,1
683785,2,1,1,2,1,1,12,2,4,30,2,,10000,2,0,1
683812,1,1,1,1,1,1,12,2,7,40,2,,35000,1,,1
683812,2,2,1,2,1,1,12,2,2,20,2,,29000,2,0,1
683812,3,2,1,2,1,1,12,2,7,25,2,,7500,1,,1
683812,4,4,1,1,1,1,12,2,7,36,2,,12000,2,0,1
683821,2,1,1,1,2,2,6,2,2,35,2,,4200,2,0,1
683861,2,1,1,1,1,2,8,2,3,50,2,,20000,2,0,1
683866,1,1,1,1,1,1,12,2,3,45,2,,21000,2,0,1
683866,2,1,1,2,1,1,12,2,2,30,2,,8450,2,0,1
683866,3,1,1,2,1,1,12,2,2,20,2,,5200,2,0,1
683882,2,2,1,1,1,1,12,1,,42,2,,20000,2,0,1
683896,4,1,1,1,1,1,12,2,1,40,2,,18000,2,0,1
683904,1,1,1,1,2,1,12,2,2,40,2,,15756,2,0,1
683957,1,1,2,2,2,1,12,1,,80,2,,20000,2,0,1
683964,2,1,1,1,1,1,12,1,,36,1,0,16500,2,0,1
683970,1,1,1,1,1,1,12,1,,36,1,0,19500,2,0,1
683970,2,1,1,1,1,1,12,1,,36,1,0,16500,2,0,1
683980,1,1,1,1,1,1,12,2,4,40,1,4,17000,2,0,1
683980,2,1,1,1,1,1,12,2,4,45,1,5,21000,2,0,1
684000,1,1,1,1,1,1,12,2,2,30,1,5,14400,2,0,1
684000,3,1,1,1,1,1,12,2,2,30,2,,8400,2,0,1
684042,1,1,1,1,1,1,12,1,,40,1,0,25000,2,0,1
684063,1,1,1,1,1,1,12,1,,36,1,1,24000,2,0,1
684063,3,1,1,1,1,1,12,2,2,40,1,1,16000,2,0,1
684086,1,1,1,1,1,1,12,2,4,40,1,4,12500,2,0,1
684130,1,1,1,1,1,1,12,2,7,36,2,,20000,2,0,1
684130,2,1,1,2,1,1,12,2,1,20,2,,8000,2,0,1
684143,2,2,1,1,1,1,12,2,2,36,2,,14000,2,0,1
684143,4,1,1,1,1,1,12,2,1,40,1,5,8000,2,0,1
684147,1,1,1,1,1,1,12,1,,36,2,,17000,2,0,1
684148,3,1,1,1,1,1,12,2,2,40,2,,17000,2,0,1
684192,1,1,1,1,1,1,12,2,7,40,1,8,19000,2,0,1
684192,2,1,1,2,1,1,12,2,5,25,2,,11000,2,0,1
684213,1,1,1,1,1,1,12,2,1,40,2,,17000,2,0,1
684217,1,1,1,1,1,1,12,2,7,36,2,,26000,1,600,1
684229,1,1,1,1,1,1,12,2,5,45,2,,31000,1,1400,1
684234,2,2,1,1,1,1,12,2,7,40,2,,23000,1,1200,1
684240,1,1,1,1,1,1,12,2,3,40,1,5,22000,2,0,1
684240,2,2,1,1,2,2,3,1,,32,2,,5000,2,0,1
684268,1,1,1,1,1,1,12,2,6,37,1,10,15600,2,0,1
684279,1,1,1,1,1,1,12,2,4,40,2,,16500,2,0,1
684279,2,1,1,1,1,1,12,2,2,40,2,,11600,2,0,1
684280,1,1,1,1,1,1,12,2,3,40,2,,13000,2,0,1
684280,2,1,1,1,1,1,12,2,3,40,2,,13500,2,0,1
684290,3,3,1,1,1,1,12,2,6,40,1,8,14500,2,0,1
684290,4,4,1,1,3,1,12,2,7,40,2,,14000,2,0,1
684293,1,1,1,1,1,1,12,2,7,40,1,8,17000,2,0,1
684293,2,2,1,1,3,1,12,2,5,40,1,2,10000,2,0,1
684326,1,1,1,2,1,1,12,2,7,30,2,,15000,2,0,1
684326,2,2,1,1,1,1,12,2,6,40,2,,23000,2,0,1
684328,1,1,1,1,1,1,12,2,2,49,1,9,16000,1,2400,1
684330,1,1,1,1,1,1,12,2,1,38,1,2,21000,2,0,1
684333,1,1,1,1,1,1,12,2,7,41,2,,33000,1,1400,1
684333,2,2,1,2,1,1,12,2,7,28,2,,14000,1,1400,1
684351,1,1,1,1,1,1,12,2,2,70,2,,35000,2,0,1
684351,2,1,1,1,1,1,12,2,7,70,2,,35000,2,0,1
684359,2,2,1,1,1,1,12,1,,36,2,,16900,2,0,1
