nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
680437,2,0,0,5460,0,0,0,0,0,0,5460,0,0,5460,0,0,0,0,0,0,0,0,0,0,5460,0,0
680498,1,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,7200,7200,87.017,0,0,0,87.017,7287.017,32287.017,0,0
680498,4,0,0,12000,0,0,0,0,0,0,12000,0,0,12000,0,0,0,0,0,0,0,0,0,0,12000,0,0
680500,1,0,0,12610,0,0,0,0,0,0,12610,0,0,12610,0,0,6000,6000,32.306580896,0,0,0,32.306580896,6032.3065809,18642.306581,0,0
680501,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,7200,7200,121.8238,0,0,0,121.8238,7321.8238,21621.8238,0,0
680501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,8000,8000,0
680537,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,6600,6600,121.8238,0,0,1644.72,-1522.8962,5077.1038,22077.1038,0,0
680537,2,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
680538,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,7200,7200,87.017,0,0,0,87.017,7287.017,17687.017,0,0
680538,2,13800,0,0,0,0,0,0,0,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,0,0
680549,1,0,0,30000,0,0,0,0,0,0,30000,0,0,30000,0,0,21600,21600,248.81166349,0,0,0,248.81166349,21848.811663,51848.811663,0,0
680549,3,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0
680566,1,0,0,18427,0,0,0,0,0,0,18427,0,0,18427,0,0,3000,3000,46.304168268,0,0,0,46.304168268,3046.3041683,21473.304168,0,0
680567,1,16900,356.75817309,0,0,0,0,0,0,17256.758173,0,0,0,0,0,0,0,0,83.289007048,0,0,0,83.289007048,83.289007048,17340.04718,0,0
680582,1,0,0,7280,0,0,0,0,0,0,7280,0,0,7280,0,0,3800,3800,174.034,0,0,0,174.034,3974.034,11254.034,0,0
680587,1,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,7200,7200,176.65570238,0,0,0,176.65570238,7376.6557024,37376.655702,0,0
680595,1,16000,800,0,0,0,0,0,0,16800,0,0,0,0,0,0,4400,4400,261.051,434.725,0,0,695.776,5095.776,21895.776,0,0
680595,2,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
680601,1,28000,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,11100,11100,277.95104949,0,422.8622455,1513.1424,-812.329105,10287.670895,38287.670895,0,0
680601,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
680606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,5600,5600,261.051,0,0,0,261.051,5861.051,13061.051,7200,0
680606,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
680607,1,0,0,19890,0,0,0,0,0,0,19890,0,0,19890,0,0,8200,8200,130.5255,0,434.725,0,565.2505,8765.2505,28655.2505,0,0
680612,1,0,0,21450,0,0,0,0,0,0,21450,0,0,21450,0,0,20400,20400,34.8068,0,2217.0975,0,2251.9043,22651.9043,44101.9043,0,0
680631,1,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,10560,10560,174.034,652.0875,0,0,826.1215,11386.1215,28936.1215,0,0
680631,2,0,0,4680,0,0,0,0,0,0,4680,0,0,4680,0,0,0,0,0,0,0,0,0,0,4680,0,0
680637,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,4800,4800,0,0,0,0,0,4800,24300,0,0
680640,1,0,0,11960,0,0,0,0,0,0,11960,0,0,11960,0,0,7200,7200,0,0,0,0,0,7200,19160,0,0
680644,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,2400,2400,0,0,0,0,0,2400,10200,0,0
680648,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,3650,3650,80.05564,0,0,0,80.05564,3730.05564,14130.05564,0,0
680651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,4800,0,0
680663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,281.6303199,0,0,0,281.6303199,281.6303199,24281.63032,0,24000
680663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,20000,20000,0
680663,3,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
680686,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,8480,8480,87.017,0,0,0,87.017,8567.017,29367.017,0,0
680686,3,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
680717,1,0,0,20150,0,0,0,0,0,0,20150,0,0,20150,0,0,6000,6000,75.225928486,0,0,0,75.225928486,6075.2259285,26225.225928,0,0
680732,1,17941,0,9750,0,0,0,0,0,17941,9750,0,0,9750,0,0,8400,8400,221.00002371,0,467.51314808,0,688.51317179,9088.5131718,36779.513172,0,0
680732,2,17100,100,0,0,0,0,0,0,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17200,0,0
680732,3,19000,1500,0,0,0,0,0,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20500,0,0
680732,4,0,0,3250,0,0,0,0,0,0,3250,0,0,3250,0,0,0,0,0,0,0,0,0,0,3250,0,0
680736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,5000,5000,0,0
680736,2,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
680742,1,0,0,26988,0,0,0,0,0,0,26988,0,0,26988,0,0,12000,12000,443.262404,1350.1672312,8472.8327111,0,10266.262346,22266.262346,49254.262346,0,0
680742,2,6000,0,10920,0,0,0,0,0,6000,10920,0,0,10920,0,0,0,0,0,0,0,0,0,0,16920,0,0
680746,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,6100,6100,208.8408,0,217.3625,0,426.2033,6526.2033,22526.2033,0,0
680746,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
680760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15200,15200,1106.2563538,0,1796.3716719,0,2902.6280257,18102.628026,18102.628026,0,0
680760,2,0,0,27300,0,0,0,0,0,0,27300,0,0,27300,0,0,0,0,0,0,0,0,0,0,27300,0,0
680771,1,0,0,12948,0,0,0,0,0,0,12948,0,0,12948,0,0,7200,7200,123.26921166,0,0,0,123.26921166,7323.2692117,20271.269212,0,0
680771,2,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
680774,1,7150,0,0,0,0,0,0,0,7150,0,0,0,0,0,0,6000,6000,60.9119,0,0,921.0432,-860.1313,5139.8687,12289.8687,0,0
680774,2,18200,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18200,0,0
680777,1,0,0,15470,0,0,0,0,0,0,15470,0,0,15470,0,0,9600,9600,914.04826429,650.72560347,0,0,1564.7738678,11164.773868,26634.773868,0,0
680777,2,0,0,16185,0,0,0,0,0,0,16185,0,0,16185,0,0,0,0,0,0,0,0,0,0,16185,0,0
680780,1,0,0,23800,0,0,0,0,0,0,23800,0,0,23800,0,0,7200,7200,46.926044588,0,0,0,46.926044588,7246.9260446,31046.926045,0,0
680788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,13200,13200,313.2612,0,0,0,313.2612,13513.2612,24313.2612,10800,0
680829,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,18000,18000,184.06260633,0,0,0,184.06260633,18184.062606,40184.062606,0,0
680837,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,3000,3000,539.5054,0,0,0,539.5054,3539.5054,12639.5054,0,0
680839,1,12600,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,6000,6000,116.60278,0,0,0,116.60278,6116.60278,18716.60278,0,0
680839,2,10150,0,0,0,0,0,0,0,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10150,0,0
680840,1,21500,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,4800,4800,34.8068,0,0,0,34.8068,4834.8068,26334.8068,0,0
680840,3,11200,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0
680843,1,0,0,3120,0,0,0,0,0,0,3120,0,0,3120,0,0,3600,3600,104.4204,0,0,0,104.4204,3704.4204,6824.4204,0,0
680843,2,0,0,9620,0,0,0,0,0,0,9620,0,0,9620,0,0,0,0,0,0,0,0,0,0,9620,0,0
680861,1,0,0,10140,0,0,0,0,0,0,10140,0,0,10140,0,0,12800,12800,47.666810697,0,0,0,47.666810697,12847.666811,22987.666811,0,0
680861,2,0,0,7540,0,0,0,0,0,0,7540,0,0,7540,0,0,0,0,0,0,0,0,0,0,7540,0,0
680868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,9640,9640,445.52704,0,0,0,445.52704,10085.52704,35085.52704,25000,0
680868,2,13650,0,0,0,0,0,0,0,13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13650,0,0
680870,1,20000,100,0,0,0,0,0,0,20100,0,0,0,0,0,0,7200,7200,104.4204,0,0,0,104.4204,7304.4204,27404.4204,0,0
680870,2,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
680878,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,347.74910117,0,0,0,347.74910117,347.74910117,18547.749101,0,0
680880,1,20280,600,0,0,0,0,0,3600,20880,0,-3600,-3600,-3600,0,0,0,0,198.97925199,0,0,0,198.97925199,198.97925199,17478.979252,0,0
680889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,87.017,0,0,0,87.017,87.017,25087.017,25000,0
680889,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
680891,1,0,0,16770,0,0,0,0,0,0,16770,0,0,16770,0,0,7200,7200,87.017,0,0,0,87.017,7287.017,24057.017,0,0
680891,2,0,0,10660,0,0,0,0,0,0,10660,0,0,10660,0,0,0,0,0,0,0,0,0,0,10660,0,0
680892,1,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,3600,3600,87.017,652.0875,0,0,739.1045,4339.1045,21889.1045,0,0
680896,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,87.017,0,869.45,0,956.467,6956.467,26956.467,0,0
680899,1,0,0,10140,0,0,0,0,0,0,10140,0,0,10140,0,0,0,0,26.092043507,0,0,0,26.092043507,26.092043507,10166.092044,0,0
680899,2,0,0,6240,0,0,0,0,0,0,6240,0,0,6240,0,0,0,0,0,0,0,0,0,0,6240,0,0
680904,1,7280,0,0,0,0,0,0,0,7280,0,0,0,0,0,0,7200,7200,222.80059074,0,0,0,222.80059074,7422.8005907,14702.800591,0,0
680904,2,18915,0,0,0,0,0,0,0,18915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18915,0,0
680911,1,0,0,9490,0,0,0,0,0,0,9490,0,0,9490,0,0,30,30,69.6136,0,0,0,69.6136,99.6136,9589.6136,0,0
680911,2,0,0,11180,0,0,0,0,0,0,11180,0,0,11180,0,0,0,0,0,0,0,0,0,0,11180,0,0
680912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,6000,6000,78.3153,0,0,0,78.3153,6078.3153,24078.3153,18000,0
680912,3,11500,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,0,0
680913,1,17180,0,0,0,0,0,0,0,17180,0,0,0,0,0,0,7200,7200,409.19850417,0,0,0,409.19850417,7609.1985042,24789.198504,0,0
680913,2,19544,0,0,0,0,0,0,0,19544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19544,0,0
680914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,34.8068,0,0,0,34.8068,4834.8068,4834.8068,0,0
680914,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
680916,1,0,0,5304,0,0,0,0,0,0,5304,0,0,5304,0,0,4800,4800,87.604655916,0,0,986.832,-899.2273441,3900.7726559,9204.7726559,0,0
680916,2,13780,0,0,0,0,0,0,0,13780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780,0,0
680920,1,14400,0,0,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,0
680920,2,13000,0,3640,0,0,0,0,0,13000,3640,0,0,3640,0,0,0,0,0,0,0,0,0,0,16640,0,0
680921,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,3600,3600,43.5085,0,0,0,43.5085,3643.5085,16643.5085,0,0
680933,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,5.22102,0,0,0,5.22102,5.22102,9105.22102,0,0
680933,3,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
680938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,7800,95.7187,0,0,0,95.7187,7895.7187,7895.7187,0,0
680938,2,9000,0,0,0,9000,0,0,0,9000,0,0,9000,9000,0,0,0,0,0,0,0,0,0,0,18000,0,0
680943,1,0,0,25220,0,0,0,0,0,0,25220,0,0,25220,0,0,6000,6000,292.06587245,0,0,0,292.06587245,6292.0658724,31512.065872,0,0
680971,1,33000,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,8500,8500,87.017,434.725,1086.8125,526.3104,1082.2441,9582.2441,42582.2441,0,0
680971,2,18200,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18200,0,0
680978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,4800,4800,870.17,0,4999.3375,0,5869.5075,10669.5075,50669.5075,40000,0
680981,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,6000,6000,522.102,347.78,0,0,869.882,6869.882,25869.882,0,0
680981,2,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
680982,1,13800,0,0,0,0,0,3000,0,13800,0,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,16800,0,0
680997,1,35000,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,4000,4000,0,0,0,0,0,4000,39000,0,0
681012,1,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,5400,5400,31.32612,0,43.4725,0,74.79862,5474.79862,11474.79862,0,0
681012,2,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
681012,3,8000,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
681033,1,0,0,39000,0,0,0,0,0,0,39000,0,0,39000,0,0,12300,12300,1218.238,0,0,0,1218.238,13518.238,52518.238,0,0
681096,1,0,0,5850,0,0,0,0,0,0,5850,0,0,5850,0,0,1200,1200,17.4034,0,0,0,17.4034,1217.4034,7067.4034,0,0
681096,2,0,0,8060,0,0,0,0,0,0,8060,0,0,8060,0,0,0,0,0,0,0,0,0,0,8060,0,0
681097,1,5000,0,0,0,1900,0,0,0,5000,0,0,1900,1900,0,0,1450,1450,3.48068,0,0,0,3.48068,1453.48068,8353.48068,0,0
681097,2,0,0,8580,0,0,0,0,0,0,8580,0,0,8580,0,0,0,0,0,0,0,0,0,0,8580,0,0
681099,1,0,0,7631,0,0,0,0,0,0,7631,0,0,7631,0,0,2100,2100,17.4034,0,0,0,17.4034,2117.4034,9748.4034,0,0
681099,2,4000,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
681133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,207.56816067,0,0,0,207.56816067,207.56816067,18207.568161,18000,0
681158,1,18400,0,0,0,0,0,0,0,18400,0,0,0,0,0,7000,6600,13600,104.4204,0,86.945,0,191.3654,13791.3654,32191.3654,0,0
681159,1,0,0,4810,0,5160,0,0,0,0,4810,0,5160,9970,0,0,4800,4800,52.2102,0,0,0,52.2102,4852.2102,14822.2102,0,0
681159,2,0,0,10140,0,0,0,0,0,0,10140,0,0,10140,0,0,0,0,0,0,0,0,0,0,10140,0,0
681175,1,21000,770,0,0,0,0,0,0,21770,0,0,0,0,0,0,6000,6000,432.733579,0,0,0,432.733579,6432.733579,28202.733579,0,0
681180,1,0,0,14755,0,0,0,0,0,0,14755,0,0,14755,0,0,6000,6000,142.40565855,481.62298295,0,0,624.0286415,6624.0286415,21379.028641,0,0
681189,1,0,0,13520,0,0,0,0,0,0,13520,0,0,13520,0,0,5040,5040,181.59006411,0,0,0,181.59006411,5221.5900641,18741.590064,0,0
681192,1,0,0,12480,0,0,0,0,0,0,12480,0,0,12480,0,0,0,0,7.7658450785,0,0,0,7.7658450785,7.7658450785,12487.765845,0,0
681196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,9600,87.017,2390.9875,0,0,2478.0045,12078.0045,12078.0045,0,0
681196,2,0,0,52000,0,0,0,0,0,0,52000,0,0,52000,0,0,0,0,0,0,0,0,0,0,52000,0,0
681197,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,6000,6000,7.1988583895,1641.7054903,0,0,1648.9043487,7648.9043487,25648.904349,0,0
681197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,25000,25000,0
681200,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,6000,6000,69.6136,434.725,0,0,504.3386,6504.3386,22504.3386,0,0
681200,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
681244,1,16500,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,2500,2500,104.4204,0,0,0,104.4204,2604.4204,19104.4204,0,0
681263,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,3600,3600,33.092841033,0,0,0,33.092841033,3633.092841,15333.092841,0,0
681266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,12000,12000,0
681268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,12000,12000,0,0,0,3092.0736,-3092.0736,8907.9264,48907.9264,40000,0
681268,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
681298,1,0,0,5980,0,0,0,0,0,0,5980,0,0,5980,0,0,5800,5800,113.1221,0,0,0,113.1221,5913.1221,11893.1221,0,0
681298,2,0,0,6110,0,0,0,0,0,0,6110,0,0,6110,0,0,0,0,0,0,0,0,0,0,6110,0,0
681320,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4800,4800,56.176518377,0,0,0,56.176518377,4856.1765184,15256.176518,0,0
681329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,7200,7200,235.30409662,0,0,0,235.30409662,7435.3040966,25435.304097,18000,0
681329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,20000,20000,0
681329,3,0,0,0,0,2000,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,2000,0,0
681349,1,0,0,0,0,5000,0,0,0,0,0,0,5000,5000,0,0,0,0,7.7786127665,0,0,0,7.7786127665,7.7786127665,5007.7786128,0,0
681349,3,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,0,0
681366,1,15470,0,0,0,0,0,0,2160,15470,0,-2160,-2160,-2160,0,0,0,0,10.44204,0,0,0,10.44204,10.44204,13320.44204,0,0
681368,1,32060,0,0,0,0,0,0,0,32060,0,0,0,0,0,0,13200,13200,469.19003092,0,1902.1732994,0,2371.3633303,15571.36333,47631.36333,0,0
681368,2,34720,0,0,0,0,0,0,0,34720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34720,0,0
681371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,7800,7800,190.49743339,961.07222451,0,0,1151.5696579,8951.5696579,42951.569658,34000,0
681379,1,16000,0,0,0,2000,0,0,0,16000,0,0,2000,2000,0,0,7200,7200,69.6136,869.45,0,0,939.0636,8139.0636,26139.0636,0,0
681379,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,6500,6500,0
681380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,5400,5400,433.34444608,0,0,0,433.34444608,5833.3444461,41833.344446,36000,0
681387,1,10000,0,0,0,1200,0,0,0,10000,0,0,1200,1200,0,0,6000,6000,69.6136,0,0,2960.496,-2890.8824,3109.1176,14309.1176,0,0
681387,2,0,0,7020,0,0,0,0,0,0,7020,0,0,7020,0,0,0,0,0,0,0,0,0,0,7020,0,0
681394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,5400,5400,0,0,23.47515,2631.552,-2608.07685,2791.92315,25791.92315,23000,0
681394,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,8000,8000,0
681403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,2400,2400,0,0
681403,2,6400,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,0,0
681403,4,0,0,6240,0,0,0,0,0,0,6240,0,0,6240,0,0,0,0,0,0,0,0,0,0,6240,0,0
681430,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,6400,6400,1014.3713662,0,0,0,1014.3713662,7414.3713662,13914.371366,0,0
681431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,3600,3600,154.93786545,0,0,0,154.93786545,3754.9378655,18754.937865,15000,0
681431,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
681433,1,0,0,7200,0,0,0,0,0,0,7200,0,0,7200,0,0,5400,5400,543.63527583,1119.1766138,0,0,1662.8118896,7062.8118896,14262.81189,0,0
681433,2,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,0,0,5200,0,0
681435,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,4800,4800,70.2373815,0,0,0,70.2373815,4870.2373815,13970.237381,0,0
681435,3,9600,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0
681436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,4800,4800,37.072805,0,0,0,37.072805,4837.072805,21837.072805,17000,0
681438,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,6000,6000,88.398493104,226.64716748,0,0,315.04566058,6315.0456606,25315.045661,0,0
681438,2,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
681441,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,8400,8400,87.017,0,434.725,2960.496,-2438.754,5961.246,25961.246,0,0
681441,2,22000,300,0,0,0,0,0,0,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,0,0
681477,1,17000,150,0,0,0,0,0,0,17150,0,0,0,0,0,0,8400,8400,70.674604948,0,0,4407.8496,-4337.174995,4062.8250049,21212.825005,0,0
681499,1,0,0,10920,0,0,0,0,0,0,10920,0,0,10920,0,0,10800,10800,52.2102,0,0,0,52.2102,10852.2102,21772.2102,0,0
681501,1,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,52.2102,0,0,0,52.2102,52.2102,10052.2102,0,0
681501,2,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
681518,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,3360,3360,228.19283133,0,0,0,228.19283133,3588.1928313,18588.192831,0,0
681518,3,7800,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0
681520,1,11000,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,26.241941967,0,0,0,26.241941967,26.241941967,11026.241942,0,0
681528,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,18400,18400,266.03969455,1252.5018786,620.40394263,0,2138.9455158,20538.945516,38738.945516,0,0
681571,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,14400,14400,191.4374,0,565.1425,0,756.5799,15156.5799,36156.5799,0,0
681571,2,0,0,16770,0,0,0,0,0,0,16770,0,0,16770,0,0,0,0,0,0,0,0,0,0,16770,0,0
681571,3,4500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0
681575,1,15400,0,0,0,0,0,0,0,15400,0,0,0,0,0,0,10100,10100,64.873294625,0,0,0,64.873294625,10164.873295,25564.873295,0,0
681575,2,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
681594,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,73.417852128,0,0,0,73.417852128,73.417852128,16073.417852,0,0
681594,2,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
681596,1,35200,0,0,0,0,0,0,0,35200,0,0,0,0,0,0,7200,7200,870.17,1738.9,0,0,2609.07,9809.07,45009.07,0,0
681613,1,0,0,10634,0,0,0,0,0,0,10634,0,0,10634,0,0,6600,6600,140.79890141,0,0,0,140.79890141,6740.7989014,17374.798901,0,0
681640,1,15600,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,9600,9600,52.9355045,0,0,0,52.9355045,9652.9355045,25252.935504,0,0
681640,2,14300,0,0,0,0,0,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0
681640,3,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
681658,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,8600,8600,76.613331599,0,0,0,76.613331599,8676.6133316,24276.613332,0,0
681668,1,0,0,5850,0,0,0,0,4000,0,5850,-4000,-4000,1850,0,0,1200,1200,73.09428,0,0,815.78112,-742.68684,457.31316,2307.31316,0,0
681668,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
681673,1,0,0,6240,0,0,0,0,0,0,6240,0,0,6240,0,0,4600,4600,87.017,0,0,0,87.017,4687.017,10927.017,0,0
681673,2,11000,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0
681687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,7800,99.086202067,0,0,0,99.086202067,7899.0862021,7899.0862021,0,0
681687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,14000,14000,0
