nquest,servb1,servb2,servb3,servb4,servb5,servb6,servb7,servb8,servb9,servb10,servb11,servb12,servb13,servb14,depc,ndepc,idepc,lib,nlib,ilib,unaban,banche,scoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,scorta,spesecon,compusa,compcasa,internet,ebuy,coldis,utscoper
816232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,1000,2,,,,2,
816239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,200,1500,2,,,,2,
816248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,2,1,1,200,1300,1,1,1,1,1,
816249,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,700,2,,,,2,
816260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,200,700,1,1,1,2,2,
816274,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,2,,,1,1,2,,300,2000,1,1,1,1,1,2
816275,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,1,1,400,850,1,2,1,2,2,
816281,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,620,2,,,,2,
816291,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,400,1000,1,1,1,1,1,
816300,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,620,2,,,,2,
816315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,600,800,2,,,,2,
816327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,100,900,2,,,,2,
816329,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,1200,1,2,1,2,2,
816338,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,800,800,2,,,,2,
816339,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,400,900,2,,,,2,
816354,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,2,,2,,350,400,2,,,,2,
816357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,2,,2,,150,600,2,,,,2,
816362,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,750,1000,2,,,,2,
816369,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,150,700,2,,,,2,
816370,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,3,,,2,,,,,1,1,2,,1000,1000,1,1,1,2,2,
816376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,250,600,1,1,1,2,2,2
816378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,500,800,2,,,,2,
816383,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,500,1,1,1,2,2,
816397,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1400,1,1,1,2,1,
816402,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,1000,2,,,,2,
816405,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1300,2,,,,2,
816433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,150,1000,1,1,2,,2,
816437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,,,2,,,,,2,,2,,200,1000,1,2,1,2,2,
816443,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,150,1000,1,1,1,2,2,
816456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,1,1,400,800,1,1,1,2,2,
816471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,1800,2000,2,,,,2,
816482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,1000,750,2,,,,2,
816489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,500,1200,2,,,,2,2
816492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,100,800,2,,,,2,
816504,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,1200,1000,2,,,,2,
816515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,300,950,2,,,,2,2
816518,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,200,850,2,,,,2,2
816521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,2,,2,,3000,2300,1,1,1,2,2,
816527,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,800,800,2,,,,2,
816541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,2,,2,,200,1100,1,1,1,2,2,
816542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,,,1,1,2,,,2,,,,,2,,2,,300,1700,1,1,1,2,2,
816585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,1000,1,1,1,2,2,
816608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,650,700,2,,,,2,
816609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,1,1,2,,500,800,1,1,1,2,2,
816619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,1500,2000,1,2,2,,2,
816626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,,,1,1,1,,,1,1,1,,,1,1,2,,500,1000,2,,,,2,2
816649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,700,700,2,,,,2,
816657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,30,200,2,,,,2,
816661,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,900,400,2,,,,2,
816670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,1,,,1,1,2,,1500,1500,2,,,,2,2
816676,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,1300,1,1,1,2,2,
816680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,200,1000,2,,,,2,
816687,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,3,,,2,,,,,1,1,2,,300,2000,1,1,1,2,2,
816689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,800,800,1,1,1,2,2,2
816695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,700,1000,2,,,,2,
816699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,100,700,2,,,,2,
816701,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,2,2,1,,,1,1,1,,,1,2,2,,700,1800,1,1,1,2,2,2
816706,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,1,,,1,1,2,,500,1500,2,,,,2,2
816714,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,500,1200,2,,,,2,
816716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,150,700,2,,,,2,
816719,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,500,600,1,1,1,2,2,
816721,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,500,1000,1,1,1,1,1,
816724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,2,,2,,1000,1000,2,,,,2,2
816725,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,1,1,500,950,1,1,1,1,2,
816733,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,1,1,2,,700,800,2,,,,2,
816737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,2,,,1,1,2,,1000,1000,2,,,,2,2
816738,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,300,1300,1,1,1,2,2,
816739,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,300,2500,1,1,1,2,2,
816746,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,1,1,1200,2,,,,,1,1,2,,50,900,2,,,,2,1
816747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,,1,1,3,,,2,,,,,1,1,2,,300,1200,2,,,,2,
816781,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,600,600,2,,,,2,
816784,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,3,,,2,,,,,1,1,2,,50,1500,2,,,,2,
816787,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,900,2,,,,2,
816790,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,3,,,1,1,2,,,1,2,2,,400,1500,1,1,1,1,1,
816792,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,,,2,,,,,1,1,2,,900,900,2,,,,2,
816810,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,1200,2,,,,2,
816815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,700,2,,,,2,
816816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,2,,,2,,,,,1,1,2,,300,600,2,,,,2,
816820,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,2,2,,,2,,2,,400,300,2,,,,2,2
816822,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,,1,1,2,,,2,,,,,1,1,2,,600,700,2,,,,2,
816823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,1,1,2,,,2,,,,,2,,2,,50,1000,2,,,,2,
816826,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,1,2,,1,4,2,,,1,1,1,2,50,100,1,2,1,1,1,2
816827,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,2,,,1,2,1,1,200,300,1,1,1,1,1,
816831,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,1,2,,100,500,1,1,1,2,1,2
816835,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,2,,,1,1,2,,,2,,,,,1,1,2,,100,1000,1,1,1,2,2,
816836,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,100,600,1,1,1,2,2,2
816839,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,2,,,2,3,1,,,2,,,,,1,4,2,,150,1000,1,1,1,2,2,2
816844,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,,2,2,1,,,1,1,2,,,1,2,1,1,300,1000,1,1,1,2,1,2
816846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,2,,2,,100,1400,2,,,,2,
816847,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,2,,0,400,1,1,1,2,1,2
816858,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,1,2,2,,,1,2,2,,0,200,1,1,1,2,2,2
816859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,1,1,2,,,2,,,,,2,,2,,100,1400,2,,,,2,
816860,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,2,,200,1000,1,1,1,2,2,2
816862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,1000,2,,,,2,
816866,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,50,1000,2,,,,2,2
816868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,100,300,2,,,,2,2
816870,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,100,300,2,,,,2,
816875,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,3,2,,,1,2,2,,100,300,1,1,1,1,1,2
816889,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,300,1500,1,1,1,2,2,
816897,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,400,1200,1,1,2,,2,
816910,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,300,1500,1,1,1,1,2,
816912,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,500,1000,2,,,,2,
816913,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,400,1500,2,,,,2,
816919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,1,2,,1,1,1,,,1,1,2,,100,1000,1,1,1,2,2,2
816925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,500,1500,2,,,,2,
816926,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,500,2,,,,2,
816937,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,600,2,,,,2,
816955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,2,,,1,1,2,,300,2000,1,1,1,2,2,
816959,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,500,1,1,1,2,2,
816963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,1000,1000,2,,,,2,
816967,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,1,1,2,,300,1000,1,1,1,2,2,
816982,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,,,1,1,2,,,1,2,2,,200,1000,2,,,,2,2
816983,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,1,1,1,500,1000,1,1,1,2,2,2
816993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,2,2,3,,,2,,,,,1,1,2,,200,1200,1,1,1,2,2,
817000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,1,1,2,,500,2000,1,1,1,2,2,
817024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,1000,1000,1,1,1,2,2,
817042,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,400,600,2,,,,2,
817055,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,200,2,,,,2,
817057,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,400,1000,2,,,,2,
817058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,2,400,2,,,,2,
817059,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,300,800,1,1,1,1,2,
817064,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,600,600,2,,,,2,
817067,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,2,2,,400,600,2,,,,2,
817071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,600,2,,,,2,
817076,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,500,2,,,,2,
817082,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,400,400,2,,,,2,
817090,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,600,2,,,,2,
817096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,2,,,2,,,,,1,1,2,,350,700,1,1,1,2,2,
817100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,500,550,2,,,,2,
817107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,500,1,1,1,2,2,
817109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,2,2,1,1,,,,2,,,,,2,,2,,400,1000,2,,,,2,
817118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,2,1,1,500,2500,1,1,1,1,1,
817134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,250,1000,2,,,,2,
817149,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,250,1500,1,1,1,2,2,
817160,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,1000,1200,1,1,1,2,2,
817169,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,2,,,2,2,1,,,2,,,,,1,2,2,,600,1500,1,1,1,2,2,2
817175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,1500,1,1,1,2,2,
817180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,1000,2,,,,2,
817182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,500,1500,1,1,1,2,2,2
817203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,500,1000,1,1,1,2,2,2
817204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,150,800,2,,,,2,
817212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,2,,,,,2,,2,,500,1500,1,1,1,2,2,2
817221,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,800,2,,,,2,
817226,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,300,1000,2,,,,2,
817233,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,850,2,,,,2,
817236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,500,400,1,1,1,1,2,
817238,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,600,800,2,,,,2,
817244,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,700,700,2,,,,2,
817245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,400,500,1,1,1,1,2,
817248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,600,600,1,1,1,1,2,
817249,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,2,2,,600,1000,2,,,,2,2
817251,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,500,600,2,,,,2,
817262,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,500,2,,,,2,
817276,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,500,500,2,,,,2,
817281,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,2,,,1,1,2,,,2,,,,,1,3,2,,800,1000,1,1,1,1,1,
817286,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,2,,500,900,1,1,1,1,1,2
817287,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,700,700,2,,,,2,
817291,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,1,1,1,,,2,,,,,1,2,2,,500,1200,1,1,1,2,1,2
817294,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,500,500,1,1,1,1,2,
817302,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,350,750,2,,,,2,
817303,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,400,400,2,,,,2,
817340,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,1500,2,,,,2,
817375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,400,1000,1,1,1,2,2,
817378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,1000,1,1,1,2,2,
817382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,1,2,2,2,,,2,,,,,2,,2,,400,1000,1,1,1,2,2,
817385,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,1,2,2,,,1,2,2,,300,900,1,1,1,1,1,
817395,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,,,2,,,,,1,1,2,,500,700,1,1,1,2,2,
817400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,,,2,2,2,,,2,,,,,1,1,2,,600,1000,1,1,2,,2,
817402,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,2,,2,,500,1000,1,2,2,,2,
817405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,,,1,1,2,,,2,,2,,1000,2000,1,2,1,2,1,
817413,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,500,500,1,1,1,2,2,
817438,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,1000,1000,2,,,,2,
817439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,,,2,,,,,1,1,2,,400,600,1,1,1,2,2,
817442,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,700,2,,,,2,
817447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,150,1000,2,,,,2,
817451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,1000,2,,,,1,
817457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,80,700,1,1,2,,2,
817466,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,2,,,,,2,,2,,300,900,2,,,,2,
817480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,100,1200,2,,,,2,
817486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,2,1,1,,,,2,,,,,2,,1,1,60,1000,2,,,,2,
817487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,,,1,1,2,,,2,,,,,1,2,2,,100,1500,2,,,,2,
817489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,1,2,2,,,1,2,2,,200,500,2,,,,2,
817497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,1,,,1,1,1,,,1,1,2,,100,1000,2,,,,2,2
817507,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,30,1000,2,,,,2,
817534,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,2,2,,,2,3,2,,,1,2,2,,,1,2,2,,100,100,1,1,1,1,1,
817542,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,,,1,1,1,,,1,1,2,,200,1500,1,1,1,1,1,
817548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,800,2,,,,2,
817550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,200,1000,1,1,1,2,2,
